Lyashchi	id=g:532830
Lazartsevo-Fomino	id=g:536621
Lazar’kovo	id=g:536622
Lazaritsy	id=g:536623
Ozero Lazarevskoye	id=g:536624
Lazarevskoye	id=g:536625
Lazarevskaya	id=g:536627
Lazarevo Selo	id=g:536628
Lazarevo	id=g:536629
Lazarevo	id=g:536630
Lazarevo	id=g:536631
Lazarevo	id=g:536632
Lazarevo	id=g:536633
Lazarevo	id=g:536634
Lazarevo	id=g:536635
Lazarevo	id=g:536636
Lazarevo	id=g:536637
Lazarevo	id=g:536638
Lazarevo	id=g:536639
Lazarevo	id=g:536640
Lazarevo	id=g:536641
Lazarevo	id=g:536642
Lazarevo	id=g:536643
Lazarevo	id=g:536644
Lazarevo	id=g:536645
Lazarevka	id=g:536646
Lazarevka	id=g:536647
Lazarevka	id=g:536648
Lazarevka	id=g:536649
Lazarevichi	id=g:536650
Mys Lazareva	id=g:536651
Gora Lazareva	id=g:536652
Banka Lazareva	id=g:536653
Lazarev	id=g:536654
Progress	id=g:536655
Lazarenovo	id=g:536656
Mys Lazar’	id=g:536657
Laytioynen	id=g:536658
Laysola	id=g:536659
Layskiy Dok	id=g:536660
Raz”yezd Layskaya	id=g:536661
Ostrova Laynovy	id=g:536662
Stantsiya Laymola	id=g:536663
Laykovo	id=g:536664
Laykovo	id=g:536665
Ozero Laykhayarvi	id=g:536666
Ozero Layga-Yarvi	id=g:536667
Layga	id=g:536668
Ostrov Layda	id=g:536669
Mys Laydënnyy	id=g:536670
Sopka Laydënnaya	id=g:536671
Laydasalma	id=g:536672
Laya-Vozh	id=g:536673
Laya-Vozh	id=g:536674
Ozero Layato	id=g:536675
Layashty	id=g:536676
Ozero La-Yarvi	id=g:536677
Khrebet Laya-Musyur	id=g:536678
Laya	id=g:536679
Laya	id=g:536680
Laya	id=g:536681
Laya	id=g:536682
Laya	id=g:536683
Lovyni	id=g:536684
Lavy	id=g:536685
Lavy	id=g:536686
Lavy	id=g:536687
Lavry	id=g:536688
Lavrushin	id=g:536689
Lavrukovo	id=g:536690
Lavrukhin	id=g:536691
Lavrovy Gorki	id=g:536692
Lavrovsk	id=g:536693
Lavrovskiye Otruba	id=g:536694
Urochishche Lavrovskiy	id=g:536695
Lavrovskaya	id=g:536696
Lavrovo-Pesochnya	id=g:536697
Ostanovochnyy Punkt Lavrovo	id=g:536698
Lavrovo	id=g:536699
Strelkovo	id=g:536700
Lavrovo	id=g:536701
Lavrovo	id=g:536702
Lavrovo	id=g:536703
Lavrovo	id=g:536704
Lavrovo	id=g:536705
Lavrovo	id=g:536706
Lavrovo	id=g:536707
Lavrovo	id=g:536708
Lavrovo	id=g:536709
Lavrovo	id=g:536710
Lavrovo	id=g:536711
Lavrovo	id=g:536712
Lavrovo	id=g:536713
Lavrovo	id=g:536714
Lavrovo	id=g:536715
Lavrovka	id=g:536716
Lavrovka	id=g:536717
Lavrovka	id=g:536718
Lavrovka	id=g:536719
Lavrovka	id=g:536720
Proliv Lavrova	id=g:536721
Mys Lavrova	id=g:536722
Lavrovo	id=g:536723
Lavrova	id=g:536724
Lavrovo	id=g:536725
Lavrov	id=g:536726
Lavrinskaya	id=g:536727
Lavrininki	id=g:536728
Stantsiya Lavriki	id=g:536729
Lavreshkovo	id=g:536730
Lavrent’yevskoye	id=g:536731
Lavrent’yevo	id=g:536732
Lavrent’yevo	id=g:536733
Lavrent’yevo	id=g:536734
Lavrent’yevo	id=g:536735
Lavrent’yevka	id=g:536736
Lavrent’yevka	id=g:536737
Lavrent'yev	id=g:536738
Lavreno-Alekseyevskiy	id=g:536739
Lavozero	id=g:536740
Lavozemyaki	id=g:536741
Lavozem	id=g:536742
Lavovo	id=g:536743
Lavochnoye	id=g:536744
Lavniya	id=g:536745
Gora Lavna Tundra	id=g:536746
Ozero Lavna	id=g:536747
Lavna	id=g:536748
Ozero Lavko-Yarvi	id=g:536749
Lavishchi	id=g:536750
Ruchey Lavisgorskiy	id=g:536751
Lavino	id=g:536752
Lavilaksha	id=g:536753
Laver	id=g:536754
Lavela	id=g:536755
Lavdova	id=g:536756
Lavdinskaya Guba	id=g:536757
Lavayarvi	id=g:536758
Razvaliny Lavarovo	id=g:536759
Lavansari	id=g:536760
Ozëra Lava-Lambi	id=g:536761
Mys Lava	id=g:536762
Lava	id=g:536763
Lava	id=g:536764
Lava	id=g:536765
Lauvozero	id=g:536766
Ostrov Lauvatsari	id=g:536767
Mys Lautaranta	id=g:536769
Lautaranta	id=g:536770
Ozero Laus-Yarvi	id=g:536771
Mys Laush	id=g:536772
Guba Laush	id=g:536773
Mys Launatrivi	id=g:536774
Laukhino	id=g:536775
Laukhino	id=g:536776
Lauga	id=g:536777
Latyuga	id=g:536778
Latyshskoye Ogorovo	id=g:536779
Latyshskiy Nomer Vtoroy	id=g:536780
Latyshskiy Nomer Vos’moy	id=g:536781
Latyshskiy Nomer Tretiy	id=g:536782
Latyshskiy Nomer Shestoy	id=g:536783
Latyshskiy Nomer Sed’moy	id=g:536784
Latyshskiy Nomer Pyatyy	id=g:536785
Latyshskiy Nomer Pervyy	id=g:536786
Latyshskiy Nomer Devyatyy	id=g:536787
Latyshskiy Nomer Chetvërtyy	id=g:536788
Stantsiya Latyshskiy	id=g:536789
Latyshi	id=g:536790
Latyshka	id=g:536791
Latyshikha	id=g:536792
Latyshi	id=g:536793
Latyshovo	id=g:536794
Latyshëvo	id=g:536795
Latyshëvo	id=g:536796
Latyshovka	id=g:536797
Latyshëv	id=g:536798
Latyri	id=g:536799
Latyrevo	id=g:536800
Latypovka	id=g:536801
Latygovo	id=g:536802
Latygori	id=g:536803
Latvozero	id=g:536804
Ozero Latva-Yarvi	id=g:536805
Latvasyur’ya	id=g:536806
Latunovo	id=g:536807
Lattotasel’kya	id=g:536808
Latskoye	id=g:536809
Gora Latsga	id=g:536810
Lats	id=g:536811
Latryk	id=g:536812
Latovinovo	id=g:536813
Latoshinka	id=g:536814
Latos	id=g:536815
Latonovo	id=g:536816
Latnoye	id=g:536817
Latnaya	id=g:536818
Mys Lat-Navolok	id=g:536819
Latkino	id=g:536820
Latinen	id=g:536821
Latibrovo	id=g:536822
Lata Yaga	id=g:536823
Latanov	id=g:536824
Las'va	id=g:536825
Lasuny	id=g:536826
Lastushinskiy	id=g:536827
Lastola	id=g:536828
Lastokur’ya	id=g:536829
Ozero Lastmozero	id=g:536830
Lastkino	id=g:536831
Vtoroy Lastik	id=g:536832
Pervyy Lastik	id=g:536833
Lastanovo	id=g:536834
Lasta	id=g:536835
Lasta	id=g:536836
Lassinkallio	id=g:536837
Laskovtsevo	id=g:536838
Stantsiya Laskovo	id=g:536839
Laskovo	id=g:536840
Laskovo	id=g:536841
Laskitsa	id=g:536842
Laski	id=g:536843
Laskarikha	id=g:536844
Lasitsy	id=g:536845
Lasinskiy Posëlok	id=g:536846
Lasino	id=g:536847
Lasichikha	id=g:536848
Lasichikha	id=g:536849
Lasicheno	id=g:536850
Lashutka	id=g:536851
Lashutikha	id=g:536852
Lashch-Tayaba	id=g:536853
Lashnëvo	id=g:536854
Lashmanka	id=g:536855
Ostanovochnyy Punkt Lashma	id=g:536856
Lashma	id=g:536857
Lashkuta	id=g:536858
Ozero Lashku	id=g:536859
Lashkovka	id=g:536860
Lashkino	id=g:536861
Lashino	id=g:536862
Mukhino	id=g:536863
Lashino	id=g:536864
Lashevka	id=g:536865
Lasheri	id=g:536866
Lashakov	id=g:536867
Laseni	id=g:536868
Mys Las	id=g:536869
Laryushino	id=g:536870
Lar’yan	id=g:536871
Ozero Lar’yanskoye	id=g:536872
Lar’yanskoye Boloto	id=g:536873
Lartsevo	id=g:536874
Sovkhoz Larnëvsk	id=g:536875
Larnëvsk	id=g:536876
Larkino	id=g:536877
Lar’kino	id=g:536878
Larisovka	id=g:536879
Larionovskaya	id=g:536880
Larionovskaya	id=g:536881
Larionov Ostrov	id=g:536882
Larionovo	id=g:536883
Larionovo	id=g:536884
Larionovo	id=g:536885
Larionovo	id=g:536886
Larionovo	id=g:536887
Larionovka	id=g:536888
Larinskoye	id=g:536889
Larinskiy	id=g:536890
Larinskaya	id=g:536891
Larinskaya	id=g:536892
Larinskaya	id=g:536893
Larino	id=g:536894
Larino	id=g:536895
Larino	id=g:536896
Urochishche Larino	id=g:536897
Larinka	id=g:536898
Larina	id=g:536899
Larina	id=g:536900
Larina	id=g:536901
Larikovo	id=g:536902
Larichi	id=g:536903
Larichi	id=g:536904
Largino	id=g:536905
Larevo	id=g:536906
Larevka	id=g:536907
Larevka	id=g:536908
Lareshnikovo	id=g:536909
Larenki	id=g:536910
Larchonovo	id=g:536911
Lapyshta	id=g:536912
Lopyshi	id=g:536913
Lapygino	id=g:536914
Lapustino	id=g:536915
Lapushnitsy	id=g:536916
Lapushka	id=g:536917
Lapushinskiy	id=g:536918
Lapukhinka	id=g:536919
Lapugi	id=g:536920
Lapugi	id=g:536921
Laptikha	id=g:536922
Laptevskaya	id=g:536923
Laptëvshchina	id=g:536924
Laptëvo	id=g:536926
Ozero Laptëvo	id=g:536927
Laptëvo	id=g:536928
Laptëvo	id=g:536929
Laptëvo	id=g:536930
Laptëvo	id=g:536931
Laptëvo	id=g:536932
Laptëvo	id=g:536933
Laptëvo	id=g:536934
Laptëvo	id=g:536935
Laptëvo	id=g:536936
Laptëvo	id=g:536937
Laptëvo	id=g:536938
Laptëvo	id=g:536939
Laptëvo	id=g:536940
Laptëvo	id=g:536941
Laptëvo	id=g:536942
Laptëvo	id=g:536943
Laptëvo	id=g:536944
Laptëvo	id=g:536945
Laptëvo	id=g:536946
Laptëvo	id=g:536947
Laptëvo	id=g:536948
Laptëvo	id=g:536949
Laptevka	id=g:536950
Laptevka	id=g:536951
Laptëva	id=g:536952
Laptëvo	id=g:536953
Laptev	id=g:536954
Laptënki	id=g:536955
Laptenki	id=g:536956
Lapsya	id=g:536957
Lapsino	id=g:536958
Ozero Lapsh-Ozero	id=g:536959
Lapshovo	id=g:536960
Lapshinskaya	id=g:536961
Lapshino	id=g:536962
Lapshinka	id=g:536963
Lapshikha	id=g:536964
Lapshanka	id=g:536965
Lapshanga	id=g:536966
Lapshanga	id=g:536967
Lapsary	id=g:536968
Lapra-Kasy	id=g:536969
Laprakasy	id=g:536970
Ostrov Lappan-Shari	id=g:536971
Ozero Lap-Ozero	id=g:536972
Lapotovskiye Vyselki	id=g:536973
Lapotok	id=g:536974
Lapotok	id=g:536975
Lapotkovo	id=g:536976
Lapotki	id=g:536977
Kolkhoz Lapot’	id=g:536978
Loposhikha	id=g:536979
Lapominskaya Gavan’	id=g:536980
Ostrov Lapominka	id=g:536981
Lapominka	id=g:536982
Laplandskiy Zapovednik	id=g:536983
Laplandiya	id=g:536984
Lapkovo	id=g:536985
Lapitsa	id=g:536986
Ozero Lapin-Yarvi	id=g:536987
Ozero Lapin-Yarvi	id=g:536988
Ruchey Lapinoya	id=g:536989
Lapino	id=g:536990
Lapino	id=g:536991
Lapino	id=g:536992
Lapino	id=g:536993
Lapino	id=g:536994
Lapino	id=g:536995
Lapino	id=g:536996
Lapino	id=g:536997
Lapino	id=g:536998
Lapino	id=g:536999
Lapino	id=g:537000
Lapino	id=g:537001
Lapino	id=g:537002
Lapino	id=g:537003
Lapino	id=g:537004
Lyapino	id=g:537005
Mys Lapin Nos	id=g:537006
Lapinlaksha	id=g:537007
Lapinlakhti	id=g:537008
Lapinka	id=g:537009
Lapino	id=g:537010
Lapin	id=g:537011
Lapin	id=g:537012
Laptikha	id=g:537013
Lapezino	id=g:537014
Lapeshki	id=g:537015
Lapeki	id=g:537016
Lapchenki	id=g:537017
Lapaz	id=g:537018
Krasnogor’ye	id=g:537019
Lapatkino	id=g:537020
Lapas	id=g:537021
Ozero Lapakka	id=g:537022
Lapa	id=g:537023
Lantyrëvo	id=g:537024
Lantsiya	id=g:537025
Lantsëvy Dvory	id=g:537026
Lansyr'	id=g:537027
Ozero Lobskoye	id=g:537028
Lanskoye	id=g:537029
Stantsiya Lanskaya	id=g:537030
Lan’shinskiy	id=g:537031
Lan’shino	id=g:537032
Pristan' Lan’shino	id=g:537033
Lanshchino	id=g:537034
Ozero Lanozero	id=g:537035
Urochishche Lanovshchinskiy Rupas	id=g:537036
Lanoshino	id=g:537037
Lanoshenka	id=g:537038
Lan'kova	id=g:537039
Lanino	id=g:537040
Langvatn	id=g:537041
Ozero Langov	id=g:537042
Langerevo	id=g:537043
Laneva Gora	id=g:537044
Ruchey Lanets	id=g:537045
Londyug	id=g:537046
Landyshëvka	id=g:537047
Ozero Landskoye	id=g:537048
Landekh	id=g:537049
Lamy	id=g:537050
Lamskaya	id=g:537051
Lamskoye	id=g:537052
Lamskiye Vyselki	id=g:537053
Lamskaya	id=g:537054
Lamshinskaya Kanava	id=g:537055
Lamsha	id=g:537056
Lamsha	id=g:537057
Lampozhnya	id=g:537058
Lampovo	id=g:537059
Lampivara	id=g:537060
Lamoshka	id=g:537061
Lamonovo	id=g:537062
Lamonovo	id=g:537063
Ostrov Lamon	id=g:537064
Lamochka	id=g:537065
Lamnovo	id=g:537066
Lamna	id=g:537067
Ostrov Lammas-Sari	id=g:537068
Ostrov Lammas-Sari	id=g:537069
Stantsiya Lamki	id=g:537070
Lamishino	id=g:537071
Lomintsevo	id=g:537072
Lominskoye	id=g:537073
Lamino	id=g:537074
Lamer’ye	id=g:537075
Lambuda	id=g:537076
Lamb-Ostrov	id=g:537077
Lambisel’ga	id=g:537078
Stantsiya Lambino	id=g:537079
Mys Lambin Navolok	id=g:537080
Lambinavolok	id=g:537081
Lamberg	id=g:537082
Lambas Ruchey	id=g:537083
Lambash-Guba	id=g:537084
Ozero Lamba	id=g:537085
Lamantsevo	id=g:537086
Lamanovo	id=g:537087
Ozero Laman	id=g:537088
Ozero Laman	id=g:537089
Lamakkavara	id=g:537090
Lama	id=g:537091
Lama	id=g:537092
Lam	id=g:537093
Lal’sk	id=g:537094
Lala	id=g:537095
Lala	id=g:537096
Lala	id=g:537097
Lakskiy Rayon	id=g:537098
Guba Laksi	id=g:537099
Lakshukay	id=g:537100
Laksha	id=g:537101
Lakomka	id=g:537102
Lakomaya Buda	id=g:537103
Lakly	id=g:537104
Lakisy	id=g:537105
Lakisov	id=g:537106
Lakinsk	id=g:537107
Stantsiya Laki	id=g:537108
Laki	id=g:537109
Lakhuni	id=g:537110
Lakhtyaga	id=g:537111
Lakhtisel’kya	id=g:537112
Lakhtinskiy Razliv	id=g:537113
Mys Lakhtinskiy	id=g:537114
Lakhtino	id=g:537115
Lakhtenskiy Zaliv	id=g:537116
Lakhtela	id=g:537117
Lakhtela	id=g:537118
Stantsiya Lakhta	id=g:537119
Ozero Lakhta	id=g:537120
Lakhta	id=g:537121
Lakhta	id=g:537122
Lakhta	id=g:537123
Lakhta	id=g:537124
Lakhta	id=g:537125
Lakhta	id=g:537126
Lakhtinskiy	id=g:537127
Lakhta	id=g:537128
Lakhta	id=g:537129
Lakhta	id=g:537130
Lakhta	id=g:537131
Lakhovy	id=g:537132
Lokhovo	id=g:537133
Lakhovnya	id=g:537134
Lakhost’	id=g:537135
Lakhost’	id=g:537136
Lakhoma	id=g:537137
Lakhny	id=g:537138
Lakhny	id=g:537139
Lakhnovo	id=g:537140
Lakhnovo	id=g:537141
Lakhnevo	id=g:537142
Ozero Lakhna-Yarvi	id=g:537143
Lakhna	id=g:537144
Lakhna	id=g:537145
Lakhino	id=g:537146
Lakhdenpokh’ya	id=g:537147
Lakhdenpokhskiy Rayon	id=g:537148
Lakhdenkyulya	id=g:537149
Lakedemonovka	id=g:537150
Laka-Tyzhma	id=g:537151
Lakash	id=g:537152
Laka	id=g:537153
Laka	id=g:537154
Gora Lais-Tundra	id=g:537155
Laishevskiy Rayon	id=g:537156
Sovkhoz Laishevskiy	id=g:537157
Laishevo	id=g:537158
Raz”yezd Laishevka	id=g:537159
Laishevka	id=g:537160
Mys Lagyshev	id=g:537161
Lagutovka	id=g:537162
Lagutniki	id=g:537163
Lagutin	id=g:537164
Logushiny	id=g:537165
Laguny	id=g:537166
Lagunovo	id=g:537167
Lagunovo	id=g:537168
Lagunov	id=g:537169
Lagunikha	id=g:537170
Lagunikha	id=g:537171
Lagovskoye	id=g:537172
Urochishche Lagovitsy	id=g:537173
Ozero Lagotto	id=g:537174
Lagn-Oya	id=g:537175
Ozero Lagna-Lambi	id=g:537176
Ozero Lagna	id=g:537177
Lagna	id=g:537178
Lagilambi	id=g:537179
Mys Lagernyy	id=g:537180
Mys Lagernyy	id=g:537181
Lagernyy	id=g:537182
Lagernyy	id=g:537183
Yantarnoye	id=g:537184
Bukhta Lagernaya	id=g:537185
Lagerka	id=g:537186
Lageri	id=g:537187
Lagerevo	id=g:537188
Lager’	id=g:537189
Lager'	id=g:537190
Lagazino	id=g:537191
Ladyzhno	id=g:537192
Ladyzhitsy	id=g:537193
Ladyzhino	id=g:537194
Ladyzhina	id=g:537195
Ladyzheno	id=g:537196
Ladyzhenka	id=g:537197
Ladyshkino	id=g:537198
Ladyrëvo	id=g:537199
Ladygovo	id=g:537200
Stantsiya Ladygino	id=g:537201
Ladygino	id=g:537202
Lodygino	id=g:537203
Ladygino	id=g:537204
Lodygino	id=g:537205
Lodygino	id=g:537206
Ladygino	id=g:537207
Ladygino	id=g:537208
Ladygino	id=g:537209
Ladygino	id=g:537210
Ladygino	id=g:537211
Ladygina	id=g:537212
Ladygina	id=g:537213
Ladygin	id=g:537214
Ladvushi	id=g:537215
Ozero Ladvozero	id=g:537216
Ozero Ladvozero	id=g:537217
Ladvozero	id=g:537218
Boloto Ladvinskoye	id=g:537219
Ladva-Vetka	id=g:537220
Ladva-Timofeyevskaya	id=g:537221
Lad-Vara	id=g:537222
Ozero Ladva-Lambi	id=g:537223
Ozero Ladva-Lambi	id=g:537224
Stantsiya Ladva	id=g:537225
Ozero Ladva	id=g:537226
Ladva	id=g:537227
Ladva	id=g:537228
Ladushkin	id=g:537229
Ladunino	id=g:537230
Ladozhskoye Ozero	id=g:537231
Lake Ladoga	id=g:537232
Ladozhskiy Trudovoy Posëlok	id=g:537233
Ladozhskiy Skit	id=g:537234
Ladozhskaya	id=g:537235
Ladozhka	id=g:537236
Lad-Ozero	id=g:537237
Ladovskaya Balka	id=g:537238
Ladovskaya Balka	id=g:537239
Ladovo	id=g:537240
Ladovo	id=g:537241
Ladoshchino	id=g:537242
Ladonka	id=g:537243
Ladon’	id=g:537244
Ladomirovka	id=g:537245
Ladomirka	id=g:537246
Ladogi	id=g:537247
Ladoga	id=g:537248
Lado	id=g:537249
Ladnoye	id=g:537250
Ladm-Ozero	id=g:537251
Ladka	id=g:537252
Ladino	id=g:537253
Lad’ino	id=g:537254
Ladinka	id=g:537255
Ladikhino	id=g:537256
Ozero Ladeyno	id=g:537257
Ladeyka	id=g:537258
Ladeyka	id=g:537259
Laderevo	id=g:537260
Ladenka	id=g:537261
Lada	id=g:537262
Lada	id=g:537263
Lachta-Chukharskaya	id=g:537264
Lachinovo	id=g:537265
Lachinovka	id=g:537266
Lachino	id=g:537267
Ostrov Lachan-Shuari	id=g:537268
Ozero Lacha	id=g:537269
Lach	id=g:537270
Lobyntsevo	id=g:537271
Labunina	id=g:537272
Labozhi	id=g:537273
Labozdy	id=g:537274
Labazka-Isovskaya	id=g:537275
Laborem	id=g:537276
Laboksha	id=g:537277
Gora Laboda	id=g:537278
Labinskiy Rayon	id=g:537279
Stantsiya Labinskaya	id=g:537280
Labinsk	id=g:537281
Labeza	id=g:537282
Ozero Labdsh’yaur	id=g:537283
Labazovo	id=g:537284
Lobazovka	id=g:537285
Labaznoye	id=g:537286
Labazikha	id=g:537287
Labazhskoye	id=g:537288
Labanovo	id=g:537289
Laba	id=g:537290
Kzyl-Yulduz	id=g:537291
Kzyl-Yarovo	id=g:537292
Kzylyarovo	id=g:537293
Kzyl-Yar	id=g:537294
Kzyl-Yar	id=g:537295
Kzyl-Yar	id=g:537296
Kzyl-Tyubyak	id=g:537297
Kzyl-Tau	id=g:537298
Kzyloba	id=g:537299
Kyzyl-Mesha	id=g:537300
Kzyl-Mechet’	id=g:537301
Kzyl-Bulyak	id=g:537302
Kyzylbulak	id=g:537303
Gza	id=g:537304
Kyzyuloyda	id=g:537305
Kyzyl-Zhar	id=g:537306
Kyzyl-Yul	id=g:537307
Kyzyl-Yul	id=g:537308
Kyzyl-Yul	id=g:537309
Kyzyl-Yer’	id=g:537310
Kyzylyar	id=g:537311
Kyzyl-Yar	id=g:537312
Kyzyl-Yar	id=g:537313
Kyzylyar	id=g:537314
Kyzyl-Yar	id=g:537315
Kyzyl-Yar	id=g:537316
Verkhnepanteleymonovka	id=g:537317
Kyzyl-Urshak	id=g:537318
Kyzyl-Tau	id=g:537319
Kyzyl-Tash	id=g:537320
Kyzyl-Tash	id=g:537321
Ferma Nomer Odin	id=g:537322
Kyzyl-Say	id=g:537323
Kyzyl-Pokun	id=g:537324
Kyzyl-Oktyabr’	id=g:537325
Kyzyl-Oktyabr’skiy	id=g:537326
Kyzyl-Mayak	id=g:537327
Urochishche Kyzylkurt	id=g:537328
Kyzylkez	id=g:537329
Gora Kyzylkaya	id=g:537330
Kyzyl-Kala	id=g:537331
Kyzyl-Kain	id=g:537332
Kyzyl-Dzhar	id=g:537333
Kzyl-Chishma	id=g:537334
Kyzyl-Chilik	id=g:537335
Kyzyl-Barzhau	id=g:537336
Kyzyl-Akrap	id=g:537337
Kyzyl-Adyr	id=g:537338
Kyzyl	id=g:537339
Kyz’-Myl’k	id=g:537340
Kyzmolda	id=g:537341
Kyzlar-Birgan	id=g:537342
Kyzh	id=g:537343
Islamey	id=g:537344
Dugulubgey	id=g:537345
Kyzburun Pervyy	id=g:537346
Ozero Kyytan	id=g:537347
Kyylud	id=g:537348
Kyyetan-Vozh	id=g:537349
Kyvtydpom	id=g:537350
Ozero Kyu-Yarvi	id=g:537351
Kyutyusyur’ya	id=g:537352
Stantsiya Kyutësyur’ya	id=g:537353
Kyushnur	id=g:537354
Mys Kyuryonniyemi	id=g:537355
Kyuryonniyemi	id=g:537356
Kyur’yala	id=g:537357
Kyurshevo	id=g:537358
Kyurlevo	id=g:537359
Kyurensel’ga	id=g:537360
Kyurelya	id=g:537361
Kyurekhaga	id=g:537362
Kyuperle-Kyul’-Kheri	id=g:537363
Urochishche Kyunsitunturi	id=g:537364
Kyunsikhara	id=g:537365
Ozero Kyuno	id=g:537366
Kyuno	id=g:537367
Gora Kyume-Tundre	id=g:537368
Kyumel’-Yamashi	id=g:537369
Ozero Kyume	id=g:537370
Kyume	id=g:537371
Kyulyusel’ga	id=g:537372
Kyulyayatka	id=g:537373
Ozero Kyulya-Yarvi	id=g:537374
Ozero Kyulya-Yarvi	id=g:537375
Kyulyap’ya	id=g:537376
Kyulyaniyemi	id=g:537377
Kyul’-Sirma	id=g:537378
Kyulmya-Puro	id=g:537379
Ozero Kyul’ma-Yarvi	id=g:537380
Kyul’ma	id=g:537381
Kyul’khiri	id=g:537382
Kyul’khiri	id=g:537383
Lednik Kukurtli	id=g:537384
Kyukyamya	id=g:537385
Gora Kyugenkaya	id=g:537386
Boloto Kudrovskoye	id=g:537387
Ozero Kyubyarayni	id=g:537388
Ozero Kyubozero	id=g:537389
Ozero Kyuberey-Yarvi	id=g:537390
Kytky-Yelga	id=g:537391
Kytlym	id=g:537392
Kytino	id=g:537393
Kysyk	id=g:537394
Kysyk	id=g:537395
Kysyk	id=g:537396
Kos'va	id=g:537397
Kyssa	id=g:537398
Kyssa	id=g:537399
Kyspala	id=g:537400
Kyskuya	id=g:537401
Ozero Kyskozero	id=g:537402
Kyshka	id=g:537403
Gora Kyshkadzher	id=g:537404
Kyshkadzher	id=g:537405
Kyryn-Yurt	id=g:537406
Kyrykmas	id=g:537407
Khrebet Kyry-Buzhan	id=g:537408
Kyr’ya	id=g:537409
Kyr'ya	id=g:537410
Kyruv	id=g:537411
Kyrtyk	id=g:537412
Kyrta	id=g:537413
Kyrpy	id=g:537414
Kyrova	id=g:537415
Kyrog	id=g:537416
Kyrnysha	id=g:537417
Kyrmyzh	id=g:537418
Kyrmyzh	id=g:537419
Kyrma	id=g:537420
Kyrlud	id=g:537421
Kyrkyz’ya	id=g:537422
Kyrkeshch	id=g:537423
Kyrpa	id=g:537424
Kyrgus’	id=g:537425
Kyrgoda	id=g:537426
Kyrdym	id=g:537427
Kyrchma-Selty	id=g:537428
Kyrchma	id=g:537429
Kyrchenovshchina	id=g:537430
Kyrchema	id=g:537431
Kyrchany	id=g:537432
Kypka	id=g:537433
Kynok	id=g:537434
Lednik Kyngyrsyrt	id=g:537435
Kyngyr	id=g:537436
Kyn	id=g:537437
Kyn	id=g:537438
Kyn	id=g:537439
Kym-Ozero	id=g:537440
Urochishche Kyma-Gora	id=g:537441
Gora Kyma	id=g:537442
Kyma	id=g:537443
Kym	id=g:537444
Kylym”yël’	id=g:537445
Kylym	id=g:537446
Kylykov Sad	id=g:537447
Gora Kylych-Karakaya	id=g:537448
Kyltym-Yu	id=g:537449
Kyltovskaya	id=g:537450
Kylt	id=g:537451
Ozero Kylp”yavr	id=g:537452
Kyldybashsu	id=g:537453
Kylasovo	id=g:537454
Kylasovo	id=g:537455
Kykva	id=g:537456
Kykva	id=g:537457
Kykva	id=g:537458
Kydz’ras”yu	id=g:537459
Kydrym”yu	id=g:537460
Kyd’ma	id=g:537461
Kydach	id=g:537462
Kychino	id=g:537463
Kychen	id=g:537464
Kychas	id=g:537465
Guba Kyay	id=g:537467
Kyatki-Ozero	id=g:537468
Ozero Kyatka-Yarvi	id=g:537469
Kyatka	id=g:537470
Ozero K’yas”yavr	id=g:537471
Kyasnyasel’ga	id=g:537472
Ostanovochnyy Punkt Kyartsilya	id=g:537473
Kyarsyalya	id=g:537474
Ostrov Kyarpyasen-Sari	id=g:537475
Kyarostrov	id=g:537476
Kyarnysh	id=g:537477
Mys Kyarmelammen-Niyemi	id=g:537478
Kyargozero	id=g:537479
Kyargozero	id=g:537480
Kyarg-Ozero	id=g:537481
Kyargozero	id=g:537482
Kyargino	id=g:537483
Kyarega	id=g:537484
K’yarda	id=g:537485
Ozero Kyarchmyarvi	id=g:537486
Stantsiya Kyappesel’ga	id=g:537487
Kyappesel’ga	id=g:537488
Kyanda	id=g:537489
Kyanda	id=g:537490
Kyanda	id=g:537491
Kyan	id=g:537492
Kyamyarya	id=g:537493
Kyamyarya	id=g:537494
Kyamtka	id=g:537495
Stantsiya Kyamishi	id=g:537496
Kyamenitsy	id=g:537497
Ozero Kyamenitskoye	id=g:537498
Kyama	id=g:537499
Kyam	id=g:537500
Kyalovanga	id=g:537501
Ozero Kyalkya-Yarvi	id=g:537502
Ozero Kyalkya-Yarvi	id=g:537503
Ozero Kyalkya-Yarvi	id=g:537504
Ozero Kyal’ka	id=g:537505
Ozero Kyal’g-Yarvi	id=g:537506
Kyal’g-Ozero	id=g:537507
Kyakhulay	id=g:537508
Kyakhta	id=g:537509
Ozero Kyagi-Yarvi	id=g:537510
Kyafar-Agur	id=g:537511
Ozero Kyafar	id=g:537512
Kyafar	id=g:537513
Ozero Kyadel”yavr	id=g:537514
Kvitkovka	id=g:537515
Kvitkin	id=g:537516
Kvitiny	id=g:537517
Kvetun’	id=g:537518
Ostrov Kverini	id=g:537519
Quednau	id=g:537520
Kvazen’ga	id=g:537521
Kvat'-Chuni	id=g:537522
Kvasyunino	id=g:537523
Kvas’yëvo	id=g:537524
Kvasskiy Mys	id=g:537525
Kvasovo	id=g:537526
Kvasovo	id=g:537527
Kvasovo	id=g:537528
Kvasnikovka	id=g:537529
Kvashur	id=g:537530
Kvashnino	id=g:537531
Kvashino	id=g:537532
Kvashi	id=g:537533
Kvashenki	id=g:537534
Kvasheninniki	id=g:537535
Kvarzen’ga	id=g:537536
