Kafr Ibrāsh	id=g:354241
Wadi Kab el-Awâzim	id=g:354904
Gebel Kab el-Ahmar	id=g:354905
Wadi Kab el-Absi	id=g:354906
Kabb Ḩamdān	id=g:354907
Jabal Kabb ‘Amīrī	id=g:354908
Kabb Abu Hasa	id=g:354909
Qabr el Kabashi	id=g:354910
Wâdî el Ka‘ab	id=g:354911
Karm al Juwayrah	id=g:354912
Qārat Juwaylah	id=g:354913
Jabal Juway‘ah	id=g:354914
Jabal al Jiyūshīyah	id=g:354915
Wādī al Jurūr	id=g:354916
‘Alāwī Jurūn	id=g:354917
Jurn al Fūl	id=g:354918
‘Izbat Jūrjī Khayr	id=g:354919
‘Izbat Jūrjī Bey Qurdāḩī	id=g:354920
‘Izbat Jūrjī Bey al Qirdāḩī	id=g:354921
‘Izbat Jūrjī Bartīlaytī	id=g:354922
‘Izbat Jūrīyah	id=g:354923
Jarf Sarḩān	id=g:354924
Wādī al Jurfīyah	id=g:354925
Jurf Ḩusayn	id=g:354926
Jazīrat Jurf al Ḩākim	id=g:354927
Wādī Jurf ad Dayr	id=g:354928
Wādī al Jurf	id=g:354929
Wādī Jurf	id=g:354930
Wādī Jurf	id=g:354931
Jūnat al Jurf	id=g:354932
Wādī Jurdī aş Şughayr	id=g:354933
Wādī Jurdī al Kabīr	id=g:354934
Wādī Jurdī	id=g:354935
Jurays wa ‘Izbatuhā	id=g:354936
Tallat Juraysī	id=g:354937
Jabal al Junnah	id=g:354938
Jabal al Junnah	id=g:354939
Jabal Junnah	id=g:354940
Jabal Junnah	id=g:354941
Wādī al Jundī	id=g:354942
Ra’s al Jundī	id=g:354943
Qārat al Jundī	id=g:354944
Khashm al Jundī	id=g:354945
Jazīrat al Jundī	id=g:354946
Jabal al Jundī	id=g:354947
Bi’r al Jundī	id=g:354948
Kathīb al Junayt	id=g:354949
Maḩaţţat Junaynat al Qabbārī	id=g:354950
Junaynat al ‘Aţash	id=g:354951
Jabal Junaynah ash Sharqīyah	id=g:354952
Jabal Junaynah al Gharbīyah	id=g:354953
Wādī al Jutaynah	id=g:354954
Wādī al Junaynah	id=g:354955
Ra’s al Junaynah	id=g:354956
Ra’s al Junaynah	id=g:354957
Maḩaţţat Junayfah	id=g:354958
Jabal Jinayfah	id=g:354959
Tall Junaydī	id=g:354960
‘Izbat al Jimmayzah	id=g:354961
Jummayzat Banī ‘Amr	id=g:354962
‘Ayn al Jummayzah al Qiblīyah	id=g:354963
Wādī al Jummayzah	id=g:354964
Jurf al Jummayzah	id=g:354965
Ḩawḑ al Jummayzah	id=g:354966
Barr al Jummayz	id=g:354967
Tall al Jumayyişah	id=g:354968
Barr al Jumayyişah	id=g:354969
Tall al Jumaymah	id=g:354970
Bi’r Jumayl	id=g:354971
Wādī Jumajī	id=g:354972
‘Izbat Jum‘ah Ḩumaydah Ḩasan	id=g:354973
Maqţa‘ al Jullah	id=g:354974
Bi’r al Julayfah	id=g:354975
Jabal al Ju‘lāb	id=g:354976
Jūjar	id=g:354977
Wādī Juhr aḑ Ḑab‘ah	id=g:354978
Jazīrat al Juḩayyish	id=g:354979
Qabr Juhayr	id=g:354980
Juhaynah	id=g:354981
Wādī al Jafrā	id=g:354982
Jabal al Jafrā	id=g:354983
‘Ayn Juffārah	id=g:354984
Bi’r al Jufayr	id=g:354985
Maghārat Judr	id=g:354986
Qūr Jūdī	id=g:354987
Minqār Jūdī	id=g:354988
Jazīrat Jūdī	id=g:354989
Jazīrat Judhāmī	id=g:354990
Ḩiqfat al Judhām	id=g:354991
Jidām	id=g:354992
Judayyidat al Manzilah	id=g:354993
Judayyidat al Hālah	id=g:354994
Judaylah	id=g:354995
Bi’r Judayḩ	id=g:354996
Ḩawḑ al Judaydīyah	id=g:354997
‘Izbat Jubrān Baḩrī	id=g:354998
‘Izbat Jubrān Baḩrī	id=g:354999
Bi’r al Jubb	id=g:355000
Ra’s Jubaysah	id=g:355001
Ābār Jubaysah	id=g:355002
Bi’r Jubayl Ḩasn	id=g:355003
Jabal Jubayl	id=g:355004
Al Jubayl	id=g:355005
Jazīrat Jūbāl aş Şaghīrah	id=g:355006
Sha‘ab Jûbâl	id=g:355007
Maḑīq Jūbāl	id=g:355008
Juzur Jūbāl	id=g:355009
Jazīrat Jūbāl	id=g:355010
‘Ayn al Jūbah	id=g:355011
Ju‘ayf	id=g:355012
‘Ayn al Ju‘ayb	id=g:355013
Jizzāyah	id=g:355014
Jizayy	id=g:355015
Tur‘at al Jīzah	id=g:355016
Pyramids of Giza	id=g:355017
‘Izbat Jiyānklīs	id=g:355018
Ābār Jisr al Mawaddah	id=g:355019
Jisr al Jīr	id=g:355020
Jişfā	id=g:355021
Jirzah	id=g:355022
‘Izbat Jirjis Sūryāl	id=g:355023
Tur‘at al Jirjāwīyah	id=g:355024
Markaz Jirjā	id=g:355025
Jirjā	id=g:355026
Jabal al Jirānīt	id=g:355027
‘Ayn Jirān Bū Muzdajan	id=g:355028
Naẖal Paran	id=g:355029
Wādī Jirā‘	id=g:355030
Wādī al Jīr	id=g:355031
Kawlat al Jīr	id=g:355032
Kawlat al Jīr	id=g:355033
Jabal al Jīr	id=g:355034
Jabal al Jīr	id=g:355035
Jabal al Jīr	id=g:355036
Khashm al Jinshāwī	id=g:355037
Tall al Jinn	id=g:355038
Bi’r Jindālī	id=g:355039
Jinbāwāy	id=g:355040
Jināḩ	id=g:355041
Jimrīs	id=g:355042
‘Ilwat Jibāl al Masākhīţ	id=g:355043
Wādī Jimāl	id=g:355044
Wādī Jimāl	id=g:355045
Wādī Jimāl	id=g:355046
‘Urf al Jimāl	id=g:355047
Tall al Jill	id=g:355048
Kawm al Jill	id=g:355049
Kawm al Jill	id=g:355050
Haḑabat al Jilf al Kabīr	id=g:355051
Naq‘at al Jild	id=g:355052
Bi’r al Jilbānah	id=g:355053
Gilbana	id=g:355054
Ma‘āţin Jīlah	id=g:355055
Dayr al Jijiz	id=g:355056
Ra’s Jīhān	id=g:355057
Jiftūn aş Şaghīr	id=g:355058
Jazīrat Jiftūn al Kabīr	id=g:355059
Jazā’ir Jiftūn	id=g:355060
Bi’r al Jifjāfah	id=g:355061
Jifatin Channel	id=g:355062
Wādī Jiddī	id=g:355063
Bi’r al Jidy	id=g:355064
Bi’r al Jidy	id=g:355065
‘Alam al Jidy	id=g:355066
Shīmat Jidinjū	id=g:355067
Jabal al Jiddī	id=g:355068
Wādī Jiddah	id=g:355069
Wādī al Jiḑāmī	id=g:355070
Jabal al Jiḑāmī	id=g:355071
Bi’r al Jiḑāmī	id=g:355072
Sāniyat Jibrīl Salāmah	id=g:355073
Bi’r Jibrīl Khamīs	id=g:355074
Jibrīl Khamīs	id=g:355075
Sāniyat Jibillah	id=g:355076
Bi’r Jibillah	id=g:355077
Ābār al Jibārāt	id=g:355078
Masrab al Jibālīyah	id=g:355079
Karm al Jibālī	id=g:355080
Jemsa Anchorage	id=g:355081
‘Izbat al Jazīrī	id=g:355082
Jazīrat Umm ‘Imārah	id=g:355083
Jazīrat Ţahţā	id=g:355084
Ḩawḑ Jazīrat Shaţţūrah	id=g:355085
Jazīrat Shārūnah	id=g:355086
Jazīrat Shandawīl	id=g:355087
Jazīrat Niklā	id=g:355088
Ḩawḑ Jazīrat Muţayrah	id=g:355089
Jazīrat Muţayrah	id=g:355090
Jazīrat Muḩammad	id=g:355091
Ḩawḑ Jazīrat Mishţā	id=g:355092
Ḩawḑ Jazīrat Manfalūţ	id=g:355093
Jazīrat Maḩrūs	id=g:355094
Jazīrat Billī	id=g:355095
Jazīrat Bibā	id=g:355096
Jazīrat Baḩr al Ghizlān	id=g:355097
Tall Jazīrat az Zawīlīn	id=g:355098
Ḩawshat Jazīrat Awlād Khalaf	id=g:355099
Jazīrat Awlād Ḩamzah	id=g:355100
Jazīrat ash Shaykh	id=g:355101
Jazīrat an Nūr	id=g:355102
Jazīrat an Najdī	id=g:355103
Ḩawḑ Jazīrat al Muntaşir	id=g:355104
Jazīrat al Muntaşir	id=g:355105
Jazīrat al Masā‘idah	id=g:355106
Ḩawḑ Jazīrat al Khalafīyah	id=g:355107
Maşrif Jazīrat al Jāmi‘	id=g:355108
Jazīrat al ‘Irāqī	id=g:355109
Jazīrat al Ḩajar	id=g:355110
Jazīrat al Fuqqā‘ī	id=g:355111
Tall Jazīrat al Faras	id=g:355112
Jazīrat al Faras	id=g:355113
Gharrāqat Jazīrat al Banāt	id=g:355114
Jazīrat al ‘Awwāmīyah	id=g:355115
Jazīrat al Aḩrār	id=g:355116
Jazīrat adh Dhahab	id=g:355117
Kawm Jazīrat ad Dākhilah	id=g:355118
‘Izbat Abū Shimays	id=g:355119
Jazīrat Abū Şāliḩ	id=g:355120
Ra’s al Jazīrah	id=g:355121
Khawr al Jazīrah	id=g:355122
Jabal Jazīrah	id=g:355123
‘Izbat al Jazīrah	id=g:355124
‘Izbat al Jazīrah	id=g:355125
Jabal Jazar	id=g:355126
Jazā’ir ‘Īsá	id=g:355127
Wādī al Jazā’ir	id=g:355128
Ţābiyat al Jazā’ir	id=g:355129
Jazīrat al Jazā’ir	id=g:355130
Wādī al Jāīfah	id=g:355131
Jawzat al Kharāfīsh	id=g:355132
Jawzat al Badawī	id=g:355133
Jabal al Jawzah al Ḩamrā’	id=g:355134
Baḩr Jawwā’	id=g:355135
Bi’r al Jawrabī	id=g:355136
‘Ayn Jawhar	id=g:355137
Jazā’ir al Jawāsiq	id=g:355138
Jawādah	id=g:355139
‘Izbat al Jawābīş	id=g:355140
Ḩaţīyat al Jā‘ūd	id=g:355141
Wādī Jāsūs	id=g:355142
Jabal Jāsūs	id=g:355143
Tallat al Jarw	id=g:355144
Naqb al Jarw	id=g:355145
Jarrīs	id=g:355146
Wādī Jarrārīyah	id=g:355147
Bi’r al Jarrārī	id=g:355148
Dayr al Jarrārah	id=g:355149
Wādī al Jarrah	id=g:355150
Sha‘b Jarrah	id=g:355151
Ra’s Jārrah	id=g:355152
‘Izbat Jarrāḩ	id=g:355153
Jarrah	id=g:355154
‘Ayn Jarmashīn	id=g:355155
Khashm al Jarjūbah	id=g:355156
Marsá Jarjūb	id=g:355157
Kudwat al Jāriyah	id=g:355158
Jarīshān	id=g:355159
Bi’r Jarīd	id=g:355160
Qārat al Jārī	id=g:355161
‘Ayn al Jārī	id=g:355162
Jarfis	id=g:355163
Wādī Jarf aḑ Ḑuyūf	id=g:355164
Wāḩat Jarbah	id=g:355165
Sāniyat al Jarbah	id=g:355166
Jabal al Jirbah	id=g:355167
‘Ayn al Jarbah	id=g:355168
Wādī al Jarāwilah	id=g:355169
Ma‘āţin al Jarāwilah	id=g:355170
Wādī Jarawī	id=g:355171
Bi’r al Jarārāt	id=g:355172
Wādī Jarārah	id=g:355173
Jarājūs	id=g:355174
Jaradū	id=g:355175
Tur‘at al Jarādāt	id=g:355176
Ruwaysāt al Jarād	id=g:355177
Kawm al Jarād	id=g:355178
Farsh al Jarād	id=g:355179
Jazīrat al Jarābi‘	id=g:355180
Janzūr	id=g:355181
Muḩāfaz̧at Janūb Sīnā'	id=g:355182
‘Izbat Jān ‘Īd	id=g:355183
Wādī al Jindāy	id=g:355184
‘Ayn al Janbī	id=g:355185
Ra’s Janb at Timsāḩ	id=g:355186
Baḩr Janb at Timsāḩ	id=g:355187
Janāj wa Kafr ad Dawwār	id=g:355188
Janāj	id=g:355189
Kawm al Janā’in	id=g:355190
Jazīrat al Janá	id=g:355191
Jabal Jāmūsah	id=g:355192
Kawm al Jāmūs	id=g:355193
Wādī Jamūl	id=g:355194
Sha‘b Jamsah	id=g:355195
Ra’s Jamsah	id=g:355196
Ghubbat al Jamsah	id=g:355197
Jamsah	id=g:355198
Jamsah	id=g:355199
Jazīrat al Jamrīyah	id=g:355200
Ra’s al Jammālah	id=g:355201
Qūr al Jammāl	id=g:355202
Jamjarah al Jadīdah	id=g:355203
Jamjarah	id=g:355204
Maghārat al Jāmi‘	id=g:355205
Khawr al Jāmi‘	id=g:355206
‘Izbat al Jāmi‘	id=g:355207
Ḩalq al Jamāzirah	id=g:355208
Tall al Jamāmīz	id=g:355209
Wādī Jamālīyah	id=g:355210
Raswat al Jamālīyah	id=g:355211
Lujjat al Jamālīyah	id=g:355212
Ţal‘at al Jamal	id=g:355213
Jazīrat al Jamal	id=g:355214
Dayr al Jamal	id=g:355215
Dayr al Jamal	id=g:355216
Dayr al Jamal	id=g:355217
Būz al Jamal	id=g:355218
‘Ayn Jamāl	id=g:355219
‘Ilwat al Jamā’imah	id=g:355220
Bi’r al Jamā’imah	id=g:355221
Jalmūh	id=g:355222
Bi’r al Jallāz	id=g:355223
‘Izbat al Jallād	id=g:355224
Jāliyah	id=g:355225
‘Izbat Jalīlah	id=g:355226
Bi’r al Jālī	id=g:355227
Jalf	id=g:355228
Wādī al Jalāwīyah	id=g:355229
Naqb al Jalāwīyah	id=g:355230
‘Izbat Jalāmīs	id=g:355231
Jabal al Jalālah al Qiblīyah	id=g:355232
Jabal al Jalālah al Baḩrīyah	id=g:355233
Jalāl	id=g:355234
‘Izbat al Jājah	id=g:355235
‘Ayn al Jājah	id=g:355236
Wādī al Jā’id	id=g:355237
Ḩajar al Jaḩw	id=g:355238
Bi’r Jahlīyah	id=g:355239
Jaḩdam	id=g:355240
Qārat Jahannam	id=g:355241
Qārat Jahannam	id=g:355242
Dūr Jahannam	id=g:355243
Khawr Jāfūr	id=g:355244
Kathīb al Jufayr	id=g:355245
Qūr al Jaffārah	id=g:355246
Tur‘at al Ja‘farīyah	id=g:355247
‘Ayn Ja‘far	id=g:355248
‘Ayn al Jadīdah	id=g:355249
‘Ayn Jadīdah	id=g:355250
Al Mīnā’ al Jadīdah	id=g:355251
Al Ḩawshah al Jadīdah	id=g:355252
Bi’r al Jadīd	id=g:355253
Bi’r al Jadīd	id=g:355254
Al Bāb al Jadīd	id=g:355255
Gidi Pass	id=g:355256
‘Ayn Jaddāḩ al Māliḩah	id=g:355257
‘Ayn Jaddāḩ al Ḩulwah	id=g:355258
Minqār Jāddah	id=g:355259
Khawr al Jadārī	id=g:355260
Kawm al Jadārah	id=g:355261
‘Izbat Jād al Ḩaqq	id=g:355262
Wādī Jada‘ah	id=g:355263
Jabal Jada‘ah	id=g:355264
‘Izbat Jād	id=g:355265
Sāniyat Jabrīyah	id=g:355266
Jabal al Jabrāwīyah	id=g:355267
Wādī al Jabrāwī	id=g:355268
Wādī Jabjabah	id=g:355269
Naqb al Jabīrāt	id=g:355270
Sāniyat Jābir	id=g:355271
‘Ayn Jābir	id=g:355272
‘Izbat al Jabbārī	id=g:355273
Tall Jabbārah	id=g:355274
Ḩawḑ al Jabbānah	id=g:355275
Jabāris al Qiblīyah	id=g:355276
Jabāris al Baḩrīyah	id=g:355277
Maḩaţţat ‘Uwaybid	id=g:355278
Jabal Rusas Mine	id=g:355279
Khawr Jabal Jām	id=g:355280
Bi’r al Jabalī	id=g:355281
Khawr Jabal Ḩamām	id=g:355282
Ḩawḑ al Jabalāw	id=g:355283
Jabal aţ Ţayr al Qiblī	id=g:355284
Wādī Jabal aţ Ţayr	id=g:355285
Jabal aţ Ţayr	id=g:355286
Maḩaţţat Jabal as Silsilah	id=g:355287
Jabal ash Shams	id=g:355288
Jabal an Nūr	id=g:355289
Jazā’ir Jabal al Kūr	id=g:355290
Khawr Jabal al Ḩayātī	id=g:355291
Jabalah	id=g:355292
Baḩr al Jabal	id=g:355293
‘Ayn al Jabal	id=g:355294
Kawm al Jabakhānah	id=g:355295
Tallāt al Jabābīn	id=g:355296
Buḩayrat al Ja‘‘ār	id=g:355297
Qūr al ‘Izzah	id=g:355298
Qārat ‘Izzah	id=g:355299
‘Ayn al ‘Izzah	id=g:355300
Sāniyat Iznīn	id=g:355301
‘Izbat Zaydān	id=g:355302
‘Izbat ‘Uthmān	id=g:355303
‘Izbat ‘Urbān Awlād ‘Alī	id=g:355304
‘Izbat Umm al Laban	id=g:355305
‘Izbat ‘Umar Abū Ḩafīz̧ah	id=g:355306
‘Izbat Ţulayţilah	id=g:355307
‘Izbat Ţūkh	id=g:355308
‘Izbat Timit	id=g:355309
‘Izbat Ţanāţī	id=g:355310
‘Izbat Tall Abū Nārūz	id=g:355311
‘Izbat Ţāhir Bey al Mişrī	id=g:355312
‘Izbat Şīrah	id=g:355313
‘Izbat Sīdī ‘Alī Murghib	id=g:355314
Shāţir Zādah	id=g:355315
‘Izbat Şawwān Abū Haybah	id=g:355316
‘Izbat Şaqr	id=g:355317
‘Izbat Şabrī	id=g:355318
‘Izbat Rāghib	id=g:355319
‘Izbat Nūbār Bāshā	id=g:355320
‘Izbat Naj‘ Awlād ‘Īsá	id=g:355321
‘Izbat Nafīshah al Baḩrīyah	id=g:355322
‘Izbat Mushandid al Kabīrah	id=g:355323
‘Izbat Muḩsin Bāshā	id=g:355324
‘Izbat Mirjān	id=g:355325
‘Izbat Mallūl	id=g:355326
‘Izbat Mahrān Mu‘āwin	id=g:355327
‘Izbat Maḩaţţat al Khaţāţibah	id=g:355328
‘Izbat Maḩaţţat Abū Şuwayr	id=g:355329
‘Izbat Maḩaţţat Abū Ḩummuş	id=g:355330
‘Izbat Kudwat al Banāt	id=g:355331
Khūrshīd	id=g:355332
‘Izbat Kawm Şuhayb	id=g:355333
‘Izbat Kawm Māzin	id=g:355334
‘Izbat Kawm Ḩasan	id=g:355335
‘Izbat Kawm an Nuşf	id=g:355336
‘Izbat Kawm al Qanāţir	id=g:355337
‘Izbat Kawm al Kalakh	id=g:355338
‘Izbat Kawm al Jīzah	id=g:355339
‘Izbat Kawm al Baqar	id=g:355340
‘Izbat Kawm Abū Ismā‘īl	id=g:355341
‘Izbat Nāstūryā	id=g:355342
‘Izbat Jamaşah ash Sharqīyah	id=g:355343
‘Izbat Jamaşah al Gharbīyah	id=g:355344
‘Izbat Jāb Allāh Zayd	id=g:355345
‘Izbat Ibrāhīm Muḩammad Basyūnī	id=g:355346
‘Izbat Ḩusayn Bey Muşţafá Khalīl	id=g:355347
‘Izbat Ḩajjāj	id=g:355348
‘Izbat Fuţayyimah	id=g:355349
‘Izbat Farḩān ‘Īd	id=g:355350
‘Izbat Far‘awn	id=g:355351
‘Izbat ‘Azzāz	id=g:355352
‘Izbat az Zaytūn	id=g:355353
‘Izbat Ayyūb Sharārah	id=g:355354
‘Izbat aţ Ţawābirah	id=g:355355
‘Izbat as Sab‘at Kīmān	id=g:355356
‘Izbat ash Shaykh Sulaymān	id=g:355357
‘Izbat ash Shaykh Mubārak	id=g:355358
‘Izbat ash Shaykh Mawhūb	id=g:355359
‘Izbat ash Shaykh ‘Alī al Yamanī	id=g:355360
‘Izbat ash Shajarah	id=g:355361
‘Izbat ar Rawḑah	id=g:355362
Maḩaţţat ‘Izbat an Nakhl	id=g:355363
‘Izbat al Wābūrāt	id=g:355364
‘Izbat al Qaşr al Abyaḑ	id=g:355365
‘Izbat al Qaşr	id=g:355366
‘Izbat al Qarāminah	id=g:355367
‘Izbat al Muntazah	id=g:355368
‘Izbat al Mitrās	id=g:355369
‘Izbat al Manshīyah	id=g:355370
‘Izbat al Manshīyah	id=g:355371
‘Izbat al Malaqah	id=g:355372
‘Izbat al Makhāḑah	id=g:355373
‘Izbat al Kharbānah	id=g:355374
Al Khaḑrah	id=g:355375
‘Izbat al Jurn	id=g:355376
‘Izbat al Jurf	id=g:355377
‘Izbat al Jazīrah	id=g:355378
‘Izbat al Jannah	id=g:355379
‘Izbat al Jaḩshah	id=g:355380
‘Izbat al Idārah	id=g:355381
‘Izbat al Ḩuţaym	id=g:355382
‘Izbat al Ḩirfah	id=g:355383
‘Izbat al Ḩimāyah	id=g:355384
‘Izbat al Hayākilah	id=g:355385
‘Izbat al Ḩamrā’	id=g:355386
Al Ḩijāzīyah	id=g:355387
‘Izbat al Ḩājjah Ḑūwah	id=g:355388
Raswat ‘Izbat al Ḩājjah	id=g:355389
‘Izbat al Faqīrah	id=g:355390
Ţābiyat ‘Izbat al Burj	id=g:355391
‘Izbat al Burj	id=g:355392
‘Izbat al Baghādah	id=g:355393
‘Izbat al ‘Abīd	id=g:355394
‘Izbat Aḩmad Ţu‘aymah	id=g:355395
‘Izbat adh Dhi’ābah	id=g:355396
‘Izbat ad Dawwār	id=g:355397
‘Izbat Abū Ţāḩūn	id=g:355398
Ezbet Abu Sagal	id=g:355399
‘Izbat Abū Ma‘tūq	id=g:355400
‘Izbat Abū Janāḩ	id=g:355401
‘Izbat Abū Ḩusayn	id=g:355402
‘Izbat ‘Abdū Bāshā	id=g:355403
‘Izbat ‘Abd al Ḩamīd Shīḩah	id=g:355404
Tallat al ‘Iz̧āmī	id=g:355405
Ḩaţīyat al ‘Iz̧āmī	id=g:355406
Wādī al ‘Iz̧ām	id=g:355407
‘Alāmat al ‘Iz̧ām	id=g:355408
‘Izab Nūbār	id=g:355409
‘Izab Difshū	id=g:355410
‘Izab ash Shuţūţ	id=g:355411
‘Izab ‘Arab al Juhmah	id=g:355412
‘Izab al Başāriţah	id=g:355413
Bîr el Iyât	id=g:355414
‘Alam el ‘Iweisha	id=g:355415
Markaz Ityāy al Bārūd	id=g:355416
Ītāy al Bārūd	id=g:355417
Iţwāb	id=g:355418
Markaz Iţsā	id=g:355419
Iţsā	id=g:355420
Iţsā	id=g:355421
Jabal ‘Itrīsīyah	id=g:355422
Itqā	id=g:355423
Iţnīh	id=g:355424
Itmīdah	id=g:355425
Itlīdim	id=g:355426
Maḩaţţah Ithnayn	id=g:355427
Bi’r Ithmīd	id=g:355428
Jabal Ithmāmīyah	id=g:355429
Qaret Ithbûb	id=g:355430
Bi’r Ithbūb	id=g:355431
Qabr ‘Iteiwa	id=g:355432
Naqb Iteiwa	id=g:355433
Bir el Italiani	id=g:355434
Sânyet el Iswîd	id=g:355435
Balatet el Iswid	id=g:355436
Işţubārī	id=g:355437
Isţanhā	id=g:355438
‘Izbat Badwānī	id=g:355439
Bi’r Isţabl	id=g:355440
Râs Issaran	id=g:355441
Isnīt	id=g:355442
Ḩawḑ Isnā al Qiblī	id=g:355443
Ḩawḑ Isnā al Baḩrī	id=g:355444
Wādī Isnā	id=g:355445
Qanāţir Isnā	id=g:355446
Markaz Isnā	id=g:355447
Maḩaţţat Isnā	id=g:355448
Isnā	id=g:355449
Ismū al ‘Arūs	id=g:355450
‘Ayn Ismant	id=g:355451
Ismant	id=g:355452
Ismant	id=g:355453
Bi’r Ismā‘īl ‘Uthmān	id=g:355454
‘Izbat Ismā‘īl Şidqī Bāshā	id=g:355455
‘Ezbet Ismâ‘îl Pasha Ṣabri	id=g:355456
Sânyet Ismâil Muh	id=g:355457
‘Ayn Ismā‘īl Ma‘ādh	id=g:355458
Tur‘at al Ismā‘īlīyah	id=g:355459
‘Izbat Ismā‘īl Hulayyil	id=g:355460
‘Izbat Ismā‘īl Bey Burhām	id=g:355461
Qārat Ismā‘īl Bey	id=g:355462
‘Izbat Ismā‘īl Bāshā Şidqī	id=g:355463
Wādī Ismā‘īl	id=g:355464
Karm Ismā‘īl	id=g:355465
‘Alam Isma‘il	id=g:355466
Bi’r Aslī	id=g:355467
Wādī al Islah	id=g:355468
Ḩawḑ al Işlāḩ	id=g:355469
‘Izbat Iskandar Laskaras	id=g:355470
Mīnā’ al Iskandarīyah	id=g:355471
‘Izbat Iskandar ‘Azīz Najlah	id=g:355472
Qārat Iskandar	id=g:355473
Abâr Ishtiwi el Hafyân	id=g:355474
Bîr Ishtiwi el Abyad	id=g:355475
Bîr el Ishtiwi	id=g:355476
Abar el ‘Ishtiwi	id=g:355477
Abar Ishtiwân	id=g:355478
Gebel Ishta	id=g:355479
Kawm al ‘Ishrīn	id=g:355480
Ishnīţ al Qarādinah	id=g:355481
Ishnīţ al Ḩarābiwah	id=g:355482
Ishnīn an Naşārá	id=g:355483
Maḩaţţat Ishnīn	id=g:355484
Ishnāwāy	id=g:355485
Jazīrat Ishmant	id=g:355486
Ishmant	id=g:355487
Ishlīmah	id=g:355488
Deir Ishgâyleif	id=g:355489
Abâr el Isheibar	id=g:355490
Isḩāqah	id=g:355491
Dayr Isḩāq	id=g:355492
Ishaila Rocks	id=g:355493
Rôd ‘Ishâb	id=g:355494
Wadi el Iseiwid	id=g:355495
Jabal al ‘Usaylah	id=g:355496
Bi’r ‘Īsá Mubārak	id=g:355497
Wādī al ‘Absīyah	id=g:355498
Tall al ‘Īsá	id=g:355499
Mā’ al ‘Absīyah	id=g:355500
Jabal al ‘Absīyah	id=g:355501
Wâdî el ‘Iryân	id=g:355502
Bîr Irtiwât	id=g:355503
Bîr Irtiwât	id=g:355504
Dayr Irtimā’	id=g:355505
‘Irq Maḥmûd	id=g:355506
Wādī ‘Araq al Nāqah	id=g:355507
‘Irq el-Dabâdis	id=g:355508
Wādī Irkās	id=g:355509
Abâr Irilwât	id=g:355510
Raqabat ‘Irāq	id=g:355511
Wādī al ‘Irāḑ	id=g:355512
Jazīrat Iqşāş	id=g:355513
Iqşāş	id=g:355514
Jabal Iqnah Shar‘ah	id=g:355515
Bi’r Iqnah	id=g:355516
Ḩawḑ Iqlīt	id=g:355517
Iqlīt	id=g:355518
Iqfahş	id=g:355519
Ḩawḑ al ‘Iqāl al Gharbī	id=g:355520
Niwaydîret el ‘Iqâb	id=g:355521
Deir el ‘Iqab	id=g:355522
Iḑrār Inşibār	id=g:355523
Inshāş ar Raml	id=g:355524
Inshāş	id=g:355525
Inshāş	id=g:355526
Kawm Injāshah	id=g:355527
Lôh el Ingl	id=g:355528
Lôḥ el Ingl	id=g:355529
Bi’r al Fakhkh	id=g:355530
Infasţ Banī Ḩibbīn	id=g:355531
Ineiba	id=g:355532
Ḩawshat ‘Inān	id=g:355533
‘Ilwat al ‘Inabah	id=g:355534
Bi’r al ‘Inabah	id=g:355535
Imyāy	id=g:355536
Wādī Imū	id=g:355537
Imrī	id=g:355538
Bi’r al ‘Immah	id=g:355539
Imlīţ	id=g:355540
Jabal Imlayḩ	id=g:355541
Wādī Imlāḩah	id=g:355542
Jabal Imlāḩah	id=g:355543
Bi’r Imbīwah Ḩumaydah	id=g:355544
‘Alam Imbâyîh	id=g:355545
Qâret Imbarka	id=g:355546
Markaz Imbābah	id=g:355547
Imbābah	id=g:355548
Imbābah	id=g:355549
Qabr el ‘Imarlya	id=g:355550
Qabr el ‘Imarlya	id=g:355551
Jazīrat al ‘Imārīyah	id=g:355552
‘Izbat ‘Imārah ‘Alī	id=g:355553
Khashm al ‘Imārah	id=g:355554
Bîr el Imaiya	id=g:355555
Jazīrat ‘Imād	id=g:355556
Bîr ‘Ilyân	id=g:355557
Tall ‘Ilwāyat al Fawwārah	id=g:355558
‘Ilwat al Juraysāt	id=g:355559
Jazā’ir ‘Ilwat al Bashtīr	id=g:355560
‘Ayn ‘Ilwān	id=g:355561
‘Ayn ‘Ilwān	id=g:355562
‘Ilwān	id=g:355563
‘Ayn al ‘Ilw	id=g:355564
Bîr el ‘Illiqtya	id=g:355565
‘Izbat Īlī Shammā‘	id=g:355566
‘Izbat Īlī Shammā‘	id=g:355567
‘Izbat Īlī Shammā‘	id=g:355568
Wādī al Ḩāmī	id=g:355569
Jabal ‘Ilbah	id=g:355570
Al ‘Ulayyiqāt	id=g:355571
Ikyād al Qiblīyah	id=g:355572
Ikyād al Baḩrīyah	id=g:355573
Ikyād	id=g:355574
Ikwah al Ḩişşah	id=g:355575
Ikwah	id=g:355576
Jabal Kutayfā	id=g:355577
Wādī Katīfā	id=g:355578
Ikrāsh	id=g:355579
Īkinj Maryūţ	id=g:355580
Deir el-Ikhwân	id=g:355581
Ikhṭâb	id=g:355582
Ikhnāwāy az Zallāqah	id=g:355583
Jabal Ijlī al Aswad	id=g:355584
Jabal Ijlī al Aḩmar	id=g:355585
Wādī Ijlī	id=g:355586
Marsá Ijlī	id=g:355587
