Ras Ain Rhamna	id=g:6546513
Gornja Slatina	id=g:3190627
Slatina	id=g:3190628
Slatina	id=g:3190629
Slatina	id=g:3190630
Slapci	id=g:3190638
Škurda	id=g:3190658
Skrbuša	id=g:3190686
Skorin Vrh	id=g:3190700
Skorča Gora	id=g:3190701
Skorač	id=g:3190703
Skić	id=g:3190731
Ckara	id=g:3190744
Skakavac	id=g:3190759
Sjevernica	id=g:3190767
Sjenožeta	id=g:3190769
Sjerogošte	id=g:3190771
Sjenice	id=g:3190774
Sjekirica	id=g:3190781
Sitnica	id=g:3190794
Šišman	id=g:3190801
Šiško Jezero	id=g:3190804
Širokar	id=g:3190824
Šipovica	id=g:3190840
Sipanje	id=g:3190847
Šipačno	id=g:3190850
Sinjajevina	id=g:3190862
Šimri	id=g:3190866
Šinđon	id=g:3190867
Veliki Siljevac	id=g:3190890
Siljevica	id=g:3190892
Šestarevac	id=g:3190979
Donji Murići	id=g:3190981
Seoštica	id=g:3190995
Seoca	id=g:3191011
Seoca	id=g:3191012
Seoca	id=g:3191013
Gornja Seoca	id=g:3191014
Uvala Seljanovo	id=g:3191101
Rt Seljanovo	id=g:3191102
Selišta	id=g:3191111
Selište	id=g:3191112
Selišta	id=g:3191114
Selac	id=g:3191147
Sekulići	id=g:3191153
Sedlo	id=g:3191180
Lake Scutari	id=g:3191197
Šćapica	id=g:3191213
Opština Šavnik	id=g:3191221
Šavnik	id=g:3191222
Savino Brdo	id=g:3191228
Sasovići	id=g:3191252
Šasko Jezero	id=g:3191254
Šas	id=g:3191264
Šarići	id=g:3191269
Šaranci	id=g:3191275
Šanac	id=g:3191308
Salč	id=g:3191338
Ržišta	id=g:3191377
Ržani Do	id=g:3191381
Rvaši	id=g:3191382
Rumija	id=g:3191424
Rudo Brdo	id=g:3191448
Rudnica	id=g:3191453
Donja Rudnica	id=g:3191454
Rudinice	id=g:3191456
Rudine	id=g:3191459
Rudine	id=g:3191461
Vlahovo Brdo	id=g:3191462
Ruda Brda	id=g:3191478
Rubeži	id=g:3191489
Rozin Vrh	id=g:3191496
Rovca	id=g:3191523
Rovca	id=g:3191524
Rovačko Trebaljevo	id=g:3191526
Luka Rose	id=g:3191537
Rose	id=g:3191538
Rošca	id=g:3191539
Rogođed	id=g:3191571
Gornji Rogami	id=g:3191581
Risanski Zaliv	id=g:3191630
Risan	id=g:3191631
Rijeka Crnojevića	id=g:3191646
Rijecani Železnicka Stanica	id=g:3191654
Riječani	id=g:3191655
Riječani	id=g:3191656
Riblje Jezero	id=g:3191691
Resnik	id=g:3191714
Resna	id=g:3191715
Releza	id=g:3191745
Redice	id=g:3191751
Reč	id=g:3191761
Razvršje	id=g:3191771
Ravno	id=g:3191807
Donji Ravni	id=g:3191832
Ratiševina	id=g:3191885
Rt Ratac	id=g:3191891
Rašulja	id=g:3191899
Rastovac	id=g:3191909
Rastiš	id=g:3191914
Rasovo	id=g:3191923
Rusova Vlaka	id=g:3191924
Rasovatac	id=g:3191926
Rasova	id=g:3191929
Raško	id=g:3191940
Rakonje	id=g:3192003
Donja Rakita	id=g:3192017
Radulići	id=g:3192053
Radovići	id=g:3192068
Radoštak	id=g:3192083
Radomir	id=g:3192102
Radojeva Glava	id=g:3192105
Radmanci	id=g:3192116
Radišević	id=g:3192124
Radeća	id=g:3192145
Raći	id=g:3192163
Rabitlje	id=g:3192170
Pusti Lisac	id=g:3192190
Pušanjski Do	id=g:3192202
Uvala Pržna	id=g:3192248
Provalija	id=g:3192287
Proseni Do	id=g:3192299
Progonovići	id=g:3192317
Prnjavor	id=g:3192330
Previjansko Brdo	id=g:3192352
Pristan	id=g:3192360
Prisojni Orah	id=g:3192361
Prisoja	id=g:3192366
Pripčići	id=g:3192378
Prijevor	id=g:3192400
Prijevor	id=g:3192401
Prijevorac	id=g:3192402
Prijeradi	id=g:3192403
Prifta	id=g:3192430
Pridvorica	id=g:3192433
Pridvorica	id=g:3192435
Prevlaka	id=g:3192479
Previš	id=g:3192481
Preslijež	id=g:3192493
Prentin Do	id=g:3192516
Premćani	id=g:3192522
Brekovac	id=g:3192536
Prekornica	id=g:3192537
Prekornica	id=g:3192538
Predi	id=g:3192556
Prčja Glava	id=g:3192574
Prčanj	id=g:3192576
Praga	id=g:3192604
Pračica	id=g:3192606
Praćevac	id=g:3192607
Požnja	id=g:3192610
Požeginja	id=g:3192616
Donja Povija	id=g:3192628
Podtrlica	id=g:3192633
Potpeće	id=g:3192638
Potočka Gora	id=g:3192649
Potkrajci	id=g:3192665
Maja Potkajs	id=g:3192668
Pošćenje	id=g:3192680
Maja e Vajushës	id=g:3192705
Popov Do	id=g:3192720
Ponor	id=g:3192732
Ponikvica	id=g:3192739
Ponari	id=g:3192754
Poljice	id=g:3192779
Poljice	id=g:3192787
Polje Crkvičko	id=g:3192791
Polje	id=g:3192800
Podvrš	id=g:3192883
Podvraće	id=g:3192885
Podostrog	id=g:3192950
Podi	id=g:3193005
Pothum	id=g:3193009
Podgorica	id=g:3193044
Podgora	id=g:3193053
Podgora	id=g:3193061
Podgor	id=g:3193062
Podglavica	id=g:3193064
Podbožur	id=g:3193084
Poda	id=g:3193096
Poda	id=g:3193097
Počekovići	id=g:3193104
Pobretiće	id=g:3193113
Pobrđe	id=g:3193117
Pobori	id=g:3193120
Poblaće	id=g:3193122
Opština Plužine	id=g:3193129
Plužine	id=g:3193131
Ploča	id=g:3193155
Opština Pljevlja	id=g:3193160
Pljevlja	id=g:3193161
Pliješevina	id=g:3193181
Pliješa	id=g:3193182
Plavsko Jezero	id=g:3193214
Opština Plav	id=g:3193227
Plav	id=g:3193228
Plašnica	id=g:3193229
Rt Platamuni	id=g:3193231
Planinik	id=g:3193246
Planinica	id=g:3193247
Planinica	id=g:3193252
Plana	id=g:3193278
Pješivci	id=g:3193287
Bajice	id=g:3193291
Pivski Manastir	id=g:3193292
Župa Pivska	id=g:3193293
Planina Pivska	id=g:3193294
Izvor Pive	id=g:3193300
Pistula	id=g:3193306
Velji Pištet	id=g:3193307
Piševo	id=g:3193319
Pišče	id=g:3193324
Pirni Do	id=g:3193332
Piperi	id=g:3193344
Pilatovci	id=g:3193362
Pikalja	id=g:3193364
Rt Pijavica	id=g:3193370
Kurozeb	id=g:3193382
Petrovići	id=g:3193393
Petrovići	id=g:3193395
Petrov Do	id=g:3193399
Petrova Ravan	id=g:3193404
Petrova Ponta	id=g:3193407
Petrovac Uvala	id=g:3193411
Petrovac na Moru	id=g:3193413
Petnjik	id=g:3193432
Petine	id=g:3193445
Pešter	id=g:3193456
Pešića Jezero	id=g:3193464
Pešca	id=g:3193471
Perast	id=g:3193504
Pelinkovići	id=g:3193512
Pelev Brijeg	id=g:3193513
Pejovići	id=g:3193523
Pečurice	id=g:3193531
Uvala Pečin	id=g:3193541
Pećarska	id=g:3193552
Reovačka Greda	id=g:3193559
Pažići	id=g:3193562
Pavino Polje	id=g:3193578
Pauče	id=g:3193591
Patkovica	id=g:3193592
Paštrovići	id=g:3193595
Parci	id=g:3193631
Pape	id=g:3193646
Papani	id=g:3193648
Palež	id=g:3193683
Paklište	id=g:3193713
Padež	id=g:3193730
Ozrinići	id=g:3193737
Ožezi	id=g:3193744
Ožegovice	id=g:3193746
Otočići	id=g:3193756
Ovča Glava	id=g:3193765
Otok	id=g:3193777
Otilovići	id=g:3193795
Ostrvica	id=g:3193812
Ostrovica	id=g:3193826
Donji Manastir Ostrog	id=g:3193830
Rt Oštri Kamen	id=g:3193842
Ostrelj	id=g:3193851
Oštrajca	id=g:3193858
Ostožer	id=g:3193869
Osreci	id=g:3193878
Osojni Orah	id=g:3193888
Osmanbegovo Selo	id=g:3193899
Orvan	id=g:3193951
Velika Orujica	id=g:3193952
Orlja	id=g:3193992
Orlina	id=g:3193993
Orlina	id=g:3193994
Orjen	id=g:3194007
Orja Luka	id=g:3194008
Oraovica	id=g:3194045
Hum Orahovski	id=g:3194047
Orahovštica	id=g:3194048
Orahovo	id=g:3194053
Donji Orahovac	id=g:3194069
Rt Opatovo	id=g:3194090
Opasanica	id=g:3194100
Veliki Omutić	id=g:3194108
Omer-Božovići	id=g:3194117
Oluja	id=g:3194128
Okladi	id=g:3194174
Ograđenica	id=g:3194185
Ogorela Glava	id=g:3194189
Odžak	id=g:3194205
Očinići	id=g:3194220
Obzir	id=g:3194229
Obrov	id=g:3194247
Obostnik	id=g:3194264
Oblo Brdo	id=g:3194279
Obli Vrh	id=g:3194292
Oblatno	id=g:3194294
Katunište	id=g:3194297
Obarde	id=g:3194304
Nudo	id=g:3194314
Novšići	id=g:3194320
Novoselje	id=g:3194341
Novak	id=g:3194424
Novakovići	id=g:3194429
North Albanian Alps	id=g:3194466
Njeguši	id=g:3194477
Njeguši	id=g:3194478
Njegovuđa	id=g:3194479
Njegoš	id=g:3194481
Ninkovići	id=g:3194491
Opština Nikšić	id=g:3194493
Nikšić	id=g:3194494
Nikovići	id=g:3194495
Nik Maraš	id=g:3194497
Uvala Nerin	id=g:3194522
Negobratina	id=g:3194553
Nedakusi	id=g:3194562
Nedajno	id=g:3194563
Nange	id=g:3194591
Mužečka	id=g:3194612
Mutna Lokva	id=g:3194619
Mušovića Rijeka	id=g:3194627
Mušnica	id=g:3194629
Muslići	id=g:3194630
Murino	id=g:3194649
Muo	id=g:3194654
Mujića Rečine	id=g:3194680
Mrtvica	id=g:3194704
Mrkojević	id=g:3194725
Donje Mrke	id=g:3194727
Mrčevo	id=g:3194748
Mrčevac	id=g:3194750
Mrčajevac	id=g:3194754
Mratinje	id=g:3194768
Bandijerna	id=g:3194772
Možura	id=g:3194788
Motički Gaj	id=g:3194810
Mosur	id=g:3194814
Morinjski Zaliv	id=g:3194866
Donje Morakovo	id=g:3194877
Moraice	id=g:3194878
Moračnik	id=g:3194879
Moračko Trebaljevo	id=g:3194880
Manastir Morača	id=g:3194881
Morača	id=g:3194882
Republic of Montenegro	id=g:3194884
Gornje Momče	id=g:3194887
Mokro	id=g:3194907
Mokrine	id=g:3194909
Mokri Lug	id=g:3194911
Mokri Do	id=g:3194912
Mokra Planina	id=g:3194916
Mojstir	id=g:3194923
Opština Mojkovac	id=g:3194925
Mojkovac	id=g:3194926
Mojanska Reka	id=g:3194927
Mojanovići	id=g:3194928
Maja e Mojanit	id=g:3194929
Rt Mogren	id=g:3194931
Veliki Modri Rt	id=g:3194937
Mljetičak	id=g:3194964
Mlječna Brda	id=g:3194973
Mišići	id=g:3195024
Mirojevići	id=g:3195035
Rt Mirišta	id=g:3195049
Mioče	id=g:3195073
Milunići	id=g:3195075
Milovo	id=g:3195076
Milovo	id=g:3195077
Milovići	id=g:3195078
Miloševići	id=g:3195082
Miloševići	id=g:3195083
Miločer	id=g:3195092
Miločani	id=g:3195093
Miljkovac	id=g:3195098
Miljevac	id=g:3195107
Miljanići	id=g:3195114
Milijevići	id=g:3195125
Luka Milena	id=g:3195135
Milakovci	id=g:3195149
Mikulići	id=g:3195156
Mijakovići	id=g:3195170
Mijajlovica	id=g:3195171
Mide	id=g:3195195
Mezgalji	id=g:3195205
Meterizi	id=g:3195224
Desni Meteh	id=g:3195225
Metanjac	id=g:3195227
Metaljka	id=g:3195228
Rt Mendra	id=g:3195251
Mendra	id=g:3195252
Uvala Meljine	id=g:3195258
Meljine	id=g:3195260
Meljak	id=g:3195261
Mejdanica	id=g:3195273
Međurečka Reka	id=g:3195300
Međuriječje	id=g:3195301
Medun	id=g:3195304
Medenjak	id=g:3195326
Međeđi Vrh	id=g:3195329
Uvala Međeđa	id=g:3195331
Matica	id=g:3195377
Mateševo	id=g:3195378
Mataruge	id=g:3195386
Mataruge	id=g:3195387
Mataguži	id=g:3195390
Mašte	id=g:3195393
Mašnica	id=g:3195396
Mašanova Glavica	id=g:3195413
Martinoviće	id=g:3195425
Marsenića Rijeka	id=g:3195442
Markovina	id=g:3195456
Marinac	id=g:3195489
Maoče	id=g:3195525
Mandići	id=g:3195543
Otočić Mamula	id=g:3195550
Malo Škrčko Jezero	id=g:3195565
Malošin Do	id=g:3195566
Malo Jezero	id=g:3195578
Gornje Malo Blato	id=g:3195583
Uvala Maljevik	id=g:3195588
Mali Žurim	id=g:3195592
Mali Zebalac	id=g:3195594
Malinsko	id=g:3195651
Mali Most	id=g:3195662
Mali Lisac	id=g:3195678
Mali Rebrčnik	id=g:3195682
Mali Kručiš	id=g:3195685
Mali Kovioc	id=g:3195688
Gradac	id=g:3195713
Mali Garač	id=g:3195718
Mali Čelinac	id=g:3195729
Malenza	id=g:3195758
Vlasulja	id=g:3195775
Mala Rijeka	id=g:3195797
Mala Morača	id=g:3195820
Uvala Mala Luka	id=g:3195827
Mala Gorana	id=g:3195850
Uvala Mala Gora	id=g:3195851
Majstorovina	id=g:3195896
Majstori	id=g:3195897
Majčina Glavica	id=g:3195915
Mainski Vrh	id=g:3195920
Maina Gradina	id=g:3195921
Mahala	id=g:3195931
Maglić	id=g:3195941
Maglić	id=g:3195942
Maganik	id=g:3195953
Madžari	id=g:3195958
Mačka	id=g:3195981
Lužnica	id=g:3195995
Donji Lužac	id=g:3196004
Lutovo	id=g:3196008
Luštica	id=g:3196010
Lupoglav	id=g:3196025
Lukovo	id=g:3196047
Lukanje Čelo	id=g:3196083
Luge	id=g:3196104
Luge	id=g:3196105
Lučevo Brdo	id=g:3196131
Lubnice	id=g:3196140
Lozna	id=g:3196156
Štirovnik	id=g:3196186
Lovćen	id=g:3196187
Lopate	id=g:3196204
Lojanik	id=g:3196277
Ljute Srtovače	id=g:3196304
Ljutići	id=g:3196310
Ljuboviđa	id=g:3196330
Ljubišnja	id=g:3196361
Ljevišta	id=g:3196390
Lješnica	id=g:3196392
Lješnica	id=g:3196393
Lješko Polje	id=g:3196400
Leševići	id=g:3196401
Liverovići	id=g:3196415
Livari	id=g:3196417
Mugošina Livada	id=g:3196420
Lisinj	id=g:3196440
Lisina	id=g:3196443
Lisičja Glava	id=g:3196455
Ðurđeva Glava	id=g:3196457
Lisac	id=g:3196479
Lisac	id=g:3196480
Markov Kamen	id=g:3196482
Lisa	id=g:3196483
Lipovica	id=g:3196492
Lipci	id=g:3196540
Lipa	id=g:3196553
Limljani	id=g:3196559
Lijeva Rijeka	id=g:3196577
Liješta	id=g:3196580
Liješnje	id=g:3196581
Lijeska	id=g:3196582
Ličnik	id=g:3196589
Ličanski Urljaj	id=g:3196602
Liski Vrh	id=g:3196612
Lever Tara	id=g:3196619
Lešnica	id=g:3196637
Lepetani	id=g:3196659
Lepešnica	id=g:3196660
Lepenac	id=g:3196667
Leovo Brdo	id=g:3196673
Lekići	id=g:3196694
Ledenik	id=g:3196709
Ledenice	id=g:3196712
Ledenice	id=g:3196714
Lazovići	id=g:3196718
Lazi	id=g:3196721
Lazarev Krst	id=g:3196734
Laz	id=g:3196736
Lastva	id=g:3196748
Lastva	id=g:3196749
Lastva	id=g:3196750
Lagatori	id=g:3196805
Lađana	id=g:3196824
Kutska Reka	id=g:3196848
Kutlov Krš	id=g:3196851
Kuti	id=g:3196868
Kuti	id=g:3196869
Kuta	id=g:3196877
Kuside	id=g:3196885
Kurlaj	id=g:3196896
Kurilo	id=g:3196902
Kurilo	id=g:3196903
Kurikuće	id=g:3196905
Kupić	id=g:3196925
Kunje	id=g:3196939
Kunak	id=g:3196952
Kumborski Tjesnac	id=g:3196956
Kuljače	id=g:3196962
Šančevi	id=g:3196965
Kula	id=g:3196984
Kukulje	id=g:3196989
Kukino Brdo	id=g:3196999
Kujava	id=g:3197014
Kućišta	id=g:3197022
Kuči	id=g:3197030
Kučajevica	id=g:3197040
Kubasi	id=g:3197043
Donja Kržanja	id=g:3197046
Krute	id=g:3197053
Kruta	id=g:3197054
Kruse	id=g:3197067
Kruševo	id=g:3197076
Kruševo	id=g:3197078
Kruševo	id=g:3197079
Kruševice	id=g:3197083
Kruševica	id=g:3197090
Krupice	id=g:3197110
Kruče Uvala	id=g:3197124
Kruče	id=g:3197125
Uvala Krtole	id=g:3197127
Krtole	id=g:3197128
Krstovi	id=g:3197132
Krstati Do	id=g:3197134
Krstac	id=g:3197139
Krstac	id=g:3197140
Krševo	id=g:3197153
Krš	id=g:3197159
Krnovska Glava	id=g:3197166
Krnovsko Polje	id=g:3197167
Gornje Krnjice	id=g:3197171
Krnja Jela	id=g:3197176
Krivošije	id=g:3197247
Krimovice	id=g:3197283
Krćevina	id=g:3197324
Rt Krčevac	id=g:3197325
Krasići	id=g:3197351
Krajnji Do	id=g:3197374
Kraljske Bare	id=g:3197384
Kraljeva Gora	id=g:3197400
Krlje	id=g:3197403
Kralje	id=g:3197404
Krajina	id=g:3197413
Kraguj	id=g:3197424
Kozica	id=g:3197471
Kovren	id=g:3197498
Kovijoc	id=g:3197503
Kovač Planina	id=g:3197507
Kovači	id=g:3197519
Kovači	id=g:3197520
Kovačevići	id=g:3197522
Kotorski Zaliv	id=g:3197534
Boka Kotorska	id=g:3197535
Opština Kotor	id=g:3197537
Kotor	id=g:3197538
Kotlajići	id=g:3197544
Kotič	id=g:3197547
Avdova Glava	id=g:3197560
Rt Kostovica	id=g:3197567
Kostići	id=g:3197570
Koštica	id=g:3197572
Kostanica	id=g:3197574
Donja Kostanjica	id=g:3197580
Kosorići	id=g:3197602
Kosor	id=g:3197604
Kosmać	id=g:3197617
Kosmač	id=g:3197618
Kosijeri	id=g:3197626
Kosići	id=g:3197627
Košarica	id=g:3197636
Košare	id=g:3197638
Kosanica	id=g:3197640
Kos	id=g:3197647
Kornet	id=g:3197659
Korman	id=g:3197663
Korita	id=g:3197682
Gornja Korita	id=g:3197687
Korijen	id=g:3197690
Kordovina	id=g:3197705
Koravljica	id=g:3197713
Piramida	id=g:3197739
Kopitnik	id=g:3197743
Kopilje	id=g:3197747
Kofiljača	id=g:3197748
Konjsko Brdo	id=g:3197775
Konjic	id=g:3197796
Komovi	id=g:3197821
Komarno	id=g:3197846
Komarnica	id=g:3197848
Komarnica	id=g:3197850
Komani	id=g:3197857
Koložun	id=g:3197861
Kolonza	id=g:3197877
Kolijevka	id=g:3197887
Kolenovići	id=g:3197892
Opština Kolašin	id=g:3197895
Kolašin	id=g:3197896
Kokot	id=g:3197907
Veliki Kokot	id=g:3197908
Rt Kočište	id=g:3197932
Koči	id=g:3197938
Kočane	id=g:3197950
Kobilovača	id=g:3197956
Kobilji Do	id=g:3197958
Kobilja Glava	id=g:3197971
Rt Kobila	id=g:3197977
Kobila	id=g:3197979
Kneževići	id=g:3197999
Klopot	id=g:3198021
Ključ	id=g:3198052
Klik	id=g:3198074
Kličevo	id=g:3198075
Klenak	id=g:3198083
Kita	id=g:3198134
Kaženik	id=g:3198184
Kavač	id=g:3198190
Katun	id=g:3198198
Katun	id=g:3198199
Gornji Katić	id=g:3198204
Rudo Brdo	id=g:3198230
Karov Gradac	id=g:3198251
Karaula	id=g:3198272
Vrh Karaula	id=g:3198273
Karanikići	id=g:3198284
Karabuš	id=g:3198296
Kapštak	id=g:3198299
Kapetanovo Jezero	id=g:3198311
Kapa Moračka	id=g:3198329
Kanje	id=g:3198339
Rt Kamenova	id=g:3198383
Kameno	id=g:3198384
Greben Kalafat	id=g:3198393
Kamenik	id=g:3198395
Kamenik	id=g:3198396
Kalušići	id=g:3198429
Kaludra	id=g:3198430
Kaludarska Reka	id=g:3198431
Kaluđerovići	id=g:3198434
Kaluđerac	id=g:3198435
Koljat	id=g:3198446
Velji Kaliman	id=g:3198454
Kakmuži	id=g:3198486
Kablena Glavica	id=g:3198518
Kabao	id=g:3198520
Rt Kabala	id=g:3198522
Jugovo	id=g:3198562
Jovanovići	id=g:3198569
Gornja Jošica	id=g:3198580
Jošanica	id=g:3198594
Jezerski Vrh	id=g:3198616
Jerinja Glava	id=g:3198658
Jerenići	id=g:3198660
Jelovica	id=g:3198679
Jelovica	id=g:3198681
Jelin Vrh	id=g:3198696
Jelenak	id=g:3198712
Uvala Jaz	id=g:3198746
Rt Jaz	id=g:3198747
Javorak	id=g:3198779
Javorački Vrh	id=g:3198781
Javljen	id=g:3198788
Jastrebov Vrh	id=g:3198792
Jašovići	id=g:3198801
Jasenov Vrh	id=g:3198810
Jasenova	id=g:3198819
Jasen	id=g:3198839
Jarčeve Strane	id=g:3198866
Jankova Glava	id=g:3198882
Jagodni Do	id=g:3198947
Jagoda	id=g:3198950
Jagoče	id=g:3198952
Jabukovac	id=g:3198977
Jabuke	id=g:3198978
Jabuka	id=g:3198983
Jabuka	id=g:3198987
Jabučno	id=g:3198988
Jablonovo Brdo	id=g:3198991
Jablanov Vrh	id=g:3198992
Jablanovo	id=g:3198993
Jablan Brdo	id=g:3199007
Izvori	id=g:3199014
Izlasci	id=g:3199019
Ivanova Korita	id=g:3199050
Ivanje	id=g:3199063
Ivanje	id=g:3199064
Opština Berane	id=g:3199070
Berane	id=g:3199071
Ilijin Vrh	id=g:3199132
Žijeva Glava	id=g:3199136
Ilijino Brdo	id=g:3199138
Kita	id=g:3199139
Igalo	id=g:3199161
Hotsko Jezero	id=g:3199327
Hoti	id=g:3199335
Hoti	id=g:3199336
Hoćevina	id=g:3199367
Hercegnovski Zaliv	id=g:3199392
Opština Herceg Novi	id=g:3199393
Herceg-Novi	id=g:3199394
Helmica	id=g:3199396
Haj Nehaj	id=g:3199429
Gvozd	id=g:3199447
Gusinje	id=g:3199463
Gusar	id=g:3199466
Gurza	id=g:3199467
Guka	id=g:3199479
Suka	id=g:3199507
Gruda	id=g:3199510
Grnčar	id=g:3199540
Grmožur	id=g:3199543
Grevo	id=g:3199581
Grbe	id=g:3199632
Grbavci	id=g:3199638
Grbalj	id=g:3199641
Granice	id=g:3199650
Granica	id=g:3199653
Grančarevo	id=g:3199657
Grahovo	id=g:3199668
Grahovac	id=g:3199671
Gradište	id=g:3199682
Gradina	id=g:3199700
Gradina	id=g:3199708
Gradina	id=g:3199709
Gradina	id=g:3199710
Gradina	id=g:3199711
Gradina	id=g:3199721
Građani	id=g:3199741
Gradac	id=g:3199754
Gradac	id=g:3199757
Gradac	id=g:3199761
Gradac	id=g:3199762
Gračanica	id=g:3199777
Gračanica	id=g:3199787
Donja Grabovica	id=g:3199812
Grabovac	id=g:3199818
Grab	id=g:3199841
Grab	id=g:3199843
Gotovuša	id=g:3199855
Gostilovina	id=g:3199866
Gostilje Martinićko	id=g:3199867
Gostilj	id=g:3199870
Rt Verige	id=g:3199874
Goslić	id=g:3199875
Gošići	id=g:3199877
Gorovići	id=g:3199884
Gornji Stoliv	id=g:3199915
Gornji Štoj	id=g:3199916
Gornji Rsojevići	id=g:3199932
Gornji Orahovac	id=g:3199953
Gornji Murići	id=g:3199956
Gornji Morinj	id=g:3199960
Gornji Martinići	id=g:3199968
Gornji Lumer	id=g:3199973
Gornji Kolašin	id=g:3199996
Gornji Kokoti	id=g:3199997
Gornje Zaostro	id=g:3200063
Gornje Polje	id=g:3200094
Gornje Lipovo	id=g:3200113
Gornje Kruševo	id=g:3200120
Gornja Briska	id=g:3200145
Gornja Ržanica	id=g:3200187
Gornja Polja	id=g:3200204
Gornja Plavnica Železnicka Stanica	id=g:3200207
Gornja Lastva	id=g:3200239
Gornja Klezna	id=g:3200248
Gornja Bukovica	id=g:3200273
Gornja Brvenica	id=g:3200276
Gornja Bijela	id=g:3200291
Goričani	id=g:3200326
Goražde	id=g:3200397
Goražda	id=g:3200398
Goransko	id=g:3200401
Golubovci	id=g:3200422
Hrid Golubinj	id=g:3200427
Golo Brdo	id=g:3200443
Golo Brdo	id=g:3200445
Goljemadi	id=g:3200452
Goli Vrh	id=g:3200462
Goli Vrh	id=g:3200463
Golija	id=g:3200472
Gola Strana	id=g:3200489
Gojakovići	id=g:3200513
Goduša	id=g:3200517
Godočelje	id=g:3200520
Godinje	id=g:3200522
Godijevo	id=g:3200524
Godijelji	id=g:3200525
Gluhi Do	id=g:3200554
Glisnica	id=g:3200588
Glibavac	id=g:3200603
Glibaći	id=g:3200604
Kita	id=g:3200633
Glavatičići	id=g:3200637
Glavati	id=g:3200639
Glavati	id=g:3200640
Glavaca	id=g:3200646
Zmajeva Greda	id=g:3200659
Garač	id=g:3200717
Gađi	id=g:3200766
Gabičina Gora	id=g:3200789
Donji Frutak	id=g:3200809
Fraskanjel	id=g:3200815
Farmaci	id=g:3200867
Erakovići	id=g:3200891
Duži	id=g:3200924
Duške	id=g:3200935
Nacionalni Park Durmitor	id=g:3200941
Ðurmani	id=g:3200942
Ðurići	id=g:3200949
Ćurevac	id=g:3200951
Ðurđevi Stupovi	id=g:3200956
Ðurđevića Tara	id=g:3200958
Ðuravci	id=g:3200965
Ðuraševići	id=g:3200967
Ðurakov Do	id=g:3200969
Dupilo	id=g:3200973
Dulipolje	id=g:3200991
Ðulići	id=g:3200992
Razvala Duklja	id=g:3200997
Dugi Do	id=g:3201025
Duga Kosa	id=g:3201034
Duga	id=g:3201038
Duga	id=g:3201039
Ðuđevina	id=g:3201041
Dučići	id=g:3201043
Dučice	id=g:3201044
Dubrovsko	id=g:3201046
Dubovo	id=g:3201073
Dubovik	id=g:3201075
Rt Dubovica	id=g:3201076
Dubovica	id=g:3201078
Dubljevići	id=g:3201106
Donji Dubac	id=g:3201115
Drušići	id=g:3201143
Drume	id=g:3201145
Drpe	id=g:3201152
Droškolica	id=g:3201154
Drobnjaci	id=g:3201157
Drijenak	id=g:3201188
Drijeljevina	id=g:3201190
Drenovštica	id=g:3201201
Drcka	id=g:3201228
Gornja Draževina	id=g:3201241
Dragovoljići	id=g:3201272
Dragovića Polje	id=g:3201277
Dragova Luka	id=g:3201281
Dragosava	id=g:3201287
Dragomi Do	id=g:3201293
Dragaši	id=g:3201315
Dragalj	id=g:3201325
Draga	id=g:3201330
Dračevica	id=g:3201340
Dosuđe	id=g:3201351
Dos	id=g:3201352
Donji Stoliv	id=g:3201384
Donji Štoj	id=g:3201385
Donji Rsojevići	id=g:3201401
Donji Murići	id=g:3201425
Donji Morinj	id=g:3201428
Donji Martinići	id=g:3201438
Donji Lumer	id=g:3201443
Donji Kolašin	id=g:3201460
Donji Kokoti	id=g:3201461
Donje Zaostro	id=g:3201517
Donje Lipovo	id=g:3201560
Donje Crkvice	id=g:3201574
Donja Briska	id=g:3201582
Donja Rženica	id=g:3201629
Donja Polja	id=g:3201641
Donja Plavnica	id=g:3201643
Donja Lastva	id=g:3201675
Donja Bukovica	id=g:3201706
Donja Brvenica	id=g:3201709
Donja Bijela	id=g:3201721
Dolsko Brdo	id=g:3201746
Dolovi	id=g:3201759
Dolovi	id=g:3201760
Dolovi	id=g:3201761
Doljani	id=g:3201791
Dolac	id=g:3201873
Dolac	id=g:3201874
Dodoši	id=g:3201887
Dobrsko Selo	id=g:3201894
Dobrska Župa	id=g:3201895
Dobrota	id=g:3201903
Dobraštica	id=g:3201904
Dobrodole	id=g:3201918
Dobrinje	id=g:3201932
Dobri Do	id=g:3201941
Uvala Dobreč	id=g:3201952
Rt Dobreč	id=g:3201953
Dobra Voda	id=g:3201957
Dobra Luka	id=g:3201969
Dobrakovo	id=g:3201970
Divljak	id=g:3202010
Divljak	id=g:3202011
Ðinovići	id=g:3202022
Dinoša	id=g:3202023
Dide	id=g:3202040
Devesilje	id=g:3202055
Rt Ðeran	id=g:3202092
Hrid Ðeran	id=g:3202093
Ðenovici Rt	id=g:3202095
Ðenovići	id=g:3202096
Ðenđinovići	id=g:3202097
Ðenaši	id=g:3202098
Dediči	id=g:3202122
Ðeđezi	id=g:3202123
Ðed	id=g:3202126
Dečić	id=g:3202129
Debeli Rt	id=g:3202153
Debeli Brijeg	id=g:3202155
Darza	id=g:3202182
Dapsići	id=g:3202188
Opština Danilovgrad	id=g:3202193
Danilovgrad	id=g:3202194
Ðalovići	id=g:3202209
Daljam	id=g:3202214
Ðalci	id=g:3202216
Dajbabe	id=g:3202229
