Tunanitas	id=g:3791117
Cerro El Zamuro	id=g:3794728
Cerro El Zamuro	id=g:3794729
El Zamuro	id=g:3794730
Río Zamuro	id=g:3794731
Zanjón de La Burra	id=g:3794732
Finca Zaragoza	id=g:3794733
Quebrada El Zigzag	id=g:3794734
El Zing	id=g:3794735
Quebrada La Abeja	id=g:3794868
Abejas	id=g:3794869
Hacienda La Abundancia	id=g:3794870
El Achote	id=g:3794871
Las Adjuntas	id=g:3794872
Agua Caliente	id=g:3794873
Quebrada Agua Caliente	id=g:3794874
Agua Clara	id=g:3794875
Hacienda Agua Clara	id=g:3794876
Agua Fría	id=g:3794877
Agua Fría	id=g:3794878
Quebrada Agua Fría	id=g:3794879
Agua Linda	id=g:3794880
Hacienda Agua Linda	id=g:3794881
Quebrada Agua Linda	id=g:3794882
Quebrada Agua Linda	id=g:3794883
Quebrada Agua Negra	id=g:3794884
Caño Agua Sucia	id=g:3794885
Caño de Agua	id=g:3794886
Quebrada Agua	id=g:3794887
Quebrada La Aguada	id=g:3794888
Fila Las Aguadas	id=g:3794889
Las Aguadas	id=g:3794890
Aguadía	id=g:3794891
Aguanta Callado	id=g:3794892
Hacienda Los Algarrobos	id=g:3794893
Quebrada Algodonal	id=g:3794894
Puente Alianza	id=g:3794895
Hacienda Los Alpes	id=g:3794896
Fila Alta Cuchilla	id=g:3794897
Finca Los Altamira	id=g:3794898
Cerro El Altico	id=g:3794899
Los Altillos	id=g:3794900
Alto Viento	id=g:3794901
Cerro Alto Viento	id=g:3794902
Fila Alto Viento	id=g:3794903
El Alto	id=g:3794904
El Alto	id=g:3794905
El Alto	id=g:3794906
La Amarilla	id=g:3794907
Caño Amarillo	id=g:3794908
Amogral	id=g:3794909
Quebrada Amogral	id=g:3794910
Hacienda Ana María	id=g:3794911
La Anegación	id=g:3794912
Los Angelitos	id=g:3794913
Vado de Las Animas	id=g:3794914
La Arabia	id=g:3794915
Hacienda Arenales	id=g:3794916
Caño La Arenosa	id=g:3794917
La Arenosa	id=g:3794918
Quebrada Arenosa	id=g:3794919
Quebrada La Arenosa	id=g:3794920
Caño Arenoso	id=g:3794921
Finca La Argentina	id=g:3794922
La Argentina	id=g:3794923
Hacienda Arrecifes	id=g:3794924
Quebrada Arriba	id=g:3794925
Ayari	id=g:3794926
Cerro Ayari	id=g:3794927
Caño Azul	id=g:3794928
Río Azul	id=g:3794929
Azulita	id=g:3794930
Quebrada La Baba	id=g:3794931
Cerro El Babilonio	id=g:3794932
Hacienda Banco de Arena	id=g:3794933
Bancos	id=g:3794934
Caño Barinas	id=g:3794935
Barinitas	id=g:3794936
Barranca	id=g:3794937
Páramo del Batallón	id=g:3794938
La Batea	id=g:3794939
El Bayo	id=g:3794940
Hacienda El Bayeulo	id=g:3794941
Hacienda Bella Vista	id=g:3794942
Hacienda Bella Vista	id=g:3794943
Quebrada La Bermeja	id=g:3794944
Quebrada La Bermeja	id=g:3794945
Betijoque	id=g:3794946
Finca Betijoque	id=g:3794947
La Blanca	id=g:3794948
Quebrada Blanca	id=g:3794949
Quebrada Blanca	id=g:3794950
Quebrada Blanca	id=g:3794951
Quebrada La Blanca	id=g:3794952
Quebrada La Blanca	id=g:3794953
Quebrada La Blanca	id=g:3794954
Quebrada Blanca	id=g:3794955
Las Blancas	id=g:3794956
Caño Blanco	id=g:3794957
Caño Blanco	id=g:3794958
Fila El Blanco	id=g:3794959
Río Blanco	id=g:3794960
Río Blanco	id=g:3794961
Hacienda La Blanquita	id=g:3794962
Hacienda La Blanquita	id=g:3794963
La Blanquita	id=g:3794964
Potreros La Blanquita	id=g:3794965
Quebrada La Blanquita	id=g:3794966
Quebrada La Blanquita	id=g:3794967
Quebrada La Blanquita	id=g:3794968
Quebrada La Blanquita	id=g:3794969
Caño Bobo	id=g:3794970
Boca de Monte	id=g:3794971
Las Bocas	id=g:3794972
Bochinche	id=g:3794973
Arriba Boconó	id=g:3794974
Río Boconó	id=g:3794975
Bojadal	id=g:3794976
Hacienda La Bonita	id=g:3794977
Quebrada Boquerón	id=g:3794978
El Bordo	id=g:3794979
Los Bordos	id=g:3794980
Los Bordos	id=g:3794981
Hacienda La Botella	id=g:3794982
Boyaca	id=g:3794983
Laguna Brava	id=g:3794984
Finca Las Brisas	id=g:3794985
Cerro Buena Vista	id=g:3794986
Quebrada Buena Vista	id=g:3794987
Cuchilla de Buenos Aires	id=g:3794988
Buenos Aires	id=g:3794989
Hacienda Buenos Aires	id=g:3794990
Hacienda Buenos Aires	id=g:3794991
Quebrada Buenos Aires	id=g:3794992
Burgua Arriba	id=g:3794993
Hacienda Burgua	id=g:3794994
Buroquia	id=g:3794995
Caño El Burro	id=g:3794996
Caña Brava	id=g:3794997
La Cañada	id=g:3794998
Los Canitos	id=g:3794999
Caño Arenoso	id=g:3795000
Parcelamiento Caño Blanco	id=g:3795001
Caño de Nula	id=g:3795002
Caño Gallito	id=g:3795003
Caño Grande	id=g:3795004
Caño Grande	id=g:3795005
Hacienda Caño Grande	id=g:3795006
Caño Londo	id=g:3795007
Caño Tigre	id=g:3795008
Los Caños	id=g:3795009
Loma de Caballo	id=g:3795010
Quebrada Cadimo	id=g:3795011
Hacienda Caimán	id=g:3795012
Hacienda La Cajarito	id=g:3795013
Río Calichito	id=g:3795014
Hacienda La California	id=g:3795015
Hacienda Los Callejones	id=g:3795016
Río Camburito	id=g:3795017
Campamento M.O.P.	id=g:3795018
Finca Campo Alegre	id=g:3795019
Hacienda Campo Alegre	id=g:3795020
Hacienda Campo Alegre	id=g:3795021
Sabana de Campo Alegre	id=g:3795022
Campo Delirio	id=g:3795023
Campo Elías	id=g:3795024
Hacienda Campo Esmeralda	id=g:3795025
Hacienda Campo Floridao	id=g:3795026
Campo Hermoso	id=g:3795027
Campo Solo	id=g:3795028
Finca El Campo	id=g:3795029
Finca La Candelaria	id=g:3795030
El Canelón	id=g:3795031
Quebrada Canjilones	id=g:3795032
Capacho	id=g:3795033
Cerro Capacho	id=g:3795034
Mesa de Caquetrira	id=g:3795035
Finca Caracara	id=g:3795036
Parcelamiento Caracara	id=g:3795037
La Carbonera	id=g:3795038
Quebrada Caricuena	id=g:3795039
Río Cariquena	id=g:3795040
Río Carira	id=g:3795041
Finca El Carmen	id=g:3795042
El Carrizal	id=g:3795043
Casa de Teja	id=g:3795044
Casa Nueva	id=g:3795045
Quebrada Cascari	id=g:3795046
Granja La Casona	id=g:3795047
Hacienda La Castellana	id=g:3795048
Parcelamiento Castelon	id=g:3795049
Quebrada El Castillo	id=g:3795050
La Cava	id=g:3795051
El Cedral	id=g:3795052
La Cedrala	id=g:3795053
Cerro El Cedro	id=g:3795054
Quebrada El Cedro	id=g:3795055
Hato La Ceiba	id=g:3795056
Isla La Ceibita	id=g:3795057
La Ceibita	id=g:3795058
El Cerrajón	id=g:3795059
El Cerro	id=g:3795060
Quebrada Chacaro	id=g:3795061
Hacienda Charco Largo	id=g:3795062
Quebrada El Charo	id=g:3795063
Quebrada La China	id=g:3795064
Quebrada La China	id=g:3795065
Quebrada La China	id=g:3795066
Quebrada Chirles	id=g:3795067
Hacienda Chispa	id=g:3795068
Quebrada La Chispa	id=g:3795069
Quebrada Los Chorrerones	id=g:3795070
Quebrada Chorro del Indio	id=g:3795071
Quebrada Chorro Hediondo	id=g:3795072
Cerro Cinotal	id=g:3795073
Hacienda El Cien	id=g:3795074
Quebrada La Cienega	id=g:3795075
Laguna El Cienegón	id=g:3795076
Páramo Cimarronera	id=g:3795077
Páramo La Cimarronera	id=g:3795078
Cerro El Cobre	id=g:3795079
El Cocal	id=g:3795080
El Cocuy	id=g:3795081
La Colorada	id=g:3795082
Quebrada Colorada	id=g:3795083
Quebrada Colorada	id=g:3795084
Quebrada Colorada	id=g:3795085
Quebrada La Colorada	id=g:3795086
Quebrada La Colorada	id=g:3795087
Quebrada Colorada	id=g:3795088
Las Coloradas	id=g:3795089
Las Copas	id=g:3795090
Corazón de Jesus	id=g:3795091
Hacienda Corazón de Jesus	id=g:3795092
La Cordillera	id=g:3795093
Montaña de Costa Rica	id=g:3795094
Finca La Costa	id=g:3795095
La Costa	id=g:3795096
Cerro El Cristo	id=g:3795097
La Cruz de Loma	id=g:3795098
Cuchilla de Las Gaitas	id=g:3795099
Cuchilla Alta	id=g:3795100
Cerro La Cuchilla	id=g:3795101
Fila La Cuchilla	id=g:3795102
FIla La Cuchilla	id=g:3795103
La Cuchilla	id=g:3795104
Quebrada La Cuchilla	id=g:3795105
La Cuesta	id=g:3795106
La Cueva	id=g:3795107
Hacienda La Culebra	id=g:3795108
La Culebra	id=g:3795109
Quebrada La Cumbres	id=g:3795110
Quebrada Los Curos	id=g:3795111
La Curva	id=g:3795112
La Danta	id=g:3795113
Quebrada La Danta	id=g:3795114
Quebrada La Danta	id=g:3795115
Las Dantas	id=g:3795116
Las Dantas	id=g:3795117
Caño El Danto	id=g:3795118
Delicias	id=g:3795119
Cerro El Desvio	id=g:3795120
Cerro El Diablo	id=g:3795121
Hacienda El Dorado	id=g:3795122
Caño Dormido	id=g:3795123
Hacienda Eliseo	id=g:3795124
El Encierro	id=g:3795125
El Encierro	id=g:3795126
Quebrada El Encierro	id=g:3795127
Cerro La Escalena	id=g:3795128
Quebrada La Escandalosa	id=g:3795129
Quebrada Escandalosa	id=g:3795130
Hacienda La Esmeralda	id=g:3795131
La Esmeralda	id=g:3795132
Quebrada La Esmeralda	id=g:3795133
La Espanola	id=g:3795134
Hacienda Esperanza	id=g:3795135
Hacienda La Esperanza	id=g:3795136
Hacienda La Esperanza	id=g:3795137
Quebrada Espinazo de Gato	id=g:3795138
El Estero	id=g:3795139
Cerro El Estoraque	id=g:3795140
El Estoraque	id=g:3795141
Quebrada La Faustina	id=g:3795142
Quebrada La Fiscala	id=g:3795143
Fila La Florida	id=g:3795144
Hacienda La Florida	id=g:3795145
La Florida	id=g:3795146
Finca La Fortuna	id=g:3795147
Hacienda La Fortuna	id=g:3795148
Hacienda La Fortuna	id=g:3795149
Hacienda La Fortuna	id=g:3795150
La Fortuna	id=g:3795151
La Fría	id=g:3795152
Quebrada La Fría	id=g:3795153
Caño Frío	id=g:3795154
La Fundación	id=g:3795155
La Fundación	id=g:3795156
Quebrada La Fundacionera	id=g:3795157
Quebrada La Fundera	id=g:3795158
Asentamiento Fundo Nuevo	id=g:3795159
Caño El Gabriel	id=g:3795160
Quebrada La Gaitera	id=g:3795161
Las Gamaz	id=g:3795162
El General	id=g:3795163
Caño Grande	id=g:3795164
Caño Grande	id=g:3795165
Laguna Grande	id=g:3795166
Quebrada Grande	id=g:3795167
Quebrada Grande	id=g:3795168
Hacienda Gredal	id=g:3795169
La Grita	id=g:3795170
Río Grita	id=g:3795171
Quebrada Guacamaya	id=g:3795172
Quebrada Guacha	id=g:3795173
Guachiqui	id=g:3795174
Montaña de Guafitas	id=g:3795175
Quebrada La Guaimara	id=g:3795176
Guaimaral	id=g:3795177
Quebrada Guaimarala	id=g:3795178
Finca Guaimarales	id=g:3795179
Fundo El Guamal	id=g:3795180
Guamas	id=g:3795181
Guanare	id=g:3795182
Quebrada Guanare	id=g:3795183
Guaquitas	id=g:3795184
Guaraquito	id=g:3795185
Pico Guaro	id=g:3795186
Río Guarumito	id=g:3795187
Hacienda Guasdualito	id=g:3795188
Las Guasduas	id=g:3795189
Hacienda Guayabal	id=g:3795190
Las Gumas	id=g:3795191
Gutierrez	id=g:3795192
El Hato	id=g:3795193
Quebrada del Hato	id=g:3795194
Quebrada Helada	id=g:3795195
Cerro Helechal	id=g:3795196
Helechales	id=g:3795197
Helechales	id=g:3795198
Quebrada Helechales	id=g:3795199
Hernandez	id=g:3795200
Finca La Higuera	id=g:3795201
La Honda	id=g:3795202
La Honda	id=g:3795203
La Honda	id=g:3795204
Honda Quebrada	id=g:3795205
Quebrada La Honda	id=g:3795206
Quebrada La Honda	id=g:3795207
Quebrada La Honda	id=g:3795208
Quebrada La Honda	id=g:3795209
Pico de Horma	id=g:3795210
La Hormiga	id=g:3795211
Hormiguero	id=g:3795212
Laguna Hoyada Grande	id=g:3795213
La Hoyada	id=g:3795214
La Hoyada	id=g:3795215
Hoyo Caliente	id=g:3795216
El Hoyo	id=g:3795217
Independencia	id=g:3795218
Puente Internacional Simón Bolivar	id=g:3795219
La Isla	id=g:3795220
La Isla	id=g:3795221
Jerico	id=g:3795222
Quebrada Jerico	id=g:3795223
Cerro El Jordán	id=g:3795224
La Joya	id=g:3795225
La Joya	id=g:3795226
Quebrada La Joya	id=g:3795227
Páramo Judío	id=g:3795228
Quebrada El Judío	id=g:3795229
Kilómetro Ocho	id=g:3795230
Kilómetro 10	id=g:3795231
Kilómetro 89	id=g:3795232
Laguna de Garcia	id=g:3795233
Laguna del Socorro	id=g:3795234
La Laguna	id=g:3795235
La Laguna	id=g:3795236
Cerro Las Lagunas	id=g:3795237
La Laguneta	id=g:3795238
Laguna La Laguneta	id=g:3795239
La Laja	id=g:3795240
Quebrada La Laja	id=g:3795241
Caño Lapa	id=g:3795242
Hacienda Las Lapas	id=g:3795243
Quebrada Las Lapas	id=g:3795244
Los Laureles	id=g:3795245
Caño de Lazo	id=g:3795246
Quebrada La Lejía	id=g:3795247
Quebrada La Lejía	id=g:3795248
Quebrada La Lejía	id=g:3795249
Caño León	id=g:3795250
Fila Los Leónes	id=g:3795251
Fila Los Leónes	id=g:3795252
Los Leónes	id=g:3795253
Libertad	id=g:3795254
Hacienda La Libertad	id=g:3795255
Limoncitos	id=g:3795256
Quebrada La Limpia	id=g:3795257
Hacienda La Linda	id=g:3795258
Caño Lindo	id=g:3795259
La Línea	id=g:3795260
Quebrada Llanetes	id=g:3795261
Finca El Llanito	id=g:3795262
Fundo Lobatera	id=g:3795263
Quebrada Lobatera	id=g:3795264
Cerro Las Lomas	id=g:3795265
Las Lomitas	id=g:3795266
La Lonita	id=g:3795267
El Lorito	id=g:3795268
Río El Loro	id=g:3795269
Los Loros	id=g:3795270
Hacienda Lucatebal	id=g:3795271
Hacienda La Lucitania	id=g:3795272
Quebrada Lusitania	id=g:3795273
Maniar	id=g:3795274
Quebrada Manjar	id=g:3795275
Quebrada Manquena	id=g:3795276
Cerro La Mantellina	id=g:3795277
Maporal	id=g:3795278
Hacienda Maria Auxiliadora	id=g:3795279
Caño La Marranera	id=g:3795280
Caño Mata de Coco	id=g:3795281
Mata de Limón	id=g:3795282
Mata de Limón	id=g:3795283
Cerro El Cristo	id=g:3795284
Hacienda Mata de Mango	id=g:3795285
Mata Oscura	id=g:3795286
Finca Mayorquin	id=g:3795287
Finca Los Medios	id=g:3795288
Lagunas Las Mellizas	id=g:3795289
Caño Los Mellizos	id=g:3795290
Mesa Alta	id=g:3795291
Mesa Bustamante	id=g:3795292
Mesa de Guerrero	id=g:3795293
Mesa de Las Quebradas	id=g:3795294
Mesa de León	id=g:3795295
Mesa de Pérez	id=g:3795296
Mesa de San Antonio	id=g:3795297
Mesa de San Antonio	id=g:3795298
La Mesa del Río	id=g:3795299
Mesa Fresca	id=g:3795300
Mesa Grande	id=g:3795301
Mesa Seca	id=g:3795302
Hacienda La Mesa	id=g:3795303
Quebrada La Mesa	id=g:3795304
Quebrada La Mesa	id=g:3795305
Las Mesas	id=g:3795306
Las Mesas	id=g:3795307
Las Mesitas	id=g:3795308
Quebrada Las Mesitas	id=g:3795309
Quebrada Michitud	id=g:3795310
El Milagro	id=g:3795311
Hacienda El Milagro	id=g:3795312
Las Minas	id=g:3795313
Miraflores	id=g:3795314
Hacienda Miraflores	id=g:3795315
Hacienda La Mocuy	id=g:3795316
Mogotes	id=g:3795317
Quebrada La Molina	id=g:3795318
Quebrada Molina	id=g:3795319
El Monero	id=g:3795320
Hacienda Mónica	id=g:3795321
Hacienda Los Monos	id=g:3795322
Montaña Alta	id=g:3795323
Montaña Baja	id=g:3795324
Hotel La Montaña	id=g:3795325
Quebrada La Montaña	id=g:3795326
Monte Escondido	id=g:3795327
Caño El Moral	id=g:3795328
El Moral	id=g:3795329
Caño Moralito	id=g:3795330
Hacienda Moralito	id=g:3795331
Hacienda La Morita	id=g:3795332
La Morita	id=g:3795333
Morrachón	id=g:3795334
Filo de Morro Negro	id=g:3795335
Cerro El Morro	id=g:3795336
El Morro	id=g:3795337
Hacienda Moscú	id=g:3795338
Caño Mosquito	id=g:3795339
Hacienda La Motosa	id=g:3795340
Cerro Muchilero	id=g:3795341
Quebrada La Muchiri	id=g:3795342
Quebrada El Muji	id=g:3795343
La Mulata	id=g:3795344
Hacienda Naranjal	id=g:3795345
Los Naranjos	id=g:3795346
Navay	id=g:3795347
Esteros de Navay	id=g:3795348
Hacienda Navay	id=g:3795349
Quebrada Negra	id=g:3795350
Quebrada Negra	id=g:3795351
Quebrada Negra	id=g:3795352
Negra Quebrada	id=g:3795353
Quebrada La Negra	id=g:3795354
Caño Negro	id=g:3795355
Caño Negro	id=g:3795356
Caño Negro	id=g:3795357
Cerro Negro	id=g:3795358
Páramo de Nirgua	id=g:3795359
Escuela Rural Normal Interamericana	id=g:3795360
Caño La Nutria	id=g:3795361
Hacienda El Oasis	id=g:3795362
Ojo de Agua	id=g:3795363
Quebrada Omana	id=g:3795364
Río Orope	id=g:3795365
Hacienda Oropito	id=g:3795366
La Osa	id=g:3795367
Páramo del Oso	id=g:3795368
Quebrada El Oso	id=g:3795369
Quebrada Osorio	id=g:3795370
Pabellón	id=g:3795371
Cuchilla La Pabellóna	id=g:3795372
Pajitas Arriba	id=g:3795373
Río Pajitas	id=g:3795374
Hacienda La Palestina	id=g:3795375
Quebrada Palia	id=g:3795376
La Palma	id=g:3795377
Quebrada La Palma	id=g:3795378
Cuchilla del Palmar	id=g:3795379
El Palmar	id=g:3795380
Hacienda El Palmar	id=g:3795381
Finca Las Palmas	id=g:3795382
Las Palmas	id=g:3795383
Las Palmas	id=g:3795384
Las Palmas	id=g:3795385
Quebrada Las Palmas	id=g:3795386
Río Las Palmas	id=g:3795387
Hacienda Palmeras	id=g:3795388
Palmero	id=g:3795389
Palmichal	id=g:3795390
Hacienda Palmichal	id=g:3795391
Cerro La Palmita	id=g:3795392
Finca La Palmita	id=g:3795393
Parcelamiento La Palmita	id=g:3795394
Palo Gordo	id=g:3795395
Fila Palo Gordo	id=g:3795396
Quebrada La Parada	id=g:3795397
Paradero	id=g:3795398
El Paradero	id=g:3795399
La Paragua	id=g:3795400
Paraíso	id=g:3795401
Hacienda Paraíso	id=g:3795402
Paramito	id=g:3795403
Cerro Paramito	id=g:3795404
El Paramito	id=g:3795405
Hacienda Paramito	id=g:3795406
Páramo de Pérez	id=g:3795407
Las Parcelas	id=g:3795408
Parque La Mesera	id=g:3795409
Hacienda La Parrilla	id=g:3795410
Los Patios	id=g:3795411
Los Patios	id=g:3795412
Quebrada Los Patios	id=g:3795413
Hacienda El Pauji	id=g:3795414
Los Paujiles	id=g:3795415
Quebrada Los Paujiles	id=g:3795416
Quebrada La Pava	id=g:3795417
Peña Blanca	id=g:3795418
Peñas Negras	id=g:3795419
Cerro Pedernales	id=g:3795420
Quebrada Pedernales	id=g:3795421
Hacienda La Pedregosa	id=g:3795422
La Pedregosa	id=g:3795423
La Pedregosa	id=g:3795424
Quebrada La Pedregosa	id=g:3795425
La Pedrera	id=g:3795426
Hacienda El Pensamiento	id=g:3795427
Los Pensamientos	id=g:3795428
Cerro El Perdedero	id=g:3795429
La Pérez	id=g:3795430
Pernia	id=g:3795431
Caño La Petronia	id=g:3795432
El Picacho	id=g:3795433
Los Picachos	id=g:3795434
Los Picachos	id=g:3795435
Caño Piche	id=g:3795436
Caño Piedra	id=g:3795437
Quebrada Piedra	id=g:3795438
Piesalon	id=g:3795439
Quebrada Las Pilas	id=g:3795440
Quebrada Las Pilas	id=g:3795441
Pinos	id=g:3795442
Páramo Los Pinos	id=g:3795443
Quebrada Los Pinos	id=g:3795444
Finca Piscurií Arriba	id=g:3795445
Río Piscurí	id=g:3795446
La Pita	id=g:3795447
Quebrada La Pita	id=g:3795448
Plan de Rubio	id=g:3795449
Playa Grande	id=g:3795450
La Playa	id=g:3795451
Quebrada Playón	id=g:3795452
Pocetas	id=g:3795453
Quebrada La Pocetera	id=g:3795454
Caño Pollo	id=g:3795455
Caño La Polvorosa	id=g:3795456
La Polvorosa	id=g:3795457
La Polvorosa	id=g:3795458
La Poncha	id=g:3795459
Las Porqueras	id=g:3795460
Quebrada Las Porqueras	id=g:3795461
Portachuelo	id=g:3795462
Cerro Portachuelo	id=g:3795463
El Portachuelo	id=g:3795464
Hacienda El Porvenir	id=g:3795465
Hacienda El Porvenir	id=g:3795466
Quebrada Potosí	id=g:3795467
Río Potosí	id=g:3795468
Sabana Potrera	id=g:3795469
Pozo Azul	id=g:3795470
Caño Los Pozones	id=g:3795471
Caño Pozuelos	id=g:3795472
Cerro Los Pozuelos	id=g:3795473
La Pradera	id=g:3795474
Hacienda El Prado	id=g:3795475
Finca Primavera	id=g:3795476
Finca La Primavera	id=g:3795477
Finca El Progreso	id=g:3795478
Providencia	id=g:3795479
La Providencia	id=g:3795480
Pueblo Encima	id=g:3795481
Hacienda Pueblo Nuevo	id=g:3795482
Pueblo Viejo	id=g:3795483
Caño Puente Tablas	id=g:3795484
Puerto Teteo	id=g:3795485
Quebrada La Pulida	id=g:3795486
Fundo El Púlpito	id=g:3795487
Río Puya	id=g:3795488
Arriba Quebrada	id=g:3795489
Hacienda Quebrada Grande	id=g:3795490
La Quebrada	id=g:3795491
Las Quebradas	id=g:3795492
Las Quebradas	id=g:3795493
Hacienda La Quebradita	id=g:3795494
Las Quebraditas	id=g:3795495
Hacienda Queniquea	id=g:3795496
Río Queniquea	id=g:3795497
Hacienda Las Quince Letras	id=g:3795498
Río Quinimarí	id=g:3795499
La Quinta	id=g:3795500
La Quinta	id=g:3795501
Rancho Chire	id=g:3795502
Caño Los Rastrojos	id=g:3795503
El Ratón	id=g:3795504
Caño La Ratona	id=g:3795505
Finca La Ratona	id=g:3795506
Hacienda La Ratona	id=g:3795507
Caño La Raya	id=g:3795508
Cerro Recoston del Uribante	id=g:3795509
Loma Redonda	id=g:3795510
Hacienda La Reforma	id=g:3795511
La Reforma	id=g:3795512
Hacienda El Remanso	id=g:3795513
El Remolino	id=g:3795514
El Resino	id=g:3795515
El Reverendo	id=g:3795516
Río Riecito	id=g:3795517
Rincon de Marquez	id=g:3795518
El Rincón	id=g:3795519
La Rinconada	id=g:3795520
Río Arriba	id=g:3795521
Río Arriba	id=g:3795522
Río Azul	id=g:3795523
Río Blanco	id=g:3795524
Parcelamiento Río Chiquito	id=g:3795525
Parcelamiento Ríobamba	id=g:3795526
Hacienda La Roca	id=g:3795527
Parcelamiento La Rochela	id=g:3795528
Hacienda El Rocio	id=g:3795529
Quebrada El Rodeo	id=g:3795530
Hacienda La Rosa Blanca	id=g:3795531
Páramo El Rosal	id=g:3795532
Páramo Rosario	id=g:3795533
Caño La Rumba	id=g:3795534
La Sabana	id=g:3795535
Sacramento	id=g:3795536
Saisayal	id=g:3795537
Saladito	id=g:3795538
El Saladito	id=g:3795539
El Salado	id=g:3795540
El Salado	id=g:3795541
El Salado	id=g:3795542
El Salado	id=g:3795543
Quebrada El Salado	id=g:3795544
Río San Agaton	id=g:3795545
Quebrada San Andrés	id=g:3795546
Hacienda San Antonio	id=g:3795547
Río San Antontio	id=g:3795548
Río San Buena	id=g:3795549
Pico de San Fernando	id=g:3795550
San Francisco	id=g:3795551
Cerro San Francisco	id=g:3795552
Cerro San Francisco	id=g:3795553
San Isidro	id=g:3795554
San Isidro	id=g:3795555
San Isidro	id=g:3795556
Caño San Isidro	id=g:3795557
Finca San Isidro	id=g:3795558
Finca San Isidro	id=g:3795559
Hacienda San Isidro	id=g:3795560
Hacienda San Joaquín de Barranca	id=g:3795561
San Joaquín de Navay	id=g:3795562
San José	id=g:3795563
Cerro San José	id=g:3795564
Hacienda San José	id=g:3795565
Río San José	id=g:3795566
San Juan	id=g:3795567
Fundo San Juan	id=g:3795568
San Mateo	id=g:3795569
Hacienda San Mateo	id=g:3795570
Río San Mateo	id=g:3795571
San Miguel	id=g:3795572
San Miguel	id=g:3795573
Cerro San Pedro	id=g:3795574
San Rafael	id=g:3795575
San Rafael	id=g:3795576
Quebrada San Telmo	id=g:3795577
Santa Anita	id=g:3795578
Santa Bárbara	id=g:3795579
Santa Bárbara	id=g:3795580
Santa Cruz	id=g:3795581
Santa Elena	id=g:3795582
Hacienda Santa Lucía	id=g:3795583
Santa Marta	id=g:3795584
Quebrada Santa Marta	id=g:3795585
Finca Santa Monica	id=g:3795586
Santa Rosa	id=g:3795587
Finca Santa Rosa	id=g:3795588
Hacienda Santa Rosa	id=g:3795589
Hacienda Santa Rosalia	id=g:3795590
Hacienda Santo Cristo	id=g:3795591
El Sarare	id=g:3795592
Quebrada La Sardina	id=g:3795593
Hacienda La Seca	id=g:3795594
La Seca	id=g:3795595
Quebrada Seca	id=g:3795596
Quebrada Seca	id=g:3795597
Quebrada La Seca	id=g:3795598
Quebrada La Seca	id=g:3795599
Caño Seco	id=g:3795600
Caño Seco	id=g:3795601
La Secreta	id=g:3795602
Serranero	id=g:3795603
Hacienda La Siria	id=g:3795604
Caño Socorro	id=g:3795605
La Soledad	id=g:3795606
El Sorure	id=g:3795607
Caño Sucio	id=g:3795608
Tabor	id=g:3795609
Tadea	id=g:3795610
El Taladro	id=g:3795611
Las Talas	id=g:3795612
Páramo de Tama	id=g:3795613
Tamuco	id=g:3795614
Quebrada Taparera	id=g:3795615
Hacienda La Tapas	id=g:3795616
Temblador	id=g:3795617
Fundo El Templon	id=g:3795618
Caño La Tendida	id=g:3795619
La Tendida	id=g:3795620
Cerro El Tesoro	id=g:3795621
El Tesoro	id=g:3795622
Río Teteo	id=g:3795623
Hacienda Tibisay	id=g:3795624
Las Tiendas	id=g:3795625
