Happy Valley Gardens	id=g:7150656
Saint James Lutheran Church	id=g:7151423
Rudyard Bible Church	id=g:7151424
Presbyterian Church	id=g:7151425
Saint Joseph Roman Catholic Church	id=g:7151426
Rudyard Post Office	id=g:7151427
Rudyard Township Park	id=g:7151428
Pickford Church of the Nazarene	id=g:7151429
Pickford Presbyterian Church	id=g:7151430
United Methodist Church	id=g:7151431
Pickford Post Office	id=g:7151432
Pickford Township Hall	id=g:7151433
Pickford Medical Center	id=g:7151434
Pickford Public Schools	id=g:7151435
Pickford Township Park	id=g:7151436
Paradise Community Health Center	id=g:7151437
United Methodist Church	id=g:7151438
Whitefish Township Community Library	id=g:7151439
Paradise Post Office	id=g:7151440
Sawmill Creek Park	id=g:7151441
Great Lakes Shipwreck Museum	id=g:7151442
New Hope Community Church	id=g:7151443
Northern Urgent Care Clinic	id=g:7151444
Kinross Community Clinic	id=g:7151445
Consolidated Community School	id=g:7151446
Kinross Township Police Department	id=g:7151447
Baptist Pioneer Mission	id=g:7151448
Fundamental Baptist Church	id=g:7151449
Kinross Post Office	id=g:7151450
Open Door Baptist Indian Church	id=g:7151451
R J Wallace Elementary School	id=g:7151452
Kinross Township Park	id=g:7151453
Dukes Lake Beach	id=g:7151454
Stalwart Presbyterian Church	id=g:7151455
Goetzville Post Office	id=g:7151456
Hulbert Baptist Church	id=g:7151457
Hulbert Post Office	id=g:7151458
Eckerman Post Office	id=g:7151459
Drummond Island Library	id=g:7151460
Glen Cove Beach	id=g:7151461
Big Shoal Beach	id=g:7151462
Orval Lowe Memorial Park	id=g:7151463
Drummond Island Township Hall	id=g:7151464
Drummond Island Fire Department	id=g:7151465
Drummond Island Baptist Church	id=g:7151466
Drummond Island Historical Museum	id=g:7151467
Betsy Seamon Memorial Park	id=g:7151468
Drummond Island Medical Center	id=g:7151469
Lighthouse Christian Church	id=g:7151470
Drummond Island Lutheran Church	id=g:7151471
Malette Park	id=g:7151472
Redeemer Evangelical Lutheran Church	id=g:7151473
De Tour Union Presbyterian Church	id=g:7151474
Saint Stephen's Episcopal Church	id=g:7151475
Wilderness Tabernacle Church	id=g:7151476
De Tour Area Public Library	id=g:7151477
De Tour Passage Historical Museum	id=g:7151478
De Tour Village Post Office	id=g:7151479
De Tour Fire Department	id=g:7151480
De Tour Village Medical Center	id=g:7151481
De Tour High School	id=g:7151482
Dafter Post Office	id=g:7151483
Rosedale Community Church	id=g:7151484
Brimley Fire Department	id=g:7151485
Saint Francis Xavier Church	id=g:7151486
First Congregational Church	id=g:7151487
Brimley Baptist Church	id=g:7151488
Brimley Post Office	id=g:7151489
Wheels of History Museum	id=g:7151490
Dick Post Office (historical)	id=g:7151491
Brassar Post Office (historical)	id=g:7151492
Bay Mills Post Office (historical)	id=g:7151493
Baie de Wasai Post Office (historical)	id=g:7151494
Saint Barnabas Lutheran Church	id=g:7151495
Calvary Baptist Church	id=g:7151496
Sault Ste Marie Living Word Church	id=g:7151497
Mount Hope Church	id=g:7151498
First Baptist Church	id=g:7151499
Open Door Baptist Church	id=g:7151500
Church of Christ	id=g:7151501
Apostolic Lutheran Church	id=g:7151502
Faith Lutheran Church	id=g:7151503
Church of the Nazarene	id=g:7151504
Free Methodist Church	id=g:7151505
Saint Joseph Church	id=g:7151506
Community Baptist Church	id=g:7151507
His House Christian Fellowship	id=g:7151508
Presbyterian Church	id=g:7151510
Saint James Episcopal Church	id=g:7151511
Sault Ste Marie Wesleyan Church	id=g:7151512
Saint George Greek Orthodox Church	id=g:7151513
Central United Methodist Church	id=g:7151514
Saint Mary's Church	id=g:7151515
First Church of Christ	id=g:7151516
Saint Isaac Jogues Catholic Church	id=g:7151517
Algonquin United Methodist Church	id=g:7151518
Child Evangelism Fellowship	id=g:7151519
Faith Baptist Church	id=g:7151520
Kingdom Hall of Jehovah's Witnesses	id=g:7151521
Donaldson Presbyterian Church	id=g:7151522
Holy Family Church	id=g:7151523
Blessed Kateri Tekakwitha Church	id=g:7151524
Bay Mills Charter School	id=g:7151525
Bay Mills Community College	id=g:7151526
Bay Mills Indian Police Department	id=g:7151527
Bay Mills Medical Clinic	id=g:7151528
Barbeau Post Office (historical)	id=g:7151529
Lake Superior State College Historical Marker	id=g:7151530
New Fort Brady Historical Marker	id=g:7151531
Saint Mary's Pro-Cathedral Historical Marker	id=g:7151532
Larke Road Historical Marker	id=g:7151533
Central Methodist Church Historical Marker	id=g:7151534
Methodist Indian Mission Historical Marker	id=g:7151535
Fort Brady Historical Marker	id=g:7151536
John Johnston House	id=g:7151537
Elmwood Historical Marker	id=g:7151538
John Johnston House Historical Marker	id=g:7151539
Sault Sainte Marie Historical Marker	id=g:7151540
Johnston Family Cemetery	id=g:7151541
Johnston Homesite Historical Marker	id=g:7151542
Emerson Historical Marker	id=g:7151543
Post Office Historical Marker	id=g:7151544
Whitefish Point Post Office (historical)	id=g:7151545
Whitefish Township Historical Marker	id=g:7151546
Shelldrake Historical Marker (historical)	id=g:7151547
Whitefish Point Lighthouse Historical Marker	id=g:7151548
Fort Drummond Historical Marker	id=g:7151549
Oaklawn Chapel Gardens	id=g:7151550
Wilwalk Cemetery	id=g:7151551
South Rudyard Cemetery	id=g:7151552
Riverview Cemetery	id=g:7151553
Presbyterian Cemetery	id=g:7151554
Naomikong Point Cemetery	id=g:7151555
Laitinen Family Cemetery	id=g:7151556
Old Keldon Cemetery	id=g:7151557
Hillcrest Cemetery	id=g:7151558
Gray Cemetery	id=g:7151559
Gem Island Cemetery	id=g:7151560
Dafter Township Cemetery	id=g:7151561
Cottage Park Cemetery	id=g:7151562
Catholic Cemetery	id=g:7151563
Barbeau Cemetery	id=g:7151564
Donaldson	id=g:7151565
Donaldson Cemetery	id=g:7151566
Donaldson Presbyterian Cemetery	id=g:7151567
Whispering Pines Cemetery	id=g:7151568
Paradise Cemetery	id=g:7151569
Our Lady of Victory Cemetery	id=g:7151570
Baptist Cemetery	id=g:7151571
Finnish Cemetery	id=g:7151572
Old Mission Indian Cemetery	id=g:7151573
Duck Island Cemetery	id=g:7151574
Bai-de-wasai Cemetery	id=g:7151575
Brasser Road Cemetery	id=g:7151576
Bayview Cemetery	id=g:7151577
Goetzville Cemetery	id=g:7151578
Maple Ridge Cemetery	id=g:7151579
Flat Rock Post Office (historical)	id=g:7151580
Saint Johns Lutheran Cemetery	id=g:7151581
Johnston Professional Building	id=g:7151582
Curtis National Hand Center	id=g:7151583
Bauernschmidt Building	id=g:7151584
Al Grosche Field	id=g:7151585
Sacred Heart Catholic Cemetery	id=g:7151586
Waukegan Skate Park	id=g:7151587
Rosenwald Cottage	id=g:7151588
Haines Museum	id=g:7151589
Sacred Heart Catholic Church	id=g:7151590
Lilac Cottage	id=g:7151591
Jane Addams Center	id=g:7151592
Jack Benny Center For The Arts	id=g:7151593
Goodfellow Hall	id=g:7151594
Bowen Formal Garden	id=g:7151595
Robinson University Center	id=g:7151596
Douglas Library	id=g:7151597
Harold Washington Hall	id=g:7151598
Salt Creek Hills ACEC	id=g:7151599
Amargosa Canyon	id=g:7151600
Amargosa Canyon Natural Area ACEC	id=g:7151601
Long Valley	id=g:7151602
The Bowl	id=g:7151603
The Meadows	id=g:7151604
The Palisades	id=g:7151605
Sperry Trestle (historical)	id=g:7151606
The Narrows	id=g:7151607
Sperry Wash	id=g:7151608
Tryonville	id=g:7151609
School Number 5 (historical)	id=g:7151610
School Number 8 (historical)	id=g:7151611
School Number 9 (historical)	id=g:7151612
School Number 9 (historical)	id=g:7151613
School Number 11 (historical)	id=g:7151614
School Number 2 (historical)	id=g:7151615
School Number 3 (historical)	id=g:7151616
School Number 4 (historical)	id=g:7151617
School Number 5 (historical)	id=g:7151618
School Number 7 (historical)	id=g:7151619
Saint Peters Church	id=g:7151620
School Number 2 (historical)	id=g:7151621
School Number 7 (historical)	id=g:7151622
Pleasant Corners	id=g:7151623
School Number 2 (historical)	id=g:7151624
School Number 5 (historical)	id=g:7151625
School Number 8 (historical)	id=g:7151626
School Number 12 (historical)	id=g:7151627
School Number 13 (historical)	id=g:7151628
School Number 5 (historical)	id=g:7151629
Glacier Chamber of Commerce	id=g:7151630
Zephyr Field	id=g:7151631
Walsh Post Office (historical)	id=g:7151632
Thompson Post Office (historical)	id=g:7151633
Steuben Post Office (historical)	id=g:7151634
South Manistique Post Office (historical)	id=g:7151635
Seney Post Office	id=g:7151636
Parkington Post Office (historical)	id=g:7151637
Little Harbor Post Office (historical)	id=g:7151638
Hiawatha Post Office (historical)	id=g:7151639
Cusino Post Office (historical)	id=g:7151640
Calspar Post Office (historical)	id=g:7151641
Blaney Park Post Office (historical)	id=g:7151642
Siphon Bridge	id=g:7151643
Rogers Park	id=g:7151644
Manistique City Hall	id=g:7151645
Manistique Fire Department	id=g:7151646
Rural Health Clinic	id=g:7151647
Schoolcraft Memorial Hospital	id=g:7151648
Schoolcraft County Courthouse	id=g:7151649
Schoolcraft Sheriff's Office	id=g:7151650
Manistique Post Office	id=g:7151651
Bethel Baptist Church	id=g:7151652
Saint Francis de Sales Church	id=g:7151653
Zion Lutheran Church	id=g:7151654
First Baptist Church	id=g:7151655
Seventh Day Adventist Church	id=g:7151656
Presbyterian Church	id=g:7151657
Saint Alban's Episcopal Church	id=g:7151658
Manistique Harbor Pentecostal Church	id=g:7151659
Kingdom Hall of Jehovah's Witnesses	id=g:7151660
First United Methodist Church	id=g:7151661
Manistique Bible Church	id=g:7151662
Cedar Grove Mennonite Church	id=g:7151664
Saint Francis De Sales School	id=g:7151665
Bethel Baptist Christian School	id=g:7151666
Manistique Public Library	id=g:7151667
Manistique High School	id=g:7151668
Emerald Elementary School	id=g:7151669
Lincoln Elementary School	id=g:7151670
Schoolcraft Historical Museum	id=g:7151671
Lakeview Park	id=g:7151672
Gulliver Post Office	id=g:7151673
Germfask Post Office	id=g:7151674
Germfask United Methodist Church	id=g:7151675
Cooks Congregational Church	id=g:7151676
Cooks Post Office	id=g:7151677
Thompson/Christmas Tree Ship Historical Marker	id=g:7151678
Bishop Baraga's First Church Historical Marker	id=g:7151679
Lime Kilns Historical Marker (historical)	id=g:7151680
Farley Grave Site	id=g:7151681
Rosemead Airport (historical)	id=g:7151682
Monrovia Airport (historical)	id=g:7151683
Puente Sky Ranch (historical)	id=g:7151684
Central Airport (historical)	id=g:7151685
Alhambra Airport (historical)	id=g:7151686
Bellflower Airport (historical)	id=g:7151687
Pomona Airport (historical)	id=g:7151688
Telegraph Atlantic Airport (historical)	id=g:7151689
Los Angeles Eastside Airport (historical)	id=g:7151690
Vail Field (historical)	id=g:7151691
Stokes Electric Substation	id=g:7151692
Walsenburg City Hall	id=g:7151693
Klein Hotel	id=g:7151694
Kirkpatrick Hotel	id=g:7151695
Saint Charles Hotel	id=g:7151696
Saint Mary's Roman Catholic Church	id=g:7151697
Huerfano County Courthouse	id=g:7151698
Huerfano County Jail	id=g:7151699
First Baptist Church	id=g:7151700
People's Park	id=g:7151701
Walsenburg Post Office	id=g:7151702
Seventh Avenue Public School (historical)	id=g:7151703
Second Spanish Presbyterian Church	id=g:7151704
Community Church	id=g:7151705
Full Gospel Church (historical)	id=g:7151706
Union Depot	id=g:7151707
Church of the Nazarene	id=g:7151708
Huerfano County High School (historical)	id=g:7151709
United Church of Walsenburg	id=g:7151710
Pleasant Grove Missionary Baptist Church - Building 2	id=g:7151711
Pleasant Grove Missionary Baptist Church - Building 1	id=g:7151712
Fort McCoy Cemetery	id=g:7151713
Pleasant Grove Cemetery	id=g:7151714
Fort McCoy Post Office	id=g:7151715
Cougar Park	id=g:7151716
Fort McCoy Public Library	id=g:7151717
Fort McCoy United Methodist Church	id=g:7151718
Marion County Fire-Rescue Station 7	id=g:7151719
Eureka Cemetery	id=g:7151720
Gore's Landing Park	id=g:7151721
New Vision Worship Center	id=g:7151722
Moscow Post Office	id=g:7151723
Saint Marks Episcopal Church	id=g:7151724
First Baptist Church	id=g:7151725
Moscow City Hall	id=g:7151726
Kenworthy Theatre	id=g:7151727
Our Saviors Lutheran Church	id=g:7151728
Central Fire Station	id=g:7151729
First Church of Christ Scientist	id=g:7151730
Church of the Nazarene	id=g:7151731
Seventh Day Adventist Church	id=g:7151732
Emmanuel Lutheran Church	id=g:7151733
Moscow-Latah County Library	id=g:7151734
First United Methodist Church	id=g:7151735
Saint Marys Roman Catholic Church	id=g:7151736
Grace Baptist Church	id=g:7151737
First Presbyterian Church	id=g:7151738
Latah County Courthouse	id=g:7151739
Latah County Jail	id=g:7151740
Church of God	id=g:7151741
McConnell Hall	id=g:7151742
Chrisman Hall	id=g:7151743
Willis Sweet Hall	id=g:7151744
Morrill Hall	id=g:7151745
Canterbury Hall	id=g:7151746
Lindley Hall	id=g:7151747
Ridenbaugh Hall	id=g:7151748
French Hall	id=g:7151749
Hunter Mountain Fire Tower	id=g:7151750
Lower Whitewater Creek	id=g:7151751
Richard Gilliam Field	id=g:7151752
Wiggins Stadium	id=g:7151753
Rams Field	id=g:7151754
Douglas Walker Stadium	id=g:7151755
Ned Bearden Stadium	id=g:7151756
Martin Field	id=g:7151757
David Posey Memorial Stadium	id=g:7151758
Eagles Stadium	id=g:7151759
Oothcalooga Baptist Church Cemetery	id=g:7151760
Adams-Snowden Family Cemetery	id=g:7151761
A M White Lodge Cemetery	id=g:7151762
Oak Ridge Presbyterian Church Cemetery	id=g:7151763
Preakness Reformed Dutch Cemetery	id=g:7151764
Saint Joseph's Roman Catholic Cemetery	id=g:7151765
School Number 1 (historical)	id=g:7151766
School Number 5 (historical)	id=g:7151767
School Number 2 (historical)	id=g:7151768
School Number 4 (historical)	id=g:7151769
School Number 2 (historical)	id=g:7151770
School Number 3 (historical)	id=g:7151771
School Number 10 (historical)	id=g:7151772
Cobin Church (historical)	id=g:7151773
Baron Von Steuben Monument	id=g:7151774
Number 2 School (historical)	id=g:7151775
Number 6 School (historical)	id=g:7151776
School Number 4 (historical)	id=g:7151777
School Number 4 (historical)	id=g:7151778
School Number 7 (historical)	id=g:7151779
School Number 9 (historical)	id=g:7151780
Alger School (historical)	id=g:7151781
Bates School (historical)	id=g:7151782
Evans School (historical)	id=g:7151783
Pasadena School (historical)	id=g:7151784
School Number 6 (historical)	id=g:7151785
Webster Hill School (historical)	id=g:7151786
School Number 1 (historical)	id=g:7151787
School Number 3 (historical)	id=g:7151788
School Number 8 (historical)	id=g:7151789
School Number 9 (historical)	id=g:7151790
School Number 12 (historical)	id=g:7151791
School Number 5 (historical)	id=g:7151792
Sherman Cemetery	id=g:7151793
Weeber Cemetery	id=g:7151794
Union Church (historical)	id=g:7151795
School Number 4 (historical)	id=g:7151796
Five Rivers Environmental Education Center	id=g:7151797
School Number 14 (historical)	id=g:7151798
Beaver Dam (historical)	id=g:7151799
School Number 2 (historical)	id=g:7151800
School Number 2 (historical)	id=g:7151801
School Number 5 (historical)	id=g:7151802
School Number 5 (historical)	id=g:7151803
School Number 5 (historical)	id=g:7151804
School Number 6 (historical)	id=g:7151805
School Number 8 (historical)	id=g:7151806
School Number 9 (historical)	id=g:7151807
Keuka Cemetery	id=g:7151808
Edgar Water Tower	id=g:7151809
Edgar Post Office	id=g:7151810
Fort McCoy OCB Electric Substation	id=g:7151811
Saint Jude Temple Pentecostal Church	id=g:7151812
The Word of Faith Church	id=g:7151813
Community Church of God	id=g:7151814
Johnson Cemetery	id=g:7151815
Irene M Walker Head Start Center	id=g:7151816
Orange Springs Post Office	id=g:7151817
Orange Springs Community Church	id=g:7151818
Orange Springs Cemetery	id=g:7151819
Orange Springs Park	id=g:7151820
Interlachen Seventh-Day Adventist Church	id=g:7151821
Interlachen Church of the Nazarene	id=g:7151822
Interlachen Elementary School	id=g:7151823
Faith Baptist Church	id=g:7151824
George Washington Alexander Cemetery	id=g:7151825
Dowda Park	id=g:7151826
First Congregational Church	id=g:7151827
Interlachen Water Tower	id=g:7151828
Interlachen Fire Department Station 4	id=g:7151829
Cornelius Baptist Church (historical)	id=g:7151830
Cornelius Cemetery	id=g:7151831
Bethel First Christian Church	id=g:7151832
Walnut Sheriffs Station	id=g:7151833
Lakewood Sheriffs Station	id=g:7151834
Marion County Fire/Rescue Station 13	id=g:7151835
Industry Sheriffs Station	id=g:7151836
Norwalk Sheriffs Station	id=g:7151837
First Baptist Church of Orange Springs	id=g:7151838
Pico Rivera Sheriffs Station	id=g:7151839
San Dimas Sheriffs Station	id=g:7151840
Cerritos Sheriffs Station	id=g:7151841
Forest Baptist Church	id=g:7151842
Hog Valley Volunteer Fire Department Station 8	id=g:7151843
Compton Sheriffs Station	id=g:7151844
Century Sheriffs Station	id=g:7151845
Carson Sheriffs Station	id=g:7151846
Lennox Sheriffs Station	id=g:7151847
Lawndale Sheriff's Service Center	id=g:7151848
Lomita Sheriffs Station	id=g:7151849
Marina Del Rey Sheriffs Station	id=g:7151850
Temple Sheriffs Station	id=g:7151851
Southwest Community Police Station	id=g:7151852
Southeast Community Police Station	id=g:7151853
Alford-Watson Cemetery	id=g:7151854
Allatoona-Universalist Church Cemetery	id=g:7151855
Grace Episcopal Church	id=g:7151856
Trinity Lutheran Church (historical)	id=g:7151857
Kingdom Hall of Jehovahs Witnesses (historical)	id=g:7151858
Iglesia Del Nazareno	id=g:7151859
Wesleyan Holiness Church (historical)	id=g:7151860
First Church of Christ Scientist	id=g:7151861
First Christian Church	id=g:7151862
Nampa Friends Church	id=g:7151863
Church of the Brethren	id=g:7151864
First Methodist Church	id=g:7151865
Calvary Baptist Church	id=g:7151866
Nampa City Hall	id=g:7151867
Foursquare Church	id=g:7151868
Seventh Day Adventist Church	id=g:7151869
First Church of the Nazarene	id=g:7151870
Saint Paul's Roman Catholic Church	id=g:7151871
Central Assembly Building	id=g:7151872
First Baptist Church	id=g:7151873
United Presbyterian Church	id=g:7151874
Carnegie Public Library (historical)	id=g:7151875
Adelaide Theatre	id=g:7151876
Lakeview Church of the Nazarene	id=g:7151877
Mercy Hospital (historical)	id=g:7151878
Misericordia Hall	id=g:7151879
Church of God	id=g:7151880
Assembly of God Church	id=g:7151881
Elmore Hall	id=g:7151882
Chapman Hall (historical)	id=g:7151883
Emerson Administration Building	id=g:7151884
Samaritan General Hospital (historical)	id=g:7151885
Nampa Post Office	id=g:7151886
College Church of the Nazarene	id=g:7151887
Riley Library	id=g:7151888
Wiley Learning Center	id=g:7151889
Trinidad City Hall	id=g:7151890
Fox Theatre	id=g:7151891
First Presbyterian Church	id=g:7151892
Colonial Hotel	id=g:7151893
Toltec Hotel	id=g:7151894
Holy Trinity Roman Catholic Church	id=g:7151895
Holy Trinity School	id=g:7151896
Animas Street Gospel Hall	id=g:7151897
Trinidad Revival Center	id=g:7151898
Trinidad Post Office	id=g:7151899
Baca Pioneer Museum	id=g:7151901
Iglesia Presbiteriana	id=g:7151902
Temple Aaron	id=g:7151903
Las Animas County Courthouse	id=g:7151904
Rice Junior High School (historical)	id=g:7151905
First Christian Church	id=g:7151906
Memorial Square	id=g:7151907
