Cervera del Río Alhama	id=g:6359037
Noreña	id=g:6359945
Onís	id=g:6359946
Oviedo	id=g:6359947
Parres	id=g:6359948
Peñamellera Alta	id=g:6359949
Peñamellera Baja	id=g:6359950
Pesoz	id=g:6359951
Piloña	id=g:6359952
Ponga	id=g:6359953
Pravia	id=g:6359954
Proaza	id=g:6359955
Quirós	id=g:6359956
Regueras (Las)	id=g:6359957
Ribadedeva	id=g:6359958
Ribadesella	id=g:6359959
Ribera de Arriba	id=g:6359960
Riosa	id=g:6359961
Salas	id=g:6359962
San Martín de Oscos	id=g:6359963
Santa Eulalia de Oscos	id=g:6359964
San Tirso de Abres	id=g:6359965
Santo Adriano	id=g:6359966
Sariego	id=g:6359967
Sobrescobio	id=g:6359968
Somiedo	id=g:6359969
Soto del Barco	id=g:6359970
Tapia de Casariego	id=g:6359971
Taramundi	id=g:6359972
Teverga	id=g:6359973
Tineo	id=g:6359974
Vegadeo	id=g:6359975
Villanueva de Oscos	id=g:6359976
Villaviciosa	id=g:6359977
Villayón	id=g:6359978
Yernes y Tameza	id=g:6359979
Abarca de Campos	id=g:6359980
Abia de las Torres	id=g:6359981
Aguilar de Campóo	id=g:6359982
Alar del Rey	id=g:6359983
Alba de Cerrato	id=g:6359984
Amayuelas de Arriba	id=g:6359985
Ampudia	id=g:6359986
Amusco	id=g:6359987
Antigüedad	id=g:6359988
Arconada	id=g:6359989
Astudillo	id=g:6359990
Autilla del Pino	id=g:6359991
Autillo de Campos	id=g:6359992
Ayuela	id=g:6359993
Baltanás	id=g:6359994
Venta de Baños	id=g:6359995
Baquerín de Campos	id=g:6359996
Bárcena de Campos	id=g:6359997
Barruelo de Santullán	id=g:6359998
Báscones de Ojeda	id=g:6359999
Becerril de Campos	id=g:6360000
Belmonte de Campos	id=g:6360001
Berzosilla	id=g:6360002
Boada de Campos	id=g:6360003
Boadilla del Camino	id=g:6360004
Boadilla de Rioseco	id=g:6360005
Brañosera	id=g:6360006
Buenavista de Valdavia	id=g:6360007
Bustillo de la Vega	id=g:6360008
Bustillo del Páramo de Carrión	id=g:6360009
Calahorra de Boedo	id=g:6360010
Calzada de los Molinos	id=g:6360011
Capillas	id=g:6360012
Cardeñosa de Volpejera	id=g:6360013
Carrión de los Condes	id=g:6360014
Castil de Vela	id=g:6360015
Castrejón de la Peña	id=g:6360016
Castrillo de Don Juan	id=g:6360017
Castrillo de Onielo	id=g:6360018
Castrillo de Villavega	id=g:6360019
Castromocho	id=g:6360020
Cervatos de la Cueza	id=g:6360021
Cervera de Pisuerga	id=g:6360022
Cevico de la Torre	id=g:6360023
Cevico Navero	id=g:6360024
Cisneros	id=g:6360025
Cobos de Cerrato	id=g:6360026
Collazos de Boedo	id=g:6360027
Congosto de Valdavia	id=g:6360028
Cordovilla la Real	id=g:6360029
Cubillas de Cerrato	id=g:6360030
Dehesa de Montejo	id=g:6360031
Dehesa de Romanos	id=g:6360032
Dueñas	id=g:6360033
Espinosa de Cerrato	id=g:6360034
Espinosa de Villagonzalo	id=g:6360035
Frechilla	id=g:6360036
Fresno del Río	id=g:6360037
Frómista	id=g:6360038
Fuentes de Nava	id=g:6360039
Fuentes de Valdepero	id=g:6360040
Grijota	id=g:6360041
Guardo	id=g:6360042
Guaza de Campos	id=g:6360043
Hérmedes de Cerrato	id=g:6360044
Herrera de Pisuerga	id=g:6360045
Herrera de Valdecañas	id=g:6360046
Hontoria de Cerrato	id=g:6360047
Hornillos de Cerrato	id=g:6360048
Husillos	id=g:6360049
Itero de la Vega	id=g:6360050
Lagartos	id=g:6360051
Lantadilla	id=g:6360052
Vid de Ojeda (La)	id=g:6360053
Ledigos	id=g:6360054
Lomas	id=g:6360055
Magaz de Pisuerga	id=g:6360056
Manquillos	id=g:6360057
Mantinos	id=g:6360058
Marcilla de Campos	id=g:6360059
Mazariegos	id=g:6360060
Mazuecos de Valdeginate	id=g:6360061
Melgar de Yuso	id=g:6360062
Meneses de Campos	id=g:6360063
Micieces de Ojeda	id=g:6360064
Monzón de Campos	id=g:6360065
Moratinos	id=g:6360066
Mudá	id=g:6360067
Nogal de las Huertas	id=g:6360068
Olea de Boedo	id=g:6360069
Olmos de Ojeda	id=g:6360070
Osornillo	id=g:6360071
Palencia	id=g:6360072
Palenzuela	id=g:6360073
Páramo de Boedo	id=g:6360074
Paredes de Nava	id=g:6360075
Payo de Ojeda	id=g:6360076
Pedraza de Campos	id=g:6360077
Pedrosa de la Vega	id=g:6360078
Perales	id=g:6360079
Pino del Río	id=g:6360080
Piña de Campos	id=g:6360081
Población de Arroyo	id=g:6360082
Población de Campos	id=g:6360083
Población de Cerrato	id=g:6360084
Polentinos	id=g:6360085
Pomar de Valdivia	id=g:6360086
Poza de la Vega	id=g:6360087
Pozo de Urama	id=g:6360088
Prádanos de Ojeda	id=g:6360089
Puebla de Valdavia (La)	id=g:6360090
Quintana del Puente	id=g:6360091
Quintanilla de Onsoña	id=g:6360092
Reinoso de Cerrato	id=g:6360093
Renedo de la Vega	id=g:6360094
Requena de Campos	id=g:6360095
Respenda de la Peña	id=g:6360096
Revenga de Campos	id=g:6360097
Revilla de Collazos	id=g:6360098
Ribas de Campos	id=g:6360099
Riberos de la Cueza	id=g:6360100
Saldaña	id=g:6360101
Salinas de Pisuerga	id=g:6360102
San Cebrián de Campos	id=g:6360103
San Cebrián de Mudá	id=g:6360104
San Cristóbal de Boedo	id=g:6360105
San Mamés de Campos	id=g:6360106
San Román de la Cuba	id=g:6360107
Santa Cecilia del Alcor	id=g:6360108
Santa Cruz de Boedo	id=g:6360109
Santervás de la Vega	id=g:6360110
Santibáñez de Ecla	id=g:6360111
Santibáñez de la Peña	id=g:6360112
Santoyo	id=g:6360113
Serna (La)	id=g:6360114
Sotobañado y Priorato	id=g:6360115
Soto de Cerrato	id=g:6360116
Tabanera de Cerrato	id=g:6360117
Tabanera de Valdavia	id=g:6360118
Támara de Campos	id=g:6360119
Tariego de Cerrato	id=g:6360120
Torquemada	id=g:6360121
Torremormojón	id=g:6360122
Triollo	id=g:6360123
Valbuena de Pisuerga	id=g:6360124
Valdeolmillos	id=g:6360125
Valderrábano	id=g:6360126
Valde-Ucieza	id=g:6360127
Valle de Cerrato	id=g:6360128
Velilla del Río Carrión	id=g:6360129
Vertavillo	id=g:6360130
Villabasta de Valdavia	id=g:6360131
Villacidaler	id=g:6360132
Villaconancio	id=g:6360133
Villada	id=g:6360134
Villaeles de Valdavia	id=g:6360135
Villahán	id=g:6360136
Villaherreros	id=g:6360137
Villalaco	id=g:6360138
Villalba de Guardo	id=g:6360139
Villalcázar de Sirga	id=g:6360140
Villalcón	id=g:6360141
Villalobón	id=g:6360142
Villaluenga de la Vega	id=g:6360143
Villamartín de Campos	id=g:6360144
Villamediana	id=g:6360145
Villameriel	id=g:6360146
Villamoronta	id=g:6360147
Villamuera de la Cueza	id=g:6360148
Villamuriel de Cerrato	id=g:6360149
Villanueva del Rebollar	id=g:6360150
Villanuño de Valdavia	id=g:6360151
Villaprovedo	id=g:6360152
Villarmentero de Campos	id=g:6360153
Villarrabé	id=g:6360154
Villarramiel	id=g:6360155
Villasarracino	id=g:6360156
Villasila de Valdavia	id=g:6360157
Villaturde	id=g:6360158
Villaumbrales	id=g:6360159
Villaviudas	id=g:6360160
Villerías de Campos	id=g:6360161
Villodre	id=g:6360162
Villodrigo	id=g:6360163
Villoldo	id=g:6360164
Villota del Páramo	id=g:6360165
Villovieco	id=g:6360166
Osorno la Mayor	id=g:6360167
Valle del Retortillo	id=g:6360168
Loma de Ucieza	id=g:6360169
Pernía (La)	id=g:6360170
Agaete	id=g:6360171
Agüimes	id=g:6360172
Antigua	id=g:6360173
Arrecife	id=g:6360174
Artenara	id=g:6360175
Arucas	id=g:6360176
Betancuria	id=g:6360177
Firgas	id=g:6360178
Gáldar	id=g:6360179
Haría	id=g:6360180
Ingenio	id=g:6360181
Mogán	id=g:6360182
Moya	id=g:6360183
Oliva (La)	id=g:6360184
Pájara	id=g:6360185
Las Palmas de Gran Canaria	id=g:6360186
Puerto del Rosario	id=g:6360187
San Bartolomé	id=g:6360188
San Bartolomé de Tirajana	id=g:6360189
Aldea de San Nicolás (La)	id=g:6360190
Santa Brígida	id=g:6360191
Santa Lucía de Tirajana	id=g:6360192
Santa María de Guía de Gran Canaria	id=g:6360193
Teguise	id=g:6360194
Tejeda	id=g:6360195
Telde	id=g:6360196
Teror	id=g:6360197
Tías	id=g:6360198
Tinajo	id=g:6360199
Tuineje	id=g:6360200
Valsequillo de Gran Canaria	id=g:6360201
Valleseco	id=g:6360202
Vega de San Mateo	id=g:6360203
Yaiza	id=g:6360204
Arbo	id=g:6360205
Barro	id=g:6360206
Baiona	id=g:6360207
Bueu	id=g:6360208
Caldas de Reis	id=g:6360209
Cambados	id=g:6360210
Cangas	id=g:6360211
Cañiza (A)	id=g:6360212
Catoira	id=g:6360213
Cerdedo	id=g:6360214
Covelo	id=g:6360215
Crecente	id=g:6360216
Cuntis	id=g:6360217
Dozón	id=g:6360218
Estrada (A)	id=g:6360219
Forcarei	id=g:6360220
Fornelos de Montes	id=g:6360221
Agolada	id=g:6360222
Gondomar	id=g:6360223
Grove (O)	id=g:6360224
Guarda (A)	id=g:6360225
Lama (A)	id=g:6360226
Marín	id=g:6360227
Meaño	id=g:6360228
Meis	id=g:6360229
Moaña	id=g:6360230
Mondariz	id=g:6360231
Mondariz-Balneario	id=g:6360232
Moraña	id=g:6360233
Neves (As)	id=g:6360234
Nigrán	id=g:6360235
Oia	id=g:6360236
Pontevedra	id=g:6360237
Porriño (O)	id=g:6360238
Portas	id=g:6360239
Poio	id=g:6360240
Ponteareas	id=g:6360241
Ponte Caldelas	id=g:6360242
Pontecesures	id=g:6360243
Ribadumia	id=g:6360244
Rodeiro	id=g:6360245
Rosal (O)	id=g:6360246
Salvaterra de Miño	id=g:6360247
Sanxenxo	id=g:6360248
Silleda	id=g:6360249
Soutomaior	id=g:6360250
Tomiño	id=g:6360251
Tui	id=g:6360252
Valga	id=g:6360253
Vigo	id=g:6360254
Vilaboa	id=g:6360255
Vilagarcía de Arousa	id=g:6360256
Vilanova de Arousa	id=g:6360257
Illa de Arousa (A)	id=g:6360258
Abusejo	id=g:6360259
Agallas	id=g:6360260
Ahigal de los Aceiteros	id=g:6360261
Ahigal de Villarino	id=g:6360262
Alameda de Gardón (La)	id=g:6360263
Alamedilla (La)	id=g:6360264
Alaraz	id=g:6360265
Alba de Tormes	id=g:6360266
Alba de Yeltes	id=g:6360267
Alberca (La)	id=g:6360268
Alberguería de Argañán (La)	id=g:6360269
Alconada	id=g:6360270
Aldeacipreste	id=g:6360271
Aldeadávila de la Ribera	id=g:6360272
Aldea del Obispo	id=g:6360273
Aldealengua	id=g:6360274
Aldeanueva de Figueroa	id=g:6360275
Aldeanueva de la Sierra	id=g:6360276
Aldearrodrigo	id=g:6360277
Aldearrubia	id=g:6360278
Aldeaseca de Alba	id=g:6360279
Aldeaseca de la Frontera	id=g:6360280
Aldeatejada	id=g:6360281
Aldeavieja de Tormes	id=g:6360282
Aldehuela de la Bóveda	id=g:6360283
Aldehuela de Yeltes	id=g:6360284
Almenara de Tormes	id=g:6360285
Anaya de Alba	id=g:6360286
Añover de Tormes	id=g:6360287
Arabayona de Mógica	id=g:6360288
Arapiles	id=g:6360289
Arcediano	id=g:6360290
Arco (El)	id=g:6360291
Armenteros	id=g:6360292
San Miguel del Robledo	id=g:6360293
Atalaya (La)	id=g:6360294
Babilafuente	id=g:6360295
Bañobárez	id=g:6360296
Barbadillo	id=g:6360297
Barbalos	id=g:6360298
Barceo	id=g:6360299
Barruecopardo	id=g:6360300
Bastida (La)	id=g:6360301
Béjar	id=g:6360302
Beleña	id=g:6360303
Bermellar	id=g:6360304
Berrocal de Huebra	id=g:6360305
Berrocal de Salvatierra	id=g:6360306
Boada	id=g:6360307
Bodón (El)	id=g:6360308
Bogajo	id=g:6360309
La Bouza	id=g:6360310
Bóveda del Río Almar	id=g:6360311
Brincones	id=g:6360312
Buenamadre	id=g:6360313
Buenavista	id=g:6360314
Cabaco (El)	id=g:6360315
Cabezabellosa de la Calzada	id=g:6360316
Cabeza de Béjar (La)	id=g:6360317
Cabeza del Caballo	id=g:6360318
Cabrerizos	id=g:6360319
Cabrillas	id=g:6360320
Calvarrasa de Abajo	id=g:6360321
Calvarrasa de Arriba	id=g:6360322
Calzada de Béjar (La)	id=g:6360323
Calzada de Don Diego	id=g:6360324
Calzada de Valdunciel	id=g:6360325
Campillo de Azaba	id=g:6360326
Campo de Peñaranda (El)	id=g:6360327
Candelario	id=g:6360328
Canillas de Abajo	id=g:6360329
Cantagallo	id=g:6360330
Cantalapiedra	id=g:6360331
Cantalpino	id=g:6360332
Cantaracillo	id=g:6360333
Carbajosa de la Sagrada	id=g:6360334
Carpio de Azaba	id=g:6360335
Carrascal de Barregas	id=g:6360336
Carrascal del Obispo	id=g:6360337
Casafranca	id=g:6360338
Casas del Conde (Las)	id=g:6360339
Casillas de Flores	id=g:6360340
Castellanos de Moriscos	id=g:6360341
Castillejo de Martín Viejo	id=g:6360342
Castraz	id=g:6360343
Cepeda	id=g:6360344
Cereceda de la Sierra	id=g:6360345
Cerezal de Peñahorcada	id=g:6360346
Cerralbo	id=g:6360347
Cerro (El)	id=g:6360348
Cespedosa de Tormes	id=g:6360349
Cilleros de la Bastida	id=g:6360350
Cipérez	id=g:6360351
Ciudad Rodrigo	id=g:6360352
Coca de Alba	id=g:6360353
Colmenar de Montemayor	id=g:6360354
Cordovilla	id=g:6360355
Cubo de Don Sancho (El)	id=g:6360356
Chagarcía Medianero	id=g:6360357
Dios le Guarde	id=g:6360358
Doñinos de Ledesma	id=g:6360359
Doñinos de Salamanca	id=g:6360360
Ejeme	id=g:6360361
Encina (La)	id=g:6360362
Encina de San Silvestre	id=g:6360363
Encinas de Abajo	id=g:6360364
Encinas de Arriba	id=g:6360365
Encinasola de los Comendadores	id=g:6360366
Endrinal	id=g:6360367
Escurial de la Sierra	id=g:6360368
Espadaña	id=g:6360369
Espeja	id=g:6360370
Espino de la Orbada	id=g:6360371
Florida de Liébana	id=g:6360372
Forfoleda	id=g:6360373
Frades de la Sierra	id=g:6360374
Fregeneda (La)	id=g:6360375
Fresnedoso	id=g:6360376
Fresno Alhándiga	id=g:6360377
Fuente de San Esteban (La)	id=g:6360378
Fuenteguinaldo	id=g:6360379
Fuenteliante	id=g:6360380
Fuenterroble de Salvatierra	id=g:6360381
Fuentes de Béjar	id=g:6360382
Fuentes de Oñoro	id=g:6360383
Gajates	id=g:6360384
Galindo y Perahuy	id=g:6360385
Galinduste	id=g:6360386
Galisancho	id=g:6360387
Gallegos de Argañán	id=g:6360388
Gallegos de Solmirón	id=g:6360389
Garcibuey	id=g:6360390
Garcihernández	id=g:6360391
Garcirrey	id=g:6360392
Gejuelo del Barro	id=g:6360393
Golpejas	id=g:6360394
Gomecello	id=g:6360395
Guadramiro	id=g:6360396
Guijo de Ávila	id=g:6360397
Guijuelo	id=g:6360398
Herguijuela de Ciudad Rodrigo	id=g:6360399
Herguijuela de la Sierra	id=g:6360400
Herguijuela del Campo	id=g:6360401
Hinojosa de Duero	id=g:6360402
Horcajo de Montemayor	id=g:6360403
Horcajo Medianero	id=g:6360404
Hoya (La)	id=g:6360405
Huerta	id=g:6360406
Iruelos	id=g:6360407
Ituero de Azaba	id=g:6360408
Juzbado	id=g:6360409
Lagunilla	id=g:6360410
Larrodrigo	id=g:6360411
Ledesma	id=g:6360412
Ledrada	id=g:6360413
Linares de Riofrío	id=g:6360414
Lumbrales	id=g:6360415
Macotera	id=g:6360416
Machacón	id=g:6360417
Madroñal	id=g:6360418
Maíllo (El)	id=g:6360419
Malpartida	id=g:6360420
Mancera de Abajo	id=g:6360421
Manzano (El)	id=g:6360422
Martiago	id=g:6360423
Martinamor	id=g:6360424
Martín de Yeltes	id=g:6360425
Masueco	id=g:6360426
Castellanos de Villiquera	id=g:6360427
Mata de Ledesma (La)	id=g:6360428
Matilla de los Caños del Río	id=g:6360429
Maya (La)	id=g:6360430
Membribe de la Sierra	id=g:6360431
Mieza	id=g:6360432
Milano (El)	id=g:6360433
Miranda de Azán	id=g:6360434
Miranda del Castañar	id=g:6360435
Mogarraz	id=g:6360436
Molinillo	id=g:6360437
Monforte de la Sierra	id=g:6360438
Monleón	id=g:6360439
Monleras	id=g:6360440
Monsagro	id=g:6360441
Montejo	id=g:6360442
Montemayor del Río	id=g:6360443
Monterrubio de Armuña	id=g:6360444
Monterrubio de la Sierra	id=g:6360445
Morasverdes	id=g:6360446
Morille	id=g:6360447
Moríñigo	id=g:6360448
Moriscos	id=g:6360449
Moronta	id=g:6360450
Mozárbez	id=g:6360451
Narros de Matalayegua	id=g:6360452
Navacarros	id=g:6360453
Nava de Béjar	id=g:6360454
Nava de Francia	id=g:6360455
Nava de Sotrobal	id=g:6360456
Navales	id=g:6360457
Navalmoral de Béjar	id=g:6360458
Navamorales	id=g:6360459
Navarredonda de la Rinconada	id=g:6360460
Navasfrías	id=g:6360461
Negrilla de Palencia	id=g:6360462
Olmedo de Camaces	id=g:6360463
Orbada (La)	id=g:6360464
Pajares de la Laguna	id=g:6360465
Palacios del Arzobispo	id=g:6360466
Palaciosrubios	id=g:6360467
Palencia de Negrilla	id=g:6360468
Parada de Arriba	id=g:6360469
Parada de Rubiales	id=g:6360470
Paradinas de San Juan	id=g:6360471
Pastores	id=g:6360472
Payo (El)	id=g:6360473
Pedraza de Alba	id=g:6360474
Pedrosillo de Alba	id=g:6360475
Pedrosillo de los Aires	id=g:6360476
Pedrosillo el Ralo	id=g:6360477
Pedroso de la Armuña (El)	id=g:6360478
Pelabravo	id=g:6360479
Pelarrodríguez	id=g:6360480
Pelayos	id=g:6360481
Peña (La)	id=g:6360482
Peñacaballera	id=g:6360483
Peñaparda	id=g:6360484
Peñaranda de Bracamonte	id=g:6360485
Peñarandilla	id=g:6360486
Peralejos de Abajo	id=g:6360487
Peralejos de Arriba	id=g:6360488
Pereña de la Ribera	id=g:6360489
Peromingo	id=g:6360490
Pinedas	id=g:6360491
Pino de Tormes (El)	id=g:6360492
Pitiegua	id=g:6360493
Pizarral	id=g:6360494
Poveda de las Cintas	id=g:6360495
Pozos de Hinojo	id=g:6360496
Puebla de Azaba	id=g:6360497
Puebla de San Medel	id=g:6360498
Puebla de Yeltes	id=g:6360499
Puente del Congosto	id=g:6360500
Puertas	id=g:6360501
Puerto de Béjar	id=g:6360502
Puerto Seguro	id=g:6360503
Rágama	id=g:6360504
Redonda (La)	id=g:6360505
Retortillo	id=g:6360506
Rinconada de la Sierra (La)	id=g:6360507
Robleda	id=g:6360508
Robliza de Cojos	id=g:6360509
Rollán	id=g:6360510
Saelices el Chico	id=g:6360511
Sagrada (La)	id=g:6360512
Salamanca	id=g:6360513
Saldeana	id=g:6360514
Salmoral	id=g:6360515
Salvatierra de Tormes	id=g:6360516
San Cristóbal de la Cuesta	id=g:6360517
Sancti-Spíritus	id=g:6360518
Sanchón de la Ribera	id=g:6360519
Sanchón de la Sagrada	id=g:6360520
Sanchotello	id=g:6360521
Sando	id=g:6360522
San Esteban de la Sierra	id=g:6360523
San Felices de los Gallegos	id=g:6360524
San Martín del Castañar	id=g:6360525
San Miguel de Valero	id=g:6360526
San Morales	id=g:6360527
San Muñoz	id=g:6360528
San Pedro del Valle	id=g:6360529
San Pedro de Rozados	id=g:6360530
San Pelayo de Guareña	id=g:6360531
Santa María de Sando	id=g:6360532
Santa Marta de Tormes	id=g:6360533
Santiago de la Puebla	id=g:6360534
Santibáñez de Béjar	id=g:6360535
Santibáñez de la Sierra	id=g:6360536
Santiz	id=g:6360537
Santos (Los)	id=g:6360538
Sardón de los Frailes	id=g:6360539
Saucelle	id=g:6360540
Sahugo (El)	id=g:6360541
Sepulcro-Hilario	id=g:6360542
Sequeros	id=g:6360543
Serradilla del Arroyo	id=g:6360544
Serradilla del Llano	id=g:6360545
Sierpe (La)	id=g:6360546
Sieteiglesias de Tormes	id=g:6360547
Sobradillo	id=g:6360548
Sorihuela	id=g:6360549
Sotoserrano	id=g:6360550
Tabera de Abajo	id=g:6360551
Tala (La)	id=g:6360552
Tamames	id=g:6360553
Tarazona de Guareña	id=g:6360554
Tardáguila	id=g:6360555
Tejado (El)	id=g:6360556
Tejeda y Segoyuela	id=g:6360557
Tenebrón	id=g:6360558
Terradillos	id=g:6360559
Topas	id=g:6360560
Tordillos	id=g:6360561
Tornadizo (El)	id=g:6360562
Torresmenudas	id=g:6360563
Trabanca	id=g:6360564
Tremedal de Tormes	id=g:6360565
Valdecarros	id=g:6360566
Valdefuentes de Sangusín	id=g:6360567
Valdehijaderos	id=g:6360568
Valdelacasa	id=g:6360569
Valdelageve	id=g:6360570
Valdelosa	id=g:6360571
Valdemierque	id=g:6360572
Valderrodrigo	id=g:6360573
Valdunciel	id=g:6360574
Valero	id=g:6360575
Valsalabroso	id=g:6360576
Valverde de Valdelacasa	id=g:6360577
Valverdón	id=g:6360578
Vallejera de Riofrío	id=g:6360579
Vecinos	id=g:6360580
Vega de Tirados	id=g:6360581
Veguillas (Las)	id=g:6360582
Vellés (La)	id=g:6360583
Ventosa del Río Almar	id=g:6360584
Vídola (La)	id=g:6360585
Vilvestre	id=g:6360586
Villaflores	id=g:6360587
Villagonzalo de Tormes	id=g:6360588
Villalba de los Llanos	id=g:6360589
Villamayor	id=g:6360590
Villanueva del Conde	id=g:6360591
Villar de Argañán	id=g:6360592
Villar de Ciervo	id=g:6360593
Villar de Gallimazo	id=g:6360594
Villar de la Yegua	id=g:6360595
Villar de Peralonso	id=g:6360596
Villar de Samaniego	id=g:6360597
Villares de la Reina	id=g:6360598
Villares de Yeltes	id=g:6360599
Villarino de los Aires	id=g:6360600
Villarmayor	id=g:6360601
Villarmuerto	id=g:6360602
Villasbuenas	id=g:6360603
Villasdardo	id=g:6360604
Villaseco de los Gamitos	id=g:6360605
Villaseco de los Reyes	id=g:6360606
Villasrubias	id=g:6360607
Villaverde de Guareña	id=g:6360608
Villavieja de Yeltes	id=g:6360609
Villoria	id=g:6360610
Villoruela	id=g:6360611
Vitigudino	id=g:6360612
Yecla de Yeltes	id=g:6360613
Zamarra	id=g:6360614
Zamayón	id=g:6360615
Zarapicos	id=g:6360616
Zarza de Pumareda (La)	id=g:6360617
Zorita de la Frontera	id=g:6360618
Adeje	id=g:6360619
Arafo	id=g:6360620
Arico	id=g:6360621
Arona	id=g:6360622
Buenavista del Norte	id=g:6360623
Candelaria	id=g:6360624
Fasnia	id=g:6360625
Garachico	id=g:6360626
Granadilla de Abona	id=g:6360627
La Guancha	id=g:6360628
Guía de Isora	id=g:6360629
Güímar	id=g:6360630
Icod de los Vinos	id=g:6360631
Matanza de Acentejo (La)	id=g:6360632
Orotava (La)	id=g:6360633
Puerto de la Cruz	id=g:6360634
Realejos (Los)	id=g:6360635
San Juan de la Rambla	id=g:6360636
San Miguel de Abona	id=g:6360637
Santa Cruz de Tenerife	id=g:6360638
Santa Úrsula	id=g:6360639
Santiago del Teide	id=g:6360640
Sauzal (El)	id=g:6360641
Silos (Los)	id=g:6360642
Tacoronte	id=g:6360643
Tanque (El)	id=g:6360644
Tegueste	id=g:6360645
Victoria de Acentejo (La)	id=g:6360646
Vilaflor	id=g:6360647
Alfoz de Lloredo	id=g:6360648
Ampuero	id=g:6360649
Anievas	id=g:6360650
Arenas de Iguña	id=g:6360651
Argoños	id=g:6360652
Arnuero	id=g:6360653
Arredondo	id=g:6360654
Astillero (El)	id=g:6360655
Bárcena de Cicero	id=g:6360656
Bárcena de Pie de Concha	id=g:6360657
Bareyo	id=g:6360658
Cabezón de la Sal	id=g:6360659
Cabezón de Liébana	id=g:6360660
Cabuérniga	id=g:6360661
Camaleño	id=g:6360662
Camargo	id=g:6360663
Campoo de Yuso	id=g:6360664
Cartes	id=g:6360665
Castañeda	id=g:6360666
Castro-Urdiales	id=g:6360667
Cieza	id=g:6360668
Cillorigo de Liébana	id=g:6360669
Colindres	id=g:6360670
Comillas	id=g:6360671
Corrales de Buelna (Los)	id=g:6360672
Corvera de Toranzo	id=g:6360673
Campoo de Enmedio	id=g:6360674
Entrambasaguas	id=g:6360675
Escalante	id=g:6360676
Guriezo	id=g:6360677
Hazas de Cesto	id=g:6360678
Hermandad de Campoo de Suso	id=g:6360679
Herrerías	id=g:6360680
Lamasón	id=g:6360681
Laredo	id=g:6360682
Liendo	id=g:6360683
Limpias	id=g:6360684
Luena	id=g:6360685
Marina de Cudeyo	id=g:6360686
Mazcuerras	id=g:6360687
Medio Cudeyo	id=g:6360688
Meruelo	id=g:6360689
Miengo	id=g:6360690
Miera	id=g:6360691
Molledo	id=g:6360692
Noja	id=g:6360693
Penagos	id=g:6360694
Peñarrubia	id=g:6360695
Pesaguero	id=g:6360696
Pesquera	id=g:6360697
Polaciones	id=g:6360698
Polanco	id=g:6360699
Potes	id=g:6360700
Puente Viesgo	id=g:6360701
Ramales de la Victoria	id=g:6360702
Rasines	id=g:6360703
Reinosa	id=g:6360704
Reocín	id=g:6360705
Ribamontán al Mar	id=g:6360706
Ribamontán al Monte	id=g:6360707
Rionansa	id=g:6360708
Riotuerto	id=g:6360709
Rozas de Valdearroyo (Las)	id=g:6360710
Ruente	id=g:6360711
Ruesga	id=g:6360712
Ruiloba	id=g:6360713
San Felices de Buelna	id=g:6360714
San Miguel de Aguayo	id=g:6360715
San Pedro del Romeral	id=g:6360716
San Roque de Riomiera	id=g:6360717
Santa Cruz de Bezana	id=g:6360718
Santa María de Cayón	id=g:6360719
Santander	id=g:6360720
Santillana del Mar	id=g:6360721
Santiurde de Reinosa	id=g:6360722
Santiurde de Toranzo	id=g:6360723
Santoña	id=g:6360724
San Vicente de la Barquera	id=g:6360725
Saro	id=g:6360726
Selaya	id=g:6360727
Solórzano	id=g:6360728
Suances	id=g:6360729
Tojos (Los)	id=g:6360730
Torrelavega	id=g:6360731
Tresviso	id=g:6360732
Tudanca	id=g:6360733
Udías	id=g:6360734
Valdáliga	id=g:6360735
Valdeolea	id=g:6360736
Valdeprado del Río	id=g:6360737
Valderredible	id=g:6360738
Val de San Vicente	id=g:6360739
Vega de Liébana	id=g:6360740
Vega de Pas	id=g:6360741
Villacarriedo	id=g:6360742
Villaescusa	id=g:6360743
Villafufre	id=g:6360744
Valle de Villaverde	id=g:6360745
Voto	id=g:6360746
Abades	id=g:6360747
Adrada de Pirón	id=g:6360748
Adrados	id=g:6360749
