Lac Florio	id=g:6021076
Lac Homer	id=g:6024553
Lac Homer	id=g:6024554
Lac Honey	id=g:6024555
Lac Honorat	id=g:6024556
Lac Honorat	id=g:6024557
Lac Honoré	id=g:6024558
Lac Honoré	id=g:6024559
Lac Honoré	id=g:6024560
Lac Honorius	id=g:6024561
Lac Hood	id=g:6024562
Lac Hood	id=g:6024563
Lac Hoodoo	id=g:6024564
Lac Hoodoo	id=g:6024565
Lac Hook	id=g:6024566
Lac Hook	id=g:6024567
Lac Hooker	id=g:6024568
Lac Hooper	id=g:6024569
Lac Hoot	id=g:6024570
Lac Hoover	id=g:6024571
Lac Hop	id=g:6024572
Lac Hope	id=g:6024573
Lac Hope	id=g:6024574
Lac Hope	id=g:6024575
Lac Hopgood	id=g:6024576
Lac Hopi	id=g:6024577
Lac Hopkins	id=g:6024578
Lac Hoppe	id=g:6024579
Lac Horace	id=g:6024580
Lac Horace	id=g:6024581
Lac Horace	id=g:6024582
Lac Horan	id=g:6024583
Lac Hordain	id=g:6024584
Lac Hore	id=g:6024585
Lac Horizon	id=g:6024586
Lac Horizon	id=g:6024587
Lac Horn	id=g:6024588
Lac Hornay	id=g:6024589
Lac Hornemann	id=g:6024590
Lac Horner	id=g:6024591
Lac Hornet	id=g:6024592
Lac Hornibrook	id=g:6024593
Lac Hornoy	id=g:6024594
Lac Horse	id=g:6024595
Lac Horsefly	id=g:6024596
Lac Horseshoe	id=g:6024597
Lac Horseshoe	id=g:6024598
Lac Horseshoe	id=g:6024599
Lac Horse Shoe	id=g:6024600
Lac Horton	id=g:6024601
Lac Horus	id=g:6024602
Lac Hosea	id=g:6024603
Lac Hoskin	id=g:6024604
Lac Hospitalier	id=g:6024605
Lac Host	id=g:6024606
Lac Hostile	id=g:6024607
Lac Hoswart	id=g:6024608
Lac Hot	id=g:6024609
Lac Hotain	id=g:6024610
Lac Hotat	id=g:6024611
Lac Hotchkiss	id=g:6024612
Lac Hot Dog	id=g:6024613
Lac Hôte	id=g:6024614
Lac Hôtel	id=g:6024615
Lac Hôtesse	id=g:6024616
Lac Hotot	id=g:6024617
Lac Hotte	id=g:6024618
Lac Hotte	id=g:6024619
Lac Hotu	id=g:6024620
Lac Houades	id=g:6024621
Lac Houbre	id=g:6024622
Lac Houdan	id=g:6024623
Lac Houde	id=g:6024624
Lac Houde	id=g:6024625
Lac Houde	id=g:6024626
Lac Houde	id=g:6024627
Lac Houdent	id=g:6024628
Lac Houdet	id=g:6024629
Lac Houël	id=g:6024630
Lac Hough	id=g:6024631
Lac Houghton	id=g:6024632
Lac Houle	id=g:6024633
Lac Houle	id=g:6024634
Lac Houle	id=g:6024635
Lac Houle	id=g:6024636
Lac Houle	id=g:6024637
Lac Houle	id=g:6024638
Lac Houle	id=g:6024639
Lac Houlet	id=g:6024640
Lac Houlière	id=g:6024641
Lac Houll	id=g:6024642
Lac Houré	id=g:6024643
Lac Hourtin	id=g:6024644
Lac House	id=g:6024645
Lac Houssard	id=g:6024646
Lac Houssereau	id=g:6024647
Lac Housset	id=g:6024648
Lac Houston	id=g:6024649
Lac Houston	id=g:6024650
Lac Houvrard	id=g:6024651
Lac Hove	id=g:6024652
Lac Hovey	id=g:6024653
Lac Hovington	id=g:6024654
Lac Hovington	id=g:6024655
Lac Hovington	id=g:6024656
Lac Howard	id=g:6024657
Lac Howard	id=g:6024658
Lac Howard	id=g:6024659
Lac Howe	id=g:6024660
Lac Howe	id=g:6024661
Lac Howe	id=g:6024662
Lac Howell	id=g:6024663
Lac Howell	id=g:6024664
Lac Howie	id=g:6024665
Lac Howie	id=g:6024666
Lac Hoyt	id=g:6024667
Lac Hoyt	id=g:6024668
Lac Hozain	id=g:6024669
Lac Huala	id=g:6024670
Lac Huard	id=g:6024671
Lac Huard	id=g:6024672
Lac Huard	id=g:6024673
Lac Huard	id=g:6024674
Lac Huard	id=g:6024675
Lac Huard	id=g:6024676
Lac Huard	id=g:6024677
Lac Huard	id=g:6024678
Lac Huard	id=g:6024679
Lac Huard	id=g:6024680
Lac Huard	id=g:6024681
Lac Huard	id=g:6024682
Lac Huard	id=g:6024683
Lac Huard	id=g:6024684
Lac Huard	id=g:6024685
Lac Huart	id=g:6024686
Lac Hubbard	id=g:6024687
Lac Hubbard	id=g:6024688
Lac Hubbard	id=g:6024689
Lac Hubell	id=g:6024690
Lac Hubert	id=g:6024691
Lac Hubert	id=g:6024692
Lac Hubert	id=g:6024693
Lac Hubert	id=g:6024694
Lac Hubert	id=g:6024695
Lac Hubert	id=g:6024696
Lac Hublet	id=g:6024697
Lac Hublot	id=g:6024698
Lac Hubner	id=g:6024699
Lac Hubou	id=g:6024700
Lac Hubout	id=g:6024701
Lac Huc	id=g:6024702
Lac Huche	id=g:6024703
Lac Huchets	id=g:6024704
Lac Hucleu	id=g:6024705
Lac Hudam	id=g:6024706
Lac Hudon	id=g:6024707
Lac Hudon	id=g:6024708
Lac Hudon	id=g:6024709
Lac Hudon	id=g:6024710
Lac Hudon	id=g:6024711
Lac Hudon	id=g:6024712
Lac Hudson	id=g:6024713
Lac Hudson	id=g:6024714
Lac Hudson	id=g:6024715
Lac Hudson	id=g:6024716
Lac Hudson	id=g:6024717
Lac Huez	id=g:6024718
Lac Hugh	id=g:6024719
Lac Hughes	id=g:6024720
Lac Hughes	id=g:6024721
Lac Hughes	id=g:6024722
Lac Hughes	id=g:6024723
Lac-Hughes	id=g:6024724
Lac Hugier	id=g:6024725
Lac Hugo	id=g:6024726
Lac Hugo	id=g:6024727
Lac Hugo	id=g:6024728
Lac Hugo	id=g:6024729
Lac Hugo	id=g:6024730
Lac Hugo	id=g:6024731
Lac Hugo	id=g:6024732
Lac Hugo	id=g:6024733
Lac Hugolin	id=g:6024734
Lac Hugolin	id=g:6024735
Lac Hugron	id=g:6024736
Lac Huguenin	id=g:6024737
Lac Hugues	id=g:6024738
Lac Huguet	id=g:6024739
Lac Huguette	id=g:6024740
Lac Huguette	id=g:6024741
Lac Huguette	id=g:6024742
Lac Huguette	id=g:6024743
Lac Huguette	id=g:6024744
Lac Huguette	id=g:6024745
Lac Huguette	id=g:6024746
Lac Huguette	id=g:6024747
Lac Huguette	id=g:6024748
Lac-Huguette	id=g:6024749
Lac Huguin	id=g:6024750
Lac Huhauhekau	id=g:6024751
Lac Huiron	id=g:6024752
Lac Huit	id=g:6024753
Lac Huit	id=g:6024754
Lac Huit	id=g:6024755
Lac Huit	id=g:6024756
Lac Huître	id=g:6024757
Lac Huldah	id=g:6024758
Lac Hull	id=g:6024759
Lac Hull	id=g:6024760
Lac Hull	id=g:6024761
Lac Hull	id=g:6024762
Lac Hulm	id=g:6024763
Lac Hulot	id=g:6024764
Lac Hulot	id=g:6024765
Lac Humboldt	id=g:6024766
Lac Hume	id=g:6024767
Lac Hume	id=g:6024768
Lac Humfry	id=g:6024769
Lac Humi	id=g:6024770
Lac Humide	id=g:6024771
Lac Hummer	id=g:6024772
Lac Humont	id=g:6024773
Lac Hump	id=g:6024774
Lac Humphrey	id=g:6024775
Lac Huneau	id=g:6024776
Lac Huneault	id=g:6024777
Lac Hunet	id=g:6024778
Lac Hunt	id=g:6024779
Lac Hunt	id=g:6024780
Lac Hunter	id=g:6024781
Lac Hunter	id=g:6024782
Lac Hunters	id=g:6024783
Lac Hunter's Point	id=g:6024784
Lac Huot	id=g:6024785
Lac Huot	id=g:6024786
Lac Huot	id=g:6024787
Lac Huot	id=g:6024788
Lac Huot	id=g:6024789
Lac Huot	id=g:6024790
Lac Huot	id=g:6024791
Lac Hupon	id=g:6024792
Lac Hupp	id=g:6024793
Lac Huppain	id=g:6024794
Lac Huppé	id=g:6024795
Lac Huppé	id=g:6024796
Lac Huppé	id=g:6024797
Lac Huppé	id=g:6024798
Lac Hurault	id=g:6024799
Lac Hurbin	id=g:6024800
Lac Hurdman	id=g:6024801
Lac Hurdman	id=g:6024802
Lac Huré	id=g:6024803
Lac Hureau	id=g:6024804
Lac Hurelique	id=g:6024805
Lac Huriel	id=g:6024806
Lac Hurigny	id=g:6024807
Lac Hurley	id=g:6024808
Lac Hurlus	id=g:6024809
Lac Huron	id=g:6024810
Lac Huron	id=g:6024811
Lac Huron	id=g:6024812
Lac Hurricane	id=g:6024813
Lac Hurricane	id=g:6024814
Lac Hurst	id=g:6024815
Lac Hurst	id=g:6024816
Lac Hurtault	id=g:6024817
Lac Hurtaux	id=g:6024818
Lac Hurtebise	id=g:6024819
Lac Hurter	id=g:6024820
Lac Hurtubise	id=g:6024821
Lac Hus	id=g:6024822
Lac Hush	id=g:6024823
Lac Husk	id=g:6024824
Lac Husko	id=g:6024825
Lac Husky	id=g:6024826
Lac Husky	id=g:6024827
Lac Hussard	id=g:6024828
Lachute	id=g:6024829
Lachute	id=g:6024830
La Chute	id=g:6024831
La Chute River	id=g:6024832
Lac Hutton	id=g:6024833
Lac Huxley	id=g:6024834
Lac Hy	id=g:6024835
Lac Hy	id=g:6024836
Lac Hyacinthe	id=g:6024837
Lac Hyacinthe	id=g:6024838
Lac Hyad	id=g:6024839
Lac Hyannis	id=g:6024840
Lac Hybride	id=g:6024841
Lac Hyde	id=g:6024842
Lac Hydra	id=g:6024843
Lac Hydre	id=g:6024844
Lac Hydro	id=g:6024845
Lac Hyet	id=g:6024846
Lac Hyland	id=g:6024847
Lac Hyman	id=g:6024848
Lac Hyman	id=g:6024849
Lac Hyoux	id=g:6024850
Lac Hypocrite	id=g:6024851
Lac Hypocrite	id=g:6024852
Lac Hystérique	id=g:6024853
Lac Ian	id=g:6024854
Lac Ian	id=g:6024855
Lac Ian	id=g:6024856
Lac Ian	id=g:6024857
Lac Iatauetshauahk	id=g:6024858
Lac Iberville	id=g:6024859
Lac Ibis	id=g:6024860
Lac Ibis	id=g:6024861
Lac Ibos	id=g:6024862
Lac Ibsen	id=g:6024863
Lac Ice	id=g:6024864
Lac Icebound	id=g:6024865
Lac Icecold	id=g:6024866
Lac Icelle	id=g:6024867
Lac Icelui	id=g:6024868
Lac Ichikami	id=g:6024869
Lac Ichneumon	id=g:6024870
Lac Ichtyosaure	id=g:6024871
Lac Iciot	id=g:6024872
Lac Ickote Irini	id=g:6024873
Lac Ickweag	id=g:6024874
Lac Icône	id=g:6024875
Lac Ictère	id=g:6024876
Lac Ictus	id=g:6024877
Lac Ida	id=g:6024878
Lac Ida	id=g:6024879
Lac Ida	id=g:6024880
Lac Ida	id=g:6024881
Lac Ida	id=g:6024882
Lac Ida	id=g:6024883
Lac Ida	id=g:6024884
Lac Ida	id=g:6024885
Lac Ida	id=g:6024886
Lac Ida	id=g:6024887
Lac Idéal	id=g:6024888
Lac Idéal	id=g:6024889
Lac Idem	id=g:6024890
Lac Ides	id=g:6024891
Lac Idie	id=g:6024892
Lac Idiot	id=g:6024893
Lac Idole	id=g:6024894
Lac Idyllique	id=g:6024895
Lac Igavavvik	id=g:6024896
Lac Igé	id=g:6024897
Lac Igé	id=g:6024898
Lac Iggaraaluk	id=g:6024899
Lac Iggle	id=g:6024900
Lac Iggo	id=g:6024901
Lac Igitier	id=g:6024902
Lac Igloo	id=g:6024903
Lac Ignace	id=g:6024904
Lac Igname	id=g:6024905
Lac Ignatius	id=g:6024906
Lac Igné	id=g:6024907
Lac Ignoble	id=g:6024908
Lac Ignoré	id=g:6024909
Lac Ignoré	id=g:6024910
Lac Igo	id=g:6024911
Lac Igon	id=g:6024912
Lac Igussaaraq	id=g:6024913
Lac Igussaaraup	id=g:6024914
Lac Ihuehkahiu	id=g:6024915
Lac Ijurvik	id=g:6024916
Lac Ikaarturiaq	id=g:6024917
Lac Ikaarturiaq	id=g:6024918
Lac Ikinilik Qikirtalik	id=g:6024919
Lac Ikirtuuq	id=g:6024920
Lac Ikirtuuq	id=g:6024921
Lac Ikkaruaq	id=g:6024922
Lac Ikkaruaq	id=g:6024923
Lac Ikkarujaaq	id=g:6024924
Lac Ikkarujaq	id=g:6024925
Lac Ikkatujaaq	id=g:6024926
Lac Ikkatujaaq	id=g:6024927
Lac Ikkatujaaraaluk	id=g:6024928
Lac Ikkatujaq	id=g:6024929
Lac Ikkatujaq	id=g:6024930
Lac Ikkatuq	id=g:6024931
Lac Ikon	id=g:6024932
Lac Ikumattalik	id=g:6024933
Lac Ikuskau Esachistuwach	id=g:6024934
Lac Île-à-la-Crosse	id=g:6024935
Lac Île-à-la-Crosse (South Bay) Recreation Site	id=g:6024936
Lac Ilex	id=g:6024937
Lac Illico	id=g:6024938
Lac Illois	id=g:6024939
Lac Illuvasittalik	id=g:6024940
Lac Illuvigaaluttalik	id=g:6024941
Lac Illuvigartalik	id=g:6024942
Lac Illuvigartulik	id=g:6024943
Lac Illuvinirtaliup	id=g:6024944
Lac Illy	id=g:6024945
Lac Illy	id=g:6024946
Lac Ilote	id=g:6024947
Lac Ilsa	id=g:6024948
Lac Ilummuuliup	id=g:6024949
Lac Ilursakallak	id=g:6024950
Lac Ilursaq	id=g:6024951
Lac Ilutjuq Milutjuq	id=g:6024952
Lac Imago	id=g:6024953
Lac Imarruaraarruk	id=g:6024954
Lac Imau	id=g:6024955
Lac Imbault	id=g:6024956
Lac Imbault	id=g:6024957
Lac Imbeau	id=g:6024958
Lac Imbeau	id=g:6024959
Lac Imbeau	id=g:6024960
Lac Imbeault	id=g:6024961
Lac Imbert	id=g:6024962
Lac Imelda	id=g:6024963
Lac Imide	id=g:6024964
Lac Imirtavialuk	id=g:6024965
Lac Imirtavik	id=g:6024966
Lac Imirtavik	id=g:6024967
Lac Imirtavik	id=g:6024968
Lac Imirtavik	id=g:6024969
Lac Imirtavik	id=g:6024970
Lac Imling	id=g:6024971
Lac Immature	id=g:6024972
Lac Immer	id=g:6024973
Lac Immortel	id=g:6024974
Lac Impair	id=g:6024975
Lac Impair	id=g:6024976
Lac Impatient	id=g:6024977
Lac Impérial	id=g:6024978
Lac Imposant	id=g:6024979
Lac Impossible	id=g:6024980
Lac Impossible	id=g:6024981
Lac Impossible	id=g:6024982
Lac Imprévisible	id=g:6024983
Lac Imprévu	id=g:6024984
Lacina Lake	id=g:6024985
Lac Inam	id=g:6024986
Lac Inattendu	id=g:6024987
Lac In Between	id=g:6024988
Lac Incertain	id=g:6024989
Lac Inchapaco	id=g:6024990
Lac Incise	id=g:6024991
Lac Incisive	id=g:6024992
Lac Incognito	id=g:6024993
Lac Inconnu	id=g:6024994
Lac Inconnu	id=g:6024995
Lac Inconnu	id=g:6024996
Lac Inconnu	id=g:6024997
Lac Inconnu	id=g:6024998
Lac Inconnu	id=g:6024999
Lac Inconnu	id=g:6025000
Lac Inconnu	id=g:6025001
Lac Inconnu	id=g:6025002
Lac Inconnu	id=g:6025003
Lac Inconnu	id=g:6025004
Lac Inconnu	id=g:6025005
Lac Inconnu	id=g:6025006
Lac Inconnu	id=g:6025007
Lac Inconnu	id=g:6025008
Lac Incourt	id=g:6025009
Lac Inde	id=g:6025010
Lac Indécis	id=g:6025011
Lac Indécis	id=g:6025012
Lac Indépendant	id=g:6025013
Lac Indépendant	id=g:6025014
Lac Index	id=g:6025015
Lac Index	id=g:6025016
Lac Index	id=g:6025017
Lac India	id=g:6025018
Lac Indian	id=g:6025019
Lac Indian	id=g:6025020
Lac Indian	id=g:6025021
Lac Indian	id=g:6025022
Lac Indiana	id=g:6025023
Lac Indian Gulch	id=g:6025024
Lac Indicateur	id=g:6025025
Lac Indien	id=g:6025026
Lac Indien	id=g:6025027
Lac Indien	id=g:6025028
Lac Indien	id=g:6025029
Lac Indien	id=g:6025030
Lac-Indien	id=g:6025031
Lac Indigne	id=g:6025032
Lac Indigo	id=g:6025033
Lac Indium	id=g:6025034
Lac Indole	id=g:6025035
Lac Indolent	id=g:6025036
Lac Indra	id=g:6025037
Lac Indri	id=g:6025038
Lac Indrois	id=g:6025039
Lac Indu	id=g:6025040
Lac Indult	id=g:6025041
Lac Induvie	id=g:6025042
Lac Indy	id=g:6025043
Lac Inerte	id=g:6025044
Lac Inerte	id=g:6025045
Lac Ineuil	id=g:6025046
Lac Inexploré	id=g:6025047
Lac Infâme	id=g:6025048
Lac Infer	id=g:6025049
Lac Inferno	id=g:6025050
Lac Infime	id=g:6025051
Lac Infini	id=g:6025052
Lac Infirme	id=g:6025053
Lac Informe	id=g:6025054
Lac Infule	id=g:6025055
Lac Infus	id=g:6025056
Lac Inga	id=g:6025057
Lac Ingall	id=g:6025058
Lac Ingénieux	id=g:6025059
Lac Ingiuligaajuup Qamaninga	id=g:6025060
Lac Ingles	id=g:6025061
Lac Ingley	id=g:6025062
Lac Inglis	id=g:6025063
Lac Injoux	id=g:6025064
Lac Inlet	id=g:6025065
Lac Inman	id=g:6025066
Lac Inman	id=g:6025067
Lac Innaalulik	id=g:6025068
Lac Innaalulik	id=g:6025069
Lac Innaaluup Tasinga	id=g:6025070
Lac Innaaruliapik	id=g:6025071
Lac Innaarulik	id=g:6025072
Lac Innaarulik	id=g:6025073
Lac Innaarulik	id=g:6025074
Lac Innaarulik	id=g:6025075
Lac Innaaruliup Qamaniapinga	id=g:6025076
Lac Innaaruliup Tasinga	id=g:6025077
Lac Innatalik	id=g:6025078
Lac Innes	id=g:6025079
Lac Innis	id=g:6025080
Lac Innitarvik	id=g:6025081
Lac Innocent	id=g:6025082
Lac Ino	id=g:6025083
Lac Ino	id=g:6025084
Lac Inonda	id=g:6025085
Lac Inondé	id=g:6025086
Lac Inor	id=g:6025087
Lac Inouï	id=g:6025088
Lac Inouï	id=g:6025089
Lac Insensé	id=g:6025090
Lac Insigne	id=g:6025091
Lac Insolent	id=g:6025092
Lac Insolite	id=g:6025093
Lac Insolite	id=g:6025094
Lac Instinct	id=g:6025095
Lac Interdit	id=g:6025096
Lac Interdit	id=g:6025097
Lac Interdit	id=g:6025098
Lac Intermédiaire	id=g:6025099
Lac International	id=g:6025100
Lac Interne	id=g:6025101
Lac Interroi	id=g:6025102
Lac Intersection	id=g:6025103
Lac Intersection	id=g:6025104
Lac Intertel	id=g:6025105
Lac Intime	id=g:6025106
Lac Intisy	id=g:6025107
Lac Inuit Tasingat	id=g:6025108
Lac Inuk	id=g:6025109
Lac Inukpuk	id=g:6025110
Lac Inuline	id=g:6025111
Lac Inuluttalik	id=g:6025112
Lac Inussualuk	id=g:6025113
Lac Inussuulaap	id=g:6025114
Lac Inutile	id=g:6025115
Lac Inutsuliup Tasinga	id=g:6025116
Lac Inuttuvik	id=g:6025117
Lac Invar	id=g:6025118
Lac Inversé	id=g:6025119
Lac Invisible	id=g:6025120
Lac Involucre	id=g:6025121
Lac Iô	id=g:6025122
Lac Iodate	id=g:6025123
Lac Iode	id=g:6025124
Lac Ion	id=g:6025125
Lac Ion	id=g:6025126
Lac Ion	id=g:6025127
Lac Ion	id=g:6025128
Lac Iona	id=g:6025129
Lac Iota	id=g:6025130
Lac Ipa Kamuwatiket	id=g:6025131
Lac Iparla	id=g:6025132
Lac Ipca	id=g:6025133
Lac Ipiutalik	id=g:6025134
Lac Ipling	id=g:6025135
Lac Ipperciel	id=g:6025136
Lac Ippialuit Tasinga	id=g:6025137
Lac Ippialuit Tasinga	id=g:6025138
Lac Ippialuup	id=g:6025139
Lac Ippikait	id=g:6025140
Lac Ippikallait	id=g:6025141
Lac Ippikallaup	id=g:6025142
Lac Ippikallaup Tasiapinga	id=g:6025143
Lac Ippikutaaq	id=g:6025144
Lac Ippikutaaq	id=g:6025145
Lac Iqalugaajuk	id=g:6025146
Lac Iqalugalialuk	id=g:6025147
Lac Iqalugalik	id=g:6025148
Lac Iqalugalik	id=g:6025149
Lac Iqalugalik	id=g:6025150
Lac Iqalugalik	id=g:6025151
Lac Iqaluit Qulliit	id=g:6025152
Lac Iqaluliapik	id=g:6025153
Lac Iqaluliapik	id=g:6025154
Lac Iqaluliapik	id=g:6025155
Lac Iqalulik	id=g:6025156
Lac Iqalulik	id=g:6025157
Lac Iqalulik	id=g:6025158
Lac Iqalulik	id=g:6025159
Lac Iqalulikallak	id=g:6025160
Lac Iqaluliruluk	id=g:6025161
Lac Iqalunniavik	id=g:6025162
Lac Iqaluppiaralik	id=g:6025163
Lac Iqaluppiliapik	id=g:6025164
Lac Iqaluppilik	id=g:6025165
Lac Iqaluppilik	id=g:6025166
Lac Iqaluppilik	id=g:6025167
Lac Iqaluppilik	id=g:6025168
Lac Iqaluppilik	id=g:6025169
Lac Iqalurajuk	id=g:6025170
Lac Iqalurqaaliutivik	id=g:6025171
Lac Iqalussiuvik	id=g:6025172
Lac Iqalutsiuvialuk	id=g:6025173
Lac Iqaluttuuq	id=g:6025174
Lac Iqaluttuuq	id=g:6025175
Lac Iqaluujalik	id=g:6025176
Lac Iqaluujartausuuq	id=g:6025177
Lac Iqaluujarvialuk	id=g:6025178
Lac Iqaluujarviapik	id=g:6025179
Lac Iqaluujarvik	id=g:6025180
Lac Iqaluujarvik	id=g:6025181
Lac Iqaluujarvik	id=g:6025182
Lac Iqiattautialuk	id=g:6025183
Lac Iqiattavialuk	id=g:6025184
Lac Iqiattavialuk	id=g:6025185
Lac Iqiattavialuk	id=g:6025186
Lac Iqiattavik	id=g:6025187
Lac Ira	id=g:6025188
Lac Irais	id=g:6025189
Lac Irais	id=g:6025190
Lac Iraq	id=g:6025191
Lac Irbour	id=g:6025192
Lac Ire	id=g:6025193
Lac Ireland	id=g:6025194
Lac Irène	id=g:6025195
Lac Irène	id=g:6025196
Lac Irène	id=g:6025197
Lac Irène	id=g:6025198
Lac Irène	id=g:6025199
Lac Irène	id=g:6025200
Lac Irène	id=g:6025201
Lac Irène	id=g:6025202
Lac Irène	id=g:6025203
Lac Irénée	id=g:6025204
Lac Irinikew Octikwan	id=g:6025205
Lac Iriniw Kasakipet	id=g:6025206
Lac Iris	id=g:6025207
Lac Iris	id=g:6025208
Lac Iris	id=g:6025209
Lac Iris	id=g:6025210
Lac Iris	id=g:6025211
Lac Iris	id=g:6025212
Lac Iris	id=g:6025213
Lac Irisé	id=g:6025214
Lac Irish	id=g:6025215
Lac Irles	id=g:6025216
Lac Irles	id=g:6025217
Lac Irma	id=g:6025218
Lac Iroise	id=g:6025219
Lac Iron	id=g:6025220
Lac Iron	id=g:6025221
Lac Irone	id=g:6025222
Lac Ironwood	id=g:6025223
Lac Irony	id=g:6025224
Lac Iroquois	id=g:6025225
Lac Iroquois	id=g:6025226
Lac Iroquois	id=g:6025227
Lac Iroquois	id=g:6025228
Lac Iroquois	id=g:6025229
Lac Iroquois	id=g:6025230
Lac Iroquois	id=g:6025231
Lac Irvi	id=g:6025232
Lac Irvin	id=g:6025233
Lac Irvine	id=g:6025234
Lac Irvine	id=g:6025235
Lac Irvine	id=g:6025236
Lac Irwin	id=g:6025237
Lac Irwin	id=g:6025238
Lac Isa	id=g:6025239
Lac Isaac	id=g:6025240
Lac Isaac	id=g:6025241
Lac Isaac	id=g:6025242
Lac Isabeau	id=g:6025243
Lac Isabel	id=g:6025244
Lac Isabel	id=g:6025245
Lac Isabelle	id=g:6025246
Lac Isabelle	id=g:6025247
Lac Isabelle	id=g:6025248
Lac Isabelle	id=g:6025249
Lac Isabelle	id=g:6025250
Lac Isabelle	id=g:6025251
Lac Isabelle	id=g:6025252
Lac Isabelle	id=g:6025253
Lac Isabelle	id=g:6025254
Lac Isabelle	id=g:6025255
Lac Isabelle	id=g:6025256
Lac Isable	id=g:6025257
Lac Isac	id=g:6025258
Lac Isaïe	id=g:6025259
Lac Isaïe	id=g:6025260
Lac Isaïe	id=g:6025261
Lac Isaïe Ouest	id=g:6025262
Lac Isangrin	id=g:6025263
Lac Isard	id=g:6025264
Lac Isatis	id=g:6025265
Lac Isatis	id=g:6025266
Lac Isauvik	id=g:6025267
Lac Ischion	id=g:6025268
Lac Isenay	id=g:6025269
Lac Isidore	id=g:6025270
Lac Isidore	id=g:6025271
Lac Isidore	id=g:6025272
Lac Isidore	id=g:6025273
Lac Isidore	id=g:6025274
Lac Isis	id=g:6025275
Lac Isiuralittaakallalik	id=g:6025276
Lac Isiuralittaalik	id=g:6025277
Lac Isiuralittaalik	id=g:6025278
Lac Isiuralittaalik	id=g:6025279
Lac Isiuralittaalik	id=g:6025280
Lac Isiuralittaalik	id=g:6025281
Lac Isiurqutuuq	id=g:6025282
Lac Isiursiuvik	id=g:6025283
Lac Iskanapun	id=g:6025284
Lac Iskaskunikau	id=g:6025285
Lac Iskutawapu	id=g:6025286
Lac Iskwao	id=g:6025287
Lac Islam	id=g:6025288
Lac Island	id=g:6025289
Lac Island	id=g:6025290
Lac Island	id=g:6025291
Lac Island Pond	id=g:6025292
Lac Islands	id=g:6025293
Lac Islands	id=g:6025294
Lac Islands Pond	id=g:6025295
Lac Islatta	id=g:6025296
Lac Ismeniwiyu	id=g:6025297
Lac Iso	id=g:6025298
Lac Isocarde	id=g:6025299
Lac Isocèle	id=g:6025300
Lac Isola	id=g:6025301
Lac Isola	id=g:6025302
Lac Isolé	id=g:6025303
Lac Isolé	id=g:6025304
Lac Isolé	id=g:6025305
Lac Isolé	id=g:6025306
Lac Isolé	id=g:6025307
Lac Isolé	id=g:6025308
Lac Isolé	id=g:6025309
Lac Isolé	id=g:6025310
Lac Isolé	id=g:6025311
Lac Isomère	id=g:6025312
Lac Israël	id=g:6025313
Lac Issac	id=g:6025314
Lac Issel	id=g:6025315
Lac Issel	id=g:6025316
Lac Issivautaaluk	id=g:6025317
Lac Issoire	id=g:6025318
Lac Issou	id=g:6025319
Lac Istotao	id=g:6025320
Lac Istre	id=g:6025321
Lac Isuilutaq	id=g:6025322
Lac Isuilutaq	id=g:6025323
Lac Isurtuapik	id=g:6025324
Lac Isurtuaruq	id=g:6025325
Lac Isurtuaruq	id=g:6025326
Lac Isurtulik	id=g:6025327
Lac Isurtuq	id=g:6025328
Lac Isurtuq	id=g:6025329
Lac Isurtuq	id=g:6025330
Lac Isurtuq	id=g:6025331
Lac Isurtuq	id=g:6025332
Lac Isuulik	id=g:6025333
Lac Isuursiuvik	id=g:6025334
Lac Isuutualik	id=g:6025335
Lac Isuutualik	id=g:6025336
Lac Isy	id=g:6025337
Lac Italie	id=g:6025338
Lac Italie	id=g:6025339
Lac Iteuil	id=g:6025340
Lac Ithos	id=g:6025341
La Citière	id=g:6025342
Lac Itigaijarviup	id=g:6025343
Lac Itiirtitaarvik	id=g:6025344
Lac Itinnaq	id=g:6025345
Lac Itinnaru	id=g:6025346
Lac Itirsamiittuq	id=g:6025347
Lac Itirviluarjuk	id=g:6025348
Lac Ito	id=g:6025349
Lac Itoff	id=g:6025350
Lac Itomamis	id=g:6025351
Lac Itomamo	id=g:6025352
Lac Itou	id=g:6025353
Lac Itouch	id=g:6025354
Lac Itouk	id=g:6025355
Lac Ittulik	id=g:6025356
Lac Iule	id=g:6025357
Lac Ivan	id=g:6025358
Lac Ivan	id=g:6025359
Lac Ivan	id=g:6025360
Lac Ivanhoé	id=g:6025361
Lac Ivanhoé	id=g:6025362
Lac Ivanhoé	id=g:6025363
Lac Ive	id=g:6025364
Lac Ivers	id=g:6025365
Lac Ives	id=g:6025366
Lac Ives	id=g:6025367
Lac Ives	id=g:6025368
Lac Iviers	id=g:6025369
Lac Ivijjuap	id=g:6025370
Lac Ivitaaqqut	id=g:6025371
Lac Ivitaarqiap	id=g:6025372
Lac Ivoire	id=g:6025373
Lac Ivors	id=g:6025374
Lac Ivory	id=g:6025375
Lac Ivre	id=g:6025376
Lac Ivry	id=g:6025377
Lac Ivy	id=g:6025378
Lac Ixode	id=g:6025379
Lac Iyaatiwiinapaakus	id=g:6025380
Lac Iyachasich	id=g:6025381
Lac Iyachasich	id=g:6025382
Lac Iyachasich	id=g:6025383
Lac Iyachisakus	id=g:6025384
Lac Iyachisakus	id=g:6025385
Lac Iyicas	id=g:6025386
Lac Iyichaw	id=g:6025387
