Fundo Las Moritas	id=g:3635650
La Recta	id=g:3636505
La Recría	id=g:3636506
Fundo La Realidad	id=g:3636507
Fundo La Realidad	id=g:3636508
Fundo La Realidad	id=g:3636509
La Realidad	id=g:3636510
La Realidad	id=g:3636511
Carretera Lara-Zulia	id=g:3636512
Río La Raya	id=g:3636513
Caño La Raya	id=g:3636514
Caño La Raya	id=g:3636515
Caño La Raya	id=g:3636516
Caño La Raya	id=g:3636517
Caño La Raya	id=g:3636518
La Raya	id=g:3636519
La Raya	id=g:3636520
La Raya	id=g:3636521
La Raya	id=g:3636522
La Raya	id=g:3636523
La Raya	id=g:3636524
La Raya	id=g:3636525
La Raya	id=g:3636526
Quebrada La Ratona	id=g:3636527
La Rancla	id=g:3636528
La Ranchería	id=g:3636529
La Ranchería	id=g:3636530
La Ramona	id=g:3636531
Laguna La Ramireña	id=g:3636532
Hato La Ramera	id=g:3636533
La Ramera	id=g:3636534
La Ramera	id=g:3636535
La Rama	id=g:3636536
Hato Las Raíces	id=g:3636537
Río Lara	id=g:3636538
Estado Lara	id=g:3636539
La Quisanda	id=g:3636540
La Quiracha	id=g:3636541
La Quintería	id=g:3636542
La Quintereña	id=g:3636543
Fundo La Quinta	id=g:3636544
La Quinta	id=g:3636545
La Quinta	id=g:3636546
La Quinta	id=g:3636547
La Quinta	id=g:3636548
La Quinta	id=g:3636549
La Quinta	id=g:3636550
La Quinta	id=g:3636551
La Quinta	id=g:3636552
La Quinta	id=g:3636553
La Quinta	id=g:3636554
La Quina	id=g:3636555
La Quina	id=g:3636556
La Quigua	id=g:3636557
La Quietud	id=g:3636558
La Quiarera	id=g:3636559
La Queveda	id=g:3636560
Fundo La Queseritas	id=g:3636561
La Quebrada	id=g:3636562
La Quebrada	id=g:3636563
La Quebrada	id=g:3636564
La Quebrada	id=g:3636565
La Quebrada	id=g:3636566
La Quebrada	id=g:3636567
Hato La Puya	id=g:3636568
La Puntica	id=g:3636569
La Punta	id=g:3636570
La Punta	id=g:3636571
La Punta	id=g:3636572
Quebrada La Pulvia	id=g:3636573
La Pulvia	id=g:3636574
La Pulperia	id=g:3636575
La Puertera	id=g:3636576
Hato La Puerta de Yagurmito	id=g:3636577
La Puerta de Orituco	id=g:3636578
La Puerta del Gato	id=g:3636579
Topo La Puerta	id=g:3636580
Quebrada La Puerta	id=g:3636581
Pico de La Puerta	id=g:3636582
Hato La Puerta	id=g:3636583
Fundo La Puerta	id=g:3636584
Cerro La Puerta	id=g:3636585
La Puerta	id=g:3636586
La Puerta	id=g:3636587
La Puerta	id=g:3636588
La Puerta	id=g:3636589
La Puerta	id=g:3636590
La Puerta	id=g:3636591
La Puerta	id=g:3636592
La Puerta	id=g:3636593
La Puerta	id=g:3636594
La Puerta	id=g:3636595
La Puerta	id=g:3636596
La Puerta	id=g:3636597
La Puerta	id=g:3636598
La Puerta	id=g:3636599
Fundo La Puerta	id=g:3636600
La Puerta	id=g:3636601
La Puerta	id=g:3636602
Caño La Puente	id=g:3636603
La Puente de Aguas Negras	id=g:3636604
Hato La Puentecita	id=g:3636605
Quebrada La Puente	id=g:3636606
Morichal La Puente	id=g:3636607
Fundo La Puente	id=g:3636608
La Puente	id=g:3636609
La Pueblita	id=g:3636610
La Pueblita	id=g:3636611
La Pueblita	id=g:3636612
La Prusia	id=g:3636613
La Prueba	id=g:3636614
La Prudencia	id=g:3636615
Sabanas de La Providencia	id=g:3636616
Sabanas La Providencia	id=g:3636617
Fundo La Providencia	id=g:3636618
Fundo La Providencia	id=g:3636619
Fundo La Providencia	id=g:3636620
Fundo La Providencia	id=g:3636621
Fundo La Providencia	id=g:3636622
La Providencia	id=g:3636623
La Providencia	id=g:3636624
La Providencia	id=g:3636625
La Providencia	id=g:3636626
La Providencia	id=g:3636627
La Providencia	id=g:3636628
La Providencia	id=g:3636629
La Providencia	id=g:3636630
La Providencia	id=g:3636631
La Providencia	id=g:3636632
La Providencia	id=g:3636633
La Providencia	id=g:3636634
La Providencia	id=g:3636635
La Providencia	id=g:3636636
La Providencia	id=g:3636637
La Providencia	id=g:3636638
La Providencia	id=g:3636639
La Prisión	id=g:3636640
La Pringamoza	id=g:3636641
La Pringamoza	id=g:3636642
La Primera Sabana	id=g:3636643
Fundo La Primavera	id=g:3636644
La Primavera	id=g:3636645
La Primavera	id=g:3636646
La Pradera	id=g:3636647
La Pradera	id=g:3636648
Sabanas La Pradeña	id=g:3636649
Hato La Pradeña	id=g:3636650
Quebrada La Potrera	id=g:3636651
La Porfiria	id=g:3636652
Sabanas La Porfía	id=g:3636653
La Porfía	id=g:3636654
La Porfía	id=g:3636655
La Porfía	id=g:3636656
La Porfía	id=g:3636657
La Porfía	id=g:3636658
La Popa	id=g:3636659
La Popa	id=g:3636660
La Ponia	id=g:3636661
La Polvorosa	id=g:3636662
La Polonia	id=g:3636663
Fundo La Pluma	id=g:3636664
La Pluma	id=g:3636665
La Plazuela	id=g:3636666
Punta La Playita	id=g:3636668
La Playita	id=g:3636669
Punta La Playa	id=g:3636670
Punta La Playa	id=g:3636671
La Playa	id=g:3636672
La Playa	id=g:3636673
La Playa	id=g:3636674
La Playa	id=g:3636675
La Playa	id=g:3636676
La Playa	id=g:3636677
Boca de La Platilla	id=g:3636678
Sabana La Platera	id=g:3636679
Quebrada La Plata	id=g:3636680
Quebrada La Plata	id=g:3636681
La Plata	id=g:3636682
La Plata	id=g:3636683
La Planera	id=g:3636684
Río La Plancha	id=g:3636685
Quebrada La Plancha	id=g:3636686
La Planada	id=g:3636687
La Placita	id=g:3636688
La Placita	id=g:3636689
Cerro La Placeta	id=g:3636690
La Placeta	id=g:3636691
La Placa	id=g:3636692
La Placa	id=g:3636693
Cerro La Pizarra	id=g:3636694
Fundo La Pitahaya	id=g:3636695
La Pitahaya	id=g:3636696
La Pistola	id=g:3636697
La Piscina	id=g:3636698
Punta La Piragua	id=g:3636699
La Pionera	id=g:3636700
La Pintera	id=g:3636701
Fundo La Piñas	id=g:3636702
La Piñal	id=g:3636703
Río La Piña	id=g:3636704
Laguna La Piña	id=g:3636705
Fundo La Piña	id=g:3636706
La Piña	id=g:3636707
Montana La Pilaria	id=g:3636708
La Piedrota	id=g:3636709
Río La Piedra	id=g:3636710
Río La Piedra	id=g:3636711
Quebrada La Piedra	id=g:3636712
La Piedra	id=g:3636713
La Piedra	id=g:3636714
La Piedra	id=g:3636715
La Piedra	id=g:3636716
La Piedra	id=g:3636717
La Piedra	id=g:3636718
La Piedra	id=g:3636719
La Piedra	id=g:3636720
La Piedra	id=g:3636721
La Piedra	id=g:3636722
La Piedad	id=g:3636723
La Piciña	id=g:3636724
La Pica Roja	id=g:3636725
La Picapica	id=g:3636726
Picapica	id=g:3636727
Laguna La Picante	id=g:3636728
La Picadora	id=g:3636729
La Pica de La Maravila	id=g:3636730
La Pica Cinco	id=g:3636731
Río La Pica	id=g:3636732
Quebrada La Pica	id=g:3636733
Punta La Pica	id=g:3636734
Montañas de La Pica	id=g:3636735
Laguna La Pica	id=g:3636736
Laguna La Pica	id=g:3636737
Hato La Pica	id=g:3636738
Fundo La Pica	id=g:3636739
Cerro La Pica	id=g:3636740
Caño La Pica	id=g:3636741
Boca La Pica	id=g:3636742
La Pica	id=g:3636743
La Pica	id=g:3636744
La Pica	id=g:3636745
La Pica	id=g:3636746
La Pica	id=g:3636747
La Pica	id=g:3636748
La Pica	id=g:3636749
La Pica	id=g:3636750
La Petronera	id=g:3636751
Punta La Petaca	id=g:3636752
Fundo La Pesa	id=g:3636753
La Perrera	id=g:3636754
Sabanas de La Perra	id=g:3636755
Río La Perra	id=g:3636756
Hato La Perra	id=g:3636757
La Perra	id=g:3636758
Fundo La Perla	id=g:3636759
La Perla	id=g:3636760
La Pericosa	id=g:3636761
La Pericoca	id=g:3636762
Cerro La Pereña	id=g:3636763
La Pereña	id=g:3636764
La Pereña	id=g:3636765
La Peregrina	id=g:3636766
La Peraza	id=g:3636767
La Peralena	id=g:3636768
Cerro La Peonía	id=g:3636769
La Peonía	id=g:3636770
La Peñita	id=g:3636771
La Peñita	id=g:3636772
La Peñita	id=g:3636773
La Pendregosa	id=g:3636774
Río La Peña	id=g:3636775
Río La Peña	id=g:3636776
Río La Peña	id=g:3636777
Quebrada Lapena	id=g:3636778
Punta La Peña	id=g:3636779
Hato La Peña	id=g:3636780
Hato La Peña	id=g:3636781
Cayo La Peña	id=g:3636782
Arroyo La Peña	id=g:3636783
La Peña	id=g:3636784
La Peña	id=g:3636785
La Peña	id=g:3636786
La Peña	id=g:3636787
La Peña	id=g:3636788
La Peña	id=g:3636789
La Peña	id=g:3636790
La Peña	id=g:3636791
La Peña	id=g:3636792
La Peña	id=g:3636793
La Peña	id=g:3636794
La Peña	id=g:3636795
La Peña	id=g:3636796
La Peña	id=g:3636797
La Peluda	id=g:3636798
La Peluda	id=g:3636799
La Peluca	id=g:3636800
La Pega	id=g:3636801
La Pedrera	id=g:3636802
La Pedreña	id=g:3636803
Quebrada La Pedregosa	id=g:3636804
Páramo La Pedregosa	id=g:3636805
La Pedregosa	id=g:3636806
La Pedregosa	id=g:3636807
Hato La Paz	id=g:3636808
Campo La Paz	id=g:3636809
La Paz	id=g:3636810
La Paz	id=g:3636811
La Paz	id=g:3636812
La Paz	id=g:3636813
La Paz	id=g:3636814
La Pavona	id=g:3636815
Quebrada La Pavia	id=g:3636816
Río La Pava	id=g:3636817
Punta La Pava	id=g:3636818
Cerro La Pava	id=g:3636819
La Pava	id=g:3636820
La Paulinera	id=g:3636821
La Patilla	id=g:3636822
Fundo La Pastora Piñatera	id=g:3636823
Sabanas de La Pastora	id=g:3636824
Laguna La Pastora	id=g:3636825
Hato La Pastora	id=g:3636826
Fundo La Pastora	id=g:3636827
Cerro de La Pastora	id=g:3636828
Caño La Pastora	id=g:3636829
La Pastora	id=g:3636830
La Pastora	id=g:3636831
La Pastora	id=g:3636832
La Pastora	id=g:3636833
La Pastora	id=g:3636834
La Pastora	id=g:3636835
La Pastora	id=g:3636836
La Pastora	id=g:3636837
La Pastora	id=g:3636838
La Pastora	id=g:3636839
La Pastora	id=g:3636840
La Pastora	id=g:3636841
La Pastora	id=g:3636842
La Pastora	id=g:3636843
La Pastora	id=g:3636844
La Pastora	id=g:3636845
La Pastora	id=g:3636846
La Pastora	id=g:3636847
La Pascualita	id=g:3636848
Río La Pascuala	id=g:3636849
Río La Pascua	id=g:3636850
Quebrada La Pascua	id=g:3636851
Represa La Pascua	id=g:3636852
Lapas	id=g:3636853
Quesera La Parte	id=g:3636854
La Parroquia	id=g:3636855
Laguna La Parreña	id=g:3636856
Sierra La Parida	id=g:3636857
Punta de La Pared	id=g:3636858
La Parchita	id=g:3636859
Quebrada La Paraulala	id=g:3636860
La Paragua	id=g:3636861
La Paradeña	id=g:3636862
La Parada	id=g:3636863
Cerro La Paracua	id=g:3636864
Hato La Pantojera	id=g:3636865
Fundo La Pantera	id=g:3636866
Ciénaga La Pantanosa	id=g:3636867
La Pantalla	id=g:3636868
La Panela	id=g:3636869
La Panchita	id=g:3636870
La Panchita	id=g:3636871
La Panchera	id=g:3636872
La Panadería	id=g:3636873
La Pampa de Aragua	id=g:3636874
La Palomita	id=g:3636875
La Palomita	id=g:3636876
Topo La Paloma	id=g:3636877
Serrania de La Paloma	id=g:3636878
Laguna La Paloma	id=g:3636879
Cerro La Paloma	id=g:3636880
La Paloma	id=g:3636881
La Paloma	id=g:3636882
La Paloma	id=g:3636883
La Paloma	id=g:3636884
La Paloma	id=g:3636885
La Paloma	id=g:3636886
La Paloma	id=g:3636887
La Paloma	id=g:3636888
La Palmita	id=g:3636889
Laguna La Palmita	id=g:3636890
Isla La Palmita	id=g:3636891
Hato La Palmita	id=g:3636892
Hato La Palmita	id=g:3636893
Hacienda La Palmita	id=g:3636894
Caño La Palmita	id=g:3636895
La Palmita	id=g:3636896
La Palmita	id=g:3636897
La Palmita	id=g:3636898
La Palmita	id=g:3636899
La Palmita	id=g:3636900
La Palmita	id=g:3636901
La Palmita	id=g:3636902
La Palmita	id=g:3636903
La Palmita	id=g:3636904
La Palmita	id=g:3636905
La Palmita	id=g:3636906
La Palmita	id=g:3636907
La Palmita	id=g:3636908
La Palmita	id=g:3636909
La Palmita	id=g:3636910
La Palmita	id=g:3636911
La Palmita	id=g:3636912
La Palmita	id=g:3636913
La Palmita	id=g:3636914
La Palmita	id=g:3636915
La Palmita	id=g:3636916
La Palmita	id=g:3636917
La Palmita	id=g:3636918
La Palmita	id=g:3636919
La Palmita	id=g:3636920
La Palmita	id=g:3636921
La Palmita	id=g:3636922
La Palmira	id=g:3636923
La Palmira	id=g:3636924
La Palmira	id=g:3636925
La Palmera	id=g:3636926
La Palma Real	id=g:3636927
Vaquera La Palma	id=g:3636928
Sabana La Palma	id=g:3636929
Río La Palma	id=g:3636930
Quebrada La Palma	id=g:3636931
Paso La Palma	id=g:3636932
Morichal La Palma	id=g:3636933
Montaña La Palma	id=g:3636934
Hacienda La Palma	id=g:3636935
Caño La Palma	id=g:3636936
La Palma	id=g:3636937
La Palma	id=g:3636938
La Palma	id=g:3636939
La Palma	id=g:3636940
La Palma	id=g:3636941
La Palma	id=g:3636942
La Palma	id=g:3636943
La Palma	id=g:3636944
La Palma	id=g:3636945
La Palma	id=g:3636946
La Palma	id=g:3636947
La Palma	id=g:3636948
La Palenciera	id=g:3636949
Río La Palencia	id=g:3636950
Palencia Vieja	id=g:3636951
La Palandra	id=g:3636952
La Palaciera	id=g:3636953
La Paja	id=g:3636954
La Paja	id=g:3636955
La Paja	id=g:3636956
Fundo La Paeña	id=g:3636957
La Padillera	id=g:3636958
Salto de La Paciencia	id=g:3636959
Fundo La Pablita	id=g:3636960
Caño Lapa	id=g:3636961
Caño Lapa	id=g:3636962
Lapa	id=g:3636963
La Otra Sabana	id=g:3636964
La Otra Banda	id=g:3636965
La Osa	id=g:3636966
La Oscurana	id=g:3636967
La Orurita	id=g:3636968
Quebrada La Ortiz	id=g:3636969
Orteguera	id=g:3636970
Isla La Orquilla	id=g:3636971
La Orqueta	id=g:3636972
Hato La Oripopera	id=g:3636973
La Orejana	id=g:3636974
La Orejana	id=g:3636975
Isla La Orchila	id=g:3636976
La Opinión	id=g:3636977
Lago La Olla	id=g:3636978
La Olivia	id=g:3636979
Quebrada La Ocho	id=g:3636980
La Nuñera	id=g:3636981
La Nueva Lucha	id=g:3636982
La Nueva Esperanza	id=g:3636983
Isla La Nube	id=g:3636984
Cerro La Nube	id=g:3636985
La Novedad	id=g:3636986
Fila La Noria	id=g:3636987
Cerro La Noria	id=g:3636988
La Nobleza	id=g:3636989
La Nobleza	id=g:3636990
La Nobleza	id=g:3636991
Punta La Nigua	id=g:3636992
La Nigua	id=g:3636993
Hato La Nietera	id=g:3636994
La Nietera	id=g:3636995
La Nevera	id=g:3636996
Quebrada La Negro	id=g:3636997
Quebrada La Negrita	id=g:3636998
La Negrita	id=g:3636999
La Negrita	id=g:3637000
La Negrita	id=g:3637001
La Negrita	id=g:3637002
La Negra del Alguaral	id=g:3637003
Morichal La Negra	id=g:3637004
La Negra	id=g:3637005
La Negra	id=g:3637006
La Negra	id=g:3637007
La Negra	id=g:3637008
La Negra	id=g:3637009
La Negra	id=g:3637010
Distrito Lander	id=g:3637011
Lander	id=g:3637012
Hato La Navera	id=g:3637013
La Nasa	id=g:3637014
Cerros La Muralla	id=g:3637015
La Mulera	id=g:3637016
La Mula	id=g:3637017
La Mula	id=g:3637018
Topo La Muerte	id=g:3637019
Quesara La Muerta	id=g:3637020
Morichal La Muerta	id=g:3637021
Laguna La Muerta	id=g:3637022
Fundo La Muerta	id=g:3637023
La Muerta	id=g:3637024
Quebrada La Muente	id=g:3637025
Quebrada La Mucuy	id=g:3637026
Laguna La Mucuy	id=g:3637027
La Mucuy	id=g:3637028
La Muchacha	id=g:3637029
Loma de La Motera	id=g:3637030
La Mota	id=g:3637031
La Mota	id=g:3637032
Río La Mosca	id=g:3637033
Hato La Mosca	id=g:3637034
La Mosca	id=g:3637035
Hato La Morrocoya	id=g:3637036
La Morrocoya	id=g:3637037
La Morrocoya	id=g:3637038
La Morota	id=g:3637039
La Morita de La Horqueta	id=g:3637040
Represa La Morita	id=g:3637041
Fundo La Morita	id=g:3637042
Fundo La Morita	id=g:3637043
Cerro La Morita	id=g:3637044
La Morita	id=g:3637045
La Morita	id=g:3637046
La Morita	id=g:3637047
La Morota	id=g:3637048
La Morita	id=g:3637049
La Morita	id=g:3637050
La Morita	id=g:3637051
La Morita	id=g:3637052
La Morita	id=g:3637053
La Morita	id=g:3637054
La Morita	id=g:3637055
La Morita	id=g:3637056
La Morita	id=g:3637057
La Morita	id=g:3637058
La Morena	id=g:3637059
La Morelia	id=g:3637060
La Moreleña	id=g:3637061
Fundo La Mora	id=g:3637062
La Mora	id=g:3637063
La Mora	id=g:3637064
La Mora	id=g:3637065
La Mora	id=g:3637066
Quebrada La Montosa	id=g:3637067
La Montilla	id=g:3637068
La Montañuela	id=g:3637069
La Montañita	id=g:3637070
La Montañita	id=g:3637071
La Montañita	id=g:3637072
La Montañita	id=g:3637073
La Montañita	id=g:3637074
La Montañita	id=g:3637075
La Montañita	id=g:3637076
La Montaña de Hueque	id=g:3637077
Quebrada La Montaña	id=g:3637078
Hato La Montaña	id=g:3637079
Cerro La Montaña	id=g:3637080
Cerro La Montaña	id=g:3637081
La Montaña	id=g:3637082
La Montaña	id=g:3637083
La Montaña	id=g:3637084
La Montaña	id=g:3637085
La Montaña	id=g:3637086
La Montaña	id=g:3637087
La Montaña	id=g:3637088
La Montaña	id=g:3637089
La Montaña	id=g:3637090
La Monguera	id=g:3637091
Punta La Mona	id=g:3637092
La Mona	id=g:3637093
La Mona	id=g:3637094
La Mona	id=g:3637095
La Mona	id=g:3637096
La Molina	id=g:3637097
Ensenada de La Mochila	id=g:3637098
La Mochila	id=g:3637099
Cerro La Mochia	id=g:3637100
La Mocha	id=g:3637101
La Mocha	id=g:3637102
Quebrada La Moca	id=g:3637103
La Moca	id=g:3637104
La Mitisus	id=g:3637105
La Mitad	id=g:3637106
La Mitad	id=g:3637107
Hato La Misita	id=g:3637108
La Misión Abajo	id=g:3637109
La Misión	id=g:3637110
La Misión	id=g:3637111
La Misión de Los Ángeles	id=g:3637112
Quebrada La Misa	id=g:3637113
La Mira	id=g:3637114
Fundo La Mina	id=g:3637115
Cerro La Mina	id=g:3637116
La Mina	id=g:3637117
La Milagrosa	id=g:3637118
La Mijiera	id=g:3637119
La Miel	id=g:3637120
La Miel	id=g:3637121
La Miel	id=g:3637122
Morichal La Mestiza	id=g:3637123
Hato La Mesita	id=g:3637124
Fundo La Mesita	id=g:3637125
La Meseta	id=g:3637126
La Meseta	id=g:3637127
La Meseta	id=g:3637128
La Meseta	id=g:3637129
La Mesa del Palmar	id=g:3637130
La Mesa de Los Aranales	id=g:3637131
Sabana La Mesa	id=g:3637132
Pico La Mesa	id=g:3637133
La Mesa	id=g:3637134
Fila La Mesa	id=g:3637135
Cerro La Mesa	id=g:3637136
Cerro La Mesa	id=g:3637137
La Mesa	id=g:3637138
La Mesa	id=g:3637139
La Mesa	id=g:3637140
La Mesa	id=g:3637141
La Mesa	id=g:3637142
La Mesa	id=g:3637143
La Mesa	id=g:3637144
La Mesa	id=g:3637145
La Mesa	id=g:3637146
La Mesa	id=g:3637147
La Mesa	id=g:3637148
Hato La Merced	id=g:3637149
Cerro Lamento	id=g:3637150
La Mensura	id=g:3637151
La Mensura	id=g:3637152
La Mensura	id=g:3637153
Fundo La Medianía	id=g:3637154
La Medianía	id=g:3637155
La Medianía	id=g:3637156
La Medianía	id=g:3637157
La Media Legua	id=g:3637158
Fundo Lamedero	id=g:3637159
Fila Lamedero	id=g:3637160
Lamedero	id=g:3637161
Lamedero	id=g:3637162
Lamedero	id=g:3637163
Quebrada Lamedera	id=g:3637164
Lambedero	id=g:3637165
Quebrada La Maza	id=g:3637166
Fundo La Mayita	id=g:3637167
La Mayita	id=g:3637168
Hato La Matutera	id=g:3637169
La Matuta	id=g:3637170
La Matiera	id=g:3637171
Punta La Matica	id=g:3637172
Hato La Matica	id=g:3637173
La Matica	id=g:3637174
La Matica	id=g:3637175
La Matica	id=g:3637176
La Matica	id=g:3637177
La Matica	id=g:3637178
La Matera	id=g:3637179
La Matera	id=g:3637180
Hato La Mata Sarmientera	id=g:3637181
La Matanza	id=g:3637182
Fundo La Mata del Polvo	id=g:3637183
Laguna La Mata	id=g:3637184
Hato La Mata	id=g:3637185
Fundo La Mata	id=g:3637186
Alto La Mata	id=g:3637187
La Mata	id=g:3637188
La Mata	id=g:3637189
La Mata	id=g:3637190
La Mata	id=g:3637191
La Mata	id=g:3637192
La Mata	id=g:3637193
La Mata	id=g:3637194
La Mata	id=g:3637195
La Mata	id=g:3637196
La Mata	id=g:3637197
La Mata	id=g:3637198
La Mata	id=g:3637199
La Masigua	id=g:3637200
La Mascota	id=g:3637201
Montaña La Martinera	id=g:3637202
Brazo La Martinera	id=g:3637203
La Martinera	id=g:3637204
La Marroquina	id=g:3637205
La Marrereña	id=g:3637206
Montañas de La Marranera	id=g:3637207
La Marqueseña	id=g:3637208
La Maroba	id=g:3637209
La Mariquita	id=g:3637210
La Mariposa	id=g:3637211
Embalse La Mariposa	id=g:3637212
La Mariposa	id=g:3637213
La Marinera	id=g:3637214
La Marianera	id=g:3637215
Quebrada La Margarita	id=g:3637216
Fundo La Margarita	id=g:3637217
Cerro La Margarita	id=g:3637218
La Margarita	id=g:3637219
La Margarita	id=g:3637220
La Margarita	id=g:3637221
La Margarita	id=g:3637222
La Margarita	id=g:3637223
La Margarita	id=g:3637224
La Marciana	id=g:3637225
Fundo La Maravillosa	id=g:3637226
Fila La Maravilla	id=g:3637227
La Maravilla	id=g:3637228
La Maravilla	id=g:3637229
La Mara de Poco	id=g:3637230
La Maraca	id=g:3637231
Hato La Mara	id=g:3637232
La Mara	id=g:3637233
Bahía La Mar	id=g:3637234
Lamar	id=g:3637235
Punta La Maquina	id=g:3637236
La Máquina	id=g:3637237
Fila La Maporita	id=g:3637238
La Maporita	id=g:3637239
La Maporita	id=g:3637240
La Maporita	id=g:3637241
La Maporita	id=g:3637242
La Maporita	id=g:3637243
Fundo La Mapora	id=g:3637244
La Mapora	id=g:3637245
La Manzanita	id=g:3637246
La Mantequilla	id=g:3637247
Cerro La Manguita	id=g:3637248
Hacienda La Manga	id=g:3637249
Caño La Manga	id=g:3637250
La Manga	id=g:3637251
La Manga	id=g:3637252
La Manga	id=g:3637253
La Manga	id=g:3637254
La Manare	id=g:3637255
La Mañana	id=g:3637256
La Managua	id=g:3637257
La Mampostería	id=g:3637258
La Mamita	id=g:3637259
La Mamita	id=g:3637260
La Malquerida	id=g:3637261
Morichal Lamalopa	id=g:3637262
Mesa La Malena	id=g:3637263
Hato La Malena	id=g:3637264
Fundo La Malena	id=g:3637265
La Malemba	id=g:3637266
Sierra de La Majayura	id=g:3637267
Punta La Majagua	id=g:3637268
Hato La Majada	id=g:3637269
Hato La Majada	id=g:3637270
La Majada	id=g:3637271
La Majada	id=g:3637272
La Majada	id=g:3637273
La Majada	id=g:3637274
La Maguita	id=g:3637275
Hato La Magdalena	id=g:3637276
La Magdalena	id=g:3637277
La Magdalena	id=g:3637278
Caño La Madrina	id=g:3637279
La Madrina	id=g:3637280
La Madrina	id=g:3637281
La Madrina	id=g:3637282
La Madrina	id=g:3637283
La Madre Vieja	id=g:3637284
La Madre Vieja	id=g:3637285
La Madre Nueva	id=g:3637286
La Madre	id=g:3637287
Fundo La Madera	id=g:3637288
Fundo La Madera	id=g:3637289
La Madera	id=g:3637290
La Madera	id=g:3637291
La Madera	id=g:3637292
La Macolla	id=g:3637293
Quebrada La Machiri	id=g:3637294
La Macarena	id=g:3637295
Fundo La Macanillita	id=g:3637296
Laguna La Macanilla	id=g:3637297
Hato La Macanilla	id=g:3637298
Hato La Macanilla	id=g:3637299
Caño La Macanilla	id=g:3637300
Caño La Macanilla	id=g:3637301
La Macanilla	id=g:3637302
La Macanilla	id=g:3637303
La Macanilla	id=g:3637304
La Macana	id=g:3637305
La Macagua	id=g:3637306
Cerro La Luz	id=g:3637307
La Luz	id=g:3637308
La Luz	id=g:3637309
La Luz	id=g:3637310
La Luz	id=g:3637311
La Luna	id=g:3637312
La Luisa	id=g:3637313
La Luisa	id=g:3637314
Fundo La Luciera	id=g:3637315
La Lucía	id=g:3637316
La Lucía	id=g:3637317
La Lucía	id=g:3637318
Hato La Lucha	id=g:3637319
La Lucha	id=g:3637320
La Lucha	id=g:3637321
La Lucha	id=g:3637322
La Lucha	id=g:3637323
Hato La Loretera	id=g:3637324
La Lorena	id=g:3637325
Quebrada La Lora	id=g:3637326
La Lomita	id=g:3637327
La Loma Mijareña	id=g:3637328
La Loma del Toro	id=g:3637329
La Loma de la Virgen	id=g:3637330
Quesera La Loma	id=g:3637331
Quebrada La Loma	id=g:3637332
Hato La Loma	id=g:3637333
Hato La Loma	id=g:3637334
Fundo La Loma	id=g:3637335
La Loma	id=g:3637336
La Loma	id=g:3637337
La Loma	id=g:3637338
La Loma	id=g:3637339
La Loma	id=g:3637340
Hato La Loma	id=g:3637341
La Loma	id=g:3637342
La Loma	id=g:3637343
La Loma	id=g:3637344
La Loma	id=g:3637345
La Loma	id=g:3637346
La Loma	id=g:3637347
La Loma	id=g:3637348
La Loma	id=g:3637349
La Loma	id=g:3637350
La Loma	id=g:3637351
La Lola	id=g:3637352
La Loena	id=g:3637353
La Locación	id=g:3637354
La Lloviana	id=g:3637355
La Llanera	id=g:3637356
La Llanera	id=g:3637357
La Llanera	id=g:3637358
La Llanada de Río Caribe	id=g:3637359
