Oslávia	id=g:3171846
Intermesoli	id=g:3175503
Monte d' Intermesole	id=g:3175504
Val d’ Intelvi	id=g:3175505
Torrente l’ Intagliata	id=g:3175506
Ingria	id=g:3175507
Canale Infocaciucci	id=g:3175508
Valle d’ Inferno	id=g:3175509
Fosso Inferno	id=g:3175510
Fiume Inferno	id=g:3175511
Cala d’ Inferno	id=g:3175512
Cala d’ Inferno	id=g:3175513
Botro dell’ Inferno	id=g:3175514
Stazione Inferiore della Funicolare	id=g:3175515
Monte Inero	id=g:3175516
Canale delle Industrie	id=g:3175517
Canale Industriale Ovest	id=g:3175518
Canale Industriale Nord	id=g:3175519
Canale Industriale di Turbigo	id=g:3175520
Induno Olona	id=g:3175521
Indiprete	id=g:3175522
Stazione dell’ Indicatore	id=g:3175523
Convento dell’ Incontro	id=g:3175524
Incisa in Val d'Arno	id=g:3175525
Fosso Incastro	id=g:3175526
Incassaturo	id=g:3175527
Impruneta	id=g:3175528
Torrente Impero	id=g:3175529
Canale Imperiale	id=g:3175530
Provincia di Imperia	id=g:3175531
Imperia	id=g:3175532
Punta Imperatore	id=g:3175533
Campo Imperatore	id=g:3175534
Impalata	id=g:3175535
I Morini	id=g:3175536
Imola	id=g:3175537
Fiume Imele	id=g:3175538
Torrente Imagna	id=g:3175539
Il Varo	id=g:3175540
Il Trucco	id=g:3175541
Il Romito	id=g:3175542
Il Ritiro	id=g:3175543
Fiume Il Rio	id=g:3175544
Il Rio	id=g:3175545
Il Rio	id=g:3175546
Il Rio	id=g:3175547
Il Rigo	id=g:3175548
Il Rastello	id=g:3175549
Il Presale	id=g:3175550
Il Pratone	id=g:3175551
Il Prato	id=g:3175552
Il Portico	id=g:3175553
Il Ponte	id=g:3175554
Il Poggione	id=g:3175555
Il Poggio	id=g:3175556
Il Poggio	id=g:3175557
Il Poggettone	id=g:3175558
Il Pizzone	id=g:3175559
Il Piano	id=g:3175560
Il Pero	id=g:3175561
Il Palazzone	id=g:3175562
Il Palazzone	id=g:3175563
Il Palazzone	id=g:3175564
Il Palazzo	id=g:3175565
Il Palazzo	id=g:3175566
Il Motto	id=g:3175567
Il Motto	id=g:3175568
Il Montello	id=g:3175569
Il Monte	id=g:3175570
Il Monte	id=g:3175571
Il Monte	id=g:3175572
Il Molinaccio	id=g:3175573
Il Magazzeno	id=g:3175574
Illorai	id=g:3175575
Il Loghino	id=g:3175576
Monte Illirio	id=g:3175577
Riu Illigarei	id=g:3175578
Illice	id=g:3175579
Illica	id=g:3175580
Illica	id=g:3175581
Illegio	id=g:3175582
Torrente d’ Illasi	id=g:3175583
Illasi	id=g:3175584
Il Guasto	id=g:3175585
Il Giogo	id=g:3175586
Il Gazzaro	id=g:3175587
Il Fossatone	id=g:3175588
Il Fossatone	id=g:3175589
Il Fabbro	id=g:3175590
Il Cristo	id=g:3175591
Il Corso	id=g:3175592
Il Conte	id=g:3175593
Il Collegio	id=g:3175594
Il Colle	id=g:3175595
Il Ciocco	id=g:3175596
Ilci	id=g:3175597
Il Chiaro	id=g:3175598
Il Castello	id=g:3175599
Il Castello	id=g:3175600
Il Casone	id=g:3175601
Il Casaletto	id=g:3175602
Il Casale	id=g:3175603
Il Capo	id=g:3175604
Il Capitello	id=g:3175605
Il Cantone	id=g:3175606
Il Cantone	id=g:3175607
Il Cantone	id=g:3175608
Il Canton	id=g:3175609
Il Calvario	id=g:3175610
Il Bosco	id=g:3175611
Il Borgo	id=g:3175612
Il Belagaio	id=g:3175613
Il Bastardo	id=g:3175614
Il Barba	id=g:3175615
Il Balzo	id=g:3175616
Il Bagno	id=g:3175617
I Gugi	id=g:3175618
Monte Igno	id=g:3175619
Ignago	id=g:3175620
Iggio	id=g:3175621
Igea Marina	id=g:3175622
I Forti	id=g:3175623
I Forni	id=g:3175624
I Fornelli	id=g:3175625
I Fondi	id=g:3175626
Iesolo	id=g:3175627
Jesi	id=g:3175628
Valle Iesce	id=g:3175629
Fosso della Ierna	id=g:3175630
Ienne	id=g:3175631
Fosso Ienga di Prata	id=g:3175632
Torrente Ienga	id=g:3175633
Monte Ienca	id=g:3175634
Rio Iemmare	id=g:3175635
Jelsi	id=g:3175636
Idrovora Veronese	id=g:3175637
Lago d' Idro	id=g:3175638
Idro	id=g:3175639
Lago degli Idoli	id=g:3175640
I Doddi	id=g:3175641
Torrente Idice	id=g:3175642
Idice	id=g:3175643
I Costenieri	id=g:3175644
I Colombaroni	id=g:3175645
Icciano	id=g:3175646
I Casoni	id=g:3175647
I Casini	id=g:3175648
I Casali	id=g:3175649
I Boschi	id=g:3175650
I Bonelli	id=g:3175651
I Balzani	id=g:3175652
Monte Iazzo	id=g:3175653
Iavrè	id=g:3175654
Poggio di Iavello	id=g:3175655
Colle Iano	id=g:3175656
Monte Ianara	id=g:3175657
Monte Iameddari	id=g:3175658
Ialmicco	id=g:3175659
Monte Iacotenente	id=g:3175660
Riu Iaconi	id=g:3175661
Punta Hidalgo	id=g:3175664
Hers	id=g:3175665
Hermada	id=g:3175666
Monte Gutturgios	id=g:3175667
Gutieres	id=g:3175668
Gussola	id=g:3175669
Gussago	id=g:3175670
Monte la Gusella	id=g:3175671
Riu e Gurue	id=g:3175672
Monte Gurca	id=g:3175674
Guilmi	id=g:3175675
Guiglia	id=g:3175676
Guidonia Montecelio	id=g:3175677
Guidonia	id=g:3175678
Guidizzolo	id=g:3175679
Guglionesi	id=g:3175680
Monte Guglielmo	id=g:3175681
Valle Guerro	id=g:3175682
Torrente Guerna	id=g:3175683
Col de Guercia	id=g:3175684
Gudo Gambaredo	id=g:3175685
Colle di Gubbio	id=g:3175686
Gubbio	id=g:3175687
Guazzora	id=g:3175688
Guazzino	id=g:3175689
Guazzano	id=g:3175690
Guasticce	id=g:3175691
Guastameroli	id=g:3175692
Guastalla	id=g:3175693
Monte Guasco	id=g:3175694
Monte Guareo	id=g:3175695
Guarenna	id=g:3175696
Guardistallo	id=g:3175697
Punta sa Guardiola	id=g:3175698
Guardiella	id=g:3175699
Poggio alle Guardie	id=g:3175700
Guardia Vomano	id=g:3175701
Guardia Vecchia	id=g:3175702
Guardia Sanframondi	id=g:3175703
Guardiaregia	id=g:3175704
Guardia Preposti	id=g:3175705
Guardia Perticara	id=g:3175706
Guardia Lombardi	id=g:3175707
Guardialfiera	id=g:3175708
Guardiagrele	id=g:3175709
Guardiabruna	id=g:3175710
Monte Guardia	id=g:3175711
Guardia	id=g:3175712
Fosso Guardengo	id=g:3175713
Guardea	id=g:3175714
Guarda Veneta	id=g:3175715
Guardamiglio	id=g:3175716
Skutnik	id=g:3175717
Guarcino	id=g:3175718
Guarazzano	id=g:3175719
Gualtieri	id=g:3175720
Gualinga	id=g:3175721
Gualdo Tadino	id=g:3175722
Gualdo di Macerata	id=g:3175723
Gualdo Cattaneo	id=g:3175724
Gualdo	id=g:3175725
Gualdo	id=g:3175726
Gualdo	id=g:3175727
Gualdo	id=g:3175728
Gualdo	id=g:3175729
Gualdo	id=g:3175730
Gualdo	id=g:3175731
Poggio le Guaine	id=g:3175733
Monte Guaidone	id=g:3175734
Guagnano	id=g:3175735
Guadagnolo	id=g:3175736
Guadamello	id=g:3175737
Torre Guaceto	id=g:3175738
Fiume Guà	id=g:3175739
Grutti	id=g:3175740
Torrente il Gruso	id=g:3175741
Grupignano	id=g:3175742
Grumo Nevano	id=g:3175743
Grumolo Pedemonte	id=g:3175744
Grumolo delle Abbadesse	id=g:3175745
Grumo Appula	id=g:3175746
Grumo	id=g:3175747
Grumi	id=g:3175748
Grumes	id=g:3175749
Grumento Nova	id=g:3175750
Grumello del Piano	id=g:3175751
Grumello del Monte	id=g:3175752
Grumello Cremonese ed Uniti	id=g:3175753
Grumale	id=g:3175754
Grugliasco	id=g:3175755
Gruaro	id=g:3175756
Grozzana	id=g:3175757
Grovella	id=g:3175758
Grottolella	id=g:3175759
Grottole	id=g:3175760
Grotti	id=g:3175761
Grotti	id=g:3175762
Grotti	id=g:3175763
Grotte Santo Stefano	id=g:3175764
Grotte di Castro	id=g:3175765
Grotte dell’Acqua	id=g:3175766
Punta delle Grotte	id=g:3175767
Grotte	id=g:3175768
Stazione Grottazzolina	id=g:3175769
Grottazzolina	id=g:3175770
Grottammare	id=g:3175771
Grottaminarda	id=g:3175772
Grottaglie	id=g:3175773
Grottaferrata	id=g:3175775
Grotta del Santo	id=g:3175776
Fosso di Grottabella	id=g:3175777
Rio Grotta	id=g:3175778
Grotta	id=g:3175779
Fosso de’ Grotoni	id=g:3175780
Monte Grosso	id=g:3175781
Monte Grosso	id=g:3175782
Capo Grosso	id=g:3175783
Provincia di Grosseto	id=g:3175784
Formiche di Grosseto	id=g:3175785
Grosseto	id=g:3175786
Grosotto	id=g:3175787
Grosio	id=g:3175788
Groscavallo	id=g:3175789
Groppo Visdomo	id=g:3175790
Groppo	id=g:3175791
Groppo	id=g:3175792
Groppizioso	id=g:3175793
Groppe de Fora	id=g:3175794
Gropparello	id=g:3175795
Groppallo	id=g:3175796
Gropina	id=g:3175797
Gropello Cairoli	id=g:3175798
Gropada	id=g:3175799
Grontardo	id=g:3175800
Grondola	id=g:3175801
Grompa	id=g:3175802
Gromo	id=g:3175803
Gromlongo	id=g:3175804
Canale dei Groaci	id=g:3175805
Grizzo	id=g:3175806
Grizzana Morandi	id=g:3175807
Grisignano di Zocco	id=g:3175808
Grisciano	id=g:3175809
Gris	id=g:3175810
Grintorto	id=g:3175811
Grimaldi	id=g:3175812
Val dell’ Grillo	id=g:3175813
Sella dei Grilli	id=g:3175814
Fosso Grillesino	id=g:3175815
Grigno	id=g:3175816
Gruppo delle Grigne	id=g:3175817
Grignasco	id=g:3175818
Stazione di Grignano	id=g:3175819
Grignano	id=g:3175820
Testa Grigia	id=g:3175821
Griespass	id=g:3175822
Corno Gries	id=g:3175823
Gries	id=g:3175824
Gricignano di Aversa	id=g:3175825
Gricignano	id=g:3175826
Gricignano	id=g:3175827
Gricigliana	id=g:3175828
Griante	id=g:3175829
Grezzana	id=g:3175830
Grevo	id=g:3175831
Fiume Greve	id=g:3175832
Greve in Chianti	id=g:3175833
Gretta	id=g:3175834
Torrente Gretano	id=g:3175835
Torrente Gretanessa	id=g:3175836
Gressoney-Saint-Jean	id=g:3175837
Gressoney-La-Trinité	id=g:3175838
Val di Gressoney	id=g:3175839
Gressan	id=g:3175840
Gressa	id=g:3175841
Gresine	id=g:3175842
Greppoleschieto	id=g:3175843
Grello	id=g:3175844
Monte Gregorio	id=g:3175845
Greggio	id=g:3175846
Monte Greco	id=g:3175847
Greci	id=g:3175848
Greci	id=g:3175849
Greccio	id=g:3175850
Grecciano	id=g:3175851
Cala Greca	id=g:3175852
Grea	id=g:3175853
Grazzano Visconti	id=g:3175854
Grazzano Badoglio	id=g:3175855
Grazzanise	id=g:3175856
Seno delle Grazie	id=g:3175857
Grazie	id=g:3175858
Gravizzi	id=g:3175859
Gravina in Puglia	id=g:3175860
Torrente Gravina di Matera	id=g:3175861
Torrente la Gravina	id=g:3175862
Torrente la Gravena	id=g:3175863
Gravellona Toce	id=g:3175864
Gravellona Lomellina	id=g:3175865
Gravellino	id=g:3175866
Torrente Graveglia	id=g:3175867
Graveglia	id=g:3175868
Gravedona	id=g:3175869
Gravagna	id=g:3175870
Cravagliana	id=g:3175871
Grauzaria	id=g:3175872
Grauno	id=g:3175873
Porto Graulo	id=g:3175874
Graticcia	id=g:3175875
Fosso Gratiano	id=g:3175876
Gratacasolo	id=g:3175877
Grassina	id=g:3175878
Stazione di Grassano-Garaguso-Tricarico	id=g:3175879
Grassano	id=g:3175880
Grassanella	id=g:3175881
Monte Grappa	id=g:3175882
Granzette	id=g:3175883
Granze	id=g:3175884
Grantorto	id=g:3175885
Gran Sasso d’Italia	id=g:3175886
Grand Queyron	id=g:3175887
Parco Nazionale del Gran Paradiso	id=g:3175888
Gran Paradiso	id=g:3175889
Granozzo con Monticello	id=g:3175890
Torrente Granita	id=g:3175891
Granigo	id=g:3175892
Grangie	id=g:3175893
Grangie	id=g:3175894
Grangia Rosano	id=g:3175895
Grangia dell’Antolina	id=g:3175896
Grange Verzio Sottana	id=g:3175897
Granges Suppas	id=g:3175898
Granges la Rhô	id=g:3175899
Grange Sarmicel	id=g:3175900
Grange Rosano	id=g:3175901
Grange Pie sotto Bianca	id=g:3175902
Grange Pieccia	id=g:3175903
Grange Merletto	id=g:3175904
Grange Giacomarda	id=g:3175905
Grange Durazza Sottano	id=g:3175906
Grange del Rio	id=g:3175907
Grange dell’Agnello	id=g:3175908
Grange Cruset	id=g:3175909
Grange Cautun	id=g:3175910
Grange Cassin	id=g:3175911
Granere	id=g:3175912
Grand Villa	id=g:3175913
Torrente Grand’ Eyvia	id=g:3175914
Fosso Grande di Fanello	id=g:3175915
Grand Assaly	id=g:3175916
Grande Aiguille Rousse	id=g:3175917
Vallone Grande	id=g:3175918
Salina Grande	id=g:3175919
Naviglio Grande	id=g:3175920
Monte Grande	id=g:3175921
Monte Grande	id=g:3175922
Monte Grande	id=g:3175923
Montagna Grande	id=g:3175924
Mare Grande	id=g:3175925
Isola Grande	id=g:3175926
Fosso Grande	id=g:3175927
Fosso Grande	id=g:3175928
Fiume Grande	id=g:3175929
Fiume Grande	id=g:3175930
Cima del Coro	id=g:3175931
Canale Grande	id=g:3175932
Canal Grande	id=g:3175933
Cala Grande	id=g:3175934
Bocca Grande	id=g:3175935
Grandate	id=g:3175936
Grand’ Albergo	id=g:3175938
Grancetta	id=g:3175939
Grancare	id=g:3175940
Gran Bosco	id=g:3175941
Monte dei Granati	id=g:3175942
Granarolo	id=g:3175943
Granaiolo	id=g:3175944
Monte Granaco	id=g:3175945
Gramolazzo	id=g:3175946
Gramignazzo	id=g:3175947
Graile	id=g:3175948
Alpes Grées	id=g:3175949
Gragnano Trebbiense	id=g:3175950
Gragnano	id=g:3175951
Gragnano	id=g:3175952
Gragnana	id=g:3175953
Gragnana	id=g:3175954
Graglia	id=g:3175955
Graffignano	id=g:3175956
Gradoli	id=g:3175957
Laguna di Grado	id=g:3175958
Canale di Grado	id=g:3175959
Grado	id=g:3175960
Gradisca d’Isonzo	id=g:3175961
Gradillo	id=g:3175962
Punta Gradelle	id=g:3175963
Gradaro	id=g:3175964
Gradara	id=g:3175965
Gracciano	id=g:3175966
Gozzi	id=g:3175967
Gozzano	id=g:3175968
Governolo	id=g:3175969
Gouthier	id=g:3175970
Gottolengo	id=g:3175971
Monte Gottero	id=g:3175972
Gossolengo	id=g:3175973
Gosaldo	id=g:3175974
Canale Gorzone	id=g:3175975
Gorzegno	id=g:3175976
Monte Gorzano	id=g:3175977
Gorreto	id=g:3175978
Gorreta	id=g:3175979
Goro	id=g:3175980
Gorno	id=g:3175981
Gorleri	id=g:3175982
Gorle	id=g:3175983
Gorla Maggiore	id=g:3175984
Provincia di Gorizia	id=g:3175985
Gorizia	id=g:3175986
Gorino Ferrarese	id=g:3175987
Goriano Sicoli	id=g:3175988
Göriacher Berg	id=g:3175989
Gorgonzola	id=g:3175990
Isola di Gorgona	id=g:3175991
Gorgognano	id=g:3175992
Fiume Gorgoglione	id=g:3175993
Gorgoglione	id=g:3175994
Gorgo	id=g:3175995
Gorgia	id=g:3175996
Gorga	id=g:3175997
Gorga	id=g:3175998
Gorfigliano	id=g:3175999
Gordona	id=g:3176000
Gordale	id=g:3176001
Gonzaga	id=g:3176002
Gonars	id=g:3176003
Gombo	id=g:3176004
Gombitelli	id=g:3176005
Gombion	id=g:3176006
Gombio	id=g:3176007
Gomagoi	id=g:3176008
Golfo Arnaci	id=g:3176009
Stazione di Golfo Aranci	id=g:3176010
Fosso Golea	id=g:3176011
Golasecca	id=g:3176012
Gola	id=g:3176013
Goito	id=g:3176014
Gognano	id=g:3176015
Goglio	id=g:3176016
Riu Godossai	id=g:3176017
Godo	id=g:3176018
Godiasco	id=g:3176019
Godia	id=g:3176020
Godezza	id=g:3176021
Godenzo	id=g:3176022
Godega di Sant’Urbano	id=g:3176023
Goceano	id=g:3176024
Gobbi	id=g:3176025
Passo di Gobbera	id=g:3176026
Gnocchetta	id=g:3176027
Stavoli Gnivizza	id=g:3176028
Punta Gnifetti	id=g:3176029
Glori	id=g:3176030
Glorenza - Glurns	id=g:3176031
Gli Angeli	id=g:3176032
Gli Angeli	id=g:3176033
Diga del Gleno	id=g:3176034
Glato	id=g:3176035
Gizzi	id=g:3176036
Fiume Gizio	id=g:3176037
Givigliana	id=g:3176038
Monte Giusto	id=g:3176039
Giusti	id=g:3176040
Giussano	id=g:3176041
Giussago	id=g:3176042
Giussago	id=g:3176043
Giurdignano	id=g:3176044
Monte Giunnalias	id=g:3176045
Giungano	id=g:3176046
Riu Giunchi	id=g:3176047
Monte Giunchi	id=g:3176048
Giuncarico	id=g:3176049
Stazione di Giuncano	id=g:3176050
Botro della Giuncaia	id=g:3176051
Giuliopoli	id=g:3176052
Giulianova	id=g:3176053
Giuliano Teatino	id=g:3176054
Giuliano di Roma	id=g:3176055
Lago di Giulianello	id=g:3176056
Giulianello	id=g:3176057
Giugnola	id=g:3176058
Giugliano in Campania	id=g:3176059
Giuggianello	id=g:3176060
Canale della Giudecca	id=g:3176061
Monte Giucantinu	id=g:3176062
Castel Giubileo	id=g:3176063
Gissi	id=g:3176064
Poggio del Giro	id=g:3176065
Monte Girella	id=g:3176066
Giraudo	id=g:3176067
Giratola	id=g:3176068
Valle Giralda	id=g:3176069
Monte Giovo	id=g:3176070
Monte Giovine	id=g:3176071
Giovinazzo	id=g:3176072
Passo dei Giovi	id=g:3176073
Monte Giovi	id=g:3176074
Giovi	id=g:3176075
Colle dei Giovetti	id=g:3176076
Albergo Gioveretto	id=g:3176077
Gioveretto	id=g:3176078
Fiume Giovenco	id=g:3176079
Monte Giove	id=g:3176080
Fosso Giove	id=g:3176081
Giove	id=g:3176082
Punta Giordani	id=g:3176083
Gionzana	id=g:3176084
Torrente Giona	id=g:3176085
Giomici	id=g:3176086
Gioiella	id=g:3176087
Gioia Vecchio	id=g:3176088
Gioia Sannitica	id=g:3176089
Gioia del Colle	id=g:3176090
Gioia dei Marsi	id=g:3176091
Gioi	id=g:3176092
Giogoli	id=g:3176093
Niederjoch	id=g:3176094
Giocola	id=g:3176095
Ginosa Marina	id=g:3176096
Ginosa	id=g:3176097
Poggio Ginestrino	id=g:3176098
Ginestreto	id=g:3176099
Valle Ginestrello	id=g:3176100
Ginestra degli Schiavoni	id=g:3176101
Torrente della Ginestra	id=g:3176102
Ginestra Fiorentina	id=g:3176103
Ginestra	id=g:3176104
Ginestra	id=g:3176105
Borro del Ginesso	id=g:3176106
Punta Ginepro	id=g:3176107
Cala Ginepro	id=g:3176108
Rio dei Ginepri	id=g:3176109
Ginepri	id=g:3176110
Col de Gimont	id=g:3176111
Gimigliano	id=g:3176112
Montagna Gildone	id=g:3176113
Gildone	id=g:3176114
Gilba Superiore	id=g:3176115
Gignese	id=g:3176116
Giglio Porto	id=g:3176117
Gigliola	id=g:3176118
Gigliola	id=g:3176119
Giglio Castello	id=g:3176120
Punta del Giglio	id=g:3176121
Isola del Giglio	id=g:3176122
Borro del Giglio	id=g:3176123
Vedrette Giganti	id=g:3176124
Giffoni Valle Piana	id=g:3176125
Giazzera	id=g:3176126
Giazza	id=g:3176127
Giavone	id=g:3176128
Giavera del Montello	id=g:3176129
Giaveno	id=g:3176130
Giave	id=g:3176131
Giaugo	id=g:3176132
Forcella di Giau	id=g:3176133
Gias delle Lose	id=g:3176134
Gias della Casa	id=g:3176135
Giaroni	id=g:3176136
Giarole	id=g:3176137
Giarola	id=g:3176138
Scolo Giardini	id=g:3176139
Giardinetto	id=g:3176140
Isola Giardinelli	id=g:3176141
Giara	id=g:3176142
Giano Vetusto	id=g:3176143
Gianona	id=g:3176144
Giano dell'Umbria	id=g:3176145
Monte Giano	id=g:3176146
Isola di Giannutri	id=g:3176147
Poggio Giannino	id=g:3176148
Giannetti	id=g:3176149
Gianicolo	id=g:3176150
Canale Giancola	id=g:3176151
Riu de Giana	id=g:3176152
Giai	id=g:3176153
Giai	id=g:3176154
Lago di Giacopiane	id=g:3176155
Stazzi Giacanu	id=g:3176156
Ghizzano	id=g:3176157
Ghivizzano	id=g:3176158
Ghislarengo	id=g:3176159
Ghisione	id=g:3176160
Ghisellina	id=g:3176161
Puntetta della Ghisciera	id=g:3176162
Ghisalba	id=g:3176163
Ghisa	id=g:3176164
Ghirla	id=g:3176165
Ghiosso	id=g:3176166
Ghilarza	id=g:3176167
Ghigo	id=g:3176168
Ghigiano	id=g:3176169
Ghiffa	id=g:3176170
Ghibullo	id=g:3176171
Ghiarone Biondini	id=g:3176172
Ghiaie	id=g:3176173
Monte Gherra	id=g:3176174
Gherghenzano	id=g:3176175
Ghemme	id=g:3176176
Ghedi	id=g:3176177
Gesualdo	id=g:3176178
Gessopalena	id=g:3176179
Torrente Gesso	id=g:3176180
Fosso del Gesso	id=g:3176181
Gesso	id=g:3176182
Gesso	id=g:3176183
Gesso	id=g:3176184
Quartiano	id=g:3176185
Gerosa	id=g:3176186
Gerola Nuova	id=g:3176187
Gerola Alta	id=g:3176188
Punta Germano	id=g:3176189
Torrente Germanasca di Massello	id=g:3176190
Valle della Germanasca	id=g:3176191
Torrente Germanasca	id=g:3176192
Germagnano	id=g:3176193
Germagnano	id=g:3176194
Gerfalco	id=g:3176195
Gerenzago	id=g:3176196
Gerbolina	id=g:3176197
Gerano	id=g:3176198
Gera Lario	id=g:3176199
Genzone	id=g:3176201
Monte Genziana	id=g:3176202
Genzano di Roma	id=g:3176203
Genzano di Lucania	id=g:3176204
Genzano	id=g:3176205
Poggio Genzana	id=g:3176206
Monte Genzana	id=g:3176207
Gentiluomo	id=g:3176208
Stazione Genova Voltri	id=g:3176209
Stazione Genova Trasta	id=g:3176210
Stazione Genova Sestri Ponente	id=g:3176211
Stazione Genova Sampierdarena	id=g:3176212
Stazione Genova Piazza Principe	id=g:3176213
Stazione Genova Cornigliano	id=g:3176214
Stazione Genova Brignole	id=g:3176215
Val Genova	id=g:3176216
Provincia di Genova	id=g:3176217
Golfo di Genova	id=g:3176218
Genova	id=g:3176219
Genola	id=g:3176220
Cantoniera di Genna Silana	id=g:3176221
Cantoniera Genna Scalas	id=g:3176222
Monte Gennaro	id=g:3176223
Monti del Gennargentu	id=g:3176224
Torrente Genna	id=g:3176225
Genivolta	id=g:3176226
Genga	id=g:3176227
Genga	id=g:3176228
Genazzano	id=g:3176230
Stagno di Genana	id=g:3176231
Torrente Gena	id=g:3176232
Gemonio	id=g:3176233
Gemona del Friuli	id=g:3176234
Gemmiano	id=g:3176235
Gemmano	id=g:3176236
Isola Gemini	id=g:3176237
Gello	id=g:3176238
Gello	id=g:3176239
Gello	id=g:3176240
Gello	id=g:3176241
Gello	id=g:3176242
Gazzuolo	id=g:3176243
Gazzo Veronese	id=g:3176244
Gazzolo	id=g:3176245
Gazzo	id=g:3176246
Gazzo	id=g:3176247
Gazzo	id=g:3176248
Fosso del Gazzerone	id=g:3176249
Gazzelli	id=g:3176250
Gazzata	id=g:3176251
Monte Gazzaro	id=g:3176252
Gazzara	id=g:3176253
Gazzaniga	id=g:3176254
Gazzada Schianno	id=g:3176255
Gazzada	id=g:3176256
Gazoldo degli Ippoliti	id=g:3176257
Gazola	id=g:3176258
Gavorrano	id=g:3176259
Gavoi	id=g:3176260
Gavirate	id=g:3176261
Gavinana	id=g:3176262
Gaville	id=g:3176263
Gavigno	id=g:3176264
Gavignano	id=g:3176265
Gavignano	id=g:3176266
Passo di Gavia	id=g:3176267
Isola di Gavi	id=g:3176268
Gavi	id=g:3176269
Cala Gavetta	id=g:3176270
Gavena	id=g:3176271
Gavello	id=g:3176272
Gavello	id=g:3176273
Gavelli	id=g:3176274
Gavedo	id=g:3176275
Gavazzo Nuova	id=g:3176276
Gavardo	id=g:3176277
Gavano	id=g:3176278
Gaudiano	id=g:3176279
Gattorna	id=g:3176280
Gattinara	id=g:3176282
Gattatico	id=g:3176283
Gattaia	id=g:3176284
Gassino Torinese	id=g:3176285
Gasparini	id=g:3176286
Garzeno	id=g:3176287
Garzano	id=g:3176288
Garzano	id=g:3176289
Torrente Garza	id=g:3176290
Garulla Inferiore	id=g:3176291
Garrufo	id=g:3176292
Monte Garofano	id=g:3176293
Monte Garofalo	id=g:3176294
Garna d’Alpago	id=g:3176295
Fosso di Garliano	id=g:3176296
Garlenda	id=g:3176297
Lago di Garlate	id=g:3176298
Garlasco	id=g:3176299
Fiume Garigliano	id=g:3176300
Garigliano	id=g:3176301
Dreisprachenspitze	id=g:3176302
Fiume Gari	id=g:3176303
Gargnano	id=g:3176304
Gargazzone - Gargazon	id=g:3176305
Testa del Gargano	id=g:3176306
Promontorio del Gargano	id=g:3176307
Garfagnana	id=g:3176308
Garessio	id=g:3176309
Gares	id=g:3176310
Gardone Val Trompia	id=g:3176311
Gardone Riviera	id=g:3176312
Val Gardena	id=g:3176313
Rio Gardena	id=g:3176314
Passo di Gardena	id=g:3176315
Rifugio di Gardeccia	id=g:3176316
Lago di Garda	id=g:3176317
Isola di Garda	id=g:3176318
Garda	id=g:3176319
Garda	id=g:3176320
Garbatella	id=g:3176321
Garbagnate Milanese	id=g:3176322
Garavatti	id=g:3176323
Garaguso	id=g:3176324
Torrente Garafo	id=g:3176325
Garadassi	id=g:3176326
Canale della Gaorna	id=g:3176327
Ganna	id=g:3176328
Ganfardine	id=g:3176329
Gandino	id=g:3176330
Martello - Martell	id=g:3176331
Gambulaga	id=g:3176332
Gambolò	id=g:3176333
Gambettola	id=g:3176334
Gamberale	id=g:3176335
Torrente Gambellato	id=g:3176336
Gambellara	id=g:3176337
Gambatesa	id=g:3176338
Gambassi Terme	id=g:3176339
Gambasca	id=g:3176340
Gambaro	id=g:3176341
Gambarana	id=g:3176342
Gambara	id=g:3176343
Gamalero	id=g:3176344
Gamagna	id=g:3176345
Galzignano Terme	id=g:3176346
Galvagnina	id=g:3176347
Galugnano	id=g:3176348
Galtellì	id=g:3176349
Galluzzo	id=g:3176350
Fiume Galluzzi	id=g:3176351
Gallura	id=g:3176352
Galluccio	id=g:3176353
Monte Galloro	id=g:3176354
Galloro	id=g:3176355
Gallo Lungo	id=g:3176356
Fosso del Gallo	id=g:3176357
Col del Gallo	id=g:3176358
Gallo	id=g:3176359
Gallo	id=g:3176360
Gallo	id=g:3176361
Gallo	id=g:3176362
Gallo Matese	id=g:3176363
Gallo	id=g:3176364
Gallivaggio	id=g:3176365
Gallipoli	id=g:3176366
Gallio	id=g:3176367
Rio Gallinaro	id=g:3176368
Gallinaro	id=g:3176369
Isola Gallinara	id=g:3176370
Hennesiegel Kopf	id=g:3176371
Gallignano	id=g:3176372
Galliera Veneta	id=g:3176373
Stazione di Galliera	id=g:3176374
Galliera	id=g:3176375
Gallicchio	id=g:3176376
Gallicano nel Lazio	id=g:3176377
Gallicano	id=g:3176378
Galliate	id=g:3176379
Galliana	id=g:3176380
Gallessina	id=g:3176381
Fosso la Gallessa	id=g:3176382
Gallese	id=g:3176383
Gallese	id=g:3176384
Torrente Gallero	id=g:3176385
Galleriano	id=g:3176386
Gallereto	id=g:3176387
Galleno	id=g:3176388
Gallena	id=g:3176389
Gallarate	id=g:3176391
Punta Galia	id=g:3176392
Fosso la Galeria	id=g:3176393
Punta Galera	id=g:3176394
Capo Galera	id=g:3176395
Cala Galera	id=g:3176396
Galera	id=g:3176397
Canale delle Galeazze	id=g:3176398
Galeazza Pepoli	id=g:3176399
Galeata	id=g:3176400
Galdo	id=g:3176401
Galdo	id=g:3176402
Monte Galdeddu	id=g:3176403
Galbino	id=g:3176404
Galbiate	id=g:3176405
Galatone	id=g:3176406
Galatina	id=g:3176407
Torrente Galaso	id=g:3176408
Gaisrücken	id=g:3176409
Gais - Gais	id=g:3176410
