Lake Ji	id=g:2336149
Gusu	id=g:2339930
Gusu	id=g:2339931
Gusti	id=g:2339932
River Guska	id=g:2339933
Gusi	id=g:2339934
Gushi	id=g:2339935
Gusau	id=g:2339936
Gusau	id=g:2339937
Gusako	id=g:2339938
Gurzum	id=g:2339939
Gurzhin	id=g:2339940
River Gurza	id=g:2339941
Gurza	id=g:2339942
Guruza	id=g:2339943
Gurusu	id=g:2339944
Gurun Gawa	id=g:2339945
Gurama	id=g:2339946
Gurum River Forest Reserve	id=g:2339947
Gurumpawo	id=g:2339948
Gurumpawa	id=g:2339949
Gurumi	id=g:2339950
Guruma	id=g:2339951
Gurum	id=g:2339952
Gurum	id=g:2339953
Gurum	id=g:2339954
Gurum	id=g:2339955
Gurum	id=g:2339956
Gurum	id=g:2339957
Gurukusa Hill	id=g:2339958
Guruja	id=g:2339959
Gurugha Hills	id=g:2339960
Gurudindin	id=g:2339961
Guruwo	id=g:2339962
Guru	id=g:2339963
Gurri	id=g:2339964
Gurowa	id=g:2339965
Guro	id=g:2339966
Gurnuva	id=g:2339967
Gurmina	id=g:2339968
Gur Lawan	id=g:2339969
Gurku	id=g:2339970
Gurka	id=g:2339971
Gurjia	id=g:2339972
Gurjiaji	id=g:2339973
Gurjia	id=g:2339974
Guri Nati	id=g:2339975
Gurin	id=g:2339976
Guriki	id=g:2339977
Guri Hill	id=g:2339978
Gurifai	id=g:2339979
Guri	id=g:2339980
Guri	id=g:2339981
Gurgu Sudan	id=g:2339982
River Gurgushele	id=g:2339983
Gurgur Hill	id=g:2339984
Gurgur	id=g:2339985
Gurgum	id=g:2339986
Gurgila Hill	id=g:2339987
Gur Garubula	id=g:2339988
Gurfata	id=g:2339989
Gurfa	id=g:2339990
Guredi	id=g:2339991
Gure	id=g:2339992
Gurduba	id=g:2339993
Gurduba	id=g:2339994
Gurdu	id=g:2339995
Gurdam	id=g:2339996
Gurda	id=g:2339997
Gurbutu	id=g:2339998
Gurbuna	id=g:2339999
Gurbin Baure	id=g:2340000
Gurbe Jibu	id=g:2340001
Gurbana	id=g:2340002
Gura-Sulu-Bawa	id=g:2340003
River Gurara	id=g:2340004
Gurara	id=g:2340005
Gurama	id=g:2340006
Guraka	id=g:2340007
Guraji	id=g:2340008
Guraji	id=g:2340009
Gura Jawa	id=g:2340010
Gurai	id=g:2340011
Gura	id=g:2340012
Gupena	id=g:2340013
Gupan Tumo	id=g:2340014
Gupa	id=g:2340015
Guongu	id=g:2340016
Guoghene	id=g:2340017
Gunzu Forest Reserve	id=g:2340018
Gunugu	id=g:2340019
Gunugu	id=g:2340020
Gunu	id=g:2340021
Guntu	id=g:2340022
Gunta	id=g:2340023
Gunrafia	id=g:2340024
Gunniyan	id=g:2340025
Gunki	id=g:2340026
Gunka	id=g:2340027
Gunjuku	id=g:2340028
Gunji Twaki	id=g:2340029
Botsotsowar Daura	id=g:2340030
Gunji	id=g:2340031
Guni Station	id=g:2340032
Guni Hill	id=g:2340033
Gunigi	id=g:2340034
Guni	id=g:2340035
Gunhaleri	id=g:2340036
Gungu Saje	id=g:2340037
Gungura	id=g:2340038
Gungun	id=g:2340039
Gunguama	id=g:2340040
Gungu Abdulahi	id=g:2340041
River Gungu	id=g:2340042
Gungu	id=g:2340043
Gungiborku	id=g:2340044
Gunduri	id=g:2340045
Gundumi Forest Reserve	id=g:2340046
Gundumi	id=g:2340047
Gunduma	id=g:2340048
Gunduma	id=g:2340049
Gunduma	id=g:2340050
Gunduma	id=g:2340051
Gunduma	id=g:2340052
Gunduma	id=g:2340053
Gundu	id=g:2340054
Gundu	id=g:2340055
Gundu	id=g:2340056
Gundu	id=g:2340057
Gundu	id=g:2340058
Gundinga	id=g:2340059
Gunde	id=g:2340060
Gundale	id=g:2340061
Gunda	id=g:2340062
Gunburuku	id=g:2340063
Gunbir	id=g:2340064
Gunawa	id=g:2340065
Guna’a	id=g:2340066
Guna’a	id=g:2340067
Guna	id=g:2340068
Guna	id=g:2340069
Gumya Hill	id=g:2340070
Gumuzo	id=g:2340071
Gumunde	id=g:2340072
Gumula	id=g:2340073
Gumtun	id=g:2340074
Chappal Gumti	id=g:2340075
Gumti	id=g:2340076
Gumsuri	id=g:2340077
Gumsi	id=g:2340078
Gumshir	id=g:2340079
Gumsau	id=g:2340080
Gumsai-Gagala	id=g:2340081
Gumsa	id=g:2340082
Gumo	id=g:2340083
River Gumna	id=g:2340084
Gumna	id=g:2340085
Gummi	id=g:2340086
Gumke-Gari	id=g:2340087
Gumjiji	id=g:2340088
Gumil	id=g:2340089
Gumeru	id=g:2340090
Gumel	id=g:2340091
Gumel	id=g:2340092
Gumbulu	id=g:2340093
Gumbu	id=g:2340094
Gumbo	id=g:2340095
Gumbilike Hill	id=g:2340096
Gumbilike	id=g:2340097
Gumbi	id=g:2340098
Gumbi	id=g:2340099
Gumbenawa	id=g:2340100
Gambawa	id=g:2340101
Gumawa	id=g:2340102
Gumau	id=g:2340103
Gumau Pelu	id=g:2340104
Gumari	id=g:2340105
Gumamai	id=g:2340106
Gumale	id=g:2340107
Gumai	id=g:2340108
Guma Fina	id=g:2340109
River Guma	id=g:2340110
Guma	id=g:2340111
Guma	id=g:2340112
Gum	id=g:2340113
Gum	id=g:2340114
Gum	id=g:2340115
Gum	id=g:2340116
Gum	id=g:2340117
Gum	id=g:2340118
Gulu West	id=g:2340119
Gulumbe	id=g:2340120
Gulumba Gana	id=g:2340121
Gulumari	id=g:2340122
Gulum	id=g:2340123
Gululu	id=g:2340124
Gulufu Hill	id=g:2340125
Gulufu	id=g:2340126
Gulu	id=g:2340127
Gulu	id=g:2340128
Gulmare	id=g:2340129
Gulmare	id=g:2340130
Gulma Hill	id=g:2340131
Gulma	id=g:2340132
Gullamoran	id=g:2340133
Gulka	id=g:2340134
Guliyang	id=g:2340135
Gulimari	id=g:2340136
Gulfi	id=g:2340137
Dutsen Gulfacha	id=g:2340138
River Guleaka	id=g:2340139
Guldungurun	id=g:2340140
Guldungurun	id=g:2340141
Gulbin Ka Forest Reserve	id=g:2340142
Gulbin Ka	id=g:2340143
Gulbin Boka	id=g:2340144
Gulbin Baure Forest Reserve	id=g:2340145
River Gulbayan	id=g:2340146
Gulazu	id=g:2340147
Gulani	id=g:2340148
Gulangi	id=g:2340149
Gulan Bubu	id=g:2340150
Gulak	id=g:2340151
Gulabinda	id=g:2340152
Mayo Gula	id=g:2340153
Gula	id=g:2340154
Gula	id=g:2340155
Gula	id=g:2340156
Gukpa	id=g:2340157
Gukka Hills	id=g:2340158
Gukaru	id=g:2340159
Gujungu	id=g:2340160
Gujuba	id=g:2340161
Gujjangol	id=g:2340162
Gujiya	id=g:2340163
Gujin	id=g:2340164
Gujibabu	id=g:2340165
Gujiba	id=g:2340166
Guji	id=g:2340167
Gujeri	id=g:2340168
Gujela	id=g:2340169
Gujba	id=g:2340170
Gujam	id=g:2340171
Guja	id=g:2340172
Guin Hill	id=g:2340173
Guin	id=g:2340176
Gugwal	id=g:2340177
Guguwa	id=g:2340178
Guguwa	id=g:2340179
Guguwa	id=g:2340180
Gugurum	id=g:2340181
Guguriji	id=g:2340182
Gugur	id=g:2340183
Gugum	id=g:2340184
Gugum	id=g:2340185
Gugulu	id=g:2340186
Gugub	id=g:2340187
Mayo Gugu	id=g:2340188
Gugu	id=g:2340189
Gugo	id=g:2340190
Gugil Hill	id=g:2340191
Guga Station	id=g:2340192
Guga	id=g:2340193
Guga	id=g:2340194
Gufka Hill	id=g:2340195
Gufka	id=g:2340196
Guduwi	id=g:2340197
Gudusuru	id=g:2340198
Gudusu	id=g:2340199
Gudurega	id=g:2340200
Gudure	id=g:2340201
Gudun Guya	id=g:2340202
Gudungudu	id=g:2340203
Gudumiya	id=g:2340204
Gudumiya	id=g:2340205
Gudumgudum	id=g:2340206
Gudumbali	id=g:2340207
Guduma	id=g:2340208
Guduk	id=g:2340209
Gudugbu Orile	id=g:2340210
Gudugbu	id=g:2340211
Guduga	id=g:2340212
Guduf Bubaya Gawa	id=g:2340213
River Gudufe	id=g:2340214
Guduba	id=g:2340215
Gudu	id=g:2340216
Gudu	id=g:2340217
Gudu	id=g:2340218
Gudol Maiyara	id=g:2340219
Gudol Baba	id=g:2340220
Gudoko	id=g:2340221
River Gudna	id=g:2340222
Gudna	id=g:2340223
Gudira Hill	id=g:2340224
Gudio	id=g:2340225
Gudi	id=g:2340226
Gudi	id=g:2340227
Gudi	id=g:2340228
Gudi	id=g:2340229
Gudi	id=g:2340230
Gudere Hill	id=g:2340231
Gude	id=g:2340232
Gude	id=g:2340233
Gude	id=g:2340234
Gudawi	id=g:2340235
Gudawa	id=g:2340236
Gudanakwari	id=g:2340237
Gudam	id=g:2340238
Gudale	id=g:2340239
Gudaba	id=g:2340240
Tsaunin Guda	id=g:2340241
Guda	id=g:2340242
Guchi	id=g:2340243
Gubula	id=g:2340244
Gubuchi	id=g:2340245
Gobirawa	id=g:2340246
Gubori	id=g:2340247
Gubogumma	id=g:2340248
Gubio	id=g:2340249
Gubi River	id=g:2340250
Gubi	id=g:2340251
Gubi	id=g:2340252
Guberundi	id=g:2340253
Gubeni	id=g:2340254
Gubdo	id=g:2340255
Gubdo	id=g:2340256
Gubda	id=g:2340257
Gubda	id=g:2340258
Gubber	id=g:2340259
Gubam	id=g:2340260
Gubagi	id=g:2340261
Guba	id=g:2340262
Guamase	id=g:2340263
Guako	id=g:2340264
Guai	id=g:2340265
Gu	id=g:2340266
Gu	id=g:2340267
Gu	id=g:2340268
River Grusga	id=g:2340269
Grudana	id=g:2340270
Growler Crossing	id=g:2340271
Ground Point	id=g:2340272
Gripa	id=g:2340273
Grikau	id=g:2340274
Greslie Point	id=g:2340275
Gremari	id=g:2340276
Grema Burari	id=g:2340277
Grema Abduri	id=g:2340278
Green Patch Point	id=g:2340279
Great Kwa River	id=g:2340280
Gray Creek	id=g:2340281
Gbabijo	id=g:2340282
Gragaia	id=g:2340283
Gozange	id=g:2340284
Gozal Ful	id=g:2340285
Gozaki	id=g:2340286
Goza	id=g:2340287
Goyu	id=g:2340288
Goyan	id=g:2340289
Goya Kyauwo	id=g:2340290
Goya Koyari	id=g:2340291
Goya Gorigi	id=g:2340292
Goya Chaga	id=g:2340293
Gowo	id=g:2340294
Gowo	id=g:2340295
Gowahona	id=g:2340296
Govana	id=g:2340297
Gova	id=g:2340298
Hosséré Goungel	id=g:2340299
Gotumba	id=g:2340300
Gotube	id=g:2340301
Gotomo	id=g:2340302
Gotoma River	id=g:2340303
Gotala	id=g:2340304
Gota	id=g:2340305
Goshin Dutsi	id=g:2340306
Goshi	id=g:2340307
Goshe	id=g:2340308
Goshawk Point	id=g:2340309
Goshala Kufam	id=g:2340310
River Gosere	id=g:2340311
Goru-Naida	id=g:2340312
Gorumba	id=g:2340313
Goru Gulgale	id=g:2340314
Goru Angu	id=g:2340315
Goru	id=g:2340316
Goru	id=g:2340317
Goru	id=g:2340318
Garke	id=g:2340319
Gorrgo	id=g:2340320
Gorra	id=g:2340321
Gororoku	id=g:2340322
Goronyo	id=g:2340323
Goronkawo	id=g:2340324
Goronjo	id=g:2340325
Goronjo	id=g:2340326
Goron Gode	id=g:2340327
Goron Dutse Sarki	id=g:2340328
Goron-Dutse-Galadima	id=g:2340329
Goron Dutse Hill	id=g:2340330
Goron Dutse Hill	id=g:2340331
River Gorondama	id=g:2340332
Goron Baram	id=g:2340333
Goro-Malam	id=g:2340334
Gorom	id=g:2340335
Goroji	id=g:2340336
Gorogayi	id=g:2340337
River Goro	id=g:2340338
Hosere Goro	id=g:2340339
Goro	id=g:2340340
Goro	id=g:2340341
Gormado	id=g:2340342
Gorio	id=g:2340343
Gorima	id=g:2340344
Gori Limankare	id=g:2340345
Gorigiri	id=g:2340346
Gorigi	id=g:2340347
River Goriba	id=g:2340348
Goriba	id=g:2340349
Gorgoram	id=g:2340350
Gorgao	id=g:2340351
Gorga	id=g:2340352
Gorewa	id=g:2340353
River Gorenji	id=g:2340354
Gorejabo	id=g:2340355
Gore Hill	id=g:2340356
Gorege	id=g:2340357
Rafin Gorbella	id=g:2340358
Gorawa	id=g:2340359
Gorawa	id=g:2340360
Goratoro	id=g:2340361
Goratoro	id=g:2340362
Goran Dutse	id=g:2340363
Goran Dutse	id=g:2340364
Goran Dutse	id=g:2340365
Gwarandama	id=g:2340366
Goram Boto	id=g:2340367
Gora Mai Kasuwa	id=g:2340368
Gora Hill	id=g:2340369
Ruwan Gora	id=g:2340370
River Gora	id=g:2340371
River Gora	id=g:2340372
River Gora	id=g:2340373
River Gora	id=g:2340374
River Gora	id=g:2340375
River Gora	id=g:2340376
River Gora	id=g:2340377
River Gora	id=g:2340378
River Gora	id=g:2340379
River Gora	id=g:2340380
Rafin Gora	id=g:2340381
Rafin Gora	id=g:2340382
Gora	id=g:2340383
Gora	id=g:2340384
Gora	id=g:2340385
Gora	id=g:2340386
Gora	id=g:2340387
Gora	id=g:2340388
Gora	id=g:2340389
Gora	id=g:2340390
Gora	id=g:2340391
Gora	id=g:2340392
Gora	id=g:2340393
Gora	id=g:2340394
Gora	id=g:2340395
Gora	id=g:2340396
Gora	id=g:2340397
Gor	id=g:2340398
Gopongalang	id=g:2340399
Gonuri	id=g:2340400
Gonu	id=g:2340401
Goniri Mangari	id=g:2340402
Goniri	id=g:2340403
Goniri	id=g:2340404
Goniri	id=g:2340405
Goni Kurmi	id=g:2340406
Goni Gara	id=g:2340407
Goni Amaramanti	id=g:2340408
Goni	id=g:2340409
Gongoshi Ndikong	id=g:2340410
Gongoshi Ibarre	id=g:2340411
Gongoshi Dalehi	id=g:2340412
Mayo Gongoshi	id=g:2340413
Gongoron	id=g:2340414
Gongonmi Daji	id=g:2340415
Gongonmi	id=g:2340416
Gongon Maliki	id=g:2340417
Gongon	id=g:2340418
Gongolon	id=g:2340419
River Gongola	id=g:2340421
River Gongola	id=g:2340422
Gongo	id=g:2340423
Gonga	id=g:2340424
Gong	id=g:2340425
Gwanaye	id=g:2340426
Gandu	id=g:2340427
Mayo Gondong	id=g:2340428
Gondong	id=g:2340429
Gondo-Abe	id=g:2340430
Gondo	id=g:2340431
Gondi	id=g:2340432
Gondeyiya	id=g:2340433
Gonda	id=g:2340434
Gonan Goli	id=g:2340435
Gona	id=g:2340436
Gomoti	id=g:2340438
Gomli Hill	id=g:2340439
Gomlar	id=g:2340440
Gomki	id=g:2340441
Gombori	id=g:2340442
Gombole Forest Reserve	id=g:2340443
Gombole	id=g:2340444
Gombo Garguwa	id=g:2340445
Little Gombi	id=g:2340446
Gombi	id=g:2340447
Gombi	id=g:2340448
Gombe Doka	id=g:2340449
Gombe Aba	id=g:2340450
Gombe	id=g:2340451
Gombe	id=g:2340452
Gombarau Hill	id=g:2340453
Gombaram	id=g:2340454
Gombara	id=g:2340455
Gwamba	id=g:2340456
Gomau	id=g:2340457
Gomani	id=g:2340458
Gomanan	id=g:2340459
Golum	id=g:2340461
Golubokiri	id=g:2340462
Gololo	id=g:2340463
Goloji	id=g:2340464
Goljirlahi	id=g:2340465
River Golijomo	id=g:2340466
Goldsmithkiri	id=g:2340467
Goldie Creek	id=g:2340468
Goldfinch Point	id=g:2340469
Goldfinch Flat	id=g:2340470
Golbi	id=g:2340471
Golbembal	id=g:2340472
Golakochi	id=g:2340473
Gokwa	id=g:2340474
Lake Gokra	id=g:2340475
Gokra	id=g:2340476
Goke Sago	id=g:2340477
Gokaka	id=g:2340478
Gojikye	id=g:2340479
Goji	id=g:2340480
Goje	id=g:2340481
Goje	id=g:2340482
Goje	id=g:2340483
Gojalawa	id=g:2340484
Goiofa	id=g:2340485
Gio	id=g:2340486
Gohum	id=g:2340487
Gohono	id=g:2340488
Gohi	id=g:2340489
Gogwasa	id=g:2340490
Gogwaro	id=g:2340491
Gogoro Hill	id=g:2340492
Gogori	id=g:2340493
Gogra	id=g:2340494
Gogoru	id=g:2340495
Gogoro	id=g:2340496
Gogokiri	id=g:2340497
Gogo	id=g:2340498
Gogiya	id=g:2340499
Gogi	id=g:2340500
Gogel	id=g:2340501
Gogdi	id=g:2340502
Gogata	id=g:2340503
Goga	id=g:2340504
Gahono	id=g:2340505
Hosere Gofire	id=g:2340506
Gofa	id=g:2340507
Gofa	id=g:2340508
Goduwo	id=g:2340509
Godogodo	id=g:2340510
Godo-Godo	id=g:2340511
Godogbo	id=g:2340512
Godiya	id=g:2340513
Godero	id=g:2340514
Godeberi	id=g:2340515
Dutsen Gode	id=g:2340516
Gode	id=g:2340517
Goddo	id=g:2340518
Godawal	id=g:2340519
Godara	id=g:2340520
Godani Station	id=g:2340521
River Godani	id=g:2340522
Godani	id=g:2340523
Godamayo Sigire	id=g:2340524
Godaga	id=g:2340525
Gochi	id=g:2340526
Goburaji	id=g:2340527
Gobro	id=g:2340528
Goboro	id=g:2340529
Gobo	id=g:2340530
Gobiyan Kasuwa	id=g:2340531
Gobiri Tiv	id=g:2340532
Gobirawa	id=g:2340533
Gobirawa	id=g:2340534
Gobirawa	id=g:2340535
Gobirawa	id=g:2340536
Gobirawa	id=g:2340537
Gobirage	id=g:2340538
Gobir	id=g:2340539
River Gobie	id=g:2340540
Gober Hill	id=g:2340541
Gobare-Seke	id=g:2340542
Gobare Mekasuwa	id=g:2340543
Gobare	id=g:2340544
Gobadi	id=g:2340545
Goayange	id=g:2340546
Goaleri	id=g:2340547
Goakwara	id=g:2340548
Gnu	id=g:2340549
River Gnar	id=g:2340550
Gnaa	id=g:2340551
Glinya	id=g:2340552
Glatsi	id=g:2340553
Gladimawa	id=g:2340554
Ungua Maza	id=g:2340555
Galadimawa	id=g:2340556
Gizige	id=g:2340557
Gizie	id=g:2340558
Gizibur	id=g:2340559
Giza	id=g:2340560
Giza	id=g:2340561
Giyawa	id=g:2340562
Giyagiri	id=g:2340563
Giwoligyo	id=g:2340564
Giwi	id=g:2340565
Giwere II	id=g:2340566
Giwaye	id=g:2340567
Giwatazo	id=g:2340568
Giwasir	id=g:2340569
Giwasalak	id=g:2340570
Giware Buba	id=g:2340571
Giwano	id=g:2340572
Giwamo	id=g:2340573
Giwa Elewure	id=g:2340574
Giwa	id=g:2340575
Giwa	id=g:2340576
Giwa	id=g:2340577
Givwa	id=g:2340578
Gitata	id=g:2340579
Gita-Noma	id=g:2340580
Gital Hill	id=g:2340581
Gital	id=g:2340582
Gita Gruge	id=g:2340583
Gita	id=g:2340584
Gisum	id=g:2340585
Gishuwa	id=g:2340586
Gishirya	id=g:2340587
River Gishiri	id=g:2340588
Gishiri River	id=g:2340589
River Gishi	id=g:2340590
Gisgerawa	id=g:2340591
Girtiba	id=g:2340592
Girsili	id=g:2340593
Giro Forest Reserve	id=g:2340594
Giro	id=g:2340595
Giro-Masa	id=g:2340596
Garni	id=g:2340597
Girku	id=g:2340598
Giris	id=g:2340599
Mayo Girijima	id=g:2340600
Giringwe	id=g:2340601
Giringa	id=g:2340602
Girinbuma	id=g:2340603
Girin	id=g:2340604
Girimari	id=g:2340605
Girim	id=g:2340606
Girim	id=g:2340607
Girigilan	id=g:2340608
Girigilan	id=g:2340609
River Girifata	id=g:2340610
Giribobo	id=g:2340611
Giri	id=g:2340612
Girgirnari	id=g:2340613
Girgili	id=g:2340614
Girgi	id=g:2340615
Giremawa	id=g:2340616
Girei Petel	id=g:2340617
Girei	id=g:2340618
Girbobo	id=g:2340619
Girboa	id=g:2340620
Girawsi	id=g:2340621
Girasa	id=g:2340622
Girari	id=g:2340623
Giranburum Hill	id=g:2340624
Gira	id=g:2340625
Gir	id=g:2340626
Gipso	id=g:2340627
Ginti	id=g:2340628
Ginshi Hills	id=g:2340629
Ginnery	id=g:2340631
Ginkoso	id=g:2340632
Ginje	id=g:2340633
Gini	id=g:2340634
Gingu	id=g:2340635
Gingawa	id=g:2340636
Ginga	id=g:2340637
Ginga	id=g:2340638
Gindyen	id=g:2340639
River Ginduwa	id=g:2340640
Gindiwaya	id=g:2340641
Gindiri Forest Reserve	id=g:2340642
Gindiri	id=g:2340643
Gindiri	id=g:2340644
Gindin Kete	id=g:2340645
Gindin Dutse	id=g:2340646
Gindin Dutse	id=g:2340647
Gindi Mango	id=g:2340648
Gindi Akwati	id=g:2340649
River Gulbin Gindi	id=g:2340650
Gindi	id=g:2340651
Gindi	id=g:2340652
Gindi	id=g:2340653
Gindei	id=g:2340654
Ginda	id=g:2340655
Gimsum	id=g:2340656
Gimsa Hill	id=g:2340657
Gimi Station	id=g:2340658
Gimi River Forest Reserve	id=g:2340659
Gimi	id=g:2340660
Gimi	id=g:2340661
Gimi	id=g:2340662
Gimbawa	id=g:2340663
Gimbama	id=g:2340664
Gimba	id=g:2340665
Gimba	id=g:2340666
Gimba	id=g:2340667
Gimare Kosa	id=g:2340668
Gimare	id=g:2340669
Giloagli	id=g:2340670
Gilliri	id=g:2340671
Gilliri	id=g:2340672
Gilkobi	id=g:2340673
Gilkali	id=g:2340674
Gilima	id=g:2340675
Gilik	id=g:2340676
Gilli-Gilli	id=g:2340677
Gilli-Gilli Forest Reserve	id=g:2340678
Gilgil	id=g:2340679
Gilego	id=g:2340680
Gile	id=g:2340681
Gildanbara	id=g:2340682
Kagatakowa	id=g:2340683
Gilbosu	id=g:2340684
Gilbedi	id=g:2340685
Gilari	id=g:2340686
Gikau	id=g:2340687
Gijiwa	id=g:2340688
Gijiwa	id=g:2340689
Gajia Forest Reserve	id=g:2340690
Gijia	id=g:2340691
Gijia	id=g:2340692
Gigyara	id=g:2340693
Gigira	id=g:2340694
Giginya Bakwai	id=g:2340695
Gigiyan	id=g:2340696
Giginya	id=g:2340697
Gigin	id=g:2340698
Gigani	id=g:2340699
Gigani	id=g:2340700
Gigane	id=g:2340701
Gierkun Station	id=g:2340702
Gierkun	id=g:2340703
Giere	id=g:2340704
Gidimbiri	id=g:2340705
Gidima	id=g:2340706
Gidila	id=g:2340707
Gidigidi	id=g:2340708
Gidi Gidi	id=g:2340709
Gidiga	id=g:2340710
Dutse Gidi Hill	id=g:2340711
Gidi	id=g:2340712
Gidi	id=g:2340713
Gidhlil	id=g:2340714
Gidgid	id=g:2340715
Gidgid	id=g:2340716
Gidenari	id=g:2340717
Gidel	id=g:2340718
Gidda Manti	id=g:2340719
Gidan Zunkpaida	id=g:2340720
Gidan Zomo	id=g:2340721
Gidan Zari	id=g:2340722
Gidan Yusufu	id=g:2340723
Gidan Yodi	id=g:2340724
Gidan Yausa	id=g:2340725
Gidan Yargora	id=g:2340726
Gidan Yango	id=g:2340727
Gidan Yange	id=g:2340728
Guidan Yamatawa	id=g:2340729
Guidan Yakubu	id=g:2340730
Gidan Wusheynu	id=g:2340731
Gidan Wuka	id=g:2340732
Gidan Waya	id=g:2340733
Gidan Warida	id=g:2340734
Gidan Walu	id=g:2340735
Gidan Wakili	id=g:2340736
Guidan Wakaso	id=g:2340737
Gidan Usumanu	id=g:2340738
Guidan Usuman	id=g:2340739
Gidan Usuman	id=g:2340740
Gidan Usmanu	id=g:2340741
Gidan Usman Danladi	id=g:2340742
Gidan Usman	id=g:2340743
Gidan Ushiba	id=g:2340744
Gidan Usaini	id=g:2340745
Gidan Umaru	id=g:2340746
Gidan Ulu	id=g:2340747
Guidan Uban Dawaki	id=g:2340748
Gidan Uban Dawaki	id=g:2340749
Gidan Tukura	id=g:2340750
Gidan Tukunguna	id=g:2340751
Gidan Tudu	id=g:2340752
Gidan Tudu	id=g:2340753
Gidan Tsofon Sariki	id=g:2340754
Gidan Tomi	id=g:2340755
Tohuwa	id=g:2340756
Gidan Tiraki	id=g:2340757
Gidan Tetige	id=g:2340758
Gidan Tata	id=g:2340759
Gidan Tarasilawa	id=g:2340760
Gidan Tanko	id=g:2340761
Guidan Tanko	id=g:2340762
Gidan Tanko	id=g:2340763
Gidan Tambari Kokwa	id=g:2340764
Gidan Takere	id=g:2340765
Gidan Tagwai	id=g:2340766
Gidan Sule	id=g:2340767
Gidan Sufa	id=g:2340768
Gidan Soja	id=g:2340769
Gidan Sogida	id=g:2340770
Guidan Sodangi	id=g:2340771
Gidan Siko	id=g:2340772
Gidan Shere	id=g:2340773
Gidan Shekaro	id=g:2340774
Gidan Shehu	id=g:2340775
Guidan Shanono	id=g:2340776
Guidan Shagwo	id=g:2340777
Gidan Shabagu	id=g:2340778
Gidan Shaba	id=g:2340779
Gidan Shaba	id=g:2340780
Gidan Segi	id=g:2340781
Gidan Sarumai	id=g:2340782
Gidan Sarkin Noma Maizuma	id=g:2340783
Guidan Sarkin Noma	id=g:2340784
Gidan Sarkin Lau	id=g:2340785
Gidan Sarkin Katul	id=g:2340786
Gidan Sarkin Karigi	id=g:2340787
Gidan Sarkin Gardi	id=g:2340788
Gidan Sarkin Dutse	id=g:2340789
Gidan Sarkin Bishini	id=g:2340790
Gidan Sarkin Bakre	id=g:2340791
Gidan Sarikin Wuchanja	id=g:2340792
Gidan Sarikin Uran Chiku	id=g:2340793
Gidan Sarikin Uguru	id=g:2340794
Gidan Sarikin Togwoma	id=g:2340795
Gidan Sarikin Noma	id=g:2340796
Gidan Sarikin Kukunga	id=g:2340797
Gidan Sarikin Fada	id=g:2340798
Gidan Sarikin Aski	id=g:2340799
Guidan Sarde	id=g:2340800
Gidan Sarakin Samari	id=g:2340801
Gidan Sani	id=g:2340802
Gidan Sande	id=g:2340803
Gidan Salifu	id=g:2340804
Gidan Salatu	id=g:2340805
Guidan Sake	id=g:2340806
Guidan Sakarawa	id=g:2340807
Gidan Sabuwa	id=g:2340808
Gidan Rai	id=g:2340809
Gidan Pawa	id=g:2340810
Gidan Patuko	id=g:2340811
Gidan Pate	id=g:2340812
Gidan Ogu	id=g:2340813
Gidan Oga	id=g:2340814
Gidan Odu	id=g:2340815
Gidan Obandamo	id=g:2340816
Guidan Nuhu	id=g:2340817
Gidan Nufawa	id=g:2340818
Gidan Nduna	id=g:2340819
Gidan Nbora	id=g:2340820
Guidan Nayo	id=g:2340821
Gidan Nayaka	id=g:2340822
Guidan Nasheku	id=g:2340823
Guidan Namatunu	id=g:2340824
Guidan Nahiru	id=g:2340825
Guidan Nagambu	id=g:2340826
Gidan-Nabara	id=g:2340827
Gidan Mutuwa	id=g:2340828
Gidan Mutum Daia	id=g:2340829
Guidan Musa	id=g:2340830
Gidan Musa	id=g:2340831
Gidan Munkaila	id=g:2340832
Gidan Mekwonko	id=g:2340833
Gidan Mekomo	id=g:2340834
Gidan Mbora	id=g:2340835
Maza	id=g:2340836
Gidan Maza	id=g:2340837
Gidan Matoro	id=g:2340838
Gidan Mata Station	id=g:2340839
Gidan Mata	id=g:2340840
Gidan Masu	id=g:2340841
Guidan Mashau	id=g:2340842
Guidan Manuga	id=g:2340843
Guidan Mani	id=g:2340844
Gidan-Mani	id=g:2340845
Gidan Mangoro	id=g:2340846
Gidan Mangoro	id=g:2340847
Gidan Mammam	id=g:2340848
Guidan Maman	id=g:2340849
Gidan Mama	id=g:2340850
Guidan Mallam Yaya	id=g:2340851
Gidan Mallam Sani	id=g:2340852
Gidan Mallan Kagwa	id=g:2340853
Gidan Mallam Idi	id=g:2340854
Mallam Haruna	id=g:2340855
Guidan Mallam Chido	id=g:2340856
Gidan-Mallam-Azuka	id=g:2340857
Guidan Malijatu	id=g:2340858
Gidan Malam Audu	id=g:2340859
Gidan Malaha	id=g:2340860
Guidan Makuru	id=g:2340861
Guidan Makeri	id=g:2340862
Gidan Makeri	id=g:2340863
Gidan Makera Hill	id=g:2340864
Gidan Makera	id=g:2340865
Gidan Makera	id=g:2340866
Gidan Makera	id=g:2340867
Gidan Makangara	id=g:2340868
Gidan Makan	id=g:2340869
Gidan Makaminkura	id=g:2340870
Gidan Makama	id=g:2340871
Gidan Maizaji	id=g:2340872
Gidan Maishinkafa	id=g:2340873
Guidan Mai Sauri	id=g:2340874
