Arthur Lakes Library	id=g:7130628
Ratcliff Post Office (historical)	id=g:7131356
Richardson Post Office (historical)	id=g:7131357
Skaggs Post Office (historical)	id=g:7131358
Tarkiln Post Office (historical)	id=g:7131359
Ulysses Post Office (historical)	id=g:7131360
Vessie Post Office (historical)	id=g:7131361
Vinson Post Office (historical)	id=g:7131362
Walbridge Post Office (historical)	id=g:7131363
Waterson Post Office (historical)	id=g:7131364
Webbville Post Office	id=g:7131365
Wilbur Post Office (historical)	id=g:7131366
Canosia Post Office (historical)	id=g:7131367
Burntside Post Office (historical)	id=g:7131368
Burnett Post Office (historical)	id=g:7131369
Brimson Post Office	id=g:7131370
Anatol Post Office (historical)	id=g:7131371
Gheen Post Office	id=g:7131372
Allen Post Office (historical)	id=g:7131373
Arnold Post Office (historical)	id=g:7131374
Ash Lake Post Office (historical)	id=g:7131375
Bates Post Office (historical)	id=g:7131376
Bear RIver Post Office (historical)	id=g:7131377
Bengal Post Office (historical)	id=g:7131378
Brevator Post Office (historical)	id=g:7131379
Alborn Post Office	id=g:7131380
Adolph Post Office	id=g:7131381
Meadowlands Post Office	id=g:7131382
Saint Mary's Catholic Church	id=g:7131383
Meadowlands Village Hall	id=g:7131384
Meadowlands Fire Department	id=g:7131385
Jehovah's Witnesses Kingdom Hall	id=g:7131386
First Lutheran Church	id=g:7131387
Christian Way Fellowship	id=g:7131388
Trinity Episcopal Church	id=g:7131389
Hermantown Police Department	id=g:7131390
Hermantown Volunteer Fire Department	id=g:7131391
Peace in Christ Lutheran Church	id=g:7131392
Hermantown Community Church	id=g:7131393
Duluth Clinic-Hermantown	id=g:7131394
Hermantown Medical Clinic	id=g:7131395
Hermantown Middle School	id=g:7131396
Hermantown Elementary School	id=g:7131397
Proctor Area Historical Museum	id=g:7131398
Superior Health Medical Group	id=g:7131399
Saint Rose School	id=g:7131400
Saint Rose Catholic Church	id=g:7131401
Proctor Senior High School	id=g:7131402
Lakeshore Celebration Church	id=g:7131403
Proctor Junior High/Intermediate School	id=g:7131404
Immanuel Lutheran Church	id=g:7131405
Forbes United Methodist Church	id=g:7131406
Bethlehem Lutheran Church	id=g:7131407
Proctor City Hall	id=g:7131408
Proctor Post Office (historical)	id=g:7131409
Melrude Town Hall	id=g:7131410
Cotton Fire Hall	id=g:7131411
Cotton Clinic	id=g:7131412
Cotton Post Office	id=g:7131413
Brookston Post Office	id=g:7131414
Little Fork Bridge (historical)	id=g:7131415
Fern Bridge	id=g:7131416
Raven Bridge (historical)	id=g:7131417
Ash Cemetery	id=g:7131418
Kitchen Cemetery (historical)	id=g:7131419
Sammons Cemetery	id=g:7131420
Seaton Cemetery	id=g:7131421
Memorial Park Cemetery	id=g:7131422
Vincent Cemetery	id=g:7131423
Walker Cemetery	id=g:7131424
Cresswell Cemetery	id=g:7131425
Goebel Cemetery	id=g:7131426
O'Neal Cemetery	id=g:7131427
Burton Cemetery	id=g:7131428
Mercantile Building	id=g:7131429
Mercantile Exchange Building North	id=g:7131430
Prestige Center	id=g:7131431
Blankenship Cemetery	id=g:7131432
Damron Cemetery	id=g:7131433
Boggs Cemetery	id=g:7131434
Bolding Cemetery	id=g:7131435
Womack Graveyard	id=g:7131436
Sammons Cemetery (historical)	id=g:7131437
Sally Cemetery	id=g:7131438
Rush Cemetery	id=g:7131439
Glancy Cemetery	id=g:7131440
Brinergar Church	id=g:7131441
Pilgrim Holiness Church	id=g:7131442
Flat Fork Church of God	id=g:7131443
Limestone Apostolic Church	id=g:7131444
Smoky Valley Christian Church	id=g:7131445
James Chapel (historical)	id=g:7131446
Davys Church	id=g:7131447
Pactolus United Methodist Church	id=g:7131448
Orangewood Place Office Building	id=g:7131449
Villa Sancta Anna Home	id=g:7131450
Water Tower Plaza Building	id=g:7131451
University Mednet Clinic	id=g:7131452
Beachwood Adult Training Center	id=g:7131453
Fairlawn City Hall	id=g:7131454
Lavelli Field	id=g:7131455
Fair Lawn Lutheran Church	id=g:7131456
Faith Lutheran Church	id=g:7131457
Unitarian Universalist Church of Akron	id=g:7131458
Shops of Fairlawn Shopping Center	id=g:7131459
Fort Island Park	id=g:7131460
Vesper Lake	id=g:7131461
Concord Township Town Hall	id=g:7131462
Fairport Village Hall	id=g:7131463
Grand River Village Hall	id=g:7131464
Lake County Water Service Center	id=g:7131465
Madison Township Town Hall	id=g:7131466
Madison Village Hall	id=g:7131467
Mentor-On-The-Lake City Hall	id=g:7131468
North Perry Village Hall	id=g:7131469
Painesville Township Town Hall	id=g:7131470
Perry Historical Museum	id=g:7131471
Perry Township Town Hall	id=g:7131472
Perry Village Hall	id=g:7131473
Diamond Centre Shopping Center	id=g:7131474
Erie Commons Shopping Center	id=g:7131475
Southern State Correctional Facility - Springfield	id=g:7131476
Southeast State Correctional Facility - Windsor	id=g:7131477
Dale Women's Facility	id=g:7131478
Caledonia Community Work Camp - Saint Johnsbury	id=g:7131479
Westminster Volunteer Fire and Rescue - Substation	id=g:7131480
Champion Fire Company 5	id=g:7131481
Phoenix Fire Company 6	id=g:7131482
West Dummerston Volunteer Fire Department - Substation	id=g:7131483
Williamsville Fire Department	id=g:7131484
Wardsboro Fire Department	id=g:7131485
Saxtons River Volunteer Fire Department	id=g:7131486
Rockingham Fire Department	id=g:7131487
Newbrook Volunteer Fire and Rescue Department	id=g:7131488
Grafton Fireman's Association, Incorporated	id=g:7131489
Whitingham Volunteer Fire Department	id=g:7131490
Wilmington Fire Department	id=g:7131491
Westminster Volunteer Fire and Rescue	id=g:7131492
West Dover Fire Department	id=g:7131493
Vernon Volunteer Fire Department	id=g:7131494
Jamaica Fire Department	id=g:7131495
Whitingham Fire Department - Jacksonville Fire House	id=g:7131496
East Dover Volunteer Fire Company, Incorporated	id=g:7131497
Brattleboro Fire Department Station 2	id=g:7131498
Brattleboro Fire Department Station 1 Central Station	id=g:7131499
West Dummerston Volunteer Fire Department	id=g:7131500
Stratton Mountain Volunteer Fire Company	id=g:7131501
Stratton Mountain Volunteer Fire Company - Town Garage	id=g:7131502
Marlboro Volunteer Fire Department	id=g:7131503
Windham Volunteer Fire and Rescue Company, Incorporated	id=g:7131504
Townshend Volunteer Fire Department	id=g:7131505
Halifax Fire Company Incorporated	id=g:7131506
Guilford Volunteer Fire Department	id=g:7131507
Putney Fire Department	id=g:7131508
Bennington Rural Fire Department Station 1	id=g:7131509
North Bennington Fire Department	id=g:7131510
Arlington Fire Department - West Station	id=g:7131511
Rupert Volunteer Fire Department	id=g:7131512
Stamford Volunteer Fire Department	id=g:7131513
Depot Road Fire House	id=g:7131514
Buck Hill Road Fire House	id=g:7131515
Readsboro Fire Department	id=g:7131516
Pownal Valley Fire Department - Central Station	id=g:7131517
Pownal Fire Protective Association	id=g:7131518
Pownal Valley Fire Department - North Station	id=g:7131519
Peru Volunteer Fire Company	id=g:7131520
Manchester Fire Department	id=g:7131521
East Dorset Fire District	id=g:7131522
Dorset Fire District 1	id=g:7131523
Pownal Valley Fire Department - East Station	id=g:7131524
Bennington Fire Department	id=g:7131525
Bennington Rural Fire Department Station 2	id=g:7131526
Bennington Rural Fire Department Station 3	id=g:7131527
Arlington Fire Department - East Station	id=g:7131528
Wallingford Fire Department Station 2	id=g:7131529
Center Rutland Fire Department	id=g:7131530
Ira Volunteer Fire Department	id=g:7131531
Center of Rutland Fire Department -  McKinley Station	id=g:7131532
Poultney Fire Department	id=g:7131533
Hubbardton Fire Department Station 2	id=g:7131534
West Haven Volunteer Fire Department	id=g:7131535
Hubbardton Fire Department Station 1	id=g:7131536
Danby - Mount Tabor Volunteer Fire Department Station 1	id=g:7131537
Wallingford Volunteer Fire Department Station 1	id=g:7131538
Shrewsbury Volunteer Fire Department Station 2	id=g:7131539
Pittsford Fire Department - Fire Service Training	id=g:7131540
Killington Fire And Rescue Station 2	id=g:7131541
Mount Holly Volunteer Fire Department Station 2	id=g:7131542
Clarendon Volunteer Fire Association Station 2	id=g:7131543
West Pawlet Volunteer Fire Department	id=g:7131544
Wells Volunteer Fire Department, Incorporated	id=g:7131545
Shrewsbury Volunteer Fire Department Station 1	id=g:7131546
Pittsford Fire Department	id=g:7131547
Pawlet Volunteer Fire Department	id=g:7131548
Mount Holly Volunteer Fire Department Station 1	id=g:7131549
Middletown Springs Fire Department	id=g:7131550
Killington Fire And Rescue Station 1	id=g:7131551
Fair Haven Fire Department	id=g:7131552
Clarendon Volunteer Fire Association Station 1	id=g:7131553
Chittenden Volunteer Fire Department	id=g:7131554
Castleton Volunteer Fire Department	id=g:7131555
Brandon Fire District 1	id=g:7131556
West Rutland Fire Department	id=g:7131557
Benson Fire Department	id=g:7131558
Tinmouth Volunteer Fire Department	id=g:7131559
Danby - Mount Tabor Volunteer Fire Department Station 2	id=g:7131560
Bridgewater Volunteer Fire Department	id=g:7131561
Barnard Volunteer Fire Department	id=g:7131562
Ascutney Volunteer Fire Department	id=g:7131563
South Royal Fire Department	id=g:7131564
Broad Brook Volunteer Fire Department	id=g:7131565
Sharon Volunteer Firemen's Association, Incorporated	id=g:7131566
Rochester Volunteer Fire Department	id=g:7131567
Reading Fire and Rescue	id=g:7131568
West Weathersfield Volunteer Fire Department	id=g:7131569
Hartland Volunteer Fire Department and Rescue Squad Incorporated Station 2	id=g:7131570
Hartford Fire Department Station 2	id=g:7131571
Woodstock Fire Department	id=g:7131572
West Woodstock Fire Department	id=g:7131573
Springfield Fire Department	id=g:7131574
Southern Woodstock Fire Department	id=g:7131575
Teago Volunteer Fire Department	id=g:7131576
Cavendish Fire Department - Proctorsville Station	id=g:7131577
Norwich Fire Department	id=g:7131578
Pomfret Volunteer Fire Department	id=g:7131579
Ludlow Fire Department	id=g:7131580
Hartland Volunteer Fire Department and Rescue Squad Incorporated Station 1	id=g:7131581
Chester Fire Department	id=g:7131582
Cavendish Fire Department	id=g:7131583
West Windsor Volunteer Fire Department	id=g:7131584
Bethel Fire Department	id=g:7131585
Hartford Fire Department Station 1 Headquarters	id=g:7131586
West Fairlee Volunteer Fire Department	id=g:7131587
Vershire Fire and Rescue, Incorporated	id=g:7131588
Fairlee Volunteer Fire Department	id=g:7131589
East Corinth Volunteer Fire Department	id=g:7131590
East Corinth Volunteer Fire Department - Corinth Station	id=g:7131591
Thetford Volunteer Fire Department - Post Hills Station	id=g:7131592
Thetford Fire Department - Training Facility	id=g:7131593
Williamstown Fire Department	id=g:7131594
Tri-Village Fire Department	id=g:7131595
Wells River Fire Department	id=g:7131596
Washington Volunteer Fire Department	id=g:7131597
Tunbridge Volunteer Fire Department, Incorporated	id=g:7131598
Thetford Volunteer Fire Department - Thetford Hills Station	id=g:7131599
Strafford Firemen's Association	id=g:7131600
Randolph Center Fire Department	id=g:7131601
Randolph Village Fire Department	id=g:7131602
Newbury Fire Department	id=g:7131603
Chelsea Volunteer Fire Department	id=g:7131604
Bradford Fire Department	id=g:7131605
East Randolph Fire Department	id=g:7131606
West Newbury Fire Department	id=g:7131607
Brookfield Volunteer Fire Department	id=g:7131608
Tri-village Fire Department	id=g:7131609
Strafford Firemen's Association - Main Station	id=g:7131610
Cornwall Fire Department - West Station	id=g:7131611
Starksboro Volunteer Fire Department Station 2	id=g:7131612
Weybridge Fire Department	id=g:7131613
Vergennes Volunteer Fire Department	id=g:7131614
Starksboro Volunteer Fire Department Station 1	id=g:7131615
Shoreham Fire Department	id=g:7131616
Ripton Fire Department	id=g:7131617
Orwell Volunteer Fire Department	id=g:7131618
New Haven Fire Station	id=g:7131619
Middlebury Volunteer Fire Department - Station 2	id=g:7131620
Middlebury Volunteer Fire Department - Station 1	id=g:7131621
Lincoln Volunteer Fire Department	id=g:7131622
Hancock Fire Station	id=g:7131623
Granville Volunteer Fire Department	id=g:7131624
Cornwall Volunteer Fire Department - State Route 30 Station	id=g:7131625
Bristol Fire Station	id=g:7131626
Bridport Volunteer Fire Department	id=g:7131627
Addison Volunteer Fire Department	id=g:7131628
Ferrisburgh Volunteer Fire Department	id=g:7131629
Monkton Volunteer Fire Department	id=g:7131630
Salisbury Volunteer Department	id=g:7131631
Whiting Volunteer Fire Department	id=g:7131632
Plainfield Volunteer Fire Department	id=g:7131633
Woodbury Volunteer Fire Department	id=g:7131634
Berlin Volunteer Fire Department - Riverton Station	id=g:7131635
Middlesex Volunteer Fire Department - Station 2	id=g:7131636
East Montpelier Fire Department, Incorporated	id=g:7131637
Worcester Volunteer Fire and Rescue	id=g:7131638
Waterbury Village Fire Department	id=g:7131639
Warren Volunteer Fire Department	id=g:7131640
Warren Volunteer Fire Department- Substation	id=g:7131641
Waitsfield Fayston Fire Department	id=g:7131642
Roxbury Volunteer Fire Department	id=g:7131643
Moretown Volunteer Fire Department	id=g:7131644
Marshfield Fire Department	id=g:7131645
Cabot Volunteer Fire Department	id=g:7131646
Barre City Fire and Ambulance Service	id=g:7131647
East Montpelier Fire Department, Incorporated	id=g:7131648
Barre Town Fire Department - South Barre Station	id=g:7131649
Saint Michael's College Fire And Rescue, Incorporated	id=g:7131650
Richmond Fire Department - Town of Richmond Garage	id=g:7131651
Colchester Center Volunteer Fire Company - Old Station	id=g:7131652
Winooski Fire Department	id=g:7131653
South Burlington Fire and Rescue Station 2	id=g:7131654
South Burlington Fire and Rescue Station 1	id=g:7131655
Shelburne Volunteer Fire Department	id=g:7131656
Richmond Fire Department	id=g:7131657
Underhill - Jericho Fire Department,  Incorporated - Substation	id=g:7131658
Huntington Volunteer Fire Department	id=g:7131659
Hinesburg Fire Department	id=g:7131660
Essex Fire and Rescue	id=g:7131661
Essex Junction Fire Department	id=g:7131662
Colchester Center Volunteer Fire Company - Champlain Station	id=g:7131663
Malletts Bay Fire Department	id=g:7131664
Colchester Center Volunteer Fire Company	id=g:7131665
Burlington Fire Department Station 4	id=g:7131666
Burlington Fire Department Station 5	id=g:7131667
Burlington Fire Department Station 1 Central Station	id=g:7131668
Burlington Fire Department Station 3	id=g:7131669
Williston Fire Department Station 1	id=g:7131670
Milton Fire Department	id=g:7131671
Williston Fire Department Station 2	id=g:7131672
Barnet Fire Department - Substation	id=g:7131673
Barnet Fire and Rescue	id=g:7131674
Danville Volunteer Fire Department	id=g:7131675
Waterford Volunteer Fire Department	id=g:7131676
Walden Emergency First Aid Stabilization Team Squad	id=g:7131677
Sutton Fire Department	id=g:7131678
Ryegate Volunteer Fire Department	id=g:7131679
Peacham Volunteer Fire Department	id=g:7131680
Newark Volunteer Fire Department	id=g:7131681
Hardwick Fire Department	id=g:7131682
Groton Volunteer Fire Department	id=g:7131683
East Burke Volunteer Fire Department	id=g:7131684
Danville Volunteer Fire Department	id=g:7131685
West Burke Fire Department	id=g:7131686
Wolcott Fire Department	id=g:7131687
Morristown Fire Department	id=g:7131688
Johnson Fire Department	id=g:7131689
Hyde Park Fire Department	id=g:7131690
Elmore Fire Department	id=g:7131691
North Hyde Park / Eden Fire Department	id=g:7131692
City of Newport Fire Department	id=g:7131693
Jay Volunteer Fire Department	id=g:7131694
Irasburg Fire Department	id=g:7131695
Glover Volunteer Fire Department	id=g:7131696
Charleston Volunteer Fire Department	id=g:7131697
Derby Line Fire Department	id=g:7131698
Troy Volunteer Fire Department	id=g:7131699
Lowell Volunteer Fire Department	id=g:7131700
Greensboro Fire Department	id=g:7131701
