La Rosetta	id=g:6472838
La Cartolina Residence	id=g:6485772
Hotel Nice	id=g:6485773
La Certosa	id=g:6485774
Hotel Kennedy	id=g:6485776
Hotel Il Cigno	id=g:6485777
Podere Sant'Elena	id=g:6485780
Internazionale Domus Piazza di Spagna	id=g:6485783
Hotel Valentino	id=g:6485784
Hotel Vittoria	id=g:6485785
Joli Park Hotel	id=g:6485788
UNA Hotel Brescia	id=g:6485789
Residence Panorama	id=g:6485790
Hotel Plaza	id=g:6485793
Hotel La Spezia	id=g:6485794
Hotel Kappa	id=g:6485795
La Piana dei castagni	id=g:6485797
Hotel Aurora	id=g:6485798
Tenuta Torciano	id=g:6485800
Villa Dolcetti	id=g:6485804
Hotel Spagna	id=g:6485805
Hotel Campanile Padua	id=g:6485806
Hilton Cavalieri - Rome	id=g:6485811
Spa Resort Frescina	id=g:6485813
Hotel Franchi	id=g:6485816
b&b la terrazza	id=g:6485820
Hotel Sanpi Milano	id=g:6485821
Hotel Benivieni	id=g:6485822
Hotel Valganna	id=g:6485823
Villa Pace Park Hotel Bolognese	id=g:6485826
Hotel Les Chambres D'or	id=g:6485827
Park Hotel Zanzanu	id=g:6485829
Hotel La Pace	id=g:6485830
Hotel Solis - Colosseo	id=g:6485833
Hotel Magnolia	id=g:6485834
Soggiorno Europa	id=g:6485836
Hotel Garda	id=g:6485837
La Casa in Collina	id=g:6485838
Hotel  Euro House INN  Airport	id=g:6485839
Hotel Cristallo	id=g:6485841
Ultimo Mulino	id=g:6485842
Hotel Susa & Stazione	id=g:6485843
Park Hotel Villa Grazioli	id=g:6485844
Hotel Adas	id=g:6485847
hotel terme la bagattella	id=g:6485848
Hotel Seven Residence	id=g:6485849
Villa Glicine	id=g:6485850
Residence La Ferriera	id=g:6485851
Grand Hotel La Medusa	id=g:6485854
Mamma Rosa	id=g:6485855
agriturismo Le Macine	id=g:6485857
Hotel Terme Venezia	id=g:6485859
Hotel Santa Maria	id=g:6485860
Locanda di palazzo Cicala	id=g:6485861
Hotel Sirenetta	id=g:6485866
Holiday Inn Turin City Centre	id=g:6485867
Hotel Locanda Al Piave	id=g:6485869
Hotel Aurora	id=g:6485870
Suite San Pietro	id=g:6485873
Hotel Locanda Gaffaro	id=g:6485874
Hotel Degli Haethey	id=g:6485878
NH Baglio Oneto Resort	id=g:6485879
Hotel Villa Gasparini	id=g:6485882
Hotel Mach2 Rome Airport	id=g:6485884
Cicerone Hotel	id=g:6485885
Grand Hotel Europa Palace	id=g:6485886
Jolly Hotel Napoli	id=g:6485887
Hotel Colomba	id=g:6485888
Albani Florence Hotel	id=g:6485889
hotel IL GUELFO BIANCO	id=g:6485890
Villa Sant Andrea	id=g:6485892
Hotel Morelli	id=g:6485896
Me.Fra Camere	id=g:6485900
Ramada Emilia Hotel	id=g:6485901
Hotel Centrale - Venezia Mestre CENTRO	id=g:6485902
Hotel Portamaggiore	id=g:6485905
Residenza Frattina	id=g:6485906
Tenutal Monacelli	id=g:6485907
Hotel Meublè Moreri	id=g:6485908
Hotel Au Coin Vert	id=g:6485909
Villa Anna Bed & Breakfast	id=g:6485911
Villa La Castellaccia Residenza d'Epoca	id=g:6485912
Rosso e Nero B&B	id=g:6485915
frittata della zia	id=g:6485919
Hotel La Torre	id=g:6485920
Hotel Villa casalecchi	id=g:6485921
Residenza Giotto	id=g:6485925
La Casa d'Amare	id=g:6485927
Nord Florence	id=g:6485928
Hotel Aurelio	id=g:6485929
Hotel Residence Toscana Verde	id=g:6485930
Hotel Locanda Canal	id=g:6485931
Hotel Bonadies	id=g:6485932
Locanda de' Ciompi	id=g:6485936
Hotel Diplomatic	id=g:6485938
Hotel Blumarine	id=g:6485939
Hotel Mennini	id=g:6485940
Palazzo Grande Residenza d'Epoca	id=g:6485941
Hotel Campidoglio	id=g:6485942
Hotel Etrusco	id=g:6485943
Hotel Ariminum	id=g:6485944
Hotel Villa Stella	id=g:6485945
Hotel Virginia	id=g:6485946
Hotel Ziò	id=g:6485953
NH Tonnara di Bonagia Resort	id=g:6485962
Locanda Art Déco	id=g:6485963
Villa la Grotta	id=g:6485964
Vald Hotel	id=g:6485965
Hotel Hermitage	id=g:6485966
Hotel Martini	id=g:6485967
Hotel Villa Emma	id=g:6485968
Le Suite di Via Ottaviano(200MT Piazza San Pietro 150MT  Musei v	id=g:6485969
Palazzo Carradori	id=g:6485972
Hotel Garden	id=g:6485973
Hotel Amalfi	id=g:6485976
Hotel Corallo	id=g:6485977
Palazzo GiaracaA'	id=g:6485978
Hotel Salus	id=g:6485979
Hotel Marco Polo	id=g:6485980
Hotel Del Sole  Chiusi - Siena	id=g:6485981
Hotel San Silvestro	id=g:6485984
Hotel Kursaal	id=g:6485985
Rèmin Plaza Hotel 4 stelle Rimini	id=g:6485986
Park Hotel Rimini	id=g:6485989
hotel REGINA MARGHERITA	id=g:6485994
Hotel Laurus	id=g:6485995
Hotel delle Arti	id=g:6485996
Hotel La Perla Preziosa	id=g:6486001
Oasi Olimpia Relais	id=g:6486005
Hotel Lidò	id=g:6486008
Hostel Attico	id=g:6486012
Villa Giannina	id=g:6486013
Hotel Promenade & Residence Thermae	id=g:6486014
Ortigia-cameraconvista	id=g:6486017
INTOWN luxury house	id=g:6486018
Hotel Gemini	id=g:6486019
hotel estée	id=g:6486021
Hotel Orly	id=g:6486022
Hotel Touring	id=g:6486025
bed and bed al podere le cave	id=g:6486028
Park Hotel	id=g:6486029
Hotel Nella	id=g:6486031
Principe di Villafranca	id=g:6486032
Hotel Valdor	id=g:6486033
Hopps Hotel	id=g:6486034
Sheraton Bologna Hotel & Conference Center	id=g:6486039
Hotel Cangrande di Soave	id=g:6486040
Hotel Michelangelo	id=g:6486041
Hotel Tirreno	id=g:6486043
Hotel Tre Re	id=g:6486044
Perugia Plaza Hotel	id=g:6486047
Hotel  ABC	id=g:6486048
Hotel President	id=g:6486049
Hotel Vittorio Emanuele	id=g:6486051
Hotel Ritz Forte dei Marmi	id=g:6486052
Hotel Euro House	id=g:6486053
One World Apartments	id=g:6486055
Kette Hotel	id=g:6486058
Hotel Antico Parco del Principe	id=g:6486059
Hotel Al Sole	id=g:6486060
Hotel Venezia	id=g:6486061
Hotel ALEXANDER	id=g:6486062
Pardini's Hermitage Hotel	id=g:6486063
Hotel S  Ilario	id=g:6486066
Yes Hotel	id=g:6486069
Relais Villa d'Assio	id=g:6486070
La Pineta	id=g:6486073
Hotel Medea	id=g:6486074
Hotel Santa Caterina	id=g:6486075
Napoli Centro b&b nel cuore della city	id=g:6486076
Hotel Relais Monaco & Country Club	id=g:6486082
Grand Hotel Tiberio - ROMA-	id=g:6486083
Hotel Convento Santa Chiara	id=g:6486084
Quality Hotel Nova Domus	id=g:6486085
Hotel Posta	id=g:6486086
hotel beethoven	id=g:6486089
Hilton Villa Igiea Palermo	id=g:6486090
Hotel La Pace	id=g:6486094
Hotel Villa Lalla	id=g:6486095
Jolly Hotel Milano 2	id=g:6486096
Hotel degli Orafi	id=g:6486097
Hotel Arcobaleno	id=g:6486099
Hotel Parco Del Lago	id=g:6486101
b&b almaclaudia	id=g:6486103
VacanzeParadiso	id=g:6486104
Hotel Alabarda	id=g:6486106
Villa Conti Residence   Isola d'Elba	id=g:6486107
Hotel Nautico	id=g:6486108
Hotel Veneto	id=g:6486109
Hotel Seiler	id=g:6486110
Ianua Hotel	id=g:6486112
bellevue del golfo	id=g:6486113
Jolly Hotel Trieste	id=g:6486114
Hotel Fabricia Isola d'Elba	id=g:6486115
Hotel Le Petit	id=g:6486117
Hotel Ariosto	id=g:6486118
Hotel La Floridiana	id=g:6486121
Le Casacce	id=g:6486124
Hotel Mecenate Palace	id=g:6486125
Relais Le Betulle hotel-bed&breakfast	id=g:6486126
Wallace's Arthouse Spoleto	id=g:6486127
Relais sul Lago	id=g:6486128
Hotel Poggio	id=g:6486129
Hotel Belle Epoque	id=g:6486130
Grand Hotel Trento  A Boscolo First Class Hotel	id=g:6486131
Hotel Marini 2	id=g:6486132
R T A     Bucauno	id=g:6486134
Hotel Villa Fontana	id=g:6486135
Hotel Pantheon	id=g:6486136
NH Laguna Palace - Building A	id=g:6486137
hotel residence villa pozzi	id=g:6486139
Hotel Daniel's	id=g:6486140
hotel internet cafe' san marco	id=g:6486141
hotel Pinzolo Dolomiti	id=g:6486142
Villa Grancassa	id=g:6486143
Hotel Pagoda	id=g:6486144
La Locanda Delle Fontanelle	id=g:6486145
Massimo Plaza Hotel	id=g:6486146
Hotel Villa Augustus	id=g:6486147
Hotel Mozart	id=g:6486148
Scilla e Cariddi	id=g:6486149
MSNSUITES Casa del Garbo	id=g:6486150
Park Hotel Meuble'	id=g:6486151
Hotel Italia	id=g:6486152
Hotel Wall Art	id=g:6486153
Hotel Milano	id=g:6486158
Hotel Talos	id=g:6486165
Hotel Minerva	id=g:6486166
Hotel Ausonia	id=g:6486168
Hotel Castelbarco	id=g:6486169
Hotel Grazia Terme	id=g:6486170
Hotel Casci	id=g:6486171
Hotel Royal	id=g:6486175
Hotel Zara	id=g:6486176
Villaggio  Baia del Sole	id=g:6486177
Grand Hotel Dino - Zacchera Hotels	id=g:6486179
Hotel Centrale	id=g:6486180
Soglia Hotel Gran Baita	id=g:6486181
Hotel de Lanzi	id=g:6486186
hotel del golfo	id=g:6486187
Villa Ulivi	id=g:6486190
Starhotels Du Parc	id=g:6486191
b&b Casale a Toledo	id=g:6486192
Hotel Villa Florence	id=g:6486193
La Locanda di Sauniere	id=g:6486195
Hotel del Parco	id=g:6486198
Hotel Aurora	id=g:6486199
Hotel Riviera	id=g:6486206
Hotel Marco Polo	id=g:6486214
Hotel Regina Adelaide	id=g:6486215
Hotel San Salvador	id=g:6486220
Hotel Terme Belvedere	id=g:6486221
Hotel Derby	id=g:6486223
bed and breakfast Soratte	id=g:6486225
Hotel Villa Conte Riccardi	id=g:6486226
Hotel Al Sole	id=g:6486227
appartamenti mare blu'	id=g:6486228
NH Venus Sea Garden Resort	id=g:6486229
Hotel Al Vivit	id=g:6486234
Jolly Hotel Villa Carpegna	id=g:6486236
Hotel Loreley	id=g:6486237
Residence Tolentino	id=g:6486242
Hotel Greif	id=g:6486245
NHow Milano	id=g:6486250
Hotel Elite	id=g:6486251
hotel forum	id=g:6486252
Hotel Novecento	id=g:6486255
Oceano&Mare	id=g:6486257
Silla Hotel	id=g:6486258
Relais il Fienile	id=g:6486259
Hotel Laurence	id=g:6486260
Romantik Hotel Villa di Monte Solare	id=g:6486264
Hotel Bougainville	id=g:6486265
Pausania Inn	id=g:6486266
Hotel Losanna	id=g:6486267
Hotel Goldoni	id=g:6486268
Hotel Ortles	id=g:6486271
Hotel Bella Venezia	id=g:6486273
Sant'Elmo Beach Hotel	id=g:6486275
MSNSUITES Palazzo Dei Ciompi	id=g:6486276
Le Grand Hotel Courmaison	id=g:6486277
Residence   Albergo  Ristorante Da Felicin	id=g:6486279
Ripamonti Congress Hotel	id=g:6486280
b&b and flats Latt e Liett	id=g:6486281
Hotel Tiffany milano	id=g:6486282
Hotel Margherita	id=g:6486283
Hotel Bologna	id=g:6486284
Hotel Bellaria	id=g:6486288
Park Hotel Ca' Noa	id=g:6486289
Resort I Mulini	id=g:6486290
Villa Rainò	id=g:6486291
Hotel Coppedè	id=g:6486292
hotel ristorante villaciconia	id=g:6486293
Hotel Villa Zuccari	id=g:6486294
Locanda Gallo	id=g:6486298
Palazzo Niccolini al Duomo	id=g:6486299
Hotel Senoner Unterdrittl	id=g:6486300
Hotel Ristorante Valkarana	id=g:6486307
Hotel Giardino	id=g:6486308
Hotel Helios	id=g:6486313
Hotel Venere	id=g:6486316
Hotel Rex	id=g:6486323
Melia Roma Aurelia Antica	id=g:6486325
Hotel kriss	id=g:6486326
Hotel Residence Villa Glicini	id=g:6486331
Scheppers Hotel	id=g:6486332
Hotel Villa Luigia	id=g:6486335
Residenza Le Rose	id=g:6486336
Hotel Oasi dei Discepoli	id=g:6486339
Relais Il cantico della Natura	id=g:6486341
Villa Cipro	id=g:6486342
Sheraton Golf Parco de'Medici Hotel & Resort	id=g:6486345
Hotel Carmencita	id=g:6486346
President Park Hotel	id=g:6486347
Hotel Vina del Mar Pineta - Lido di Jesolo	id=g:6486348
Hotel Roma Imperiale	id=g:6486350
Hotel Baia del Sorriso	id=g:6486351
Villetta Mimma Vittoria	id=g:6486357
Palazzo Talamo	id=g:6486362
Hotel Villa il Castagno	id=g:6486365
Hotel Bogart	id=g:6486366
La Ghiandaia Case Vacanze	id=g:6486368
Hotel Amalfi	id=g:6486369
Hotel Le Tre Vaselle	id=g:6486370
Villa Fenaroli Palace Hotel	id=g:6486372
Hotel Days Inn South Beach	id=g:6486373
Hotel Villa San Donnino	id=g:6486374
Hotel Miramare	id=g:6486375
hotel antica repubblica	id=g:6486376
Hotel Eros	id=g:6486377
Hotel Dolomiti	id=g:6486378
Hotel Ristorante Del Baldo	id=g:6486379
Hotel Delle Nazioni	id=g:6486380
Hotel Bussola di Hermes	id=g:6486381
Il Roseto Bed & Breakfast	id=g:6486383
Hotel Candiani	id=g:6486384
Hotel Claridge	id=g:6486391
The Duke Hotel	id=g:6486393
Hotel Villa Spada	id=g:6486397
Villa Versilia	id=g:6486400
Soggiorno Lo Stellino	id=g:6486401
Hotel Olimpia	id=g:6486402
Hotel Nuova Mestre	id=g:6486403
Palazzo Turchini	id=g:6486407
Locanda da Lucia	id=g:6486409
Hotel Executive	id=g:6486410
Villa Belvedere Campoli	id=g:6486411
Hotel BELLAVISTA	id=g:6486414
Pinto Storey Hotel	id=g:6486416
Hotel San Marco	id=g:6486417
Hotel Riviera	id=g:6486418
La Suite Hotel	id=g:6486421
Hotel Stella Maris	id=g:6486422
Montresor Hotel Palace	id=g:6486427
Hotel Grotta di Tiberio	id=g:6486429
Hotel Carosello	id=g:6486430
d'Azeglio Hotel Residence	id=g:6486431
Residence Hotel La Vetreria	id=g:6486432
Strand Hotel Colorado	id=g:6486434
Hotel Montebello	id=g:6486436
MIRAGE Bed and Breakfast	id=g:6486437
Residence La Contessina	id=g:6486440
Hotel Villa Margherita	id=g:6486441
Hotel Park Ge Al	id=g:6486443
Hotel Habitat	id=g:6486446
Hotel Guglielmo II	id=g:6486447
Hotel Missirini	id=g:6486448
holiday rentals Verdetecnica	id=g:6486449
Hotel Agape	id=g:6486454
Hotel Sempione	id=g:6486457
Turner	id=g:6486462
Hotel Ristorante Miramonti	id=g:6486465
Hotel Fenice Palace al Duomo	id=g:6486466
Hotel Caprice	id=g:6486474
Hotel Casanova	id=g:6486476
Relais Valle Orientina	id=g:6486479
Hotel Madison	id=g:6486480
Hotel Magnifico	id=g:6486481
Hotel Cardinal Of Florence	id=g:6486482
Hotel Del corso	id=g:6486483
hotel fortuna	id=g:6486484
Hotel EDEN	id=g:6486486
Prim Hotel	id=g:6486488
Hotel Bentivoglio	id=g:6486489
Hotel Selene	id=g:6486493
Hotel Punta Licosa	id=g:6486494
Hotel Andrea	id=g:6486497
Hotel Napoleon Susa	id=g:6486498
Hotel La Dimora Del Cardinale	id=g:6486499
Hotel San Trano - near Emerald coast	id=g:6486502
Hotel Poggio Del Sole	id=g:6486503
Hotel Eden	id=g:6486507
My Hotels Ayri	id=g:6486508
Hotel Cosimo De' Medici	id=g:6486509
Atahotel Quark	id=g:6486511
Hotel Nuovo Suisse	id=g:6486512
Grand Hotel Villa Politi	id=g:6486513
Trionfal Furnished apartment	id=g:6486514
Hotel Acquario	id=g:6486515
Hotel Rudy	id=g:6486516
Hotel San Carlo Borromeo	id=g:6486517
Wrh Suites	id=g:6486518
Hotel Cristallo	id=g:6486519
Hotel Ambasciatori	id=g:6486520
art hotel mirò	id=g:6486522
Hotel La Tana	id=g:6486523
Trevi Fountain View	id=g:6486527
Hotel Residence San Sano	id=g:6486528
Nido Colorato	id=g:6486529
Hotel Casa Mancia Relais du Silence	id=g:6486530
Hotel Vannucci	id=g:6486535
Hotel Mediterraneo	id=g:6486536
Hotel Le Saline	id=g:6486539
Hotel Talice Radicati	id=g:6486540
Grand Hotel Bristol  Zacchera Hotels	id=g:6486544
Le Chiavi di San Francesco	id=g:6486545
Tra i frutti B&b	id=g:6486548
Villa Amico bed and breakfast	id=g:6486551
Hotel L'Abbate	id=g:6486552
Locanda del Cigno nero	id=g:6486553
Villa Anna Apartments	id=g:6486554
Sorrento Relais B&B	id=g:6486555
Hotel Costa Verde	id=g:6486556
Residenza dei Pucci	id=g:6486557
Hotel Duca d'Alba	id=g:6486562
Jolly Hotel Bergamo	id=g:6486565
Palazzo Leti Residenza d'Epoca	id=g:6486566
Hotel Podere Le Vigne	id=g:6486571
Hotel Privilege	id=g:6486579
Hotel Cinque Giornate	id=g:6486580
Atahotel Concord	id=g:6486581
Relais Piazza San Marco	id=g:6486584
Melia Olbia Resort and Convention Center	id=g:6486585
Residence Casamalfi	id=g:6486587
Hotel Villa Schuler	id=g:6486589
Hotel Continentale	id=g:6486590
VILLA TODERINI  Agriturismo di charme	id=g:6486594
Hotel Regency	id=g:6486595
Residenza Giulia B & B	id=g:6486596
Tamara's Suites	id=g:6486599
Hotel Aquaviva & SPA	id=g:6486600
Hotel Morolli	id=g:6486603
The Inn at the Spanish Steps	id=g:6486604
Residence Lungomare Napoli	id=g:6486606
Grand Hotel Mediterraneo	id=g:6486607
Hotel Le Terrazze	id=g:6486608
hotel Berna	id=g:6486609
Shambala country house restaraunt & spa	id=g:6486611
Residenza d'arte	id=g:6486612
Masini	id=g:6486613
Hotel Leonardo	id=g:6486614
Hotel Teco	id=g:6486615
Hotel Villa Imperiale	id=g:6486620
NH Villa San Mauro	id=g:6486621
Hotel Imperiale	id=g:6486624
Hotel Miramare e Castello	id=g:6486625
Rome Holiday Villa	id=g:6486629
hotel antica locanda	id=g:6486630
Soggiorno Madrid	id=g:6486633
Hotel Residenza in Farnese	id=g:6486634
Hotel Posta	id=g:6486640
Hotel Feldberg	id=g:6486641
Hotel VILLA MARELEA	id=g:6486644
Malu B&B	id=g:6486646
Le Meridien Turin Art+Tech	id=g:6486647
Hotel & Residence Roma	id=g:6486649
Hotel Mignon	id=g:6486650
La Torre ai Mari	id=g:6486651
Hotel Prati	id=g:6486652
Petit Chàteau	id=g:6486655
La Tavernetta	id=g:6486658
MAMI CAMILLA Bed and breakfast	id=g:6486661
Hotel Roseto	id=g:6486662
Hotel San Marco	id=g:6486666
Rosevilla	id=g:6486668
Hotel Stazione	id=g:6486669
Hotel Tuscany Inn	id=g:6486672
Hotel Villa Volpi	id=g:6486676
Venice Hotel Villa Dori	id=g:6486677
Hotel delle Terme	id=g:6486678
Hotel Alabarda	id=g:6486679
Trastevere Apartments	id=g:6486681
Hotel Corys	id=g:6486682
UNA Hotel Palace	id=g:6486683
Holiday Inn Verona	id=g:6486685
Hotel Philia	id=g:6486686
Hotel Palace	id=g:6486692
Number 23	id=g:6486693
Old Town Apartments	id=g:6486694
Tourist House Liberty	id=g:6486695
antonello b&b	id=g:6486697
Lucca in Villa	id=g:6486701
Hotel Ristorante Al Gabbiano	id=g:6486702
Prime Hotel Saint John	id=g:6486704
Mont Blanc Hotel Village	id=g:6486707
Hotel City	id=g:6486708
Hotel Torremaura	id=g:6486711
Piccolo Hotel Chianti	id=g:6486713
Jolly Hotel Machiavelli	id=g:6486716
Strozzi Palace Hotel	id=g:6486717
Hotel Baia dei Mulini	id=g:6486718
Park Hotel REGINA	id=g:6486720
Hotel Eden	id=g:6486724
Hotel Villa Mauri	id=g:6486725
Hotel i Cedri	id=g:6486726
Hotel Orvieto	id=g:6486728
Residence cardinello	id=g:6486731
Saline	id=g:6486732
Hotel Meeting	id=g:6486742
Molino di Foci	id=g:6486743
Hotel Lungomare	id=g:6486746
Hotel Charleston	id=g:6486747
Il Picchio Golf Resort	id=g:6486748
Hotel Giardinetto	id=g:6486749
Hotel Auriga	id=g:6486750
Hotel AbanoRitz	id=g:6486751
Litus Roma Hostel	id=g:6486755
Hotel Enza	id=g:6486756
Hotel Hermitage & Park Terme	id=g:6486757
Hotel Emona Aquaeductus	id=g:6486758
Sistina Exclusive	id=g:6486763
Mercure Torino Crystal Palace	id=g:6486764
Hotel Villa Cà Sette	id=g:6486766
Borromini, A Boscolo First Class Hotel	id=g:6486767
Hotel Patrizia & Residenza	id=g:6486769
Villa Crispi 1 e 2	id=g:6486770
Maresana Resort Restaurant & Hotel	id=g:6486771
Hotel Milani	id=g:6486774
Hotel Imperial Beach	id=g:6486775
Hotel Byron	id=g:6486778
Locanda La Corte	id=g:6486779
Leonardo Da Vinci Hotel	id=g:6486780
Hotel Ristorante CANI CANI	id=g:6486781
Stella di Mare B&B	id=g:6486782
Hotel Gabbiano Azzurro	id=g:6486783
Hotel Walser	id=g:6486784
Palazzo del Sale	id=g:6486787
Porto Ulisse B&B	id=g:6486788
Traiano Hotel	id=g:6486789
Hotel Quarti	id=g:6486790
Hotel Bonsai	id=g:6486791
Hotel Residence Le Acacie	id=g:6486798
Bettoja Massimo D Azeglio	id=g:6486799
Starhotels Anderson	id=g:6486800
Hotel Giardinetto	id=g:6486801
Locanda Antica Carsulae	id=g:6486803
Hotel Piccolo Mondo	id=g:6486804
Sangallo Palace Hotel	id=g:6486806
Residence dei Normanni	id=g:6486807
Hotel Giovane Italia	id=g:6486811
Hotel Eden, A Royal Meridien Hotel	id=g:6486817
Hotel Il Canale	id=g:6486818
Hotel Centrale	id=g:6486819
Scilla Hotel	id=g:6486824
Hotel Nuova Italia	id=g:6486825
Residence Caracalla	id=g:6486827
Hotel L'Abbeveratoio	id=g:6486828
MSNSUITES Tornabuoni	id=g:6486830
Hotel Carmine	id=g:6486831
Hotel Helios	id=g:6486832
Hotel Alcide	id=g:6486833
Hotel Cavaliere	id=g:6486834
Ata Hotel Executive	id=g:6486835
hotel CONCA AZZURRA	id=g:6486837
Hotel Lis	id=g:6486838
Hotel Sorriso	id=g:6486839
Hotel Principe di Fitalia	id=g:6486840
Hotel Regit	id=g:6486841
Villa de Pertis	id=g:6486842
Hotel Carlone	id=g:6486844
Hotel Olivi	id=g:6486845
Il sole del sodo	id=g:6486846
Grand hotel Tamerici & Principe	id=g:6486848
Liliumhotel	id=g:6486849
Locanda Cà del Brocchi	id=g:6486850
Hotel San Paolo	id=g:6486851
Una Hotel Malpensa	id=g:6486853
Midi Hotel	id=g:6486854
Hotel Astor	id=g:6486855
alloggi alla rivetta	id=g:6486857
Hotel Corona	id=g:6486858
Hotel Saccardi Quadrante Europa	id=g:6486860
Hotel Holiday	id=g:6486864
Hotel Trovatore	id=g:6486866
La Rotonda Sul Mare	id=g:6486869
Jolly Hotel Ambasciatori	id=g:6486873
Le  Fonti a San Giorgio	id=g:6486874
Jolly Hotel Leonardo da Vinci	id=g:6486877
Residenza Camilla	id=g:6486878
Hotel Marchesini	id=g:6486882
Palazzo Cendon - Il Piano Nobile	id=g:6486887
Hotel Sandalia	id=g:6486888
Hotel Nicoletta	id=g:6486889
Soloroma com B&B (St  Peter - Vatican Museum - Vatican City)	id=g:6486891
Villa di Corliano Residenza d'Epoca	id=g:6486892
Hotel Catinaccio Rosengarten	id=g:6486900
Hotel San Giacomo	id=g:6486901
Hotel Marittima	id=g:6486902
Hotel Firenze & Continentale	id=g:6486903
Residenza Cellini	id=g:6486904
The Rainbow B&B	id=g:6486905
Hotel Montecarlo	id=g:6486906
Villa il Lupino	id=g:6486907
Hotel PERUGIA	id=g:6486910
hotel Capo Sud	id=g:6486911
Hotel Il Maniero	id=g:6486912
Hotel Accursio	id=g:6486913
RTA CastelBigozzi	id=g:6486914
Hotel Principe di Piemonte	id=g:6486921
Hotel Diana Pompei	id=g:6486922
Marta Guest House	id=g:6486923
Villa Gigi	id=g:6486927
Hotel Mutacita	id=g:6486928
Hotel Tre vecchi	id=g:6486929
Villaggio Club Cala Verde	id=g:6486933
Hotel Nautilus	id=g:6486934
Santa Barbara	id=g:6486938
Hotel della Baia	id=g:6486940
Il Sorger del Sole Country House	id=g:6486944
Residence Centro Studi M	id=g:6486945
JOLLY Hotel DE LA GARE	id=g:6486947
Hotel Champagne Palace	id=g:6486948
Hotel da Verrazzano	id=g:6486952
Hotel Select	id=g:6486955
King Rose Hotel	id=g:6486956
Hotel D Orange D Alcantara	id=g:6486958
Hotel Panorama	id=g:6486959
Hotel Terminal	id=g:6486960
Hotel CALIFORNIA	id=g:6486961
Hotel Embassy	id=g:6486962
Palazzo Vingius	id=g:6486963
Residence Mugello	id=g:6486964
Hotel Centauro	id=g:6486965
Hotel Ambasciatori	id=g:6486967
Inn Hotel	id=g:6486969
Sweet Hotel	id=g:6486970
Hotel Paistos	id=g:6486977
Hotel Due Pavoni	id=g:6486978
Hotel ZEFIRO	id=g:6486981
Hotel Baltic	id=g:6486983
Hotel Airport	id=g:6486984
Hotel Felice	id=g:6486985
Il Melograno	id=g:6486991
Hotel Executive Bergamo	id=g:6486992
hotel piccolo	id=g:6486993
Relais Oroscopo	id=g:6486994
Hotel Mercure Torino Royal	id=g:6486995
Hotel Commercio & Pellegrino	id=g:6486996
dolcesonno Santa Lucia bed breakfast	id=g:6486998
La Fenice antica Posta	id=g:6486999
Termini   Beach       Hotel	id=g:6487000
Hotel Continental	id=g:6487001
My Hotels Terme Tommasini	id=g:6487003
H2000ROMA - New Open 2003	id=g:6487004
Hotel Maderno	id=g:6487005
Villa Pollio	id=g:6487009
Hotel del Centro	id=g:6487010
Hotel Trevi	id=g:6487015
Hotel Nettuno	id=g:6487016
Sei a Roma Accomodation	id=g:6487020
TOP Hotel Park Bologna	id=g:6487021
Hotel Residence Barberini	id=g:6487022
hotel ideal	id=g:6487023
Villa annalara	id=g:6487026
Hotel Delle Nazioni	id=g:6487028
Moevenpick Hotel Central Park	id=g:6487030
Hotel Lussemburgo	id=g:6487031
Locanda Il Melone	id=g:6487032
