City of Macon	id=g:7164125
City of Tipton	id=g:7164988
City of Toledo	id=g:7164989
City of Toluca	id=g:7164990
City of Tonganoxie	id=g:7164991
City of Toronto	id=g:7164992
City of Toronto	id=g:7164993
City of Toronto	id=g:7164994
City of Toulon	id=g:7164995
City of Towanda	id=g:7164996
City of Town and Country	id=g:7164997
City of Tracy	id=g:7164998
City of Treece	id=g:7164999
City of Trenton	id=g:7165000
City of Tribune	id=g:7165001
City of Trimble	id=g:7165002
City of Triplett	id=g:7165003
City of Trotwood	id=g:7165004
City of Troy	id=g:7165005
City of Troy	id=g:7165006
City of Truesdale	id=g:7165007
City of Truesdale	id=g:7165008
City of Turin	id=g:7165009
City of Turon	id=g:7165010
City of Tyro	id=g:7165011
City of Udall	id=g:7165012
City of Udell	id=g:7165013
City of Uhrichsville	id=g:7165014
City of Underwood	id=g:7165015
City of Union	id=g:7165016
City of Union	id=g:7165017
City of Uniontown	id=g:7165018
City of Unionville	id=g:7165019
City of University Heights	id=g:7165020
City of University Park	id=g:7165021
City of Urbana	id=g:7165022
City of Urbana	id=g:7165023
City of Urbana	id=g:7165024
City of Urich	id=g:7165025
City of Utica	id=g:7165026
City of Valeria	id=g:7165027
City of Valley	id=g:7165028
City of Valley Center	id=g:7165029
City of Valley Falls	id=g:7165030
City of Valley Park	id=g:7165031
City of Vandalia	id=g:7165032
City of Varina	id=g:7165033
City of Velda City	id=g:7165034
City of Ventura	id=g:7165035
City of Vermilion	id=g:7165036
City of Vermillion	id=g:7165037
City of Versailles	id=g:7165038
City of Vienna	id=g:7165039
City of Villa Grove	id=g:7165040
City of Vincennes	id=g:7165041
City of Vining	id=g:7165042
City of Vining	id=g:7165043
City of Vinita Park	id=g:7165044
City of Viola	id=g:7165045
City of Virgil	id=g:7165046
City of Virginia	id=g:7165047
City of Wabash	id=g:7165048
City of Waco	id=g:7165049
City of Wahpeton	id=g:7165050
City of WaKeeney	id=g:7165051
City of Wakefield	id=g:7165052
City of Wakefield	id=g:7165053
City of Walcott	id=g:7165054
City of Waldo	id=g:7165055
City of Waldron	id=g:7165056
City of Walker	id=g:7165057
City of Wallace	id=g:7165058
City of Walnut	id=g:7165059
City of Walnut Grove	id=g:7165060
City of Walton	id=g:7165061
City of Wamego	id=g:7165062
City of Warrensburg	id=g:7165063
City of Warrenton	id=g:7165064
City of Warrenville	id=g:7165065
City of Warsaw	id=g:7165066
City of Warsaw	id=g:7165067
City of Warsaw	id=g:7165068
City of Warson Woods	id=g:7165069
City of Washburn	id=g:7165070
City of Washington	id=g:7165071
City of Washta	id=g:7165072
City of Waterloo	id=g:7165073
City of Waterville	id=g:7165074
City of Waterville	id=g:7165075
City of Wathena	id=g:7165076
City of Waucoma	id=g:7165077
City of Wauseon	id=g:7165078
City of Waverly	id=g:7165079
City of Waverly	id=g:7165080
City of Waverly	id=g:7165081
City of Wayland	id=g:7165082
City of Wayne	id=g:7165083
City of Waynesville	id=g:7165084
City of Weatherby Lake	id=g:7165085
City of Weaubleau	id=g:7165086
City of Webb	id=g:7165087
City of Webber	id=g:7165088
City of Webster	id=g:7165089
City of Webster Groves	id=g:7165090
City of Weeping Water	id=g:7165091
City of Weldon	id=g:7165092
City of Weldon Spring	id=g:7165093
City of Wellington	id=g:7165094
City of Wellston	id=g:7165095
City of Welton	id=g:7165096
City of Wenona	id=g:7165097
City of Wentzville	id=g:7165098
City of West Alton	id=g:7165099
City of West Branch	id=g:7165100
City of West Burlington	id=g:7165101
City of West Lafayette	id=g:7165102
City of West Mineral	id=g:7165103
City of West Okoboji	id=g:7165104
City of West Peoria	id=g:7165105
City of West Plains	id=g:7165106
City of Westboro	id=g:7165107
City of Westfield	id=g:7165108
City of Westgate	id=g:7165109
City of Westmoreland	id=g:7165110
City of Weston	id=g:7165111
City of Westphalia	id=g:7165112
City of Westphalia	id=g:7165113
City of Westphalia	id=g:7165114
City of Westwood	id=g:7165115
City of Wetmore	id=g:7165116
City of What Cheer	id=g:7165117
City of Wheatland	id=g:7165118
City of Wheaton	id=g:7165119
City of Wheaton	id=g:7165120
City of Wheaton	id=g:7165121
City of Wheeling	id=g:7165122
City of White Cloud	id=g:7165123
City of White Hall	id=g:7165124
City of Whitewater	id=g:7165125
City of Whiting	id=g:7165126
City of Whiting	id=g:7165127
City of Whitten	id=g:7165128
City of Wildwood	id=g:7165129
City of Willard	id=g:7165130
City of Willard	id=g:7165131
City of Willey	id=g:7165132
City of Williams	id=g:7165133
City of Williamsburg	id=g:7165134
City of Williamsburg	id=g:7165135
City of Williamsville	id=g:7165136
City of Willis	id=g:7165137
City of Willow Springs	id=g:7165138
City of Willowbrook	id=g:7165139
City of Wilmington	id=g:7165140
City of Wilmore	id=g:7165141
City of Wilsey	id=g:7165142
City of Wilson	id=g:7165143
City of Winchester	id=g:7165144
City of Winchester	id=g:7165145
City of Winchester	id=g:7165146
City of Winchester	id=g:7165147
City of Windom	id=g:7165148
City of Windsor	id=g:7165149
City of Windsor	id=g:7165150
City of Winfield	id=g:7165151
City of Winfield	id=g:7165152
City of Winona	id=g:7165153
City of Winona	id=g:7165154
City of Winthrop	id=g:7165155
City of Wiota	id=g:7165156
City of Witt	id=g:7165157
City of Woden	id=g:7165158
City of Wood Dale	id=g:7165159
City of Wood Heights	id=g:7165160
City of Wood River	id=g:7165161
City of Woodbine	id=g:7165162
City of Woodbine	id=g:7165163
City of Woodburn	id=g:7165164
City of Woodson Terrace	id=g:7165165
City of Woodston	id=g:7165166
City of Wyatt	id=g:7165167
City of Wymore	id=g:7165168
City of Wyoming	id=g:7165169
City of Yetter	id=g:7165170
City of Yorktown	id=g:7165171
City of Young America (historical)	id=g:7165172
City of Yutan	id=g:7165173
City of Zearing	id=g:7165174
City of Zenda	id=g:7165175
City of Zurich	id=g:7165176
City of Zwingle	id=g:7165177
Corinth Election Precinct	id=g:7165178
Crab Orchard Election Precinct	id=g:7165179
Creal Springs Election Precinct	id=g:7165180
East Marion Election Precinct	id=g:7165181
Grassy Election Precinct	id=g:7165182
Hebron North Election Precinct	id=g:7165183
Hebron South Election Precinct	id=g:7165184
Herrin Election Precinct	id=g:7165185
Jonesboro District 3 Election Precinct	id=g:7165186
Lake Creek Election Precinct	id=g:7165187
North Loup City Election Precinct	id=g:7165188
Southern Election Precinct	id=g:7165189
Stonefort Election Precinct	id=g:7165190
Town of Advance	id=g:7165191
Town of Akron	id=g:7165192
Town of Alamo	id=g:7165193
Town of Albany	id=g:7165194
Town of Albion	id=g:7165195
Town of Alfordsville	id=g:7165196
Town of Alton	id=g:7165197
Town of Altona	id=g:7165198
Town of Ambia	id=g:7165199
Town of Amboy	id=g:7165200
Town of Amity	id=g:7165201
Town of Amo	id=g:7165202
Town of Andrews	id=g:7165203
Town of Annawan	id=g:7165204
Town of Anniston	id=g:7165205
Town of Arbela	id=g:7165206
Town of Argos	id=g:7165207
Town of Argyle	id=g:7165208
Town of Arkoe	id=g:7165209
Town of Arrow Rock	id=g:7165210
Town of Ashburn	id=g:7165211
Town of Ashley	id=g:7165212
Town of Atkinson	id=g:7165213
Town of Augusta	id=g:7165214
City of Austin	id=g:7165215
Town of Avilla	id=g:7165216
Village of Breedsville	id=g:7165217
Village of Bremen	id=g:7165218
Village of Brewster	id=g:7165219
Village of Brewster	id=g:7165220
Village of Brice	id=g:7165221
Village of Bridgeport	id=g:7165222
Village of Brighton	id=g:7165223
Village of Brimfield	id=g:7165224
Village of Brimson	id=g:7165225
Village of Bristow	id=g:7165226
Village of Britton	id=g:7165227
Village of Broadlands	id=g:7165228
Village of Broadwater	id=g:7165229
Village of Broadwell	id=g:7165230
Village of Brock	id=g:7165231
Village of Brocton	id=g:7165232
Village of Brooklyn	id=g:7165233
Village of Brooklyn	id=g:7165234
Village of Brookside	id=g:7165235
Village of Broughton	id=g:7165236
Village of Broughton	id=g:7165237
Village of Browning	id=g:7165238
Village of Browns	id=g:7165239
Village of Brownstown	id=g:7165240
Village of Brownville	id=g:7165241
Village of Brule	id=g:7165242
Village of Bruning	id=g:7165243
Village of Bruno	id=g:7165244
Village of Brunswick	id=g:7165245
Village of Brussels	id=g:7165246
Village of Bryant	id=g:7165247
Village of Buchtel	id=g:7165248
Village of Buckeye Lake	id=g:7165249
Village of Buckingham	id=g:7165250
Village of Buckland	id=g:7165251
Village of Buckley	id=g:7165252
Village of Buckley	id=g:7165253
Village of Buckner	id=g:7165254
Village of Buda	id=g:7165255
Village of Buffalo	id=g:7165256
Village of Bull Creek	id=g:7165257
Village of Bull Valley	id=g:7165258
Village of Bulpitt	id=g:7165259
Village of Buncombe	id=g:7165260
Village of Burbank	id=g:7165261
Village of Burchard	id=g:7165262
Village of Bureau Junction	id=g:7165263
Village of Burgoon	id=g:7165264
Village of Burkettsville	id=g:7165265
Village of Burlington	id=g:7165266
Village of Burlington	id=g:7165267
Village of Burnham	id=g:7165268
Village of Burnt Prairie	id=g:7165269
Village of Burr	id=g:7165270
Village of Burr Oak	id=g:7165271
Village of Burr Ridge	id=g:7165272
Village of Burton	id=g:7165273
Village of Bush	id=g:7165274
Village of Bushnell	id=g:7165275
Village of Butler	id=g:7165276
Village of Butler	id=g:7165277
Village of Butlerville	id=g:7165278
Village of Butte	id=g:7165279
Village of Butterfield	id=g:7165280
Village of Byesville	id=g:7165281
Village of Byron	id=g:7165282
Village of Byron	id=g:7165283
Village of Cabery	id=g:7165284
Village of Cadiz	id=g:7165285
Village of Cahokia	id=g:7165286
Village of Cairo	id=g:7165287
Village of Cairo	id=g:7165288
Village of Cairo	id=g:7165289
Village of Caldwell	id=g:7165290
Village of Caledonia	id=g:7165291
Village of Caledonia	id=g:7165292
Village of Caledonia	id=g:7165293
Village of Caledonia	id=g:7165294
Village of Caledonia	id=g:7165295
Village of Calhoun	id=g:7165296
Village of Callaway	id=g:7165297
Village of Calumet	id=g:7165298
Village of Calverton Park	id=g:7165299
Village of Camargo	id=g:7165300
Village of Cambria	id=g:7165301
Village of Cambridge	id=g:7165302
Village of Camden	id=g:7165303
Village of Camden	id=g:7165304
Village of Camden	id=g:7165305
Village of Camp Point	id=g:7165306
Village of Campbell	id=g:7165307
Village of Campbell Hill	id=g:7165308
Village of Campus	id=g:7165309
Village of Canal Winchester	id=g:7165310
Village of Cantrall	id=g:7165311
Village of Capac	id=g:7165312
Village of Capron	id=g:7165313
Village of Carbon Hill	id=g:7165314
Village of Cardington	id=g:7165315
Village of Carey	id=g:7165316
Village of Carleton	id=g:7165317
Village of Carleton	id=g:7165318
Village of Carlock	id=g:7165319
Village of Caro	id=g:7165320
Village of Carpentersville	id=g:7165321
Village of Carrier Mills	id=g:7165322
Village of Carroll	id=g:7165323
Village of Carroll	id=g:7165324
Village of Carrollton	id=g:7165325
Village of Carsonville	id=g:7165326
Village of Caseville	id=g:7165327
Village of Caseyville	id=g:7165328
Village of Casnovia	id=g:7165329
Village of Cass City	id=g:7165330
Village of Cassopolis	id=g:7165331
Village of Casstown	id=g:7165332
Village of Castalia	id=g:7165333
Village of Castine	id=g:7165334
Village of Catawba	id=g:7165335
Village of Catlin	id=g:7165336
Village of Cave-In-Rock	id=g:7165337
Village of Cecil	id=g:7165338
Village of Cedar Bluffs	id=g:7165339
Village of Cedar Creek	id=g:7165340
Village of Cedar Hill Lakes	id=g:7165341
Village of Cedar Point	id=g:7165342
Village of Cedar Rapids	id=g:7165343
Village of Cedarville	id=g:7165344
Village of Cedarville	id=g:7165345
Village of Cement City	id=g:7165346
Village of Centerburg	id=g:7165347
Village of Centerville	id=g:7165348
Village of Central City	id=g:7165349
Village of Central Lake	id=g:7165350
Village of Centreville	id=g:7165351
Village of Ceresco	id=g:7165352
Village of Cerro Gordo	id=g:7165353
Village of Chadwick	id=g:7165354
Village of Chain of Rocks	id=g:7165355
Village of Chain-O-Lakes	id=g:7165356
Village of Chambers	id=g:7165357
Village of Champ	id=g:7165358
Village of Chandlerville	id=g:7165359
Village of Chapin	id=g:7165360
Village of Chapman	id=g:7165361
City of Chardon	id=g:7165362
Village of Chatfield	id=g:7165363
Village of Chatham	id=g:7165364
Village of Chatham	id=g:7165365
Village of Chauncey	id=g:7165366
Village of Chebanse	id=g:7165367
Village of Cherry	id=g:7165368
Village of Cherry Fork	id=g:7165369
Village of Cherry Valley	id=g:7165370
Village of Chesaning	id=g:7165371
Village of Chesapeake	id=g:7165372
Village of Cheshire	id=g:7165373
Village of Chester	id=g:7165374
Village of Chesterfield	id=g:7165375
Village of Chesterhill	id=g:7165376
Village of Chesterville	id=g:7165377
Village of Chickasaw	id=g:7165378
Village of Chilo	id=g:7165379
Village of Chippewa Lake	id=g:7165380
Village of Christiansburg	id=g:7165381
Village of Cisco	id=g:7165382
Village of Cisne	id=g:7165383
Village of Cissna Park	id=g:7165384
Village of Claremont	id=g:7165385
Village of Clarendon Hills	id=g:7165386
Village of Clarington	id=g:7165387
Village of Clarks	id=g:7165388
Village of Clarksburg	id=g:7165389
Village of Clarksville	id=g:7165390
Village of Clarksville	id=g:7165391
Village of Clatonia	id=g:7165392
Village of Clay Center	id=g:7165393
Village of Clay City	id=g:7165394
Village of Claycomo	id=g:7165395
City of Clayton	id=g:7165396
Village of Clayton	id=g:7165397
Village of Clayton	id=g:7165398
Village of Clear Lake	id=g:7165399
Village of Clearwater	id=g:7165400
Village of Cleveland	id=g:7165401
Village of Cleves	id=g:7165402
Village of Clifford	id=g:7165403
Village of Clifton	id=g:7165404
Village of Clifton	id=g:7165405
Town of Selma	id=g:7165406
Town of Shadeland	id=g:7165407
Town of Shamrock Lakes	id=g:7165408
Town of Sharpsville	id=g:7165409
Town of Shelburn	id=g:7165410
Town of Sheridan	id=g:7165411
Town of Sheridan	id=g:7165412
Town of Shipman	id=g:7165413
Town of Shipshewana	id=g:7165414
Town of Shirley	id=g:7165415
Village of Shoal Creek Estates	id=g:7165416
Town of Shoals	id=g:7165417
Town of Sidney	id=g:7165418
Town of Sigel	id=g:7165419
Town of Silver Lake	id=g:7165420
Town of Somerville	id=g:7165421
Town of South Gorin	id=g:7165422
Town of South Lineville	id=g:7165423
Town of South Whitley	id=g:7165424
Town of Southwest City	id=g:7165425
Town of Speedway	id=g:7165426
Town of Spencer	id=g:7165427
Town of Spiceland	id=g:7165428
Town of Spring Grove	id=g:7165429
Town of Spring Hill	id=g:7165430
Town of Spring Lake	id=g:7165431
Town of Springport	id=g:7165432
Town of Spurgeon	id=g:7165433
Town of Stark City	id=g:7165434
Town of State Line City	id=g:7165435
Town of Staunton	id=g:7165436
Town of Stella	id=g:7165437
Town of Stilesville	id=g:7165438
Town of Stinesville	id=g:7165439
Town of Stotesbury	id=g:7165440
Town of Straughn	id=g:7165441
Town of Sulphur Springs	id=g:7165442
Town of Summitville	id=g:7165443
Town of Sumner	id=g:7165444
Town of Sunman	id=g:7165445
Town of Swayzee	id=g:7165446
Town of Sweetser	id=g:7165447
Town of Switz City	id=g:7165448
Town of Syracuse	id=g:7165449
Town of Tennyson	id=g:7165450
Town of Thorntown	id=g:7165451
Town of Tindall	id=g:7165452
Town of Topeka	id=g:7165453
Town of Trafalgar	id=g:7165454
Town of Trail Creek	id=g:7165455
Town of Troy	id=g:7165456
Town of Tuscumbia	id=g:7165457
Town of Ulen	id=g:7165458
Town of Union Star	id=g:7165459
Town of Uniondale	id=g:7165460
Town of Universal	id=g:7165461
Town of Upland	id=g:7165462
Town of Utica	id=g:7165463
Town of Van Buren	id=g:7165464
Town of Van Buren	id=g:7165465
Town of Veedersburg	id=g:7165466
Town of Vera Cruz	id=g:7165467
Town of Vernon	id=g:7165468
Town of Verona	id=g:7165469
Town of Versailles	id=g:7165470
Town of Vevay	id=g:7165471
Town of Wakarusa	id=g:7165472
Town of Walkerton	id=g:7165473
Town of Wallace	id=g:7165474
Town of Walton	id=g:7165475
Town of Wanatah	id=g:7165476
Town of Wardell	id=g:7165477
Town of Warren	id=g:7165478
Town of Warren Park	id=g:7165479
Town of Waterloo	id=g:7165480
Town of Waveland	id=g:7165481
Town of Waynetown	id=g:7165482
Town of Weatherby	id=g:7165483
Town of Weldon Spring Heights	id=g:7165484
Town of West Baden Springs	id=g:7165485
Town of West College Corner	id=g:7165486
Town of West Harrison	id=g:7165487
Town of West Lebanon	id=g:7165488
Town of West Terre Haute	id=g:7165489
Town of Westport	id=g:7165490
Town of Westville	id=g:7165491
Town of Wheatfield	id=g:7165492
Town of Wheatland	id=g:7165493
Town of Whiteland	id=g:7165494
Town of Whitestown	id=g:7165495
Town of Whitewater	id=g:7165496
Town of Whitewater	id=g:7165497
Town of Wilkinson	id=g:7165498
Town of Williams Creek	id=g:7165499
Town of Williamsport	id=g:7165500
Town of Winamac	id=g:7165501
Town of Windfall City	id=g:7165502
Town of Winfield	id=g:7165503
Town of Wingate	id=g:7165504
Town of Winona Lake	id=g:7165505
Town of Winslow	id=g:7165506
Town of Wolcott	id=g:7165507
Town of Wolcottville	id=g:7165508
Town of Woodlawn Heights	id=g:7165509
Town of Worthington	id=g:7165510
Town of Wynnedale	id=g:7165511
Town of Yeoman	id=g:7165512
Town of Yorktown	id=g:7165513
Town of Zanesville	id=g:7165514
Town of Zionsville	id=g:7165515
Township 157-30	id=g:7165516
Township 158-30	id=g:7165517
Township of Anamoose	id=g:7165518
Township of Angle	id=g:7165519
Township of Antler	id=g:7165520
Township of Arnold	id=g:7165521
Township of Arrowhead	id=g:7165522
Township of Balfour	id=g:7165523
Township of Balta	id=g:7165524
Township of Bantry	id=g:7165525
Township of Baudette	id=g:7165526
Township of Bayou I	id=g:7165527
Township of Bayou II	id=g:7165528
Township of Bixby	id=g:7165529
Township of Boone	id=g:7165530
Township of Bowbells	id=g:7165531
Township of Camp 5	id=g:7165532
Township of Cando	id=g:7165533
Township of Carrington	id=g:7165534
Township of Cassidy	id=g:7165535
Township of Cathay	id=g:7165536
Township of Chesterfield	id=g:7165537
Township of Chilgren	id=g:7165538
Township of Columbus City	id=g:7165539
Township of Cottleville	id=g:7165540
Township of Crestline	id=g:7165541
Township of Creston Village	id=g:7165542
Township of Dallas	id=g:7165543
Township of Deering	id=g:7165544
Township of Delaware City	id=g:7165545
Township of Diggins	id=g:7165546
Township of Dillon	id=g:7165547
Township of East Finley	id=g:7165548
Township of East Ozark	id=g:7165549
Township of East Polk	id=g:7165550
Township of Easter	id=g:7165551
Township of Esmond	id=g:7165552
Township of Fargo	id=g:7165553
Township of Flint Rock	id=g:7165554
Township of Forest Area	id=g:7165555
Township of Frontier	id=g:7165556
Township of Garden Grove	id=g:7165557
Township of Glenfield	id=g:7165558
Township of Grand Central	id=g:7165559
Township of Granville	id=g:7165560
Township of Green Hill	id=g:7165561
Township of Gudrid	id=g:7165562
Township of Harriet-Lien	id=g:7165563
Township of Harvester	id=g:7165564
Township of Hermitage	id=g:7165565
Township of High Ridge	id=g:7165566
