Urochishche Volynkskoye	id=g:1536088
Stantsiya Mugayskoye	id=g:1537115
Urochishche Petropavlovka	id=g:1537116
Urochishche Kanaray	id=g:1537117
Babushkino	id=g:1537118
Urochishche Kvarshino	id=g:1537119
Urochishche Bol'shoye Belousovo	id=g:1537120
Mezhen’	id=g:1537121
Yerzovka	id=g:1537123
Gora Korobeynikova	id=g:1537124
Urochishche Pryanichnikova	id=g:1537125
Razvaliny Pokrovka	id=g:1537126
Urochishche Sredniy Kolon	id=g:1537127
Urochishche Maksimovka	id=g:1537128
Urochishche Novodmitriyevka	id=g:1537129
Urochishche Malinovka	id=g:1537130
Urochishche Mezhgornaya	id=g:1537131
Malkas	id=g:1537132
Urochishche Voskresenka	id=g:1537133
Urochishche Sredneye	id=g:1537134
Urochishche Preobrazhenka	id=g:1537135
Urochishche Stepanovka	id=g:1537136
Urochishche Smolenka	id=g:1537138
Urochishche Anzhevka	id=g:1537139
Urochishche Yemzorskoye	id=g:1537140
Urochishche Kasachevka	id=g:1537141
Urochishche Taranchet	id=g:1537142
Urochishche Khetchikova	id=g:1537143
Urochishche Mokhovoye	id=g:1537144
Urochishche Poltava	id=g:1537145
Urochishche Gladkaya Gorka	id=g:1537146
Urochishche Kaleynikovo	id=g:1537147
Urochishche Orlovka	id=g:1537148
Urochishche Bukar	id=g:1537149
Tayezhnyy	id=g:1537150
Gumentseva	id=g:1537151
Urochishche Ol’khovka	id=g:1537152
Mostovaya	id=g:1537153
Kalachik	id=g:1537154
Urochishche Shubenka	id=g:1537155
Ust’-Kamenka	id=g:1537156
Ostanovochnyy Punkt Aktay	id=g:1537157
Raz”yezd Obzhig	id=g:1537158
Stantsiya Shaytan	id=g:1537159
Prud Nizhnesaldinskiy	id=g:1537160
Ozero Shaytanskoye	id=g:1537161
Urochishche Bychki	id=g:1537163
Urochishche Nechayevo	id=g:1537164
Urochishche Frolovskoye	id=g:1537165
Urochishche Gadatskoye	id=g:1537166
Urochishche Lebyazh’ye	id=g:1537167
Kyuvayka	id=g:1537215
Chërnaya	id=g:1537216
Malaya Urashnaya	id=g:1537217
Bol'shaya Logayka	id=g:1537218
Bol'shaya Urashnaya	id=g:1537219
Ponil	id=g:1537220
Zaimka Ozerki	id=g:1537221
Zimnik Urashnoye	id=g:1537222
Shagalovo	id=g:1537223
Loz’vinskiy	id=g:1537224
Ozero Svetloye	id=g:1537225
Orekhovo	id=g:1537226
Oktyabr’skiy	id=g:1537227
Uzen’	id=g:1537228
Tsaritsynka	id=g:1537229
Glukharnyy	id=g:1537230
Stantsiya Sakhalinka	id=g:1537231
Stantsiya Balagachevo	id=g:1537232
Stantsiya Pynovka	id=g:1537233
Lyavdinka	id=g:1537234
Unshik	id=g:1537235
Stantsiya Ulymsos	id=g:1537236
Urochishche Otrepinskoye	id=g:1537237
Yanyya	id=g:1537238
Ozero Yanytur	id=g:1537239
Malinovka	id=g:1537240
Kout’ya	id=g:1537241
Krutoberogovaya	id=g:1537242
Ozero Svetloye	id=g:1537243
Kiselëvka	id=g:1537244
Yalan'	id=g:1537258
Bezymyanka	id=g:1537259
Pucheglazikha	id=g:1537260
Krasnaya Kur’ya	id=g:1537295
Verkhniy Kuyendat	id=g:1537296
Zarechnyy	id=g:1537297
Krutolozhnoye	id=g:1537298
Belyay	id=g:1537299
Novyy	id=g:1537300
Mayskoye	id=g:1537301
Borisova Gora	id=g:1537302
Stantsiya Kuyendat	id=g:1537303
Starokuskovo	id=g:1537304
Urochishche Podsadnovskoye	id=g:1537305
Urochishche Pod"yalanskoye	id=g:1537306
Urochishche Mordovskoye	id=g:1537307
Protoka Altarykh	id=g:1537308
Mys Marresalya	id=g:1537322
Mys Yurbeysalya	id=g:1537326
Shpindlera	id=g:1537327
Mys Ngarka-Pesalya	id=g:1537328
Mys Yumba	id=g:1537342
Mys Seda-Vangutasalya	id=g:1537344
Bukhta Yefremova	id=g:1537345
Ostrov Belukha	id=g:1537346
Novyy Dikson	id=g:1537347
Vil’kitskogo	id=g:1537348
Mys Medvedeva	id=g:1537349
Mys Galechnyy	id=g:1537350
Mys Minina	id=g:1537351
Gora Minina	id=g:1537352
Ostrov Nerpichiy	id=g:1537353
Poluostrov Severnyy	id=g:1537354
Ostrov Dlinnyy	id=g:1537355
Mys Ozhidaniya	id=g:1537356
Mys Okhotnichiy	id=g:1537357
Ostrov Bol'shoy	id=g:1537358
Mys Peschanyy	id=g:1537359
Mys Plavnikovyy	id=g:1537360
Mys Primetnyy	id=g:1537361
Mys Piritovyy	id=g:1537362
Mys Sosok	id=g:1537363
Mys Vilka	id=g:1537364
Mys Skalistyy	id=g:1537365
Mys Serp	id=g:1537366
Mys Proshchaniya	id=g:1537367
Mys Patsynko	id=g:1537368
Ostrov Trëkh Medvedey	id=g:1537369
Mys Kiriyeva	id=g:1537370
Ostrov Uzkiy	id=g:1537371
Ostrov Gerkules	id=g:1537372
Ostrov Granitnyy	id=g:1537373
Ostrov Torosovyy	id=g:1537374
Mys Zapadnyy	id=g:1537375
Ostrov Pervomayskiy	id=g:1537376
Mys Shukevicha	id=g:1537377
Mys Prolivnoy	id=g:1537378
Ostrov Sorokina	id=g:1537379
Ostrov Udarnik	id=g:1537380
Ostrov Gydoyamo	id=g:1537381
Mys Dobrotvorskogo-Severnyy	id=g:1537382
Mys Udarnikov	id=g:1537383
Mys Giyeysovyy	id=g:1537384
Ostrova Ledyanyye	id=g:1537385
Mys Rifovyy	id=g:1537386
Mys Yevtifeyeva	id=g:1537387
Ostrov Vkhodnoy	id=g:1537388
Mys Danilova	id=g:1537389
Mys Iogansena	id=g:1537390
Gora Mechta	id=g:1537391
Ostrov Pravdy	id=g:1537392
Mys Skott-Gansena	id=g:1537393
Mys Vega	id=g:1537394
Ostrova Skalistyye	id=g:1537395
Mys Kharitona	id=g:1537396
Mys Geodezicheskiy	id=g:1537397
Mys Ledyanoy Gavani	id=g:1537398
Ostrov Pilota Alekseyeva	id=g:1537399
Mys Lapteva	id=g:1537400
Ostrov Gerbershteyna	id=g:1537401
Ostrov Moiseyeva	id=g:1537402
Mys Industrilizatsii	id=g:1537403
Ostrov Serp i Molot	id=g:1537404
Ostrov Khovgarda	id=g:1537405
Ostrov Nizkiy	id=g:1537406
Ostrov Oval'nyy	id=g:1537407
Ostrov Kamenistyy	id=g:1537408
Ostrov Shvetsova	id=g:1537409
Ostrov Smezhnyy	id=g:1537410
Ostrov Korsar	id=g:1537411
Ostrov Chabak	id=g:1537412
Ostrov Strizhëva	id=g:1537413
Mys Kruglyy	id=g:1537414
Mys Okonchaniya	id=g:1537415
Ostrov Oktyabr'	id=g:1537416
Ostrov Novyy	id=g:1537417
Mys Medvezhiy	id=g:1537418
Mys Dolgiy	id=g:1537419
Mys Vykhodnoy	id=g:1537420
Mys Zapadnyy	id=g:1537421
Ostrov Ledokol	id=g:1537422
Mys Razdel'nyy	id=g:1537423
Mys Bartletta	id=g:1537424
Mys Galechnyy	id=g:1537425
Ostrov Savvy-Loshkina	id=g:1537426
Mys Nizkiy	id=g:1537427
Ostrov Kazak	id=g:1537428
Ostrov Dobrynya Nikitich	id=g:1537429
Mys Vstrechi	id=g:1537430
Mys Oleg	id=g:1537431
Mys Rifovyy	id=g:1537432
Mys Ostryy	id=g:1537433
Ostrov Shul'tsa	id=g:1537434
Ostrov Mametkul	id=g:1537435
Mys Mel'villya	id=g:1537436
Ostrov Vitte	id=g:1537437
Mys Karluk	id=g:1537438
Ostrov Kovalevskogo	id=g:1537439
Ostrov Silach	id=g:1537440
Ostrov Truvor	id=g:1537441
Mys Oleniy	id=g:1537442
Mys Dolgiy	id=g:1537443
Ostrov Sikora	id=g:1537444
Mys Severnyy	id=g:1537445
Ostrov Yermak	id=g:1537446
Ostrov Kuchum	id=g:1537447
Ostrov Aleksandra	id=g:1537448
Mys Foki	id=g:1537449
Mys Povorotnyy	id=g:1537450
Mys Lager'	id=g:1537451
Ostrov Lenina	id=g:1537452
Mys Nakhodka	id=g:1537453
Mys Krutoy	id=g:1537454
Mys Tupoy	id=g:1537455
Ostrov Salome	id=g:1537456
Ostrov Sofii	id=g:1537458
Mys Vysokiy	id=g:1537459
Mys Severnyy	id=g:1537460
Mys Linnika	id=g:1537461
Mys Utës	id=g:1537462
Ostrov Pedashenko	id=g:1537463
Mys Otdykha	id=g:1537464
Ostrov Priyëmnyy	id=g:1537465
Mys Kamenistyy	id=g:1537466
Mys Povorotnyy	id=g:1537467
Mys Pregrady	id=g:1537468
Mys Iogannesena	id=g:1537469
Mys Severnyy	id=g:1537470
Mys Loshkina	id=g:1537471
Mys Zapadnyy	id=g:1537472
Ostrov Figurnyy	id=g:1537473
Berëzovka	id=g:1537474
Urochishche Chernigovka	id=g:1537475
Urochishche Varvarinka	id=g:1537476
Krasnosel'skiy	id=g:1537477
Prichetskaya Lesnaya Dacha	id=g:1537478
Kandatskaya Lesnaya Dacha	id=g:1537479
Gurskiy	id=g:1537480
Chetskaya Lesnaya Dacha	id=g:1537481
Chindatskaya Lesnaya Dacha	id=g:1537483
Volzhskiy	id=g:1537484
Ordynka	id=g:1537485
Bobrovka	id=g:1537486
Troitsk	id=g:1537487
Bezrucheyka	id=g:1537488
Zheltyy-Bereg	id=g:1537489
Novodmitriyevka Pervaya	id=g:1537490
Nikolayevskaya Lesnaya Dacha	id=g:1537491
Yelannyy	id=g:1537492
Chupiko	id=g:1537493
Golubinka	id=g:1537494
Kiselevka	id=g:1537495
Novyy Zaitskiy	id=g:1537496
Zapadno-Tyazhinskaya Lesnaya Dacha	id=g:1537497
Danilovskaya Lesnaya Dacha	id=g:1537498
Kuz'minka	id=g:1537499
Aydatskaya Lesnaya Dacha	id=g:1537500
Smimovka	id=g:1537501
Mikhaylovskiy	id=g:1537502
Bugayevka	id=g:1537503
Malinovskiy	id=g:1537504
Romanovka	id=g:1537505
Malinovka	id=g:1537506
Troitskiy	id=g:1537507
Pokrovka	id=g:1537508
Sosnovka	id=g:1537509
Cheremshanka	id=g:1537510
Mikheyevka	id=g:1537511
Alekseyevka	id=g:1537512
Uralka	id=g:1537513
Yarlykovka	id=g:1537514
Kedrovka	id=g:1537515
Kulikovka	id=g:1537516
Trofimovka	id=g:1537517
Pryanichnaya	id=g:1537518
Mikhaylovka	id=g:1537519
Kerzhatskiy	id=g:1537520
Nikol'sk	id=g:1537521
Bulatovo	id=g:1537522
Chaykovskiy	id=g:1537523
Baim	id=g:1537524
Konstantinovka	id=g:1537525
Semakhim	id=g:1537526
Abramovka	id=g:1537527
Sarygino	id=g:1537528
Lebyazhiy	id=g:1537529
Fedorovka	id=g:1537530
Stantsiya Suslovo	id=g:1537531
Svyatogorka	id=g:1537532
Vasil'yevka	id=g:1537533
Zales'ye	id=g:1537534
Sobolevka	id=g:1537535
Krasnaya Gorka	id=g:1537536
Bukmyzh	id=g:1537537
Tat'yanovka	id=g:1537538
Nadezhdinka	id=g:1537539
Dmitriyevka	id=g:1537540
Novopokrovka	id=g:1537541
Kirsanovo	id=g:1537542
Kudrinka	id=g:1537543
Kamenka	id=g:1537544
Pervomayskiy	id=g:1537545
Tokareva	id=g:1537546
Malaya Medyakova	id=g:1537547
Soglasiye	id=g:1537548
Zhuravlevka	id=g:1537549
Polenova	id=g:1537550
Orga	id=g:1537551
Charkina	id=g:1537552
Krasnorechenskiy	id=g:1537553
Krasnaya Rechka	id=g:1537554
Bogotol'skaya Lesnaya Dacha	id=g:1537555
Kashtak	id=g:1537556
Chulym	id=g:1537557
Malaya Itatka	id=g:1537558
Stantsiya Itat	id=g:1537559
Novomar’inka	id=g:1537560
Moskovka	id=g:1537561
Druzhnyy	id=g:1537562
Porech'ye	id=g:1537563
Novotroitsk	id=g:1537564
Ostanovochnyy Punkt Burdasskiy	id=g:1537565
Veselaya Gorka	id=g:1537566
Il’inka	id=g:1537567
Tisul’	id=g:1537568
Stantsiya Tisul’	id=g:1537569
Krasinskiy	id=g:1537570
Lenskiy	id=g:1537571
Yasnoye Pole	id=g:1537572
Pionerlager’ Solnechnyy	id=g:1537573
Stantsiya Tyazhin	id=g:1537574
Pochayevka	id=g:1537575
Nikulinskiy	id=g:1537576
Listvyanka	id=g:1537577
Kazyl’yunskiy	id=g:1537578
Zarya	id=g:1537579
Sergeyevskiy	id=g:1537580
Novaya Serta	id=g:1537581
Nesterovskiy	id=g:1537582
Nikolayevka	id=g:1537583
Kamenka	id=g:1537584
Urochishche Novaya Serta	id=g:1537585
Chistopol’skiy	id=g:1537586
Severnaya Yura	id=g:1537587
Pervomayskiy	id=g:1537588
Suslovka	id=g:1537589
Ostanovochnyy Punkt Semikhatka	id=g:1537590
Ostanovochnyy Punkt Bezvodnyy	id=g:1537591
Ostanovochnyy Punkt Lesnoye	id=g:1537592
Bezvodnyy	id=g:1537593
Ostanovochnyy Punkt Sadovyy	id=g:1537594
Urochishche Golubinka	id=g:1537595
Urochishche Seredinka	id=g:1537596
Urochishche Pantyushenskoye	id=g:1537597
Pikhtovka	id=g:1537598
Gordeyevka	id=g:1537599
Ibragimovka	id=g:1537600
Severnyy	id=g:1537601
Svetlyy	id=g:1537602
Oktyabr'skiy	id=g:1537603
Ostanovochnyy Punkt Klyuchevaya	id=g:1537604
Ostanovochnyy Punkt Razdol’noye	id=g:1537605
Urochishche Sergeyevskoye	id=g:1537606
Ostanovochnyy Punkt Kachayevka	id=g:1537607
Ostanovochnyy Punkt Lisiy Bor	id=g:1537608
Ostanovochnyy Punkt Yasnaya	id=g:1537609
Vostochnyy	id=g:1537610
Ostanovochnyy Punkt Kedrach	id=g:1537611
Ostanovochnyy Punkt Krasinskaya	id=g:1537612
Urochishche Vasil’yevka	id=g:1537613
Urochishche Zales’ye	id=g:1537614
Semakhinskiy	id=g:1537615
Urochishche Platonovka	id=g:1537616
Urochishche Chenstokhovka	id=g:1537617
Urochishche Vyatskoye	id=g:1537618
Velyakovka	id=g:1537619
Rudzitovka	id=g:1537620
Ostanovochnyy Punkt Il’inskaya	id=g:1537621
Ostanovochnyy Punkt Akimo-Annenka	id=g:1537622
Gruzdovskiy	id=g:1537623
Ostanovochnyy Punkt Sportivnaya	id=g:1537624
Urochishche Nesterovo	id=g:1537625
Malaya Itatka	id=g:1537626
Bol’shaya Itatka	id=g:1537627
Ostanovochnyy Punkt Aerodrom	id=g:1537628
Ostanovochnyy Punkt Samsonovka	id=g:1537629
Urochishche Maloitatka	id=g:1537630
Chernushka	id=g:1537631
Urochishche Kontorka Vtoraya	id=g:1537632
Vekshinka	id=g:1537633
Chistyy	id=g:1537634
Bol’shaya	id=g:1537635
Levaya Vekshinka	id=g:1537636
Andreyeva	id=g:1537637
Ryabinovka	id=g:1537638
Granichnyy	id=g:1537639
Chernaya	id=g:1537640
Berezovyy	id=g:1537641
Osinovka	id=g:1537642
Markina	id=g:1537643
Urochishche Lokomobil’noye	id=g:1537644
Mayndat	id=g:1537645
Pronina	id=g:1537646
Plotnikova	id=g:1537648
Kozlovka	id=g:1537649
Antonov Rychey	id=g:1537650
Nikolayevka	id=g:1537651
Topkiy	id=g:1537653
Kirgizov	id=g:1537654
Splavnoy	id=g:1537655
Urochishche Gromskoye	id=g:1537656
Urochishche Korzhanovo	id=g:1537657
Savel'yevka	id=g:1537658
Osinovaya	id=g:1537659
Lozovyy	id=g:1537660
Lopanov	id=g:1537661
Yamnyy	id=g:1537662
Cheremukhovyy	id=g:1537663
Srednyy	id=g:1537664
Krivoy	id=g:1537665
Bol'shaya Rechka	id=g:1537666
Pogadayev	id=g:1537667
Borovoy	id=g:1537668
Gnilaya Pad'	id=g:1537669
Garidov Klyuch	id=g:1537670
Kamenka	id=g:1537671
Cheremshanka	id=g:1537672
Garivoy	id=g:1537673
Bezuma Pervaya	id=g:1537674
Urochishche Uspenka	id=g:1537675
Urochishche Borovskoye	id=g:1537676
Urochishche Kerzhatskoye	id=g:1537677
Gnetovo	id=g:1537678
Maksimovka	id=g:1537679
Ostanovochnyy Punkt Zhuravlikha	id=g:1537680
Ostanovochnyy Punkt 3867 km	id=g:1537681
Urochishche Charochkino	id=g:1537683
Vagino	id=g:1537684
Urochishche Malomedyakova	id=g:1537685
Chindat	id=g:1537686
Urochishche Mineyevka	id=g:1537687
Mikhaylovka	id=g:1537688
Serebryakovo	id=g:1537689
Ostanovochnyy Punkt Prigorod	id=g:1537690
Ostanovochnyy Punkt Zavodskaya	id=g:1537691
Ostanovochnyy Punkt Kirsanovo	id=g:1537692
Ostanovochnyy Punkt Bol'shoy Kosul'	id=g:1537693
Ostanovochnyy Punkt Kosul'	id=g:1537694
Ostanovochnyy Punkt Varvarenka	id=g:1537695
Urochishche Malinovka Pervaya	id=g:1537696
Urochishche Malinovka Vtoraya	id=g:1537697
Urochishche Cheremshanka	id=g:1537698
Urochishche Bugayevka	id=g:1537699
Urochishche Mikhaylovka	id=g:1537700
Ivanovka	id=g:1537701
Urochishche Zheltyy-Bereg	id=g:1537702
Urochishche Novodmitriyevka Pervaya	id=g:1537703
Urochishche Smirnovka	id=g:1537704
Urochishche Srednyaya Kuz'minka	id=g:1537705
Urochishche Baim	id=g:1537706
Urochishche Tat'yanovka	id=g:1537707
Urochishche Nadezhdenka	id=g:1537708
Ostanovochnyy Punkt Paykino	id=g:1537709
Stantsiya Bogotol	id=g:1537710
Ostanovochnyy Punkt Shuldat	id=g:1537711
Krasnaya Rechka Ostanovochnyy Punkt	id=g:1537712
Stantsiya Kritovo	id=g:1537713
Boloto Krestovoye	id=g:1537714
Tayëzhnyy Aydat	id=g:1537715
Stantsiya Ust’-Bir’	id=g:1537716
Stantsiya Yerbinskaya	id=g:1537717
Kamyshovaya	id=g:1537718
Salbyk	id=g:1537719
Stantsiya Kapchaly	id=g:1537720
Mayskiy	id=g:1537721
Imeni Il’icha	id=g:1537722
Urochishche Senyanino	id=g:1537723
Urochishche Sulguk-Churek	id=g:1537724
Urochishche Bardashevskiy	id=g:1537725
Tasheba	id=g:1537726
Khonykh	id=g:1537727
Tigey	id=g:1537728
Letnik	id=g:1537729
Stantsiya Minusinsk	id=g:1537730
Stantsiya Tagarskiy	id=g:1537731
Stantsiya Krupskaya	id=g:1537732
Urochishche Chazykhol	id=g:1537733
Urochishche Bol’shiye Syry	id=g:1537734
Katanov	id=g:1537735
Ust’-Kamyshta	id=g:1537736
Kamyshta	id=g:1537737
Pulankol’	id=g:1537739
Saf'yanov	id=g:1537741
Urochishche Stepnoy Khutor	id=g:1537746
Mayskiy	id=g:1537747
Urochishche Lugavskoye	id=g:1537748
Il'ichevo	id=g:1537749
Altay	id=g:1537750
Urochishche Sidorovo	id=g:1537751
Urochishche Kamenka	id=g:1537756
Urochishche Razdol’noye	id=g:1537765
Stantsiya Bel’tyry	id=g:1537766
Gora Tepsey	id=g:1537767
Gora Yzykh	id=g:1537768
Gora Malgyrchakkhyr	id=g:1537769
Gora Kharakhodyr	id=g:1537770
Khrebet Azyrtal	id=g:1537771
Gora Kolerchit	id=g:1537772
Gora Sorakh	id=g:1537773
Gora Sosnovyy Bor	id=g:1537774
Gora Sarakhtag	id=g:1537775
Gora Ulug-Kirba	id=g:1537776
Gora Pergim	id=g:1537777
Gora Soryb	id=g:1537778
Gora Saryg	id=g:1537779
Ozero Chalgyskol’	id=g:1537780
Ozero Kutuzhekovo	id=g:1537781
Kapchalinskoye Vodokhranilishche	id=g:1537782
Ozero Bugayevo	id=g:1537783
Ozero Kharykhkol’	id=g:1537784
Staryy Abakan	id=g:1537785
Tubinskiy Zaliv	id=g:1537786
Ozero Bulankul’	id=g:1537787
Abagol	id=g:1537788
Molochno-Tovarnaya Ferma Tatarka	id=g:1537789
Uzunchul	id=g:1537790
Cheya	id=g:1537792
Sukhaya Cheya	id=g:1537793
Urochishche Taloye Ozero	id=g:1537794
Katyk	id=g:1537795
Kiskach	id=g:1537796
Syrtsy	id=g:1537797
Kamazhak	id=g:1537798
Stantsiya Kazanovskaya	id=g:1537822
Urochishche Bogorodskoye	id=g:1537834
Urochishche Nikolayevskoye	id=g:1537835
Shivera Alad'ina	id=g:1537836
Shiverskiy	id=g:1537846
Gremuchiy	id=g:1537847
Stantsiya Karabula	id=g:1537848
Kezhma	id=g:1537849
Urochishche Ust'-Karabula	id=g:1537854
Urochishche Lebyazh’ye	id=g:1537864
Ozero Listovoye	id=g:1537865
Boloto Shigel’nyary	id=g:1537866
Malaya Kurzhina	id=g:1537867
Srednyaya Berëzovka	id=g:1537868
Ozero Tsarevskoye	id=g:1537873
Yel’tsovaya	id=g:1537874
Medvezh’ya	id=g:1537875
Losevaya	id=g:1537879
Sosnovaya	id=g:1537881
Yarashkina	id=g:1537884
Shchuch’ya Vtoraya	id=g:1537888
Ozero Gryunovskoye	id=g:1537893
Ozero Bol’shoye Kurzhinskoye	id=g:1537894
Ozero Losinoye	id=g:1537896
Ozero Pikovka	id=g:1537897
Bezymyannyy	id=g:1537900
Boloto Kayenga	id=g:1537902
Mys Glyaden’	id=g:1537924
Mys Makarova	id=g:1537925
Chayev	id=g:1537926
Mys Nalivkina	id=g:1537927
Lednik Maka	id=g:1537928
Lednik Voyeykova	id=g:1537929
Lednik Brounova	id=g:1537930
Banka Zamyatina	id=g:1537931
Lednik Anuchina	id=g:1537932
Lednik Vize	id=g:1537933
Gora Tsirkovaya	id=g:1537934
Lednik Inostrantseva	id=g:1537935
Mys Varneka	id=g:1537936
Lednik Roze	id=g:1537937
Lednik Rozhdestvenskogo	id=g:1537938
Ozero Nartovoye	id=g:1537952
Toinka	id=g:1537955
Nyarga	id=g:1537956
Protoka Yagodnaya	id=g:1537957
Rodionovka	id=g:1537958
Kasatka	id=g:1537959
Maraksa Pervaya	id=g:1537960
Protoka Kvesh	id=g:1537961
Boloto Kasenga	id=g:1537962
Ozero Rassypnoye	id=g:1537963
Ozërnaya	id=g:1537964
Boloto Aykovskoye	id=g:1537965
Aykova	id=g:1537966
Ozero Martyshka	id=g:1537967
Ozero Karskoye	id=g:1537968
Kurzhino	id=g:1537969
Ozero Bol’shoye Okunëvoye	id=g:1537970
Khinguy	id=g:1538076
Ostrov Yuzhnyy	id=g:1538077
Baza Gotovkina	id=g:1538078
Ozero Sozhaleniya	id=g:1538079
Gora Vetrovaya	id=g:1538080
Ozero Somneniy	id=g:1538081
Ozero Ayaturku	id=g:1538082
Ozero Syruta	id=g:1538083
Ozero Khelaliturku	id=g:1538084
Ozero Sokhatinoye	id=g:1538085
Gora Gorbatyy Khrebet	id=g:1538086
Khantayskoye Ozero	id=g:1538087
Gora Munku-Sasan	id=g:1538088
Syvdarma	id=g:1538089
Ozero Maloye Sovetskoye	id=g:1538090
Mayskiy	id=g:1538091
Bol’shoy On	id=g:1538092
Neozhidannyy	id=g:1538093
Oyskiy	id=g:1538094
Tanzybey	id=g:1538095
Chervizyul'	id=g:1538096
Maretayakha	id=g:1538098
Yagel’nyy	id=g:1538099
Yel'niki	id=g:1538100
Ozero Gutkengde	id=g:1538101
Gora Dlinnaya	id=g:1538102
Gora Nakson	id=g:1538103
Lebed’	id=g:1538104
Urochishche Yurty Krasnyy Sever	id=g:1538105
Ozero Kuyluk-Emtor	id=g:1538106
Yuzhnyy Balyk	id=g:1538107
Gora Chipkamakit	id=g:1538108
Gora Avsa	id=g:1538109
Ozero Mumure	id=g:1538110
Sabetta	id=g:1538111
Ozero Muklay	id=g:1538112
Ozero Sokhatinoye	id=g:1538113
Gora Ostraya-Pashennaya	id=g:1538130
Arnyyakha	id=g:1538184
Kheyakha	id=g:1538185
Salyayakha	id=g:1538186
Mys Yumborsalya	id=g:1538187
Sedavangotayakha	id=g:1538188
Sabkolyang”yakha	id=g:1538189
Nganoyakha	id=g:1538190
Nadoyakha	id=g:1538191
Ngodyakoyakha	id=g:1538192
Sopoklyan	id=g:1538193
Nenzotayakha	id=g:1538194
Parod”yakha	id=g:1538195
Mal’yakha	id=g:1538196
Nyaruyyakha	id=g:1538197
Bolotnaya	id=g:1538198
Pereprava	id=g:1538199
Shokal’skogo	id=g:1538200
Yadareyyakha	id=g:1538201
Nendayakha	id=g:1538202
Yaaneyyakha	id=g:1538203
Syadeyyakha	id=g:1538204
Ngoyakha	id=g:1538205
Ngevayakha	id=g:1538206
Yasaveyyakha	id=g:1538207
Tabeyyakha	id=g:1538208
Lyambalyakha	id=g:1538209
Shtormovoy	id=g:1538210
Yun”yakha	id=g:1538211
Lutsayakha Vtoraya	id=g:1538212
Maretayakha	id=g:1538213
Nëlëko-Khortayakha	id=g:1538214
Yabtik’yakha	id=g:1538215
Vostochnaya	id=g:1538216
Nyudya-Tetnedayakha	id=g:1538217
Ostrov Tyubtsyango	id=g:1538218
Gora Taskyl-Saylyg	id=g:1538305
Khrebet Sengilen	id=g:1538306
Pozdnyakovka	id=g:1538445
Krasnoglinnyy	id=g:1538516
Borovoy	id=g:1538527
Sed”yakha	id=g:1538582
Sirtyayakha	id=g:1538583
Ostrov Parus-Luda	id=g:1538584
Stantsiya Lyalya	id=g:1538585
Stantsiya Koshay	id=g:1538586
Stantsiya Sos’va Novaya	id=g:1538587
Raz''yezd Kakva	id=g:1538588
Stantsiya Vorontsovka	id=g:1538589
Mys Khabarova	id=g:1538590
Stantsiya Klimki	id=g:1538591
Stantsiya Pasynok	id=g:1538592
Stantsiya Istochnik	id=g:1538593
Bukhta Solënaya	id=g:1538594
Stantsiya Lesnaya Volchanka	id=g:1538595
Stantsiya Podsobnyy	id=g:1538596
Guba Sukhaya	id=g:1538597
Mys Sukhoy Nos	id=g:1538598
Mys Kamennyy	id=g:1538599
Mys Kanin	id=g:1538600
Kanin-Yugorskiy	id=g:1538601
Stantsiya Lesorazrabotki	id=g:1538602
Mys Lakorsalya	id=g:1538603
Stantsiya Lobik	id=g:1538604
Raz''yezd Koptyaki	id=g:1538605
Stantsiya Drovyanoye	id=g:1538606
Raz''yezd Poperechnyy	id=g:1538607
Stantsiya Serov-Sortirovochnyy	id=g:1538608
Stantsiya Novaya Zarya	id=g:1538609
Mys Andreyeva	id=g:1538610
Amderma	id=g:1538611
Mys Skalistyy	id=g:1538612
Kamenka	id=g:1538613
Mys Tankernyy	id=g:1538614
Bukhta Rifovaya	id=g:1538615
Ostrov Sokoliy	id=g:1538616
Mys Skladchatyy	id=g:1538617
Mys Kosoy	id=g:1538618
Mys Yeresalya	id=g:1538619
Mys Stvornyy	id=g:1538620
Mys Razdel’nyy	id=g:1538621
Mys Primetnyy	id=g:1538622
Bukhta Drovyanaya	id=g:1538623
Belyy Yugorskiy	id=g:1538624
Ozero Shalashinskoye	id=g:1538625
Voya	id=g:1538626
Ushma	id=g:1538627
Tal’ma	id=g:1538628
Chërnaya	id=g:1538629
Berëzovka	id=g:1538630
Tan’sha	id=g:1538631
Nizhnyaya	id=g:1538632
Ostrov Storozhevoy	id=g:1538633
Ozërsk	id=g:1538634
Zheleznogorsk	id=g:1538635
Novoural’sk	id=g:1538636
Seversk	id=g:1538637
Lokomotivnyy	id=g:1538638
Solnechnyy	id=g:1538639
Svobodnyy	id=g:1538640
Kedrovyy	id=g:1538641
Sibirskiy	id=g:1538642
Ostrov Vkhodnoy	id=g:1538643
Lydiyakha	id=g:1538644
Bukhta Andromedy	id=g:1538655
Mys Balashova	id=g:1538656
Mys Morennyy	id=g:1538657
Ozero Bol’shoye Zhigalovskoye	id=g:1538658
Ozero Dlinnoye	id=g:1538659
Ozero Sosnovoye	id=g:1538660
Ozero Nyarga	id=g:1538661
Ozero Bol’shoye Okunevoye	id=g:1538662
Ozero Maloye Okunevoye	id=g:1538663
Ozero Bol’shoye Istochnoye	id=g:1538664
Ozero Luk’yanovo	id=g:1538665
Ozero Gavrilovo	id=g:1538666
Ozero Figurnoye	id=g:1538667
Ozero Lyulik	id=g:1538668
Ozero Glubokoye	id=g:1538669
Ozero Istochnoye	id=g:1538670
