Eagle Nest Elementary	id=g:5465920
Elza Seligman Camp	id=g:5466741
Emanuel Baptist Church	id=g:5466742
Emanuel Baptist Temple and Christian Academy	id=g:5466743
Emanuel Fellowship Church	id=g:5466744
Embargo Spring	id=g:5466745
Embergo Ditch	id=g:5466746
Embudito Canyon	id=g:5466747
Elsie Well	id=g:5466748
Embudito Trailhead	id=g:5466749
Embudo	id=g:5466750
Embudo Canyon	id=g:5466751
Embudito Trail	id=g:5466752
Embudo Creek	id=g:5466753
Embudo Dam	id=g:5466754
Embudo Historic District	id=g:5466755
Embudo Post Office	id=g:5466756
Embudo Post Office	id=g:5466757
Embudo Presbyterian Church	id=g:5466758
Embudo Presbyterian Hospital	id=g:5466759
Embudo Spring	id=g:5466760
Embudo Stream-Gaging Station Historical Marker	id=g:5466761
Embudo Trail	id=g:5466762
Embudo Trailhead	id=g:5466763
Arroyo del Embudo	id=g:5466764
Embudo Gaging Station Historic Site	id=g:5466765
Cañada Embudo	id=g:5466766
Emeline Mine	id=g:5466767
Emerald Claim	id=g:5466768
Emerson Canyon	id=g:5466769
Emerald	id=g:5466770
Emerson Ranch	id=g:5466771
Emery Gap	id=g:5466772
Emery Gap (historical)	id=g:5466773
Emery Gap Post Office (historical)	id=g:5466774
Emery Peak	id=g:5466775
Emery Vega	id=g:5466776
Emil Fritz Spring	id=g:5466777
Emma	id=g:5466778
Emma Mine	id=g:5466779
Emma Shaft	id=g:5466780
Emmanuel Baptist Church	id=g:5466781
Emmanuel Baptist Church	id=g:5466782
Emmanuel Lutheran Church	id=g:5466783
Emmanuel Rosenwald Building Historic Site	id=g:5466784
Emmanuel Spanish Baptist Church	id=g:5466785
Emory Canyon	id=g:5466786
Emerson Elementary School	id=g:5466787
Emory Pass Historical Marker	id=g:5466788
Emory Pass Vista Campground	id=g:5466789
Empedrado Tank	id=g:5466790
Empedrado Wilderness Study Area	id=g:5466791
Arroyo Empedrado	id=g:5466792
Emory Pass	id=g:5466793
Empedrados Draw	id=g:5466794
Empedrados Tank	id=g:5466795
Emperial Lode	id=g:5466796
Empire	id=g:5466797
Empire	id=g:5466798
Empire ABO Sulphur Plant	id=g:5466799
Empire Lode	id=g:5466800
Empire Mine	id=g:5466801
Empire Mine	id=g:5466802
Empire Number 7 Shaft	id=g:5466803
Empire Oil Field	id=g:5466804
Empire Peak	id=g:5466805
Empire Zinc Mine	id=g:5466806
Emplazado	id=g:5466807
Cañon Emplazado	id=g:5466808
Emperado Tank	id=g:5466809
Emrick Canyon	id=g:5466810
Emporia Mine	id=g:5466811
Emsay Windmill	id=g:5466812
En Medio	id=g:5466813
Enbom Lake	id=g:5466814
Enbom Lake Dam	id=g:5466815
Encantada Square Shopping Center	id=g:5466816
Mesa Encantada	id=g:5466817
Encarnacion Canyon	id=g:5466818
Encerrito	id=g:5466819
Enchanted Hills Elementary School	id=g:5466820
Enchanted Hills Elementary School	id=g:5466821
Enchanted Hills Middle School	id=g:5466822
Enchanted Lake	id=g:5466823
Encierro Canyon	id=g:5466824
Emrick Spring	id=g:5466825
Cañon Encierro	id=g:5466826
Cañon del Encierro	id=g:5466827
Cerro Encierro	id=g:5466828
Cañon Encierto	id=g:5466829
Laguna Encina	id=g:5466830
Encinado Creek	id=g:5466831
Encinada Mesa	id=g:5466832
Encinal 1 Water Well	id=g:5466833
Encinal 2 Water Well	id=g:5466834
Encinal Canyon	id=g:5466835
Encinal	id=g:5466836
Encinal Creek	id=g:5466837
Encinal Creek	id=g:5466838
Encino	id=g:5466839
Encino Canyon	id=g:5466840
Encino	id=g:5466841
Encino Corral	id=g:5466842
Encino Dam Number 81	id=g:5466843
Encino Dam Number 83	id=g:5466844
Encino Dam Number 85	id=g:5466845
Encino Dam Number 86	id=g:5466846
Encino Detention Dam Number 31	id=g:5466847
Encino Detention Dam Number 40	id=g:5466848
Encino Detention Dam Number 46	id=g:5466849
Encino Detention Dam Number 49	id=g:5466850
Encino Detention Dam Number 63	id=g:5466851
Encino Detention Dam Number 83	id=g:5466852
Encino Detention Dam Number 85	id=g:5466853
Encino Detention Dam Number 98	id=g:5466854
Encino Detention Dam Number Two	id=g:5466855
Encino Draw	id=g:5466856
Encino Cemetery	id=g:5466857
Encino Draw	id=g:5466858
Encino Lookout	id=g:5466859
Encino Post Office	id=g:5466860
Encino Spring	id=g:5466861
Encino Trail	id=g:5466862
Encino Trailhead	id=g:5466863
Encino Wash	id=g:5466864
Encino Medical Plaza	id=g:5466865
Ojo Encino	id=g:5466866
Rito Encino	id=g:5466867
Encino Water Well	id=g:5466868
Arroyo de los Encinos	id=g:5466869
Encinosa Canyon	id=g:5466870
Encinosa Creek	id=g:5466871
Encinosa Draw	id=g:5466872
Encinosa Mesa	id=g:5466873
Encinoso	id=g:5466874
Encinoso Canyon	id=g:5466875
Encinoso	id=g:5466876
Encinoso Canyon	id=g:5466877
Encinoso Canyon	id=g:5466878
Encinoso Cemetery	id=g:5466879
Encinoso Draw	id=g:5466880
Encinoso Post Office (historical)	id=g:5466881
End of Line Tank	id=g:5466882
End of Road Tank	id=g:5466883
Endee	id=g:5466884
Endee Cemetery	id=g:5466885
Endee Hill	id=g:5466886
Endee Post Office (historical)	id=g:5466887
Endee Weather Station	id=g:5466888
Enderman Prospect	id=g:5466889
Energy, Minerals and Natural Resource Library	id=g:5466890
Engholm Tank	id=g:5466891
Engineer Canyon	id=g:5466892
Cerro Encinoso	id=g:5466893
Engineer Tank	id=g:5466894
Engineering Annex	id=g:5466895
Engineering Computer Center Building	id=g:5466896
Engineers Windmill	id=g:5466897
Engle	id=g:5466898
Engle Cemetery	id=g:5466899
Engle Lake	id=g:5466900
Engle Point	id=g:5466901
Engle Post Office (historical)	id=g:5466902
Engleman-Thomas Building Historic Site	id=g:5466903
Engleville Cemetery	id=g:5466904
English Speaking SDA Church	id=g:5466905
English Spring	id=g:5466906
English Tanks	id=g:5466907
English Well	id=g:5466908
English Well	id=g:5466909
Enoch Tipton Ranch House	id=g:5466910
Enos Garcia Elementary School	id=g:5466911
Enos Johnson Mine	id=g:5466912
Enos Johnson Mine	id=g:5466913
Ensenada	id=g:5466914
Ensenada Community Ditch Historic Site	id=g:5466915
Ensenada Ditch	id=g:5466916
Ensenada Lake	id=g:5466917
Ensenada Post Office (historical)	id=g:5466918
Ensinosa Canyon	id=g:5466919
Engineer Spring	id=g:5466920
Cañada Ensinosa	id=g:5466921
Enterprise	id=g:5466922
Enterprise Mine	id=g:5466923
Enterprise Mine	id=g:5466924
Enterprise Mine	id=g:5466925
Enterprise Mine	id=g:5466926
Enterprise Mine	id=g:5466927
Enterprise Tunnel	id=g:5466928
Enterprise Tunnels	id=g:5466929
Cañada de la Entranas	id=g:5466930
Enterprise Ditch	id=g:5466931
Entrania Creek	id=g:5466932
Entrance Tunnel Prospect	id=g:5466933
Entraniosa Draw	id=g:5466934
Entrania Spring	id=g:5466935
Environmental Improvement Divison Library	id=g:5466936
Environmental Services Water Well	id=g:5466937
Episcopal Cathedral of Saint John	id=g:5466938
Episcopal Church of the Holy Mount	id=g:5466939
Episcopal Diocese of the Rio Grande	id=g:5466940
Equator and Iron Reef Group	id=g:5466941
Eric Tank	id=g:5466942
Lake Erie	id=g:5466943
Erin Lake	id=g:5466944
Lake Erin	id=g:5466945
Erman Well	id=g:5466946
Erna Fergusson Branch Library	id=g:5466947
Ernest L Blumenschein House Historic Site	id=g:5466948
Ernest Montoya Ranch	id=g:5466949
Ernest Well	id=g:5466950
Ernie Pyle Branch Library	id=g:5466951
Erramousbe Ranch	id=g:5466952
Erramouspe Ranch	id=g:5466953
Ervin Ranch	id=g:5466954
Es-Yale 2 Water Well	id=g:5466955
Esatancia 2 Dehart	id=g:5466956
Escabosa	id=g:5466957
Escabosa Cemetery	id=g:5466958
Escabosa Post Office (historical)	id=g:5466959
Cañada de Escabosa	id=g:5466960
Environmental Education Center	id=g:5466961
Escallante High School	id=g:5466962
Escarbada Canyon	id=g:5466963
Escalante Water Well	id=g:5466964
Escarrodio Canyon	id=g:5466965
Escavada Wash	id=g:5466966
Mesa Escoba	id=g:5466967
Cerro de Escobas	id=g:5466968
Escojeda Water Well	id=g:5466969
Escojeda Windmill	id=g:5466970
Cañada Escondia	id=g:5466971
Escobas Mesa	id=g:5466972
Escondida Canyon Tank	id=g:5466973
Escondida Crossing	id=g:5466974
Escondida Post Office	id=g:5466975
Escondida Siding	id=g:5466976
Escondida Spring	id=g:5466977
Escondida Tank	id=g:5466978
Escondida Well	id=g:5466979
Cañada Escondida	id=g:5466980
Escondida	id=g:5466981
Escondido (historical)	id=g:5466982
Escondido Canyon	id=g:5466983
Mesa Escondida	id=g:5466984
Escondido Canyon	id=g:5466985
Escondido Cemetery	id=g:5466986
Escondido Creek	id=g:5466987
Escondido Cemetery	id=g:5466988
Escondido Creek	id=g:5466989
Escondido Creek	id=g:5466990
Escondido Historic Site	id=g:5466991
Escondido Mountain	id=g:5466992
Escondido Mountain	id=g:5466993
Escondido Mountain Tank	id=g:5466994
Escondido Ranch	id=g:5466995
Escondido Ranch	id=g:5466996
Escondido Reservoir	id=g:5466997
Escondido Spring	id=g:5466998
Escondido Spring	id=g:5466999
Escondido Spring	id=g:5467000
Escondido Springs	id=g:5467001
Escondido Tank	id=g:5467002
Escondido Tank	id=g:5467003
Escondido Tank	id=g:5467004
Escondido Tank	id=g:5467005
Escondido Tank	id=g:5467006
Escondido Trail	id=g:5467007
Escondido Well	id=g:5467008
Cañon Escondido	id=g:5467009
Escondido Mesa	id=g:5467010
Cañon Escondido	id=g:5467011
El Ojo Escondido	id=g:5467012
Escondillo	id=g:5467013
Escondrijo Windmill	id=g:5467014
Cañon Escovas	id=g:5467015
Laguna Escondido	id=g:5467016
Escrito Canyon	id=g:5467017
Escrito Oil Field	id=g:5467018
Escrito Trading Post	id=g:5467019
Escuela de Abajo	id=g:5467020
Esenada Airport	id=g:5467021
Eskimo Tank	id=g:5467022
Espaejos Expedition on the Camino Real Historical Marker	id=g:5467023
Espanola	id=g:5467024
Espanola	id=g:5467025
Espanola District Ranger Office	id=g:5467026
Espanola Elementary School	id=g:5467027
Española Hospital	id=g:5467028
Española Hospital Library	id=g:5467029
Espanola Junior High School	id=g:5467030
Ohkay Owingeh Airport	id=g:5467031
Española Post Office	id=g:5467032
Española Public Library Richard Lucero Center	id=g:5467033
Espanola Ranger District	id=g:5467034
Espanola Valley	id=g:5467035
Escrito Spring	id=g:5467036
Española Valley Historical Marker	id=g:5467037
Española Water Well	id=g:5467038
Española Weather Station	id=g:5467039
Esparauza Tank	id=g:5467040
Espedion Well	id=g:5467041
Espejos Expedition on the Camino Real Historical Marker	id=g:5467042
Espejos Trail Historical Marker	id=g:5467043
Esperanza	id=g:5467044
Esperanza Branch Library	id=g:5467045
Esperanza Claim	id=g:5467046
Esperanza Draw	id=g:5467047
Espanola Valley High School	id=g:5467048
Esperanza Herrera House Historic Site	id=g:5467049
Esperanza Prospect	id=g:5467050
La Espia Peak	id=g:5467051
Cerrito del Espia	id=g:5467052
Cerro de Espia	id=g:5467053
La Espiata Peak	id=g:5467054
Espinosa	id=g:5467055
Espinosa Canyon	id=g:5467056
Esperanza Group-Luis Lopez	id=g:5467057
Espinosa Canyon	id=g:5467058
Espinosa Lake	id=g:5467059
Espinosa Ranch	id=g:5467060
Espinosa Spring	id=g:5467061
Espinosa Tank	id=g:5467062
Canon Espinoso	id=g:5467063
Espinosa Lake	id=g:5467064
Espinoza	id=g:5467065
Espuela	id=g:5467066
Esque Spring (historical)	id=g:5467067
Esquibel	id=g:5467068
Esquibel Canyon	id=g:5467069
Espinoza	id=g:5467070
Estaca	id=g:5467071
Cañada Estacada	id=g:5467072
Esquibel Tank	id=g:5467073
Estafeta Well	id=g:5467074
Ojo Estaliando	id=g:5467075
Estaline Canyon	id=g:5467076
Estafeta Water Well	id=g:5467077
Estancia 1 Kellogg	id=g:5467078
Estancia 1 Kellogg Mine	id=g:5467079
Estancia 1 Kutchin	id=g:5467080
Estancia 1 Roland	id=g:5467081
Estancia 3 Dehart	id=g:5467082
Estancia 4 Dehart	id=g:5467083
Estancia 5 Dehart	id=g:5467084
Estancia Cemetery	id=g:5467085
Estancia Elementary School	id=g:5467086
Estancia High School	id=g:5467087
Estancia Historical Marker	id=g:5467088
Estancia I Crawford Mine	id=g:5467089
Estancia Middle School	id=g:5467090
Estancia Municipal Airport	id=g:5467091
Estancia Park Lake	id=g:5467092
Estancia Post Office	id=g:5467093
Estancia Public Library	id=g:5467094
Estancia Ranchettes	id=g:5467095
Estancia Spring	id=g:5467096
Estancia United Methodist Church	id=g:5467097
Estancia Valley Catholic Parish	id=g:5467098
Estancita Spring	id=g:5467099
Estell Tank	id=g:5467100
Esteros Creek	id=g:5467101
Estancia	id=g:5467102
Rito los Esteros	id=g:5467103
Los Esteros	id=g:5467104
Estes Arroyo	id=g:5467105
Estes Canyon	id=g:5467106
Estes Place	id=g:5467107
Estes Well	id=g:5467108
Estes Windmill	id=g:5467109
Estey City	id=g:5467110
Estey City (historical)	id=g:5467111
Esther Prospect	id=g:5467112
Estracada House Well	id=g:5467113
Estracada Tank Number 1	id=g:5467114
Estracada Tank Number 2	id=g:5467115
Estracada Well	id=g:5467116
Estrella	id=g:5467117
Estritos Spring	id=g:5467118
Estufa Canyon	id=g:5467119
Estes Ranch	id=g:5467120
Estufa Creek	id=g:5467121
Estufa Ridge	id=g:5467122
Ethel Group	id=g:5467123
Etheridge Well	id=g:5467124
Etsitty Water Well	id=g:5467125
Eturriaga Rock Quarry	id=g:5467126
Eturriage	id=g:5467127
Eubank Corral	id=g:5467128
Eubank Elementary School	id=g:5467129
Eubank Pumping Station	id=g:5467130
Eubanks Windmill	id=g:5467131
Euclid Mine	id=g:5467132
Eugene Tank	id=g:5467133
Eugenio Gatignole House Historic Site	id=g:5467134
Cañon de Eugenio	id=g:5467135
Etcheverry Ranch	id=g:5467136
Eul Canyon	id=g:5467137
Ojo Eugenio	id=g:5467138
Eula Canyon	id=g:5467139
Eul Point	id=g:5467140
Eunice Airport	id=g:5467141
Eunice High School	id=g:5467142
Eunice Holiness Academy	id=g:5467143
Eunice Kaloch Park	id=g:5467144
Eunice Library	id=g:5467145
Eunice Municipal Recreation Area	id=g:5467146
Eunice Post Office (historical)	id=g:5467147
Eunice Public Library	id=g:5467148
Eureka Mesa	id=g:5467149
Eureka Mesa Quarry	id=g:5467150
Eureka Mine	id=g:5467151
Eureka Prospect	id=g:5467152
Eureka Prospect	id=g:5467153
Eureka Ranch Airport	id=g:5467154
Eustace Lake	id=g:5467155
Eutimio Montoyo House	id=g:5467156
Eva Tank	id=g:5467157
Evangel Temple	id=g:5467158
Evangelical Christian Center	id=g:5467159
Evangelical School	id=g:5467160
Evanola	id=g:5467161
Evanola Windmill	id=g:5467162
Evans	id=g:5467163
Evans	id=g:5467164
Evans Ranch	id=g:5467165
Evans Ranch	id=g:5467166
Evans Ranch	id=g:5467167
Evans Ranch	id=g:5467168
Evans Science Laboratory	id=g:5467169
Evans Tank	id=g:5467170
Evans Well	id=g:5467171
Evans-Griffin Place	id=g:5467172
Evelyn Coal Mine	id=g:5467173
Evelyn Mine	id=g:5467174
Evelyn mine	id=g:5467175
Evening Star Claim	id=g:5467176
Everglades Cemetery	id=g:5467177
Evergreen Cemetery	id=g:5467178
Evergreen Cemetery	id=g:5467179
Evergreen Hills Subdivision	id=g:5467180
Evergreen Lodge	id=g:5467181
Evergreen Valley Ranch	id=g:5467182
Everhart Well	id=g:5467183
Eversaw Tank	id=g:5467184
Evetts	id=g:5467185
Ewe Canyon	id=g:5467186
Eunice	id=g:5467187
Ewing Place	id=g:5467188
Ewing School	id=g:5467189
Excel the Career Program School	id=g:5467190
Excelsior	id=g:5467191
Excelsior Lode	id=g:5467192
Excess Mine	id=g:5467193
Exchange Hotel Complex Historic Site	id=g:5467194
Exchange Hotel Historic Site	id=g:5467195
Exhibition Ski Trail	id=g:5467196
Exhibition Ski Trail	id=g:5467197
Exit Tank	id=g:5467198
Expensive Tank	id=g:5467199
Experimental Tank	id=g:5467200
Exter Canyon	id=g:5467201
Ewe Canyon Tank	id=g:5467202
Exter Tank	id=g:5467203
Exxon Test Water Well	id=g:5467204
F 5 Water Well	id=g:5467205
F 7 Water Well	id=g:5467206
F E Henderson	id=g:5467207
F Latham Ranch	id=g:5467208
F Thurman Ranch (historical)	id=g:5467209
F Yates Ranch	id=g:5467210
F-9-2 Mine	id=g:5467211
F1 Water Well	id=g:5467212
F2 Water Well	id=g:5467213
FAA Electronic Site	id=g:5467214
FD Tank	id=g:5467215
FP Tank Number 4	id=g:5467216
FS 4 Water Well	id=g:5467217
Fabian MIne	id=g:5467218
Fabian Ski Trail	id=g:5467219
Fade Away Ridge	id=g:5467220
Fadeaway Ridge	id=g:5467221
Fain Lake	id=g:5467222
Fain Tank	id=g:5467223
Fain Well	id=g:5467224
Fair Plaza Shopping Center	id=g:5467225
Fair View Lode	id=g:5467226
Fairacres	id=g:5467227
Fairacres Baptist Church	id=g:5467228
Fairacres Post Office	id=g:5467229
Fairbanks	id=g:5467230
Fairchild Ranch	id=g:5467231
Fairchild Spring	id=g:5467232
Fairchild Well	id=g:5467233
Faircloth Ranch	id=g:5467234
Faircloth Well	id=g:5467235
Fairday Mine	id=g:5467236
Fairground	id=g:5467237
Fairly Windmill	id=g:5467238
Fairmont Cemetery	id=g:5467239
Fairmount Cemetery	id=g:5467240
Fairview	id=g:5467241
Fairview	id=g:5467242
Fairview	id=g:5467243
Fairview Cemetery	id=g:5467244
Fairview Church	id=g:5467245
Fairview Church of God	id=g:5467246
Fairview Church of the Nazarene	id=g:5467247
Fairview Lode Mine	id=g:5467248
Fairview Memorial Park Cemetery	id=g:5467249
Fairview Mine	id=g:5467250
Fairview Mine and Vicinity	id=g:5467251
Fairview Mountain	id=g:5467252
Fairview Post Office (historical)	id=g:5467253
Fairview Prospect	id=g:5467254
Fairview Windmill	id=g:5467255
Faith	id=g:5467256
Faith	id=g:5467257
Faith Baptist Church	id=g:5467258
Faith Baptist Church	id=g:5467259
Faith Bible Church	id=g:5467260
Faith Chapel	id=g:5467261
Faith Chapel	id=g:5467262
Faith Christ Lutheran Church	id=g:5467263
Faith Christian Fellowship Church	id=g:5467264
Faith Christian Fellowship Church	id=g:5467265
Faith Christian School	id=g:5467266
Faith Lutheran Church	id=g:5467267
Faith Mine	id=g:5467268
Faith Mountain Fellowship Church	id=g:5467269
Faith Tabernacle	id=g:5467270
Faith Tabernacle Baptist Church	id=g:5467271
Faith Temple Church	id=g:5467272
Faith Temple Church of God in Christ	id=g:5467273
Fajada Butte	id=g:5467274
Fajada Wash	id=g:5467275
Exter Spring	id=g:5467276
Fall Canyon	id=g:5467277
Falda del Monte	id=g:5467278
Fall Canyon	id=g:5467279
Fall Creek	id=g:5467280
Fall Spring	id=g:5467281
Fall Spring	id=g:5467282
Fallen Timber Ridge	id=g:5467283
Fallon Ranch	id=g:5467284
Falls Canyon	id=g:5467285
Fall Spring	id=g:5467286
Falls Canyon	id=g:5467287
Falls Creek	id=g:5467288
Falls Creek	id=g:5467289
Falls Gulch	id=g:5467290
Falls Ranch	id=g:5467291
The Falls	id=g:5467292
Falsey Draw	id=g:5467293
Falls Ranch Spring	id=g:5467294
Family Christian Center	id=g:5467295
Family Life Church	id=g:5467296
Fangio Mesa	id=g:5467297
Fannie Hill	id=g:5467298
Fannie Mine	id=g:5467299
Fanning Draw	id=g:5467300
Familia Spring	id=g:5467301
Fanning Tank (historical)	id=g:5467302
Fanning Well	id=g:5467303
Fanny Spring	id=g:5467304
Far North Shopping Center	id=g:5467305
Far South Tank	id=g:5467306
Faria Workings	id=g:5467307
Farley	id=g:5467308
Farley	id=g:5467309
Farley Post Office (historical)	id=g:5467310
Farm C-142 Water Well	id=g:5467311
Farm Flat	id=g:5467312
Farm Gate Tank	id=g:5467313
Farm Lateral	id=g:5467314
Farm Tank	id=g:5467315
Farm Well	id=g:5467316
Farm Well	id=g:5467317
Farm Windmill	id=g:5467318
Farm Windmill	id=g:5467319
Farmer Arroyo	id=g:5467320
Fanning Ranch	id=g:5467321
Farmer Ranch	id=g:5467322
Farmer Tank	id=g:5467323
Farmers Canyon	id=g:5467324
Farmer Cemetery	id=g:5467325
Farmers Mutual Ditch	id=g:5467326
Farmers Mutual Ditch	id=g:5467327
Farmington	id=g:5467328
Farmington Church of the Nazarene	id=g:5467329
Farmington Community Health Center	id=g:5467330
Farmington Country Club	id=g:5467331
Farmington Glade	id=g:5467332
Farmers Ditch	id=g:5467333
Farmington Mennonite School	id=g:5467334
Farmington Museum	id=g:5467335
Farmington Post Office	id=g:5467336
Farmington Public Library	id=g:5467337
Farmington Public Library East	id=g:5467338
Farmington Special Preschool	id=g:5467339
Farmington Weather Station	id=g:5467340
Farmington high School	id=g:5467341
Faro Banks Mine	id=g:5467342
Farr	id=g:5467343
Farr Corral	id=g:5467344
Farr Vega Lake	id=g:5467345
Farrar Well	id=g:5467346
Farrell Ranch	id=g:5467347
Farrell Ranch (historical)	id=g:5467348
Farrington Pit	id=g:5467349
Farris Engineering Center Building	id=g:5467350
Farris Mine	id=g:5467351
Farris Pit Number 1	id=g:5467352
Farrow Lateral	id=g:5467353
Farrow Ranch	id=g:5467354
Fashodie	id=g:5467355
Fat City Ski Trail	id=g:5467356
Father James B Hay Catholic School	id=g:5467357
Father Roger Aull House and Chapel	id=g:5467358
Faucet Canyon	id=g:5467359
Farmington Historical Marker	id=g:5467360
Faulkner Canyon	id=g:5467361
Faulkner Spring	id=g:5467362
Faus Well	id=g:5467363
Favor	id=g:5467364
Favor	id=g:5467365
Fawn Lakes	id=g:5467366
Fawn Lakes Campground	id=g:5467367
Fawn Tank	id=g:5467368
Fawn Valley	id=g:5467369
Faulty Trail	id=g:5467370
Faywood (historical)	id=g:5467371
Faywood Hot Spring	id=g:5467372
Faywood Hot Springs	id=g:5467373
Faywood Post Office	id=g:5467374
Faywood Post Office (historical)	id=g:5467375
Faywood Station	id=g:5467376
Faywood Weather Station	id=g:5467377
Feather Hill	id=g:5467378
