Algarga	id=g:3130388
Moncalvillo	id=g:6356502
Monterrubio de la Demanda	id=g:6356503
Montorio	id=g:6356504
Moradillo de Roa	id=g:6356505
Nava de Roa	id=g:6356506
Navas de Bureba	id=g:6356507
Nebreda	id=g:6356508
Neila	id=g:6356509
Olmedillo de Roa	id=g:6356510
Olmillos de Muñó	id=g:6356511
Oña	id=g:6356512
Oquillas	id=g:6356513
Orbaneja Riopico	id=g:6356514
Padilla de Abajo	id=g:6356515
Padilla de Arriba	id=g:6356516
Padrones de Bureba	id=g:6356517
Palacios de la Sierra	id=g:6356518
Palacios de Riopisuerga	id=g:6356519
Palazuelos de la Sierra	id=g:6356520
Palazuelos de Muñó	id=g:6356521
Pampliega	id=g:6356522
Pancorbo	id=g:6356523
Pardilla	id=g:6356524
Partido de la Sierra en Tobalina	id=g:6356525
Pedrosa de Duero	id=g:6356526
Pedrosa del Páramo	id=g:6356527
Pedrosa del Príncipe	id=g:6356528
Pedrosa de Río Úrbel	id=g:6356529
Peñaranda de Duero	id=g:6356530
Peral de Arlanza	id=g:6356531
Piérnigas	id=g:6356532
Pineda de la Sierra	id=g:6356533
Pineda Trasmonte	id=g:6356534
Pinilla de los Barruecos	id=g:6356535
Pinilla de los Moros	id=g:6356536
Pinilla Trasmonte	id=g:6356537
Poza de la Sal	id=g:6356538
Prádanos de Bureba	id=g:6356539
Pradoluengo	id=g:6356540
Presencio	id=g:6356541
Puebla de Arganzón (La)	id=g:6356542
Puentedura	id=g:6356543
Quemada	id=g:6356544
Quintanabureba	id=g:6356545
Quintana del Pidio	id=g:6356546
Quintanaélez	id=g:6356547
Quintanaortuño	id=g:6356548
Quintanapalla	id=g:6356549
Quintanar de la Sierra	id=g:6356550
Quintanavides	id=g:6356551
Quintanilla de la Mata	id=g:6356552
Quintanilla del Coco	id=g:6356553
Quintanillas (Las)	id=g:6356554
Quintanilla San García	id=g:6356555
Quintanilla Vivar	id=g:6356556
Rabanera del Pinar	id=g:6356557
Rábanos	id=g:6356558
Rabé de las Calzadas	id=g:6356559
Rebolledo de la Torre	id=g:6356560
Redecilla del Camino	id=g:6356561
Redecilla del Campo	id=g:6356562
Regumiel de la Sierra	id=g:6356563
Reinoso	id=g:6356564
Retuerta	id=g:6356565
Revilla y Ahedo (La)	id=g:6356566
Revilla del Campo	id=g:6356567
Revillarruz	id=g:6356568
Revilla Vallejera	id=g:6356569
Rezmondo	id=g:6356570
Riocavado de la Sierra	id=g:6356571
Roa	id=g:6356572
Rojas	id=g:6356573
Royuela de Río Franco	id=g:6356574
Rubena	id=g:6356575
Rublacedo de Abajo	id=g:6356576
Rucandio	id=g:6356577
Salas de Bureba	id=g:6356578
Salas de los Infantes	id=g:6356579
Saldaña de Burgos	id=g:6356580
Salinillas de Bureba	id=g:6356581
San Adrián de Juarros	id=g:6356582
San Juan del Monte	id=g:6356583
San Mamés de Burgos	id=g:6356584
San Martín de Rubiales	id=g:6356585
San Millán de Lara	id=g:6356586
Santa Cecilia	id=g:6356587
Santa Cruz de la Salceda	id=g:6356588
Santa Cruz del Valle Urbión	id=g:6356589
Santa Gadea del Cid	id=g:6356590
Santa Inés	id=g:6356591
Santa María del Campo	id=g:6356592
Santa María del Invierno	id=g:6356593
Santa María del Mercadillo	id=g:6356594
Santa María Rivarredonda	id=g:6356595
Santa Olalla de Bureba	id=g:6356596
Santibáñez de Esgueva	id=g:6356597
Santibáñez del Val	id=g:6356598
Santo Domingo de Silos	id=g:6356599
San Vicente del Valle	id=g:6356600
Sargentes de la Lora	id=g:6356601
Sarracín	id=g:6356602
Sasamón	id=g:6356603
Sequera de Haza (La)	id=g:6356604
Solarana	id=g:6356605
Sordillos	id=g:6356606
Sotillo de la Ribera	id=g:6356607
Sotragero	id=g:6356608
Sotresgudo	id=g:6356609
Susinos del Páramo	id=g:6356610
Tamarón	id=g:6356611
Tardajos	id=g:6356612
Tejada	id=g:6356613
Terradillos de Esgueva	id=g:6356614
Tinieblas de la Sierra	id=g:6356615
Tobar	id=g:6356616
Tordómar	id=g:6356617
Torrecilla del Monte	id=g:6356618
Torregalindo	id=g:6356619
Torrelara	id=g:6356620
Torrepadre	id=g:6356621
Torresandino	id=g:6356622
Tórtoles de Esgueva	id=g:6356623
Tosantos	id=g:6356624
Trespaderne	id=g:6356625
Tubilla del Agua	id=g:6356626
Tubilla del Lago	id=g:6356627
Úrbel del Castillo	id=g:6356628
Vadocondes	id=g:6356629
Valdeande	id=g:6356630
Valdezate	id=g:6356631
Valdorros	id=g:6356632
Valmala	id=g:6356633
Vallarta de Bureba	id=g:6356634
Valle de Manzanedo	id=g:6356635
Valle de Mena	id=g:6356636
Valle de Oca	id=g:6356637
Valle de Tobalina	id=g:6356638
Valle de Valdebezana	id=g:6356639
Valle de Valdelaguna	id=g:6356640
Valle de Valdelucio	id=g:6356641
Valle de Zamanzas	id=g:6356642
Vallejera	id=g:6356643
Valles de Palenzuela	id=g:6356644
Valluércanes	id=g:6356645
Vid y Barrios (La)	id=g:6356646
Vid de Bureba (La)	id=g:6356647
Vileña	id=g:6356648
Viloria de Rioja	id=g:6356649
Vilviestre del Pinar	id=g:6356650
Villadiego	id=g:6356651
Villaescusa de Roa	id=g:6356652
Villaescusa la Sombría	id=g:6356653
Villaespasa	id=g:6356654
Villafranca Montes de Oca	id=g:6356655
Villafruela	id=g:6356656
Villagalijo	id=g:6356657
Villagonzalo Pedernales	id=g:6356658
Villahoz	id=g:6356659
Villalba de Duero	id=g:6356660
Villalbilla de Burgos	id=g:6356661
Villalbilla de Gumiel	id=g:6356662
Villaldemiro	id=g:6356663
Villalmanzo	id=g:6356664
Villamayor de los Montes	id=g:6356665
Villamayor de Treviño	id=g:6356666
Villambistia	id=g:6356667
Villamedianilla	id=g:6356668
Villamiel de la Sierra	id=g:6356669
Villangómez	id=g:6356670
Villanueva de Argaño	id=g:6356671
Villanueva de Carazo	id=g:6356672
Villanueva de Gumiel	id=g:6356673
Villanueva de Teba	id=g:6356674
Villaquirán de la Puebla	id=g:6356675
Villaquirán de los Infantes	id=g:6356676
Villariezo	id=g:6356677
Villasandino	id=g:6356678
Villasur de Herreros	id=g:6356679
Villatuelda	id=g:6356680
Villaverde del Monte	id=g:6356681
Villaverde-Mogina	id=g:6356682
Villayerno Morquillas	id=g:6356683
Villazopeque	id=g:6356684
Villoruebo	id=g:6356685
Vizcaínos	id=g:6356686
Zael	id=g:6356687
Zarzosa de Río Pisuerga	id=g:6356688
Zazuar	id=g:6356689
Zuñeda	id=g:6356690
Quintanilla del Agua y Tordueles	id=g:6356691
Valle de Santibáñez	id=g:6356692
Villarcayo de Merindad de Castilla la Vieja	id=g:6356693
Valle de las Navas	id=g:6356694
Merindad de Río Ubierna	id=g:6356695
Alfoz de Quintanadueñas	id=g:6356696
Valle de Losa	id=g:6356697
Abadía	id=g:6356698
Abertura	id=g:6356699
Acebo	id=g:6356700
Acehúche	id=g:6356701
Aceituna	id=g:6356702
Ahigal	id=g:6356703
Albalá	id=g:6356704
Alcántara	id=g:6356705
Alcollarín	id=g:6356706
Alcuéscar	id=g:6356707
Aldeacentenera	id=g:6356708
Aldea del Cano	id=g:6356709
Aldea del Obispo (La)	id=g:6356710
Aldeanueva de la Vera	id=g:6356711
Aldeanueva del Camino	id=g:6356712
Aldehuela de Jerte	id=g:6356713
Alía	id=g:6356714
Aliseda	id=g:6356715
Almaraz	id=g:6356716
Almoharín	id=g:6356717
Arroyo de la Luz	id=g:6356718
Arroyomolinos de la Vera	id=g:6356719
Arroyomolinos	id=g:6356720
Baños de Montemayor	id=g:6356721
Barrado	id=g:6356722
Belvís de Monroy	id=g:6356723
Benquerencia	id=g:6356724
Berrocalejo	id=g:6356725
Berzocana	id=g:6356726
Bohonal de Ibor	id=g:6356727
Botija	id=g:6356728
Brozas	id=g:6356729
Cabañas del Castillo	id=g:6356730
Cabezabellosa	id=g:6356731
Cabezuela del Valle	id=g:6356732
Cabrero	id=g:6356733
Cáceres	id=g:6356734
Cachorrilla	id=g:6356735
Cadalso	id=g:6356736
Calzadilla	id=g:6356737
Caminomorisco	id=g:6356738
Campillo de Deleitosa	id=g:6356739
Campo Lugar	id=g:6356740
Cañamero	id=g:6356741
Cañaveral	id=g:6356742
Carbajo	id=g:6356743
Carcaboso	id=g:6356744
Carrascalejo	id=g:6356745
Casar de Cáceres	id=g:6356746
Casar de Palomero	id=g:6356747
Casares de las Hurdes	id=g:6356748
Casas de Don Antonio	id=g:6356749
Casas de Don Gómez	id=g:6356750
Casas del Castañar	id=g:6356751
Casas del Monte	id=g:6356752
Casas de Millán	id=g:6356753
Casas de Miravete	id=g:6356754
Casatejada	id=g:6356755
Casillas de Coria	id=g:6356756
Castañar de Ibor	id=g:6356757
Ceclavín	id=g:6356758
Cedillo	id=g:6356759
Cerezo	id=g:6356760
Cilleros	id=g:6356761
Collado	id=g:6356762
Conquista de la Sierra	id=g:6356763
Coria	id=g:6356764
Cuacos de Yuste	id=g:6356765
Cumbre (La)	id=g:6356766
Deleitosa	id=g:6356767
Descargamaría	id=g:6356768
Eljas	id=g:6356769
Escurial	id=g:6356770
Fresnedoso de Ibor	id=g:6356771
Galisteo	id=g:6356772
Garciaz	id=g:6356773
Garganta (La)	id=g:6356774
Garganta la Olla	id=g:6356775
Gargantilla	id=g:6356776
Gargüera	id=g:6356777
Garrovillas de Alconétar	id=g:6356778
Garvín	id=g:6356779
Gata	id=g:6356780
Gordo (El)	id=g:6356781
Granja (La)	id=g:6356782
Guadalupe	id=g:6356783
Guijo de Coria	id=g:6356784
Guijo de Galisteo	id=g:6356785
Guijo de Granadilla	id=g:6356786
Guijo de Santa Bárbara	id=g:6356787
Herguijuela	id=g:6356788
Hernán-Pérez	id=g:6356789
Herrera de Alcántara	id=g:6356790
Herreruela	id=g:6356791
Hervás	id=g:6356792
Higuera	id=g:6356793
Hinojal	id=g:6356794
Holguera	id=g:6356795
Hoyos	id=g:6356796
Huélaga	id=g:6356797
Ibahernando	id=g:6356798
Jaraicejo	id=g:6356799
Jaraíz de la Vera	id=g:6356800
Jarandilla de la Vera	id=g:6356801
Jerte	id=g:6356802
Ladrillar	id=g:6356803
Logrosán	id=g:6356804
Losar de la Vera	id=g:6356805
Madrigal de la Vera	id=g:6356806
Madrigalejo	id=g:6356807
Madroñera	id=g:6356808
Majadas	id=g:6356809
Malpartida de Cáceres	id=g:6356810
Malpartida de Plasencia	id=g:6356811
Marchagaz	id=g:6356812
Mata de Alcántara	id=g:6356813
Membrío	id=g:6356814
Mesas de Ibor	id=g:6356815
Miajadas	id=g:6356816
Millanes	id=g:6356817
Mirabel	id=g:6356818
Mohedas de Granadilla	id=g:6356819
Monroy	id=g:6356820
Montánchez	id=g:6356821
Montehermoso	id=g:6356822
Moraleja	id=g:6356823
Morcillo	id=g:6356824
Navaconcejo	id=g:6356825
Navalmoral de la Mata	id=g:6356826
Navalvillar de Ibor	id=g:6356827
Navas del Madroño	id=g:6356828
Navezuelas	id=g:6356829
Nuñomoral	id=g:6356830
Oliva de Plasencia	id=g:6356831
Palomero	id=g:6356832
Pasarón de la Vera	id=g:6356833
Pedroso de Acim	id=g:6356834
Peraleda de la Mata	id=g:6356835
Peraleda de San Román	id=g:6356836
Perales del Puerto	id=g:6356837
Pescueza	id=g:6356838
Pesga (La)	id=g:6356839
Piedras Albas	id=g:6356840
Pinofranqueado	id=g:6356841
Piornal	id=g:6356842
Plasencia	id=g:6356843
Plasenzuela	id=g:6356844
Portaje	id=g:6356845
Portezuelo	id=g:6356846
Pozuelo de Zarzón	id=g:6356847
Puerto de Santa Cruz	id=g:6356848
Rebollar	id=g:6356849
Riolobos	id=g:6356850
Robledillo de Gata	id=g:6356851
Robledillo de la Vera	id=g:6356852
Robledillo de Trujillo	id=g:6356853
Robledollano	id=g:6356854
Romangordo	id=g:6356855
Ruanes	id=g:6356856
Salorino	id=g:6356857
Salvatierra de Santiago	id=g:6356858
San Martín de Trevejo	id=g:6356859
Santa Ana	id=g:6356860
Santa Cruz de la Sierra	id=g:6356861
Santa Cruz de Paniagua	id=g:6356862
Santa Marta de Magasca	id=g:6356863
Santiago de Alcántara	id=g:6356864
Santiago del Campo	id=g:6356865
Santibáñez el Alto	id=g:6356866
Santibáñez el Bajo	id=g:6356867
Saucedilla	id=g:6356868
Segura de Toro	id=g:6356869
Serradilla	id=g:6356870
Serrejón	id=g:6356871
Sierra de Fuentes	id=g:6356872
Talaván	id=g:6356873
Talaveruela de la Vera	id=g:6356874
Talayuela	id=g:6356875
Tejeda de Tiétar	id=g:6356876
Toril	id=g:6356877
Tornavacas	id=g:6356878
Torno (El)	id=g:6356879
Torrecilla de los Ángeles	id=g:6356880
Torrecillas de la Tiesa	id=g:6356881
Torre de Don Miguel	id=g:6356882
Torre de Santa María	id=g:6356883
Torrejoncillo	id=g:6356884
Torrejón el Rubio	id=g:6356885
Torremenga	id=g:6356886
Torremocha	id=g:6356887
Torreorgaz	id=g:6356888
Torrequemada	id=g:6356889
Trujillo	id=g:6356890
Valdastillas	id=g:6356891
Valdecañas de Tajo	id=g:6356892
Valdefuentes	id=g:6356893
Valdehúncar	id=g:6356894
Valdelacasa de Tajo	id=g:6356895
Valdemorales	id=g:6356896
Valdeobispo	id=g:6356897
Valencia de Alcántara	id=g:6356898
Valverde de la Vera	id=g:6356899
Valverde del Fresno	id=g:6356900
Viandar de la Vera	id=g:6356901
Villa del Campo	id=g:6356902
Villa del Rey	id=g:6356903
Villamesías	id=g:6356904
Villamiel	id=g:6356905
Villanueva de la Sierra	id=g:6356906
Villanueva de la Vera	id=g:6356907
Villar del Pedroso	id=g:6356908
Villar de Plasencia	id=g:6356909
Villasbuenas de Gata	id=g:6356910
Zarza de Granadilla	id=g:6356911
Zarza de Montánchez	id=g:6356912
Zarza la Mayor	id=g:6356913
Zorita	id=g:6356914
Rosalejo	id=g:6356915
Alcalá de los Gazules	id=g:6356916
Alcalá del Valle	id=g:6356917
Algar	id=g:6356918
Algeciras	id=g:6356919
Algodonales	id=g:6356920
Arcos de la Frontera	id=g:6356921
Barbate	id=g:6356922
Barrios (Los)	id=g:6356923
Benaocaz	id=g:6356924
Bornos	id=g:6356925
Bosque (El)	id=g:6356926
Cádiz	id=g:6356927
Castellar de la Frontera	id=g:6356928
Conil de la Frontera	id=g:6356929
Chiclana de la Frontera	id=g:6356930
Chipiona	id=g:6356931
Espera	id=g:6356932
Gastor (El)	id=g:6356933
Grazalema	id=g:6356934
Jerez de la Frontera	id=g:6356935
Jimena de la Frontera	id=g:6356936
Línea de la Concepción (La)	id=g:6356937
Medina-Sidonia	id=g:6356938
Olvera	id=g:6356939
Paterna de Rivera	id=g:6356940
Prado del Rey	id=g:6356941
Puerto de Santa María (El)	id=g:6356942
Puerto Real	id=g:6356943
Puerto Serrano	id=g:6356944
Rota	id=g:6356945
San Fernando	id=g:6356946
Sanlúcar de Barrameda	id=g:6356947
San Roque	id=g:6356948
Setenil de las Bodegas	id=g:6356949
Tarifa	id=g:6356950
Torre Alháquime	id=g:6356951
Trebujena	id=g:6356952
Ubrique	id=g:6356953
Vejer de la Frontera	id=g:6356954
Villaluenga del Rosario	id=g:6356955
Villamartín	id=g:6356956
Zahara	id=g:6356957
Benalup-Casas Viejas	id=g:6356958
San José del Valle	id=g:6356959
Atzeneta del Maestrat	id=g:6356960
Aín	id=g:6356961
Albocàsser	id=g:6356962
Alcalà de Xivert	id=g:6356963
Alcora (l')	id=g:6356964
Alcudia de Veo	id=g:6356965
Alfondeguilla	id=g:6356966
Algimia de Almonacid	id=g:6356967
Almazora/Almassora	id=g:6356968
Almedíjar	id=g:6356969
Almenara	id=g:6356970
Altura	id=g:6356971
Arañuel	id=g:6356972
Ares del Maestre	id=g:6356973
Argelita	id=g:6356974
Artana	id=g:6356975
Ayódar	id=g:6356976
Azuébar	id=g:6356977
Barracas	id=g:6356978
Betxí	id=g:6356979
Bejís	id=g:6356980
Benafer	id=g:6356981
Benafigos	id=g:6356982
Benasal	id=g:6356983
Benicarló	id=g:6356984
Benicasim/Benicàssim	id=g:6356985
Benlloch	id=g:6356986
Borriol	id=g:6356987
Burriana	id=g:6356988
Cabanes	id=g:6356989
Càlig	id=g:6356990
Canet lo Roig	id=g:6356991
Castell de Cabres	id=g:6356992
Castellfort	id=g:6356993
Castellnovo	id=g:6356994
Castellón de la Plana/Castelló de la Plana	id=g:6356995
Castillo de Villamalefa	id=g:6356996
Catí	id=g:6356997
Caudiel	id=g:6356998
Cervera del Maestre	id=g:6356999
Cinctorres	id=g:6357000
Cirat	id=g:6357001
Cortes de Arenoso	id=g:6357002
Costur	id=g:6357003
Coves de Vinromà (les)	id=g:6357004
Culla	id=g:6357005
Chert/Xert	id=g:6357006
Chilches/Xilxes	id=g:6357007
Chodos/Xodos	id=g:6357008
Chóvar	id=g:6357009
Eslida	id=g:6357010
Espadilla	id=g:6357011
Fanzara	id=g:6357012
Figueroles	id=g:6357013
Forcall	id=g:6357014
Fuente la Reina	id=g:6357015
Fuentes de Ayódar	id=g:6357016
Gaibiel	id=g:6357017
Geldo	id=g:6357018
Herbés	id=g:6357019
Higueras	id=g:6357020
la Jana	id=g:6357021
Jérica	id=g:6357022
Lucena del Cid	id=g:6357023
Ludiente	id=g:6357024
Llosa (la)	id=g:6357025
Mata de Morella (la)	id=g:6357026
Matet	id=g:6357027
Moncofa	id=g:6357028
Montán	id=g:6357029
Montanejos	id=g:6357030
Morella	id=g:6357031
Navajas	id=g:6357032
Nules	id=g:6357033
Olocau del Rey	id=g:6357034
Onda	id=g:6357035
Oropesa del Mar/Orpesa	id=g:6357036
Palanques	id=g:6357037
Pavías	id=g:6357038
Peñíscola	id=g:6357039
Pina de Montalgrao	id=g:6357040
Portell de Morella	id=g:6357041
Puebla de Arenoso	id=g:6357042
Pobla de Benifassà (la)	id=g:6357043
Pobla Tornesa (la)	id=g:6357044
Ribesalbes	id=g:6357045
Rossell	id=g:6357046
Sacañet	id=g:6357047
la Salzadella	id=g:6357048
Sant Jordi	id=g:6357049
Sant Mateu	id=g:6357050
Sant Rafel del Maestrat	id=g:6357051
Santa Magdalena de Pulpis	id=g:6357052
Sarratella	id=g:6357053
Segorbe	id=g:6357054
Sierra Engarcerán	id=g:6357055
Soneja	id=g:6357056
Sot de Ferrer	id=g:6357057
Sueras/Suera	id=g:6357058
Tales	id=g:6357059
Teresa	id=g:6357060
Tírig	id=g:6357061
Todolella	id=g:6357062
Toga	id=g:6357063
Torás	id=g:6357064
Toro (El)	id=g:6357065
Torralba del Pinar	id=g:6357066
Torreblanca	id=g:6357067
Torrechiva	id=g:6357068
Torre d'En Besora (la)	id=g:6357069
Torre Endoménech	id=g:6357070
Traiguera	id=g:6357071
Useras/Useres (les)	id=g:6357072
Vallat	id=g:6357073
Vall d'Alba	id=g:6357074
Vall de Almonacid	id=g:6357075
la Vall d'Uixó	id=g:6357076
Vallibona	id=g:6357077
Vilafamés	id=g:6357078
Villafranca del Cid/Vilafranca	id=g:6357079
Villahermosa del Río	id=g:6357080
Villamalur	id=g:6357081
Vilanova d'Alcolea	id=g:6357082
Villanueva de Viver	id=g:6357083
Vilar de Canes	id=g:6357084
Villarreal/Vila-real	id=g:6357085
Vilavella (la)	id=g:6357086
Villores	id=g:6357087
Vinaròs	id=g:6357088
Vistabella del Maestrazgo	id=g:6357089
Viver	id=g:6357090
Zorita del Maestrazgo	id=g:6357091
Zucaina	id=g:6357092
Alquerías del Niño Perdido	id=g:6357093
Sant Joan de Moró	id=g:6357094
Abenójar	id=g:6357095
Agudo	id=g:6357096
Alamillo	id=g:6357097
Albaladejo	id=g:6357098
Alcázar de San Juan	id=g:6357099
Alcoba	id=g:6357100
Alcolea de Calatrava	id=g:6357101
Alcubillas	id=g:6357102
Aldea del Rey	id=g:6357103
Alhambra	id=g:6357104
Almadén	id=g:6357105
Almadenejos	id=g:6357106
Almagro	id=g:6357107
Almedina	id=g:6357108
Almodóvar del Campo	id=g:6357109
Almuradiel	id=g:6357110
Anchuras	id=g:6357111
Arenas de San Juan	id=g:6357112
Argamasilla de Alba	id=g:6357113
Argamasilla de Calatrava	id=g:6357114
Arroba de los Montes	id=g:6357115
Ballesteros de Calatrava	id=g:6357116
Bolaños de Calatrava	id=g:6357117
Brazatortas	id=g:6357118
Cabezarados	id=g:6357119
Cabezarrubias del Puerto	id=g:6357120
Calzada de Calatrava	id=g:6357121
Campo de Criptana	id=g:6357122
Cañada de Calatrava	id=g:6357123
Caracuel de Calatrava	id=g:6357124
Carrión de Calatrava	id=g:6357125
Carrizosa	id=g:6357126
Castellar de Santiago	id=g:6357127
Ciudad Real	id=g:6357128
Corral de Calatrava	id=g:6357129
Cortijos (Los)	id=g:6357130
Cózar	id=g:6357131
Chillón	id=g:6357132
Daimiel	id=g:6357133
Fernán Caballero	id=g:6357134
Fontanarejo	id=g:6357135
Fuencaliente	id=g:6357136
Fuenllana	id=g:6357137
Fuente el Fresno	id=g:6357138
Granátula de Calatrava	id=g:6357139
Guadalmez	id=g:6357140
Herencia	id=g:6357141
Hinojosas de Calatrava	id=g:6357142
Horcajo de los Montes	id=g:6357143
Labores (Las)	id=g:6357144
Luciana	id=g:6357145
Malagón	id=g:6357146
Manzanares	id=g:6357147
Membrilla	id=g:6357148
Mestanza	id=g:6357149
Miguelturra	id=g:6357150
Montiel	id=g:6357151
Moral de Calatrava	id=g:6357152
Navalpino	id=g:6357153
Navas de Estena	id=g:6357154
Pedro Muñoz	id=g:6357155
Picón	id=g:6357156
Piedrabuena	id=g:6357157
Poblete	id=g:6357158
Porzuna	id=g:6357159
Pozuelo de Calatrava	id=g:6357160
Pozuelos de Calatrava (Los)	id=g:6357161
Puebla de Don Rodrigo	id=g:6357162
Puebla del Príncipe	id=g:6357163
Puerto Lápice	id=g:6357164
Puertollano	id=g:6357165
Retuerta del Bullaque	id=g:6357166
Saceruela	id=g:6357167
San Carlos del Valle	id=g:6357168
San Lorenzo de Calatrava	id=g:6357169
Santa Cruz de los Cáñamos	id=g:6357170
Santa Cruz de Mudela	id=g:6357171
Socuéllamos	id=g:6357172
Solana (La)	id=g:6357173
Solana del Pino	id=g:6357174
Terrinches	id=g:6357175
Tomelloso	id=g:6357176
Torralba de Calatrava	id=g:6357177
Torre de Juan Abad	id=g:6357178
Torrenueva	id=g:6357179
Valdemanco del Esteras	id=g:6357180
Valenzuela de Calatrava	id=g:6357181
Villahermosa	id=g:6357182
Villamanrique	id=g:6357183
Villamayor de Calatrava	id=g:6357184
Villanueva de la Fuente	id=g:6357185
Villanueva de los Infantes	id=g:6357186
Villanueva de San Carlos	id=g:6357187
Villar del Pozo	id=g:6357188
Villarrubia de los Ojos	id=g:6357189
Villarta de San Juan	id=g:6357190
Viso del Marqués	id=g:6357191
Robledo (El)	id=g:6357192
Ruidera	id=g:6357193
Arenales de San Gregorio	id=g:6357194
Llanos del Caudillo	id=g:6357195
Adamuz	id=g:6357196
Aguilar de la Frontera	id=g:6357197
Alcaracejos	id=g:6357198
Almedinilla	id=g:6357199
Almodóvar del Río	id=g:6357200
Añora	id=g:6357201
Baena	id=g:6357202
Belalcázar	id=g:6357203
Belmez	id=g:6357204
Benamejí	id=g:6357205
Blázquez (Los)	id=g:6357206
Bujalance	id=g:6357207
Cabra	id=g:6357208
Cañete de las Torres	id=g:6357209
Carcabuey	id=g:6357210
Cardeña	id=g:6357211
Carlota (La)	id=g:6357212
Carpio (El)	id=g:6357213
Castro del Río	id=g:6357214
Conquista	id=g:6357215
Córdoba	id=g:6357216
Doña Mencía	id=g:6357217
Dos Torres	id=g:6357218
Encinas Reales	id=g:6357219
Espejo	id=g:6357220
Espiel	id=g:6357221
Fernán-Núñez	id=g:6357222
Fuente la Lancha	id=g:6357223
Fuente Obejuna	id=g:6357224
Fuente Palmera	id=g:6357225
Fuente-Tójar	id=g:6357226
Granjuela (La)	id=g:6357227
Guadalcázar	id=g:6357228
Guijo (El)	id=g:6357229
Hinojosa del Duque	id=g:6357230
Hornachuelos	id=g:6357231
Iznájar	id=g:6357232
Lucena	id=g:6357233
Luque	id=g:6357234
Montalbán de Córdoba	id=g:6357235
Montemayor	id=g:6357236
Montilla	id=g:6357237
Montoro	id=g:6357238
Monturque	id=g:6357239
Moriles	id=g:6357240
Nueva Carteya	id=g:6357241
Obejo	id=g:6357242
Palenciana	id=g:6357243
Palma del Río	id=g:6357244
Pedro Abad	id=g:6357245
Pedroche	id=g:6357246
Peñarroya-Pueblonuevo	id=g:6357247
Posadas	id=g:6357248
Pozoblanco	id=g:6357249
Priego de Córdoba	id=g:6357250
Puente Genil	id=g:6357251
Rambla (La)	id=g:6357252
Rute	id=g:6357253
San Sebastián de los Ballesteros	id=g:6357254
Santaella	id=g:6357255
Santa Eufemia	id=g:6357256
Torrecampo	id=g:6357257
Valenzuela	id=g:6357258
Valsequillo	id=g:6357259
Victoria (La)	id=g:6357260
Villa del Río	id=g:6357261
Villafranca de Córdoba	id=g:6357262
Villaharta	id=g:6357263
Villanueva de Córdoba	id=g:6357264
Villanueva del Duque	id=g:6357265
Villanueva del Rey	id=g:6357266
Villaralto	id=g:6357267
Villaviciosa de Córdoba	id=g:6357268
Viso (El)	id=g:6357269
Zuheros	id=g:6357270
Abegondo	id=g:6357271
Ames	id=g:6357272
Aranga	id=g:6357273
Ares	id=g:6357274
Arteixo	id=g:6357275
Arzúa	id=g:6357276
Baña (A)	id=g:6357277
Bergondo	id=g:6357278
Betanzos	id=g:6357279
Boimorto	id=g:6357280
Boiro	id=g:6357281
Boqueixón	id=g:6357282
Brión	id=g:6357283
Cabana de Bergantiños	id=g:6357284
Cabanas	id=g:6357285
Camariñas	id=g:6357286
Cambre	id=g:6357287
Capela (A)	id=g:6357288
Carballo	id=g:6357289
Carnota	id=g:6357290
Carral	id=g:6357291
Cedeira	id=g:6357292
Cee	id=g:6357293
Cerceda	id=g:6357294
Cerdido	id=g:6357295
Cesuras	id=g:6357296
Coirós	id=g:6357297
Corcubión	id=g:6357298
Coristanco	id=g:6357299
Coruña (A)	id=g:6357300
Culleredo	id=g:6357301
Curtis	id=g:6357302
Dodro	id=g:6357303
Dumbría	id=g:6357304
Fene	id=g:6357305
Ferrol	id=g:6357306
Fisterra	id=g:6357307
Irixoa	id=g:6357308
Laxe	id=g:6357309
Laracha (A)	id=g:6357310
Lousame	id=g:6357311
Malpica de Bergantiños	id=g:6357312
Mañón	id=g:6357313
Mazaricos	id=g:6357314
Melide	id=g:6357315
Mesía	id=g:6357316
Miño	id=g:6357317
Moeche	id=g:6357318
Monfero	id=g:6357319
Mugardos	id=g:6357320
Muxía	id=g:6357321
Muros	id=g:6357322
Narón	id=g:6357323
Neda	id=g:6357324
Negreira	id=g:6357325
Noia	id=g:6357326
Oleiros	id=g:6357327
Ordes	id=g:6357328
Oroso	id=g:6357329
Ortigueira	id=g:6357330
Outes	id=g:6357331
Oza dos Ríos	id=g:6357332
Padrón	id=g:6357333
Pino (O)	id=g:6357334
Pobra do Caramiñal	id=g:6357335
Ponteceso	id=g:6357336
Pontedeume	id=g:6357337
Pontes de García Rodríguez (As)	id=g:6357338
Porto do Son	id=g:6357339
Rianxo	id=g:6357340
Ribeira	id=g:6357341
Rois	id=g:6357342
Sada	id=g:6357343
San Sadurniño	id=g:6357344
Santa Comba	id=g:6357345
Santiago de Compostela	id=g:6357346
Santiso	id=g:6357347
Sobrado	id=g:6357348
Somozas (As)	id=g:6357349
Teo	id=g:6357350
Tordoia	id=g:6357351
Touro	id=g:6357352
Trazo	id=g:6357353
Valdoviño	id=g:6357354
Val do Dubra	id=g:6357355
Vedra	id=g:6357356
Vilasantar	id=g:6357357
Vilarmaior	id=g:6357358
Vimianzo	id=g:6357359
Zas	id=g:6357360
Cariño	id=g:6357361
