Camarillo Heights School	id=g:5333191
Canyon Hills Shopping Center	id=g:5333973
Canyon House Ranch	id=g:5333974
Canyon Lake	id=g:5333975
Canyon Lake	id=g:5333976
Canyon Lake Branch Riverside City and County Public Library	id=g:5333977
Canyon Elementary School	id=g:5333978
Canyon Lake Country Club	id=g:5333979
Canyon Lakes Golf Course	id=g:5333980
Canyon Lodge	id=g:5333981
Canyon Meadows Church Camp	id=g:5333982
Canyon Middle School	id=g:5333983
Canyon Oaks Golf Course	id=g:5333984
Canyon Park	id=g:5333985
Canyon Park	id=g:5333986
Canyon Park	id=g:5333987
Canyon Plaza Shopping Center	id=g:5333988
Canyon Plaza Shopping Center	id=g:5333989
Canyon Plaza Shopping Center	id=g:5333990
Canyon Plaza Shopping Center	id=g:5333991
Canyon Point Marketplace Shopping Center	id=g:5333992
Canyon Ranch	id=g:5333993
Canyon Ranch	id=g:5333994
Canyon School	id=g:5333995
Canyon School	id=g:5333996
Canyon School (historical)	id=g:5333997
Canyon School (historical)	id=g:5333998
Canyon Shopping Center	id=g:5333999
Canyon Spring	id=g:5334000
Canyon Spring	id=g:5334001
Canyon Spring	id=g:5334002
Canyon Spring	id=g:5334003
Canyon Springs High School	id=g:5334004
Canyon Springs Plaza Shopping Center	id=g:5334005
Canyon Trail	id=g:5334006
Canyon Trail	id=g:5334007
Canyon Trail Park	id=g:5334008
Canyon Tuberculosis Preventatorium (historical)	id=g:5334009
Canyon View	id=g:5334010
Canyon View Campground	id=g:5334011
Canyon View Elementary School	id=g:5334012
Canyon View Park	id=g:5334013
Lake Canyon	id=g:5334014
Canyon Lake Chamber of Commerce	id=g:5334015
Canzatti Spring	id=g:5334016
Cap Canyon	id=g:5334017
Canyonside Community Park	id=g:5334018
Caparell Creek	id=g:5334019
Cap Rock	id=g:5334020
Capay	id=g:5334021
Capay	id=g:5334022
Capay Assembly of God Church	id=g:5334023
Capay Cemetery	id=g:5334024
Capay Community Friends Church	id=g:5334025
Capay Dam	id=g:5334026
Capay Hills	id=g:5334027
Capay Joint Union Elementary School	id=g:5334028
Capay School	id=g:5334029
Capay Valley	id=g:5334030
Cape Canyon	id=g:5334031
Capay	id=g:5334032
Cape Cod Village Mobile Home Park	id=g:5334033
Cape Cod Village Shopping Center	id=g:5334034
Cape Horn	id=g:5334035
Cape Horn	id=g:5334036
Cape Horn	id=g:5334037
Cape Horn	id=g:5334038
Cape Horn	id=g:5334039
Cape Horn	id=g:5334040
Cape Horn	id=g:5334041
Cape Horn Canyon	id=g:5334042
Cape Canyon Reservoir	id=g:5334043
Cape Horn Lateral	id=g:5334044
Cape Horn Pass	id=g:5334045
Cape Horn Tunnel	id=g:5334046
Cape Horn Tunnel	id=g:5334047
Cape Horn Tunnel	id=g:5334048
Cape Lake	id=g:5334049
Capell Cove Boat Ramp	id=g:5334050
Capell Creek	id=g:5334051
Capell Elementary School	id=g:5334052
Capell Ranch	id=g:5334053
Capell Valley	id=g:5334054
Cape Horn Dam	id=g:5334055
Caperton Reservoir	id=g:5334056
Capilla Evangelica	id=g:5334057
Capinero Creek	id=g:5334058
Caperton Canal	id=g:5334059
Capistran Ranch	id=g:5334060
Capistrano Beach	id=g:5334061
Capistrano Beach Park	id=g:5334062
Capistrano Bight	id=g:5334063
Capistrano Elementary School	id=g:5334064
Capistrano Elementary School	id=g:5334065
Capistrano Park	id=g:5334066
Capistrano Terrace Mobile Home Park	id=g:5334067
Capistrano Valley Christian High School	id=g:5334068
Capistrano Valley High School	id=g:5334069
Capistrano Valley Mobile Home Estates	id=g:5334070
Capistrano Valley Plaza Shopping Center	id=g:5334071
Capita Canyon	id=g:5334072
Capinero Saddle	id=g:5334073
Capital Christian Fellowship Church	id=g:5334074
Capital Christian High School	id=g:5334075
Capital Christian School	id=g:5334076
Capital City Baptist Church	id=g:5334077
Capital City School	id=g:5334078
Capital Hill	id=g:5334079
Capitan	id=g:5334080
El Capitan Beach	id=g:5334081
El Capitan Creek	id=g:5334082
Capital Christian Deaf Center	id=g:5334083
El Capitan Gully	id=g:5334084
Capitan Grande Reservation	id=g:5334085
El Capitan Moraine	id=g:5334086
Cañada del Capitan	id=g:5334087
El Capitan Meadow	id=g:5334088
Los Capitancillos Creek	id=g:5334089
El Capitan	id=g:5334090
Capitol Free Will Baptist Church	id=g:5334091
Capitol Heights Academy	id=g:5334092
Capitol Mall Shopping Center	id=g:5334093
Capitol Park	id=g:5334094
Capitol Rock	id=g:5334095
Capitola	id=g:5334096
Capitola Airport (historical)	id=g:5334097
Capitola Beach	id=g:5334098
Capitola Bluffs	id=g:5334099
Capitola Chamber of Commerce	id=g:5334100
Capitola City Hall	id=g:5334101
Capitola Elementary School (historical)	id=g:5334102
Capitola Fishing Wharf	id=g:5334103
Capitola Mall Shopping Center	id=g:5334104
Capitola Park	id=g:5334105
Capitola State Beach	id=g:5334106
Capitular Hall	id=g:5334107
Caples Creek	id=g:5334108
Capitol City Seventh Day Adventist Church	id=g:5334109
Caples Lake 97-059 Dam	id=g:5334110
Caples Lake Campground	id=g:5334111
Caples Lake Maintenance Station	id=g:5334112
Capps Crossing	id=g:5334113
Capps Crossing Campground	id=g:5334114
Capri Elementary School	id=g:5334115
Capri Elementary School	id=g:5334116
Capri Plaza Shopping Center	id=g:5334117
Caps Ravine	id=g:5334118
Caples Lake	id=g:5334119
Captain Miles Standish Tree	id=g:5334120
Captain Raymond Collins Elementary School	id=g:5334121
Captain Roberts Boat Ramp	id=g:5334122
Capuchino High School	id=g:5334123
Car Country Park	id=g:5334124
Caramba Camp	id=g:5334125
Caratan	id=g:5334126
Caravan Mobile Home Park	id=g:5334127
Caravana Trailer Lodge	id=g:5334128
Carbine Flat	id=g:5334129
Carbon Beach	id=g:5334130
Carbon Canyon	id=g:5334131
Captain Jones Rapids	id=g:5334132
Carbon Canyon	id=g:5334133
Carbon Canyon	id=g:5334134
Carbon Canyon Creek	id=g:5334135
Carbon Canyon Dam	id=g:5334136
Carbon Canyon Mineral Springs	id=g:5334137
Carbon Canyon Regional Park	id=g:5334138
Carbon Creek	id=g:5334139
Carbon Canyon Diversion Channel	id=g:5334140
Carbonate Gulch	id=g:5334141
Carbona	id=g:5334142
Carbonate Peak	id=g:5334143
Carbonate Prospect	id=g:5334144
Carbondale	id=g:5334145
Carbondale (historical)	id=g:5334146
Carbondale School (historical)	id=g:5334147
Carbonera Creek	id=g:5334148
Carbonate King Mine	id=g:5334149
Carden Academy of Santa Clara	id=g:5334150
Roosevelt Elementary School	id=g:5334151
Carden Elementary School	id=g:5334152
Carden School	id=g:5334153
Carden School	id=g:5334154
Carden School	id=g:5334155
Carden School of Sacramento	id=g:5334156
Carden Sunrise Christian School	id=g:5334157
Carden Sunrise Elementary School (historical)	id=g:5334158
Cardenas Creek	id=g:5334159
Card Place	id=g:5334160
Carder School	id=g:5334161
Cardiac Hill	id=g:5334162
Cardiff Branch San Diego County Library	id=g:5334163
Cardiff Elementary School	id=g:5334164
Cardiff State Beach	id=g:5334165
Cardiff-By-The-Sea Towne Centre Shopping Center	id=g:5334166
Cardiff-by-the-Sea	id=g:5334167
Cardinal Cogen Center	id=g:5334168
Cardinal Lake	id=g:5334169
Cardinal Mine	id=g:5334170
Cardinal Mountain	id=g:5334171
Cardinal Newman High School	id=g:5334172
Cardinal Oaks Park	id=g:5334173
Cardinelle Mine	id=g:5334174
Cardoza Elementary School	id=g:5334175
Cardoza Lake	id=g:5334176
Cardoza Ridge	id=g:5334177
Cardoza Shopping Center	id=g:5334178
Cardwell Point	id=g:5334179
Careaga Canyon	id=g:5334180
Carder Ranch	id=g:5334181
Carefree Ranch Mobile Home Park	id=g:5334182
Carey Camp Creek	id=g:5334183
Carefree Mobile Village	id=g:5334184
Carey Elementary School	id=g:5334185
Carey Gulch	id=g:5334186
Carey Canyon	id=g:5334187
Cargo Mine	id=g:5334188
Cargo Muchacho Mountains	id=g:5334189
Cargyle Creek	id=g:5334190
Cary's Castle	id=g:5334191
Caribou Creek	id=g:5334192
Cargyle Meadow	id=g:5334193
Carillo Post Office (historical)	id=g:5334194
Mount Carillon	id=g:5334195
Cariso Truck Trail	id=g:5334196
Carkeet Community Park	id=g:5334197
Carl B Munck Elementary School	id=g:5334198
Carl E Gilbert Elementary School	id=g:5334199
Carl E Nielsen Youth Park	id=g:5334200
Carl H Sundahl Elementary School	id=g:5334201
Carl Hansen Park	id=g:5334202
Carl Harvey School	id=g:5334203
Carl Holton School	id=g:5334204
Carl Lake	id=g:5334205
Carl Spring	id=g:5334206
Carl Thornton Park	id=g:5334207
Carl W Mischke Memorial Library	id=g:5334208
Carleton Station (historical)	id=g:5334209
Carley V Porter Tunnel	id=g:5334210
Carlin C Coppin Elementary School	id=g:5334211
Carlin Canyon	id=g:5334212
Caric	id=g:5334213
Carlin Smith Playground	id=g:5334214
Carlmont Christian Center	id=g:5334215
Carlmont High School	id=g:5334216
Carlmont Village Shopping Center	id=g:5334217
Carlon Campground	id=g:5334218
Carlon Station	id=g:5334219
Carlos Bee Park	id=g:5334220
Carlos Canyon	id=g:5334221
Carlin Military Academy (historical)	id=g:5334222
Carlsbad	id=g:5334223
Carlsbad Chamber of Commerce	id=g:5334224
Carlsbad City Hall	id=g:5334225
Carlsbad City Library	id=g:5334226
Carlsbad Community Church	id=g:5334227
Carlsbad High School	id=g:5334228
Carlsbad Plaza Shopping Center	id=g:5334229
Carlsbad Plaza South Shopping Center	id=g:5334230
Carlsbad Post Office	id=g:5334231
Carlsbad Senior Center	id=g:5334232
Carlsbad Spring	id=g:5334233
Carlsbad Trailer Park	id=g:5334234
Carlsbad Visitors Center	id=g:5334235
Carlson Hospital Home School	id=g:5334236
Carlson Park	id=g:5334237
Carlson Ranch	id=g:5334238
Carlton	id=g:5334239
Carlton Elementary School	id=g:5334240
Carlton Hills	id=g:5334241
Carlton Hills Elementary School	id=g:5334242
Carlton Hills Lutheran Church	id=g:5334243
Carlton Hills Southern Baptist Church	id=g:5334244
Carlton Oaks Elementary School	id=g:5334245
Carlton Oaks Golf Course	id=g:5334246
Carlton Peterson Park	id=g:5334247
Carlton Ranch	id=g:5334248
Carlton School (historical)	id=g:5334249
Carlton Square Shopping Center	id=g:5334250
Carlyle Hills	id=g:5334251
Carlysle Mine	id=g:5334252
Carlysle Mine	id=g:5334253
Carmac Mine	id=g:5334254
Carmack Mine	id=g:5334255
Carmack School for the Physically Handicapped	id=g:5334256
Carlos Junior Mine	id=g:5334257
Carman Creek	id=g:5334258
Carman Saddle	id=g:5334259
Carman Valley	id=g:5334260
Carmarillo Chamber of Commerce	id=g:5334261
Carmarillo Town Center Shopping Center	id=g:5334262
Carmel Adult School	id=g:5334263
Carmel Ballet Academy	id=g:5334264
Carmel Bay	id=g:5334265
Carmel Bay Ecological Reserve	id=g:5334266
Carmel Beach	id=g:5334267
Carmel Beach	id=g:5334268
Carmel Beach City Park	id=g:5334269
Carmel Canyon	id=g:5334270
Carmarillo Factory Stores Shopping Center	id=g:5334271
Carmel City Hall	id=g:5334272
Carmel Community Church (historical)	id=g:5334273
Carmel Convention Center	id=g:5334274
Carmel Cove	id=g:5334275
Carmel Creek Park	id=g:5334276
Carmel Elementary School	id=g:5334277
Carmel Gun Club	id=g:5334278
Carmel High School	id=g:5334279
Carmel Highlands	id=g:5334280
Carmel Middle School	id=g:5334281
Carmel Mountain	id=g:5334282
Carmel Mountain Ranch Community Park	id=g:5334283
Carmel Plaza Shopping Center	id=g:5334284
Carmel Point	id=g:5334285
El Carmel Point	id=g:5334286
Carmel Presbyterian Church	id=g:5334287
Carmel Ranch	id=g:5334288
Carmel Rancho Shopping Center	id=g:5334289
Carmel River	id=g:5334290
Carmel Center Shopping Center	id=g:5334291
Carmel River Camp	id=g:5334292
Carmel River Elementary School	id=g:5334293
Carmel River Guard Station	id=g:5334294
Carmel River State Beach	id=g:5334295
Carmel River Trail	id=g:5334296
Carmel Valley	id=g:5334297
Carmel River Bird Sanctuary	id=g:5334298
Carmel Valley	id=g:5334299
Carmel Valley	id=g:5334300
Carmel Valley Branch Monterey County Free Libraries	id=g:5334301
Carmel Valley Branch San Diego County Library	id=g:5334302
Carmel Valley Chamber of Commerce	id=g:5334303
Carmel Valley Community Chapel	id=g:5334304
Carmel Valley High School	id=g:5334305
Carmel Valley Manor	id=g:5334306
Carmel Valley Post Office	id=g:5334307
Carmel Valley Racquet Club and Junior Tennis Camp	id=g:5334308
Carmel Valley Ranch Golf Resort	id=g:5334309
Carmel Valley Shopping Center	id=g:5334310
Carmel Valley Trail and Saddle Club	id=g:5334311
Carmel Valley Village	id=g:5334312
Carmel Village Plaza Shopping Center	id=g:5334313
Carmel Woods	id=g:5334314
Carmel Woods School	id=g:5334315
Carmel del Mar Elementary School	id=g:5334316
Carmel del Mar Park	id=g:5334317
Carmel of Saint Teresa Convent	id=g:5334318
Mount Carmel	id=g:5334319
Carmel-by-the-Sea	id=g:5334320
Carmela School	id=g:5334321
Carmelita Gardens	id=g:5334322
Carmelite Mission	id=g:5334323
Carmelite Monastery	id=g:5334324
Carmelite Monastery	id=g:5334325
Carmelo Meadow	id=g:5334326
Carmelo Meadow Trail	id=g:5334327
Carmelo School	id=g:5334328
Carmen City	id=g:5334329
Carmen Peak	id=g:5334330
Carmen Plaza Shopping Center	id=g:5334331
Carmenita	id=g:5334332
Carmenita Junior High School	id=g:5334333
Carmenita Park	id=g:5334334
Carmet	id=g:5334335
Carmichael	id=g:5334336
Carmichael Assembly of God Church	id=g:5334337
Carmichael Baptist Church	id=g:5334338
Carmichael Christian Church	id=g:5334339
Carmichael Elementary School	id=g:5334340
Carmichael Park	id=g:5334341
Carmichael Post Office	id=g:5334342
Carmichael Presbyterian Church	id=g:5334343
Carmichael Ranch	id=g:5334344
Carmichael Regional Library	id=g:5334345
Carmichael Seventh Day Adventist Church	id=g:5334346
Carmichael Shopping Center	id=g:5334347
Carnadero	id=g:5334348
Carnadero Creek	id=g:5334349
Carmel Valley Airport (historical)	id=g:5334350
Carnation Mine	id=g:5334351
Carnation Park	id=g:5334352
Carnaza Creek	id=g:5334353
Carnadero School (historical)	id=g:5334354
Carnazzani Island (historical)	id=g:5334355
Carne Humana	id=g:5334356
Carnegie	id=g:5334357
Carnegie Building	id=g:5334358
Carnegie Center for the Arts	id=g:5334359
Carnegie Community Center	id=g:5334360
Carnegie Community Center	id=g:5334361
Carnegie Free Library (historical)	id=g:5334362
Carnegie Institute Experimental Station	id=g:5334363
Carnegie Library	id=g:5334364
Carnegie Library (historical)	id=g:5334365
Carnegie Middle School	id=g:5334366
Carnegie Museum	id=g:5334367
Carnegie Park	id=g:5334368
Carnegie Public Library	id=g:5334369
Carnegie Public Library	id=g:5334370
Carnegie Public Library (historical)	id=g:5334371
Carnegie Ridge	id=g:5334372
Carnelian Bay	id=g:5334373
Carnelian Bay	id=g:5334374
Carnelian Bay Post Office (historical)	id=g:5334375
Carnelian Canyon	id=g:5334376
Carnaza Spring	id=g:5334377
Carnelian Heights	id=g:5334378
Carneros (historical)	id=g:5334379
Carneros Canyon	id=g:5334380
Carnelian Elementary School	id=g:5334381
Carneros Creek	id=g:5334382
Carneros Creek	id=g:5334383
Carneros Creek	id=g:5334384
Carneros Creek Winery	id=g:5334385
Carneros Pumping Station	id=g:5334386
Carneros Rocks	id=g:5334387
Carneros Spring	id=g:5334388
Carneros Valley	id=g:5334389
Carney Canyon	id=g:5334390
Carneros Elementary School	id=g:5334391
Carney Creek	id=g:5334392
Carney Park	id=g:5334393
Carol Col	id=g:5334394
Carol Miller Justice Center	id=g:5334395
Carol Vista School	id=g:5334396
Caroldale Elementary School	id=g:5334397
Caroline Davis School	id=g:5334398
Caroline Harris Elementary School	id=g:5334399
Mount Caroline Livermore	id=g:5334400
Caroline Park	id=g:5334401
Caroline Wenzel Elementary School	id=g:5334402
Carolyn Rosas Park	id=g:5334403
Carondelet High School	id=g:5334404
Carousel Park	id=g:5334405
Carousel Plaza Shopping Center	id=g:5334406
Carousel School	id=g:5334407
Carozza Park	id=g:5334408
La Carpa Spring	id=g:5334409
Carpenter	id=g:5334410
Carpenter Bar	id=g:5334411
Carpenter Canyon	id=g:5334412
Carol Chateau	id=g:5334413
Carpenter Creek	id=g:5334414
Carpenter Creek	id=g:5334415
Carpenter Drain	id=g:5334416
Carpenter Flat	id=g:5334417
Carpenter Place	id=g:5334418
Carpenter Ridge	id=g:5334419
Carpenter Ridge	id=g:5334420
Carpenter Valley	id=g:5334421
Carpenter Elementary School	id=g:5334422
Carpinteria	id=g:5334423
Carpinteria Branch Santa Barbara Public Library	id=g:5334424
Carpinteria Cemetery	id=g:5334425
Carpinteria Chamber of Commerce	id=g:5334426
Carpinteria City Beach	id=g:5334427
Carpinteria City Hall	id=g:5334428
Carpinteria Civic Center	id=g:5334429
Carpinteria Community Church	id=g:5334430
Carpinteria Community Swimming Pool	id=g:5334431
Carpinteria Creek	id=g:5334432
Carpenteria Botanical Area	id=g:5334433
Carpinteria Girls Club	id=g:5334434
Carpinteria High School	id=g:5334435
Carpinteria Middle School	id=g:5334436
Carpinteria Post Office	id=g:5334437
Carpinteria Reservoir	id=g:5334438
Carpinteria State Beach	id=g:5334439
Carpinteria Union School District Office	id=g:5334440
Carpinteria Valley Baptist Church	id=g:5334441
Carpinteria Valley Museum of History	id=g:5334442
Carquinez Bay	id=g:5334443
Carquinez Bridge	id=g:5334444
Carquinez Cemetery	id=g:5334445
Carquinez Heights	id=g:5334446
Carquinez Middle School	id=g:5334447
Carquinez Strait	id=g:5334448
Carquinez Strait Lighthouse	id=g:5334449
Carquinez Strait Regional Shoreline	id=g:5334450
Carr	id=g:5334451
Carr Canyon	id=g:5334452
Carpinteria Dam	id=g:5334453
Carr Lake (historical)	id=g:5334454
Carr Park	id=g:5334455
Carr Park	id=g:5334456
Carr Ranch	id=g:5334457
Carr Ranch (historical)	id=g:5334458
Carr Scale	id=g:5334459
Carr School	id=g:5334460
Carr-Feeley Campground	id=g:5334461
Carra Belle Park	id=g:5334462
Carrals Spring	id=g:5334463
Carranza Spring	id=g:5334464
Carreon Park	id=g:5334465
Carriage Center West Shopping Center	id=g:5334466
Carriage Crest Park	id=g:5334467
Carriage Drive Elementary School	id=g:5334468
Carriage Mobile Home Estates	id=g:5334469
Carriage Museum	id=g:5334470
Carriage Square Shopping Center	id=g:5334471
Carricut Lake	id=g:5334472
Carrie Barnett School	id=g:5334473
Carrie Creek	id=g:5334474
Carr Lake	id=g:5334475
Carrier Canyon	id=g:5334476
Carriger Creek	id=g:5334477
Carriger Creek	id=g:5334478
Carrillo Commons	id=g:5334479
Carrillo Ranch Park	id=g:5334480
Carrillo Spring	id=g:5334481
Carrington Point	id=g:5334482
Carrisa Plains Elementary School	id=g:5334483
Carrisa Ranch	id=g:5334484
Carrisalito Creek	id=g:5334485
Carrillo Plaza Shopping Center	id=g:5334486
Carrisalito Spring	id=g:5334487
Carrisalito Springs	id=g:5334488
Carrista Creek	id=g:5334489
Carrisalito Flat	id=g:5334490
Carrizo Canyon	id=g:5334491
Carrizo Badlands	id=g:5334492
Carrizo Canyon	id=g:5334493
Carrizo Creek	id=g:5334494
Carrizo Creek	id=g:5334495
Carrizo Creek	id=g:5334496
Carrizo Creek	id=g:5334497
Carrizo Gorge	id=g:5334498
Carrizo Gorge	id=g:5334499
Carrizo Gorge Siding	id=g:5334500
Carrizo Mountain	id=g:5334501
Carrizo Plain	id=g:5334502
Carrizo Plain Substation	id=g:5334503
Carrizo Spring	id=g:5334504
Carrizo Springs Rustic Campsite	id=g:5334505
Carrizo Valley	id=g:5334506
Carrizo Gorge Wilderness	id=g:5334507
Carrizo Wash	id=g:5334508
Carrizo Wash	id=g:5334509
Carrizo Wash Boat-in Camp	id=g:5334510
Carrol Canyon	id=g:5334511
Carroll Canyon	id=g:5334512
Carroll Creek	id=g:5334513
Carroll Fowler Elementary School	id=g:5334514
Carroll School (historical)	id=g:5334515
Carrolton	id=g:5334516
Carrotwood Park	id=g:5334517
Carrousel Cellars	id=g:5334518
Carson	id=g:5334519
Carson	id=g:5334520
Carson Branch County of Los Angeles Public Library	id=g:5334521
Carson City Hall	id=g:5334522
Carson Creek	id=g:5334523
Carson Creek	id=g:5334524
Carroll Parks	id=g:5334525
Carson Creek	id=g:5334526
Carson Creek	id=g:5334527
Carson Creek	id=g:5334528
Carson Creek Junior Senior High School	id=g:5334529
Carson Creek Watershed Reservoir	id=g:5334530
Carson Elementary School	id=g:5334531
Carson Elementary School	id=g:5334532
Carson Falls	id=g:5334533
Carson Flat	id=g:5334534
Carson Flat	id=g:5334535
Carson Hill	id=g:5334536
Carson Hill	id=g:5334537
Carson Hill Mine	id=g:5334538
Carson Mine	id=g:5334539
Carson Park	id=g:5334540
Carson Pass	id=g:5334541
Carson Pass Scenic Viewpoint	id=g:5334542
Carson Peak	id=g:5334543
Carson Ridge Evergreens	id=g:5334544
Carson School (historical)	id=g:5334545
Carson Senior High School	id=g:5334546
Carson Sheriff Station Heliport	id=g:5334547
Carson Slough	id=g:5334548
Carson Creek School	id=g:5334549
Carson Spur	id=g:5334550
Carson Wash	id=g:5334551
Carson Spring	id=g:5334552
Carsons Wells	id=g:5334553
Cartago	id=g:5334554
Cartago Creek	id=g:5334555
Carson-Iceberg Wilderness	id=g:5334556
Carter Cemetery	id=g:5334557
Carter Creek	id=g:5334558
Carter Creek	id=g:5334559
Carter Debris Basin	id=g:5334560
Carter Debris Dam	id=g:5334561
Carter Glades	id=g:5334562
Carter Memorial African Methodist Episcopal Church	id=g:5334563
Carter Memorial Church	id=g:5334564
Bay Area Technology School	id=g:5334565
Carter Spring	id=g:5334566
Carters Ranch (historical)	id=g:5334567
Carthay Center Elementary School	id=g:5334568
Carthay Circle	id=g:5334569
Cartoon Art Museum	id=g:5334570
Cartridge Creek	id=g:5334571
Carter Avenue Church of Christ	id=g:5334572
Cartridge Spring	id=g:5334573
