Insarro	id=g:334138
Eghersua	id=g:338317
Eghei	id=g:338318
Eggi	id=g:338319
Egersa	id=g:338320
Egere Gheorghis	id=g:338321
Egdu	id=g:338322
Ēgder YeCh’ew Ma‘idin	id=g:338323
El Egder	id=g:338324
Egder	id=g:338325
Egan	id=g:338326
Ēfo	id=g:338327
Ēfēson	id=g:338328
Ēfērso	id=g:338329
Edulei	id=g:338330
Edremo	id=g:338331
Ēdo Shelek’o	id=g:338332
Edno	id=g:338333
Ēdgīlu Shet’	id=g:338335
Ēdengalī Berento	id=g:338337
Ēdeneba	id=g:338338
Edelo	id=g:338339
Edai	id=g:338342
Ecimcia	id=g:338346
Ēchene	id=g:338348
Echeiali	id=g:338349
Ēcha’āba	id=g:338350
Eccidio Bianchi	id=g:338351
Ebu	id=g:338357
Ēboko	id=g:338358
Ēboba	id=g:338359
Ebieta Jesus	id=g:338361
Ēbīcha Wenz	id=g:338362
Ēbīcha Wenz	id=g:338363
Ēbīcha Shet’	id=g:338364
Ebelizi	id=g:338365
Ēbcha	id=g:338366
Duyer Ali	id=g:338369
Duwīna Bota	id=g:338370
Duseta	id=g:338371
Dusē	id=g:338372
Duscia Milmil	id=g:338373
Durwalē	id=g:338374
Durwalē	id=g:338375
Duruksi	id=g:338376
Durufle	id=g:338377
Durubu YeDur Bota	id=g:338378
Durubu	id=g:338379
Durualeh	id=g:338380
Durro	id=g:338381
Durre	id=g:338382
Durra	id=g:338383
Duro Terara	id=g:338384
Duro	id=g:338385
Duro	id=g:338386
Durkutan Shet’	id=g:338389
Duri	id=g:338393
Durhi	id=g:338394
Durē	id=g:338398
Durdofan	id=g:338399
Durdērē	id=g:338400
Bur Duras	id=g:338401
Dur Ānbesa Mīka’ēl Bēte Kristīyan	id=g:338402
Dur Ānbesa	id=g:338403
Duramē	id=g:338404
Duraiti	id=g:338405
El Dur Aifame	id=g:338406
Dura	id=g:338408
Dura	id=g:338409
Dura	id=g:338410
Dunun Bota	id=g:338411
Dunuga	id=g:338412
Duntoi	id=g:338413
Dun Shet’	id=g:338414
Dunnan	id=g:338416
Dunkur	id=g:338417
Dunkur	id=g:338418
Dunk’uk’u Terara	id=g:338419
Dunk’uk’u	id=g:338420
Dunkaley	id=g:338421
Dungur	id=g:338422
Dungeta Shet’	id=g:338423
Dungeta Shet’	id=g:338424
Dungeta Shelek’o	id=g:338425
Duncur	id=g:338426
Duncata	id=g:338427
Duncaga	id=g:338428
Duncaga	id=g:338429
Dumuga Shet’	id=g:338430
Dumuga	id=g:338431
Dumuga	id=g:338432
Dumī Shet’	id=g:338433
Dumi	id=g:338434
Dumburī	id=g:338435
Dumbulla Bund	id=g:338436
Dumban	id=g:338437
Duma Shet’	id=g:338438
Dumal Shet’	id=g:338439
Dumale	id=g:338440
Duma	id=g:338441
Duma	id=g:338442
Dum	id=g:338443
Dulu Bota	id=g:338444
Dulu	id=g:338445
Dulloua	id=g:338446
Dulla	id=g:338447
Dulla	id=g:338448
Duletī Terara	id=g:338450
Duletī	id=g:338451
Duletī	id=g:338452
Duleta	id=g:338453
Dulecha Shet’	id=g:338454
Dulecha Maryam Bēte Kristīyan	id=g:338455
Dulecha Klīnīk	id=g:338456
Dulecha	id=g:338457
Dulecha	id=g:338458
Dulecha	id=g:338459
Dulecha	id=g:338460
Dulē	id=g:338461
Dulē	id=g:338462
Duldir	id=g:338465
Dula Wenz	id=g:338468
Dulale	id=g:338470
Dulale	id=g:338471
Dula K’orīcha	id=g:338473
Dula K’orīcha	id=g:338474
Dula Bota	id=g:338476
Dula Abbu	id=g:338477
Dula	id=g:338478
Dul	id=g:338479
Dul	id=g:338480
Duk’uk’o Shet’	id=g:338481
Dukocho	id=g:338482
Duko	id=g:338483
Duk’īfeta Shet’	id=g:338484
Dukem Shet’	id=g:338485
Dukem Polīs T’abīya	id=g:338486
Dukemī	id=g:338487
Dukem	id=g:338488
Dukayē	id=g:338489
Dukay	id=g:338490
Dukan	id=g:338491
Dukafulu	id=g:338494
Dujuma	id=g:338495
Dujuma	id=g:338496
Duhuts’a Maryam Bēte Kristīyan	id=g:338497
Duhuts’a	id=g:338498
Duhulelēy	id=g:338499
Duguna Bota	id=g:338500
Duguna	id=g:338501
Duguna	id=g:338502
Dugugh	id=g:338503
Dugudu	id=g:338504
Dugu’ā	id=g:338505
Dugu	id=g:338506
Dugo Shet’	id=g:338507
Dugo Shet’	id=g:338508
Laga Dugo	id=g:338509
Dugo	id=g:338510
Dugle	id=g:338511
Amba Duggheducca	id=g:338512
Dugdē Weremach’o	id=g:338513
Dugde Guda	id=g:338514
Dugda K’umbī	id=g:338515
Dugda Dēra	id=g:338516
Dugda Dēra	id=g:338517
Dugda Dēra	id=g:338518
Dugda Ākeyī	id=g:338519
Dugda	id=g:338520
Dugda	id=g:338521
Dugacio	id=g:338522
Duga	id=g:338523
Duftu	id=g:338524
Duffat	id=g:338525
Duffat	id=g:338526
Dufa	id=g:338527
Dufa	id=g:338528
Dudubo	id=g:338529
Dudubba	id=g:338530
Dudub	id=g:338531
Dudmulla	id=g:338534
Dudmulla	id=g:338535
Dudiera	id=g:338536
Dudgubleh	id=g:338537
Dudassa	id=g:338538
Dudamori	id=g:338539
Duda Ārba	id=g:338540
Duda Ābo Bēte Kristīyan	id=g:338541
Duda Ābo Bēte Kristīyan	id=g:338542
Dud	id=g:338543
Ducon	id=g:338544
Duco	id=g:338545
Duch’ē	id=g:338546
Ducha	id=g:338547
Duc	id=g:338548
Dubur Shet’	id=g:338549
Dubuluk’	id=g:338550
Dubulu	id=g:338551
Jebel Dubu	id=g:338552
Dubtī Tekil	id=g:338553
Dubtī	id=g:338554
Dubra Bota	id=g:338555
Dubo Shet’	id=g:338556
Dubo Ferensay Katolīk Mīsīyon	id=g:338558
Dubīsa	id=g:338560
Dubīsa	id=g:338561
Dubī	id=g:338562
Dubē Shet’	id=g:338563
Duber Wenz	id=g:338564
Duber Shet’	id=g:338565
Duber Gebri’ēl Bēte Kristīyan	id=g:338566
Dubere	id=g:338567
Duber	id=g:338568
Bur Dubei	id=g:338569
Dube Dīlē	id=g:338570
Dubē	id=g:338571
Dubdo	id=g:338573
Dubban	id=g:338577
Dubbai	id=g:338578
Duba Yaneba	id=g:338579
Duba Shet’	id=g:338580
Duban Get Shet’	id=g:338581
Duba Mēda	id=g:338582
Dubaccoh	id=g:338583
Duba	id=g:338584
Duba	id=g:338585
Duba	id=g:338586
Duba	id=g:338587
Duati	id=g:338588
Du’āt	id=g:338589
Du’ālga	id=g:338590
Duaeichel	id=g:338591
Du’ā	id=g:338592
Druniale	id=g:338593
Dredebbe	id=g:338594
Doyu	id=g:338595
Doyo Gundī	id=g:338596
Doyo	id=g:338597
Doyo	id=g:338598
Doyo	id=g:338599
Doyo	id=g:338600
Doyo	id=g:338601
Dowreta	id=g:338602
Dovalle	id=g:338603
Dot’o	id=g:338604
Dotī	id=g:338605
Doshē	id=g:338606
Dosha	id=g:338607
Dorse	id=g:338608
Dorrei	id=g:338609
Doroyta Terara	id=g:338610
Doro Wiha Shet’	id=g:338611
Doro Wayu	id=g:338612
Dorongata Shet’	id=g:338613
Dorona Bota	id=g:338614
Doro Gibir	id=g:338615
Doroba Shet’	id=g:338616
Doroba Shet’	id=g:338617
Doroba Shet’	id=g:338618
Doroba	id=g:338619
Dork’a	id=g:338620
Dorī Bota	id=g:338621
Doria	id=g:338622
Dorī	id=g:338623
Dori	id=g:338624
Dorghe	id=g:338625
Dore Weyina	id=g:338627
Dorenī	id=g:338628
Dorena Shet’	id=g:338629
Dorasma	id=g:338630
Dorana	id=g:338631
Dora Dīkīlī Shet’	id=g:338632
Dora	id=g:338633
Dora	id=g:338634
Donono	id=g:338636
Donk’oro Shet’	id=g:338637
Donkē	id=g:338638
Donjī Shet’	id=g:338639
Donjī Shet’	id=g:338640
Donjī	id=g:338641
Donī	id=g:338642
Dongwar	id=g:338643
Dongorsa	id=g:338644
Dongoro YeTerara Senselet	id=g:338645
Dongoro K’erē	id=g:338646
Dongoro	id=g:338647
Dongora	id=g:338648
Dongollo	id=g:338649
Dongollo	id=g:338650
Donga	id=g:338651
Donga	id=g:338652
Dong	id=g:338653
Donfar	id=g:338654
Doncoschi	id=g:338655
Donaldson	id=g:338656
Domota	id=g:338657
Domorso	id=g:338658
Domo	id=g:338659
Domo	id=g:338660
Doma Āba Tekilē Bēte Kristīyan	id=g:338661
Doma	id=g:338662
Dolu	id=g:338663
Dolu	id=g:338664
Dolo Odo	id=g:338666
Dololo Jīla	id=g:338667
Dolo Bay	id=g:338668
Mai Dolo	id=g:338669
Dolo	id=g:338670
Dolo	id=g:338671
Dolo	id=g:338672
Dolnik	id=g:338673
Dollo	id=g:338674
Dolia	id=g:338675
Dolhē Wenz	id=g:338676
Doleti	id=g:338677
Doldol	id=g:338678
Dolay Bota	id=g:338679
Dola Āshwama Bota	id=g:338680
Dol	id=g:338681
Dol	id=g:338682
Dok’onu Shet’	id=g:338683
El Dokolle	id=g:338684
Dok’olē Bota	id=g:338685
Doko Bota	id=g:338686
Doketu Shet’	id=g:338687
Dok’etu	id=g:338688
Doketu	id=g:338689
Doketu	id=g:338690
Dok’ē Shet’	id=g:338691
Dok’ē Shet’	id=g:338692
Dok’ē Shet’	id=g:338693
Doia	id=g:338694
Doia	id=g:338695
Dohar	id=g:338696
Dogu Medhanē ‘Alem Bēte Kristīyan	id=g:338697
Doguacum	id=g:338698
Dogua	id=g:338699
Laz Dogorrale	id=g:338700
Dogoro	id=g:338701
Dogonu	id=g:338702
Dogoma	id=g:338703
Dogoma	id=g:338704
Dogoma	id=g:338705
Dogob	id=g:338706
Dogo’ā Bota	id=g:338707
Dogo	id=g:338708
Dogo	id=g:338709
Doglē Shet’	id=g:338710
Dogī Shet’	id=g:338711
Doghea	id=g:338712
Doghe	id=g:338713
Dogeno Ēlyas Bēte Kristīyan	id=g:338714
Dogalī	id=g:338716
Dofo	id=g:338717
Dofen Terara	id=g:338718
Dofa	id=g:338719
Dodota Terara	id=g:338720
Dodota	id=g:338721
Dodota	id=g:338722
Dodota	id=g:338723
Dodota	id=g:338724
Dodota	id=g:338725
Dodola	id=g:338726
Dodol	id=g:338727
Dodo	id=g:338728
Dodi	id=g:338729
Dodī	id=g:338730
Dodē	id=g:338731
Doda	id=g:338732
Docota	id=g:338733
Doco	id=g:338734
Doco	id=g:338735
Dobuc	id=g:338739
Dobu	id=g:338740
Dobouen	id=g:338742
Dobī YeTerara Senselet	id=g:338744
Dobī YeTerara Ch’af	id=g:338745
Dobī Shet’	id=g:338746
Dobī Shet’	id=g:338747
Dobī Shet’	id=g:338748
Dobīnē	id=g:338749
Dobī	id=g:338750
Dobī	id=g:338751
Dobī	id=g:338752
Dobī	id=g:338753
Dobī	id=g:338754
Dobī	id=g:338755
Dobī	id=g:338756
Dobi	id=g:338757
Dobi	id=g:338758
Dobi	id=g:338759
Dobi	id=g:338760
Dobesa	id=g:338761
Dobbah	id=g:338762
Doba Terara	id=g:338763
Doba Shet’	id=g:338764
Doba	id=g:338767
Doba	id=g:338768
Doba	id=g:338769
Doba	id=g:338770
Doba	id=g:338771
Doale	id=g:338773
Doa	id=g:338774
Djilbo	id=g:338775
Djemi	id=g:338776
Djebi Abeyou	id=g:338777
Dīzu Bota	id=g:338778
Dīzī	id=g:338779
Dizi	id=g:338780
Dize	id=g:338781
Dīyobera	id=g:338782
Dīyīlu	id=g:338783
Dīyadib	id=g:338784
Dīteya Shet’	id=g:338789
Dīta	id=g:338790
Dīta	id=g:338791
Disim	id=g:338795
Dīsī	id=g:338796
Disi	id=g:338797
Dīsandis YeBuna Tekil	id=g:338798
Dīsa	id=g:338799
Dīrseyo	id=g:338800
Dirri	id=g:338803
Dirmo	id=g:338804
Dīrma Shet’	id=g:338805
Dīrma Shet’	id=g:338806
Dīrma Gebri’ēl Bēte Kristīyan	id=g:338807
Dirma	id=g:338808
Dīrīko Gīyorgīs Bēte Kristīyan	id=g:338809
Dīrīko	id=g:338810
Dīrī Goma	id=g:338811
Dirigo	id=g:338812
Dirib Dima	id=g:338813
Diria	id=g:338814
Dirē YeTerara Senselet	id=g:338815
Dirē Shunkī	id=g:338816
Dirē Shirē	id=g:338817
Dīremtu Polīs T’abīya	id=g:338818
Dirē Mīka’ēl Bēte Kristīyan	id=g:338819
Dirē K’alu	id=g:338820
Dirē Jīla	id=g:338821
Dirē Jara	id=g:338822
Dirē Jara	id=g:338823
Dirē Hābī	id=g:338824
Dirē Guto	id=g:338825
Dirē Gīyorgīs Bēte Kristīyan	id=g:338826
Dirē Gebri’ēl Bēte Kristīyan	id=g:338827
Dirē Dega	id=g:338828
Dirē Dawa na Īsa na Gurgura Āwraja	id=g:338829
Dirē Dawa Mīka’ēl Bēte Kristīyan	id=g:338830
Dirē Dawa Maryam Bēte Kristīyan	id=g:338831
Dirē Dawa	id=g:338832
Dirē Boch’orē	id=g:338833
Dirē Balcha	id=g:338834
Dirē Āmba Gīyorgīs Bēte Kristīyan	id=g:338835
Dirē Āmba	id=g:338836
Dirē Āmba	id=g:338837
Dīrē	id=g:338838
Dīrē	id=g:338839
Dirē	id=g:338840
Dirē	id=g:338841
Dirē	id=g:338842
Dirē	id=g:338843
Dirē	id=g:338844
Dirē	id=g:338845
Dirē	id=g:338846
Dirē	id=g:338847
Dirē	id=g:338848
Dirē	id=g:338849
Dirē	id=g:338850
Dirē	id=g:338851
Dirē	id=g:338852
Dirē	id=g:338853
Dirē	id=g:338854
Dirē	id=g:338855
Dirē	id=g:338856
Dire	id=g:338857
Dire	id=g:338858
Dirdira Ābo Bēte Kristīyan	id=g:338859
Dirdira	id=g:338860
Dirchi	id=g:338861
Dirba Ābune Āsay Bēte Kristīyan	id=g:338864
Dirba	id=g:338865
Dirba	id=g:338866
Dirawa	id=g:338867
Dira’inkwa	id=g:338868
Dira Āmba Terara	id=g:338869
Dīp’a Shet’	id=g:338870
Dīp’a Shet’	id=g:338871
Dīp’a Hāyk’	id=g:338872
Dioita	id=g:338874
Dioita	id=g:338875
Diodi	id=g:338876
Dinta	id=g:338878
Dīnsho Bota	id=g:338879
Dīnsho	id=g:338880
Dino Bota	id=g:338881
Dīno	id=g:338882
Dino	id=g:338883
Dinleh	id=g:338884
El Dinle	id=g:338885
Bur Dinle	id=g:338886
Dīnk’orē	id=g:338887
Dinkiti	id=g:338888
Dīnī Shet’	id=g:338889
Dinik	id=g:338890
Dinik	id=g:338891
Dinicho	id=g:338892
Dīnī	id=g:338893
Dingra Maryam	id=g:338894
Dingilat	id=g:338895
Dingiaghara	id=g:338896
Dinghe	id=g:338897
Dīnger	id=g:338898
Dingē	id=g:338899
Dingay Wember	id=g:338900
Dingay Ber Bota	id=g:338901
Dingai Waha	id=g:338902
Dinfascia	id=g:338903
Dīnchīya Shet’	id=g:338904
Dincha	id=g:338905
Dīnbē	id=g:338906
Dīnbē	id=g:338907
Dinbaro	id=g:338908
Amba Dinai	id=g:338909
Dimu Shet’	id=g:338910
Dīmtu Wenz	id=g:338911
Dīmtu Wenz	id=g:338912
Dīmtu	id=g:338913
Dīmtu	id=g:338914
Dīmtu	id=g:338915
Dīmtu	id=g:338916
Dīmtu	id=g:338917
Dīmtī	id=g:338918
Dimsa	id=g:338919
Dīmolē	id=g:338920
Dīmo	id=g:338921
Dimire Mīka’ēl Bēte Kristīyan	id=g:338922
Dimē	id=g:338923
Dimbrara	id=g:338924
Dīmbīso	id=g:338925
Dīmbīra	id=g:338926
Dīmbīk’o	id=g:338927
Dīmbība YeTerara Senselet	id=g:338928
Dimbel Āmba	id=g:338929
Dimbel	id=g:338930
Dimbaza	id=g:338931
Dīmayo Shet’	id=g:338932
Dīma YeTerara Ch’af	id=g:338933
Dīma Terara	id=g:338934
Dīma Terara	id=g:338935
Dīma Shet’	id=g:338936
Dīma Shet’	id=g:338937
Dīma Shet’	id=g:338938
Dīma Shet’	id=g:338939
Dīma Shet’	id=g:338940
Dīma Shet’	id=g:338941
Dīma Shet’	id=g:338942
Dīma Shet’	id=g:338943
Dīma Shet’	id=g:338944
Dīma Mīka’ēl Bēte Kristīyan	id=g:338945
Dīma Bota	id=g:338946
El Dima	id=g:338947
Dīma	id=g:338948
Dīma	id=g:338949
Dīma	id=g:338950
Dīma	id=g:338951
Dīma	id=g:338952
Dīma	id=g:338953
Dīma	id=g:338954
Dīma	id=g:338955
Dima	id=g:338956
Dima	id=g:338957
Dima	id=g:338958
Dima	id=g:338959
Dima	id=g:338960
Dim	id=g:338961
Dil Yibza	id=g:338962
Dīlo Ye’Isate Gemora Āf	id=g:338963
Dīlo Bota	id=g:338964
Dīlo	id=g:338965
Dillul	id=g:338966
Dilla	id=g:338967
Dilīyako	id=g:338968
Dilish	id=g:338969
Dilīla	id=g:338970
Dīlīla	id=g:338971
Dilgen Kīdane Mihret Bēte Kristīyan	id=g:338972
Dīlelo Shet’	id=g:338975
Dīlelēcha Shet’	id=g:338976
Dilē Kolba	id=g:338977
Dildug	id=g:338978
Dildiy Shet’	id=g:338979
Dildiy Shet’	id=g:338980
Dildil Shet’	id=g:338981
Dildilla	id=g:338982
Dīldīla Wak’a Dildiy	id=g:338983
Dīldī	id=g:338985
Dildessa	id=g:338986
Dīlbu	id=g:338987
Dīlbī Shet’	id=g:338988
Dīla Wenz	id=g:338989
Dilaryē Terara	id=g:338990
Dīlamo	id=g:338991
Dil Āmba	id=g:338992
Dil Āmba	id=g:338993
Dīlala	id=g:338994
Dīla Bota	id=g:338995
Dīla	id=g:338996
Dīla	id=g:338997
Dīla	id=g:338998
Dila	id=g:338999
Dikuniya Mīka’ēl Bēte Kristīyan	id=g:339000
Dik’ulu	id=g:339001
Dikulkana	id=g:339002
Dīkso Shet’	id=g:339003
Dīksīs	id=g:339004
Dīko Shet’	id=g:339005
Dīko	id=g:339006
Dīko	id=g:339007
Dīko	id=g:339008
Dīko	id=g:339009
Dīko	id=g:339010
Dīkin	id=g:339011
Dīkīlē	id=g:339012
Dīkiftu	id=g:339013
Dīkī	id=g:339014
Dike	id=g:339015
Dīk Bota	id=g:339016
Dīk’ala Shet’	id=g:339017
Dika	id=g:339018
Dig	id=g:339019
Dījo Shet’	id=g:339020
Dihun	id=g:339021
Dihol	id=g:339022
Dīhājk’a	id=g:339023
Digu Ts’iyon	id=g:339024
Digut	id=g:339025
Dīgula	id=g:339026
Dig Tekle Haymanot Bēte Kristīyan	id=g:339027
Digo ‘Arb Gebeya	id=g:339035
Dīgo	id=g:339036
Digna	id=g:339037
Dīgmetaba	id=g:339038
Digio Lola	id=g:339039
Digim Asterio	id=g:339040
Dīgīcha	id=g:339041
Digibu	id=g:339042
Dighim	id=g:339043
Dighilu	id=g:339044
Digga	id=g:339046
Digga	id=g:339047
Dīgelu	id=g:339048
Dīgelē Shet’	id=g:339049
Dīgē	id=g:339050
Dīgē	id=g:339051
Dīgarē	id=g:339053
Digalu	id=g:339054
Dīga Ābo Bēte Kristīyan	id=g:339055
Dīga	id=g:339056
Dīfarsa Shet’	id=g:339058
Diedet	id=g:339059
Dīdu	id=g:339060
Dīdu	id=g:339061
Dīdo Shet’	id=g:339062
Dīdolī Terara	id=g:339063
Dīdo	id=g:339064
Dīdīsa YeWiha Gudgwad	id=g:339065
Didin	id=g:339066
Dīdīmtu Bota	id=g:339067
Dīdīmtu	id=g:339068
Dīdīmtu	id=g:339069
Dīdīmtu	id=g:339070
Dīdīmtu	id=g:339071
Didigsala	id=g:339072
Dīdīgsa	id=g:339073
Dīdīgsa	id=g:339074
Dīdīgsa	id=g:339075
Dīdīga Shet’	id=g:339076
Dīdīga Hāyk’	id=g:339077
Dīdīga	id=g:339078
Dīdīga	id=g:339079
Dīdībē Shet’	id=g:339081
Didibele	id=g:339082
Dīdībē	id=g:339083
El Didib Adde	id=g:339084
Didib	id=g:339086
Dīdī	id=g:339087
Didhav	id=g:339088
Didhalu	id=g:339089
Dīde Telba	id=g:339090
Dīdēsa Wenz	id=g:339091
Dīdēsa	id=g:339092
Dīde K’īlē	id=g:339093
Dīde Guba	id=g:339094
Diddibo	id=g:339095
Dida Rimgi	id=g:339097
Did Anan	id=g:339098
Dīdalu Shet’	id=g:339099
Dīdalī Shet’	id=g:339100
Dīda Kera Bota	id=g:339101
Dīda Guba	id=g:339102
Dida Galgalla	id=g:339103
Dida Burrole	id=g:339104
Dīda’ādī	id=g:339105
Malca Dida	id=g:339106
Dīda	id=g:339107
Dīchīya	id=g:339108
Dichi	id=g:339110
Dīche Katolīk Mīsīyon	id=g:339111
Dīche	id=g:339112
Dību Shet’	id=g:339114
Dībugur	id=g:339115
Dibud	id=g:339116
Dibriuein	id=g:339118
Dibrie	id=g:339119
Dībo K’īrk’os Bēte Kristīyan	id=g:339120
Diboc	id=g:339121
Malca Dibo	id=g:339122
Dībo	id=g:339123
Dibo	id=g:339124
Dibo	id=g:339125
Diblil	id=g:339126
Dībīsa	id=g:339127
Dibir	id=g:339128
Dībīlē	id=g:339129
Dibil	id=g:339130
Dibil	id=g:339131
Dibigia	id=g:339132
Dibiga	id=g:339133
Dibi	id=g:339135
Dībhīlī Shet’	id=g:339136
Dibet Shet’	id=g:339137
Dibet	id=g:339138
Dibera Āmba	id=g:339139
Dībenos	id=g:339140
Dībē	id=g:339141
Dībē	id=g:339142
Dībē	id=g:339143
Dibdibē Mīka’ēl Bēte Kristīyan	id=g:339144
Dībdībē	id=g:339145
Dībdībē	id=g:339146
Dībdībē	id=g:339147
Dībdībē	id=g:339148
Dibdibē	id=g:339149
Dibdibē	id=g:339150
Dibdib	id=g:339151
Dibdebo	id=g:339152
Dibber Uin	id=g:339153
Dib Bahir Bota	id=g:339154
Dib Bahir	id=g:339155
Bur Dibba	id=g:339156
Dibayu-Yeri	id=g:339157
Dibayu-Wein	id=g:339158
Dibate	id=g:339159
Diba Shet’	id=g:339160
Dibandibe	id=g:339166
Dibandiba	id=g:339167
Dība	id=g:339168
Dība	id=g:339169
Dība	id=g:339170
Diba	id=g:339171
Diarola	id=g:339172
Deyu	id=g:339174
Deyu	id=g:339175
Deyu	id=g:339176
Dey Shet’	id=g:339177
Deyo	id=g:339178
Deyma	id=g:339179
Deyī	id=g:339180
Deyē Gīyorgīs Bēte Kristīyan	id=g:339181
Tulu Deye	id=g:339182
Deyē	id=g:339183
Deyda Lemīn Shet’	id=g:339184
Deyasa Shet’	id=g:339185
Dewrēla	id=g:339186
Dewī Terara	id=g:339187
Deweyto	id=g:339188
Dewē Shet’	id=g:339189
Dewes	id=g:339190
Dewelē	id=g:339191
Dewē	id=g:339192
Dewaro	id=g:339193
Dewambah Shet’	id=g:339194
Dewa	id=g:339195
Dewa	id=g:339196
Deva	id=g:339198
Det Baharī Tekil	id=g:339201
Det Baharī	id=g:339202
Desu Bota	id=g:339203
Dess	id=g:339204
Deso Gīyorgīs Bēte Kristīyan	id=g:339205
Deso	id=g:339206
Deso	id=g:339207
Deso	id=g:339208
Deso	id=g:339209
Deso	id=g:339210
Dēsi’ā Bota	id=g:339211
Dēsi’ā Āmba	id=g:339212
Dēsi’ā	id=g:339213
Deshē	id=g:339214
Desē Zurīya Āwraja	id=g:339215
Desēt	id=g:339218
Desē	id=g:339219
Desē	id=g:339220
Desa	id=g:339221
Derza	id=g:339222
Dērwērnachē	id=g:339223
Deruksi	id=g:339224
Dersa Dībē	id=g:339227
Derredima	id=g:339230
Mai Deroqua	id=g:339232
Dēro	id=g:339233
Dermē Shēk	id=g:339235
Dermē	id=g:339236
Dermadu	id=g:339237
Derk’ī Gebri’ēl Bēte Kristīyan	id=g:339238
Derk’a	id=g:339239
Derī Wenz	id=g:339240
Derītu	id=g:339241
Derio	id=g:339242
Derīn Āma’ādo Bota	id=g:339243
Derico	id=g:339244
Derī	id=g:339246
Derī	id=g:339247
Deri	id=g:339248
Dergē	id=g:339251
Dergam	id=g:339252
Dergaha	id=g:339253
Derey	id=g:339254
Derewa	id=g:339255
Dereta	id=g:339256
Deresgē	id=g:339257
Deresgē	id=g:339258
Deresa Bota	id=g:339259
Deresa Bota	id=g:339260
Derēnsa	id=g:339262
Derenko	id=g:339263
Dērē Mēlēy YeTerara Senselet	id=g:339264
Dereleka Shet’	id=g:339265
Derela	id=g:339266
Dereku Maryam Bēte Kristīyan	id=g:339267
Dereku	id=g:339268
Dereku	id=g:339269
Dereku	id=g:339270
Derek’ Shet’	id=g:339271
Derek’ Āmba	id=g:339272
Dere’igsē	id=g:339273
Dere’igsē	id=g:339274
Derefo Maryam Bēte Kristīyan	id=g:339275
Derebeta Bota	id=g:339278
Derēba Bota	id=g:339279
Dereba	id=g:339280
Dereba	id=g:339281
Dereba	id=g:339282
El Dere	id=g:339283
Dērē	id=g:339284
Derē	id=g:339285
Derche	id=g:339287
Derbīlē	id=g:339288
Derbīga Ēl Āgemsa	id=g:339289
Dērbela’ā Mēda	id=g:339290
Derba Shet’	id=g:339291
Derbas	id=g:339292
Derba Maryam	id=g:339293
Derba	id=g:339294
Derba	id=g:339295
Derba	id=g:339296
Deraytu Shet’	id=g:339297
Derayo	id=g:339298
Dēra Terara	id=g:339299
Dēra Terara	id=g:339300
Dēra Silasē Bēte Kristīyan	id=g:339301
Dera Shet’	id=g:339302
Deranze Abbo	id=g:339303
Deramē Shet’	id=g:339304
Deraka	id=g:339305
Derai	id=g:339307
Deragush Bado	id=g:339308
Deragum	id=g:339309
Deragon	id=g:339310
Deragē Shet’	id=g:339311
Deraga	id=g:339312
Dera Bota	id=g:339313
Dera Bota	id=g:339314
Derabalē Terara	id=g:339315
Dēra	id=g:339317
Dēra	id=g:339318
Dēra	id=g:339319
Dēra	id=g:339320
Dera	id=g:339322
Dera	id=g:339323
Dera	id=g:339324
Dera	id=g:339325
De’os	id=g:339326
Den Shet’	id=g:339327
Densa	id=g:339328
Densa	id=g:339329
Dens	id=g:339330
Denko	id=g:339331
Denk’ez	id=g:339332
Denk’ez	id=g:339333
Denk’ez	id=g:339334
Denk’ez	id=g:339335
Denk’era Shet’	id=g:339336
Denk’era	id=g:339337
Denkena Yohanis Bēte Kristīyan	id=g:339338
Denk’ela Dīma Mīka’ēl Bēte Kristīyan	id=g:339339
Denk’a Shet’	id=g:339340
Denkaka	id=g:339341
Denkaka	id=g:339342
Denkaka	id=g:339343
Denkaka	id=g:339344
Denjo	id=g:339345
Denjo	id=g:339346
Denjin	id=g:339347
Dēnij	id=g:339348
Dengoro Wenz	id=g:339349
Dengoro Ābo Bēte Kristīyan	id=g:339350
Dengor Diba Gīyorgīs Bēte Kristīyan	id=g:339351
Dengora	id=g:339352
Dengolu Shet’	id=g:339353
Dengolsa	id=g:339354
Dengola	id=g:339358
Dengīya Gīyorgīs Bēte Kristīyan	id=g:339359
Dengī	id=g:339360
Dengez Maryam Bēte Kristīyan	id=g:339361
Dengezē	id=g:339362
Dengelsa Shet’	id=g:339363
Dengel Ber	id=g:339366
Dengel Ber	id=g:339367
Dengel	id=g:339369
Dengego Shet’	id=g:339370
Dengego Mesgīd	id=g:339371
Dengego Gebri’ēl Bēte Kristīyan	id=g:339372
Dengego Fwafwatē	id=g:339373
Dengego	id=g:339374
Dengego	id=g:339375
Dengego	id=g:339376
Dengego	id=g:339377
Dengego	id=g:339378
Dengalē Gonkē	id=g:339379
Dengagē Shet’	id=g:339380
Dengagē Shet’	id=g:339381
Denfo	id=g:339382
Denfel	id=g:339383
Deneba Shet’	id=g:339386
Deneba Shet’	id=g:339387
Deneba Shet’	id=g:339388
Deneba Shet’	id=g:339389
Deneba Shet’	id=g:339390
Deneba Hāyk’	id=g:339391
Deneba Bota	id=g:339392
Deneba Bota	id=g:339393
Deneba	id=g:339394
Deneba	id=g:339395
Deneba	id=g:339396
Deneba	id=g:339397
Deneba	id=g:339398
Dendī Terara	id=g:339399
