Béde Lugé' Lake	id=g:5897318
Belvédère Richard-Baldwin	id=g:5898203
Belvedere Ridge	id=g:5898204
Belvedere Rock	id=g:5898205
Belvédère Terry-Fox	id=g:5898206
Belvédère Victor-Morrill	id=g:5898207
Belvèze	id=g:5898208
Belvidere Lake	id=g:5898209
Belvidere Stream	id=g:5898210
Belvies Waters	id=g:5898211
Belway Creek	id=g:5898212
Belwood	id=g:5898213
Belwood Lake Conservation Area	id=g:5898214
Belyea Brook	id=g:5898215
Belyea Island	id=g:5898216
Belyea Lake	id=g:5898217
Belyea Lake	id=g:5898218
Belyea Lake	id=g:5898219
Belyeas Cove	id=g:5898220
Belyeas Cove	id=g:5898221
Belyeas Point	id=g:5898222
Belzile Creek	id=g:5898223
Beman Point	id=g:5898224
Beman Rock	id=g:5898225
Bemar Creek	id=g:5898226
Bemar Lake	id=g:5898227
Bemersyde	id=g:5898228
Bemisters Bog	id=g:5898229
Ben Abel Creek	id=g:5898230
Benacadie	id=g:5898231
Benacadie Point	id=g:5898232
Benacadie Pond	id=g:5898233
Benacadie Pond	id=g:5898234
Benacadie River	id=g:5898235
Benacadie West	id=g:5898236
Benake Point	id=g:5898237
Bena Lake	id=g:5898238
Benallen	id=g:5898239
Benalto	id=g:5898240
Benaman Slough	id=g:5898241
Bénard	id=g:5898242
Benard Island	id=g:5898243
Ben Back Shoal	id=g:5898244
Ben Beachs Island	id=g:5898245
Benbie Brook	id=g:5898246
Benbow	id=g:5898247
Benbow Lake	id=g:5898248
Ben Brook	id=g:5898249
Ben Brook	id=g:5898250
Benburry Islet	id=g:5898251
Benburry Rock	id=g:5898252
Ben Butte	id=g:5898253
Bencas Island	id=g:5898254
Bench Board Pond	id=g:5898255
Bench Brook	id=g:5898256
Bench Creek	id=g:5898257
Bench Creek	id=g:5898258
Bench Glacier	id=g:5898259
Bench Lake	id=g:5898260
Benchlands	id=g:5898261
Bench Mark Creek	id=g:5898262
Bencke Lagoon	id=g:5898263
Bend	id=g:5898264
Bendale	id=g:5898265
Bendall Lake	id=g:5898266
Bend Bay	id=g:5898267
Bend Breaker	id=g:5898268
Bendelin Creek	id=g:5898269
Bender	id=g:5898270
Bender	id=g:5898271
Bender Lake	id=g:5898272
Bender Lake	id=g:5898273
Bendickson Harbour	id=g:5898274
Bending Creek	id=g:5898275
Bending Knee Lake	id=g:5898276
Bending Lake	id=g:5898277
Bend Island	id=g:5898278
Bendixon Creek	id=g:5898279
Bendixon Lake	id=g:5898280
Bend Lake	id=g:5898281
Bend Lake	id=g:5898282
Bend Lake	id=g:5898283
Bend Mountain	id=g:5898284
Bend of Goose Island	id=g:5898285
Bendor Range	id=g:5898286
Bend Point	id=g:5898287
Bend Rapids	id=g:5898288
Ben Droke	id=g:5898289
Bendys Pond	id=g:5898290
Benedickson	id=g:5898291
Benedict Creek	id=g:5898292
Benedict Glacier	id=g:5898293
Benedict Lake	id=g:5898294
Benedictson Lake	id=g:5898295
Benelux Creek	id=g:5898296
Benelux Lake	id=g:5898297
Ben Eoin	id=g:5898298
Ben Eoin Provincial Park	id=g:5898299
Benfair Island	id=g:5898300
Bengers Marsh	id=g:5898301
Bengers Pond	id=g:5898302
Bengers Pond	id=g:5898303
Bengough	id=g:5898304
Bengough No. 40	id=g:5898305
Bengough Regional Park	id=g:5898306
Benham Island	id=g:5898307
Benham Lake	id=g:5898308
Ben Hill	id=g:5898309
Ben Hughies Brook	id=g:5898310
Ben Hur Creek	id=g:5898311
Beniah	id=g:5898312
Beniah Creek	id=g:5898313
Beniah Islands	id=g:5898314
Beniah Lake	id=g:5898315
Beniah Lake	id=g:5898316
Beniah Rocks	id=g:5898317
Benie Island	id=g:5898318
Ben Isla	id=g:5898319
Ben Island	id=g:5898320
Ben Isle	id=g:5898321
Benito	id=g:5898322
Benito Beach	id=g:5898323
Benito Cereno Mountain	id=g:5898324
Benjamin Bridge	id=g:5898325
Benjamin Cook Lake	id=g:5898326
Benjamin Creek	id=g:5898327
Benjamin Creek	id=g:5898328
Benjamin Creek	id=g:5898329
Benjamin Group	id=g:5898330
Benjamin Islands	id=g:5898331
Benjamin Lake	id=g:5898332
Benjamin Lake	id=g:5898333
Benjamin Lake	id=g:5898334
Benjamin Mountain	id=g:5898335
Benjamin Point	id=g:5898336
Benjamins Cove	id=g:5898337
Benjamins Mill	id=g:5898338
Benjamin's Point	id=g:5898339
Benjamins Point	id=g:5898340
Benjamins Pond	id=g:5898341
Benjamins Pond	id=g:5898342
Benjies Lake	id=g:5898343
Benjies Lake Brook	id=g:5898344
Ben Johnson Hill	id=g:5898345
Benjy's Cove	id=g:5898346
Ben Keith Brook	id=g:5898347
Ben Kent Head	id=g:5898348
Ben Lake	id=g:5898349
Ben Lake	id=g:5898350
Ben Lake	id=g:5898351
Ben Lake	id=g:5898352
Ben Lake	id=g:5898353
Ben Lake	id=g:5898354
Ben Lake	id=g:5898355
Ben Lake	id=g:5898356
Benledi	id=g:5898357
Ben Lomond	id=g:5898358
Ben Lomond	id=g:5898359
Ben Lomond	id=g:5898360
Benman's Island	id=g:5898361
Ben Mason Shoal	id=g:5898362
Benmeen Creek	id=g:5898363
Benmeen Lake	id=g:5898364
Benmiller	id=g:5898365
Ben Miller Lake	id=g:5898366
Ben Mohr Rock	id=g:5898367
Ben-My-Chree	id=g:5898368
Benna Thy Lake	id=g:5898369
Benner	id=g:5898370
Benner Creek	id=g:5898371
Benner Lake	id=g:5898372
Benner Lake	id=g:5898373
Bennery Brook	id=g:5898374
Bennery Lake	id=g:5898375
Bennet Bank	id=g:5898376
Bennet Bay	id=g:5898377
Bennet Creek	id=g:5898378
Bennet Lake	id=g:5898379
Bennet Lake	id=g:5898380
Bennet Pond	id=g:5898381
Bennets High Island	id=g:5898382
Bennets Low Island	id=g:5898383
Bennett	id=g:5898384
Bennett	id=g:5898385
Bennett	id=g:5898386
Bennett Bank	id=g:5898387
Bennett Bay	id=g:5898388
Bennett Bay	id=g:5898389
Bennett Bay	id=g:5898390
Bennett Bay	id=g:5898391
Bennett Bay	id=g:5898392
Bennett Bay	id=g:5898393
Bennett Bay	id=g:5898394
Bennett Bay Protected Area	id=g:5898395
Bennett Brook	id=g:5898396
Bennett Brook	id=g:5898397
Bennett Brook	id=g:5898398
Bennett Brook Falls	id=g:5898399
Bennett Cove	id=g:5898400
Bennett Cove Sunker	id=g:5898401
Bennett Creek	id=g:5898402
Bennett Creek	id=g:5898403
Bennett Creek	id=g:5898404
Bennett Creek	id=g:5898405
Bennett Creek	id=g:5898406
Bennett Creek	id=g:5898407
Bennett Drain	id=g:5898408
Bennett Drain	id=g:5898409
Bennett Drain	id=g:5898410
Bennett Hill	id=g:5898411
Bennett Hill	id=g:5898412
Bennett Hill	id=g:5898413
Bennett Hill	id=g:5898414
Bennett Island	id=g:5898415
Bennett Island	id=g:5898416
Bennett Island	id=g:5898417
Bennett Island	id=g:5898418
Bennett Islet	id=g:5898419
Bennett Lake	id=g:5898420
Bennett Lake	id=g:5898421
Bennett Lake	id=g:5898422
Bennett Lake	id=g:5898423
Bennett Lake	id=g:5898424
Bennett Lake	id=g:5898425
Bennett Lake	id=g:5898426
Bennett Lake	id=g:5898427
Bennett Lake	id=g:5898428
Bennett Lake	id=g:5898429
Bennett Lake	id=g:5898430
Bennett Lake	id=g:5898431
Bennett Lake	id=g:5898432
Bennett Lake	id=g:5898433
Bennett Lake	id=g:5898434
Bennett Lake	id=g:5898435
Bennett Lake	id=g:5898436
Bennett Lake	id=g:5898437
Bennett Lewis Bay	id=g:5898438
Bennetto Point	id=g:5898439
Bennett Peninsula	id=g:5898440
Bennett Point	id=g:5898441
Bennett Point	id=g:5898442
Bennett Point	id=g:5898443
Bennett Range	id=g:5898444
Bennett Range	id=g:5898445
Bennett Rapids	id=g:5898446
Bennett Rock	id=g:5898447
Bennetts Bay	id=g:5898448
Bennetts Brook	id=g:5898449
Bennetts Creek	id=g:5898450
Bennetts Lake	id=g:5898451
Bennetts Lake	id=g:5898452
Bennetts Pond	id=g:5898453
Ben Nevis	id=g:5898454
Benneweis	id=g:5898455
Benneweis Bay	id=g:5898456
Benneweis Creek	id=g:5898457
Benneweis Lake	id=g:5898458
Benney Islets	id=g:5898459
Bennie Lake	id=g:5898460
Bennies Corners	id=g:5898461
Benninger Creek	id=g:5898462
Benninger Creek	id=g:5898463
Benninger Lake	id=g:5898464
Bennington	id=g:5898465
Bennington Glacier	id=g:5898466
Bennington Heights	id=g:5898467
Bennington Peak	id=g:5898468
Bennison Creek	id=g:5898470
Benn Lake	id=g:5898471
Benno Mountain	id=g:5898472
Bennonys Lake	id=g:5898473
Benn Point	id=g:5898474
Benny	id=g:5898475
Benny Lake	id=g:5898476
Benny Lake	id=g:5898477
Benny Point	id=g:5898478
Bennys Bad Lake	id=g:5898479
Bennys Creek	id=g:5898480
Benny's Lake	id=g:5898481
Bennys Run	id=g:5898482
Benoe Point	id=g:5898483
Benoir Lake	id=g:5898484
Benoist	id=g:5898485
Benoit	id=g:5898486
Benoit	id=g:5898487
Benoit Creek	id=g:5898488
Benoit Creek	id=g:5898489
Benoit Creek	id=g:5898490
Benoit Creek	id=g:5898491
Benoit Creek Brook	id=g:5898492
Benoit Island	id=g:5898493
Benoit Island	id=g:5898494
Benoit Lake	id=g:5898495
Benoit Lake	id=g:5898496
Benoit Lake	id=g:5898497
Benoit Lakes	id=g:5898498
Benoits Big Creek	id=g:5898499
Benoit's Cove	id=g:5898500
Benoit's Cove	id=g:5898501
Benoits Creek	id=g:5898502
Benoits Island	id=g:5898503
Benoits Ledge	id=g:5898504
Benoits Siding	id=g:5898505
Benot Creek	id=g:5898506
Ben Pinsents Gullies	id=g:5898507
Ben Point	id=g:5898508
Ben Rock	id=g:5898509
Benrot Island	id=g:5898510
Ben's Bay	id=g:5898511
Bens Beach	id=g:5898512
Bens Brook	id=g:5898513
Bensfort Bridge	id=g:5898514
Bensfort Corners	id=g:5898515
Bensham	id=g:5898516
Bens Head	id=g:5898517
Ben Shoal	id=g:5898518
Bensins Island	id=g:5898519
Bens Lake	id=g:5898520
Bens Lake	id=g:5898521
Bensley Island	id=g:5898522
Ben Smith Meadow	id=g:5898523
Benson	id=g:5898524
Benson Bay	id=g:5898525
Benson Bay	id=g:5898526
Benson Canal	id=g:5898527
Benson Corner	id=g:5898528
Benson Creek	id=g:5898529
Benson Creek	id=g:5898530
Benson Creek	id=g:5898531
Benson Creek	id=g:5898532
Benson Creek	id=g:5898533
Benson Creek	id=g:5898534
Benson Creek	id=g:5898535
Benson Creek	id=g:5898536
Benson Island	id=g:5898537
Benson Island	id=g:5898538
Benson Lake	id=g:5898539
Benson Lake	id=g:5898540
Benson Lake	id=g:5898541
Benson Lake	id=g:5898542
Benson Lake	id=g:5898543
Benson Lake	id=g:5898544
Benson Lake	id=g:5898545
Benson Lake	id=g:5898546
Benson Lake	id=g:5898547
Benson Lake	id=g:5898548
Benson Lake	id=g:5898549
Benson Lake	id=g:5898550
Benson Lake	id=g:5898551
Benson No. 35	id=g:5898552
Benson Point	id=g:5898553
Benson Point	id=g:5898554
Benson Point	id=g:5898555
Benson Point	id=g:5898556
Benson River	id=g:5898557
Benson Rock	id=g:5898558
Bensons Rift	id=g:5898559
Ben's Pond	id=g:5898560
Bens Pond	id=g:5898561
Bens Pond	id=g:5898562
Bens Rock	id=g:5898563
Benstead Lake	id=g:5898564
Benstewart Lake	id=g:5898565
Bentarm Lake	id=g:5898566
Bentarm Lake	id=g:5898567
Bentarm Lake	id=g:5898568
Bent Arrow Hill	id=g:5898569
Bent Brook	id=g:5898570
Bent Creek	id=g:5898571
Bent Creek	id=g:5898572
Bent Creek	id=g:5898573
Bent Dam Pool	id=g:5898574
Bent Glacier	id=g:5898575
Bentham Fiord	id=g:5898576
Bent Harbour	id=g:5898577
Bent Horn Creek	id=g:5898578
Bentick Cove	id=g:5898579
Bentick Shoal	id=g:5898580
Bentinck	id=g:5898581
Bentinck	id=g:5898582
Bentinck Island	id=g:5898583
Bentinck Island Range	id=g:5898584
Bentinck Narrows	id=g:5898585
Bentinck Point	id=g:5898586
Bentinck Shoals	id=g:5898587
Bentinck Spire	id=g:5898588
Bentincks Pool	id=g:5898589
Bent Island	id=g:5898590
Bent Lake	id=g:5898591
Bent Lake	id=g:5898592
Bent Lake	id=g:5898593
Bent Lake	id=g:5898594
Bent Lake	id=g:5898595
Bentley	id=g:5898596
Bentley Bay	id=g:5898597
Bentley Brook	id=g:5898598
Bentley Creek	id=g:5898599
Bentley Creek	id=g:5898600
Bentley Lake	id=g:5898601
Bentley Lake	id=g:5898602
Bentley Lake	id=g:5898603
Bentley Lake	id=g:5898604
Bentley Lake	id=g:5898605
Bentley Lake	id=g:5898606
Bentley Meadows	id=g:5898607
Bentley Peninsula	id=g:5898608
Bentley Pond	id=g:5898609
Bentley Rock	id=g:5898610
Bentley Rock	id=g:5898611
Benton	id=g:5898612
Benton	id=g:5898613
Benton	id=g:5898614
Benton Creek	id=g:5898615
Benton Lake	id=g:5898616
Benton Ridge	id=g:5898617
Benton Station	id=g:5898618
Bentpath	id=g:5898619
Bentpine Creek	id=g:5898620
Bentpine Lake	id=g:5898621
Bent River	id=g:5898622
Bents	id=g:5898623
Bentshoe Lakes	id=g:5898624
Bentti Lake	id=g:5898625
Bent Tree Island	id=g:5898626
Bent Tree Point	id=g:5898627
Bentz Bay	id=g:5898628
Bentzi Lake	id=g:5898629
Bentz Lake	id=g:5898630
Bentz Peak	id=g:5898631
Benvie Brook	id=g:5898632
Benvie Mountain	id=g:5898633
Benville Lake	id=g:5898634
Benvolio Glacier	id=g:5898635
Benvoulin	id=g:5898636
Benwell Swamp	id=g:5898637
Benzie Lake	id=g:5898638
Benz Island	id=g:5898639
Beo Lake	id=g:5898640
Beothuck Village Park	id=g:5898641
Beowulf Peak	id=g:5898642
Beranek Lake	id=g:5898643
Béranger	id=g:5898644
Berard Lake	id=g:5898645
Béraud	id=g:5898646
Berberis Lake	id=g:5898647
Bercole Lake	id=g:5898648
Berczy Creek	id=g:5898649
Berdahl Creek	id=g:5898650
Berdans Shoal	id=g:5898651
Berdinskies	id=g:5898652
Bere Bay	id=g:5898653
Berendon Glacier	id=g:5898654
Berens Bank	id=g:5898655
Berens Island	id=g:5898656
Berens Island	id=g:5898657
Berens Islands	id=g:5898658
Berens Lake	id=g:5898659
Berens Lake	id=g:5898660
Berens Lakes	id=g:5898661
Berens Landing	id=g:5898662
Berens River	id=g:5898663
Berens River	id=g:5898664
Berens River	id=g:5898665
Berens River 13	id=g:5898666
Bere Point	id=g:5898667
Beresford	id=g:5898668
Beresford	id=g:5898669
Beresford	id=g:5898670
Beresford	id=g:5898671
Beresford Bay	id=g:5898672
Beresford Creek	id=g:5898673
Beresford Creek	id=g:5898674
Beresford Hill	id=g:5898675
Beresford Inlet	id=g:5898676
Beresford Island	id=g:5898677
Beresford Island	id=g:5898678
Beresford Lake	id=g:5898679
Beresford Lake	id=g:5898680
Beresford Lake	id=g:5898681
Beresford Lakes	id=g:5898682
Beresina	id=g:5898683
Bereskin Island	id=g:5898684
Berey	id=g:5898685
Berezowsky Bay	id=g:5898686
Berford Lake	id=g:5898687
Bergamin Gulch	id=g:5898688
Bergamot Creek	id=g:5898689
Berg Creek	id=g:5898690
Berg Creek	id=g:5898691
Berge Apichitatisich	id=g:5898692
Berge aux Quatre-Vents	id=g:5898693
Berge Bertiaume-Du Tremblay	id=g:5898694
Berge Couvrette	id=g:5898695
Berge de la Brise	id=g:5898696
Berge de l'Alose	id=g:5898697
Berge de l'Anse	id=g:5898698
Berge de l'Anse-Bleue	id=g:5898699
Berge de la Plage-Idéale	id=g:5898700
Berge de la Plage-Jacques-Cartier	id=g:5898701
Berge de la Rive	id=g:5898702
Berge des Baigneurs	id=g:5898703
Berge des Cageux	id=g:5898704
Berge des Écores	id=g:5898705
Berge des Eudistes	id=g:5898706
Berge des Goélands	id=g:5898707
Berge des Pinsons	id=g:5898708
Berge du Belvédère-Pie-IX	id=g:5898709
Berge du Crochet	id=g:5898710
Berge du Garrot	id=g:5898711
Berge du Grand-Brochet	id=g:5898712
Berge du Marigot	id=g:5898713
Berge du Pêcheur	id=g:5898714
Berge du Père-Dalmas	id=g:5898715
Berge du Vieux-Moulin	id=g:5898716
Berge Islet	id=g:5898717
Bergeland Creek	id=g:5898718
Bergen	id=g:5898719
Bergen	id=g:5898720
Bergen Creek	id=g:5898721
Bergen Drain	id=g:5898722
Bergen Lake	id=g:5898723
Berge Olivier-Charbonneau	id=g:5898724
Berge Qavviasianiavik	id=g:5898725
Bergerac Lake	id=g:5898726
Bergères	id=g:5898727
Berger Lake	id=g:5898728
Berger Lake	id=g:5898729
Bergeron	id=g:5898730
Bergeron Creek	id=g:5898731
Bergeron Lake	id=g:5898732
Bergeron Point	id=g:5898733
Berge Saint-Vincent	id=g:5898734
Bergesen Island	id=g:5898735
Berg Glacier	id=g:5898736
Bergh Cove	id=g:5898737
Bergheim	id=g:5898738
Bergie Point	id=g:5898739
Bergin Island	id=g:5898740
Bergin Lake	id=g:5898741
Bergin Ridge Brook	id=g:5898742
Bergin Rock	id=g:5898743
Bergins Brook	id=g:5898744
Bergins Hill	id=g:5898745
Berg Lake	id=g:5898746
Berg Lake	id=g:5898747
Berg Lake	id=g:5898748
Bergland	id=g:5898749
Bergland Lake	id=g:5898750
Berglien Lake	id=g:5898751
Berglund Island	id=g:5898752
Berglund Lake	id=g:5898753
Bergman	id=g:5898754
Bergman Creek	id=g:5898755
Bergman Lakes	id=g:5898756
Bergmans Point	id=g:5898757
Bergner Lake	id=g:5898758
Bergot Lake	id=g:5898759
Bergquist Lake	id=g:5898760
Berg River	id=g:5898761
Berg Rock	id=g:5898762
Bergs	id=g:5898763
Bergs Bay	id=g:5898764
Bergs Island	id=g:5898765
Bergsma Lake	id=g:5898766
Bergstrom Lake	id=g:5898767
Bergvinson Slough	id=g:5898768
Bergy Bar	id=g:5898769
Berichan	id=g:5898770
Berkeley	id=g:5898771
Berkeley Bay	id=g:5898772
Berkeley Islands	id=g:5898773
Berkeley Passage	id=g:5898774
Berkeley Point	id=g:5898775
Berkey Creek	id=g:5898776
Berkinshaw	id=g:5898777
Berkinshaw Island	id=g:5898778
Berkley Creek	id=g:5898779
Berkshire Village	id=g:5898780
Berkstrom Lake	id=g:5898781
Berland Range	id=g:5898782
Berland River	id=g:5898783
Berland River Trail	id=g:5898784
Berlanguet Creek	id=g:5898785
Berlett's Corners	id=g:5898786
Berlichingen Creek	id=g:5898787
Berlinguet	id=g:5898788
Berlinguet Inlet	id=g:5898789
Berlinguet River	id=g:5898790
Berlin Islands	id=g:5898791
Berlin Lake	id=g:5898792
Berlo	id=g:5898793
Berman Lake	id=g:5898794
Berm Creek	id=g:5898795
Berm Glacier	id=g:5898796
Bermingham Island	id=g:5898797
Berm Lake	id=g:5898798
Berm Lake	id=g:5898799
Berm Peak	id=g:5898800
Bermuda Lake	id=g:5898801
Bernadet Creek	id=g:5898802
Bernadette Island	id=g:5898803
Bernadette Lake	id=g:5898804
Bernadette Lake	id=g:5898805
Bernadette River	id=g:5898806
Bernadine Lake	id=g:5898807
Bernadine Lake	id=g:5898808
Berna Glacier	id=g:5898809
Berna Lake	id=g:5898810
Bernard	id=g:5898811
Bernard	id=g:5898812
Bernard Brook	id=g:5898813
Bernard Creek	id=g:5898814
Bernard Creek	id=g:5898815
Bernard Creek	id=g:5898816
Bernard Creek	id=g:5898817
Bernard Harbour	id=g:5898818
Bernard House	id=g:5898819
Bernardins Point	id=g:5898820
Bernard Island	id=g:5898821
Bernard Island	id=g:5898822
Bernard Island	id=g:5898823
Bernard Lake	id=g:5898824
Bernard Lake	id=g:5898825
Bernard Lake	id=g:5898826
Bernard Lake	id=g:5898827
Bernard Lake	id=g:5898828
Bernard Lake	id=g:5898829
Bernard Lake	id=g:5898830
Bernard Lake	id=g:5898831
Bernard Lake	id=g:5898832
Bernard Point	id=g:5898833
Bernard Point	id=g:5898834
Bernard River	id=g:5898835
Bernard Rock	id=g:5898836
Bernards Brook	id=g:5898837
Bernards Pond	id=g:5898838
Bernards Pond	id=g:5898839
Bernard Taylor Pass	id=g:5898840
Bernaski Bay	id=g:5898841
Bernatchez	id=g:5898842
Bernath Lake	id=g:5898843
Berndt Lake	id=g:5898844
Bernett Lake	id=g:5898845
Bernetz	id=g:5898846
Berney Creek	id=g:5898847
Berney Lake	id=g:5898848
Berney Lake	id=g:5898849
Bernhardt	id=g:5898850
Bernhardt Creek	id=g:5898851
Bernhardt Lake	id=g:5898852
Bernhardt Lake	id=g:5898853
Bernhardt Point	id=g:5898854
Bernheimer Bay	id=g:5898855
Bernice	id=g:5898856
Bernice Creek	id=g:5898857
Bernice Creek	id=g:5898858
Bernice Island	id=g:5898859
Bernice Island	id=g:5898860
Bernice Lake	id=g:5898861
Bernice Lake	id=g:5898862
Bernice Lake	id=g:5898863
Bernice Wildlife Management Area	id=g:5898864
Bernick Lake	id=g:5898865
Bernic Lake	id=g:5898866
Bernic Lake	id=g:5898867
Berniece Lake	id=g:5898868
Bernier	id=g:5898869
Bernier	id=g:5898870
Bernier Bay	id=g:5898871
Bernières	id=g:5898872
Bernier Island	id=g:5898873
Bernier Lake	id=g:5898874
Bernies Bog	id=g:5898875
Bernst	id=g:5898876
Bernyk Island	id=g:5898877
Berriedale	id=g:5898878
Berrigan Lake	id=g:5898879
Berrigans Creek	id=g:5898880
Berrigans Island	id=g:5898881
Berrigans Ledges	id=g:5898882
Berrigans Pond	id=g:5898883
Berrisford Lake	id=g:5898884
Berry	id=g:5898885
Berry	id=g:5898886
Berry	id=g:5898887
Berry	id=g:5898888
Berry Barrens	id=g:5898889
Berry Bay	id=g:5898890
Berry Beach	id=g:5898891
Berryblue Lake	id=g:5898892
Berry Brook	id=g:5898893
Berry Brook	id=g:5898894
Berry Brook	id=g:5898895
Berry Brook	id=g:5898896
Berry Brook	id=g:5898897
Berry Brook	id=g:5898898
Berrycan Lake	id=g:5898899
Berry Cove	id=g:5898900
Berry Creek	id=g:5898901
Berry Creek	id=g:5898902
Berry Creek	id=g:5898903
Berry Creek	id=g:5898904
Berry Creek	id=g:5898905
Berry Creek	id=g:5898906
Berry Creek	id=g:5898907
Berry Creek	id=g:5898908
Berry Creek	id=g:5898909
Berry Creek	id=g:5898910
Berry Creek	id=g:5898911
Berry Head	id=g:5898912
Berry Head	id=g:5898913
Berry Head	id=g:5898914
Berry Head	id=g:5898915
Berry Head	id=g:5898916
Berry Head	id=g:5898917
Berry Head	id=g:5898918
Berry Head	id=g:5898919
Berry Head	id=g:5898920
Berry Head Cove	id=g:5898921
Berry Head Cove	id=g:5898922
Berry Head Marsh	id=g:5898923
Berry Head Pond	id=g:5898924
Berry Head Pond	id=g:5898925
Berry Hill	id=g:5898926
Berry Hill	id=g:5898927
Berry Hill	id=g:5898928
Berry Hill Brook	id=g:5898929
Berry Hill Pond	id=g:5898930
Berry Hill Pond	id=g:5898931
Berry Hill Pond	id=g:5898932
Berry Hills	id=g:5898933
Berry Inlet	id=g:5898934
Berry Island	id=g:5898935
Berry Island	id=g:5898936
Berry Island	id=g:5898937
Berry Island	id=g:5898938
Berry Island	id=g:5898939
Berry Island	id=g:5898940
Berry Island	id=g:5898941
Berry Island	id=g:5898942
Berry Island	id=g:5898943
Berry Island	id=g:5898944
Berry Island	id=g:5898945
Berry Island	id=g:5898946
Berry Island	id=g:5898947
Berry Island	id=g:5898948
Berry Island	id=g:5898949
Berry Island	id=g:5898950
Berry Island Rock	id=g:5898951
Berry Islands	id=g:5898952
Berry Lake	id=g:5898953
Berry Lake	id=g:5898954
Berry Lake	id=g:5898955
Berry Lake	id=g:5898956
Berry Lake	id=g:5898957
Berry Lake	id=g:5898958
Berry Lake	id=g:5898959
Berry Lake	id=g:5898960
Berry Lake	id=g:5898961
Berry Lake	id=g:5898962
Berry Lakes	id=g:5898963
Berry Lakes	id=g:5898964
Berryman Cove	id=g:5898965
Berryman Creek	id=g:5898966
Berryman Lake	id=g:5898967
Berryman Point	id=g:5898968
Berrymarsh	id=g:5898969
Berry Marsh	id=g:5898970
Berry Mills	id=g:5898971
Berry Mills Heights	id=g:5898972
Berrymoor	id=g:5898973
Berry Patches	id=g:5898974
Berry Patch Lake	id=g:5898975
Berry Peninsula	id=g:5898976
Berrypicker Rock	id=g:5898977
Berrypicking Hill	id=g:5898978
Berry Point	id=g:5898979
Berry Point	id=g:5898980
Berry Point	id=g:5898981
Berry Point	id=g:5898982
Berry Point	id=g:5898983
Berry Pond	id=g:5898984
Berry Rapids	id=g:5898985
Berry River	id=g:5898986
Berry Rocks	id=g:5898987
Berrys	id=g:5898988
Berrys Bay	id=g:5898989
Berry's Creek	id=g:5898990
Berryton	id=g:5898991
Berryton	id=g:5898992
Berston Island	id=g:5898993
Bertaud Creek	id=g:5898994
Bertaud Lake	id=g:5898995
Berteau Hill	id=g:5898996
Bert Glacier	id=g:5898997
Bertha Creek	id=g:5898998
Bertha Creek	id=g:5898999
Bertha Island	id=g:5899000
Bertha Island	id=g:5899001
Bertha Lake	id=g:5899002
Bertha Lake	id=g:5899003
Bertha Lake	id=g:5899004
Bertha Lake	id=g:5899005
Bertha Lake	id=g:5899006
Bertha Lake	id=g:5899007
Bertha Peak	id=g:5899008
Berthe Cove	id=g:5899009
Berthé Islet	id=g:5899010
Berthelet	id=g:5899011
Berthelot	id=g:5899012
Berthiaume	id=g:5899013
Berthie Harbour	id=g:5899014
Berthier	id=g:5899015
Berthier Lake	id=g:5899016
Berthierville	id=g:5899017
Berthierville	id=g:5899018
Berth Lake	id=g:5899019
Berth Lake	id=g:5899020
Berths Pond	id=g:5899021
Bertie	id=g:5899022
Bertie Bay	id=g:5899023
Bertie Lake	id=g:5899024
Bertie Rock	id=g:5899025
Bert Island	id=g:5899026
Bert Lake	id=g:5899027
Bert Lake	id=g:5899028
Bertoia Lake	id=g:5899029
Bert Powers Stillwater	id=g:5899030
Bertram	id=g:5899031
Bertram Creek	id=g:5899032
Bertram Creek	id=g:5899033
