Goldmine Hollow	id=g:4537702
Healdton High School	id=g:4538508
Healdton Lake	id=g:4538509
Healdton Middle School	id=g:4538510
Healdton Municipal Airport	id=g:4538511
Health Career Center	id=g:4538512
Heart o' the Hills Church	id=g:4538513
Heart-Of-Hills Camp	id=g:4538514
Heaston Church	id=g:4538515
Heath Cemetery	id=g:4538516
Heathcock Branch	id=g:4538517
Headrick	id=g:4538518
Heavener	id=g:4538519
Heavener	id=g:4538520
Heavener Church of Nazarene	id=g:4538521
Heavener Memorial Park	id=g:4538522
Township of Heavener	id=g:4538523
Heavenly Heights Baptist Church	id=g:4538524
Hebrew Cemetery	id=g:4538525
Hebron Cemetery	id=g:4538526
Hectorville	id=g:4538527
Hectorville Church	id=g:4538528
Hee Creek	id=g:4538529
Heatherridge Shopping Center	id=g:4538530
Hefley Cemetery	id=g:4538531
Hefner Church	id=g:4538532
Hefner Church	id=g:4538533
Hefner Dam	id=g:4538534
Hefner Junior High School	id=g:4538535
Hegwood Creek	id=g:4538536
Hee Mountain	id=g:4538537
Heifer Creek	id=g:4538538
Heitholt Cemetery	id=g:4538539
James Crabtree Correctional Center	id=g:4538540
Township of Helena	id=g:4538541
Hell Creek	id=g:4538542
Hell and Gone Creek	id=g:4538543
Helena	id=g:4538544
Helloms Lake Dam	id=g:4538545
Hellroaring Creek	id=g:4538546
Hellard Cemetery	id=g:4538547
Hellroaring Creek	id=g:4538548
Hells Hollow	id=g:4538549
Hellums Lake	id=g:4538550
Helsel Creek	id=g:4538551
Henderson Cemetery	id=g:4538552
Henderson Hills Baptist Church	id=g:4538553
Henderson Lake	id=g:4538554
Henderson Lake Dam	id=g:4538555
Henderson School	id=g:4538556
Henderson-Harris Cemetery	id=g:4538557
Hendricks Cemetery	id=g:4538558
Hendrix	id=g:4538559
Hennepin	id=g:4538560
Hennepin Cemetery	id=g:4538561
Hennessey	id=g:4538562
Hennessey Cemetery	id=g:4538563
Hennessey Cemetery	id=g:4538564
Hennessey Elementary School	id=g:4538565
Hennessey High School	id=g:4538566
Mount Henquent	id=g:4538567
Henry Cemetery	id=g:4538568
Henry Elementary School	id=g:4538569
Henry G Mountain	id=g:4538570
Henry House Creek	id=g:4538571
Henderson Farm Airport	id=g:4538572
Henry Post Army Air Field	id=g:4538573
Henry School	id=g:4538574
Township of Henry	id=g:4538575
Township of Henry	id=g:4538576
Henryetta	id=g:4538577
Henryetta Bible Baptist Church	id=g:4538578
Henryetta Dam	id=g:4538579
Henryetta High School	id=g:4538580
Henryetta Lake	id=g:4538581
Henryetta Municipal Airport	id=g:4538582
Henryetta Oil and Gas Field	id=g:4538583
Hensley Mountain	id=g:4538584
Herd	id=g:4538585
Hereford Creek	id=g:4538586
Henry House Falls	id=g:4538587
Heritage Baptist Church	id=g:4538588
Heritage Baptist Church	id=g:4538589
Heritage Baptist Church	id=g:4538590
Heritage Baptist Church	id=g:4538591
Heritage Hall Schools	id=g:4538592
Heritage Park Mall	id=g:4538593
Heritage Plaza	id=g:4538594
Heritage Plaza	id=g:4538595
Heritage Presbyterian Church	id=g:4538596
Heritage Shopping Center	id=g:4538597
Heritage Shopping Center	id=g:4538598
Herndon School	id=g:4538599
Herndon School	id=g:4538600
Herold Church	id=g:4538601
Herold Mennonite Church	id=g:4538602
Heronville Elementary School	id=g:4538603
Herring	id=g:4538604
Hess	id=g:4538605
Hester	id=g:4538606
Hester Cemetery	id=g:4538607
Hettick Gss Number 3 Dam	id=g:4538608
Hettick Gss Number 3 Reservoir	id=g:4538609
Hewitt	id=g:4538610
Hewitt Cemetery	id=g:4538611
Hewitt Cemetery	id=g:4538612
Hewitt Mountain	id=g:4538613
Township of Hewitt	id=g:4538614
Hext	id=g:4538615
Heyburn	id=g:4538616
Heyburn Dam	id=g:4538617
Heyburn Lake	id=g:4538618
Heyburn Reservoir	id=g:4538619
Heyburn Wildlife Management Area	id=g:4538620
Heyls Hill	id=g:4538621
Heyls Hole	id=g:4538622
Hi Early Cemetery	id=g:4538623
Hi Early Mountain	id=g:4538624
Hi-Point Church	id=g:4538625
Hi-Way Airport	id=g:4538626
Hi-Way Assembly Church	id=g:4538627
Hi-Way Church	id=g:4538628
Hiawana Creek	id=g:4538629
Heritage Academy of Tulsa	id=g:4538630
Hiawatha	id=g:4538631
Hibsaw	id=g:4538632
Hickey Dam	id=g:4538633
Hickey Reservoir	id=g:4538634
Hickory	id=g:4538635
Hickory Branch	id=g:4538636
Hiawana Prairie	id=g:4538637
Hickory Cemetery	id=g:4538638
Hickory Creek	id=g:4538639
Hickory Cemetery	id=g:4538640
Hickory Creek	id=g:4538641
Hickory Creek	id=g:4538642
Hickory Creek	id=g:4538643
Hickory Creek	id=g:4538644
Hickory Creek	id=g:4538645
Hickory Creek	id=g:4538646
Hickory Creek Cemetery	id=g:4538647
Hickory Creek Public Use Area	id=g:4538648
Hickory Creek State Game Management Area	id=g:4538649
Hickory Falls	id=g:4538650
Hickory Flat	id=g:4538651
Hickory Ground Number 1 Church	id=g:4538652
Hickory Ground Number 2 Church	id=g:4538653
Hickory Grove Cemetery	id=g:4538654
Hickory Grove Cemetery	id=g:4538655
Hickory Grove Church	id=g:4538656
Hickory Grove Church	id=g:4538657
Hickory Grove School	id=g:4538658
Hickory Hill	id=g:4538659
Hickory Hill Church	id=g:4538660
Hickory Hill Strip Mine	id=g:4538661
Hickory Hills Airport	id=g:4538662
Hickory Hollow	id=g:4538663
Hickory Creek Island	id=g:4538664
Hickory Point Recreation Area	id=g:4538665
Hickory Ridge	id=g:4538666
Township of Hickory Ridge	id=g:4538667
Township of Hickory	id=g:4538668
Township of Hickory	id=g:4538669
Township of Hickory	id=g:4538670
Hickorynut Ridge	id=g:4538671
Hicks Branch	id=g:4538672
Hickory Point	id=g:4538673
Hicks Hill	id=g:4538674
Hicks Mountain	id=g:4538675
Hider Hollow	id=g:4538676
Hicks Chapel Cemetery	id=g:4538677
Higbee Community Hall	id=g:4538678
Higgins	id=g:4538679
Higgins Creek	id=g:4538680
Hiderbrand Cemetery	id=g:4538681
High Hill	id=g:4538682
High Hill Cemetery	id=g:4538683
High Hill Cemetery	id=g:4538684
High Hill Church	id=g:4538685
High Hill Church	id=g:4538686
High Hill Church	id=g:4538687
High Hill Church	id=g:4538688
High Peak	id=g:4538689
High Peak	id=g:4538690
High Point	id=g:4538691
High Point Cemetery	id=g:4538692
High Point Cemetery	id=g:4538693
High Praise Church	id=g:4538694
High Rock Trail	id=g:4538695
High Spring	id=g:4538696
High Spring Cemetery	id=g:4538697
High Spring Church	id=g:4538698
High Spring Church	id=g:4538699
High Spring Mountains	id=g:4538700
High Top	id=g:4538701
High Top	id=g:4538702
Highland Baptist Church	id=g:4538703
Highland Baptist Church	id=g:4538704
Highland Cemetery	id=g:4538705
Highland Cemetery	id=g:4538706
Highland Cemetery	id=g:4538707
Highland Cemetery	id=g:4538708
Highland Cemetery	id=g:4538709
Highland Cemetery	id=g:4538710
Highland Cemetery	id=g:4538711
Highland Cemetery	id=g:4538712
Highland Church	id=g:4538713
Highland Church	id=g:4538714
Highland Church of God-Christ	id=g:4538715
Highland East School	id=g:4538716
Highland Heights Methodist Church	id=g:4538717
Highland Hills Baptist Church	id=g:4538718
Highland Lake	id=g:4538719
Highland Lake School	id=g:4538720
Highland Park	id=g:4538721
Highland Park	id=g:4538722
Highland Park Baptist Church	id=g:4538723
Highland Park Baptist Church	id=g:4538724
Highland Park Baptist Church	id=g:4538725
Highland Park Baptist Church	id=g:4538726
Highland Park Christian Church	id=g:4538727
Highland Park Methodist Church	id=g:4538728
Highland Park Missionary Baptist Church	id=g:4538729
Highland Park School	id=g:4538730
Highland Park School	id=g:4538731
Highland Park School	id=g:4538732
Highland Park School	id=g:4538733
Highland Plaza	id=g:4538734
Highland School	id=g:4538735
Highland School	id=g:4538736
Highland Shopping Center	id=g:4538737
Highland West School	id=g:4538738
Township of Highland	id=g:4538739
Highley Park	id=g:4538740
Hightower	id=g:4538741
Highway 31 Landing Recreation Area	id=g:4538742
Highway 9 Landing	id=g:4538743
Highway Church	id=g:4538744
Highway Mission Church	id=g:4538745
Highway of Holiness Church	id=g:4538746
Hill Cemetery	id=g:4538747
Hill Chapel	id=g:4538748
Hill Gss Number 1 Dam	id=g:4538749
Hill Gss Number 1 Reservoir	id=g:4538750
Hillcrest Baptist Church	id=g:4538751
Hillcrest Baptist Church	id=g:4538752
Hillcrest Baptist Church	id=g:4538753
Hillcrest Baptist Church	id=g:4538754
Hillcrest Cemetery	id=g:4538755
Hillcrest Christian Church	id=g:4538756
Hillcrest Country Club	id=g:4538757
Hillcrest Floral Gardens	id=g:4538758
Hillcrest Heights Baptist Church	id=g:4538759
Hillcrest Hospital	id=g:4538760
Hillcrest Hospital	id=g:4538761
Hillcrest Medical Center Heliport	id=g:4538762
Hillcrest Park	id=g:4538763
Hillcrest Park	id=g:4538764
Hillcrest Pentecostal Church	id=g:4538765
Hillcrest Presbyterian Church	id=g:4538766
Hillcrest School	id=g:4538767
Hillcrest Elementary School	id=g:4538768
Hillcrest Shopping Center	id=g:4538769
Hillcrest United Methodist Church	id=g:4538770
Hilldale Holiness Church	id=g:4538771
Hilldale School	id=g:4538772
Hilliby Creek	id=g:4538773
High Bridge	id=g:4538774
Township of Hillsboro	id=g:4538775
Hillsdale	id=g:4538776
Hillsdale Bible Church	id=g:4538777
Hillsdale School	id=g:4538778
Hillside Cemetery	id=g:4538779
Hillside Church	id=g:4538780
Hillside Church	id=g:4538781
Hillside Church	id=g:4538782
Hillside Church	id=g:4538783
Hillside School	id=g:4538784
Hillside School	id=g:4538785
Hillside Springs	id=g:4538786
Hilltop Assembly of God Church	id=g:4538787
Hilltop Baptist Church	id=g:4538788
Hilltop Church	id=g:4538789
Hilltop Church	id=g:4538790
Hilltop Church	id=g:4538791
Hilltop Landing Strip	id=g:4538792
Hilltop School	id=g:4538793
Hilltop Shopping Center	id=g:4538794
Hillwood Baptist Church	id=g:4538795
Hilton	id=g:4538796
Mount Hinds	id=g:4538797
Hines Creek	id=g:4538798
Hills Chapel School	id=g:4538799
Hinson Cemetery	id=g:4538800
Hinton	id=g:4538801
Hinton Cemetery	id=g:4538802
Hinton Elementary School	id=g:4538803
Hinton Hollow	id=g:4538804
Hinkle	id=g:4538805
Hinton Sewage Pond	id=g:4538806
Hinton Sewage Pond Dam	id=g:4538807
Hird	id=g:4538808
Hisaw Bottom	id=g:4538809
Hisle	id=g:4538810
Hispanic Christian Center	id=g:4538811
Hissom Memorial Center Heliport	id=g:4538812
Hitchcock	id=g:4538813
Hitchcock United Methodist Church	id=g:4538814
Hitchita	id=g:4538815
Hitchita Church	id=g:4538816
Hitchita-Lackey Cemetery	id=g:4538817
Hiwassee Lake Dam	id=g:4538818
Hiway Tabernacle	id=g:4538819
Hixson Bridge	id=g:4538820
Hobart	id=g:4538821
Hobart Country Club	id=g:4538822
Hobart High School	id=g:4538823
Hobart Middle School	id=g:4538824
Hobart Municipal Airport	id=g:4538825
Township of Hobart	id=g:4538826
Township of Hobart	id=g:4538827
Hobbs Canyon	id=g:4538828
Hinton Senior High School	id=g:4538829
Hobbs Creek	id=g:4538830
Hobby Lobby Retail Center	id=g:4538831
Hochatown Mountain	id=g:4538832
Hochatown State Park	id=g:4538833
Hocker	id=g:4538834
Hockerville	id=g:4538835
Hodge Creek	id=g:4538836
Hochatown	id=g:4538837
Hodgen Cemetery	id=g:4538838
Hodgens Station	id=g:4538839
Pamela Hodson Elementary School	id=g:4538840
Hoffman	id=g:4538841
Hoffman Cemetery	id=g:4538842
Hofschulte Hill	id=g:4538843
Hog Creek	id=g:4538844
Hodgen	id=g:4538845
Hog Creek	id=g:4538846
Hog Creek	id=g:4538847
Hog Creek	id=g:4538848
Hog Creek	id=g:4538849
Hog Creek	id=g:4538850
Hog Creek	id=g:4538851
Hog Creek	id=g:4538852
Hog Eye Creek	id=g:4538853
Hog Hollow	id=g:4538854
Hog Pen Public Access	id=g:4538855
Township of Hogan	id=g:4538856
Hogeye Creek	id=g:4538857
Hogan Cemetery	id=g:4538858
Hogeye Hollow	id=g:4538859
Hogpen Lake	id=g:4538860
Hogshooter Bluff	id=g:4538861
Hogshooter Creek	id=g:4538862
Hogshooter	id=g:4538863
Hogshooter Creek	id=g:4538864
Hogskin Creek	id=g:4538865
Hogskin Hollow	id=g:4538866
Hohman Airport	id=g:4538867
Holcomb-Cook Cemetery	id=g:4538868
Holdenville	id=g:4538869
Holdenville City Dam	id=g:4538870
Holdenville City Lake	id=g:4538871
Holdenville General Hospital Heliport	id=g:4538872
Holdenville Junior High School	id=g:4538873
Holdenville Municipal Airport	id=g:4538874
Holdenville Oil Field	id=g:4538875
Holdenville Senior High School	id=g:4538876
Holdenville State Fish Hatchery	id=g:4538877
Holdenville Waterworks Dam	id=g:4538878
Holdenville Waterworks Lake	id=g:4538879
Holder Cemetery	id=g:4538880
Holi-Tuska Creek	id=g:4538881
Hokit Cemetery	id=g:4538882
Holiness Camp	id=g:4538883
Holiness Church	id=g:4538884
Holiness Church Camp	id=g:4538885
Holiness Church Free	id=g:4538886
Holland Cemetery	id=g:4538887
Holland Hall School	id=g:4538888
Holliday Hills Shopping Center	id=g:4538889
Hollis	id=g:4538890
Hollis 118 Dam	id=g:4538891
Hollis Canyon	id=g:4538892
Holiday Square	id=g:4538893
Hollis High School	id=g:4538894
Hollis Municipal Airport	id=g:4538895
Hollis Pond	id=g:4538896
Township of Hollis	id=g:4538897
Hollister	id=g:4538898
Hollister Cemetery	id=g:4538899
Hollow	id=g:4538900
Holly Branch	id=g:4538901
Hollis Elementary School	id=g:4538902
Holly Branch	id=g:4538903
Holly Creek	id=g:4538904
Holly Creek	id=g:4538905
Holly Creek	id=g:4538906
Holly Creek	id=g:4538907
Holly Creek	id=g:4538908
Holly Creek	id=g:4538909
Holly Creek Church	id=g:4538910
Holly Mountain	id=g:4538911
Hollywood Corners	id=g:4538912
Hollywood Shopping Center	id=g:4538913
Holmes Peak	id=g:4538914
Holmes School	id=g:4538915
Holsey Chapel CME Church	id=g:4538916
Holson Creek	id=g:4538917
Holly Mountain	id=g:4538918
Holson Valley State Game Management Area	id=g:4538919
Holt Mountain	id=g:4538920
Township of Holton	id=g:4538921
Holy Angels Church	id=g:4538922
Holy City Church (historical)	id=g:4538923
Holy Cross Catholic Church	id=g:4538924
Holy Cross Catholic Church	id=g:4538925
Holy Cross Church	id=g:4538926
Holy Cross Lutheran Church	id=g:4538927
Holy Devine Baptist Church	id=g:4538928
Holy Family Cathedral	id=g:4538929
Holy Family Cemetery	id=g:4538930
Holy Family Cemetery	id=g:4538931
Holy Family Church	id=g:4538932
Holy Family School	id=g:4538933
Holy Ghost Biblecostal Church	id=g:4538934
Holy Land Temple	id=g:4538935
Holy Rosary Cemetery	id=g:4538936
Holy Temple Baptist Church	id=g:4538937
Holy Temple Church of God	id=g:4538938
Holy Trinity Cemetery	id=g:4538939
Holy United Baptist Church	id=g:4538940
Homan Junior High School	id=g:4538941
Home Gardens Church of Christ	id=g:4538942
Home of Sequoyah	id=g:4538943
Home Sweet Home Church	id=g:4538944
Home of Hope	id=g:4538945
Homer	id=g:4538946
Homer Ranch Airport	id=g:4538947
Homer School	id=g:4538948
Homers Chapel	id=g:4538949
Homes School	id=g:4538950
Homestead	id=g:4538951
Homestead Cemetery	id=g:4538952
Homestead Farms Airport	id=g:4538953
Township of Homestead	id=g:4538954
Hominy	id=g:4538955
Hominy Cemetery	id=g:4538956
Hominy Creek	id=g:4538957
Holson Valley Church	id=g:4538958
Hominy Creek	id=g:4538959
Hominy Dam	id=g:4538960
Hominy Municipal Airport	id=g:4538961
Hominy Municipal Lake	id=g:4538962
Hominy Oil Field	id=g:4538963
Township of Hominy	id=g:4538964
Honer Heights Lake Dam	id=g:4538965
Honess Mountain	id=g:4538966
Honey Creek	id=g:4538968
Honey Creek	id=g:4538969
Hominy Middle School	id=g:4538970
Honey Creek	id=g:4538971
Honey Creek	id=g:4538972
Honey Creek Church	id=g:4538973
Honey Grove School	id=g:4538974
Honey Hill Branch	id=g:4538975
Honey Creek Recreation Area	id=g:4538976
Honey Springs	id=g:4538977
Honey Springs Branch	id=g:4538978
Honey Hill Church	id=g:4538979
Honobia	id=g:4538980
Honobia Creek	id=g:4538981
Honey Springs Cemetery	id=g:4538982
Honobia School	id=g:4538983
Honobia Trail	id=g:4538984
Honor Heights Lake	id=g:4538985
Honor Heights Park	id=g:4538986
Honor Heights Plaza	id=g:4538987
Honor Heights United Methodist Church	id=g:4538988
Hontubby	id=g:4538989
Hontubby Creek	id=g:4538990
Honobia Mountain	id=g:4538991
Hooper	id=g:4538992
Hooper Hill	id=g:4538993
Hoot Owl	id=g:4538994
Hoot Owl Creek	id=g:4538995
Hontubby Falls	id=g:4538996
Hoot Owl Hollow	id=g:4538997
Hoot Owl Hollow	id=g:4538998
Hoot Owl Hollow	id=g:4538999
Hoover	id=g:4539000
Hoover Oil Field	id=g:4539001
Hoover School	id=g:4539002
Hoover School	id=g:4539003
Hoover School	id=g:4539004
Hoover School	id=g:4539005
Hopcus Farms Airport	id=g:4539006
Hope	id=g:4539007
Hope Cemetery	id=g:4539008
Hope Cemetery	id=g:4539009
Hope Lutheran Church	id=g:4539010
Hope Memorial Baptist Church	id=g:4539011
Hope Unitarian Church	id=g:4539012
Hope Unitarian School	id=g:4539013
Hope of Glory Church	id=g:4539014
Township of Hope	id=g:4539015
Hopena Lake	id=g:4539016
Hopes Harbor Mission	id=g:4539017
Hopeton	id=g:4539018
Township of Hopeton	id=g:4539019
Hopewell	id=g:4539020
Hopewell Cemetery	id=g:4539021
Hopewell Cemetery	id=g:4539022
Hopewell Church	id=g:4539023
Hopewell Church	id=g:4539024
Hopewell Park Public Use Area	id=g:4539025
Township of Hopewell	id=g:4539026
Hopp Cemetery	id=g:4539027
Hopper Creek	id=g:4539028
Hoover Middle School	id=g:4539029
Hopper Lake	id=g:4539030
Township of Hopping	id=g:4539031
Horace Mann Junior High School	id=g:4539032
Horace Mann School	id=g:4539033
Horace Mann School	id=g:4539034
Hornback Creek	id=g:4539035
Hopper Flat	id=g:4539036
Horner School	id=g:4539037
Horntown	id=g:4539038
Horse Bone Creek	id=g:4539039
Horne Airport	id=g:4539040
Horse Branch	id=g:4539041
Horse Canyon	id=g:4539042
Horse Creek	id=g:4539043
Horse Creek	id=g:4539044
Horse Creek	id=g:4539045
Horse Creek	id=g:4539046
Horse Creek	id=g:4539047
Horse Creek	id=g:4539048
Horse Creek	id=g:4539049
Horse Creek	id=g:4539050
Horse Creek	id=g:4539051
Horse Creek Cove	id=g:4539052
Horse Head Creek	id=g:4539053
Horse Prairie Church	id=g:4539054
Horse Thief Canyon	id=g:4539055
Horse Prairie School	id=g:4539056
Horse Thief Springs	id=g:4539057
Horsehead Creek	id=g:4539058
Horse Thief Spring Campground	id=g:4539059
Horsehead Creek	id=g:4539060
Horsehead Mountain	id=g:4539061
Horsepen Branch	id=g:4539062
Horsepen Creek	id=g:4539063
Horsepen Creek	id=g:4539064
Horsepen Creek	id=g:4539065
Horseshoe Bend	id=g:4539066
Horseshoe Bend	id=g:4539067
Horseshoe Bend (historical)	id=g:4539068
Horseshoe Bend Public Use Area	id=g:4539069
Horseshoe Canyon	id=g:4539070
Horseshoe Bend	id=g:4539071
Horseshoe Lake	id=g:4539072
Horseshoe Lake	id=g:4539073
Horseshoe Lake	id=g:4539074
Horseshoe Lake	id=g:4539075
Horseshoe Lake	id=g:4539076
Horseshoe Lake	id=g:4539077
Horseshoe Lake	id=g:4539078
Horseshoe Mountain	id=g:4539079
Horseshoe Ranch	id=g:4539080
Horseshoe Ridge	id=g:4539081
Horsetooth Creek	id=g:4539082
Horseshoe Canyon Camp	id=g:4539083
Hosey Cemetery	id=g:4539084
Hoshall Shopping Center	id=g:4539085
Hoteyaby Cemetery	id=g:4539086
Houchin School	id=g:4539087
Houghtubby Branch	id=g:4539088
Hortons Chapel	id=g:4539089
Hourigan Spring	id=g:4539090
House	id=g:4539091
House Creek	id=g:4539092
House Creek	id=g:4539093
Houghtubby Spring	id=g:4539094
House Creek	id=g:4539095
Township of House Creek	id=g:4539096
House of Prayer	id=g:4539097
House of Prayer Assembly	id=g:4539098
House of Prayer Church	id=g:4539099
Houston Cemetery	id=g:4539100
Houston Cemetery	id=g:4539101
Houston Creek	id=g:4539102
House of Hope Church	id=g:4539103
Houston Creek	id=g:4539104
Houston Creek	id=g:4539105
Houston School	id=g:4539106
Township of Houston	id=g:4539107
Howard	id=g:4539108
Howard Cemetery	id=g:4539109
Howard Dam	id=g:4539110
Howard Memorial Baptist Church	id=g:4539111
Howard Reservoir	id=g:4539112
Howe	id=g:4539113
Township of Howe	id=g:4539114
Howell School	id=g:4539115
Howell School	id=g:4539116
Hower School	id=g:4539117
Howland Cemetery	id=g:4539118
Hoxbar	id=g:4539119
Hoyle Bridge	id=g:4539120
Hoyle Creek	id=g:4539121
Hoyt	id=g:4539122
Hubbard Elementary School	id=g:4539123
Hubbard Oil Field	id=g:4539124
Hubbard Road Interchange	id=g:4539125
Huckaby Cemetery	id=g:4539126
Huckleberry Hollow	id=g:4539127
Houston School	id=g:4539128
Hucmac	id=g:4539129
Hudlow Hollow	id=g:4539130
Huckleby Cemetery	id=g:4539131
Hudson Creek	id=g:4539132
Hudson Creek	id=g:4539133
Hudson Lake	id=g:4539134
Hudson Mountain	id=g:4539135
Huff Landing Strip	id=g:4539136
Hug-me-tight Branch	id=g:4539137
Hudson Dam	id=g:4539138
Hughes	id=g:4539139
Hughes County	id=g:4539140
Hughes Dam	id=g:4539141
Hughes Reservoir	id=g:4539142
Hughes School	id=g:4539143
Hughlow Cemetery	id=g:4539144
Hugo	id=g:4539145
Hugo Dam	id=g:4539146
Hugo Dam	id=g:4539147
Hugo High School	id=g:4539148
Hugo Interchange	id=g:4539149
Hugo Lake	id=g:4539150
Hugo Lake	id=g:4539151
Hugo Municipal Airport	id=g:4539152
Hugo Wildlife Management Area	id=g:4539153
