Kalniņi	id=g:459079
Eglaine	id=g:460068
Eglaine	id=g:460069
Egla Ezers	id=g:460070
Ēdole	id=g:460071
Ēdas	id=g:460072
Ēda	id=g:460073
Pieturas Punkts Džūkste	id=g:460074
Džūkste	id=g:460075
Džūkste	id=g:460076
Dzolu Upīte	id=g:460077
Dzīšļi	id=g:460078
Dzīšļi	id=g:460079
Dzirtnieki	id=g:460080
Veckrogzemnieki	id=g:460081
Dzelzceļa Stacija Mangaļis	id=g:460082
Dzirnkaļi	id=g:460083
Dzirnieki	id=g:460084
Dzirnieki	id=g:460085
Dzirnieki	id=g:460086
Dzīrnieki	id=g:460087
Dzirnieki	id=g:460088
Dzirnezers	id=g:460089
Dzirnavupe	id=g:460090
Dzirnavas	id=g:460091
Dzirnavas	id=g:460092
Dzirkalis	id=g:460093
Dzirkaļi	id=g:460094
Dzirciems	id=g:460095
Dzirciems	id=g:460096
Dzirciema Ezers	id=g:460097
Dziras	id=g:460098
Dzintari	id=g:460099
Dzintari	id=g:460100
Dzintari	id=g:460101
Dzintari	id=g:460102
Dzilnas	id=g:460103
Dzilnas	id=g:460104
Dzilna	id=g:460105
Dziļari	id=g:460106
Dzikļi	id=g:460107
Dziesnieki	id=g:460108
Dziedakšņi	id=g:460109
Stacija Dzērvīte	id=g:460110
Dzērves Pļava	id=g:460111
Dzērves	id=g:460112
Dzērves	id=g:460113
Dzērvēni	id=g:460114
Stacija Dzērve	id=g:460115
Dzērve	id=g:460116
Dzērve	id=g:460117
Dzērumcelmi	id=g:460118
Dzerkaļi	id=g:460119
Dzēriņi	id=g:460120
Stacija Dzērbene	id=g:460121
Dzērbene	id=g:460122
Dzeņi	id=g:460123
Dzeņi	id=g:460124
Dzeņi	id=g:460125
Dzeņi	id=g:460126
Dzeni	id=g:460127
Dzeņi	id=g:460128
Dzeņi	id=g:460129
Dzeņi	id=g:460130
Dzementava	id=g:460131
Dzelžupe	id=g:460132
Dzelzoelnieki	id=g:460133
Dzelži	id=g:460134
Dzelzgale	id=g:460135
Stacija Dzelzava	id=g:460136
Dzelzava	id=g:460137
Dzelžapurvi	id=g:460138
Dzelves Purvs	id=g:460139
Dzelteni	id=g:460140
Dzelda	id=g:460141
Dzelda	id=g:460142
Dzegužkalns Pieturas Punkts	id=g:460143
Dzeguzes	id=g:460144
Puradzegūzes	id=g:460145
Dzeguzēni	id=g:460146
Dzedziekstes Purvs	id=g:460147
Dzedrupe	id=g:460148
Dzedri	id=g:460149
Džalbi	id=g:460150
Dzalbi	id=g:460151
Dvorišče	id=g:460152
Dvorčani	id=g:460153
Dvietes Mežs	id=g:460154
Dviete	id=g:460155
Dviete	id=g:460156
Dūzēni	id=g:460157
Dutka	id=g:460158
Dūrupe	id=g:460159
Dūrupe	id=g:460160
Dūrupe	id=g:460161
Dursupe	id=g:460162
Dursupe	id=g:460163
Dure	id=g:460164
Dūre	id=g:460165
Dūre	id=g:460166
Durbe West	id=g:460167
Durbes Ezers	id=g:460168
Stacija Durbe	id=g:460169
Durbe	id=g:460170
Durbe	id=g:460171
Dupuri	id=g:460172
Dupša	id=g:460173
Dūnvalki	id=g:460174
Dūņupe	id=g:460175
Dūnupe	id=g:460176
Dūņezers	id=g:460177
Dunte	id=g:460178
Dunski	id=g:460179
Dunski	id=g:460180
Dunika	id=g:460181
Dungas	id=g:460182
Dūņezers	id=g:460183
Dūņieris	id=g:460184
Dunduri	id=g:460185
Dundi	id=g:460186
Dundaga	id=g:460187
Dunava	id=g:460188
Dūnas	id=g:460189
Stacija Dunalka	id=g:460190
Dunalka	id=g:460191
Dūmiņu Purvs	id=g:460192
Dūmiņi	id=g:460193
Dūmiķi	id=g:460194
Dūmele	id=g:460195
Dumbrauka	id=g:460196
Dulbergs	id=g:460197
Duķuri	id=g:460198
Dukuliene	id=g:460199
Dukuļi	id=g:460200
Dukuļi	id=g:460201
Dukuļava	id=g:460202
Dūķu Ezers	id=g:460203
Duku Ezers	id=g:460204
Duksis	id=g:460205
Duklāvi	id=g:460206
Dūķi	id=g:460207
Dūki	id=g:460208
Dūki	id=g:460209
Dukeri	id=g:460210
Dūkas Ezers	id=g:460211
Dūkas	id=g:460212
Dukānu Ezers	id=g:460213
Dūjēni	id=g:460214
Dūdursala	id=g:460215
Dūdumi	id=g:460216
Dudkas	id=g:460217
Ducsalas	id=g:460218
Dūči	id=g:460219
Dūči	id=g:460220
Dubulti	id=g:460221
Dubuļi	id=g:460222
Duboviki	id=g:460223
Dubna	id=g:460224
Dubna	id=g:460225
Dubļukalns	id=g:460226
Dubļeva	id=g:460227
Dubinova	id=g:460228
Stacija Dubeņi	id=g:460229
Dubeņi	id=g:460230
Dubeņi	id=g:460231
Dubeņi	id=g:460232
Dubena	id=g:460233
Dubārnes	id=g:460234
Druviena	id=g:460235
Druviena	id=g:460236
Druve	id=g:460237
Druvas	id=g:460238
Druvas	id=g:460239
Druvakti	id=g:460240
Druva	id=g:460241
Stacija Drusti	id=g:460242
Drusti	id=g:460243
Drusti	id=g:460244
Druskas	id=g:460245
Druļļu Purvs	id=g:460246
Drukas	id=g:460247
Drukas	id=g:460248
Drudži	id=g:460249
Drona	id=g:460250
Drivnieki	id=g:460251
Drivas	id=g:460252
Driškina Ezers	id=g:460253
Driksa	id=g:460254
Driguļi	id=g:460255
Dridzu Ezers	id=g:460256
Dricēni	id=g:460257
Dreveceni	id=g:460258
Drepis	id=g:460259
Drejas	id=g:460260
Dreizi	id=g:460261
Dreiski	id=g:460262
Dzeiši	id=g:460263
Dreimanu Ezers	id=g:460264
Teitupnieki	id=g:460265
Dreimaņi	id=g:460266
Dreimaņi	id=g:460267
Dreimaņi	id=g:460268
Dreimaņi	id=g:460269
Dreimaņi	id=g:460270
Dreimaņi	id=g:460271
Dreimaņi	id=g:460272
Dreiliņi	id=g:460273
Dreiliņi	id=g:460274
Dreijas	id=g:460275
Dravnieki	id=g:460276
Dravenieki	id=g:460277
Draulis	id=g:460278
Drapmani	id=g:460279
Drapas	id=g:460280
Drapaņi	id=g:460281
Drandas	id=g:460282
Drand	id=g:460283
Drabiņu Purvs	id=g:460284
Drabeši	id=g:460285
Dovole	id=g:460286
Doudersala	id=g:460287
Pieturas Punkts Dorupe	id=g:460288
Dorupe	id=g:460289
Dorupe	id=g:460290
Dorotpoles Ezers	id=g:460291
Dorotpole	id=g:460292
Doroškeviči	id=g:460293
Doredes	id=g:460294
Domopole	id=g:460295
Domanovo	id=g:460296
Dolnāja	id=g:460297
Doles Sala	id=g:460298
Doles	id=g:460299
Dole	id=g:460300
Dole	id=g:460301
Dokupe	id=g:460302
Dokti	id=g:460303
Dobumi	id=g:460304
Dobročina	id=g:460305
Dobri	id=g:460306
Dobkrogs	id=g:460307
Dobi	id=g:460308
Dobeļžibali	id=g:460309
Dobeļi	id=g:460310
Dobeles Rajons	id=g:460311
Dobele	id=g:460312
Dobēji	id=g:460313
Dižvilmaņi	id=g:460314
Dižtērukši	id=g:460315
Stacija Stende	id=g:460316
Dižstende	id=g:460317
Dižsēņi	id=g:460318
Dižruņķi	id=g:460319
Dižrungas	id=g:460320
Dižrimnieki	id=g:460321
Dižpurvs	id=g:460322
Dižmeži	id=g:460323
Dižmārtiņi	id=g:460324
Dižliepadi	id=g:460325
Dizķīri	id=g:460326
Dižkanķi	id=g:460327
Dižkalni	id=g:460328
Dižieres Ezers	id=g:460329
Dižgravis	id=g:460330
Diž-Gramzda	id=g:460331
Dižģērnieki	id=g:460332
Dižgaiļi	id=g:460333
Dižznotiņi	id=g:460334
Diždama	id=g:460335
Dirveikas	id=g:460336
Dīriņi	id=g:460337
Dinsdurbe	id=g:460338
Dingeskalni	id=g:460339
Dindeņi	id=g:460340
Dinaborčiki	id=g:460341
Stacija Dimzas	id=g:460342
Dimzas	id=g:460343
Dimzas	id=g:460344
Dimperāni	id=g:460345
Dimda	id=g:460346
Dimanti	id=g:460347
Dīlmaņi	id=g:460348
Dilani	id=g:460349
Dikmaļi	id=g:460350
Dikļi Mežs	id=g:460351
Dikļi	id=g:460352
Dīķi	id=g:460353
Dīķi	id=g:460354
Dīķeri	id=g:460355
Dignāja	id=g:460356
Dietlavi	id=g:460357
Dienvidsusēja	id=g:460358
Dīcmaņi	id=g:460359
Dicēni	id=g:460360
Dibeni	id=g:460361
Dibena Ezers	id=g:460362
Egļupe	id=g:460363
Desukrogs	id=g:460364
Dēsele	id=g:460365
Dervaniški	id=g:460366
Dervaniene	id=g:460367
Denelišķi	id=g:460368
Demerova	id=g:460369
Demene	id=g:460370
Delles	id=g:460371
Dēlkalni	id=g:460372
Dēliņš	id=g:460373
Dekteri	id=g:460374
Dekšnieki	id=g:460375
Dekšni	id=g:460376
Dekšņi	id=g:460377
Deksne	id=g:460378
Dekšāre	id=g:460379
Dejus	id=g:460380
Degušava	id=g:460381
Degumnieki	id=g:460382
Degumuiža	id=g:460383
Degumi	id=g:460384
Degumi	id=g:460385
Degšņas	id=g:460386
Degole	id=g:460387
Bandenieki	id=g:460388
Degļi	id=g:460389
Degļi	id=g:460390
Deglava	id=g:460391
Dravnieki	id=g:460392
Stacija Degas	id=g:460393
Dedziņi	id=g:460394
Dēdi	id=g:460395
Debeskrogs	id=g:460396
Debenieki	id=g:460397
Dāviņi	id=g:460398
Dāviņi	id=g:460399
Daukšupe	id=g:460400
Daukstes	id=g:460401
Daukstes	id=g:460402
Daukšas	id=g:460403
Stacija Dauguļi	id=g:460404
Dauguļi	id=g:460405
Dauguļi	id=g:460406
Dauguļi	id=g:460407
Dauguļeva	id=g:460408
Daugmale	id=g:460409
Daugavpils Rajons	id=g:460410
Daugavpils Northeast	id=g:460411
Daugavpils/Griva	id=g:460412
Daugavpils	id=g:460413
Daugavpils	id=g:460414
Buļļu Sala	id=g:460415
Daugavgrīva	id=g:460416
Stacija Daugava	id=g:460417
Daugasne	id=g:460418
Daudzītes	id=g:460419
Daudziešēni	id=g:460420
Stacija Daudzeva	id=g:460421
Daudzeva	id=g:460422
Daudzese	id=g:460423
Daudzene	id=g:460424
Dauzas	id=g:460425
Dārznieki	id=g:460426
Dārznieki	id=g:460427
Dārznieki	id=g:460428
Dārzini	id=g:460429
Darziņi	id=g:460430
Dārziņi	id=g:460431
Dārziņi	id=g:460432
Dārzciems	id=g:460433
Dārza Ezers	id=g:460434
Dartsmuiža	id=g:460435
Dārtiņa	id=g:460436
Dārte	id=g:460437
Dargeļeva	id=g:460438
Daņumarki	id=g:460439
Dankumi	id=g:460440
Daņķieris	id=g:460441
Dankeri	id=g:460442
Daniševka	id=g:460443
Daniņi	id=g:460444
Dangas	id=g:460445
Danderi	id=g:460446
Danči	id=g:460447
Dampjadruva	id=g:460448
Dāmenezers	id=g:460449
Dambrāti	id=g:460450
Dambji	id=g:460451
Dambji	id=g:460452
Dambīte	id=g:460453
Dambji	id=g:460454
Dambergi	id=g:460455
Dambenieks	id=g:460456
Dambari	id=g:460457
Daļģi	id=g:460458
Pieturas Punkts Dalbe	id=g:460459
Dalbe	id=g:460460
Daktermuiža	id=g:460461
Daktas	id=g:460462
Dakt	id=g:460463
Daksti	id=g:460464
Daķi	id=g:460465
Dakas	id=g:460466
Daiņi	id=g:460467
Daiņas	id=g:460468
Dailes	id=g:460469
Daigone	id=g:460470
Daibes Purvs	id=g:460471
Daibe	id=g:460472
Dagdas Ezers	id=g:460473
Dagda	id=g:460474
Dadžupe	id=g:460475
Dadži	id=g:460476
Dabīši	id=g:460477
Dabes	id=g:460478
Dabāki	id=g:460479
Cveieri	id=g:460480
Čušļi	id=g:460481
Čūskumuiža	id=g:460482
Cunka	id=g:460483
Čunčas	id=g:460484
Čunča	id=g:460485
Čunča	id=g:460486
Cūkusala	id=g:460487
Cukuri	id=g:460488
Pieturas Punkts Cukurfabrika	id=g:460489
Cukurene	id=g:460490
Čūksti	id=g:460491
Čūdariene	id=g:460492
Cucuri	id=g:460493
Cucuri	id=g:460494
Cūbas	id=g:460495
Courland	id=g:460496
Čornojes Ezers	id=g:460497
Čonkas	id=g:460498
Code	id=g:460499
Čivžuli	id=g:460500
Čivčieši	id=g:460501
Cīruļi	id=g:460502
Cistigi	id=g:460503
Ciskāni	id=g:460504
Ciskādi	id=g:460505
Cīrulis	id=g:460506
Stacija Cīruļi	id=g:460507
Cīruļi	id=g:460508
Ciruļi	id=g:460509
Cīruli	id=g:460510
Cīruļi	id=g:460511
Cīruļi	id=g:460512
Cīruļi	id=g:460513
Cīruļi	id=g:460514
Cīruļi	id=g:460515
Cīruļi	id=g:460516
Cīruļi	id=g:460517
Ciruļi	id=g:460518
Cīruļi	id=g:460519
Cīruļi	id=g:460520
Cirsti	id=g:460521
Cirsti	id=g:460522
Cirsinieki	id=g:460523
Cirši	id=g:460524
Cirpnieki	id=g:460525
Cirole	id=g:460526
Cirnava	id=g:460527
Cirmaņi	id=g:460528
Cirma Ezers	id=g:460529
Stacija Cirma	id=g:460530
Cirma	id=g:460531
Cirkale	id=g:460532
Ciriss	id=g:460533
Circeņi	id=g:460534
Cīrava	id=g:460535
Cirava	id=g:460536
Cinci	id=g:460537
Cimza	id=g:460538
Cimdiņš	id=g:460539
Cimdenieki	id=g:460540
Čimas	id=g:460541
Čīmas	id=g:460542
Čilipīne	id=g:460543
Cildi	id=g:460544
Cikunte	id=g:460545
Čikstes	id=g:460546
Čikste	id=g:460547
Stacija Cietoksnis	id=g:460548
Pieturas Punkts Ciemupes	id=g:460549
Ciemklabi	id=g:460550
Ciemiņi	id=g:460551
Ciemiņi	id=g:460552
Ciemgaļi	id=g:460553
Ciemātnieki	id=g:460554
Cielavas	id=g:460555
Cielavas	id=g:460556
Čiekurkalns	id=g:460557
Čiekuri	id=g:460558
Cieceres Ezers	id=g:460559
Ciecere	id=g:460560
Ciecere	id=g:460561
Ciecere	id=g:460562
Cibas	id=g:460563
Čeverava	id=g:460564
Cesvainieki	id=g:460565
Cesvaines Mežs	id=g:460566
Stacija Cesvaine	id=g:460567
Cesvaine	id=g:460568
Cēsu Rajons	id=g:460569
Cēsis	id=g:460570
Cesis	id=g:460571
Červonka	id=g:460572
Červoniki	id=g:460573
Cērtene	id=g:460574
Cērpiene	id=g:460575
Cērpi	id=g:460576
Cērpi	id=g:460577
Cērpi	id=g:460578
Cērpas	id=g:460579
Cērpaine	id=g:460580
Černova	id=g:460581
Černostes Ezers	id=g:460582
Černoste	id=g:460583
Černija	id=g:460584
Černavu Ezers	id=g:460585
Čerņavskije	id=g:460586
Cērkste	id=g:460587
Ceriņi	id=g:460588
Ceriņi	id=g:460589
Cieceri	id=g:460590
Cerešu Ezers	id=g:460591
Cerendas	id=g:460592
Cēre	id=g:460593
Čeriaukštė	id=g:460594
Ceraukste	id=g:460595
Cepurnieki	id=g:460596
Cepšu Ezers	id=g:460597
Cepliši	id=g:460598
Ceplīši	id=g:460599
Ceplīši	id=g:460600
Ceplīši	id=g:460601
Vecstumburi	id=g:460602
Ceplis	id=g:460603
Cepļi	id=g:460604
Ceplenieki	id=g:460605
Centuļi	id=g:460606
Centramuiža	id=g:460607
Centība	id=g:460608
Cenkuri	id=g:460609
Cenkoņi	id=g:460610
Cenkli	id=g:460611
Čeņči	id=g:460612
Cenas Tīrelis	id=g:460613
Cielavas	id=g:460614
Cena	id=g:460615
Stacija Cena	id=g:460616
Cena	id=g:460617
Stacija Cempi	id=g:460618
Cempi	id=g:460619
Čempi	id=g:460620
Cemeri	id=g:460621
Celmiņi	id=g:460622
Celmiņi	id=g:460623
Celmiņi	id=g:460624
Celmiņi	id=g:460625
Celmi	id=g:460626
Celmi	id=g:460627
Celmi	id=g:460628
Celmi	id=g:460629
Celmi	id=g:460630
Celmi	id=g:460631
Celmenieki	id=g:460632
Celmenieki	id=g:460633
Celmene	id=g:460634
Ceļmalnieki	id=g:460635
Ceļmalītes	id=g:460636
Cēļi	id=g:460637
Celenski	id=g:460638
Ceļenieki	id=g:460639
Ceļarāji	id=g:460640
Ceļakurtiši	id=g:460641
Cēlāji	id=g:460642
Cekuļi	id=g:460643
Dzelzceļa Stacija Cekules	id=g:460644
Cekule	id=g:460645
Ceimeri	id=g:460646
Čeidānu Purvs	id=g:460647
Cēģi	id=g:460648
Cegeļna	id=g:460649
Čečava	id=g:460650
Cebeņi	id=g:460651
Čaušica	id=g:460652
Čaupi	id=g:460653
Cauņi	id=g:460654
Caunes	id=g:460655
Čaunāni	id=g:460656
Čaukciems	id=g:460657
Catlakši	id=g:460658
Carnikava	id=g:460659
Cārmana Ezers	id=g:460660
Cankas	id=g:460661
Campi	id=g:460662
Cālīšsils	id=g:460663
Cakuli	id=g:460664
Čakstes	id=g:460665
Čakstes	id=g:460666
Čakste	id=g:460667
Čakši	id=g:460668
Čakši	id=g:460669
Čakši	id=g:460670
Cakši	id=g:460671
Čači	id=g:460672
Čači	id=g:460673
Buži	id=g:460674
Buzani	id=g:460675
Būtuļi	id=g:460676
Butnari	id=g:460677
Butnāri	id=g:460678
Butkas	id=g:460679
Butķēni	id=g:460680
Butkāni	id=g:460681
Butiški	id=g:460682
Buteniški	id=g:460683
Bušnieku Ezers	id=g:460684
Būšnieki	id=g:460685
Busiņiški	id=g:460686
Burzova	id=g:460687
Burtnieku Ezers	id=g:460688
Burtnieki	id=g:460689
Burga	id=g:460690
Burchardumuiža	id=g:460691
Buntiķi	id=g:460692
Buntiki	id=g:460693
Buntiķi	id=g:460694
Bunkas	id=g:460695
Bunkas	id=g:460696
Bunka	id=g:460697
Bungas	id=g:460698
Bungas	id=g:460699
Bunduli	id=g:460700
Bunčeva	id=g:460701
Bumbišķi	id=g:460702
Būmaņi	id=g:460703
Būmaņi	id=g:460704
Bulvāni	id=g:460705
Bulmeisteri	id=g:460706
Bullu Rava	id=g:460707
Buļļupe	id=g:460708
Buļļugals	id=g:460709
Buļļuciems	id=g:460710
Buļļi	id=g:460711
Buļļi	id=g:460712
Bulkas	id=g:460713
Bulkas	id=g:460714
Buliņa Ezers	id=g:460715
Buļi	id=g:460716
Bulduri	id=g:460717
Ozolkalni	id=g:460718
Bulduri	id=g:460719
Buķi	id=g:460720
Bukulti	id=g:460721
Bukuciems	id=g:460722
Buksti	id=g:460723
Bukšas	id=g:460724
Buki	id=g:460725
Buki	id=g:460726
Buki	id=g:460727
Buki	id=g:460728
Buķeļi	id=g:460729
Bukas	id=g:460730
Bukaiši	id=g:460731
Mežvidi	id=g:460732
Buka	id=g:460733
Buivīši	id=g:460734
Buiva	id=g:460735
Būdnieki	id=g:460736
Budiški	id=g:460737
Būdenieki	id=g:460738
Būdeni	id=g:460739
Budenbroka	id=g:460740
Budēļi	id=g:460741
Būdas	id=g:460742
Buculāni	id=g:460743
Būcēni	id=g:460744
Bučauska	id=g:460745
Bučas	id=g:460746
Bruzile	id=g:460747
Bruzilas	id=g:460748
Bruzilas	id=g:460749
Brūži	id=g:460750
Brūveri	id=g:460751
Brūveri	id=g:460752
Brūveri	id=g:460753
Brūveri	id=g:460754
Brūveri	id=g:460755
Brūveri	id=g:460756
Brūveri	id=g:460757
Brūveļi	id=g:460758
Brutuļi	id=g:460759
Brušvīti	id=g:460760
Brusovankas	id=g:460761
Brūši	id=g:460762
Bruņķitīs	id=g:460763
Brūnīši	id=g:460764
Bruņinieki	id=g:460765
Bruņi	id=g:460766
Brunenes Ezers	id=g:460767
Brunči	id=g:460768
Brunavišķi	id=g:460769
Brunava	id=g:460770
Brūnas	id=g:460771
Bruleni	id=g:460772
Brūkši	id=g:460773
Brūkleni	id=g:460774
Brūklāji	id=g:460775
Brukāni	id=g:460776
Bruci	id=g:460777
Bruči	id=g:460778
Broki	id=g:460779
Broki	id=g:460780
Brodi	id=g:460781
Brodaižu Ezers	id=g:460782
Brodaiži	id=g:460783
Brocēnu Ezers	id=g:460784
Stacija Brocēni	id=g:460785
Brocēni	id=g:460786
Brizule	id=g:460787
Brīsla	id=g:460788
Brišķi	id=g:460789
Briniņi	id=g:460790
Briņģi	id=g:460791
Bringi	id=g:460792
Brīmaņi	id=g:460793
Briļļi	id=g:460794
Brīkūzis	id=g:460795
Briģu Tīrelis	id=g:460796
Stacija Brigi	id=g:460797
Briģi	id=g:460798
Briģenes Ezers	id=g:460799
Briģene	id=g:460800
Briežuciems	id=g:460801
Saules Purvs	id=g:460802
Briežkalni	id=g:460803
Pieturas Punkts Brieži	id=g:460804
Brieži	id=g:460805
Brieži	id=g:460806
Brieži	id=g:460807
Brieži	id=g:460808
Brieži	id=g:460809
Brieži	id=g:460810
Brieži	id=g:460811
Brieži	id=g:460812
Brieži	id=g:460813
Brieževa	id=g:460814
Briedīši	id=g:460815
Briedes	id=g:460816
Briede	id=g:460817
Bridišķi	id=g:460818
Brīdaga	id=g:460819
Brici	id=g:460820
Brici	id=g:460821
Brici	id=g:460822
Brenti	id=g:460823
Stacija Brenguļi	id=g:460824
Brenguli	id=g:460825
Brenguļi	id=g:460826
Brendznieki	id=g:460827
Brenči	id=g:460828
Brencēni	id=g:460829
Brencēni	id=g:460830
Brekti	id=g:460831
Breksina	id=g:460832
Brēķi	id=g:460833
Bregži	id=g:460834
Bregža Kalns	id=g:460835
Brēdiķi	id=g:460836
Brediķi	id=g:460837
Bratova	id=g:460838
Brasliņi	id=g:460839
Brasli	id=g:460840
Braslava	id=g:460841
Braslava	id=g:460842
Pieturas Punkts Brasas	id=g:460843
Brasla	id=g:460844
Brasla	id=g:460845
Branti	id=g:460846
Branti	id=g:460847
Mezhvidi	id=g:460848
Brantēni	id=g:460849
Brantas	id=g:460850
Brankšas	id=g:460851
Brandini	id=g:460852
Brandavas	id=g:460853
Branckalns	id=g:460854
Branci	id=g:460855
Branči	id=g:460856
Bramiķi	id=g:460857
Bramberģe	id=g:460858
Brālīši	id=g:460859
Pieturas Punkts Brakšķi	id=g:460860
Braki	id=g:460861
Brakauski	id=g:460862
Brakas	id=g:460863
Bračkas	id=g:460864
Bračas	id=g:460865
Bosti	id=g:460866
Bortņiki	id=g:460867
Bortniki	id=g:460868
Bortnieki	id=g:460869
Borovkas Purvs	id=g:460870
Borovkas	id=g:460871
Borovka	id=g:460872
Borovka	id=g:460873
Borovije	id=g:460874
Borovaja	id=g:460875
Borne	id=g:460876
Bormaņi	id=g:460877
Bormaņi	id=g:460878
Borkuici	id=g:460879
Borbaļi	id=g:460880
Boraukas	id=g:460881
Bonitacova	id=g:460882
Bondari	id=g:460883
Bondari	id=g:460884
Bolderaja	id=g:460885
Boķi	id=g:460886
Bokāni	id=g:460887
Bokāni	id=g:460888
Bojaskrogs	id=g:460889
Bojas	id=g:460890
Bojāri	id=g:460891
Gulbiši	id=g:460892
Bodītes	id=g:460893
Bobri	id=g:460894
Blūzņi	id=g:460895
Blukaskrogs	id=g:460896
Blukas Stacija	id=g:460897
Blukas	id=g:460898
Blonti	id=g:460899
Blome	id=g:460900
Blome	id=g:460901
Bļodnieki	id=g:460902
Bļodnieki	id=g:460903
Bļizņeva	id=g:460904
Blisiņi	id=g:460905
Blīgzne	id=g:460906
Bliežas	id=g:460907
Stacija Blīdene	id=g:460908
Blīdene	id=g:460909
Blende	id=g:460910
Bledeli	id=g:460911
Blāzma	id=g:460912
Blāzma	id=g:460913
Blankfeldes Muiža	id=g:460914
Blanka	id=g:460915
Blākaiņi	id=g:460916
Blačeni	id=g:460917
Biži	id=g:460918
Bižas Ezers	id=g:460919
Bižas Ezers	id=g:460920
Bižas Ezers	id=g:460921
Bitnieki	id=g:460922
Bitiņi	id=g:460923
Bites	id=g:460924
Bites	id=g:460925
Bitēni	id=g:460926
Bitēni	id=g:460927
Bitāni	id=g:460928
Bisenieki	id=g:460929
Bisenieki	id=g:460930
Birzuļi	id=g:460931
Birzuļi	id=g:460932
Birzuļi	id=g:460933
Birznieki	id=g:460934
Birznieki	id=g:460935
Birznieki	id=g:460936
Birznieki	id=g:460937
Birzkalni	id=g:460938
Biržkalna Ezers	id=g:460939
Birži	id=g:460940
Birži	id=g:460941
Birzgale Mežs	id=g:460942
Birzgale	id=g:460943
Birzgaļi	id=g:460944
Birzes	id=g:460945
Birzes	id=g:460946
Pieturas Punkts Birzes	id=g:460947
Birža Ezers	id=g:460948
Birkstala	id=g:460949
Birkeneļi	id=g:460950
Bīriņu Ezers	id=g:460951
Bīriņi	id=g:460952
Binderi	id=g:460953
Biņava	id=g:460954
Bilska	id=g:460955
Biļļumuiža	id=g:460956
Biļļi	id=g:460957
Biļļi	id=g:460958
Bille	id=g:460959
Biletnieki	id=g:460960
Bīlavi	id=g:460961
Bīlavi	id=g:460962
Stacija Biksti	id=g:460963
Biksti	id=g:460964
Bikses	id=g:460965
Biksēre	id=g:460966
Biksējas Cuku Purvs	id=g:460967
Stacija Biksēja	id=g:460968
Biksēja	id=g:460969
Bikova	id=g:460970
Biķernieki	id=g:460971
Biķernieki	id=g:460972
Biķernieki	id=g:460973
Biķernieki	id=g:460974
Bikava	id=g:460975
Bikari	id=g:460976
Biģi	id=g:460977
Bigauņciems	id=g:460978
Biezais	id=g:460979
Bievalka	id=g:460980
Bietleri	id=g:460981
Bieranti	id=g:460982
Bielomoikas	id=g:460983
Bieķiņa Sala	id=g:460984
Bieķengrāvis	id=g:460985
Biedri	id=g:460986
Bidzi	id=g:460987
Bidāgi	id=g:460988
Bičul	id=g:460989
Bicanu Ezers	id=g:460990
Bicāni	id=g:460991
Bezzobi	id=g:460992
Bezmeri	id=g:460993
Bezdibena Ezers	id=g:460994
Bēžas	id=g:460995
Bētiņi	id=g:460996
Beti	id=g:460997
Bēti	id=g:460998
Bestes	id=g:460999
Beržu Purvs	id=g:461000
Stacija Bērzupe	id=g:461001
Bērzupe	id=g:461002
Bērzupe	id=g:461003
Bērzukrogs	id=g:461004
Bērzukalni	id=g:461005
Bērzuciems	id=g:461006
Berz-Sipele Stacija	id=g:461007
Bērzsīpele	id=g:461008
Bērzs	id=g:461009
Berzpils Purvs	id=g:461010
Bērzpils	id=g:461011
Bērzkalni	id=g:461012
Bērzkalni	id=g:461013
Bērzkalni	id=g:461014
Bērzkalne	id=g:461015
Stacija Berzini	id=g:461016
Bērziņi	id=g:461017
Bērziņi	id=g:461018
Bērzaiņi	id=g:461019
Bērziņi	id=g:461020
Bērziņi	id=g:461021
Bērziņi	id=g:461022
Bērziņi	id=g:461023
Bērziņi	id=g:461024
Bērziņi	id=g:461025
Bērziņi	id=g:461026
Bērziņi	id=g:461027
Bērzini	id=g:461028
Bērzi	id=g:461029
Bērzmuiža	id=g:461030
Bērzi	id=g:461031
Bērzi	id=g:461032
Stacija Bērzgale	id=g:461033
Bērzgale	id=g:461034
Ālave	id=g:461035
Berzgalas Ezers	id=g:461036
Mazbērzemnieki	id=g:461037
Bērzene	id=g:461038
Bērze	id=g:461039
Bērze	id=g:461040
Bērze	id=g:461041
Bērzciems	id=g:461042
Bērzbeķe	id=g:461043
Bērzaune	id=g:461044
Bērzaune	id=g:461045
Bērzauka	id=g:461046
Bērzalne	id=g:461047
Rociņas	id=g:461048
Bērzaine	id=g:461049
Bērvircava	id=g:461050
Bērtulaiši	id=g:461051
Bērtulaiši	id=g:461052
Bertmeji	id=g:461053
Bērtinu Ezers	id=g:461054
Stacija Bērstele	id=g:461055
Beržtalis	id=g:461056
Bernāti	id=g:461057
Bernesti	id=g:461058
Bernāni	id=g:461059
Bērnāni	id=g:461060
Bernāni	id=g:461061
Bernadskaja	id=g:461062
Vecbērģi	id=g:461063
Berģi	id=g:461064
Berģi	id=g:461065
Berezovka	id=g:461066
Berezovka	id=g:461067
Berezņiki	id=g:461068
Berezki	id=g:461069
Benuži	id=g:461070
Bēnkava	id=g:461071
Stacija Bēne	id=g:461072
Bēne	id=g:461073
Bēņas	id=g:461074
Beltes	id=g:461075
Beltes	id=g:461076
Belojes Ezers	id=g:461077
Belogrudova	id=g:461078
