Hācheh Dāghī	id=g:6689142
Nowrūzābād	id=g:6704895
Rezīnhā-ye Şan‘atī-ye Āz̄arbāījān	id=g:6704896
Zangī Darq	id=g:6704994
Qezel Bandaq	id=g:6704995
Chahārshanbeh	id=g:6704996
Ālmān Dāgh	id=g:6704997
Yengī Esperan	id=g:6704998
Chahārshanbeh Chāy	id=g:6704999
Yūsefābād	id=g:6705000
Dableqeh	id=g:6705001
Dūl	id=g:6706888
Qūlān	id=g:6706889
‘Amar	id=g:6706890
Qareh Tappeh	id=g:6706891
Bohlūl Dāghī	id=g:6706976
Shūr Darreh	id=g:6706978
Onīzeh Chāy	id=g:6706980
Bāgh-e Cheshmeh Lū	id=g:6706981
Shahrak-e Eram	id=g:6706982
Kūh-e ‘Own Ebn-e Alī	id=g:6706984
Akbarābād	id=g:6706985
Najjārābād	id=g:6706987
Ḩokmābād	id=g:6706989
Yūsefābād	id=g:6706990
Maqbareh-ye Şaḩeb ol Ghadīr	id=g:6706992
Manz̧arīyeh	id=g:6706995
Qīyah Dāghī	id=g:6706996
Gīyoreh Dāgh	id=g:6706997
Gūpāl Dāgh	id=g:6706999
Ūch Qārdāsh Dāghī	id=g:6707002
Bostān Darrehsī	id=g:6707004
Gachī Darrehsī	id=g:6707005
Qūsh Āld	id=g:6707007
Solūr Dāghī	id=g:6707009
Heram Darrehsī	id=g:6707010
Ūlākh Dāghī	id=g:6707012
Dand Dāghī	id=g:6707014
Kan Chān Darrehsī	id=g:6707017
Qezel Darrehsī	id=g:6707019
Taşfīyeh Khāneh-ye Nahand	id=g:6707021
Shahrak-e Bagh Mīsheh	id=g:6707023
Golshahr	id=g:6707025
Darreh-ye Darmān Dūzī	id=g:6707026
Nahand Chāy	id=g:6707027
Ārā Dāgh	id=g:6707028
Sadd-e Nahand	id=g:6707029
Dūzlākh Dāghī	id=g:6707030
Doqolgā Dāgh	id=g:6707031
Īlānlī Dāgh	id=g:6707032
Boyūk Dāghī	id=g:6707033
Marnāb Darrehsī	id=g:6707034
Emām Āghājī Darrehsī	id=g:6707035
Gūnī Dāgh	id=g:6707036
Boz Dāghī	id=g:6707037
Moşallá Dāgh	id=g:6707038
Maqbareh-ye Pīr-e ‘Alamdār	id=g:6707039
Khīābān-e Sattār Khān	id=g:6707040
Khīābān-e Shams-e Tabrīzī	id=g:6707041
Khīābān-e Sarbāz-e Shahīd	id=g:6707042
Khīābān-e Bīst va Do-e Bahman	id=g:6707043
Bolvār-e Emām	id=g:6707044
Bolvār-e Āzādī	id=g:6707045
Bozorgrāh-e Shahīd Kasā'ī	id=g:6707046
Za‘farānīyeh	id=g:6707047
Kūy-e Valī-ye ‘Aşr	id=g:6707048
‘Abbāsī	id=g:6707049
Kūy-e Shahīd Reja'ī	id=g:6707050
Mazra‘eh-ye Savāreh	id=g:6707051
Darreh-ye Alharod	id=g:6707052
Qareh Qayeh Dāghī	id=g:6707053
Qajal Dāgh	id=g:6707054
Ḩeshmatābād	id=g:6707055
Moshk ‘Anbar Chāy	id=g:6707056
Sherkat-e Sīmān-e Şūfīān	id=g:6707057
Ākhūlā-ye ‘Asgarābād	id=g:6707058
Nīrūgāh-e Ḩarāratī-ye Tabrīz	id=g:6707059
‘Abūd ol Janeh Anşārī	id=g:6707060
Shahrak-e Şan‘atī-ye Shahīd Rajā'ī	id=g:6707061
Sherkat-e Sahāmī-ye Petro Shīmī-ye Tabrīz	id=g:6707062
Charm Shahr	id=g:6707063
Pīr Mūsá	id=g:6707064
Īstgāh-e Sahlān	id=g:6707065
Mojtama‘-e Sahlān	id=g:6707066
Sadd-e Khākī-ye Ammnad	id=g:6707067
Gūleh Darreh	id=g:6707068
Qūsheh Gūzeh	id=g:6707069
Āgh Dāgh	id=g:6707070
Kūh-e Qermez Lāreh	id=g:6707071
Pīr Ḩasan	id=g:6707072
Sanakh Chāy	id=g:6707073
Tabrīz (2)	id=g:6707074
Maḩdūdeh-ye Prozheh-e Āb Rasānī-ye Tabrīz	id=g:6707075
Gomrok-e Īrān	id=g:6707076
Varkash Chāy	id=g:6707077
Rūdkhāneh-ye Amand	id=g:6707078
Z̄olbeyn Chāy	id=g:6707079
Kūh-e Qāleqān	id=g:6707080
Īstgāh-e Şūfīān	id=g:6707081
Kūh-e Āghcheh Qayah Dāgh	id=g:6707082
Nīrūgāh-e Barq-e Şūfīān	id=g:6707083
Kūh-e Yārem Jān	id=g:6707085
Khāneqāh-e Ţarzam	id=g:6707086
Kūh-e Mīsheh	id=g:6707087
Kūh-e Qorūtlū	id=g:6707088
Lār Chāy	id=g:6707089
Qezlār Dāgh	id=g:6707090
Kūh-e Shamshīr Boreh	id=g:6708463
Kūh-e Kabūd Mādīān Dūleh	id=g:6708464
Bān-e Vīzeh	id=g:6708465
Kūh-e Yāl Kabūd-e Bān-e Vīzeh	id=g:6708466
Cham Āb	id=g:6708467
Ma‘dan Gach-e Nīāz	id=g:6708468
Kūh-e Tūhol	id=g:6708469
Tang-e Nīāz	id=g:6708470
Ma‘dan-e Shen ow Māseh-ye Meymak	id=g:6708471
Cheshmeh-ye Polvān	id=g:6708472
Kānī-ye Qebleh	id=g:6708473
Cheshmeh-ye Harīz	id=g:6708474
Līzan	id=g:6708475
Cheshmeh-ye Dār Tūt	id=g:6708476
Rūdkhāneh-ye Kalāl-e Kabūd	id=g:6708477
Shahrak-e Şan‘atī-ye Īlām	id=g:6708479
Kūh-e Bar Āsman	id=g:6708480
Mūrt	id=g:6708481
Kūh-e Qal‘eh Bornā	id=g:6708482
Galāl-e Vāz	id=g:6708483
Kūh-e Dūshābeh Kūl	id=g:6708484
Kūh-e Anār	id=g:6708485
Cheshmeh-ye Vānī	id=g:6708486
Karrapū	id=g:6708487
Bān Pahn	id=g:6708488
Chehel Sheykheh	id=g:6708489
Kūh-e Bahār Āb	id=g:6708490
Kānī Gonbad	id=g:6708491
Kānī-ye Kabūd	id=g:6708492
Gonbad Khoshk	id=g:6708493
Kūh-e Pāldambar	id=g:6708494
Kūh-e Verīz	id=g:6708495
Cheshmeh-ye Kabūd	id=g:6708496
Shahrak-e Sarţāf	id=g:6708497
Kūh-e Manjal	id=g:6708498
Kūh-e Renow	id=g:6708499
Darreh-ye Chāl Zard	id=g:6708500
Tang-e Meleh	id=g:6708501
Kūh-e Bān Peleh	id=g:6708502
Rūdkhāneh-ye Shīrīn Āb	id=g:6708503
Kūh-e Meleh Sīāh Rag	id=g:6708504
Cheshmeh-ye Shīrīn	id=g:6708505
Tang-e Bīnā	id=g:6708506
Qeshlāq-e Mīr Makān	id=g:6708507
Tang-e Kalāvos	id=g:6708508
Cheshmeh-ye Kalāvos	id=g:6708509
Kūh-e Qal‘eh	id=g:6708510
Kūh-e Meleh Zalgeh	id=g:6708511
Kānī Kabūd	id=g:6708512
Kānī Charmū	id=g:6708513
Kānī Gat	id=g:6708514
Mīr Makān	id=g:6708515
Shaţ-e Harīz	id=g:6708516
‘Abd ol Raḩmān	id=g:6708517
Tang-e Tārīk	id=g:6708518
Kalak	id=g:6708519
Darreh-ye Gīl Gīlāl	id=g:6708522
Sar Ney	id=g:6708524
Kūh-e Takht-e Khān	id=g:6708526
Gom Gūr	id=g:6708528
Sūrgarī	id=g:6708531
Kīyāneh	id=g:6708533
Tabrak	id=g:6708535
Kūh-e Pāyeh	id=g:6708537
Sepāh	id=g:6708538
Kūh-e Sī Gol	id=g:6708539
Sarchamlū	id=g:6708540
Rīzehvand-e Būlī	id=g:6708541
Kūh-e Darālgeh	id=g:6708542
Rīzehvand	id=g:6708543
Kūh-e Pārdeh	id=g:6708544
Kūh-e Chāl Sīāh	id=g:6708545
Kūh-e Kalgīn	id=g:6708546
Sharīf ‘Alī	id=g:6708547
Shahrak-e Ḩājjī Bakhtīār	id=g:6708548
Pārdeh	id=g:6708549
Kānī-ye Kammachak	id=g:6708550
Zam Zamān	id=g:6708551
Bān-e Balūţ	id=g:6708552
Vardan	id=g:6708553
Dār-e zoleykhā	id=g:6708554
Sharzūl	id=g:6708555
Nākhvoreh	id=g:6708556
Palang Kanā	id=g:6708557
Kūh-e Yeksāleh	id=g:6708632
Bolvār-e Seyyed ol Shohadā	id=g:6708633
Cheshmeh-ye Sefīd	id=g:6708634
Rūdkhāneh-ye Harqatgah	id=g:6708635
Kūh-e Ţārom	id=g:6708636
Kūh-e Anjīr	id=g:6708637
Kūh-e Korreh Anjīr	id=g:6708638
Choqāblū	id=g:6708639
Varīz	id=g:6708640
Kūh-e Koshteh Zan	id=g:6708641
Kūh-e Kardeh Beh	id=g:6708642
Darreh-ye Sardan	id=g:6708643
Kūh-e Kanī	id=g:6708644
Cheshmeh-ye Sīyah Rag	id=g:6708645
Emāmzādeh Abū ol Ḩasan	id=g:6708646
Cheshmeh-ye Qebleh	id=g:6708647
Cheshmeh-ye Ţāher	id=g:6708648
Rūdkhāneh-ye Cham Khvosh-e Sūl	id=g:6708649
Kūh-e Anārak	id=g:6708650
Kūh-e Korreh Sar	id=g:6708651
Cheshmeh-ye Kalak	id=g:6708652
Cheshmeh-ye Mūrt	id=g:6708653
Rūdkhāneh-ye Qolā Dūleh	id=g:6708654
Rūdkhāneh-ye Cham Gaz	id=g:6708655
Kūh-e Daneh Loreh	id=g:6708656
Kūh-e Kolāh Sīāh	id=g:6708657
Cheshmeh-ye Kharzal	id=g:6708658
Galāl-e Barreh Zā	id=g:6708659
Asb-e Mordeh	id=g:6708660
Kūh-e Zeleh Zard	id=g:6708661
Cheshmeh-ye Garī Sāb	id=g:6708662
Pol Kalak	id=g:6708663
Kūh-e Cheshmeh Dowlat	id=g:6708664
Kūh-e Behnāzom	id=g:6708665
Gardaneh-ye Qolā	id=g:6708666
Sanjābīān	id=g:6708667
Sarāb-e Darrak	id=g:6708668
Shemīrān	id=g:6708669
Tang-e Shemīrān	id=g:6708670
Sīāh Gel	id=g:6708671
Bān-e Chenār	id=g:6708672
Kānī-ye Taran	id=g:6708673
Mīān Dār	id=g:6708674
Gāvmehr	id=g:6708675
Garmeh	id=g:6708676
Kānī-ye Kabūd	id=g:6708677
Posht Garmeh	id=g:6708678
Emāmzādeh Ḩājjī Ḩāẕer	id=g:6708679
Kūh-e Dānūk	id=g:6708680
Cheshmeh-ye Dānūk	id=g:6708681
Tang-e Dānūk	id=g:6708682
Cheshmeh-ye Vanīt	id=g:6708683
Dam Anjīr	id=g:6708684
Kūh-e Mīān Darreh	id=g:6708685
Tang-e Kūrī	id=g:6708686
Tang-e Khvoreh Qāleb	id=g:6708687
Kūh-e Mīleh Sīāh	id=g:6708688
Bān-e Zīārat	id=g:6708689
Kūh-e Kelī	id=g:6708695
Maqbareh-ye Seyyed Rezā Bak	id=g:6708696
Kūh-e Qat Shāh	id=g:6708697
Cham-e Gerdakān Dār	id=g:6708698
Cheshmeh-ye Gerdakān Dār	id=g:6708699
Kūh-e Bān Pīchgān	id=g:6708700
Charmān	id=g:6708701
Darreh-ye Lāneh Khers	id=g:6708702
Darreh-ye Kūhālī	id=g:6708703
Tappeh-ye Dārāb Khān	id=g:6708704
Darreh-ye Seyyed Sabzī	id=g:6708705
Tappeh-ye Shotor Mel	id=g:6708706
Kūh-e Now Malān	id=g:6708707
Cheshmeh-ye ‘Alījān	id=g:6708708
Kānī-ye Morvārīd	id=g:6708709
Cheshmeh-ye Darūneh	id=g:6708710
Kūh-e Boneh Bārīkeh	id=g:6708711
Darreh-ye Hameh	id=g:6708712
Kūh-e Şayyādān	id=g:6708713
Rostam ‘Alī	id=g:6708714
Kānī-ye Zargar	id=g:6708715
Rūdkhāneh-ye Kan Sūreh	id=g:6708716
Emāmzādeh-ye Khāmūsh	id=g:6708717
Darreh-ye Gowhareh	id=g:6708718
Kūh-e Qazaq	id=g:6708719
Kūh-e Kalāveh	id=g:6708720
Darreh-ye Bī Venīj	id=g:6708721
Kūh-e Bānovān	id=g:6708722
Kūh-e Dūrāj	id=g:6708723
Darreh-ye Dūrāj	id=g:6708724
Kūh-e Talameh	id=g:6708725
Darreh-ye Chālābeh	id=g:6708726
Kūh-e Nesār	id=g:6708727
Kūh-e Tang-e Chūl	id=g:6708728
Tangeh-ye Bī Vanīsh	id=g:6708729
Īstgāh-e Mokhābrātī-ye Karand	id=g:6708730
Kūh-e Ḩanān	id=g:6708731
Kūh-e Shekar Beygī	id=g:6708732
Kūh-e Golzār	id=g:6708733
Tang-e Gūl	id=g:6708734
Kūh-e Qatgeh	id=g:6708735
Kūh-e Qāder Bak	id=g:6708736
Kūh-e Tang-e Gūl	id=g:6708737
Sarāb-e Baryeh Khānī	id=g:6708738
Sarāb-e Pā‘īn	id=g:6708739
Chahār Malā'ekeh	id=g:6708740
Sadd-e Gahvāreh	id=g:6708741
Tappeh-ye Bālūl	id=g:6708742
Kūh-e Zardgār	id=g:6708743
Darreh-ye Galān Ḩājjī	id=g:6708744
Zeyd ‘Alī	id=g:6708745
Emāmzādeh Seyyed Shams ‘Alī	id=g:6708746
Kūh-e Bābā Shāh Aḩmad	id=g:6708747
Kūh-e Tappeh Veys	id=g:6708748
Darreh-ye Kūtīneh	id=g:6708749
Kūh-e Bāneh Sīāh	id=g:6708750
Cheshmeh-ye Hāmūlk	id=g:6708751
Darreh-ye Bī Mūsh	id=g:6708752
Kūh-e Gach	id=g:6708753
Darreh-ye Sūrsūrī	id=g:6708754
Emāmzādeh Teymūr	id=g:6708755
Bānīārān-e Seyyed Kākī	id=g:6708756
Cheshmeh-ye Kamareh	id=g:6708757
Darreh-ye Zarrīneh	id=g:6708758
Tappeh-ye Deleh Zhīrī	id=g:6708759
Kānī-ye Panjareh	id=g:6708760
Rūdkhāneh-ye Kerkereh	id=g:6708761
Cheshmeh-ye Gīvār	id=g:6708762
Gardaneh-ye Fīrdīn	id=g:6708763
Cheshmeh-ye Fīrdīn	id=g:6708764
Kūh-e Chīneh Besar	id=g:6708765
Morādābād	id=g:6708766
Rūdkhāneh-ye Kandrash	id=g:6708767
Kānī-ye Parī	id=g:6708768
Kūh-e Sabz ‘Alī	id=g:6708769
Kūh-e Varzard	id=g:6708770
Kūh-e Bān Ḩeydar	id=g:6708771
Kānī-ye Charmū	id=g:6708772
Cheshmeh-ye Tūrtūreh	id=g:6708773
Chamkhāneh-ye Ahl-e Ḩaq	id=g:6708774
Kūh-e Khvoreh Tāb	id=g:6708775
Rūdkhāneh-ye Meleh Mīrkhān	id=g:6708776
Kūh-e Bāngūzheh	id=g:6708777
Kūh-e Kheẕrzendeh	id=g:6708778
Cham-e Hūvehrū	id=g:6708779
Rūd-e Sīmānī	id=g:6708780
Cham-e Hūleh	id=g:6708781
Darreh-ye Sarāb	id=g:6708782
Cheshmeh-ye Sefīd	id=g:6708783
Emāmzādeh Dāvūd	id=g:6708784
Emāmzādeh-ye Shams-e Qamar	id=g:6708785
Seyyed Nāzeh	id=g:6708786
Bāpīr	id=g:6708787
Darreh Yābū	id=g:6708788
Kofr Āvar	id=g:6708789
Tappeh-ye Choqā Rashīd	id=g:6708790
Rāhdārkhāneh-ye Qalājeh	id=g:6708791
Rajabī	id=g:6708792
Cheshmeh Gholāmī	id=g:6708793
Cheshmeh Sefīd-e Ardeshīrī	id=g:6708794
Kamareh	id=g:6708795
Darvīshābād	id=g:6708796
Seyyed Ayāz-e Soflá	id=g:6708797
Kūh-e Esmā‘īl Bek	id=g:6708798
Sarāb	id=g:6708799
Darreh Derāz	id=g:6708800
Tareh Khoshkeh-ye Amīrābād	id=g:6708801
Kūh-e Sefīd Savār	id=g:6708802
Zavāreh Kūh	id=g:6708803
Kūh-e DūzūL	id=g:6708804
Gardaneh-ye Malīāneh	id=g:6708805
Posht Tang-e Mīvāneh	id=g:6708806
Bān Meydān-e ‘Olyā	id=g:6708807
Kūh-e Malīneh	id=g:6708808
Kolāh Derāz-e Āqājān	id=g:6708809
Kūh-e Gerdel	id=g:6708810
Kūh-e Shāylān	id=g:6708811
Vīleh	id=g:6708812
Qolleh-ye Mehrnegār	id=g:6708813
Kūh-e Koteh Sīāh	id=g:6708814
Vīleh	id=g:6708815
Sūkhvor-e Shahbāz	id=g:6708816
Cheshmeh Pahn-e Chelleh	id=g:6708817
Fatḩ ol Mobīn-e Qamrālī Chelleh	id=g:6708818
Zīāratgāh-e Ḩaẕrat-e Soleymān	id=g:6708819
Kūlsavānd	id=g:6708820
Maqbareh-ye Bābāgīr	id=g:6708821
Bīrāst	id=g:6708822
Tangeh-ye Ganāreh	id=g:6708823
Emāmzādeh Savāreh	id=g:6708824
Kūh-e Qazān Shekan	id=g:6708825
Kūh-e Charkheh Lān	id=g:6708826
Mīr Mīngeh-ye Soflā	id=g:6708827
Kūh-e Kachal	id=g:6708828
Darband Qalā	id=g:6708829
Khervīs-e Shīrāzī	id=g:6708830
Darreh-ye Khīzān	id=g:6708831
Darreh Khīzān-e Soflā	id=g:6708832
Darreh Khīzān-e ‘Olyā	id=g:6708833
Darreh Khīzān-e ‘Olyā	id=g:6708834
Taqī	id=g:6708835
Darreh-ye Sīāhāneh	id=g:6708836
Kūh-e Ghalālān	id=g:6708837
Darreh-ye Sīāhāneh	id=g:6708838
Pāsgāh-e Nīrū-ye Entez̧āmī-ye Bālāţāq	id=g:6708839
Kūh-e Bārīkeh	id=g:6708840
Ţāq-e Farhād	id=g:6708841
Kūh-e Anjīrak	id=g:6708842
Farāvīz	id=g:6708843
Namāzīyeh	id=g:6708844
Pūr Ḩasan	id=g:6708845
Kūshk	id=g:6708846
Shahrak-e Emām Khomeynī	id=g:6708847
Balgī	id=g:6708848
Lūseh Chareh	id=g:6708849
Nāvdār	id=g:6708850
Balgī	id=g:6708851
Ojāqlī	id=g:6708852
Gorgeh Choqā	id=g:6708853
Mamalī	id=g:6708854
Anjīrak	id=g:6708855
Chālā Yārqolī	id=g:6708856
Makkīyeh	id=g:6708857
Bāzgīr	id=g:6708858
Qūrchī Bāshī	id=g:6708859
Sarāb-e Bābā Manşūr	id=g:6708860
Kūh-e Dālāhū	id=g:6708861
Seyyed Bāqer	id=g:6708862
Emāmzādeh Sheykh Ḩasan	id=g:6708863
Deh-e Loţfī	id=g:6708864
Kūh-e Khāk Charmū	id=g:6708865
Jowzgeh	id=g:6708866
Kūh-e ‘Ālī Vālī	id=g:6708867
Shahrak-e Allāh Akbar	id=g:6708868
Shahrak-e Sīşad Dastgāh	id=g:6708869
Emāmzādeh Benyāmīn	id=g:6708870
Emāmzādeh Pīr Mūsá	id=g:6708871
Shahrak-e Farhangīān	id=g:6708872
Kūkāb	id=g:6708873
Jesr	id=g:6708874
Kalāshī	id=g:6708875
Kūh-e Gerdeh	id=g:6708937
Kūh-e Garzandāb	id=g:6708938
Genānī	id=g:6708939
Havān Darān	id=g:6708940
Matrūk	id=g:6708941
Emāmzādeh Bābādīnūr	id=g:6708942
Shahrak-e Serīās	id=g:6708943
Qal‘eh Gāh	id=g:6708944
Darreh-ye Bāgh-e Khalīfeh	id=g:6708945
Kūh-e Banan	id=g:6708946
Ordūgāh-e Mohājerīn-e Anşār	id=g:6708947
Sheykh ol Karam	id=g:6708948
‘Alī Tū	id=g:6708949
Rūdkhāneh-ye Bardzanjīr	id=g:6708950
Darreh-ye Havāndarān	id=g:6708951
Kūh-e Qal‘eh Anūshīravān	id=g:6708952
Darreh-ye Besī	id=g:6708953
Kūh-e Dūlehlū	id=g:6708954
Darreh-ye Bīlātā	id=g:6708955
Rūdkhāneh-ye Marghzār	id=g:6708956
Cheshmeh-ye Sarāb Shīān	id=g:6708957
Kūh-e Haftkūh	id=g:6708958
Kūh-e Zāgheh	id=g:6708959
Tangeh-ye Sheykh Samīn	id=g:6708960
Kūh-e Sefīd	id=g:6708961
Dasht-e Mūrt-e ‘Olyā	id=g:6708962
Darreh-ye Lāys	id=g:6708963
Cham-e Pārs	id=g:6708964
Veys Qolī	id=g:6708965
Darreh-ye Shūyl	id=g:6708966
Rūdkhāneh-ye Dūshmīān	id=g:6708967
Zāvoleh-ye ‘Olyā	id=g:6708968
Rūdkhāneh-ye Barī Shāh	id=g:6708969
Kūh-e Varmaleh	id=g:6708970
Cheshmeh-ye Chālāb	id=g:6708971
Kūh-e Bān Zard	id=g:6708972
Cham-e Shāhmār	id=g:6708973
Rūdkhāneh-ye Kāmrān	id=g:6708974
Kūh-e Qat Zard	id=g:6708975
Kūh-e Kūleh Rash	id=g:6708976
Darreh-ye ‘Alī Shokr	id=g:6708977
Kūh-e Qateh Barzeh	id=g:6708978
Darreh-ye Dūleh Khoshgeh	id=g:6708979
Bāgh-e Pīr	id=g:6708980
Kūh-e Zhāleh	id=g:6708981
Cheshmeh-ye Sarāb-e Ḩolūl	id=g:6708982
Darreh-ye Bandgaz	id=g:6708983
Kūh-e Hezārkhānī	id=g:6708984
Gardaneh-ye Meleh Lūkeh	id=g:6708985
Kūh-e Bozī	id=g:6708986
Cheshmeh-ye Qamāmeh	id=g:6708987
Cheshmeh-ye Sarāb Besī	id=g:6708988
Kūh-e Sarzard	id=g:6708989
Tangeh-ye Najah	id=g:6708990
Darreh-ye Tarīkeh	id=g:6708991
Cheshmeh-ye Sefīd	id=g:6708992
Kūh-e Tal-e Sefīd	id=g:6708993
Kūh-e Dowsālī	id=g:6708994
Kūh-e Ghūlī Qāvermeh	id=g:6708995
Kūh-e Anjīreh	id=g:6708996
Kūh-e Barzeh	id=g:6708997
Kūh-e Būrsavār	id=g:6708998
Tang-e Ezhdahā	id=g:6708999
Cheshmeh-ye Sang-e Sārā	id=g:6709000
Kūhang-e Zhāleh	id=g:6709001
Sarāb-e Kazāzī	id=g:6709002
‘Abd ol Karīm	id=g:6709003
Cheshmeh-ye Qolījān	id=g:6709004
Kūh-e Banāvajkāh	id=g:6709005
Kūh-e Būlghān	id=g:6709006
Darreh-ye Būlghān	id=g:6709007
Kūh-e Pālembereh	id=g:6709008
Cheshmeh-ye Gūlū	id=g:6709009
Kūh-e Dārūjāndāreh	id=g:6709010
Tangeh-ye Kūh	id=g:6709011
Kūh-e Bahrmardū	id=g:6709012
Kūh-e Qamareh	id=g:6709013
Kūh-e Posht Tang	id=g:6709014
Cheshmeh-ye Chālābeh Chamrow	id=g:6709015
Kūh-e Nūr‘alī	id=g:6709016
Gardaneh-ye Mīr Rangīn	id=g:6709017
Gavār	id=g:6709018
Dār-e Zanganeh	id=g:6709019
Vālī	id=g:6709020
Gardaneh-ye Zīntāt	id=g:6709021
Kānī-ye Kolārang	id=g:6709022
Chaghāvīān Gol Morādī	id=g:6709023
Jā‘ūrdī	id=g:6709024
Mīv	id=g:6709025
Gardaneh-ye Maleh Dozgīr	id=g:6709026
Gāreh	id=g:6709027
Marzeh Jār	id=g:6709028
Pālān-e Soflā	id=g:6709029
Dangī	id=g:6709030
Pālān-e Ḩasan	id=g:6709031
Pālān-e ‘Alī Dūst	id=g:6709032
Malāchīyeh	id=g:6709033
Sang-e Khalvatī	id=g:6709034
Kūh-e Mān Jājār	id=g:6709035
Kūh-e Qad‘alkeh	id=g:6709036
Marshāh	id=g:6709037
Gardaneh-ye Mīr Ḩesār	id=g:6709038
Gardaneh-ye Bozmīrābād	id=g:6709039
Kūh-e Takht-e Khānmak	id=g:6709040
Dārvīs	id=g:6709041
Qal‘eh-ye Bahādorī	id=g:6709042
Vārzshīd	id=g:6709043
Darreh-ye Kalleh Bozorg	id=g:6709044
Dasht-e Bīvānīch	id=g:6709045
Darreh-ye Vatūshāh	id=g:6709046
Darreh-ye Kowlīsā	id=g:6709047
Gūzheh	id=g:6709048
Qalkhānī	id=g:6709049
Maqbareh-ye Bohlūl	id=g:6709050
Kūh-e Barzehvān	id=g:6709051
Kānī-ye Şafar	id=g:6709052
Pālān-e ‘Alī Ḩasan	id=g:6709053
Pālān-e ‘Alīnaz̧ar	id=g:6709054
Pālān-e Cheshmeh Sefīd-e Soflá	id=g:6709055
Zoleykhā Mordeh	id=g:6709056
Dasht-e Ḩorr	id=g:6709057
S̄alās̄-e Bābājānī	id=g:6709058
Kūh-e Solkeh	id=g:6709059
Kūh-e Barqad	id=g:6709060
Kūh-e Dārmāzleh	id=g:6709061
Dārmāzleh	id=g:6709062
Kūh-e Chīālkeh	id=g:6709063
Banāvoch	id=g:6709064
Darvān-e Sīmīneh	id=g:6709065
Karehpū	id=g:6709066
Shalmeh Jār	id=g:6709067
Azmīrān	id=g:6709068
Qal‘eh Zanjīr	id=g:6709069
Dasht-e Khvorīlar	id=g:6709070
Kūh-e Kamar Zard	id=g:6709071
Kūh-e Tathūr	id=g:6709072
Bān-e Sān	id=g:6709073
Shavīl	id=g:6709074
Sarāb-e Bīsāz	id=g:6709075
Darreh-ye Sīgar	id=g:6709076
Kūh-e Kūleh	id=g:6709077
Kūh-e Kowlī	id=g:6709078
Kūh-e Seh Sokkān	id=g:6709079
Deh Rash	id=g:6709080
Cheshmeh Sīāh	id=g:6709081
Kūh-e Melah Kabūd	id=g:6709082
Kūh-e Karneh Laj	id=g:6709083
Kūh-e Rag Mīv	id=g:6709084
Gavīzeh-ye Şūfī Raḩmān	id=g:6709085
Vazmeh-ye Şūfī Towfīq	id=g:6709086
Bābā Shāh ‘Avaẕ	id=g:6709087
Āb Sard	id=g:6709088
Kūh-e Barkalāveh	id=g:6709089
Kūh-e Hūl Kamar	id=g:6709090
Kūh-e Gerdī Vārāneh	id=g:6709091
Shahrak-e Meydān Namak	id=g:6709092
Kūh-e Kazhī Darī	id=g:6709093
Barkar	id=g:6709094
Kūh-e Choqāmārū	id=g:6709095
Gūgerd	id=g:6709096
Gerūsheh-ye ‘Olyā	id=g:6709097
Kūh-e Barkareh Anjīrebūs	id=g:6709098
Kūgā-ye Soflá	id=g:6709099
Qal‘eh Tūt-e ‘Olyā	id=g:6709100
Nīkjār	id=g:6709101
Sār Bīlegī	id=g:6709102
Karkaz	id=g:6709103
Kallāsh Hānūsh	id=g:6709104
Anār Cheshmeh	id=g:6709105
Dowleh Mar	id=g:6709106
Pāmanārān	id=g:6709107
Lāqalā	id=g:6709108
Cheshmeh-ye Garāb	id=g:6709109
Qalājeh-ye ‘Olyā	id=g:6709110
Dār Rash	id=g:6709111
Banjū-ye ‘Olyā	id=g:6709112
Banjū-ye Soflá	id=g:6709113
Gardaneh-ye Rameh Row	id=g:6709114
Daveh	id=g:6709115
Cham Zeyteh	id=g:6709116
Sefīd Āb	id=g:6709117
Kūh-e Balḩeh	id=g:6709118
Kūh-e Sārebān	id=g:6709119
Cheshmeh-ye Chāvūk	id=g:6709120
Kūh-e Chīādargeh	id=g:6709121
Kūh-e Rageh	id=g:6709122
Kūh-e Kalūvar	id=g:6709123
Darreh-ye Sar Tang	id=g:6709124
Kūh-e Kavāyeleh	id=g:6709125
Kūh-e Şaḩrāvān	id=g:6709126
Maqbareh-ye Qows-e Gīlānī	id=g:6709127
Darreh-ye Karmīyeh	id=g:6709128
Kūh-e Pīch Pīchīneh	id=g:6709129
Kūh-e Deh Kan	id=g:6709130
Rūd-e Cham	id=g:6709131
Tāzehābād-e Soleymān	id=g:6709132
‘Abd ol Qāder	id=g:6709133
Qajar	id=g:6709134
Tāzehābād	id=g:6709138
Kūh-e Balkh Charmū	id=g:6709148
Kūh-e Kānī Kūreh	id=g:6709149
Kūh-e Ālbālū	id=g:6709150
Sehrāhī-ye Ḩezbollāh	id=g:6709151
Hānī Gholāmān	id=g:6709152
Darreh-ye Kalīm	id=g:6709153
Kūh-e Būhū	id=g:6709154
Ḩeşārīyeh	id=g:6709155
Bāgh-e Sheykh ‘Os̄mān	id=g:6709156
Darreh-ye Lādeh	id=g:6709157
Sarvābād-e Bālā	id=g:6709158
Ebrāhīmābād	id=g:6709159
Sar Darreh	id=g:6709160
Darreh-ye Del Zīr	id=g:6709161
Kūh-e Khargūshān	id=g:6709162
Darreh-ye Āvbār	id=g:6709163
