Gokpār	id=g:1202196
Gajendrāpur	id=g:1203099
Gajendrapur	id=g:1203100
Gajendra	id=g:1203101
Gajāria Kirtan Khola	id=g:1203102
Gajāria	id=g:1203103
Gajāria	id=g:1203104
Gājaria	id=g:1203105
Gajāria	id=g:1203106
Gajāria	id=g:1203107
Gājaria	id=g:1203108
Gajandar	id=g:1203109
Gājana	id=g:1203110
Gajālia	id=g:1203111
Gajālia	id=g:1203112
Gajālia	id=g:1203113
Gajalia	id=g:1203114
Gājakura	id=g:1203115
Gajaharpur	id=g:1203116
Gaiyārbhānga	id=g:1203117
Gancapāra	id=g:1203118
Gāilar Char	id=g:1203119
Gāilāra	id=g:1203120
Gaila	id=g:1203121
Gāikāta Bethiār Kāndi	id=g:1203122
Gaihār	id=g:1203123
Gaidya	id=g:1203124
Gaidi	id=g:1203125
Gaidghāt	id=g:1203126
Gāichāsia	id=g:1203127
Gahira	id=g:1203128
Gahira	id=g:1203129
Gahinkhāli	id=g:1203130
Gaherpur	id=g:1203131
Gaherdi	id=g:1203132
Gahar Mollar Kāndi	id=g:1203133
Gahangāchhi	id=g:1203134
Gahali	id=g:1203135
Gāhail	id=g:1203136
Gāgra	id=g:1203137
Gāgnābāri	id=g:1203138
Gāglāil	id=g:1203139
Gāgla	id=g:1203140
Gagdi	id=g:1203141
Gagansahar	id=g:1203142
Gaganbaria	id=g:1203143
Gagan	id=g:1203144
Gāera Betil	id=g:1203145
Gāendār	id=g:1203146
Gadyakāti	id=g:1203147
Gadmāri	id=g:1203148
Gadkhali	id=g:1203149
Gādighāt	id=g:1203150
Gadārdānga	id=g:1203151
Gadārbāg	id=g:1203152
Gadānagar	id=g:1203153
Gadāir Char	id=g:1203154
Gadāipur	id=g:1203155
Gadāipur	id=g:1203156
Gadāikāndi	id=g:1203157
Gādāj Nadi	id=g:1203158
Gadādhardi	id=g:1203159
Gadādhardi	id=g:1203160
Gadādhardi	id=g:1203161
Gadādhardāngi	id=g:1203162
Gachpur	id=g:1203163
Gachihāta	id=g:1203164
Gachia	id=g:1203165
Gāchhuābāri	id=g:1203166
Gāchhtala	id=g:1203167
Gāchh Kalta	id=g:1203168
Gāchhgaria	id=g:1203169
Gāchhbāria	id=g:1203170
Gāchhbāria	id=g:1203171
Gāchhbāria	id=g:1203172
Gāchhbāri	id=g:1203173
Gāchhābāri	id=g:1203174
Gāchha	id=g:1203175
Gachāpāra	id=g:1203176
Gācha	id=g:1203177
Gāburgāchh	id=g:1203178
Gābura	id=g:1203179
Bara Gābura	id=g:1203180
Gābuābāri	id=g:1203181
Gābua	id=g:1203182
Gābtāli Hāt	id=g:1203183
Gābtali	id=g:1203184
Gābtala	id=g:1203185
Gābrol	id=g:1203186
Gābrāpur	id=g:1203187
Gobra Khāli	id=g:1203188
Gābrākāndi	id=g:1203189
Gābrāgānti	id=g:1203190
Gabra	id=g:1203191
Gabna	id=g:1203192
Gābla	id=g:1203193
Gabkhan Khāl	id=g:1203194
Gābkhan	id=g:1203195
Gabia Bāriāl	id=g:1203196
Gābhisimul	id=g:1203197
Gābhikhola	id=g:1203198
Gābha	id=g:1203199
Gābha	id=g:1203200
Gābgāchhi	id=g:1203201
Gābgāchhi	id=g:1203202
Gāberpāra	id=g:1203203
Gābdergaon	id=g:1203204
Gābbāri	id=g:1203205
Char Gabbania	id=g:1203206
Gabbania	id=g:1203207
Gabarpur	id=g:1203208
Gābarpāra	id=g:1203209
Gabar Nārchi	id=g:1203210
Gābarkānda	id=g:1203211
Gābarkāilān	id=g:1203212
Gābārgaon	id=g:1203213
Gābardia	id=g:1203214
Gābar Deotala	id=g:1203215
Gābar Boāli	id=g:1203216
Gaba Chari	id=g:1203217
Futjāni River	id=g:1203218
Fursāil	id=g:1203219
Fursa	id=g:1203220
Fuipur	id=g:1203221
Fulki	id=g:1203222
Fuiknānrpāra	id=g:1203223
Fulhāra	id=g:1203224
Fuldi River	id=g:1203225
Fuldi	id=g:1203226
Fulchhari	id=g:1203227
Fulbāri	id=g:1203228
Fulbāri	id=g:1203229
Phulbāri	id=g:1203230
Fulbāri	id=g:1203231
Fulbāri	id=g:1203232
Fulbāri	id=g:1203233
Fulbāri	id=g:1203234
Fulbāgchāla	id=g:1203235
Fular	id=g:1203236
Fukutia	id=g:1203237
Fudkipāra	id=g:1203238
Fordnagar Pratham Khanda	id=g:1203239
Firinghi Bāzār	id=g:1203240
Firinda	id=g:1203241
Fingri	id=g:1203242
Ferusa	id=g:1203243
Ferua	id=g:1203244
Fenua	id=g:1203245
Fenua Tea Garden	id=g:1203246
Fenny River	id=g:1203247
Fenchuāleji	id=g:1203248
Fegunāsār	id=g:1203249
Feduār Ābād	id=g:1203250
Pendāinagar	id=g:1203251
Fechuādhara	id=g:1203252
Fāzil Tenāi	id=g:1203253
Fāzilpur	id=g:1203254
Fazilpur	id=g:1203255
Fāzilpur	id=g:1203256
Fāzilpur	id=g:1203257
Fāzilpur	id=g:1203258
Fāzilpur	id=g:1203259
Fāzilpur	id=g:1203260
Fāzilpur	id=g:1203261
Fāzilpur	id=g:1203262
Fāzilpur	id=g:1203263
Fazilpur	id=g:1203264
Fāzilābāri	id=g:1203265
Fāzil	id=g:1203266
Fayzullāpur	id=g:1203267
Faytābād	id=g:1203268
Fayla	id=g:1203269
Faydābād	id=g:1203270
Faujdār Hāt Railway Station	id=g:1203271
Fatki River	id=g:1203272
Faterhāt	id=g:1203273
Fatehpur	id=g:1203274
Fatepur	id=g:1203275
Fatehpur	id=g:1203276
Fatepur	id=g:1203277
Fatepur	id=g:1203278
Fatepur	id=g:1203279
Fatepur	id=g:1203280
Fatepur	id=g:1203281
Fatepur	id=g:1203282
Fatepur	id=g:1203283
Fatepur	id=g:1203284
Fatehpur	id=g:1203285
Fatepur	id=g:1203286
Fatepur	id=g:1203287
Fatenagar	id=g:1203288
Fatenagar	id=g:1203289
Fatemānagar	id=g:1203290
Fatehkāti	id=g:1203291
Fatejangpur	id=g:1203292
Fatejangapur	id=g:1203293
Fatehullāpur	id=g:1203294
Fatehpur	id=g:1203295
Fatehpur	id=g:1203296
Fatehpur	id=g:1203297
Fatehpur	id=g:1203298
Fatehpur	id=g:1203299
Fatehpur	id=g:1203300
Fatehpur	id=g:1203301
Fatehpur	id=g:1203302
Fatehpur	id=g:1203303
Fatehpur	id=g:1203304
Fatehpur	id=g:1203305
Fatehpur	id=g:1203306
Fatehpur	id=g:1203307
Fatehpur	id=g:1203308
Fatehpur	id=g:1203309
Fatehpur	id=g:1203310
Fatehpur	id=g:1203311
Fatehpur	id=g:1203312
Fatehpur	id=g:1203313
Fatehpur	id=g:1203314
Fatehpur	id=g:1203315
Fatehpur	id=g:1203316
Fatehpur	id=g:1203317
Fatehpur	id=g:1203318
Fatehpur	id=g:1203319
Fatehpur	id=g:1203320
Fatehpur	id=g:1203321
Fatehkāndi	id=g:1203322
Fatehjangpur	id=g:1203323
Fatehjangpur	id=g:1203324
Fatehganj	id=g:1203325
Fateh Dharmmapur	id=g:1203326
Fatehābād	id=g:1203327
Fatebāpur	id=g:1203328
Fāsua	id=g:1203329
Fasiākhāli	id=g:1203330
Firinghi Gāng	id=g:1203331
Faridpur	id=g:1203332
Farīdpur	id=g:1203333
Farīdpur	id=g:1203334
Farīdpur	id=g:1203335
Farīdpur	id=g:1203336
Fārādpur	id=g:1203337
Faridpur	id=g:1203338
Farīdpur	id=g:1203339
Faridpurāhāti	id=g:1203340
Farīdpur	id=g:1203341
Faridpur	id=g:1203342
Farīdpur	id=g:1203343
Farīdpur	id=g:1203344
Farīdpur	id=g:1203345
Faridpur	id=g:1203346
Farīdpur	id=g:1203347
Faridpur	id=g:1203348
Farid Khāl	id=g:1203349
Farīdkāndi	id=g:1203350
Farīda Kānda	id=g:1203351
Farhādnagar	id=g:1203352
Fardi	id=g:1203353
Fārsipāra	id=g:1203354
Farāsina	id=g:1203355
Farāshganj	id=g:1203356
Fārāsatpur	id=g:1203357
Farangpāra	id=g:1203358
Farakkābād	id=g:1203359
Farhadpur	id=g:1203360
Fārādpur	id=g:1203361
Faradābād	id=g:1203362
Fāpor	id=g:1203363
Fāoi	id=g:1203364
Fanda Uk	id=g:1203365
Fakrābād	id=g:1203366
Fakrābād	id=g:1203367
Fakīrpur	id=g:1203368
Fakirpota	id=g:1203369
Fakirmāmud Akaner Kāndi	id=g:1203370
Fakirer Char	id=g:1203371
Fakirān	id=g:1203372
Fakirān	id=g:1203373
Fakīrāghona	id=g:1203374
Fakirābād	id=g:1203375
Fakirābād	id=g:1203376
Faizullapur	id=g:1203377
Faizullāpur	id=g:1203378
Faizābād	id=g:1203379
Faitādi	id=g:1203380
Fahimpur	id=g:1203381
Fāgunda	id=g:1203382
Fādulia	id=g:1203383
Fādilpur	id=g:1203384
Ewāzbālia	id=g:1203385
Ewājbanda	id=g:1203386
Eusufpur	id=g:1203387
Eusafpur	id=g:1203388
Itmampur	id=g:1203389
Etbārpur	id=g:1203390
Erikāti	id=g:1203391
Erenda	id=g:1203392
Erenda	id=g:1203393
Erenda	id=g:1203394
Eoznagar	id=g:1203395
Eoz	id=g:1203396
Enāyetpur	id=g:1203397
Enāyetpur	id=g:1203398
Enayetpur	id=g:1203399
Enāyetpur	id=g:1203400
Enāyetpur	id=g:1203401
Enāyetpur	id=g:1203402
Enāyetpur	id=g:1203403
Enāyetpur	id=g:1203404
Enāyetpur	id=g:1203405
Ināyetpur	id=g:1203406
Ināyetpur	id=g:1203407
Enāyetpur	id=g:1203408
Ināyetpur	id=g:1203409
Enāyetpur	id=g:1203410
Enāyetnagar	id=g:1203411
Enāyetnagar	id=g:1203412
Enāyetnagar	id=g:1203413
Enāyetnagar	id=g:1203414
Enāyetnagar	id=g:1203415
Enāyetnagar	id=g:1203416
Enāyetganj	id=g:1203417
Enātnagar	id=g:1203418
Enam Khāl	id=g:1203419
Enāetnagar	id=g:1203420
Emādpur	id=g:1203421
Eluāri	id=g:1203422
Elliotganj	id=g:1203423
Ellar Char	id=g:1203424
Elkhāl	id=g:1203425
Elephant Point	id=g:1203426
Elengkhāli	id=g:1203427
Elenga	id=g:1203428
Elāspur	id=g:1203429
Elangi Āchariya	id=g:1203430
Elangi	id=g:1203431
Elangi	id=g:1203432
Elām	id=g:1203433
Elākāngna Bīl	id=g:1203434
Elāil Beltail	id=g:1203435
Elāil	id=g:1203436
Elāhipur	id=g:1203437
Char Elāhi	id=g:1203438
Elachar	id=g:1203439
Ekuta	id=g:1203440
Ekuria	id=g:1203441
Ektiarpur	id=g:1203442
Ektārpur	id=g:1203443
Ektārpur	id=g:1203444
Eksara	id=g:1203445
Ekrāpur	id=g:1203446
Ekrāmpur	id=g:1203447
Ekrāmpur	id=g:1203448
Ekra	id=g:1203449
Eklāspur	id=g:1203450
Ekkariār Char	id=g:1203451
Ekhlāspur	id=g:1203452
Ekhlāspur	id=g:1203453
Ekduāria	id=g:1203454
Ekdhāla	id=g:1203455
Ekdanta Debottar	id=g:1203456
Ekdāla Gosāinpur	id=g:1203457
Ekdāla	id=g:1203458
Ekdāla	id=g:1203459
Ekdāla	id=g:1203460
Ekdāla	id=g:1203461
Ekdāla	id=g:1203462
Ekbāria	id=g:1203463
Ekātari	id=g:1203464
Ekurtāra	id=g:1203465
Ikurkuri	id=g:1203466
Ekānnapur	id=g:1203467
Ekānnāpur	id=g:1203468
Ekāndal	id=g:1203469
Akher	id=g:1203470
Ekabbarpur	id=g:1203471
Egāra Sri	id=g:1203472
Egāra Sindur	id=g:1203473
Egāranali	id=g:1203474
Egārakāhania	id=g:1203475
Egārahgaon	id=g:1203476
Ekut	id=g:1203477
Edrakpur	id=g:1203478
Edbardi	id=g:1203479
East Tubhia	id=g:1203480
East Tāruli	id=g:1203481
East Taika	id=g:1203482
East Sujankāti	id=g:1203483
East Srīpur	id=g:1203484
East Srinagar	id=g:1203485
East Srīkol	id=g:1203486
East Sohalia	id=g:1203487
East Silimpur	id=g:1203488
East Siddhakāti	id=g:1203489
East Sibāikāti	id=g:1203490
East Shikārpur	id=g:1203491
East Serpur	id=g:1203492
East Sarsi	id=g:1203493
East Sambhurkāndi	id=g:1203494
East Samarsinha	id=g:1203495
East Saiyadpur	id=g:1203496
East Sāhāpur	id=g:1203497
East Rāmkāntapur	id=g:1203498
East Rāhutpāra	id=g:1203499
East Rahamatpur	id=g:1203500
East Raghurāmpur	id=g:1203501
East Purbba Kāndi	id=g:1203502
East Premtia	id=g:1203503
East Pippalita	id=g:1203504
East Phulkāunnāir	id=g:1203505
East Phulahār	id=g:1203506
East Pāsuribunia	id=g:1203507
East Nārāyanpur	id=g:1203508
East Nārāyanpur	id=g:1203509
East Nārāyanpur	id=g:1203510
East Narattampur	id=g:1203511
East Naokhanda	id=g:1203512
East Nabagrām	id=g:1203513
East Mulghar	id=g:1203514
East Minājdi	id=g:1203515
East Maukuri	id=g:1203516
East Mardānga	id=g:1203517
East Malay	id=g:1203518
East Māijpāra	id=g:1203519
East Mahespur	id=g:1203520
East Māguri	id=g:1203521
East Mādra	id=g:1203522
East Mādla	id=g:1203523
East Lārua	id=g:1203524
East Lakshmīpur	id=g:1203525
East Lachh	id=g:1203526
East Kotāpāra	id=g:1203527
East Khilpāra	id=g:1203528
East Khānduli	id=g:1203529
East Khaiārbhānga	id=g:1203530
East Kegala	id=g:1203531
East Kāshipur	id=g:1203532
East Kamalāpur	id=g:1203533
East Kālocho	id=g:1203534
East Kālihāta	id=g:1203535
East Kālāsona	id=g:1203536
East Kalāgāchhia	id=g:1203537
Purbu Jorkhāli	id=g:1203538
East Jāmirtali	id=g:1203539
East Jainkāt	id=g:1203540
East Jāfarpur	id=g:1203541
East Iār Beg	id=g:1203542
East Hāsanpur	id=g:1203543
East Guripāra	id=g:1203544
East Gopīnāthpur	id=g:1203545
East Gobindāpur	id=g:1203546
East Gobindāpur	id=g:1203547
East Gobindāpur	id=g:1203548
East Goaīl	id=g:1203549
East Ghorāsāl	id=g:1203550
East Garangal	id=g:1203551
East Dumuria	id=g:1203552
East Dhāmsār	id=g:1203553
East Deuri	id=g:1203554
East Darsana	id=g:1203555
East Dāia	id=g:1203556
East Chirāipāra	id=g:1203557
East Chaupalli	id=g:1203558
Purba Char Umed	id=g:1203559
East Char Sarikal	id=g:1203560
East Char Nāchhirpur	id=g:1203561
East Char Krishnapur	id=g:1203562
East Char Jaykālipur	id=g:1203563
East Char Barni	id=g:1203564
East Chandrahār	id=g:1203565
East Botla	id=g:1203566
East Bhātdi	id=g:1203567
East Bhāotita	id=g:1203568
East Bhākuri	id=g:1203569
East Baysa	id=g:1203570
East Basunda	id=g:1203571
East Bāriāla	id=g:1203572
East Bāngla	id=g:1203573
East Banagrām	id=g:1203574
East Bāligrām	id=g:1203575
East Bālia	id=g:1203576
East Balarāmpur	id=g:1203577
East Bākāi	id=g:1203578
East Bāgdi	id=g:1203579
East Bādurtala	id=g:1203580
East Āmirābād	id=g:1203581
East Ambarpur	id=g:1203582
East Alokdia	id=g:1203583
Purba Ālipur	id=g:1203584
East Ālādādpur	id=g:1203585
Dumrāli	id=g:1203586
Dwīppur	id=g:1203587
Dwipnagar	id=g:1203588
Dwipāra	id=g:1203589
Dwip Char	id=g:1203590
Dwimukha	id=g:1203591
Dwarishan	id=g:1203592
Dwārikusi	id=g:1203593
Dwarikābāri Gāng	id=g:1203594
Dwārika	id=g:1203595
Darigram	id=g:1203596
Dwārigaon	id=g:1203597
Dwāriāpur	id=g:1203598
Dwāria Kāndi	id=g:1203599
Dwāria	id=g:1203600
Dwārākpur	id=g:1203601
Duttāpur	id=g:1203602
Dutiāpur	id=g:1203603
Dusra Chhankānda	id=g:1203604
Dushya Nārāyanpur	id=g:1203605
Dursundia	id=g:1203606
Durmut	id=g:1203607
Durmujkhāli	id=g:1203608
Durlabhpur	id=g:1203609
Durllabhpur	id=g:1203610
Durllabhdi	id=g:1203611
Durlia	id=g:1203612
Char Durlavpur	id=g:1203613
Durlabhpur	id=g:1203614
Durlabhpur	id=g:1203615
Durlabhār Char	id=g:1203616
Dur Khāl	id=g:1203617
Durjyodhan Kāndi	id=g:1203618
Duria Vishnupur	id=g:1203619
Duria	id=g:1203620
Durgāsram	id=g:1203621
Durgāsram	id=g:1203622
Durgāsram	id=g:1203623
Durgārāmpur	id=g:1203624
Durgāpur Pāiska	id=g:1203625
Durgāpur Gārāil	id=g:1203626
Durgāpur Faiska	id=g:1203627
Durgāpur Bara	id=g:1203628
Durgāpur	id=g:1203629
Durgāpur	id=g:1203630
Durgāpur	id=g:1203631
Durgāpur	id=g:1203632
Durgāpur	id=g:1203633
Durlabhpur	id=g:1203634
Durlabhpur	id=g:1203635
Durlabhpur	id=g:1203636
Durgāpur	id=g:1203637
Durgāpur	id=g:1203638
Durgāpur	id=g:1203639
Durgāpur	id=g:1203640
Durgāpur	id=g:1203641
Durgāpur	id=g:1203642
Durgāpur	id=g:1203643
Durgāpur	id=g:1203644
Durgāpur	id=g:1203645
Durgāpur	id=g:1203646
Durgāpur	id=g:1203647
Durgāpur	id=g:1203648
Durgāpur	id=g:1203649
Durgāpur	id=g:1203650
Durgāpur	id=g:1203651
Durgapur	id=g:1203652
Durgāpur	id=g:1203653
Durgāpur	id=g:1203654
Durgāpur	id=g:1203655
Durgāpur	id=g:1203656
Durgāpur	id=g:1203657
Durgāpur	id=g:1203658
Durgāpur	id=g:1203659
Durgāpur	id=g:1203660
Durgapur	id=g:1203661
Durgāpur	id=g:1203662
Durgāpur	id=g:1203663
Durgāpur	id=g:1203664
Durgāpur	id=g:1203665
Durgāpur	id=g:1203666
Durgāpur	id=g:1203667
Durgāpur	id=g:1203668
Durgāpur	id=g:1203669
Durgāpur	id=g:1203670
Durgāpur	id=g:1203671
Durgāpur	id=g:1203672
Durgāpur	id=g:1203673
Durgāpur	id=g:1203674
Durgāpur	id=g:1203675
Durgapur	id=g:1203676
Durgāpur	id=g:1203677
Durgāpur	id=g:1203678
Durgāpur	id=g:1203679
Durgāpur	id=g:1203680
Durgāpur	id=g:1203681
Durgāpur	id=g:1203682
Durgāpur	id=g:1203683
Durgāpur	id=g:1203684
Durgāpur	id=g:1203685
Durgapur	id=g:1203686
Durgāprasādkāndi	id=g:1203687
Durgāpāsa	id=g:1203688
Durgāpāra	id=g:1203689
Darga Pārita	id=g:1203690
Durgaon	id=g:1203691
Durgānagar	id=g:1203692
Durgāhāta	id=g:1203693
Durgādi	id=g:1203694
Durgādāspur	id=g:1203695
Durgābāri	id=g:1203696
Durgābardi	id=g:1203697
Durgābardi	id=g:1203698
Durgābardi	id=g:1203699
Durduria	id=g:1203700
Durduria	id=g:1203701
Durchāpur	id=g:1203702
Durbādānga	id=g:1203703
Durbba Chara	id=g:1203704
Durāpur Mithāpur	id=g:1203705
Dural	id=g:1203706
Durail	id=g:1203707
Duptiair	id=g:1203708
Duptāra	id=g:1203709
Dup Char	id=g:1203710
Dunigrām	id=g:1203711
Dunghi Chara	id=g:1203712
Dumurtala	id=g:1203713
Dumurtala	id=g:1203714
Dumursia	id=g:1203715
Dumurkhāli	id=g:1203716
Dumuria	id=g:1203717
Dumuria	id=g:1203718
Dumuria	id=g:1203719
Dumuria	id=g:1203720
Dumuria	id=g:1203721
Dumuria	id=g:1203722
Dumuria	id=g:1203723
Dumuria	id=g:1203724
Dumura	id=g:1203725
Dumnikona	id=g:1203726
Dumnibāri	id=g:1203727
Dumni	id=g:1203728
Dumki Sātāni	id=g:1203729
Dumkāndulia	id=g:1203730
Dumdia	id=g:1203731
Dumdia	id=g:1203732
Dumdia	id=g:1203733
Dumdi	id=g:1203734
Dumaria Bīl	id=g:1203735
Dumuria	id=g:1203736
Dumaria	id=g:1203737
Dumaria	id=g:1203738
Dumaria	id=g:1203739
Dumargaon	id=g:1203740
Duman	id=g:1203741
Dulma	id=g:1203742
Dulli	id=g:1203743
Dullabpur	id=g:1203744
Dulla	id=g:1203745
Dulirgaon	id=g:1203746
Duliāta	id=g:1203747
Dulchāpur	id=g:1203748
Dular Char	id=g:1203749
Dulārāmpur	id=g:1203750
Dulāpātuli	id=g:1203751
Dulālpur	id=g:1203752
Dulālpur	id=g:1203753
Dulāli	id=g:1203754
Dulali	id=g:1203755
Dulālbāri	id=g:1203756
Dulāl	id=g:1203757
Dula Khāl	id=g:1203758
Dulāi	id=g:1203759
Dulāhazāra	id=g:1203760
Dulābāla	id=g:1203761
Dukuria	id=g:1203762
Dhukuri	id=g:1203763
Dukhipur	id=g:1203764
Duira	id=g:1203765
Duhasuha	id=g:1203766
Dugīa Rāmpur	id=g:1203767
Dugia	id=g:1203768
Dugachhi	id=g:1203769
Dudswar	id=g:1203770
Dudrājpur	id=g:1203771
Dudrājpur	id=g:1203772
Dudli	id=g:1203773
Dudkuri	id=g:1203774
Dudkumra	id=g:1203775
Dudhsar	id=g:1203776
Dudhnai	id=g:1203777
Dudhmukhi Gang	id=g:1203778
Dudhkuri	id=g:1203779
Dudhkura	id=g:1203780
Raidāk River	id=g:1203781
Dudhipur	id=g:1203782
Dudhigāchha	id=g:1203783
Dudhghāta	id=g:1203784
Dudhghāta	id=g:1203785
Dudher Char	id=g:1203786
Dudhal Mau	id=g:1203787
Dudhal	id=g:1203788
Dudhal	id=g:1203789
Dudhāi	id=g:1203790
Dudhāhār	id=g:1203791
Duburia	id=g:1203792
Dubra	id=g:1203793
Dubli	id=g:1203794
Dubiāsur	id=g:1203795
Dublāpāra	id=g:1203796
Dublāi	id=g:1203797
Dublādānga	id=g:1203798
Dubla	id=g:1203799
Dubkola	id=g:1203800
Dubil	id=g:1203801
Dubi	id=g:1203802
Dubgi	id=g:1203803
Dubālia	id=g:1203804
Dubalia	id=g:1203805
Dubalhāti	id=g:1203806
Dubalgāchhi	id=g:1203807
Dubaldia	id=g:1203808
Dubair Char	id=g:1203809
Dubāil	id=g:1203810
Dubāil	id=g:1203811
Dubail	id=g:1203812
Dūba Char	id=g:1203813
Dubāchāil	id=g:1203814
Duaz	id=g:1203815
Duāripāra	id=g:1203816
Duaridanga	id=g:1203817
Duāria	id=g:1203818
Duaria	id=g:1203819
Duari	id=g:1203820
Duāra	id=g:1203821
Duāni Pittikhāta	id=g:1203822
Duāni Dudhkura	id=g:1203823
Duālli	id=g:1203824
Duāir	id=g:1203825
Duāigaon	id=g:1203826
Duāi	id=g:1203827
D’Souza Point	id=g:1203828
Dron Mājhāil	id=g:1203829
Doulatpur	id=g:1203830
Dotara	id=g:1203831
Dotāla Gobindapur	id=g:1203832
Dastapur	id=g:1203833
Dostapur	id=g:1203834
Kālikāpur	id=g:1203835
Dosatina	id=g:1203836
Dosatina	id=g:1203837
Dosatina	id=g:1203838
Dosatina	id=g:1203839
Dosarpāra	id=g:1203840
Dosardi	id=g:1203841
Dosanda	id=g:1203842
Dorābati	id=g:1203843
Dopāra	id=g:1203844
Dopalla	id=g:1203845
Donmānick Islands	id=g:1203846
Dongar	id=g:1203847
Dongābhānga	id=g:1203848
Donārkāndi	id=g:1203849
Dohar	id=g:1203850
Donāil	id=g:1203851
Domsār	id=g:1203852
Domrākāndi	id=g:1203853
Domrākānda	id=g:1203854
Domra	id=g:1203855
Domnāg	id=g:1203856
Domna	id=g:1203857
Dumkoli	id=g:1203858
Domkona	id=g:1203859
Dom Kona	id=g:1203860
Domjuri	id=g:1203861
Dom Chātāl Bīl	id=g:1203862
Dombāri Bīl	id=g:1203863
Domaria	id=g:1203864
Domār Bil	id=g:1203865
Domādi	id=g:1203866
Dolu Khāl	id=g:1203867
Dolua	id=g:1203868
Dolu	id=g:1203869
Dolphin Shoal	id=g:1203870
Doleswar	id=g:1203871
Dolāpāra	id=g:1203872
Dola	id=g:1203873
Dokhalpāra	id=g:1203874
Dokarikul	id=g:1203875
Dokāchhi	id=g:1203876
Dojātia	id=g:1203877
Dohazāri	id=g:1203878
Dohāro	id=g:1203879
Dohāra	id=g:1203880
Dohār	id=g:1203881
Dohāli	id=g:1203882
Dohākula	id=g:1203883
Dogharia	id=g:1203884
Doghar	id=g:1203885
Doghar	id=g:1203886
Doghai	id=g:1203887
Dogāria	id=g:1203888
Dogalchira	id=g:1203889
Dogāchi	id=g:1203890
Dinājpur	id=g:1203891
Dimsahar	id=g:1203892
Dimla Padumsahar	id=g:1203893
Dimla	id=g:1203894
Dimjaon	id=g:1203895
Dimdol	id=g:1203896
Dima	id=g:1203897
Dilsādpur	id=g:1203898
Dil Sādpur	id=g:1203899
Dilnagar	id=g:1203900
Dilīlpur	id=g:1203901
Dilārpur	id=g:1203902
Dilālpur	id=g:1203903
Dilālpur	id=g:1203904
Dilālpur	id=g:1203905
Dilālpur	id=g:1203906
Dilālpur	id=g:1203907
Dilālpur	id=g:1203908
Dikrir Char	id=g:1203909
Dik Char	id=g:1203910
Dihi Sonārgaon	id=g:1203911
Dihinagar	id=g:1203912
Dihi Kātigrām	id=g:1203913
Dihi Kanejpur	id=g:1203914
Digun	id=g:1203915
Digsul	id=g:1203916
Digson	id=g:1203917
Digsāir	id=g:1203918
Digsāil Dewān	id=g:1203919
Dogāchhi Fakīrpur	id=g:1203920
Dogāchi	id=g:1203921
Dogāchhia	id=g:1203922
Dogāchhia	id=g:1203923
Dogāchhia	id=g:1203924
Dogāchhi	id=g:1203925
Tākāhāra	id=g:1203926
Dogāchhi	id=g:1203927
Dogāchhi	id=g:1203928
Dogāchhi	id=g:1203929
Dogāchhi	id=g:1203930
Dogāchhi	id=g:1203931
Dodāria	id=g:1203932
Dodāngi	id=g:1203933
Dodala	id=g:1203934
Dodāi	id=g:1203935
Dochhari Chara	id=g:1203936
Dobra	id=g:1203937
Dobīla	id=g:1203938
Dobila	id=g:1203939
Dobila	id=g:1203940
Dobāsia	id=g:1203941
Dobāria	id=g:1203942
Doba	id=g:1203943
Doāti	id=g:1203944
Doānir Tek	id=g:1203945
Doālia Kismat	id=g:1203946
Doāliābāzār	id=g:1203947
Doālia	id=g:1203948
Doālia	id=g:1203949
Doāil	id=g:1203950
Doāigaon	id=g:1203951
Doāi Chaitāba	id=g:1203952
Doāibāri	id=g:1203953
Diyal	id=g:1203954
Diyāil	id=g:1203955
Dīwān Bāzār	id=g:1203956
Dīwānbāri	id=g:1203957
Diupāra	id=g:1203958
Diu	id=g:1203959
Dirghagrām	id=g:1203960
Dīrghābhūmi	id=g:1203961
Dwip Chandpur	id=g:1203962
Dinpur	id=g:1203963
Dingār Hāt	id=g:1203964
Dingāmānik	id=g:1203965
Dingāmānik	id=g:1203966
Dingābhānga	id=g:1203967
Dineshpur	id=g:1203968
Dināra	id=g:1203969
Dinnāthpur	id=g:1203970
Dinamani	id=g:1203971
Digrir Char	id=g:1203972
Digrām	id=g:1203973
Digram	id=g:1203974
Digpāit	id=g:1203975
Dignagar	id=g:1203976
Dignagar	id=g:1203977
Digmājhi	id=g:1203978
Dighutia	id=g:1203979
Dighulia	id=g:1203980
Dighua	id=g:1203981
Dighla	id=g:1203982
Dighjān	id=g:1203983
Dighirpār Basti	id=g:1203984
Dīghīpār	id=g:1203985
Dīghirpār	id=g:1203986
Dīghirpār	id=g:1203987
Dighirpār	id=g:1203988
Dighirpār	id=g:1203989
Dighirpār	id=g:1203990
Dighirpār	id=g:1203991
Dighirpār	id=g:1203992
Dighirpār	id=g:1203993
Dighir Kānda	id=g:1203994
Dighipara	id=g:1203995
Dīghi Chāndpur	id=g:1203996
Dīghi Barāba	id=g:1203997
Dīghia	id=g:1203998
Dighi	id=g:1203999
Dighāri	id=g:1204000
Dighāpātia	id=g:1204001
Dighāmātia	id=g:1204002
Dighalsinga	id=g:1204003
Dighalpāra	id=g:1204004
Dighalkursa	id=g:1204005
Dighalkāndi	id=g:1204006
Dighalkāndi	id=g:1204007
Dighalkāndi	id=g:1204008
Dīghalkāndi	id=g:1204009
