East View Cemetery	id=g:4804766
Falling Run	id=g:4805586
Falling Spring	id=g:4805587
Falling Spring	id=g:4805588
Falling Spring Mountain	id=g:4805589
Falling Spring Run	id=g:4805590
Falling Spring	id=g:4805591
Falling Spring Run	id=g:4805592
Falling Spring School (historical)	id=g:4805593
Falling Timber School (historical)	id=g:4805594
Falling Water Church	id=g:4805595
Falling Waters	id=g:4805596
Falling Waters Cemetery	id=g:4805597
Falling Waters Post Office	id=g:4805598
Falling Waters Presbyterian Church	id=g:4805599
Falling Waters School (historical)	id=g:4805600
Falling Waters Springs	id=g:4805601
Fallingtimber Run	id=g:4805602
Falling Springs Gap	id=g:4805603
Fallrock Branch	id=g:4805604
Fallrock Branch	id=g:4805605
Fallrock Hollow	id=g:4805606
Falls	id=g:4805607
Falls Branch	id=g:4805608
Falls Branch	id=g:4805609
Falls Branch	id=g:4805610
Falls Branch	id=g:4805611
Falls Creek	id=g:4805612
Falls Creek	id=g:4805613
Falls Creek	id=g:4805614
Falls Gap	id=g:4805615
Falls Mills	id=g:4805616
Falls of Seneca	id=g:4805617
Falls Run	id=g:4805618
Falls Mill	id=g:4805619
Falls Run	id=g:4805620
Falls Run	id=g:4805621
Falls Run	id=g:4805622
Falls Run	id=g:4805623
Falls Run	id=g:4805624
Falls School (historical)	id=g:4805625
Falls View Elementary School (historical)	id=g:4805626
Falls of Hills Creek	id=g:4805627
Falls of Hills Creek Scenic Area	id=g:4805628
False Gap	id=g:4805629
Fame	id=g:4805630
Family Care Outpatient Clinic (historical)	id=g:4805631
Fanco	id=g:4805632
Fanlight School (historical)	id=g:4805633
Fanny	id=g:4805634
Fanrock	id=g:4805635
Fanrock Post Office	id=g:4805636
Fansler Cemetery	id=g:4805637
Far	id=g:4805638
Faraday	id=g:4805639
Farin School (historical)	id=g:4805640
Faris School (historical)	id=g:4805641
Farley	id=g:4805642
Farley Branch	id=g:4805643
Falls View	id=g:4805644
Farley Branch	id=g:4805645
Farley Branch	id=g:4805646
Farley Cemetery	id=g:4805647
Farley Cemetery	id=g:4805648
Farley Cemetery	id=g:4805649
Farley Cemetery	id=g:4805650
Farley Creek	id=g:4805651
Farley Cemetery	id=g:4805652
Farley Creek	id=g:4805653
Farley Hill Church	id=g:4805654
Farley Run	id=g:4805655
Farley Ridge	id=g:4805656
Farley Spring	id=g:4805657
Farley Spring	id=g:4805658
Farleys Creek	id=g:4805659
Farley School (historical)	id=g:4805660
Farmdale Church of Christ	id=g:4805661
Farmer Cemetery	id=g:4805662
Farmer Cemetery	id=g:4805663
Farmers Chapel	id=g:4805664
Farmington	id=g:4805665
Farmington United Methodist Church	id=g:4805666
Farnsworth Cemetery	id=g:4805667
Farnum	id=g:4805668
Farr Cemetery	id=g:4805669
Farrow Cemetery	id=g:4805670
Farson Cemetery	id=g:4805671
Fat Creek	id=g:4805672
Fauber Cemetery	id=g:4805673
Faulkner	id=g:4805674
Fawn Hollow	id=g:4805675
Fayette	id=g:4805676
Fayette Airport	id=g:4805677
Fayette County	id=g:4805678
Fayette County Courthouse	id=g:4805679
Fayette County Lake Number One Dam	id=g:4805680
Fayette Heights	id=g:4805681
Fayette Institute of Technology	id=g:4805682
Fayette Saint School (historical)	id=g:4805683
Fayette Square Shooping Center	id=g:4805684
Fayette Station Rapids	id=g:4805685
Fayetteville	id=g:4805686
Fayetteville Baptist Church	id=g:4805687
Fayetteville Elementary School	id=g:4805688
Fayetteville High School	id=g:4805689
Fayetteville Middle School	id=g:4805690
Fayetteville Presbyterian Church	id=g:4805691
Fayetteville United Methodist Church	id=g:4805692
Feamster Memorial Freewill Baptist Church	id=g:4805693
Fearnster School (historical)	id=g:4805694
Federal (historical)	id=g:4805695
Federal Number 1 Mine	id=g:4805696
Federal Number 2 Mine	id=g:4805697
Federal Reformatory for Women	id=g:4805698
Federal Ridge	id=g:4805699
Feedtrough Run	id=g:4805700
Farmdale	id=g:4805701
Feeny Run	id=g:4805702
Fees Branch	id=g:4805703
Fellowsville	id=g:4805704
Fellowsville Elementary School	id=g:4805705
Fellowsville United Methodist Church	id=g:4805706
Felton School (historical)	id=g:4805707
Ferguson	id=g:4805708
Ferguson Branch	id=g:4805709
Fellowsville Assembly of God Church	id=g:4805710
Ferguson Cemetery	id=g:4805711
Ferguson Cemetery	id=g:4805712
Ferguson Cemetery	id=g:4805713
Ferguson Ridge	id=g:4805714
Fern	id=g:4805715
Fern Creek	id=g:4805716
Ferguson Cemetery	id=g:4805717
Fern Run	id=g:4805718
Fernbank Public School (historical)	id=g:4805719
Ferndale Farms Recreation Lake Dam	id=g:4805720
Ferndale School (historical)	id=g:4805721
Ferneys Branch	id=g:4805722
Ferndale Farms Recreation Lake	id=g:4805723
Ferrell	id=g:4805724
Ferrell Branch	id=g:4805725
Ferrbee Cemetery	id=g:4805726
Ferrell Branch	id=g:4805727
Ferrell Cemetery	id=g:4805728
Ferrell Cemetery	id=g:4805729
Ferrell Cemetery	id=g:4805730
Ferrell Cemetery	id=g:4805731
Ferrell Cemetery	id=g:4805732
Ferrell Cemetery	id=g:4805733
Ferrell Cemetery	id=g:4805734
Ferrell Hollow	id=g:4805735
Ferrell Cemetery	id=g:4805736
Ferrell Hollow	id=g:4805737
Ferrell Ridge	id=g:4805738
Ferrellsburg	id=g:4805739
Ferrellsburg Elementary School	id=g:4805740
Ferron Experimental Forest	id=g:4805741
Ferry Branch	id=g:4805742
Ferrell School (historical)	id=g:4805743
Ferry Creek	id=g:4805744
Festus	id=g:4805745
Fetterman United Methodist Church	id=g:4805746
Fetty School (historical)	id=g:4805747
Fez Creek	id=g:4805748
Fetterman	id=g:4805749
Fickey Run	id=g:4805750
Fez School (historical)	id=g:4805751
Field Branch	id=g:4805752
Field Hollow	id=g:4805753
Fieldcrest	id=g:4805754
Fields Brook	id=g:4805755
Fields Cemetery	id=g:4805756
Fields Creek	id=g:4805757
Fields Cemetery	id=g:4805758
Fields Creek	id=g:4805759
Fifteenmile Creek	id=g:4805760
Fifteenmile Fork	id=g:4805761
Fifth Avenue Baptist Church	id=g:4805762
Fifth Avenue Church of God	id=g:4805763
Fifth Street Church of God	id=g:4805764
Fifth Ward School (historical)	id=g:4805765
Fike Hill	id=g:4805766
Fike Run	id=g:4805767
Fifth Avenue Church of God	id=g:4805768
Files Creek	id=g:4805769
Files Crossroad	id=g:4805770
Files Run	id=g:4805771
Fill Hollow	id=g:4805772
Fill Run	id=g:4805773
Fill Run School (historical)	id=g:4805774
Finch	id=g:4805775
Finchs Run	id=g:4805776
Fillinger Cemetery	id=g:4805777
Finegan Ford	id=g:4805778
Fink	id=g:4805779
Fink Cemetery	id=g:4805780
Fink Creek	id=g:4805781
Findley (historical)	id=g:4805782
Fink Run	id=g:4805783
Fink Run	id=g:4805784
Finley Cemetery	id=g:4805785
Finley Run	id=g:4805786
Finley Cemetery	id=g:4805787
Finney Branch	id=g:4805788
Finlow (historical)	id=g:4805789
Finster Chapel	id=g:4805790
Fire Creek	id=g:4805791
Finster	id=g:4805792
Clarksburg Fire Department Central Station	id=g:4805793
Charleston Fire Department Station 1	id=g:4805794
Fairmont Fire Department Station 1 Central	id=g:4805795
Parkersburg Fire Department Station 1	id=g:4805796
Saint Albans Fire Department Highlawn Station	id=g:4805797
Charleston Fire Department Station 2	id=g:4805798
Moundsville Volunteer Fire Department	id=g:4805799
Bluefield Fire Department Station 1	id=g:4805800
Beckley Fire Department Station 1	id=g:4805801
Parkersburg Fire Department Station 2	id=g:4805802
Fire Station Number 3	id=g:4805803
Fire Station Number 3	id=g:4805804
Parkersburg Fire Department Station 3	id=g:4805805
Fire Station Number 4	id=g:4805806
Clarksburg Fire Department Station 24	id=g:4805807
Parkersburg Fire Department Station 4	id=g:4805808
Fire Station Number 6	id=g:4805809
Fireco	id=g:4805810
First Advent Christian Church	id=g:4805811
First African Methodist Episcopal Zion Church	id=g:4805812
First Assembly of God Church	id=g:4805813
First Assembly of God Church	id=g:4805814
First Assembly of God Church	id=g:4805815
First Assembly of God Church	id=g:4805816
First Baptist Church	id=g:4805817
First Baptist Church	id=g:4805818
First Baptist Church	id=g:4805819
First Baptist Church	id=g:4805820
First Baptist Church	id=g:4805821
First Baptist Church	id=g:4805822
First Baptist Church	id=g:4805823
First Baptist Church	id=g:4805824
First Baptist Church	id=g:4805825
First Baptist Church	id=g:4805826
First Baptist Church	id=g:4805827
First Baptist Church	id=g:4805828
First Baptist Church	id=g:4805829
First Baptist Church	id=g:4805830
First Baptist Church	id=g:4805831
First Baptist Church	id=g:4805832
First Baptist Church	id=g:4805833
First Baptist Church	id=g:4805834
First Baptist Church	id=g:4805835
First Baptist Church	id=g:4805836
First Baptist Church	id=g:4805837
First Baptist Church	id=g:4805838
First Baptist Church	id=g:4805839
First Baptist Church	id=g:4805840
First Baptist Church	id=g:4805841
First Baptist Church	id=g:4805842
First Baptist Church	id=g:4805843
First Baptist Church	id=g:4805844
First Baptist Church	id=g:4805845
First Baptist Church	id=g:4805846
First Baptist Church	id=g:4805847
First Baptist Church	id=g:4805848
First Baptist Church	id=g:4805849
First Baptist Church	id=g:4805850
First Baptist Church	id=g:4805851
First Baptist Church	id=g:4805852
First Baptist Church of Belington	id=g:4805853
First Baptist Church of Ceredo	id=g:4805854
First Baptist Church of Dunbar	id=g:4805855
First Baptist Church of Eleanor	id=g:4805856
First Baptist Church of Harper Heights	id=g:4805857
First Baptist Church of Hurricane	id=g:4805858
First Baptist Church of Kenova	id=g:4805859
First Baptist Church of Nitro	id=g:4805860
First Baptist Church of North Beckley	id=g:4805861
First Baptist Church of Nutter Fort	id=g:4805862
First Baptist Church of Racine	id=g:4805863
First Baptist Church of Richwood	id=g:4805864
First Baptist Church of Saint Albans	id=g:4805865
First Baptist Church of South Charleston	id=g:4805866
First Baptist Church of Spencer	id=g:4805867
First Baptist Church of Trout	id=g:4805868
First Baptist Church of White Sulphur Springs	id=g:4805869
Fire Creek (historical)	id=g:4805870
First Big Run	id=g:4805871
First Baptist Church of Williamstown	id=g:4805872
First Brethren Church	id=g:4805873
First Brother Island	id=g:4805874
First Christian Church	id=g:4805875
First Christian Church	id=g:4805876
First Christian Church	id=g:4805877
First Christian Church	id=g:4805878
First Christian Church	id=g:4805879
First Christian Church	id=g:4805880
First Christian Church	id=g:4805881
First Christian Church	id=g:4805882
First Christian Church	id=g:4805883
First Christian Church	id=g:4805884
First Christian Church	id=g:4805885
First Christian Church	id=g:4805886
First Christian Church	id=g:4805887
First Christian Church	id=g:4805888
First Christian Church	id=g:4805889
First Church of Christ	id=g:4805890
First Church of Christ	id=g:4805891
First Church of Christ Scientist	id=g:4805892
First Church of Christ Scientist	id=g:4805893
First Church of Christ Scientist	id=g:4805894
First Church of Christ Scientist	id=g:4805895
First Church of Christ Scientist	id=g:4805896
First Church of God	id=g:4805897
First Church of God	id=g:4805898
First Church of God	id=g:4805899
First Church of God	id=g:4805900
First Church of God	id=g:4805901
First Church of God	id=g:4805902
First Church of God	id=g:4805903
First Church of God	id=g:4805904
First Church of God	id=g:4805905
First Church of God	id=g:4805906
First Church of God	id=g:4805907
First Church of God	id=g:4805908
First Church of the Nazarene	id=g:4805909
First Church of the Nazarene	id=g:4805910
First Church of the Nazarene	id=g:4805911
First Church of the Nazarene	id=g:4805912
First Church of the Nazarene	id=g:4805913
First Church of the Nazarene	id=g:4805914
First Church of the Nazarene	id=g:4805915
First Church of the Nazarene	id=g:4805916
First Church of the Nazarene	id=g:4805917
First Church of the Nazarene of South Charleston	id=g:4805918
First Congregational Church	id=g:4805919
First Congregational Church of Ceredo	id=g:4805920
First Creek	id=g:4805921
First Creek	id=g:4805922
First Brethren Church	id=g:4805923
First Fork	id=g:4805924
First Fork	id=g:4805925
First Free Will Baptist Church	id=g:4805926
First Hungarian Baptist Church (historical)	id=g:4805927
First Lutheran Church	id=g:4805928
First Methodist Church	id=g:4805929
First Methodist Church	id=g:4805930
First Methodist Episcopal Church	id=g:4805931
First Methodist Episcopal Church	id=g:4805932
First Methodist Episcopal Church (historical)	id=g:4805933
First Missionary Baptist Church	id=g:4805934
First Mount Zion Baptist Church	id=g:4805935
First Pentecostal Church	id=g:4805936
First Pentecostal Church	id=g:4805937
First Pentecostal Holiness Church	id=g:4805938
First Prebyterian Church	id=g:4805939
First Presbyterian Church	id=g:4805940
First Presbyterian Church	id=g:4805941
First Presbyterian Church	id=g:4805942
First Presbyterian Church	id=g:4805943
First Presbyterian Church	id=g:4805944
First Presbyterian Church	id=g:4805945
First Presbyterian Church	id=g:4805946
First Presbyterian Church	id=g:4805947
First Presbyterian Church	id=g:4805948
First Presbyterian Church	id=g:4805949
First Presbyterian Church	id=g:4805950
First Presbyterian Church	id=g:4805951
First Presbyterian Church	id=g:4805952
First Presbyterian Church	id=g:4805953
First Presbyterian Church	id=g:4805954
First Presbyterian Church	id=g:4805955
First Presbyterian Church of Saint Albans	id=g:4805956
First Run	id=g:4805957
First Grace Brethren Church	id=g:4805958
First Street Shopping Center	id=g:4805959
First Trinity Church	id=g:4805960
First Union Baptist Church (historical)	id=g:4805961
First United Brethren Church	id=g:4805962
First United Brethren Church	id=g:4805963
First United Brethren Church	id=g:4805964
First United Brethren Church	id=g:4805965
First United Methodist Church	id=g:4805966
First United Methodist Church	id=g:4805967
First United Methodist Church	id=g:4805968
First United Methodist Church	id=g:4805969
First United Methodist Church	id=g:4805970
First United Methodist Church	id=g:4805971
First United Methodist Church	id=g:4805972
First United Methodist Church	id=g:4805973
First United Methodist Church	id=g:4805974
First United Methodist Church	id=g:4805975
First United Methodist Church	id=g:4805976
First United Methodist Church	id=g:4805977
First United Methodist Church	id=g:4805978
First United Methodist Church	id=g:4805979
First United Methodist Church	id=g:4805980
First United Methodist Church	id=g:4805981
First United Methodist Church	id=g:4805982
First United Methodist Church of South Charleston	id=g:4805983
First United Presbyterian Church	id=g:4805984
First United Presbyterian Church	id=g:4805985
First United Presbyterian Church	id=g:4805986
First United Presbyterian Church	id=g:4805987
First Ward Elementary School (historical)	id=g:4805988
First Ward School (historical)	id=g:4805989
First Ward School (historical)	id=g:4805990
Fish Creek	id=g:4805991
First Street Cemetery	id=g:4805992
Fish Creek Island	id=g:4805993
Fish Hatchery Run	id=g:4805994
Fish Creek Covered Bridge	id=g:4805995
Fish Hole Run	id=g:4805996
Fish Ridge	id=g:4805997
Fish Run	id=g:4805998
Fish Run	id=g:4805999
Fish School (historical)	id=g:4806000
Fisher (historical)	id=g:4806001
Fisher Bowen Branch	id=g:4806002
Fisher	id=g:4806003
Fisher Branch	id=g:4806004
Fisher Cemetery	id=g:4806005
Fisher Cemetery	id=g:4806006
Fisher Cemetery	id=g:4806007
Fisher Cemetery	id=g:4806008
Fisher Chapel	id=g:4806009
Fisher Creek	id=g:4806010
Fisher Cemetery	id=g:4806011
Fisher Foundry Spring	id=g:4806012
Fisher Hill	id=g:4806013
Fisher Hollow	id=g:4806014
Fisher Ford	id=g:4806015
Fisher Knob	id=g:4806016
Fisher Knob	id=g:4806017
Fisher Mountain	id=g:4806018
Fisher Mountain	id=g:4806019
Fisher Post Office	id=g:4806020
Fisher Ridge	id=g:4806021
Fisher Ridge	id=g:4806022
Fisher Ridge	id=g:4806023
Fisher Run	id=g:4806024
Fisher Knob	id=g:4806025
Fisher Run	id=g:4806026
Fisher Run	id=g:4806027
Fisher Run	id=g:4806028
Fisher Run	id=g:4806029
Fisher School (historical)	id=g:4806030
Fisher Spring Run	id=g:4806031
Fisher Run	id=g:4806032
Fishers Bridge	id=g:4806033
Fishers Church	id=g:4806034
Fishers Crossing	id=g:4806035
Fishhook Fork	id=g:4806036
Fisher Summit	id=g:4806037
Fishing Creek	id=g:4806038
Fishing Camp	id=g:4806039
Fishing Hawk Creek	id=g:4806040
Fishing Creek Lift Station	id=g:4806041
Fishing Trough Hollow	id=g:4806042
Fishpot Run	id=g:4806043
Fishpot Run	id=g:4806044
Fishpot Run	id=g:4806045
Fishpot Run	id=g:4806046
Fishtrap Branch	id=g:4806047
Fishtrap Hollow	id=g:4806048
Fitz Run	id=g:4806049
Fitz Run	id=g:4806050
Fitzgerald Branch	id=g:4806051
Fitzpatrick	id=g:4806052
Fitzsimmons Cemetery	id=g:4806053
Fitzwater Branch	id=g:4806054
Fitzpatrick Park	id=g:4806055
Fitzwater Hollow	id=g:4806056
Fitzwater Run	id=g:4806057
Five and Twenty Mile Creek	id=g:4806058
Five and Twenty Mile Church	id=g:4806059
Five Forks	id=g:4806060
Five Forks	id=g:4806061
Five Forks	id=g:4806062
Five Forks	id=g:4806063
Five Forks Post Office	id=g:4806064
Five Lick Creek	id=g:4806065
Five Block	id=g:4806066
Five Lick Run	id=g:4806067
Five Lick Ridge	id=g:4806068
Five Mile Run	id=g:4806069
Five Points (historical)	id=g:4806070
Fivefork Branch	id=g:4806071
Fivemile	id=g:4806072
Fivemile Creek	id=g:4806073
Fivemile	id=g:4806074
Fivemile Creek	id=g:4806075
Fivemile Creek	id=g:4806076
Fivemile Fork	id=g:4806077
Fivemile Fork	id=g:4806078
Fivemile Fork	id=g:4806079
Fivemile Fork	id=g:4806080
Fivemile Fork	id=g:4806081
Fivemile Hollow	id=g:4806082
Fivemile Hollow	id=g:4806083
Fivemile Run	id=g:4806084
Fivemile Run	id=g:4806085
Fivemile Run	id=g:4806086
Flag Knob	id=g:4806087
Flag Knob	id=g:4806088
Flag Run	id=g:4806089
Flag Knob	id=g:4806090
Flag Run	id=g:4806091
Flag Run	id=g:4806092
Flag Run Church	id=g:4806093
Flag Run School (historical)	id=g:4806094
Flagg Run School (historical)	id=g:4806095
Flaggy Meadow	id=g:4806096
Flaggy Meadow Baptist Church	id=g:4806097
Flaggy Meadow Run	id=g:4806098
Flag Run	id=g:4806099
Flaggy Meadow Run	id=g:4806100
Flagrock School (historical)	id=g:4806101
Flanagan Memorial Cemetery	id=g:4806102
Flannigan Run	id=g:4806103
Flanagan Hill Church	id=g:4806104
Flannigan School (historical)	id=g:4806105
Flashman Cemetery	id=g:4806106
Flat Branch	id=g:4806107
Flannigan School (historical)	id=g:4806108
Flat Branch	id=g:4806109
Flat Branch	id=g:4806110
Flat Branch	id=g:4806111
Flat Branch	id=g:4806112
Flat Branch Church	id=g:4806113
Flat Creek	id=g:4806114
Flat Fork	id=g:4806115
Flat Fork	id=g:4806116
Flat Fork	id=g:4806117
Flat Fork Church	id=g:4806118
Flat Fork School (historical)	id=g:4806119
Flat Hollow	id=g:4806120
Flat Fork Missionary Baptist Church	id=g:4806121
Flat Ridge	id=g:4806122
Flat Ridge	id=g:4806123
Flat Rock Church	id=g:4806124
Flat Rock Run	id=g:4806125
Flat Mountain Church	id=g:4806126
Flat Run	id=g:4806127
Flat Rock Trail	id=g:4806128
Flat Run	id=g:4806129
Flat Run	id=g:4806130
Flat Run	id=g:4806131
Flat Run	id=g:4806132
Flat Run	id=g:4806133
Flat Run	id=g:4806134
Flat Run Lake Dam	id=g:4806135
Flat Run School (historical)	id=g:4806136
Flat Top	id=g:4806137
Flat Top Lake	id=g:4806138
Flat Top Lake	id=g:4806139
Flat Top Lake Dam	id=g:4806140
Flat Top Mountain	id=g:4806141
Flat Top Mountain	id=g:4806142
Flat Top Post Office	id=g:4806143
Flat Top School (historical)	id=g:4806144
Flat Top School (historical)	id=g:4806145
Flat Top Yards	id=g:4806146
Flat Woods School (historical)	id=g:4806147
Flatbrush Run	id=g:4806148
Flat Run School (historical)	id=g:4806149
Flatbush Fork	id=g:4806150
Flatfoot Creek	id=g:4806151
Flatfork	id=g:4806152
Flatrock Plains	id=g:4806153
Flatrock Run	id=g:4806154
Flatrock	id=g:4806155
Flattop Mountain	id=g:4806156
Flatts School (historical)	id=g:4806157
Flatwood Run	id=g:4806158
Flats	id=g:4806159
Flatwoods	id=g:4806160
Flatwoods Church (historical)	id=g:4806161
Flatwoods Elementary School	id=g:4806162
Flatwoods Run	id=g:4806163
Flatwoods	id=g:4806164
Flatwoods Run	id=g:4806165
Flaxton (historical)	id=g:4806166
Fleger Ridge School (historical)	id=g:4806167
Fleming	id=g:4806168
Fleming Cemetery	id=g:4806169
Fleming Cemetery	id=g:4806170
