Mesa Drain	id=g:5526194
New Rock Tank	id=g:5527008
New Tank	id=g:5527009
New Tank	id=g:5527010
New Tank	id=g:5527011
New Tank	id=g:5527012
New Tank	id=g:5527013
New Tank	id=g:5527014
New Tank	id=g:5527015
New Tank	id=g:5527016
New Tank	id=g:5527017
New Tank	id=g:5527018
New Tank	id=g:5527019
New Testament Baptist Church	id=g:5527020
New Thompson Tank	id=g:5527021
New Town Park	id=g:5527022
New Well	id=g:5527023
New Well	id=g:5527024
New Well	id=g:5527025
New Well	id=g:5527026
New Well	id=g:5527027
New Well	id=g:5527028
New Well	id=g:5527029
New Well	id=g:5527030
New Well	id=g:5527031
New Well	id=g:5527032
New Well	id=g:5527033
New Well	id=g:5527034
New Well	id=g:5527035
New Well Canyon	id=g:5527036
New Pink Windmill	id=g:5527037
New Well Canyon	id=g:5527038
New Well Hills	id=g:5527039
New Well Windmill	id=g:5527040
New Well Windmill	id=g:5527041
New Well Windmill	id=g:5527042
New Well Windmill	id=g:5527043
New Well Windmill	id=g:5527044
New Wildcat Windmill	id=g:5527045
New Windmill	id=g:5527046
New Windmill	id=g:5527047
New Windmill	id=g:5527048
New Windmill	id=g:5527049
New Windmill	id=g:5527050
New Windmill	id=g:5527051
New Windmill	id=g:5527052
New Windmill	id=g:5527053
New Windmill	id=g:5527054
New Windmill	id=g:5527055
New Windmill	id=g:5527056
New Windmill	id=g:5527057
New Windmill	id=g:5527058
New Windmill	id=g:5527059
New Windmill	id=g:5527060
New Windmill	id=g:5527061
New Windmill	id=g:5527062
New Windmill	id=g:5527063
New Windmills	id=g:5527064
New Zion Baptist Church	id=g:5527065
Newberry Draw	id=g:5527066
New Well Windmill	id=g:5527067
Newlin	id=g:5527068
Newlin Cemetery	id=g:5527069
Newman	id=g:5527070
Newman Canyon	id=g:5527071
Newell Windmill	id=g:5527072
Newman Church	id=g:5527073
Newman Creek	id=g:5527074
Newman Elementary School	id=g:5527075
Newman Oil Field	id=g:5527076
Newman Park	id=g:5527077
Newman Park	id=g:5527078
Newman Peak	id=g:5527079
Newman Radio Beacon	id=g:5527080
Newman Spring	id=g:5527081
Newman Springs	id=g:5527082
Newton Canyon	id=g:5527083
Newman Cemetery	id=g:5527084
Newton Draw	id=g:5527085
Newton Mesa	id=g:5527086
Nicholson Creek	id=g:5527087
Nickel Creek	id=g:5527088
Nickel Creek Station	id=g:5527089
Nicks Ranch	id=g:5527090
Niece Tank	id=g:5527091
Nimitz Junior High School	id=g:5527092
Nine Draw	id=g:5527093
Nickels Gin	id=g:5527094
Nine Mile Waterhole Spring	id=g:5527095
Nine Point Draw	id=g:5527096
The Nine Hill	id=g:5527097
Nine Section Windmill	id=g:5527098
Nine-K Windmill	id=g:5527099
Ninemile Creek	id=g:5527100
Nine R Ranch	id=g:5527101
Ninemile Draw	id=g:5527102
Ninemile Draw	id=g:5527103
Ninemile Hill	id=g:5527104
Ninemile Ranch	id=g:5527105
Ninemile Spring	id=g:5527106
Ninemile Tank	id=g:5527107
Ninemile Tank	id=g:5527108
Ninemile Waterhole	id=g:5527109
Ninemile Windmill	id=g:5527110
Nineteen Draw	id=g:5527111
Ninemile Hill	id=g:5527112
Nineteen Windmill	id=g:5527113
Ninety	id=g:5527114
Ninety-Foot Canyon	id=g:5527115
Nineteen Mile Crossing	id=g:5527116
Ninetyfive Canyon	id=g:5527117
Ninetysix Camp	id=g:5527118
Ninetysix Canyon	id=g:5527119
Ninetysix Gap	id=g:5527120
Ninetysix Spring	id=g:5527121
Ninetysix Windmill	id=g:5527122
Ninth Street Park	id=g:5527123
Nippert Lake	id=g:5527124
Nippert Lake Dam	id=g:5527125
Nipple Hill	id=g:5527126
Nipple Peak	id=g:5527127
Nipple Peak	id=g:5527128
Nita Stewart Haley Memorial Library	id=g:5527129
Nix Oil Field	id=g:5527130
Nixon Ranch	id=g:5527131
Nixon Spring	id=g:5527132
Nixson Junior High School	id=g:5527133
No Mans Canyon	id=g:5527134
Ninetysix Ranch	id=g:5527135
Nobles East Windmill	id=g:5527136
Nobles Street Church of Christ	id=g:5527137
Noel Elementary Magnet School	id=g:5527138
Noelke	id=g:5527139
Noelke Creek	id=g:5527140
Nob Hill Tank	id=g:5527141
Noelke Draw	id=g:5527142
Noelke Hill	id=g:5527143
Noelke Ranch	id=g:5527144
Noelke Ranch Airport	id=g:5527145
Noelke Well	id=g:5527146
Noelke Windmill	id=g:5527147
Nogel Tank	id=g:5527148
Nolan	id=g:5527149
Nolan Cemetery	id=g:5527150
Nolan County	id=g:5527151
Nolan Divide Lake	id=g:5527152
Nolan Richardson Middle School	id=g:5527153
Nolan School	id=g:5527154
Nolen Draw	id=g:5527155
Noelke Oil Field	id=g:5527156
Nolte-Rooney House	id=g:5527157
Noodle	id=g:5527158
Noodle Creek	id=g:5527159
Nolley Oil Field	id=g:5527160
Nopal	id=g:5527161
Nopal Ranch	id=g:5527162
Noria Tank	id=g:5527163
Normandy	id=g:5527164
Norrick	id=g:5527165
Norris Field	id=g:5527166
Norte Windmill	id=g:5527167
Paso del Norte	id=g:5527168
North Adolph Windmill	id=g:5527169
North Arndell Windmill	id=g:5527170
North Avenue U School	id=g:5527171
North Bates Windmill	id=g:5527172
North Baylor Creek	id=g:5527173
Noodle Oil Field	id=g:5527174
North Benedict Windmill	id=g:5527175
North Bennett Well	id=g:5527176
North Big Blue Creek	id=g:5527177
North Beall Windmill	id=g:5527178
North Branch Hasting Creek	id=g:5527179
North Bombsite Windmill	id=g:5527180
North Branch Oak Creek	id=g:5527181
North Brushy Windmill	id=g:5527182
North Cactus Windmill	id=g:5527183
North Camp	id=g:5527184
North Camp Field Windmill	id=g:5527185
North Camp Hollow	id=g:5527186
North Burkett Windmill	id=g:5527187
North Camp Windmill	id=g:5527188
North Camp Windmill	id=g:5527189
North Camp Windmill	id=g:5527190
North Canyon	id=g:5527191
North Camp Trap Windmill	id=g:5527192
North Canyon	id=g:5527193
North Canyon Well	id=g:5527194
North Cedar Draw	id=g:5527195
North Cauble Windmill	id=g:5527196
North Cemetery	id=g:5527197
North Chadbourne Church of Christ	id=g:5527198
North Cita Canyon	id=g:5527199
North Cement Well	id=g:5527200
North Cita Creek	id=g:5527201
North Clyde Windmill	id=g:5527202
North Concho Park	id=g:5527203
North Concho River	id=g:5527204
North College Avenue Baptist Church	id=g:5527205
North Cottonwood Windmill	id=g:5527206
North Cowden	id=g:5527207
North Cowden Deep Oil Field	id=g:5527208
North Cowden Oil Field	id=g:5527209
North Creek Draw	id=g:5527210
North Cooksey Windmill	id=g:5527211
North Croton Creek	id=g:5527212
North Crockett Community Center	id=g:5527213
North Curtis Ranch	id=g:5527214
North Dokegood Creek	id=g:5527215
North Crow Windmill	id=g:5527216
North East Park	id=g:5527217
North Elementary School	id=g:5527218
North Elkins Draw	id=g:5527219
North Dora Oil Field	id=g:5527220
North Elm Creek	id=g:5527221
North Elkins Tank	id=g:5527222
North Estes Windmill	id=g:5527223
North Evans Windmill	id=g:5527224
North F A Windmill	id=g:5527225
North Five Windmill	id=g:5527226
North Flat Tank	id=g:5527227
North Floyd Windmill	id=g:5527228
North Fork Alamito Creek	id=g:5527229
North End Tub	id=g:5527230
North Fork Buck Creek	id=g:5527231
North Fork Camp Creek	id=g:5527232
North Fork Canyon	id=g:5527233
North Fork Champion Creek	id=g:5527234
North Fork Cienega Creek	id=g:5527235
North Fork Creek	id=g:5527236
North Fork Double Mountain Fork Brazos River	id=g:5527237
North Fork Grapevine Creek	id=g:5527238
North Fork Independence Creek	id=g:5527240
North Fork Running Water Draw	id=g:5527242
North Fork San Pedro Creek	id=g:5527243
North Fork Turkey Creek	id=g:5527244
North Fork Valley Creek	id=g:5527245
North Fourmile Tank	id=g:5527246
North Gasconades Creek	id=g:5527247
North Franklin Mountain	id=g:5527248
North Height Park	id=g:5527249
North Heights Alternative School	id=g:5527250
North Heights Church of Christ	id=g:5527251
North Heights Elementary School	id=g:5527252
North Heights School	id=g:5527253
North Henderson Well	id=g:5527254
North High Windmill	id=g:5527255
North Hill Tank	id=g:5527256
North Holley Tank	id=g:5527257
North House Windmill	id=g:5527258
North James Windmill	id=g:5527259
North Jog Well	id=g:5527260
North Johnson Well	id=g:5527261
North Justiceburg Oil Field	id=g:5527262
North Kelly Windmill	id=g:5527263
North King Iglesia de Cristo Church	id=g:5527264
North Lake	id=g:5527265
North Lateral	id=g:5527266
North Liveoak Draw	id=g:5527267
North Hackberry Tank	id=g:5527268
North Llano Draw	id=g:5527269
North Liveoak Windmill	id=g:5527270
North Long Dry Creek	id=g:5527271
North Loop Acres Colonia	id=g:5527272
North Loop School	id=g:5527273
North Magutex Oil Field	id=g:5527274
North Mason Oil Field	id=g:5527275
North McClellan Creek	id=g:5527276
North Loop Elementary School	id=g:5527277
North Middle School	id=g:5527278
North Monahans Oil Field	id=g:5527279
North Motto Windmill	id=g:5527280
North Mountain	id=g:5527281
North Mountain	id=g:5527282
North Mountain Windmill	id=g:5527283
North Mustang Draw	id=g:5527284
North Mesa	id=g:5527285
North Mustang Windmill	id=g:5527286
North New Well Windmill	id=g:5527287
North Norton Tank	id=g:5527288
North Open Space Reserve	id=g:5527289
North Palo Duro Creek	id=g:5527290
North Mustang Well	id=g:5527291
North Palo Duro Creek	id=g:5527292
North Park	id=g:5527293
North Pasture Tank	id=g:5527294
North Pasture Windmill	id=g:5527295
North Pease River	id=g:5527296
North Park	id=g:5527297
North Pecan Creek	id=g:5527298
North Pipeline Windmill	id=g:5527299
North Plains Country Club	id=g:5527300
North Plum Creek	id=g:5527301
North Pitchfork Corner Windmill	id=g:5527302
North Pole Canyon	id=g:5527303
North Pollack Well	id=g:5527304
North Prong Little Red River	id=g:5527305
North Red Well	id=g:5527306
North Ridge Elementary School	id=g:5527307
North Riley Oil Field	id=g:5527308
North Roby	id=g:5527309
North Roby Church	id=g:5527310
North Rock Draw	id=g:5527311
North Reeves Tank	id=g:5527312
North Romero Tank	id=g:5527313
North Salt Creek Windmill	id=g:5527314
North Sampson Well	id=g:5527315
North School	id=g:5527316
North School	id=g:5527317
North Shinnery Windmill	id=g:5527318
North Shinnery Windmill	id=g:5527319
North Side Baptist Church	id=g:5527320
North Sixmile Draw	id=g:5527321
North Rock Tank	id=g:5527322
North Spring Creek	id=g:5527323
North Spring	id=g:5527324
North Spur Valley	id=g:5527325
North Summerour Well	id=g:5527326
North Tank	id=g:5527327
North Tank	id=g:5527328
North Tank	id=g:5527329
North Tank	id=g:5527330
North Tank	id=g:5527331
North Tank	id=g:5527332
North Tank	id=g:5527333
North Tank	id=g:5527334
North Tank Windmill	id=g:5527335
North Tanks	id=g:5527336
North Telephone Canyon	id=g:5527337
North Tank	id=g:5527338
North Travelstead Windmill	id=g:5527339
North Tule Dam	id=g:5527340
North Tule Draw	id=g:5527341
North Temple Baptist Church	id=g:5527342
North Valley	id=g:5527343
North Tule Lake	id=g:5527344
North Valley Prong	id=g:5527345
North Ward School	id=g:5527346
North Weaning Windmill	id=g:5527347
North Well	id=g:5527348
North Well	id=g:5527349
North Well	id=g:5527350
North Well	id=g:5527351
North Well	id=g:5527352
North Well	id=g:5527353
North Whatley Windmill	id=g:5527354
North Whittenburg Windmill	id=g:5527355
North Wilson Windmill	id=g:5527356
North Windmill	id=g:5527357
North Windmill	id=g:5527358
North Windmill	id=g:5527359
North Windmill	id=g:5527360
North Windmill	id=g:5527361
North Windmill	id=g:5527362
North Windmill	id=g:5527363
North Windmill	id=g:5527364
North Windmill	id=g:5527365
North Windmill	id=g:5527366
North Windmill	id=g:5527367
North Windmill	id=g:5527368
North Windmill	id=g:5527369
North Windmill	id=g:5527370
North Windmill	id=g:5527371
North Windmill	id=g:5527372
North Windmill	id=g:5527373
North Windmill	id=g:5527374
North Windmill	id=g:5527375
North Windmill	id=g:5527376
North Windmill	id=g:5527377
North Windmill	id=g:5527378
North Windmill	id=g:5527379
North Windmill	id=g:5527380
North Windmill	id=g:5527381
North Windmill	id=g:5527382
North Windmill	id=g:5527383
North Windmill	id=g:5527384
North Windmill	id=g:5527385
North Windmill	id=g:5527386
North Windmill	id=g:5527387
North Windmill	id=g:5527388
North Windmill	id=g:5527389
North Windmill	id=g:5527390
North Windmill	id=g:5527391
North Windmill	id=g:5527392
North Windmill	id=g:5527393
North Windmill	id=g:5527394
North Windmills	id=g:5527395
North Winters Windmill	id=g:5527396
NorthPark Shopping Center	id=g:5527397
Northeast Boatright Tank	id=g:5527398
Northeast Elementary School	id=g:5527399
Northeast Oxidation Pond Number 1	id=g:5527400
Northeast Oxidation Pond Number 1 Dam	id=g:5527401
Northeast Oxidation Pond Number 2	id=g:5527402
Northeast Oxidation Pond Number 2 Dam	id=g:5527403
Northeast Oxidation Pond Number 3	id=g:5527404
Northeast Oxidation Pond Number 3 Dam	id=g:5527405
Northeast Oxidation Pond Number 4	id=g:5527406
Northeast Oxidation Pond Number 4 Dam	id=g:5527407
Northeast Park Hill Well	id=g:5527408
Northeast Red White and Blue Windmill	id=g:5527409
Northeast Seamen Tank	id=g:5527410
Northeast Seventh Day Adventist Church	id=g:5527411
Northeast Sunflower Windmill	id=g:5527412
Northeast Windmill	id=g:5527413
Northeast Windmill	id=g:5527414
Northfield	id=g:5527415
Northgate Baptist Church	id=g:5527416
Northgate Dam	id=g:5527417
Northgate Reservoir	id=g:5527418
Northlawn Memorial Cemetery	id=g:5527419
Northridge Baptist Church	id=g:5527420
Northridge Church of Christ	id=g:5527421
Northridge Methodist Church	id=g:5527422
Northside Assembly of God Church	id=g:5527423
Northside Baptist Church	id=g:5527424
Northside Baptist Church	id=g:5527425
Northside Baptist Church	id=g:5527426
Northside Baptist Church	id=g:5527427
Northside Baptist Church	id=g:5527428
Northside Church	id=g:5527429
Northside Church	id=g:5527430
Northside City Park	id=g:5527431
Northside Park	id=g:5527432
Northup Creek	id=g:5527433
North Ward School	id=g:5527434
Northwest Baptist Church	id=g:5527435
Northwest Boatright Tank	id=g:5527436
Northwest Dora Oil Field	id=g:5527437
Northwest Elementary School	id=g:5527438
Northwest Fork Point Creek	id=g:5527439
Northwest Antelope Tank	id=g:5527440
Northwest McWhorter Tank	id=g:5527441
Northwest Red White and Blue Windmill	id=g:5527442
Northwest Elementary School	id=g:5527443
Northwest School	id=g:5527444
Northwest Seamen Tank	id=g:5527445
Northwest Texas Hospital	id=g:5527446
Northwest Texas Hospital School of Nursing	id=g:5527447
Northwest Well	id=g:5527448
Northwest Windmill	id=g:5527449
Northwest Windmill	id=g:5527450
Northwest Windmill	id=g:5527451
Norton	id=g:5527452
Norton Cemetery	id=g:5527453
Norton Lake	id=g:5527454
Norton Mesa	id=g:5527455
Norton Spring	id=g:5527456
Norton Tank	id=g:5527457
The Notch	id=g:5527458
Notrees	id=g:5527459
Nubia Creek	id=g:5527460
Nueces Can High School	id=g:5527461
Nueces Creek	id=g:5527462
Northwest Lake	id=g:5527463
Nuestra Senora de Socorro Mission	id=g:5527464
Nugent Mountain	id=g:5527465
Null Tank	id=g:5527466
Number Eight Canyon	id=g:5527467
Nueces Lake	id=g:5527468
Number Five Windmill	id=g:5527469
Number Four Draw	id=g:5527470
Number Eight Tank	id=g:5527471
Number Nine Draw	id=g:5527472
Number Four Tank	id=g:5527473
Number Nine Tank	id=g:5527474
Number Nine Windmill	id=g:5527475
Number One Canyon	id=g:5527476
Number Nine Tank	id=g:5527477
Number One Windmill	id=g:5527478
Number Ten Tank	id=g:5527479
Tank Number Twelve	id=g:5527480
Number Two Canyon	id=g:5527481
Number One Church of God and Christ	id=g:5527482
Number Two Windmill	id=g:5527483
Number Two Windmill	id=g:5527484
Nunez Ranch	id=g:5527485
Nunn Hill	id=g:5527486
Nunn Tank	id=g:5527487
Nutt Ranch	id=g:5527488
Nuway	id=g:5527489
Nuway Addition Colonia	id=g:5527490
O 2 Ranch	id=g:5527491
O Bar O Ranch	id=g:5527492
O C Fisher Dam	id=g:5527493
O C Fisher Federal Building	id=g:5527494
O C Fisher Lake	id=g:5527495
O D C Oil Field	id=g:5527496
O S Ranch Museum	id=g:5527497
O T Bassett Tower	id=g:5527498
O Tank	id=g:5527499
O X Trap Windmill	id=g:5527500
O X Windmill	id=g:5527501
O'Connor Park	id=g:5527502
O'Donnell	id=g:5527503
O'Donnell High School	id=g:5527504
O'Donnell Junior High School	id=g:5527505
O'Donnell Museum	id=g:5527506
O'Hair Springs	id=g:5527507
O'Harrow Oil Field	id=g:5527508
O'Shea Keleher Elementary School	id=g:5527509
ODonnell Cemetery	id=g:5527510
OM Creek	id=g:5527511
Number Two Well	id=g:5527512
Oak Canyon	id=g:5527513
Oak Creek	id=g:5527514
Oak Creek	id=g:5527515
Oak Creek	id=g:5527516
Oak Creek Dam	id=g:5527517
Oak Dale Elementary School	id=g:5527518
Oak Dale Pentecostal Church	id=g:5527519
Oak Draw	id=g:5527520
Oak Creek Reservoir	id=g:5527521
Oak Grove School	id=g:5527522
Oak Hills	id=g:5527523
Oak Spring	id=g:5527524
Oak Spring	id=g:5527525
Oak Spring	id=g:5527526
Oak Street Baptist Church	id=g:5527527
Oak Tree Canyon	id=g:5527528
Oak Grove Elementary School	id=g:5527529
Oaklawn Memorial Park	id=g:5527530
Oaklawn Memorial Park	id=g:5527531
Oaks Creek	id=g:5527532
Oakwood Baptist Church	id=g:5527533
Oasis Lake	id=g:5527534
Oasis Lake Dam	id=g:5527535
Oasis Ranch	id=g:5527536
Oates Pumping Station	id=g:5527537
Oaties Hollow	id=g:5527538
Oakes Hotel Building	id=g:5527539
Oats Windmill	id=g:5527540
Oberkampf Ranch	id=g:5527541
Ochiltree Cemetery	id=g:5527542
Ochiltree County	id=g:5527543
Ochiltree County Courthouse	id=g:5527544
Ochiltree General Hospital	id=g:5527545
Ochoa	id=g:5527546
Ochoa Cemetery	id=g:5527547
Ocotillo Siding	id=g:5527548
Ocotillo Tank	id=g:5527549
Ocotillo Tank	id=g:5527550
Ocotillo Well	id=g:5527551
Ocotillo Well	id=g:5527552
Odd Fellows Cemetery	id=g:5527553
Odessa	id=g:5527554
Odessa College	id=g:5527555
Odessa Country Club	id=g:5527556
Odessa High School	id=g:5527557
Odessa Meteor Crater	id=g:5527558
Odessa Primitive Baptist Church	id=g:5527559
Odessa Regional Hospital	id=g:5527560
Odessa-Schlemeyer Field	id=g:5527561
Odlaw	id=g:5527562
Odom Currie Wylie Estate Lake Number 1	id=g:5527563
Odom Currie Wylie Estate Lake Number 1 Dam	id=g:5527564
Odom Currie Wylie Estate Lake Number 2	id=g:5527565
Odom Currie Wylie Estate Lake Number 2 Dam	id=g:5527566
Odom Ranch	id=g:5527567
Odom Windmill	id=g:5527568
Ogallala Windmill	id=g:5527569
Ogden	id=g:5527570
Ogels Road Canyon	id=g:5527571
Oats Well	id=g:5527572
Oglesby Ranch	id=g:5527573
Ohio Windmill	id=g:5527574
Oil City	id=g:5527575
Oil Well Canyon	id=g:5527576
Ogg	id=g:5527577
Oil Well Canyon	id=g:5527578
Oil Well Ranch	id=g:5527579
Oil Well Tank	id=g:5527580
Oil Well Tank	id=g:5527581
Oil Well Windmill	id=g:5527582
Oil Well Windmill	id=g:5527583
Oil Well Windmill	id=g:5527584
Oil Well Windmill	id=g:5527585
Oil Well Windmill	id=g:5527586
Oil Well Windmill	id=g:5527587
Oil Well Windmill	id=g:5527588
Oil Well Windmill	id=g:5527589
Oil Well Windmill	id=g:5527590
Oil Well Windmill	id=g:5527591
Oil Well Windmill	id=g:5527592
Oil Well Windmill	id=g:5527593
Oil Well Windmill	id=g:5527594
Oil Well Windmill	id=g:5527595
Oil Well Windmill	id=g:5527596
Oil Well Windmill	id=g:5527597
Oil Well Windmill	id=g:5527598
Oil Well Windmill	id=g:5527599
Oil Well Windmill	id=g:5527600
Oil Well Windmill	id=g:5527601
Oil Well Windmill	id=g:5527602
Oil Well Windmill	id=g:5527603
Oimo Grande Tank	id=g:5527604
Ojito Adentro	id=g:5527605
Ojo Acebuche	id=g:5527606
Ojo Agua Zarca	id=g:5527607
Ojo Alamito	id=g:5527608
Ojo Bonito	id=g:5527609
Ojo Bonito Spring	id=g:5527610
Ojo Canoa	id=g:5527611
Ojo Carrizo	id=g:5527612
Ojo Escondido Spring	id=g:5527613
Ojo Grande Spring	id=g:5527614
Ojo Mexicano	id=g:5527615
Okie Windmill	id=g:5527616
Oklahoma Draw	id=g:5527617
Oil Well Spring	id=g:5527618
Oklahoma Lane	id=g:5527619
Oklahoma Lane	id=g:5527620
Oklahoma Lane Community Center	id=g:5527621
Old Algerita Hotel	id=g:5527622
Old Altizer Ranch	id=g:5527623
Old Antelope Windmill	id=g:5527624
Old Aspermont Highway Windmill	id=g:5527625
Old B'nai Zion Synagogue	id=g:5527626
Old Baldy	id=g:5527627
Old Beekley Place	id=g:5527628
Old Blue Mountain	id=g:5527629
Old Boatright Tank	id=g:5527630
Old Brookfield Windmill	id=g:5527631
Old Buchanan Ranch	id=g:5527632
Old Burk Place	id=g:5527633
Old Burkett Windmill	id=g:5527634
Old Camp Spring	id=g:5527635
Old Camp Windmill	id=g:5527636
Old Chalk Hill Tank	id=g:5527637
Old Chilicote Ranch	id=g:5527638
Old Christian Place	id=g:5527639
Old City Lake	id=g:5527640
Old City Lake	id=g:5527641
Old City Lake Dam	id=g:5527642
Old City Lake Dam	id=g:5527643
Old Corbett Place	id=g:5527644
Old Cottonwood Tank	id=g:5527645
Old County Cemetery	id=g:5527646
Old Dagger Tank	id=g:5527647
Old Edith Lochausen Place	id=g:5527648
Old Emma Cemetery	id=g:5527649
Old Faithful Spring	id=g:5527650
Old Farm Camp	id=g:5527651
Old Farm Crossing	id=g:5527652
Old Farwell Cemetery	id=g:5527653
Old Fish Farm Pond Number 1	id=g:5527654
Old Fish Farm Pond Number 1 Dam	id=g:5527655
Old Fish Farm Pond Number 2	id=g:5527656
Old Fish Farm Pond Number 2 Dam	id=g:5527657
Old Fish Farm Pond Number 3	id=g:5527658
Old Fish Farm Pond Number 3 Dam	id=g:5527659
Old Fish Farm Pond Number 4	id=g:5527660
Old Fish Farm Pond Number 4 Dam	id=g:5527661
Old Flag Windmill	id=g:5527662
