Verkhneye	id=g:475436
Stantsiya Umët Kamyshinskiy	id=g:479053
Umetbayevo	id=g:479054
Umet	id=g:479055
Umët	id=g:479056
Umët	id=g:479057
Umët	id=g:479058
Umët	id=g:479059
Urochishche Umët	id=g:479060
Umernishi	id=g:479061
Mys Umbysh	id=g:479062
Ozero Umbozero	id=g:479063
Umbozero	id=g:479064
Umbovskiy Pogost	id=g:479065
Umbolka	id=g:479066
Guba Umbikanda	id=g:479067
Umbetovo	id=g:479068
Guba Umba	id=g:479069
Umba	id=g:479070
Umba	id=g:479071
Umay	id=g:479072
Umashaul	id=g:479073
Umartinskiy	id=g:479074
Umarok	id=g:479075
U-Mariy	id=g:479076
Umantsevo	id=g:479077
Sovkhoz Umanskiy	id=g:479078
Umanskiy	id=g:479079
Umanskiy	id=g:479080
Stantsiya Umanskaya	id=g:479081
Umanka	id=g:479082
Uman-Gora	id=g:479083
Umoch’	id=g:479084
Ul’zi	id=g:479085
Ulyk-Gora	id=g:479086
Raz”yezd Ulyk	id=g:479087
Stantsiya Ulybyshevo	id=g:479088
Ulybyshevo	id=g:479089
Ulybovka	id=g:479090
Ulybino	id=g:479091
Uleyevo	id=g:479092
Ulyay	id=g:479093
Ulyashkin	id=g:479094
Ozero Ul’yashëvo	id=g:479095
Ul’yashëvo	id=g:479096
Ul’yashëvo	id=g:479097
Ul’yashëvo	id=g:479098
Ulyap	id=g:479099
Ul’yanovvskoye	id=g:479100
Stantsiya Ul’yanovsk Vtoroy	id=g:479101
Stantsiya Ul’yanovsk Pervyy	id=g:479102
Ozero Ul’yanovskoye	id=g:479103
Ul’yanovskoye	id=g:479104
Ul’yanovskiy Rayon	id=g:479105
Ul’yanovskiy Rayon	id=g:479106
Ul’yanovskiy	id=g:479107
Ul’yanovskiy	id=g:479108
Ul’yanovskiy	id=g:479109
Ul’yanovskiy	id=g:479110
Urochishche Ul’yanovskoye	id=g:479111
Ul’yanovskiy	id=g:479112
Ul’yanovskiy	id=g:479113
Ul’yanovskiy	id=g:479114
Urochishche Ul’yanovskoye	id=g:479115
Ul’yanovskiy	id=g:479116
Ul’yanovskiy	id=g:479117
Ul'yanovskiy	id=g:479118
Ul’yanovskaya Oblast’	id=g:479119
Boloto Ul’yanovskaya Glad’	id=g:479120
Ul’yanovskaya	id=g:479121
Ul’yanovskaya	id=g:479122
Ul'yanovsk	id=g:479123
Ul’yanovshchina	id=g:479124
Ul’yanovo Vtoroye	id=g:479125
Sovkhoz Ulyanovo Ryazanka	id=g:479126
Ul’yanovo Pervoye	id=g:479127
Ul’yanovo	id=g:479128
Ul’yanovo	id=g:479129
Ul’yanovo	id=g:479130
Ul’yanovo	id=g:479131
Ul’yanovo	id=g:479132
Ul’yanovo	id=g:479133
Ul’yanovo	id=g:479134
Ul’yanovo	id=g:479135
Ul’yanovo	id=g:479136
Ul’yanovo	id=g:479137
Ul’yanovo	id=g:479138
Ul’yanovo	id=g:479139
Ul’yanovka	id=g:479140
Ul’yanovka	id=g:479141
Ul’yanovka	id=g:479142
Ul’yanovka	id=g:479143
Ul’yanovka	id=g:479144
Ul’yanovka	id=g:479145
Ul’yanovka	id=g:479146
Ul’yanovka	id=g:479147
Ul’yanovka	id=g:479148
Ul’yanovka	id=g:479149
Ul’yanovka	id=g:479150
Ul’yanovka	id=g:479151
Ul’yanovka	id=g:479152
Ul’yanovka	id=g:479153
Ul’yanovka	id=g:479154
Ul’yanovka	id=g:479155
Ul’yanovka	id=g:479156
Ul’yanovka	id=g:479157
Ul’yanovka	id=g:479158
Ul’yanovka	id=g:479159
Ul’yanovka	id=g:479160
Ul’yanovka	id=g:479161
Ul’yanovka	id=g:479162
Ul’yanovka	id=g:479163
Ul’yanovka	id=g:479164
Ul’yanovka	id=g:479165
Ul’yanovka	id=g:479166
Ul’yanovka	id=g:479167
Ul’yanovets	id=g:479168
Ul’yanov	id=g:479169
Ul’yankovo	id=g:479170
Ul’yankovo	id=g:479171
Ul’yankino	id=g:479172
Ulyanki	id=g:479173
Ul’yanka	id=g:479174
Ul’yanitsa	id=g:479175
Ul’yanitsa	id=g:479176
Ul’yanino	id=g:479177
Ul’yanino	id=g:479178
Ul’yanino	id=g:479179
Ul’yanino	id=g:479180
Ul’yanikha	id=g:479181
Ul’yanikha	id=g:479182
Ul’yanikha	id=g:479183
Ul’yanikha	id=g:479184
Ozero Ulyandykul’	id=g:479185
Ulyandy	id=g:479186
Ulyalega	id=g:479187
Ulyakhino	id=g:479188
Ullya	id=g:479189
Ul'vich	id=g:479190
Ulvany	id=g:479191
Ul’va	id=g:479192
Ulu-Yelga	id=g:479193
Uluyelga	id=g:479194
Ulu-Yelan’	id=g:479195
Ulu-Yalan	id=g:479196
Sovkhoz Ulu-Telyakskiy	id=g:479197
Ulu-Telyak	id=g:479198
Ulus-Kert	id=g:479199
Stantsiya Ulusarka	id=g:479200
Ulukulevo	id=g:479201
Ulu-Karamaly	id=g:479202
Uluka	id=g:479203
Ulubi-Yurt	id=g:479204
Uluir	id=g:479205
Ul’trakova	id=g:479206
Ultes	id=g:479207
Ul’skiy	id=g:479208
Ul’shino	id=g:479209
Uls	id=g:479210
Ozero Ulozero	id=g:479211
Ulovo	id=g:479212
Ozero Ulovnoye	id=g:479213
Ozero Ulomskoye	id=g:479214
Uloma	id=g:479215
Uloma	id=g:479216
Uloma	id=g:479217
Ulom	id=g:479218
Uloinka	id=g:479219
Ulmor	id=g:479220
Ul’mol’	id=g:479221
Ulmalakhti	id=g:479222
Ulluusenchi	id=g:479223
Ullutau	id=g:479224
Ullu-Yezen’	id=g:479225
Ullu-Murudzhu	id=g:479226
Ullukol	id=g:479227
Ullukol	id=g:479228
Ullukhurzuk	id=g:479229
Ozero Ullu-Gel’	id=g:479230
Gora Ullukaya	id=g:479231
Gora Ullukara	id=g:479232
Gora Ullu-Kam-Bashi	id=g:479233
Lednik Ullu-Kam	id=g:479234
Ullu-Kam	id=g:479235
Ullugatag	id=g:479236
Ulluchay	id=g:479237
Ulluchara	id=g:479238
Stantsiya Ullubiyevo	id=g:479239
Ullubiyevka	id=g:479240
Ullubiyaul	id=g:479241
Ulluaya	id=g:479242
Ulluartkom	id=g:479243
Ul’kundy	id=g:479244
Ul’kovo	id=g:479245
Urochishche Ulkino	id=g:479246
Ol’khovo	id=g:479247
Ul’kar	id=g:479248
Banka Ulkamatala	id=g:479249
Ul’ka	id=g:479250
Ulitsa	id=g:479251
Ulitkino	id=g:479252
Ulitkino	id=g:479253
Ulitinskaya	id=g:479254
Ulitino	id=g:479255
Ulitino	id=g:479256
Ulitino	id=g:479257
Ulitino	id=g:479258
Ulitina Novinka	id=g:479259
Ozero Ulita	id=g:479260
Ulita	id=g:479261
Ozero Ulishëvo	id=g:479262
Ulin	id=g:479263
Ulem’ye	id=g:479264
Ulimanovo	id=g:479265
Gortnob	id=g:479266
Uleyma	id=g:479267
Uleyki	id=g:479268
Uleyma	id=g:479269
Uleyevo	id=g:479270
Uley	id=g:479271
Uleshevo	id=g:479272
Ulesha	id=g:479273
Ulesh	id=g:479274
Udmurtskiy Ulenvay	id=g:479275
Ulen’ka	id=g:479276
Uleml’	id=g:479277
Ulemets	id=g:479278
Ulema	id=g:479279
Ul’dyuchiny	id=g:479280
Uldor-Sërd	id=g:479281
Ul’diga	id=g:479282
Ulasta	id=g:479283
Ulasovskaya	id=g:479284
Ulan-Zukha	id=g:479285
Ulanovskiy	id=g:479286
Ulanovskiy	id=g:479287
Ulanovo	id=g:479288
Ulanovo	id=g:479289
Ulanovo	id=g:479290
Ulanovka	id=g:479291
Ulanovka	id=g:479292
Ulanovka	id=g:479293
Ulanova Gora	id=g:479294
Ulanov	id=g:479295
Ulanok	id=g:479296
Ulan-Kholl	id=g:479297
Ulan-Khol	id=g:479298
Ulan Khol	id=g:479299
Ulan-Kheyechi	id=g:479300
Ulan-Kheyechi	id=g:479301
Ulan Erge	id=g:479302
Balka Ulan	id=g:479303
Ula-Khuduk	id=g:479304
Ulagdon	id=g:479305
Gora Ulagan	id=g:479306
Ula	id=g:479307
Ula	id=g:479308
Uk”yu	id=g:479309
Uk”yu	id=g:479310
Ukuz	id=g:479311
Ukuniyemi	id=g:479312
Uktym Vos’moy	id=g:479313
Uktym	id=g:479314
Uktym	id=g:479315
Ukteyevo	id=g:479316
Ozero Uksu-Yarvi	id=g:479317
Uksuyarvi	id=g:479318
Uksunyoki	id=g:479319
Uksuny	id=g:479320
Zaliv Uksun-Lakhti	id=g:479321
Uksu	id=g:479322
Uksora	id=g:479323
Ozero Ukshozero	id=g:479324
Ukshozero	id=g:479325
Uksh-Ozero	id=g:479326
Uksalonpya	id=g:479327
Uksada	id=g:479328
Ukroyevo	id=g:479329
Ukransk	id=g:479330
Ukraintsevo	id=g:479331
Ukrainskiy	id=g:479332
Ukrainskoye	id=g:479333
Ukrainskiy	id=g:479334
Ukrainskiy	id=g:479335
Ukrainskiy	id=g:479336
Ukrainskiy	id=g:479337
Ukrainskiy	id=g:479338
Ukrainskiy	id=g:479339
Ukrainskiy	id=g:479340
Ukrainskiy	id=g:479341
Ukrainskiy	id=g:479342
Ukrainskaya	id=g:479343
Ukrainka Vtoraya	id=g:479344
Ukrainka Pervaya	id=g:479345
Ukrainka	id=g:479346
Ukrainka	id=g:479347
Ukrainka	id=g:479348
Ukrainka	id=g:479349
Ukrainka	id=g:479350
Ukrainka	id=g:479351
Ozero Ukosta	id=g:479352
Ukorskiye Vyselki	id=g:479353
Ostrov Ukon-Shari	id=g:479354
Ukolovo	id=g:479355
Ukolovo	id=g:479356
Ukolovo	id=g:479357
Ukolovo	id=g:479358
Ukolovo	id=g:479359
Ukolovo	id=g:479360
Ukolitsa	id=g:479361
Ukman	id=g:479362
Ukleyno	id=g:479363
Ukleinskiy	id=g:479364
Ukladnitsy	id=g:479365
Ozero Ukkozero	id=g:479366
Ukhvazh	id=g:479367
Ukhul	id=g:479368
Ukhtym	id=g:479369
Ukhtym	id=g:479370
Ukhtuska	id=g:479371
Ukhtubuzh	id=g:479372
Ukhtua-Yëki	id=g:479373
Ukht-Porog	id=g:479374
Ozero Ukhtozero	id=g:479375
Ozero Ukht-Ozero	id=g:479376
Ozero Ukhtozero	id=g:479377
Ukhtozero	id=g:479378
Ozero Ukhtom’yarskoye	id=g:479379
Stantsiya Ukhtomskiy	id=g:479380
Ukhtomskiy	id=g:479381
Ukhtomskiy	id=g:479382
Ostanovochnyy Punkt Ukhtomskaya	id=g:479383
Ukhtomka	id=g:479384
Ukhtomka	id=g:479385
Ukhtomka	id=g:479386
Ukhtomitsa	id=g:479387
Ukhtomitsa	id=g:479388
Ukhtoma	id=g:479389
Ukhtoma	id=g:479390
Ukhtoma	id=g:479391
Ukhtokhma	id=g:479392
Mys Ukhtnavolok	id=g:479393
Ukhtitsa	id=g:479394
Ukhtitsa	id=g:479395
Ukhtinskiy	id=g:479396
Ukhtyngir’	id=g:479397
Ukhta-Tobolkino	id=g:479398
Ukhta-Pesok	id=g:479399
Ukhta-Niz	id=g:479400
Ukhtanga	id=g:479401
Ukhtanga	id=g:479402
Guba Ukhta	id=g:479403
Ukhta	id=g:479404
Ukhta	id=g:479405
Ukhta	id=g:479406
Ukhta	id=g:479407
Ukhta	id=g:479408
Ukhta	id=g:479409
Ukhta	id=g:479410
Ukhta	id=g:479411
Urochishche Ukhta	id=g:479412
Ukhta	id=g:479413
Ukhra	id=g:479414
Ukhovshchina	id=g:479415
Ukhovo	id=g:479416
Ukhovo	id=g:479417
Ukhovo	id=g:479418
Ukhoshino	id=g:479419
Ukhor’-Vyselki	id=g:479420
Ukhorskoye	id=g:479421
Ukhora	id=g:479422
Ukhora	id=g:479423
Ozero Ukhonskoye	id=g:479424
Ukholovskiy Rayon	id=g:479425
Ukholovo	id=g:479426
Ukhobichi	id=g:479427
Ukhmany	id=g:479428
Ostrova Ukhkontsy	id=g:479429
Ostrov Ukhkonets Vysokiy	id=g:479430
Ostrov Ukhkonets Golomyannyy	id=g:479431
Ugdym	id=g:479432
Ukdym	id=g:479433
Ukozyash	id=g:479434
Ukazki	id=g:479435
Ostrov Ukazatel’nyy	id=g:479436
Banka Ukatnaya	id=g:479437
Ukarlino	id=g:479438
Ukan	id=g:479439
Uk	id=g:479440
Uk	id=g:479441
Uinskoye	id=g:479442
Uinskiy Rayon	id=g:479443
Ostrov Uiltona	id=g:479444
Gora Uilpata	id=g:479445
Ozero Ugzenskoye	id=g:479446
Ugzen’ga	id=g:479447
Ugzen’ga	id=g:479448
Khrebet Ugyamysh	id=g:479449
Uguzevo	id=g:479450
Ugshchi	id=g:479451
Grumant	id=g:479452
Ugryumovskiye Vyselki	id=g:479453
Stantsiya Ugryumovo	id=g:479454
Ugryumovo	id=g:479455
Ugryumovo	id=g:479456
Ugryumovo	id=g:479457
Urochishche Ugryumovka	id=g:479458
Ugryumikha	id=g:479459
Ugrivo	id=g:479460
Ugritsa	id=g:479461
Ugrinovo	id=g:479462
Raz”yezd Ugrino	id=g:479463
Ugrim	id=g:479464
Ugrevo	id=g:479465
Ugrevishche	id=g:479466
Stantsiya Ugreshskaya	id=g:479467
Ugren’ga	id=g:479468
Ugranskiy Rayon	id=g:479469
Ugra	id=g:479470
Ugra	id=g:479471
Ugra	id=g:479472
Ugost’	id=g:479473
Ugory	id=g:479474
Ugory	id=g:479475
Ugornaya Sloboda	id=g:479476
Ugor	id=g:479477
Ugor	id=g:479478
Ugor	id=g:479479
Ugol’skoye	id=g:479480
Ugol’skiy	id=g:479481
Ugol’skiy	id=g:479482
Ugol’skoye	id=g:479483
Ugolok Truda	id=g:479484
Ugolok	id=g:479485
Ugolok	id=g:479486
Ugol’nyy	id=g:479487
Ugol’nyy	id=g:479488
Ugol’nyy	id=g:479489
Ugol’noye	id=g:479490
Ostrov Ugol’noy Kopi	id=g:479491
Ugol’nitsa	id=g:479492
Ugol’nik	id=g:479493
Ugol’noye	id=g:479494
Ugolki	id=g:479495
Ugol	id=g:479496
Ugol	id=g:479497
Ugol	id=g:479498
Ugol	id=g:479499
Ugol	id=g:479500
Ugol	id=g:479501
Ugol	id=g:479502
Ugol	id=g:479503
Ugod’ye	id=g:479504
Ugodichi	id=g:479505
Udgoda	id=g:479506
Ugnitsa	id=g:479507
Ugmoyla	id=g:479508
Uglyanka	id=g:479509
Uglyanka	id=g:479510
Uglyanka	id=g:479511
Uglyanets	id=g:479512
Uglyana	id=g:479513
Ugly	id=g:479514
Ugly	id=g:479515
Ugly	id=g:479516
Ugly	id=g:479517
Ugly	id=g:479518
Uglovshchina	id=g:479519
Zaliv Uglovoy	id=g:479520
Uglovoy	id=g:479521
Uglovo	id=g:479522
Uglovka	id=g:479523
Uglovka	id=g:479524
Stantsiya Uglovaya	id=g:479525
Uglovaya	id=g:479526
Ostrov Uglomin	id=g:479527
Uglichskoye Vodokhranilishche	id=g:479528
Uglichskiy Rayon	id=g:479529
Uglichskaya Vozvyshennost’	id=g:479530
Uglichi	id=g:479531
Uglich	id=g:479532
Uglevo	id=g:479533
Uglevka	id=g:479534
Ugleural'skiy	id=g:479535
Uglets	id=g:479536
Uglerodovskiy	id=g:479537
Uglenskoye	id=g:479538
Uglegorskiy	id=g:479539
Ugla	id=g:479540
Ugayda	id=g:479541
Stantsiya Uftyuga	id=g:479542
Uftyuga	id=g:479543
Uftyuga	id=g:479544
Uftyuga	id=g:479545
Uftyuga	id=g:479546
Uftyuga	id=g:479547
Ufin’ya	id=g:479548
Ufimtsy	id=g:479549
Ufimskoye Plato	id=g:479550
Ufimskiy Rayon	id=g:479551
Sovkhoz Ufimskiy	id=g:479552
Ufimskiy	id=g:479553
Ufimskiy	id=g:479554
Ufimskiy	id=g:479555
Ufimskiy	id=g:479556
Ufimka	id=g:479557
Ufa-Shigiri	id=g:479558
Ufaleyka	id=g:479559
Ufa	id=g:479560
Ufa	id=g:479561
Mys Uelmana	id=g:479562
Lager’ Uel’mana	id=g:479563
Udyurma	id=g:479564
Ozero Udvyat	id=g:479566
Udvyat	id=g:479567
Uduguchin	id=g:479568
Udryni	id=g:479569
Udryak-Nikolayevka	id=g:479570
Udryakbash	id=g:479571
Stantsiya Udryak	id=g:479572
Udrino	id=g:479573
Udrina	id=g:479574
Udra	id=g:479575
Udozhka	id=g:479576
Udozero	id=g:479577
Udovki	id=g:479578
Udovishche	id=g:479579
Udosolovo	id=g:479580
Udorskiy Rayon	id=g:479581
Udor	id=g:479582
Ozero Udomlya	id=g:479583
Udomel’skiy Rayon	id=g:479584
Udol’ye	id=g:479585
Udokha	id=g:479586
Udokha	id=g:479587
Udodovskiy	id=g:479588
Stantsiya Udobritel’naya	id=g:479589
Udobnyy	id=g:479590
Udobnyy	id=g:479591
Udobno-Zelenchukskiy	id=g:479592
Udobnoye	id=g:479593
Udobno-Pokrovskiy	id=g:479594
Udobno-Grushka	id=g:479595
Udobnaya	id=g:479596
Udmurtskoye Gondyrëvo	id=g:479597
Udmurtskiy Zyazgor	id=g:479598
Udmurtskiy Yus	id=g:479599
Udmurtskiy Toymobash	id=g:479600
Udmurt-Syugail	id=g:479601
Udmurtskiy Survay	id=g:479602
Udmurtskiy Shagirt	id=g:479603
Udmurtskiy Saramak	id=g:479604
Udmurtskiy Lem	id=g:479605
Udmurtskiy Karaul	id=g:479606
Udmurtskiye Tashly	id=g:479607
Udmurtskiye Klyuchi	id=g:479608
Udmurtskiye Al’tsy	id=g:479609
Sovkhoz Udmurtskiy	id=g:479610
Udmurt Sada	id=g:479611
Kolkhoz Udmurtiya	id=g:479612
Udmurtskaya Respublika	id=g:479613
Udino	id=g:479614
Udino	id=g:479615
Udino	id=g:479616
Udino	id=g:479617
Udina	id=g:479618
Udimskiy	id=g:479619
Stantsiya Udima	id=g:479620
Udima	id=g:479621
Udima	id=g:479622
Udikha	id=g:479623
Udi	id=g:479624
Udev	id=g:479625
Uderëvo	id=g:479626
Uderevka	id=g:479627
Uderevka	id=g:479628
Uderevo	id=g:479629
Uder’	id=g:479630
Ozero Udenoye	id=g:479631
Udenitsa	id=g:479632
Udel’nyy Suranchak	id=g:479633
Udel’nyy Pizhay	id=g:479634
Udel’nyye Uty	id=g:479635
Udel’noye-Nechasovo	id=g:479636
Udel’no-Duvaney	id=g:479637
Udel’naya Mayanga	id=g:479638
Udel’naya	id=g:479639
Udel’naya	id=g:479640
Udazh	id=g:479641
Stantsiya Udarnyy	id=g:479642
Stantsiya Udarnyy	id=g:479643
Udarnyy	id=g:479644
Udarnyy	id=g:479645
Udarnoye	id=g:479646
Udarnoye	id=g:479647
Stantsiya Udarnik	id=g:479648
Sovkhoz Udarnik	id=g:479649
Sovkhoz Udarnik	id=g:479650
Kolkhoz Udarnik	id=g:479651
Kolkhoz Udarnik	id=g:479652
Kolkhoz Udarnik	id=g:479653
Kolkhoz Udarnik	id=g:479654
Kolkhoz Udarnik	id=g:479655
Banka Udarnik	id=g:479656
Udarnik	id=g:479657
Udarnik	id=g:479658
Udarnik	id=g:479659
Udarnik	id=g:479660
Udarnik	id=g:479661
Udarnik	id=g:479662
Udarnaya	id=g:479663
Udal’tsovo	id=g:479664
Udalovka	id=g:479665
Udali	id=g:479666
Ozero Udal’	id=g:479667
Udachnoye	id=g:479668
Stantsiya Uda	id=g:479670
Uda	id=g:479671
Uda	id=g:479672
Uda	id=g:479673
Uda	id=g:479674
Uchuzhiy	id=g:479675
Uchuyevo-Maydan	id=g:479676
Uchugan-Asanovo	id=g:479677
Uch-Tyube-Tasly	id=g:479678
Uchpili	id=g:479679
Uchonka	id=g:479680
Uchny	id=g:479681
Uchno	id=g:479682
Ozero Uchma-Lampi	id=g:479683
Uchkulan	id=g:479684
Uchkulan	id=g:479685
Uchebnoye Khozyaystvo Nal’chikskogo Sel’skokhozyaystvennogo Tekhnikuma	id=g:479686
Uchkeken	id=g:479687
Uchkain	id=g:479688
Uchka	id=g:479689
Uchinskoye Vodokhranilishche	id=g:479690
Uchili	id=g:479691
Ucheykino	id=g:479692
U Chërnogo Ozera	id=g:479693
Uchenzha	id=g:479694
Ozero Uchënoye	id=g:479695
Uchenikovo	id=g:479696
Uchenikovo	id=g:479697
Ostanovochnyy Punkt Uch-Dere	id=g:479698
Mys Uch-Dere	id=g:479699
Uchastok Nomer Sed’moy	id=g:479700
Uchastok Nomer Devyatyy	id=g:479701
Uchastok Nomer Devyatnadtsatyy	id=g:479702
Uchaly	id=g:479703
Uchaly	id=g:479704
Uchalle	id=g:479705
Uchalinskiy Rayon	id=g:479706
Ucha	id=g:479707
Ucha	id=g:479708
Ucha	id=g:479709
Mys Uch	id=g:479710
Uch	id=g:479711
Uch’	id=g:479712
Stantsiya Ubyt’	id=g:479713
Ubyt’	id=g:479714
Ubozhka	id=g:479715
Ubory	id=g:479716
Uborkovo	id=g:479718
Ublya	id=g:479719
Ubliska	id=g:479720
Gora Ubin’su	id=g:479721
Ubinskaya	id=g:479722
Ubinka	id=g:479723
Ubezhenskaya	id=g:479724
Ubeykino	id=g:479725
Ubeyevo	id=g:479726
Ubey	id=g:479727
Uba	id=g:479728
Uba	id=g:479729
Uba	id=g:479730
Uaydar	id=g:479731
Tyzyl	id=g:479732
Tyzhma	id=g:479733
Stantsiya Tyva	id=g:479734
Sovkhoz Tyuyskiy	id=g:479735
Tyuynoe Ozero	id=g:479736
Razvaliny Tyuykova	id=g:479737
Tyuy	id=g:479738
Guba Tyuva	id=g:479739
Tyutyusu	id=g:479740
Tyutyuri	id=g:479741
Tyutyunnikov	id=g:479742
Tyutyuleni	id=g:479743
Tyutyuki	id=g:479744
Gora Tyutyubashi	id=g:479745
Lednik Tyutyusu	id=g:479746
Tyutnyar’	id=g:479747
Tyutnyar’	id=g:479748
Tyutnevo	id=g:479749
Tyut’kovo	id=g:479750
Tyut’kovo	id=g:479751
Tyut’kovo	id=g:479752
Tyut’kovo	id=g:479753
Tyutitsy	id=g:479754
Tyutitsy	id=g:479755
Tyutel’ga	id=g:479756
Tyutchevo	id=g:479757
Tyutchevo	id=g:479758
Tyutchevo	id=g:479759
Tyushinskoye Ozero	id=g:479760
Tyushino	id=g:479761
Tyushino	id=g:479762
Tyushino	id=g:479763
Sovkhoz Tyushevskiy	id=g:479764
Tyushevo	id=g:479765
Tyushevka	id=g:479766
Tyushevskoye	id=g:479767
Tyush	id=g:479768
Tyush	id=g:479769
Tyush	id=g:479770
Tyus’	id=g:479771
Tyus’	id=g:479772
Tyuryush-Tamak	id=g:479773
Tyuryushlya	id=g:479774
Tyuryushevo	id=g:479775
Tyuryush	id=g:479776
Tyuryukovo	id=g:479777
Ozero Tyuryu	id=g:479778
Tyuryary	id=g:479779
Tyrjäjärvi	id=g:479780
Tyur’ya	id=g:479781
Tyurvishchi	id=g:479782
Tyurvishchi	id=g:479783
Gora Tyurtoyva	id=g:479784
Tyurten’	id=g:479785
Tyurnyasevskiy	id=g:479786
Tyurnitsa	id=g:479787
Tyurmino	id=g:479788
Tyurmerovskiy	id=g:479789
Stantsiya Tyurlema	id=g:479790
Tyurkeyevo	id=g:479791
Tyurinskiy	id=g:479792
Tyurino	id=g:479793
Tyurino	id=g:479794
Tyurino	id=g:479795
Tyurino	id=g:479796
Tyurin	id=g:479797
Tyurin	id=g:479798
Tyurikovskaya	id=g:479799
Stantsiya Tyurikovo	id=g:479800
Tyurikovo	id=g:479801
Tyurikovo	id=g:479802
Tyurichevo	id=g:479803
Tyuri	id=g:479804
Tyuremka	id=g:479805
Turbenevo	id=g:479806
Tyuptiyevo	id=g:479807
Tyuprikha	id=g:479808
Tyupkil’dy	id=g:479809
Tyupinka	id=g:479810
Tyunzyry	id=g:479811
Tyunyar’	id=g:479812
Tyunyar’	id=g:479813
Tyunyakovskiy	id=g:479814
Tyunter	id=g:479815
Tyunlyuk	id=g:479816
Tyunino	id=g:479817
Tyunino	id=g:479818
Tyunino	id=g:479819
Tyunin	id=g:479820
Tyunezh	id=g:479821
Tyunelya	id=g:479822
Tyundyuk	id=g:479823
Tyum-Tyum	id=g:479824
Tyuminovo	id=g:479825
Tyumerevo	id=g:479826
Tyumenyak	id=g:479827
Tyumen’skiy	id=g:479828
Tyumenevskiy Pervyy	id=g:479829
Tyumenevo	id=g:479830
Tyumenevo	id=g:479831
Tyumenevka	id=g:479832
Tyumenevka	id=g:479833
Tyumenevka	id=g:479834
Tyumenevka	id=g:479835
Tyumen’	id=g:479836
Tyumen’	id=g:479837
Tyumen’	id=g:479838
Tyumbeki	id=g:479839
Tyumbeki	id=g:479840
Tyulyumbik	id=g:479841
Tyulyukasy	id=g:479842
Tyulyuk	id=g:479843
Tyulyuk	id=g:479844
Tyulyubayevo	id=g:479845
Sovkhoz Tyulyayevo	id=g:479846
Stantsiya Tyulyan’	id=g:479847
Tyulyan’	id=g:479848
Tyulyaftino	id=g:479849
Tyulyachi	id=g:479850
Gora Tyul’pvyd	id=g:479851
Tyul’pannyy	id=g:479852
Tyul’men’	id=g:479853
Tyul’men’	id=g:479854
Tyulle	id=g:479855
Tyul’kubay	id=g:479856
Tyul’ko-Tyuba	id=g:479857
Tyul’ko-Tamak	id=g:479858
Tyul’kintsy	id=g:479859
Tyul’kino-Pushkari	id=g:479860
Tyul'kino	id=g:479861
Tyul’ki	id=g:479862
Tyul’koy	id=g:479863
Tyulina	id=g:479864
Kolkhoz Tyulindino	id=g:479865
Tyuli	id=g:479866
Razvaliny Tyuli	id=g:479867
Tyul’gaza	id=g:479868
Tyul’gash	id=g:479869
Tyul’ganskiy Rayon	id=g:479870
Tyul’gan	id=g:479871
Ostrov Tyuleniy	id=g:479872
Tyuleni	id=g:479873
Tyulen’ga	id=g:479874
Tyuleneva	id=g:479875
Ostrov Tyulen’	id=g:479876
Urochishche Tyule	id=g:479877
Tyul’di	id=g:479878
Tyulakovo	id=g:479879
Tyukovo	id=g:479880
Tyukovo	id=g:479881
Tyukovo	id=g:479882
Tyukovnovskiy	id=g:479883
Tyukovka	id=g:479884
Tyukkula	id=g:479885
Tyukinskiy	id=g:479886
Tyukhtovo	id=g:479887
Tyukhovo	id=g:479888
Tyukhovitsy	id=g:479889
Ozero Tyukhminskoye	id=g:479890
Tyukhmenevo	id=g:479891
Tikhmenevo	id=g:479892
Tyukhmenevka	id=g:479893
Tyukhmenevka	id=g:479894
Tyuka	id=g:479895
Tyuinsk	id=g:479896
Tyugeyevka	id=g:479897
Tyugayevo	id=g:479898
Tyugash	id=g:479899
Tyufyakovy	id=g:479900
Tyufitka	id=g:479901
Tyufin’	id=g:479902
Tyuempyaynen	id=g:479903
Tyuz’ma	id=g:479904
Tyubyakova	id=g:479905
Tyubyak-Cherki	id=g:479906
Tyubyak-Chekurcha	id=g:479907
Tyubyak	id=g:479908
Tyubyak	id=g:479909
Tyubyak	id=g:479910
Tyubelyas	id=g:479911
Sovkhoz Tyubelyasskiy	id=g:479912
Tyuba	id=g:479913
Tyuane-Yaga	id=g:479914
Mys Tyuanesalya	id=g:479915
Tyualoy	id=g:479916
Tysyatskoye	id=g:479917
Tysyatskovo	id=g:479918
Tysyachnyy	id=g:479919
Gora Tysyacha-Myl’k	id=g:479920
Tys’ya	id=g:479921
Tyshchenko	id=g:479922
Tyshchenko	id=g:479923
Tyryshkino	id=g:479924
Tyryshkino	id=g:479925
Tyryshka	id=g:479926
Ozero Tyrybeyskoye	id=g:479927
Tyrtsevo	id=g:479928
Zaliv Tyrtova	id=g:479929
Tyrpets	id=g:479930
Tyrpasovskaya	id=g:479931
Bedyk	id=g:479932
Tyrnyauz	id=g:479933
Sovkhoz Tyrnovskiy	id=g:479934
Tyrnovo	id=g:479935
Tyrnovo	id=g:479936
Tyrnovo	id=g:479937
Stantsiya Tyrnitsa	id=g:479938
Tyrnitsa	id=g:479939
Tyrnitsa	id=g:479940
Tyrnavolok	id=g:479941
