Remollon	id=g:6453559
La Croix-Valmer	id=g:6457118
La Farlède	id=g:6457119
La Garde-Freinet	id=g:6457120
La Londe-les-Maures	id=g:6457121
Le Luc	id=g:6457122
La Martre	id=g:6457123
Les Mayons	id=g:6457124
La Môle	id=g:6457125
La Motte	id=g:6457126
Le Muy	id=g:6457127
Le Pradet	id=g:6457128
La Bastidonne	id=g:6457129
Le Beaucet	id=g:6457130
La Motte-d'Aigues	id=g:6457131
Le Pontet	id=g:6457132
La Barre-de-Monts	id=g:6457133
Le Bernard	id=g:6457134
La Boissière-de-Montaigu	id=g:6457135
La Boissière-des-Landes	id=g:6457136
Le Boupère	id=g:6457137
Les Brouzils	id=g:6457138
La Bruffière	id=g:6457139
La Chaize-Giraud	id=g:6457140
La Chaize-le-Vicomte	id=g:6457141
Le Champ-Saint-Père	id=g:6457142
La Chapelle-Achard	id=g:6457143
La Chapelle-aux-Lys	id=g:6457144
La Chapelle-Hermier	id=g:6457145
La Chapelle-Palluau	id=g:6457146
La Chapelle-Thémer	id=g:6457147
La Châtaigneraie	id=g:6457148
Les Châtelliers-Châteaumur	id=g:6457149
Les Clouzeaux	id=g:6457150
La Copechagnière	id=g:6457151
La Couture	id=g:6457152
Les Essarts	id=g:6457153
Le Fenouiller	id=g:6457154
La Ferrière	id=g:6457155
La Flocellière	id=g:6457156
La Garnache	id=g:6457157
La Gaubretière	id=g:6457158
La Bussière	id=g:6457159
La Chapelle-Moulière	id=g:6457160
La Chaussée	id=g:6457161
La Ferrière-Airoux	id=g:6457162
Le Buis	id=g:6457163
Les Cars	id=g:6457164
La Chapelle-Montbrandeix	id=g:6457165
La Croisille-sur-Briance	id=g:6457166
La Croix-sur-Gartempe	id=g:6457167
Le Dorat	id=g:6457168
La Geneytouse	id=g:6457169
La Jonchère-Saint-Maurice	id=g:6457170
La Meyze	id=g:6457171
La Baffe	id=g:6457172
Le Beulay	id=g:6457173
La Bourgonce	id=g:6457174
La Bresse	id=g:6457175
La Chapelle-aux-Bois	id=g:6457176
La Belliole	id=g:6457177
La Celle-Saint-Cyr	id=g:6457178
La Chapelle-sur-Oreuse	id=g:6457179
La Chapelle-Vaupelteigne	id=g:6457180
La Garenne-Colombes	id=g:6457181
Le Plessis-Robinson	id=g:6457182
La Courneuve	id=g:6457183
Les Lilas	id=g:6457184
Les Pavillons-sous-Bois	id=g:6457185
Le Raincy	id=g:6457186
Le Kremlin-Bicêtre	id=g:6457187
Le Plessis-Trévise	id=g:6457188
La Queue-en-Brie	id=g:6457189
Le Bellay-en-Vexin	id=g:6457190
Les Alleux	id=g:6457191
Les Albres	id=g:6457192
Les Aix-d'Angillon	id=g:6457193
Les Aires	id=g:6457194
Les Abrets	id=g:6457195
Les Adrets	id=g:6457196
Les Alleuds	id=g:6457197
Les Ageux	id=g:6457198
Les Ancizes-Comps	id=g:6457199
Les Alleuds	id=g:6457200
Les Arcs	id=g:6457201
Le Barroux	id=g:6457202
La Bazeuge	id=g:6457203
Les Ableuvenettes	id=g:6457204
Le Blanc-Mesnil	id=g:6457205
La Barben	id=g:6457206
Les Angles-sur-Corrèze	id=g:6457207
Le Bodéo	id=g:6457208
La Bastide-des-Jourdans	id=g:6457209
Le Boulay-Morin	id=g:6457210
La Chapelle-Souëf	id=g:6457211
La Coudre	id=g:6457212
Le Girouard	id=g:6457213
La Villeneuve	id=g:6457214
Parc des Princes	id=g:6457251
Sorbonne	id=g:6457252
La Défense	id=g:6457253
Bercy	id=g:6457254
Vincennes race track	id=g:6457256
Marais Quarter	id=g:6457257
Paris North - Villepinte Exhibition Centre	id=g:6457259
Lyon Station	id=g:6457260
Gare du Nord	id=g:6457261
UNESCO	id=g:6457262
Pont Alexandre III	id=g:6457263
Pont de l'Alma	id=g:6457264
Les Quatre Temps Center	id=g:6457265
Cler Street	id=g:6457266
La Varenne-Saint-Hilaire	id=g:6457349
Arrondissement d'Istres	id=g:6457359
Arrondissement de Vierzon	id=g:6457360
Arrondissement de La Flèche	id=g:6457361
Arrondissement de Fontainebleau	id=g:6457362
Arrondissement de Torcy	id=g:6457363
Arrondissement de Saint-Germain-en-Laye	id=g:6457364
Arrondissement d'Étampes	id=g:6457365
Arrondissement d'Évry	id=g:6457366
Arrondissement de Palaiseau	id=g:6457367
Arrondissement d'Antony	id=g:6457368
Arrondissement de Nanterre	id=g:6457369
Arrondissement de Boulogne-Billancourt	id=g:6457370
Arrondissement de Bobigny	id=g:6457371
Arrondissement du Raincy	id=g:6457372
Arrondissement de Créteil	id=g:6457373
Arrondissement de Nogent-sur-Marne	id=g:6457374
Arrondissement de L'Haÿ-les-Roses	id=g:6457375
Arrondissement d'Argenteuil	id=g:6457376
Arrondissement de Sarcelles	id=g:6457377
Raiffeisen du Salève et des Communes Réunies	id=g:6458168
Raiffeisen St-Gingolph	id=g:6458238
Cimetière de Bercy	id=g:6458561
Cimetière de Picpus	id=g:6458562
Cimetière de Grenelle	id=g:6458563
Cimetière de Vaugirard	id=g:6458564
Cimetière d'Auteuil	id=g:6458565
Cimetière de Passy	id=g:6458566
Cimetière des Batignolles	id=g:6458567
Cimetière du Calvaire	id=g:6458568
Cimetière Saint-Vincent	id=g:6458569
Cimetière de la Villette	id=g:6458570
Cimetière de Belleville	id=g:6458571
Cimetière de Charonne	id=g:6458572
Cimetière parisien de Bagneux	id=g:6458573
Cimetière parisien de la Chapelle	id=g:6458574
Cimetière parisien de Pantin	id=g:6458575
Cimetière parisien de Saint-Ouen	id=g:6458576
Cimetière parisien d'Ivry	id=g:6458577
Cimetière parisien de Thiais	id=g:6458578
Champs-sur-Marne	id=g:6458579
Foudon	id=g:6458584
Cimetière de Foudon	id=g:6458585
Cimetière du Plessis-Grammoire	id=g:6458586
Nouveau cimetière du Plessis-Grammoire	id=g:6458587
Cimetière de Saint-Sylvain d'Anjou	id=g:6458588
Cimetière Angers-Est	id=g:6458589
Cimetière Angers-Ouest	id=g:6458590
Cimetière de Villevêque	id=g:6458591
Cimetière de Trélazé	id=g:6458592
Cimetière de Brain-sur-l'Authion	id=g:6458593
Angers-Marcé	id=g:6458614
Aubigné-sur-Layon	id=g:6458623
Blaison-Gohier	id=g:6458624
Brissac-Quincé	id=g:6458625
Les Cerqueux	id=g:6458626
Chacé	id=g:6458627
Charcé-Saint-Ellier-sur-Aubance	id=g:6458628
Chênehutte-Trèves-Cunault	id=g:6458629
Fontevraud-l'Abbaye	id=g:6458630
Valanjou	id=g:6458631
Loiré	id=g:6458632
Longué-Jumelles	id=g:6458633
Marans	id=g:6458634
Montfaucon-Montigné	id=g:6458635
Montilliers	id=g:6458636
Montreuil-Juigné	id=g:6458637
Les Rosiers-sur-Loire	id=g:6458638
Saint-Georges-des-Gardes	id=g:6458639
Saint-Mathurin-sur-Loire	id=g:6458640
Saint-Sauveur-de-Landemont	id=g:6458641
Avrillé	id=g:6458642
Dénezé-sous-Doué	id=g:6458643
Dénezé-sous-le-Lude	id=g:6458644
Faveraye-Mâchelles	id=g:6458645
Fougeré	id=g:6458646
Marcé	id=g:6458647
Montigné-lès-Rairies	id=g:6458648
Mûrs-Erigné	id=g:6458649
Sainte-Christine	id=g:6458650
Sainte-Gemmes-d'Andigné	id=g:6458651
Sainte-Gemmes-sur-Loire	id=g:6458652
Saint-Georges-du-Bois	id=g:6458653
Saint-Jean-de-Linières	id=g:6458654
Saint-Melaine-sur-Aubance	id=g:6458655
Saint-Sulpice	id=g:6458656
Sceaux-d'Anjou	id=g:6458657
Sœurdres	id=g:6458658
Baugé	id=g:6458659
Béhuard	id=g:6458660
Brossay	id=g:6458661
Champ-sur-Layon	id=g:6458662
Cheffes	id=g:6458663
Cherré	id=g:6458664
Allonnes	id=g:6458665
L'Hôtellerie-de-Flée	id=g:6458666
La Ménitré	id=g:6458667
La Pellerine	id=g:6458668
La Poitevinière	id=g:6458669
La Boissière-sur-Èvre	id=g:6458670
La Varenne	id=g:6458672
Saint-Christophe-la-Couperie	id=g:6458673
Mas de Riumajor	id=g:6458691
Lac de Revire Souléou	id=g:6458699
Lac de Clausis	id=g:6458732
Source du Plan de Phazy	id=g:6458733
La Pierre-qui-Vire	id=g:6458926
Abbaye de Sept-Fons	id=g:6458927
Abbaye de Sénanque	id=g:6458928
Abbaye de Solesmes	id=g:6458929
Notre-Dame des Neiges	id=g:6458930
Kyriadmulhouse Lutterbach	id=g:6461794
Comfort Hotel Kiotel	id=g:6461803
Du CONTINENT Hotel	id=g:6461805
Imperial	id=g:6461826
Roosevelt	id=g:6461867
Campanile Roissy	id=g:6461874
Ellington	id=g:6461922
Premiere Classe Fleury-Mérogis	id=g:6461968
Athenee	id=g:6462007
Kyriad Angers Pont De Ce	id=g:6462011
Hotel Les Agassins	id=g:6462026
Radisson SAS Hotel Biarritz	id=g:6462042
Albert 1'er Hotel Nice, France	id=g:6462051
Hotel Clauzel	id=g:6462063
Villa Opera Lamartine	id=g:6462071
Château de la Pioline	id=g:6462072
Hotel Comte de Nice	id=g:6462096
Best Western Grand Htl Luxembourg	id=g:6462101
National Hotel	id=g:6462113
Cour Des Loges	id=g:6462116
Nord Hotel	id=g:6462190
Hotel Migny Opera Montmartre	id=g:6462216
Hostellerie Abbatiale	id=g:6462232
Villa Lutèce Port Royal	id=g:6462252
Hotel Ambassador Monaco	id=g:6462285
Pavillon Opéra Bourse	id=g:6462302
Comfort Hotel La Farlede	id=g:6462370
Hotel le Pavillon	id=g:6462399
HOTEL AKENA BOLLENE MONTELIMA	id=g:6462455
Comfort Hôtel Le Clocher de Rodez	id=g:6462485
Garonne Hotel	id=g:6462493
Comfort Hotel Bordeaux Merignac	id=g:6462578
Morand Hotel	id=g:6462605
Comfort Hotel Les Alignements	id=g:6462662
Star Hotel Etoile	id=g:6462710
Kyriad Mulhouse Centre	id=g:6462711
Hotel Akena Esbly - Marne la Vallée	id=g:6462718
Inter Hotel Des Orangers	id=g:6462786
Grand Hotel des Bains	id=g:6462801
Hotel Le Pigonnet	id=g:6462815
Park Inn Lyon Ouest	id=g:6462869
Hôtel Akena Rubelles	id=g:6462870
Tulip Inn Orange La Fayette	id=g:6462903
CAMPANILE Lyon Centre - Gare Part Dieu	id=g:6462935
Campanile Paris Sud - Porte d'Italie	id=g:6462954
Radisson SAS Hotel Champs Elysees	id=g:6462991
Paris Hôtel Gare de Lyon	id=g:6463017
Prima Lepic Montmartre	id=g:6463018
Hotel le Walt	id=g:6463045
Citadines Apart'hotel Grenoble	id=g:6463091
Best Western Derby Eiffel	id=g:6463121
Grand Hôtel Loreamar Thalasso Spa Saint-Jean-de-Luz	id=g:6463125
Pierre et vacances City Paris La Défense Parc	id=g:6463157
Hotel Louxor Republique	id=g:6463162
Villa Montparnasse	id=g:6463291
Hotel Loustau	id=g:6463326
Emeraude Hotel Regina	id=g:6463345
Ibis Brest Kergaradec	id=g:6463368
Villa Du Maine	id=g:6463373
Citea Leonard de Vinci	id=g:6463396
Comfort Hotel Azur Riviera	id=g:6463402
Best Western New York	id=g:6463407
Kyriad Prestige Le Blanc Mesnil	id=g:6463410
Hotel Americain	id=g:6463411
Hotel Unic Renoir st Germain	id=g:6463434
Best Western Hotel De Weha	id=g:6463475
Hotel de la Tour d'Auvergne	id=g:6463502
Kyriad Paris Bercy Village	id=g:6463585
Comfort Hotel La Marebaudiere	id=g:6463638
Best Western Hotel De Brunville	id=g:6463658
Best Western Moderne Caen	id=g:6463683
Bleu Marine Angers	id=g:6463718
Best Western Hotel Royal Picardie	id=g:6463726
Best Western Etoile Saint Honore	id=g:6463748
Emeraude Hotel Des Victoires	id=g:6463749
Hotel De L Orchidee	id=g:6463797
Four Points by Sheraton Elysee Palace	id=g:6463842
Hotel Eiffel Rive Gauche	id=g:6463857
Le Royal	id=g:6463863
Best Western Axel Opera	id=g:6463874
Hotel Medicis	id=g:6463909
Best Western Bretagne Montparnasse	id=g:6463964
As Hotel Le Bruant	id=g:6463970
Des Nations St Germain	id=g:6463994
Inter Hotel Des Princes	id=g:6464032
Classics Parc Des Expositions	id=g:6464040
Hotel du Cadran	id=g:6464043
Hotel Clarisse	id=g:6464046
Hotel parc saint severin	id=g:6464078
Best Western Nouvel Orleans	id=g:6464084
Timhotel Nation Gare de Lyon	id=g:6464097
Hotel De L'Ocean	id=g:6464106
Metropole	id=g:6464133
Hotel Mon Rêve Amadeus	id=g:6464136
Hotel Central Saint Germain	id=g:6464156
Belloy St-Germain Hotel Paris, FR	id=g:6464166
Hotel Pont Royal	id=g:6464195
Hotel de France	id=g:6464201
Best Western Hotel International	id=g:6464223
Relais De Paris Lyon Bastille	id=g:6464253
Best Western Crequi Lyon Part Dieu	id=g:6464254
Brit'hotel Bleu Nuit	id=g:6464274
Hotel Stars Beaune	id=g:6464278
Kyriad Paris La Villette	id=g:6464286
Hotel-Restaurant Axotel Perrache	id=g:6464289
Hotel Stars Montpellier Lattes	id=g:6464313
Relais De Paris Eiffel Cambronne	id=g:6464317
Hotel Median Chatillon	id=g:6464328
Citadines Genève Ferney Voltaire	id=g:6464340
Caravelle Hotel	id=g:6464345
Stars Marseille	id=g:6464357
Waldorf Trocadero	id=g:6464369
Altess	id=g:6464371
Hotel Europe Saint Severin Paris	id=g:6464397
Chateau De Divonne	id=g:6464399
Hotel Stars Dreux	id=g:6464408
Best Western Eiffel Segur	id=g:6464425
Hôtel Stars Rouen	id=g:6464431
Hotel Median Roissy Airp. C. de Gaulle Goussainville, France	id=g:6464459
Inter Hotel Terminus	id=g:6464478
Standard design Hotel	id=g:6464507
Residence Nouvel Horizon	id=g:6464510
Mercure Grand Hotel Saxe Lafayette	id=g:6464526
De Bordeaux Hotel	id=g:6464534
Relais De Margaux	id=g:6464536
Pierre et Vacances City Paris La Défense Kléber	id=g:6464539
Citadines Paris Saint Germain	id=g:6464546
Hotel Stars Nantes	id=g:6464553
Emeraude Madeleine Haussmann	id=g:6464566
Hotel Stars Dijon Chenove	id=g:6464577
Hotel Roma Sacre Coeur	id=g:6464588
Best Western Beausejour	id=g:6464590
Hotel Wallace	id=g:6464591
Notre Dame De La Sarte	id=g:6464597
Hotel Turone	id=g:6464639
LUTECE Hotel	id=g:6464645
Hotel Kyriad Brancion	id=g:6464652
Villa Alessandra Hotel	id=g:6464654
Hotel Stars Antibes	id=g:6464662
Hotel Stars Paris Chilly-Mazarin	id=g:6464674
Hotel Du Louvre	id=g:6464678
Relais De Paris Republique	id=g:6464694
Domaine des portes de sologne	id=g:6464698
Hotel Nicea	id=g:6464722
Stars Reims	id=g:6464738
Hotel Marceau Champs Elysees	id=g:6464745
Hotel Moderne	id=g:6464754
Classics Hotel Bastille	id=g:6464769
Comfort Hotel Astoria	id=g:6464789
Hotel Jardins de Paris Boulogne	id=g:6464796
Hotel Jardins de Paris Morny	id=g:6464841
Kyriad Orly Airport	id=g:6464852
Hôtel de La Poste	id=g:6464857
Hotel Jardins de Paris Montmartre	id=g:6464863
Cyrnos Hotel	id=g:6464878
Ruc Hotel	id=g:6464898
Mercure Paris Porte de Versailles Vaugirard	id=g:6464911
Best Western Le Grand Hotel	id=g:6464917
Ibis Lille Centre Beffroi	id=g:6464931
Hotel Jardins de Paris Montparnasse	id=g:6464941
Mercure Paris Gare De Lyon 3	id=g:6464956
Hotel Jardins de Paris Alesia	id=g:6464964
Park Inn Arcachon	id=g:6464967
Campanile Paris Est - Porte de Bagnolet	id=g:6464973
Hotel Ambassadeur	id=g:6464974
Hotel Jardins de Paris Saint Lazare	id=g:6464992
Hotel de Rome et de Sainte Pierre	id=g:6464993
Kyriad Prestige, Lyon	id=g:6464994
Le Mas d'Artigny	id=g:6465002
Mercure Stendhal Place Vendome	id=g:6465010
Campanile Senlis	id=g:6465015
Hotel Du Parc	id=g:6465020
Vallon De Valrugues	id=g:6465079
Suitehotel Calais Coquelles Tunnel sous La Manche	id=g:6465085
Sofitel Paris La Defense Centre	id=g:6465091
Sofitel Chateau De Versailles	id=g:6465105
Grand Hotel Miramar	id=g:6465113
Best Western Premier Opéra Richepanse	id=g:6465115
Hotel Jardins de Paris Nation Bercy	id=g:6465130
Hotel Jardins de Paris Republique	id=g:6465163
Novotel Paris Vaugirard	id=g:6465184
Hotel Mediterrannee	id=g:6465189
Park Inn Macon	id=g:6465191
Mercure Paris Suffren Tour Eiffel	id=g:6465199
Hotel du Helder	id=g:6465223
Park Inn Orange	id=g:6465228
Kyriad Prestige Roissy	id=g:6465255
Ibis Paris Epinay Sur Seine	id=g:6465262
Hotel Campanile Nice Acropolis	id=g:6465315
Best Western Astoria	id=g:6465365
Chateau d'Audrieu	id=g:6465372
Mercure Trouville-Sur-Mer	id=g:6465376
Sofitel Mandelieu Royal Casino	id=g:6465399
Hotel Claret	id=g:6465401
Pavillon Villiers Etoile	id=g:6465421
Best Western Hotel De L Europe	id=g:6465426
Villa Eugenie	id=g:6465444
Edouard 6 Montparnasse Hotel	id=g:6465508
Cazaudehore La Forestiere	id=g:6465514
Hotel Jules Cesar	id=g:6465558
Sofitel Paris Porte De Sevres	id=g:6465605
Best Western Hotel Arene	id=g:6465619
Best Western Hotel Le Sud	id=g:6465677
Comfort Hotel Gare de l'Est	id=g:6465727
Hotel De La Havane	id=g:6465728
Tulip Inn Saphir Lyon	id=g:6465755
Comfort Hotel Meaux	id=g:6465776
Hotel Scribe Paris - Managed by Sofitel	id=g:6465796
Hotel Du Square d'Anvers	id=g:6465807
Hotel Les Roches	id=g:6465811
Sofitel Marseille Aeroport	id=g:6465827
Pavillon Bercy Gare de Lyon	id=g:6465839
Hotel Royal Monceau	id=g:6465870
Villa Florentine	id=g:6465872
Hotel de Vigny	id=g:6465916
Kyriad Toulouse Aeroport	id=g:6465930
Sofitel Paris Bercy	id=g:6465947
ATEL La Residence Du Berry	id=g:6465955
Pavillon Losserand Montparnasse	id=g:6465963
Hotel Kyriad Lyon Centre Perrache	id=g:6465975
Elysees Ceramic Hotel	id=g:6466009
Mercure Raspail Montparnass 3	id=g:6466028
Relais Akena Hotel Saint-Denis-Garges, France	id=g:6466065
Oustau de Baumanière	id=g:6466093
Fairmont Monte Carlo	id=g:6466095
Hotel Jardins de Paris Saint Germain	id=g:6466126
Hotel Windsor Opera	id=g:6466134
Novotel Paris Les Halles	id=g:6466202
Touring Hotel Magendie VVF Vacances	id=g:6466222
Blackston Opera	id=g:6466228
Novotel Cannes Montfleury	id=g:6466229
Le Prieure	id=g:6466243
Inter Hotel Terminus	id=g:6466272
Hotel De Buci	id=g:6466309
Hotel du Pantheon	id=g:6466316
Comfort Hotel Nation	id=g:6466361
Hilton Paris	id=g:6466513
Comfort Hotel Saint Nicolas	id=g:6466577
France Eiffel Hotel	id=g:6466597
Pavillon St Augustin	id=g:6466653
La Voile d Or	id=g:6466751
Cannes Riviera Hotel	id=g:6466947
Best Western Le Relais Kennedy	id=g:6467016
Quality Hotel Pulitzer Opera	id=g:6467078
Villa Opera Drouot	id=g:6467179
Best Western Lorette Opera	id=g:6467199
Hotel Cezanne Cannes	id=g:6467297
Comfort Hotel Adelaide	id=g:6467308
Best Western Le Donjon	id=g:6467317
France Louvre	id=g:6467542
Hotel de la Gare du Nord	id=g:6467545
Le Meurice	id=g:6467732
Crystal Hotel	id=g:6467852
Hotel Aquabella	id=g:6467873
Quality Hotel Golf Restaurant Le Vieux Carré-Rosny-sous-Bois	id=g:6468140
Jade Manotel	id=g:6468314
Palladia Hotel	id=g:6468330
Château de la Bourdaisière	id=g:6468419
Le Faubourg Hotel, Sofitel Paris	id=g:6468420
Quality Hotel Opera Saint Lazare	id=g:6468426
Armstrong Paris Hotel	id=g:6468639
Edelweiss Manotel	id=g:6468666
Hotel De La Cite	id=g:6468791
Comfort Hotel Saint Martin	id=g:6468792
De Paris	id=g:6468825
Paris Rive Gauche Hotel and Conference Center	id=g:6468843
Boscolo Hotel Plaza	id=g:6468867
Hotel La Howarderie	id=g:6468926
Hotel Le Royal Lyon	id=g:6469014
Fairmont	id=g:6469099
Monte-Carlo Grand Hotel	id=g:6469141
Hotel Waldorf Arc de Triomphe	id=g:6469172
Metropole Monte Carlo	id=g:6469336
Kipling Manotel	id=g:6469524
L'Hermitage	id=g:6469694
Sofitel Strasbourg	id=g:6469802
Hotel Martinez	id=g:6469844
Monte Carlo Beach	id=g:6469881
Mirabeau	id=g:6470020
Sofitel Arc de Triomphe	id=g:6470123
Hotel Eiffel Capitol	id=g:6470291
Hotel Nice Riviera	id=g:6470356
Marriott Cap D'Ail	id=g:6470489
Park Inn Nice	id=g:6470604
Columbus	id=g:6470613
Massena Hotel	id=g:6470768
Vista Palace	id=g:6470785
Sofitel Cannes Le Mediterranee	id=g:6470868
Chateau D'Artigny	id=g:6470876
Hôtel Canberra	id=g:6470917
Trianon Palace Versailles	id=g:6470941
D'Orsay	id=g:6470955
Yllen Eiffel	id=g:6471010
Hotel Renoir	id=g:6471096
Hotel de I'Horloge	id=g:6471174
Sofitel Centre	id=g:6471203
Best Western Hotel Atrium	id=g:6471218
Maison Rouge	id=g:6471241
Domaine de Beauvois	id=g:6471249
Pavillon Monceau Hotel	id=g:6471278
Hotel de Chateaudun	id=g:6471300
Mercure Tours Nord	id=g:6471320
Mercure Tours Centre	id=g:6471321
Novotel Paris Gare De Lyon	id=g:6471332
Holiday Inn Tours City Centre	id=g:6471481
Les Etangs de Corot	id=g:6471484
Grand Hotel Les Capitouls Jean Jaures	id=g:6471619
Marriott Riviera La Porte de Monaco	id=g:6471675
Holiday Inn Toulouse Centre	id=g:6471690
Eurogroup Hotel Du Parc Des Expositions	id=g:6471691
Comfort Hotel Opera Drouot	id=g:6471692
Novotel Tours Sud	id=g:6471835
Relais Mercure Matabiau	id=g:6471841
Domaine De Divonne	id=g:6471886
Holiday Inn	id=g:6471908
Quality Hotel Patrick	id=g:6471920
Tours Sud-Chambray	id=g:6471922
Grand de L'Opera	id=g:6471993
Vista Palace Hotel	id=g:6472013
Crowne Plaza Toulouse	id=g:6472108
Express by Holiday Inn Tours	id=g:6472172
Timhotel Jardin Des Plantes	id=g:6472173
Sofitel Champs Elysees Paris	id=g:6472175
Prélude Hôtel Gare du Nord	id=g:6472183
Hotel de France	id=g:6472220
Concorde de L'Univers	id=g:6472260
Hotel Philippe le Bon	id=g:6472262
Mercure Lille Metropole	id=g:6472287
Hotel Hodeo	id=g:6472318
Hôtel des Parfums	id=g:6472406
Residence Du Roy Hotel	id=g:6472513
Terminus	id=g:6472572
Mercure Tours Sud	id=g:6472573
Amarys Royal Saint Jean Hotel	id=g:6472780
Les Tresoms	id=g:6472788
Hotel Amarante Cannes	id=g:6472803
Holiday Inn Paris Velizy	id=g:6472817
Kyriad St Pierre Des Corps	id=g:6472828
Auberge Du Cheval Blanc	id=g:6472880
Villa Beaumarchais Hotel	id=g:6472897
Prince de Galles Hotel	id=g:6472962
Splendid Hotel - Paris	id=g:6473026
Hotel Dolce Fregate	id=g:6473175
Glasgow	id=g:6473224
De France	id=g:6473228
Eden Hotel	id=g:6473230
Chamonix	id=g:6473234
Le Bourbon	id=g:6473236
Magenta Gare de L'Est	id=g:6473277
Mayflower	id=g:6473278
Serotel Lutece	id=g:6473279
Carlton's	id=g:6473280
Vendome	id=g:6473281
Canberra	id=g:6473282
Fertel Maillot	id=g:6473284
Chambiges Elysees	id=g:6473286
Relais De Courlande	id=g:6473291
Longchamp	id=g:6473293
Domaine Des Portes de Sologne	id=g:6473294
Novotel Tinqueux	id=g:6473295
D Espagne	id=g:6473296
Printania	id=g:6473297
Chateau de Gilly	id=g:6473298
Best Western Montcalm	id=g:6473306
Appart'Valley Chartrons Colbert	id=g:6473307
La Regence	id=g:6473340
Libertel Argentine Arc de Triomphe	id=g:6473341
Altona	id=g:6473342
Alyss Saphir Cambronne Eiffel	id=g:6473343
Derby Matignon	id=g:6473344
Marena	id=g:6473345
Concorde Ambassador	id=g:6473346
Mercure Paris Bercy	id=g:6473347
Timhotel Elysees Cambaceres	id=g:6473348
Marriete Pacha	id=g:6473349
Mercure Ile de Nantes	id=g:6473350
Libertel Grand Turenne	id=g:6473352
Kyriad	id=g:6473356
Bel Ami	id=g:6473357
Cantagrel	id=g:6473358
Des Congres	id=g:6473362
K+K Cayre	id=g:6473363
Le 21eme	id=g:6473364
Els Cims	id=g:6473369
Inter Hotel Parc des Expositions	id=g:6473375
Mercure Rouen Centre	id=g:6473414
Derby Garibaldi	id=g:6473415
Mercure Terminus Est	id=g:6473416
Le Petit Manoir	id=g:6473417
Ibis Porte de Montreuil	id=g:6473418
Massenet	id=g:6473419
De Flore	id=g:6473420
Tulip Inn Bayonne Etche-Ona	id=g:6473421
New Hotel of Marseille	id=g:6473423
Royal Magda	id=g:6473425
Touring	id=g:6473426
Kleber	id=g:6473431
Musee Gare	id=g:6473434
Carlton InterContinental	id=g:6473438
Grand Mercure	id=g:6473441
Du Gramont	id=g:6473444
Les Terrasses Poulard	id=g:6473455
Comfort Inn Villeneuve D'ascq	id=g:6473479
Select	id=g:6473493
Murat	id=g:6473494
Amarante Ely	id=g:6473495
Du Bois	id=g:6473496
Sibill's	id=g:6473497
Mercure Centre Thiers Nancy	id=g:6473498
Alliance Lille	id=g:6473499
Le Vendome	id=g:6473500
Ligure	id=g:6473501
Alpina	id=g:6473502
Golden Tulip Cannes hotel de Paris	id=g:6473503
Atlas	id=g:6473504
Arley Tour Effeil	id=g:6473508
Kyriad	id=g:6473510
Roncevaux	id=g:6473512
Corsica Best Western	id=g:6473520
D'Anjou	id=g:6473522
Moulin Vert	id=g:6473524
Holiday Inn Bastille	id=g:6473536
Busby Hotel	id=g:6473538
Express by Holiday Inn Reims	id=g:6473572
Aston	id=g:6473573
Tryp Blanche Fontaine	id=g:6473574
Trianon Rive Gauche	id=g:6473575
Royal Arc de Triomphe	id=g:6473576
Mercure Tour Eiffel Suffren	id=g:6473577
Normandie	id=g:6473578
Holiday Inn Nice	id=g:6473579
Westminster	id=g:6473580
Mascotte Marseille	id=g:6473581
Holiday Inn Garden Court Lyon Villeurbanne	id=g:6473582
Paradis	id=g:6473583
Kyriad Cannes Centre	id=g:6473584
Croix Blanche	id=g:6473585
Novotel Beaumanoir	id=g:6473586
Interl de la Loire	id=g:6473589
Grand de Normandie	id=g:6473590
Richmond Opera	id=g:6473591
Quality Hotel Malesherbes	id=g:6473592
Mercure Monty	id=g:6473593
Hilton	id=g:6473597
Emeraude-Plage	id=g:6473601
Victoria Garden Suites	id=g:6473604
Comfort Htl Strasbourg Ouest	id=g:6473608
Relais Saint-Michel	id=g:6473619
Oceania St Malo	id=g:6473646
Mercure Marne-la-Vallee / Lognes	id=g:6473647
Holiday Inn Garden Court Reims	id=g:6473648
Chateau Frontenac	id=g:6473649
Alba Hotel	id=g:6473650
Mercure Montpellier Centre	id=g:6473651
Mercure Wilson	id=g:6473652
Grand Hotel Mercure Chateau Perrache	id=g:6473653
Tulip Inn Le Jura	id=g:6473654
Novotel Dijon Sud	id=g:6473655
PV Residence Cannes Beach	id=g:6473656
Ibis Avignon Centre Gare	id=g:6473660
Pavillon de La Reine	id=g:6473661
Bristol	id=g:6473667
Plaza	id=g:6473668
Courtyard By Marriott Neuilly	id=g:6473670
Ajiel	id=g:6473672
Auberge Du Mas de La Feniere	id=g:6473673
Express by Holiday Inn Avignon	id=g:6473681
Tulip Inn Grenoble Centre - D'angleterre	id=g:6473713
Saint Dominique	id=g:6473716
California	id=g:6473717
Grand Hotel Mercure Nantes Central	id=g:6473718
Holiday Inn Marseille Centre	id=g:6473719
Balladins	id=g:6473720
Kyriad Cannes La Boca	id=g:6473721
Les Aiglons	id=g:6473722
Mercure Bordeaux Meriadeck Centre	id=g:6473723
Novotel Bordeaux Centre Meriadeck	id=g:6473724
Mercure Arles Camargue	id=g:6473725
Novotel Avignon Sud	id=g:6473726
Majestic	id=g:6473739
