Pleasant Ridge Middle School	id=g:6327974
Minden Montessori Childrens World	id=g:6328703
Rite of Passage	id=g:6328704
Sierra Lutheran High School	id=g:6328705
Ruby Mountain Christian School	id=g:6328706
Faith Baptist Academy	id=g:6328707
Rite of Passage High School	id=g:6328708
Sky View Academy	id=g:6328709
Community Christian Academy	id=g:6328710
Horizon Academy	id=g:6328711
New Hope Christian Academy	id=g:6328712
Bishop Manogue High School	id=g:6328713
Child and Family Research Center	id=g:6328714
Child Garden South Meadows	id=g:6328715
Childrens World Learning Center	id=g:6328716
Childrens World Learning Center	id=g:6328717
Church Academy	id=g:6328718
E L Cord Foundation Child Care Center	id=g:6328719
Early Basics Learning Academy	id=g:6328720
Excel Christian School High School	id=g:6328721
First Baptist Childrens Center	id=g:6328722
Ginnys Child Garden	id=g:6328723
Kids R Kids Kindergarten	id=g:6328724
Kings Academy	id=g:6328725
Koinonia Day Treatment Center	id=g:6328726
Lake Tahoe School	id=g:6328727
Legacy Christian School	id=g:6328728
Lighthouse Baptist Academy	id=g:6328729
Lion and the Lamb Christian School	id=g:6328730
Little Golden Goose Kindergarten	id=g:6328731
Little Hearts Preschool and Kindergarten	id=g:6328732
Stott Elementary School	id=g:6328733
Thomson Elementary School	id=g:6328734
Ute Meadows Elementary School	id=g:6328735
Warder Elementary School	id=g:6328736
Warren Occupational Technical Center	id=g:6328737
Weber Elementary School	id=g:6328738
Westgate Elementary School	id=g:6328739
Westridge Elementary School	id=g:6328740
Witt Elementary School	id=g:6328741
Zerger Elementary School	id=g:6328742
Northern Kentucky University	id=g:6328743
Saint Therese School	id=g:6328744
Newport Central Catholic High School	id=g:6328745
Sacred Heart Catholic School (historical)	id=g:6328746
Bellevue Grade School (historical)	id=g:6328747
Immaculate Conception School (historical)	id=g:6328748
District School Number 14 (historical)	id=g:6328749
Mount Saint Martin's Young Women's Institute (historical)	id=g:6328750
Ninth Street Public School (historical)	id=g:6328751
Corpus Christi School (historical)	id=g:6328752
Arnold Elementary School (historical)	id=g:6328753
Our Lady of the Highlands School for Girls (historical)	id=g:6328754
Southgate Public School (historical)	id=g:6328755
Camp Springs School (historical)	id=g:6328756
Pleasant Valley School (historical)	id=g:6328757
Newport Academy (historical)	id=g:6328758
Carthage Elementary School (historical)	id=g:6328759
Sylvan Dell School (historical)	id=g:6328760
Twelvemile School (historical)	id=g:6328761
Maple Valley School (historical)	id=g:6328762
Aspen Grove School (historical)	id=g:6328763
Claryville School (historical)	id=g:6328764
Pleasant Ridge School (historical)	id=g:6328765
Hawthorne School (historical)	id=g:6328766
Pond Creek School (historical)	id=g:6328767
Gray Hill School (historical)	id=g:6328768
Bellevue High School	id=g:6328769
Grandview Elementary School	id=g:6328770
Dayton High School	id=g:6328771
Hazeldale School	id=g:6328772
Kirby Flats School	id=g:6328773
Buena Vista School	id=g:6328774
Coalton School	id=g:6328775
Lower Rush School	id=g:6328776
Long Branch School	id=g:6328777
Arvada Middle School	id=g:6328778
Beth Eden School	id=g:6328779
Chatfield High School	id=g:6328780
Colorado Law Enforcement Training Academy	id=g:6328781
Colorow Elementary School	id=g:6328782
Coronado Elementary School	id=g:6328783
Deer Creek Middle School	id=g:6328784
Dunston Middle School	id=g:6328785
Dutch Creek Elementary School	id=g:6328786
Foothills Elementary School	id=g:6328787
Green Mountain High School	id=g:6328788
Hutchinson Elementary School	id=g:6328789
Juchem School	id=g:6328790
Ken Caryl Middle School	id=g:6328791
Kendallvue Elementary School	id=g:6328792
Kyffin Elementary School	id=g:6328793
Little Elementary School	id=g:6328794
Lukas Elementary School	id=g:6328795
Mandalay Middle School	id=g:6328796
McLain Community High School	id=g:6328797
Mitchell Elementary School	id=g:6328798
Moore Middle School	id=g:6328799
Normandy Elementary School	id=g:6328800
O'Connell Middle School	id=g:6328801
Peiffer Elementary School	id=g:6328802
Pomona High School	id=g:6328803
Red Rocks Community College	id=g:6328804
Saint Annes School	id=g:6328805
Shaffer Elementary School	id=g:6328806
Sheridan Green Elementary School	id=g:6328807
Standley Lake High School	id=g:6328808
Stevens Elementary School	id=g:6328809
Stober Elementary School	id=g:6328810
Stony Creek Elementary School	id=g:6328811
Saint Pius Tenth School	id=g:6328812
Sheridan High School	id=g:6328813
Sheridan Middle School	id=g:6328814
Side Creek Elementary School	id=g:6328815
Smoky Hill High School	id=g:6328816
Summit Elementary Schoool	id=g:6328817
Sunrise Elementary School	id=g:6328818
Trails West Elementary School	id=g:6328819
Vassar Elementary School	id=g:6328820
Village East Elementary School	id=g:6328821
Wilder Elementary School	id=g:6328822
Wheeling Elementary School	id=g:6328823
Yale Elementary School	id=g:6328824
Ironville School (historical)	id=g:6328825
Meads School (historical)	id=g:6328826
Boyd City High School	id=g:6328827
Summit Middle School	id=g:6328828
Summit Elementary (historical)	id=g:6328829
England Hill School (historical)	id=g:6328830
Aurora Hills Middle School	id=g:6328831
Wheeling Elementary School	id=g:6328832
Gateway High School	id=g:6328833
Saint Pius X School	id=g:6328834
Auraria Campus	id=g:6328835
Kaiser Elementary School	id=g:6328836
Laradon Hall	id=g:6328837
Martin Luther King Jr Early College	id=g:6328838
Mullen High School	id=g:6328839
Newlon Elementary School	id=g:6328840
Teikyo Loretto Heights University	id=g:6328841
CEC Middle College of Denver	id=g:6328842
Valdez Elementary School	id=g:6328843
Westwood Elementary School (historical)	id=g:6328844
Mary Moore School (historical)	id=g:6328845
Durbin School	id=g:6328846
Kavanaugh School	id=g:6328847
Trace School	id=g:6328848
Grassland School	id=g:6328849
Ararat School	id=g:6328850
Golden Gate School	id=g:6328851
Centennial Elementary School	id=g:6328852
Mountain View Elementary School	id=g:6328853
Nativity Of Our Lord School	id=g:6328854
Arapahoe Community College	id=g:6328855
Arkansas Elementary School	id=g:6328856
Arrowhead Elementary School	id=g:6328857
Lotus School for Excellence	id=g:6328858
Aurora Hills Middle School	id=g:6328859
Century Elementary School	id=g:6328860
Cimarron Elementary School	id=g:6328861
Columbia Middle School	id=g:6328862
Community College of Aurora	id=g:6328863
Cottonwood Creek Elementary School	id=g:6328864
Creekside Elementary School	id=g:6328865
Dalton Elementary School	id=g:6328866
Dartmouth Elementary School	id=g:6328867
Eastridge School	id=g:6328868
Gateway High School	id=g:6328869
Goddard Middle School	id=g:6328870
Heritage High School	id=g:6328871
High Plains Elementary School	id=g:6328872
Highline Community Elementary School	id=g:6328873
Hinkley High School	id=g:6328874
Horizon Middle School	id=g:6328875
Independence Elementary School	id=g:6328876
Indian Ridge Elementary School	id=g:6328877
Iowa Elementary School	id=g:6328878
Jewell Elementary School	id=g:6328879
Laredo Middle School	id=g:6328880
Laredo Elementary School	id=g:6328881
Meadow Point Elementary School	id=g:6328882
Mission Viejo Elementary School	id=g:6328883
Mrachek Middle School	id=g:6328884
Overland High School	id=g:6328885
Pickens Technical Center	id=g:6328886
Polton Community Elementary School	id=g:6328887
Ponderosa Elementary School	id=g:6328888
Prairie Middle School	id=g:6328889
Sagebrush Elementary School	id=g:6328890
La Petite Academy	id=g:6328891
Lamb of God Lutheran School	id=g:6328892
Las Vegas Junior Academy	id=g:6328893
Liberty Baptist Academy	id=g:6328894
Lit'l Scholar Rainbow	id=g:6328895
Lit'l Scholar Summerlin	id=g:6328896
McCarran Child Development Center	id=g:6328897
Meadows School	id=g:6328898
Merryhill School at Peccole Ranch	id=g:6328899
Merryhill School at Summerlin	id=g:6328900
Merryhill School at Spanish Trail	id=g:6328901
Midbar Kodesh Temple Early Childhood Center	id=g:6328902
Milton I Schwartz Hebrew Academy	id=g:6328903
Montessori Childrens World	id=g:6328904
Mount Olive Lutheran School	id=g:6328905
Mountain View Christian School	id=g:6328906
Mountain View Lutheran School	id=g:6328907
New Horizons Academy	id=g:6328908
Omar Haikal Islamic Academy	id=g:6328909
Parsons Peace Academy of Ministry and Performing Arts	id=g:6328910
Paradise Christian Academy	id=g:6328911
Redeemer Lutheran Elementary School	id=g:6328912
Shadow Hills Baptist Church	id=g:6328913
Shenker Academy	id=g:6328914
Southern Highlands Preparatory School	id=g:6328915
Spring Mountain Treatment Center	id=g:6328916
Spring Valley Christian Academy	id=g:6328917
Sunset Montessori Childrens World	id=g:6328918
Temple Beth Sholom Childhood Center	id=g:6328919
TOP Christian Learning Academy	id=g:6328920
Tree of Life Christian School	id=g:6328921
Trinity United Methodist	id=g:6328922
University Baptist Academy	id=g:6328923
Variety Early Learning Center	id=g:6328924
Vegas Valley Christian School	id=g:6328925
Warren Walker Lower School	id=g:6328926
Warren Walker Upper School	id=g:6328927
Wassell Academy	id=g:6328928
Word of Life Christian Academy	id=g:6328929
Thornton Middle School	id=g:6328930
Vista Grande Elementary School	id=g:6328931
Tarver Elementary School	id=g:6328932
Woodglen Elementary School	id=g:6328933
Barnard D Ryan Elementary School	id=g:6328934
Alicia Sanchez Elementary School	id=g:6328935
Desert Torah Academy	id=g:6328936
Saint Anne Catholic School	id=g:6328937
Saint Elizabeth Ann Seton Catholic School	id=g:6328938
DJs Community Christian Academy	id=g:6328939
Early Childhood Education Lab School	id=g:6328940
Faith Lutheran Academy	id=g:6328941
First Good Shepard Lutheran School	id=g:6328942
Foothills Montessori School	id=g:6328943
Gateway Christian Academy	id=g:6328944
Grace Christian Academy	id=g:6328945
Green Valley Christian School	id=g:6328946
Green Valley Lutheran Kindergarten	id=g:6328947
Griffith United Methodist Day School	id=g:6328948
Happy Days Kindergarten	id=g:6328949
Hillcrest Academy	id=g:6328950
House of Knowledge Christian Academy	id=g:6328951
Imagination Plus Child Care Center	id=g:6328952
Imprints Day School	id=g:6328953
International Christian Academy	id=g:6328954
Kiddie Academy	id=g:6328955
Kids Campus Learning Center	id=g:6328956
Kids Campus Learning Center	id=g:6328957
Kids Co-op	id=g:6328958
Kids R Kids Quality Learning Center	id=g:6328959
Kids R Kids Quality Learning Center	id=g:6328960
Kids R Kids Quality Learning Center	id=g:6328961
Kids Turf Academy	id=g:6328962
Kids Turf Academy II	id=g:6328963
Kinder Prep Academy	id=g:6328964
Kinder Care Learning Center	id=g:6328965
La Petite Academy	id=g:6328966
La Petite Academy	id=g:6328967
La Petite Academy	id=g:6328968
Walton Elementary / Middle School	id=g:6328969
War Junior High School	id=g:6328970
Warm Springs Intermediate School	id=g:6328971
Warm Springs Middle School	id=g:6328972
Washington District Elementary School	id=g:6328973
Washington Irving Middle School	id=g:6328974
Kenova Christian School	id=g:6328975
Wellsburg Primary School	id=g:6328976
Western Greenbrier Middle School	id=g:6328977
Westside High School	id=g:6328978
Westwood Middle School	id=g:6328979
Windy Mountain Learning Center	id=g:6328980
Wood County Christian School	id=g:6328981
Wood County Technical Center	id=g:6328982
Woodrow Wilson High School	id=g:6328983
Wyoming County Career and Technical Center	id=g:6328984
Wyoming East High School	id=g:6328985
YMCA Happy Kids Pre School	id=g:6328986
Cherry Drive Elementary School	id=g:6328987
Clyde Miller Elementary School	id=g:6328988
Cotton Creek Elementary School	id=g:6328989
Stukey Elementary School	id=g:6328990
Federal Heights Elementary School	id=g:6328991
Flynn Elementary School	id=g:6328992
Gethsemane School	id=g:6328993
Horizon High School	id=g:6328994
Hunters Glen Elementary School	id=g:6328995
Lester Arnold High School	id=g:6328996
Mesa Elementary School	id=g:6328997
Shadow Ridge Middle School	id=g:6328998
Niver Creek Middle School	id=g:6328999
Rocky Mountain Elementary School	id=g:6329000
Sherrelwood Elementary School	id=g:6329001
Tennyson Knolls Elementary School	id=g:6329002
Thornton High School	id=g:6329003
South Middle School	id=g:6329004
Spring Mills Middle School	id=g:6329005
Spring Valley High School	id=g:6329006
Spring Valley Technical/Academic	id=g:6329007
Stonewall Jackson Middle School	id=g:6329008
Straley Elementary School	id=g:6329009
Stratton Elementary School	id=g:6329010
Summers County High School	id=g:6329011
Summers Middle School	id=g:6329012
T A Lowery Elementary School	id=g:6329013
Taylor County Middle School	id=g:6329014
Taylor County Vocational Center	id=g:6329015
Teays Valley Christian School	id=g:6329016
Tennerton Elementary School	id=g:6329017
Terra Alta East Preston School	id=g:6329018
Tolsia High School	id=g:6329019
Trap Hill Middle School	id=g:6329020
Tri-County High School	id=g:6329021
Trinity Christian High School	id=g:6329022
Truth and Liberty Christian School	id=g:6329023
Tucker Valley Elementary / Middle School	id=g:6329024
Tucker Valley Annex School	id=g:6329025
Tunnelton Denver Elementary School	id=g:6329026
Tuscarora Elementary School	id=g:6329027
Twin Branch Pentecostal Academy	id=g:6329028
Tyler Consolidated High School	id=g:6329029
Tyler Consolidated Middle School	id=g:6329030
Tyler Middle School	id=g:6329031
Union Elementary School	id=g:6329032
United Technical Center	id=g:6329033
Upper Kanawha Valley Christian School	id=g:6329034
Upshur County Christian Academy	id=g:6329035
Valley Elementary School	id=g:6329036
Valley View Seventh Day Adventist School	id=g:6329037
Victory Baptist Academy	id=g:6329038
Barboursville Elementary School	id=g:6329039
Vinson Middle School	id=g:6329040
Voc Tech Adult Programs School	id=g:6329041
Waitman Barbe Elementary School	id=g:6329042
Point Pleasant Primary School	id=g:6329043
Potomack Intermediate School	id=g:6329044
Pressley Ridge Laurel Park Program School	id=g:6329045
Pressly Ridge School	id=g:6329046
Princeton Primary School	id=g:6329047
Mid Ohio Valley Technical Institute	id=g:6329048
Rainelle Christian Academy	id=g:6329049
Ralph R Willis Career and Technical Center	id=g:6329050
Randolph Technical Center	id=g:6329051
Ravenswood Grade School	id=g:6329052
Regional Christian School	id=g:6329053
Ritchie County Middle School	id=g:6329054
Riverside Elementary School	id=g:6329055
Riverside High School	id=g:6329056
Roane County High School	id=g:6329057
