Victory Primitive Methodist Church	id=g:7184261
Malmsten Amphiteater	id=g:7184945
Meadows Park	id=g:7184946
Oak Forest Park	id=g:7184947
Ogden Nature Center	id=g:7184948
Quail Hollow Park	id=g:7184949
Rice-Eccles Stadium	id=g:7184950
Riverton City Park	id=g:7184951
Stewart Stadium	id=g:7184952
Stoker Park	id=g:7184953
Tracy Aviary	id=g:7184954
Vae View Park	id=g:7184955
White Park	id=g:7184956
Alta Canyon Post Office	id=g:7184957
Bountiful Post Office	id=g:7184958
Centerville Post Office	id=g:7184959
Farmington Post Office	id=g:7184960
Magna Post Office	id=g:7184961
Northwest Post Office	id=g:7184962
Adams Elementary School	id=g:7184963
Adelade Elementary School	id=g:7184964
Anchor Christian Academy	id=g:7184965
Antelope Elementary School	id=g:7184966
Bennion Elementary School	id=g:7184967
Bennion Elementary School	id=g:7184968
Bluffdale School	id=g:7184969
Bonneville Elementary School	id=g:7184970
Challenger School	id=g:7184971
Clinton Elementary School	id=g:7184972
Columbia College	id=g:7184973
Columbia Elementary School	id=g:7184974
Sky Park Airport	id=g:7184975
Black Bridge	id=g:7184976
George S Eccless 2002 Legacy Bridge	id=g:7184977
Alfred Emery Building	id=g:7184978
Alien Wilmont Skaggs Biology Residence Building	id=g:7184979
American Cancer Society Salt Lake City Office	id=g:7184980
Arbogast House	id=g:7184981
Bamberger Hall	id=g:7184982
Behnken Hall	id=g:7184983
Bill and Vieve Gore School of Buisness	id=g:7184984
Browning Center	id=g:7184985
C Ronald Christensen Center	id=g:7184986
Cancer Wellness House	id=g:7184987
Carleson Hall	id=g:7184988
Carlson Hall	id=g:7184989
Carmelle Reception Center	id=g:7184990
Center for Womens Health	id=g:7184991
Chapman Library	id=g:7184992
Chase M Peterson Heritage House	id=g:7184993
Converse Circle	id=g:7184994
Converse Hall	id=g:7184995
Cornell Duplex	id=g:7184996
Cottonwood Heights Recreation Center	id=g:7184997
Coyner House	id=g:7184998
David P Garner Hall	id=g:7184999
Day Riverside Library	id=g:7185000
Dee Events Center	id=g:7185001
Dick Science Building	id=g:7185002
Dolores Dore Eccles Ceramic Center	id=g:7185003
Dolores Dore Eccles Health Wellness and Athletic Center	id=g:7185004
Dolores Dore Eccles Plaza	id=g:7185005
Duddy Duplex	id=g:7185006
E E Jones Medical Science Building	id=g:7185007
E J Garn Aviation Complex	id=g:7185008
Eccles Broadcast Center	id=g:7185009
Eccles Health Sciences Education Building	id=g:7185010
Eccles Institute of Human Genetics	id=g:7185011
Eliner Nielsen Fieldhouse	id=g:7185012
Evergreen Library	id=g:7185013
Ezekiel R and Edna Dumke Building	id=g:7185014
Foster Hall	id=g:7185015
Francis Armstrong Madsen Building	id=g:7185016
George Thomas Museum of Natural History	id=g:7185017
Giovale Library	id=g:7185018
Henry Eryring Building	id=g:7185019
Hill Aerospace Museum	id=g:7185020
Hoffman House	id=g:7185021
Hogle Hall	id=g:7185022
Intermountain Network Scientific Center	id=g:7185023
J T Kingsbury Hall	id=g:7185024
James Fletcher Hall	id=g:7185025
James Taimage Building	id=g:7185026
Jewett Center for the Performing Arts and Emma Eccles Jones Conservatory	id=g:7185027
John A Moran Eye Center	id=g:7185028
John A Moran Eye Center 2	id=g:7185029
John and Marva Warnock Engineering Building	id=g:7185030
John R Park Building	id=g:7185031
John Widtson Building	id=g:7185032
Jon M Huntsman Center	id=g:7185033
Joseph Merrill Engineering Building	id=g:7185034
Kendall D Garff Building	id=g:7185035
Kennecott Building	id=g:7185036
Kennecott House	id=g:7185037
Kim T Adamson Alumni House	id=g:7185038
Kimball Visual Arts Center	id=g:7185039
L S Skaggs Pharmacy Building	id=g:7185040
Lampros Hall	id=g:7185041
LaSal Hall	id=g:7185042
Leroy Cowels Building	id=g:7185043
Lind Lecture Building	id=g:7185044
Lindquist Alumni Center	id=g:7185045
Malouf Hall	id=g:7185046
Marcia and John Price Museum	id=g:7185047
Marriott Center for Dance	id=g:7185048
Marriott Health Building	id=g:7185049
Marriott Library	id=g:7185050
Maxwell Wintrobe Research Building	id=g:7185051
McCay Education Building	id=g:7185052
McCune Mansion	id=g:7185053
Miller Administration Building	id=g:7185054
Milton Bennion Hall	id=g:7185055
Miners Hospital Community Center	id=g:7185056
Murray City Fire Department Headquarters	id=g:7185057
Murray City Public Library	id=g:7185058
Museum of Utah Folk Art	id=g:7185059
Nightingale Hall	id=g:7185060
Nunemaker Place	id=g:7185061
Ogden City Fire Station	id=g:7185062
Olwell Hall	id=g:7185063
Orson Spencer Hall	id=g:7185064
Payne Gymnasium	id=g:7185065
Peterson House	id=g:7185066
Pioneer Memorial Theatre	id=g:7185067
Poulsen Honors House	id=g:7185068
Promontory Hall	id=g:7185069
Randall Turpin University Services Building	id=g:7185070
Reherd House	id=g:7185071
Riverton Community Center	id=g:7185072
Roy Heritage Museum	id=g:7185073
S W Quinney Law Library	id=g:7185074
Saint Marks Hospital Library	id=g:7185075
Salt Lake City Community College Riverside Center	id=g:7185076
Salt Lake City Fire Station Number 1	id=g:7185077
Salt Lake City Fire Station Number 10	id=g:7185078
Salt Lake City Fire Station Number 2	id=g:7185079
Salt Lake City Fire Station Number 3	id=g:7185080
Salt Lake City Fire Station Number 4	id=g:7185081
Salt Lake City Fire Station Number 5	id=g:7185082
Salt Lake City Fire Station Number 6	id=g:7185083
Salt Lake City Fire Station Number 7	id=g:7185084
Salt Lake City Fire Station Number 8	id=g:7185085
Salt Lake City Fire Station Number 9	id=g:7185086
Salt Lake City Public Library System Main Library	id=g:7185087
Salt Palace Convention Center	id=g:7185088
Shaw Student Center	id=g:7185089
Shepherd Union	id=g:7185090
South Salt Lake Library	id=g:7185091
South Towne Exposition Center	id=g:7185092
Sprague Library	id=g:7185093
Stansbury Hall	id=g:7185094
Sterling Sill Center	id=g:7185095
Stevenson Athletic Offices	id=g:7185096
Stewart Library	id=g:7185097
Stock Hall	id=g:7185098
Stromberg Health and Physical Education Center	id=g:7185099
Swenson Gymnasium	id=g:7185100
Tanner Plaza	id=g:7185101
Taylor Library	id=g:7185102
The City Library	id=g:7185103
The Family Center at Riverdale	id=g:7185104
Treehouse Childrens Museum	id=g:7185105
University Hospital Child Development Center	id=g:7185106
University of Utah Child Care Coordinating Services	id=g:7185107
University Of Utah Earth Science and Resources Laboratory	id=g:7185108
University Of Utah Energy and Geoscience Institute	id=g:7185109
Utah State University Department of Nutrition and Food Services	id=g:7185110
Virgina Tanner Dance Building	id=g:7185111
Walker Hall	id=g:7185112
Wasatch Hall	id=g:7185113
Wattis Business Building	id=g:7185114
We R Kids	id=g:7185115
Weber County Library	id=g:7185116
Whitmore Library	id=g:7185117
Willam Browning Building	id=g:7185118
William Stewart Building	id=g:7185119
Woodland Hills School	id=g:7185120
Blake Manor Reception Center	id=g:7185121
Capital Church in the City	id=g:7185122
Christian Life Center	id=g:7185123
Christus Saint Joseph Villa Christus Marian Center	id=g:7185124
Church of Scientology-Dianetics Mission	id=g:7185125
Church of the Living Dead	id=g:7185126
Corporation Episcopal Church in Utah	id=g:7185127
Discovery Christian Community Church	id=g:7185128
Faith Christian Fellowship	id=g:7185129
First Vietnamese Baptist Church	id=g:7185130
Free Church of Tonga	id=g:7185131
Free Wesleyan Church of Tonga in Utah	id=g:7185132
Heritage Baptist Church	id=g:7185133
House of Aaron	id=g:7185134
House of Prayer of Assembly	id=g:7185135
Inner Light Center	id=g:7185136
Intermountain Baptist Church	id=g:7185137
Kingdom Hall of Jehovahs Witnesses	id=g:7185138
Kingdom Hall of Jehovahs Witnesses of Sugarhouse	id=g:7185139
Kingdom Hall of Jehovahs Witnesses of West Valley	id=g:7185140
Kingdom Hall of Jehovahs Witnesses West Jordan Congregation	id=g:7185141
Korean Presbyterian Church of Salt Lake City	id=g:7185142
Korean Presbyterian Church of Utah	id=g:7185143
Liberty Park Foursquare Church	id=g:7185144
Living Waters Christian Fellowship	id=g:7185145
Rocky Mountain Junior High School	id=g:7185146
Rose Creek Elementary School	id=g:7185147
Rowland Hall-Saint Marks Middle School	id=g:7185148
Saint Francis Xavier Catholic School	id=g:7185149
Saint John the Baptist School	id=g:7185150
Saint Pauls Christian Preschool	id=g:7185151
Saint Vincent de Paul School	id=g:7185152
Salt Lake City Christian Academy	id=g:7185153
Salt Lake City Community College South City Campus	id=g:7185154
Salt Lake Community College Millcreek Campus	id=g:7185155
Salt Lake Junior Academy	id=g:7185156
Salt Lake Lutheran High School	id=g:7185157
Salt Lake Theological Seminary	id=g:7185158
School of Saint Peter	id=g:7185159
Small World Child Care Center	id=g:7185160
South Clearfield Elementary School	id=g:7185161
South Hills Middle School	id=g:7185162
South Jordan Middle School	id=g:7185163
South Weber Elementary School	id=g:7185164
Sprucewood Elementary School	id=g:7185165
Sunitas Montessori School	id=g:7185166
Sunrise Elementary School	id=g:7185167
Sunshine House	id=g:7185168
Sunshine Square	id=g:7185169
Terra Linda Elementary School	id=g:7185170
The Little Gym	id=g:7185171
Tilleytime Child Development Center	id=g:7185172
Tilleytime Child Development Center	id=g:7185173
University of Utah at Bountiful	id=g:7185174
University of Utah Special Education Reading Clinic	id=g:7185175
Utah School for the Blind and Deaf	id=g:7185176
Utah School for the Deaf and Blind	id=g:7185177
Utah State Industrial School	id=g:7185178
Utah State University at Salt Lake	id=g:7185179
Valley Christian School	id=g:7185180
Wasatch Elementary School	id=g:7185181
Wasatch Presbyterian Church Preschool	id=g:7185182
Washington Elementary School	id=g:7185183
Wee Willie Winkle Day Care Center	id=g:7185184
West Bountiful Elementary School	id=g:7185185
West Clinton Elementary School	id=g:7185186
West High School	id=g:7185187
West Hills Middle School	id=g:7185188
West Jordan High School	id=g:7185189
West Valley Elementary School	id=g:7185190
West Valley Industrial Center	id=g:7185191
Whittier Elementary School	id=g:7185192
Windridge Elementary School	id=g:7185193
Woods Cross Elementary School	id=g:7185194
Stewart Bell Tower	id=g:7185195
Copper Hills Elementary School	id=g:7185196
Copper Hills High School	id=g:7185197
Copperview Center	id=g:7185198
Creekside Elementary School	id=g:7185199
Davis Applied Technology Center	id=g:7185200
Dee Elementary School	id=g:7185201
Devlins Child Development Center	id=g:7185202
Eastside Preschool	id=g:7185203
Elk Meadows School	id=g:7185204
Elk Ridge Middle School	id=g:7185205
English Skills Learning Center	id=g:7185206
Ensign Learning Center	id=g:7185207
Escalante Elementary School	id=g:7185208
Evangelical Free Church School	id=g:7185209
Fairfield Junior High School	id=g:7185210
Farmington Elementary School	id=g:7185211
Farmington Junior High School	id=g:7185212
Fox Hills Elementary School	id=g:7185213
Freemont Elementary School	id=g:7185214
Fun Time Child Care Center	id=g:7185215
Hayden Peak Elementary School	id=g:7185216
Headstart School	id=g:7185217
Hillcrest Elementary School	id=g:7185218
Hillside Elementary School	id=g:7185219
Holbrook Elementary School	id=g:7185220
Holladay United Church of Christ Preschool	id=g:7185221
Horizon Elementary School	id=g:7185222
Jacques Preschool	id=g:7185223
Jordan Campus Salt Lake Community College	id=g:7185224
Jordan Hills Elementary School	id=g:7185225
Jordan Ridge Elementary School	id=g:7185226
Kaysville Elementary School	id=g:7185227
Kid Station	id=g:7185228
Kiddie Kollege	id=g:7185229
Kids Kampus	id=g:7185230
Kids World Preschool	id=g:7185231
Kindercare Learning Centers of Centerville	id=g:7185232
Kindercare Learning Centers of Salt Lake City	id=g:7185233
La Petite Academy	id=g:7185234
Lakeside Elementary School	id=g:7185235
Latter Day Saints Business College	id=g:7185236
Learning Tree School	id=g:7185237
Let Me Shine Christian Playschool	id=g:7185238
Little Rascals Childrens Center	id=g:7185239
Little Village Preschool	id=g:7185240
Lone Peak Elementary School	id=g:7185241
Madeleine Choir School	id=g:7185242
Madsen Health Center	id=g:7185243
Magic Castle	id=g:7185244
McKee Language School	id=g:7185245
Meadow Moor School	id=g:7185246
Midvale Junior High School	id=g:7185247
Monte Vista Elementary School	id=g:7185248
Montessori Child Discovery Center	id=g:7185249
Montessori Childrens House	id=g:7185250
Montessori School	id=g:7185251
Montessori School of Murray	id=g:7185252
Montessori School of Salt Lake	id=g:7185253
Montessori School of Willow Creek	id=g:7185254
Mount Olympus Christian Child Care Center	id=g:7185255
Mountain High School	id=g:7185256
Mountain Shadows Elementary School	id=g:7185257
Mountain View Elementary School	id=g:7185258
Mountain View Elementary School	id=g:7185259
North Elementary School	id=g:7185260
North Star Elementary School	id=g:7185261
Northridge High School	id=g:7185262
Oakridge Montessori of Olympus Cove	id=g:7185263
Ogden Weber Applied Technology Center	id=g:7185264
Oquirrh Elementary School	id=g:7185265
Orchard Elementary School	id=g:7185266
Our Lady of Lourdes School	id=g:7185267
Oxford Learning Source	id=g:7185268
Pleasant Green Elementary School	id=g:7185269
Practice Success School	id=g:7185270
Puddle Jumpers Child Development Center	id=g:7185271
Quail Village Shopping Center	id=g:7185272
Rainbow Connection Preschool	id=g:7185273
Reading Elementary School	id=g:7185274
Riverton Elementary School	id=g:7185275
Riverton High School	id=g:7185276
Rock-A-Bye Infant and Child Care Center	id=g:7185277
Boston Cutoff	id=g:7185278
Calvary United Pentecostal Academy	id=g:7185279
Four Directions Charter Schools	id=g:7185280
Bridges Transition Program	id=g:7185281
East Union Elementary School	id=g:7185282
Saint Paul Academy and Summit School - Randolph Campus	id=g:7185283
New Spirit Primary School	id=g:7185284
Cedar Creek Community School	id=g:7185285
Eastside Workplace Kindergarten Magnet School	id=g:7185286
University of Saint Thomas	id=g:7185287
Concordia University - Saint Paul	id=g:7185288
Blue Heron Elementary School	id=g:7185289
Centennial High School - Red Building	id=g:7185290
Cannon Valley Lutheran High School	id=g:7185291
Brimhall Elementary School	id=g:7185292
Vadnais Heights Elementary School	id=g:7185293
Deephaven Education Center	id=g:7185294
Mount Hope - Redemption Lutheran School - East Campus	id=g:7185295
William Mitchell College of Law	id=g:7185296
Mays International Magnet School	id=g:7185297
Independent School District 196 - Early Childhood Learning Center	id=g:7185298
Century Middle School	id=g:7185299
Huddleston Elementary School	id=g:7185300
Vento Elementary School	id=g:7185301
Maple Lake High School	id=g:7185302
Holy Trinity Catholic School	id=g:7185303
Saint Croix Lutheran High School	id=g:7185304
Bridgewater Elementary School	id=g:7185305
Maranatha Christian Academy	id=g:7185306
Galtier Magnet Elementary School	id=g:7185307
Immaculate Conception School	id=g:7185308
Convent of the Visitation School	id=g:7185309
Dayton Elementary School	id=g:7185310
Scott Highlands Middle School	id=g:7185311
Golden Lake Elementary School	id=g:7185312
Lake Nokomis Community Wenonah Campus	id=g:7185313
Hayden Heights Elementary School	id=g:7185314
Skills for Tomorrow Charter High School	id=g:7185315
Centennial Middle School	id=g:7185316
Northwestern College	id=g:7185317
Southview Christian School	id=g:7185318
High School for Recording Arts - Minnesota	id=g:7185319
Burnsville Eagan Savage Area Learning Center	id=g:7185320
Greenleaf Elementary School	id=g:7185321
Wellstone International High School	id=g:7185322
Chelsea Heights Elementary School	id=g:7185323
Pine Harbor Christian Academy	id=g:7185324
Crystal Lake Elementary School	id=g:7185325
University of Minnesota Twin Cities Campus - Saint Paul	id=g:7185326
University of Minnesota Twin Cities Campus - Minneapolis	id=g:7185327
World Cultures Magnet School	id=g:7185328
Waterville - Elysian - Morristown Junior High School	id=g:7185329
Saint Charles Borromeo School	id=g:7185330
New Life Academy	id=g:7185331
Wilshire Park Elementary School	id=g:7185332
Trinity Catholic School	id=g:7185333
Intermediate School District 287 Service Center	id=g:7185334
Carver County School District 112 Office	id=g:7185335
Independent School District 196 - School of Environmental Studies	id=g:7185336
Hastings Area Learning Center	id=g:7185337
Grey Cloud Elementary School	id=g:7185338
Linwood A+ Elementary School	id=g:7185339
Normandy Park Education Center	id=g:7185340
Saint Francis Xavier Catholic School	id=g:7185341
Oak Grove High School	id=g:7185342
