Buayan River	id=g:1723675
Banag	id=g:1727615
Ban-ag	id=g:1727616
Bañdero River	id=g:1727617
Bañadero	id=g:1727618
Bañadero	id=g:1727619
Bañadero	id=g:1727620
Banacon Island	id=g:1727621
Banacon	id=g:1727622
Banacboc	id=g:1727623
Bañacao	id=g:1727624
Banacao	id=g:1727625
Banacao	id=g:1727626
Banaba River	id=g:1727627
Banaban	id=g:1727628
Banaban	id=g:1727629
Banaban	id=g:1727630
Banaba Lejos	id=g:1727631
Banabahin Ilaya	id=g:1727632
Banabahin Ibaba	id=g:1727633
Banabanan River	id=g:1727634
Banaba Cerca	id=g:1727635
Banaba Bauan	id=g:1727636
Banaba	id=g:1727637
Banaba	id=g:1727638
Banaba	id=g:1727639
Banaba	id=g:1727640
Banaba	id=g:1727641
Banaba	id=g:1727642
Banaba	id=g:1727643
Banaba Bauan	id=g:1727644
Banaba	id=g:1727645
Banaba	id=g:1727646
Banaba	id=g:1727647
Banaba	id=g:1727648
Banaay River	id=g:1727649
Banaao	id=g:1727650
Banaao	id=g:1727651
Banaag	id=g:1727652
Banaag	id=g:1727653
Banaag	id=g:1727654
Bana	id=g:1727655
Bamtu	id=g:1727656
Sambat	id=g:1727657
Bamban River	id=g:1727658
Bambanon Island	id=g:1727659
Bambannan Island	id=g:1727660
Bambang Creek	id=g:1727661
Bambang	id=g:1727662
Bambang	id=g:1727663
Bambang	id=g:1727664
Bambang	id=g:1727665
Bambang	id=g:1727666
Bambang	id=g:1727667
Bambang	id=g:1727668
Bambang	id=g:1727669
Bambang	id=g:1727670
Bambang	id=g:1727671
Bangbang	id=g:1727672
Bambang	id=g:1727673
Bambanay	id=g:1727674
Bambanan River	id=g:1727675
Bambanan	id=g:1727676
Bambanaba	id=g:1727677
Bamban	id=g:1727678
Bamban	id=g:1727679
Bamban	id=g:1727680
Bamban	id=g:1727681
Bamban	id=g:1727682
Bamban	id=g:1727683
Bamban	id=g:1727684
Bamban	id=g:1727685
Bamban	id=g:1727686
Bamban	id=g:1727687
Banban	id=g:1727688
Bamban	id=g:1727689
Bamban	id=g:1727690
Bambagan Reef	id=g:1727691
Bambad	id=g:1727692
Banuangurang	id=g:1727693
Balzain Creek	id=g:1727694
Blaza	id=g:1727695
Balza	id=g:1727696
Balwang	id=g:1727697
Baluyot	id=g:1727698
Baluyan	id=g:1727699
Balutubat	id=g:1727700
Balutu	id=g:1727701
Balutmaito	id=g:1727702
Balut Island	id=g:1727703
Balut Island	id=g:1727704
Balut Island	id=g:1727705
Balut Island	id=g:1727706
Mount Balutinao	id=g:1727707
Balutinao	id=g:1727708
Mount Balutictic	id=g:1727709
Bulatakay Creek	id=g:1727710
Balutakay	id=g:1727711
Mount Balut	id=g:1727712
Lake Balut	id=g:1727713
Balut	id=g:1727714
Balut	id=g:1727715
Balut	id=g:1727716
Balut	id=g:1727717
Balut	id=g:1727718
Balusingan Bay	id=g:1727719
Balusao River	id=g:1727720
Sapa Balusa	id=g:1727721
Balus	id=g:1727722
Balu River	id=g:1727723
Balunquing	id=g:1727724
Baluno	id=g:1727725
Baluno	id=g:1727726
Balungkagin	id=g:1727727
Balungisan Point	id=g:1727728
Balungis	id=g:1727729
Baluncanag	id=g:1727730
Balungbong Brook	id=g:1727731
Baluñgay	id=g:1727732
Balungao	id=g:1727733
Balungao	id=g:1727734
Balungao	id=g:1727735
Balungao	id=g:1727736
Balungag	id=g:1727737
Balun	id=g:1727738
Balulu Point	id=g:1727739
Balulan Hacienda	id=g:1727740
Balulang	id=g:1727741
Balulan	id=g:1727742
Mount Balik Sampan	id=g:1727743
Baluk River	id=g:1727744
Balukbuk	id=g:1727745
Balukbuk	id=g:1727746
Balukbaluk Island	id=g:1727747
Balukbaluk	id=g:1727748
Balukaui Point	id=g:1727749
Balu Island	id=g:1727750
Baluguhan	id=g:1727751
Balud River	id=g:1727752
Balugo River	id=g:1727753
Balugonan	id=g:1727754
Balugo Mountain	id=g:1727755
Balugohin	id=g:1727756
Balugohay	id=g:1727757
Balugo	id=g:1727758
Balugo	id=g:1727759
Balugo	id=g:1727760
Balugo	id=g:1727761
Balugo	id=g:1727762
Balugo	id=g:1727763
Balugo	id=g:1727764
Balugo	id=g:1727765
Balugo	id=g:1727766
Baluglub	id=g:1727767
Balug Creek	id=g:1727768
Balugang	id=g:1727769
Balugan Bay	id=g:1727770
Mount Balugan	id=g:1727771
Balugan	id=g:1727772
Balugan	id=g:1727773
Baluga	id=g:1727774
Balug	id=g:1727775
Balug	id=g:1727776
Balud River	id=g:1727777
Balud River	id=g:1727778
Balud Litoan	id=g:1727779
Balud Island	id=g:1727780
Balud Diutay Creek	id=g:1727781
Balud	id=g:1727782
Balud	id=g:1727783
Balud	id=g:1727784
Balud	id=g:1727785
Balud	id=g:1727786
Balud	id=g:1727787
Balud	id=g:1727788
Balud	id=g:1727789
Balud	id=g:1727790
Balud	id=g:1727791
Balud	id=g:1727792
Bulud	id=g:1727793
Balud	id=g:1727794
Balucuc	id=g:1727795
Bulucaan River	id=g:1727796
Balucuan	id=g:1727797
Balocuan	id=g:1727798
Baluctot River	id=g:1727799
Baluctot	id=g:1727800
Balucot	id=g:1727801
Balucauit River	id=g:1727802
Balucanad	id=g:1727803
Balubuk	id=g:1727804
Balubuan	id=g:1727805
Balubo River	id=g:1727806
Balubohan River	id=g:1727807
Balubohan Bay	id=g:1727808
Balubo	id=g:1727809
Balubaray Bay	id=g:1727810
Balubaluan Island	id=g:1727811
Balubal	id=g:1727812
Balubad	id=g:1727813
Balubad	id=g:1727814
Balubad	id=g:1727815
Balubad	id=g:1727816
Balubad	id=g:1727817
Baluarte Point	id=g:1727818
Baluarte Point	id=g:1727819
Baluarte Point	id=g:1727820
Baluarte Point	id=g:1727821
Baluarte Island	id=g:1727822
Baluarte Creek	id=g:1727823
Baluarte Bay	id=g:1727824
Baluarte	id=g:1727825
Baluarte	id=g:1727826
Baluarte	id=g:1727827
Baluarte	id=g:1727828
Baluarte	id=g:1727829
Baluarte	id=g:1727830
Baluarte	id=g:1727831
Baluarte	id=g:1727832
Baluarte	id=g:1727833
Baluan	id=g:1727834
Buluagan River	id=g:1727835
Baltimore Peak	id=g:1727836
Baltasar Island	id=g:1727837
Balsman	id=g:1727838
Mount Balsinong	id=g:1727839
Balsic River	id=g:1727840
Balsic River	id=g:1727841
Balsik	id=g:1727842
Tasic	id=g:1727843
Balseyro Channel	id=g:1727844
Balseiro Point	id=g:1727845
Balsahan River	id=g:1727846
Balsahan River	id=g:1727847
Balsahan	id=g:1727848
Balsahan	id=g:1727849
Balsaan	id=g:1727850
Baloy River	id=g:1727851
Mount Baloy	id=g:1727852
Baloy	id=g:1727853
Baloy	id=g:1727854
Baloy	id=g:1727855
Balou Creek	id=g:1727856
Balot River	id=g:1727857
Balut Point	id=g:1727858
Balot-Masla	id=g:1727859
Balos Ridge	id=g:1727860
Bal-os	id=g:1727861
Balo River	id=g:1727862
Balonnay	id=g:1727863
Balong-moro	id=g:1727864
Balong Bato	id=g:1727865
Balong Balongan Creek	id=g:1727866
Balongbalong	id=g:1727867
Balongay	id=g:1727868
Bolongay	id=g:1727869
Balong	id=g:1727870
Balong	id=g:1727871
Baloncaguing	id=g:1727872
Balon	id=g:1727873
Balombon Island	id=g:1727874
Balombon	id=g:1727875
Balombon	id=g:1727876
Balombon	id=g:1727877
Balolo Rock	id=g:1727878
Balolo River	id=g:1727879
Balolo Point	id=g:1727880
Baloling	id=g:1727881
Balolong	id=g:1727882
Balolo	id=g:1727883
Balokon Mountain	id=g:1727884
Mount Balukbok	id=g:1727885
Balukbaluk River	id=g:1727886
Balokbalok	id=g:1727887
Baloc	id=g:1727888
Mamungan	id=g:1727889
Balogo Sapa River	id=g:1727891
Balogo River	id=g:1727892
Balogo River	id=g:1727893
Balugo Creek	id=g:1727894
Balogo Creek	id=g:1727895
Mount Balogo	id=g:1727896
Balogo	id=g:1727897
Balogo	id=g:1727898
Balogo	id=g:1727899
Balogo	id=g:1727900
Balogo	id=g:1727901
Balogo	id=g:1727902
Balogo	id=g:1727903
Balogo	id=g:1727904
Balogo	id=g:1727905
Balogo	id=g:1727906
Balogo	id=g:1727907
Balogo	id=g:1727908
Balugo	id=g:1727909
Balogo	id=g:1727910
Balogo	id=g:1727911
Balugo	id=g:1727912
Balogo	id=g:1727913
Balogo	id=g:1727914
Balognonan	id=g:1727915
Balogblog	id=g:1727916
Balogalon	id=g:1727917
Balog	id=g:1727918
Balog	id=g:1727919
Balud Creek	id=g:1727920
Balodcod	id=g:1727921
Balod	id=g:1727922
Balud	id=g:1727923
Mount Balocol	id=g:1727924
Balococ	id=g:1727925
Balococ	id=g:1727926
Balocbaloc Point	id=g:1727927
Balocbaloc	id=g:1727928
Balocawehay	id=g:1727929
Balocawenay	id=g:1727930
Balocawe Point	id=g:1727931
Balocawe	id=g:1727932
Balocawe	id=g:1727933
Balocawe	id=g:1727934
Balocawe	id=g:1727935
Balocaway	id=g:1727936
Balucawi	id=g:1727937
Balocawe	id=g:1727938
Balocan	id=g:1727939
Baloc	id=g:1727940
Baloboc	id=g:1727941
Balobo	id=g:1727942
Balobo	id=g:1727943
Balo-Balo	id=g:1727944
Balobago	id=g:1727945
Baload	id=g:1727946
Baloa	id=g:1727947
Baloa	id=g:1727948
Balo	id=g:1727949
Balo	id=g:1727950
Balo	id=g:1727951
Balnek	id=g:1727952
Balnasan	id=g:1727953
Bal-lugo	id=g:1727955
Ballucu	id=g:1727956
Balluay	id=g:1727957
Balloy	id=g:1727958
Ballo Point	id=g:1727959
Balloc	id=g:1727960
Ballibuug Point	id=g:1727961
Ballesteros	id=g:1727962
Ballesteros	id=g:1727963
Ballesteros	id=g:1727964
Ballayañgan	id=g:1727965
Bal-lay	id=g:1727966
Hacienda Ballao	id=g:1727968
Ballantongse Point	id=g:1727969
Ballacong	id=g:1727970
Ballacayo	id=g:1727971
Ballacayo Creek	id=g:1727972
Baliyan River	id=g:1727973
Baliw Creek	id=g:1727974
Baliwasan River	id=g:1727975
Baliwasan	id=g:1727976
Baliwang	id=g:1727977
Baliwanan River	id=g:1727978
Baliwan	id=g:1727979
Baliwag River	id=g:1727980
Baliwagan	id=g:1727981
Baliwagan	id=g:1727982
Baliwag	id=g:1727983
Baliw	id=g:1727984
Lintian Island	id=g:1727985
Baliungan	id=g:1727986
Mount Baliuko	id=g:1727987
Baliuanan	id=g:1727988
Baliuag Viejo	id=g:1727989
Baliuag Nuevo	id=g:1727990
Balinaga River	id=g:1727991
Balamban River	id=g:1727992
Baliwagan	id=g:1727993
Baliuag	id=g:1727994
Baliuag	id=g:1727995
Baliuag	id=g:1727996
Balitucan	id=g:1727997
Balittua	id=g:1727998
Baliton	id=g:1727999
Mount Balitog	id=g:1728000
Balitoc	id=g:1728001
Baliti Segundo	id=g:1728002
Baliti River	id=g:1728003
Baliti Primero	id=g:1728004
Balitian Creek	id=g:1728005
Baliti	id=g:1728006
Baliti	id=g:1728007
Balite	id=g:1728008
Baliti	id=g:1728009
Balite	id=g:1728010
Balite	id=g:1728011
Balite Sur	id=g:1728012
Balite Mauab	id=g:1728013
Balite Basit River	id=g:1728014
Balite	id=g:1728015
Balite	id=g:1728016
Balite	id=g:1728017
Balite	id=g:1728018
Balite	id=g:1728019
Balite	id=g:1728020
Balete	id=g:1728021
Balite	id=g:1728022
Balite	id=g:1728023
Balita River	id=g:1728024
Balitao	id=g:1728025
Balit	id=g:1728026
Balit	id=g:1728027
Balit	id=g:1728028
Balisuan	id=g:1728029
Balisong River	id=g:1728030
Balisong Point	id=g:1728031
Balisong	id=g:1728032
Balisong	id=g:1728033
Balisong	id=g:1728034
Balisong	id=g:1728035
Balisi	id=g:1728036
Baliscan Island	id=g:1728037
Balisong River	id=g:1728038
Belisan Point	id=g:1728039
Balisa	id=g:1728040
Balirok Creek	id=g:1728041
Baliri River	id=g:1728042
Baliriaan	id=g:1728043
Baliri	id=g:1728044
Balikyas	id=g:1728045
Baliongo River	id=g:1728046
Balian	id=g:1728047
Baliog Point	id=g:1728048
Balioeg	id=g:1728049
Baliaog	id=g:1728050
Balio	id=g:1728051
Balio	id=g:1728052
Balio	id=g:1728053
Balio	id=g:1728054
Balinuang	id=g:1728055
Balintiouac	id=g:1728056
Mount Balintingon	id=g:1728057
Balintawak River	id=g:1728058
Balintawak	id=g:1728059
Balintawak	id=g:1728060
Balintawak	id=g:1728061
Balintaugan	id=g:1728062
Balintao	id=g:1728063
Balintang Point	id=g:1728064
Balintang Islands	id=g:1728065
Balintang Island	id=g:1728066
Balintang Channel	id=g:1728067
Balintagac East	id=g:1728068
Balintad	id=g:1728069
Balintad	id=g:1728070
Balinsoog	id=g:1728071
Lake Balinsasayao	id=g:1728072
Balinsasayao	id=g:1728073
Balinsasayao	id=g:1728074
Balin Palis	id=g:1728075
Balinhi	id=g:1728076
Balinguit	id=g:1728077
Balingueo	id=g:1728078
Balinguay	id=g:1728079
Balingoo	id=g:1728080
Balingoan River	id=g:1728081
Balingoan	id=g:1728082
Balingoan	id=g:1728083
Balingjuan River	id=g:1728084
Balingcanaway	id=g:1728085
Balingayen	id=g:1728086
Balingawan Point	id=g:1728087
Balingasay River	id=g:1728088
Balingasay Point	id=g:1728089
Balingasay Bay	id=g:1728090
Balingasay	id=g:1728091
Balingasao	id=g:1728092
Balingasag Island	id=g:1728093
Balingasag Bay	id=g:1728094
Balingasag	id=g:1728095
Baliñgasag	id=g:1728096
Baliñgasag	id=g:1728097
Balingasag	id=g:1728098
Balingasag	id=g:1728099
Balingaoan	id=g:1728100
Balingaoan	id=g:1728101
Baling	id=g:1728102
Balindong	id=g:1728103
Balindong	id=g:1728104
Balindog	id=g:1728105
Balinciagao	id=g:1728106
Balincarin West	id=g:1728107
Balincarin	id=g:1728108
Balincanaway	id=g:1728109
Balincaguin River	id=g:1728110
Balincaguing	id=g:1728111
Balin Buquero River	id=g:1728112
Balinbagan Island	id=g:1728113
Balinato River	id=g:1728114
Balinatio Island	id=g:1728115
Balinaod Rocks	id=g:1728116
Balinaod	id=g:1728117
Balinad	id=g:1728118
Balinacon	id=g:1728119
Balimbing Point	id=g:1728120
Balimbing Channel	id=g:1728121
Balimbing	id=g:1728122
Balimbing	id=g:1728123
Balimbing	id=g:1728124
Balimbing	id=g:1728125
Balimbing	id=g:1728126
Balimanoc Point	id=g:1728127
Balilit	id=g:1728128
Balilit	id=g:1728129
Balili River	id=g:1728130
Baliling West	id=g:1728131
Baliling	id=g:1728132
Baliling	id=g:1728133
Balilihan	id=g:1728134
Balilihan	id=g:1728135
Balili Bay	id=g:1728136
Balili	id=g:1728137
Balili	id=g:1728138
Balili	id=g:1728139
Balili	id=g:1728140
Balili	id=g:1728141
Balili	id=g:1728142
Balili	id=g:1728143
Balila	id=g:1728144
Balila	id=g:1728145
Balili	id=g:1728146
Balitkiao	id=g:1728147
Baliki	id=g:1728148
Balijuagan River	id=g:1728149
Balijuagan	id=g:1728150
Baliis	id=g:1728151
Mount Baliguiran	id=g:1728152
Baligui Point	id=g:1728153
Baliguian Island	id=g:1728154
Baliguian	id=g:1728155
Baiguian	id=g:1728156
Baleguian	id=g:1728157
Baliguian	id=g:1728158
Baligidian	id=g:1728159
Condulingan Bay	id=g:1728160
Balighot	id=g:1728161
Baligayan	id=g:1728162
Baligat	id=g:1728163
Baligasag Bay	id=g:1728164
Baligang	id=g:1728165
Baliga	id=g:1728166
Mount Balidbiran	id=g:1728167
Balidbid	id=g:1728168
Baliculing River	id=g:1728169
Baliculing	id=g:1728170
Balicuing	id=g:1728171
Balicuatro Point	id=g:1728172
Balicuatro Islands	id=g:1728173
Balicuatro Island	id=g:1728174
Balicua	id=g:1728175
Balicehan River	id=g:1728176
Balic-Balic	id=g:1728177
Balicagas	id=g:1728178
Balicasag Island	id=g:1728179
Balicasag Island	id=g:1728180
Balicao Point	id=g:1728181
Balicaocao Point	id=g:1728182
Balicaocao	id=g:1728183
Balibayon	id=g:1728184
Balibayan	id=g:1728185
Balibayan	id=g:1728186
Balibarin	id=g:1728187
Balibak River	id=g:1728188
Balibaguhan	id=g:1728189
Balibago Segundo	id=g:1728190
Balibago River	id=g:1728191
Balibago Primero	id=g:1728192
Balibago Point	id=g:1728193
Sapang Balibago	id=g:1728194
Balibago	id=g:1728195
Balibago	id=g:1728196
Balibago	id=g:1728197
Balibago	id=g:1728198
Balibago	id=g:1728199
Balibago	id=g:1728200
Balibago	id=g:1728201
Balibago	id=g:1728202
Balibago	id=g:1728203
Balibago	id=g:1728204
Balibagan Oeste	id=g:1728205
Balibagan Este	id=g:1728206
Balibagan	id=g:1728207
Baligbag	id=g:1728208
Baliaut	id=g:1728209
Baliaun River	id=g:1728210
Balian River	id=g:1728211
Baliañgo	id=g:1728212
Baliangao Point	id=g:1728213
Baliangao Bay	id=g:1728214
Baliangao	id=g:1728215
Municipality of Baliangao	id=g:1728216
Baliang	id=g:1728217
Balian	id=g:1728218
Balian	id=g:1728219
Mount Baliagan	id=g:1728220
Balhaan	id=g:1728221
Balaygat	id=g:1728222
Baley-araan	id=g:1728223
Sarabay Creek	id=g:1728224
Balete River	id=g:1728225
Balete River	id=g:1728226
Balete River	id=g:1728227
Balete River	id=g:1728228
Balete River	id=g:1728229
Balete Point	id=g:1728230
Balete Point	id=g:1728231
Baleteong River	id=g:1728232
Balete Cove	id=g:1728233
Balete Bay	id=g:1728234
Balete	id=g:1728235
Balete	id=g:1728236
Balete	id=g:1728237
Balete	id=g:1728238
Balete	id=g:1728239
Balete	id=g:1728240
Balete	id=g:1728241
Balete	id=g:1728242
Balite	id=g:1728243
Balete	id=g:1728244
Balite	id=g:1728245
Balete	id=g:1728246
Balete	id=g:1728247
Balete	id=g:1728248
Calamundingan	id=g:1728249
Balete	id=g:1728250
Balete	id=g:1728251
Balete	id=g:1728252
Balete	id=g:1728253
Balete	id=g:1728254
Balete	id=g:1728255
Baliton River	id=g:1728256
Balesin Island	id=g:1728257
Balesin	id=g:1728258
Baler Creek	id=g:1728259
Baler Point	id=g:1728260
Balere	id=g:1728261
Baler Bay	id=g:1728262
Baler Anchorage	id=g:1728263
Baler	id=g:1728264
Baler Airport	id=g:1728265
Baler	id=g:1728266
Bajeon Point	id=g:1728267
Balentiouac	id=g:1728268
Balente	id=g:1728269
Baleno River	id=g:1728270
Baleno Point	id=g:1728271
Baleno	id=g:1728272
Baleno	id=g:1728273
Balen	id=g:1728274
Balele	id=g:1728275
Balejedia River	id=g:1728276
Balecbec Sur	id=g:1728277
Balecbec	id=g:1728278
Balebaite River	id=g:1728279
Baldugan	id=g:1728280
Bald Peak	id=g:1728281
Baldoza	id=g:1728282
Baldog	id=g:1728283
Baldog	id=g:1728284
Baldoc	id=g:1728285
Baldias	id=g:1728286
Baldias	id=g:1728287
Baldias	id=g:1728288
Bald Dome Peak	id=g:1728289
Baldat	id=g:1728290
Balcon Maravilla	id=g:1728291
Balcon	id=g:1728292
Balbolino	id=g:1728293
Balbinit	id=g:1728294
Balbalungao Creek	id=g:1728295
Balbaloto	id=g:1728296
Balbal-losa	id=g:1728297
Balbalit	id=g:1728298
Balbaldez	id=g:1728299
Balbalay Culao	id=g:1728300
Balbalayang	id=g:1728301
Balbalayan	id=g:1728302
Balbalasang	id=g:1728303
Balbalan	id=g:1728304
Balbalan	id=g:1728305
Balbalan	id=g:1728306
Balbagon Strait	id=g:1728307
Balbagon Creek	id=g:1728308
Balbagon Island	id=g:1728309
Balbagon	id=g:1728310
Balayungan	id=g:1728311
Balaytigue	id=g:1728312
Balayong	id=g:1728313
Balayong	id=g:1728314
Balayong	id=g:1728315
Balayong	id=g:1728316
Balayong	id=g:1728317
Balayong	id=g:1728318
Balayon	id=g:1728319
Balayon	id=g:1728320
Balayhangin	id=g:1728321
Balaygtiki	id=g:1728322
Balaygay	id=g:1728323
Balaybuaya	id=g:1728324
Balaybay	id=g:1728325
Balaybay	id=g:1728326
Balaybalay River	id=g:1728327
Balaybalay River	id=g:1728328
Balaybalay	id=g:1728329
Balayan River	id=g:1728330
Balayan Olang	id=g:1728331
Balayang	id=g:1728332
Balayang	id=g:1728333
Balayang	id=g:1728334
Balayan Bay	id=g:1728335
Balayan	id=g:1728336
Balayan	id=g:1728337
Balayagtuco	id=g:1728338
Balayagmanoc	id=g:1728339
Balayagmanok	id=g:1728340
Palayag	id=g:1728341
Balaya	id=g:1728342
Balawing Cove	id=g:1728343
Balawin	id=g:1728344
Balaweg	id=g:1728345
Balawan Island	id=g:1728346
Balawag	id=g:1728347
Balawag	id=g:1728348
Balaw	id=g:1728349
Balau River	id=g:1728350
Balulan River	id=g:1728351
Balaulan Reef	id=g:1728352
Balauini	id=g:1728353
Balauan Point	id=g:1728354
Balatukan River	id=g:1728355
Balatukan River	id=g:1728356
Balatukan	id=g:1728357
Balatukan	id=g:1728358
Mount Balatucan	id=g:1728359
Balatucan	id=g:1728360
Balatuuan	id=g:1728361
Balatong Point	id=g:1728362
Balatongkayo	id=g:1728363
Balatong-Kayo	id=g:1728364
Balatong	id=g:1728365
Balatong	id=g:1728366
Balaton	id=g:1728367
Balatocon	id=g:1728368
Balatocan River	id=g:1728369
Mount Balatocan	id=g:1728370
Balatoc	id=g:1728371
Balatikan	id=g:1728372
Balatic Point	id=g:1728373
Balaticon	id=g:1728374
Balatic-Malaki	id=g:1728375
Balatican	id=g:1728376
Mount Balatic	id=g:1728377
Balatic	id=g:1728378
Balatian	id=g:1728379
Balal Guli	id=g:1728380
Balatero Cove	id=g:1728381
Balatero	id=g:1728382
Balatbat	id=g:1728383
Balatasan	id=g:1728384
Balat-an Creek	id=g:1728385
Balatanai Island	id=g:1728386
Balatanai	id=g:1728387
Balatan	id=g:1728388
Balatan	id=g:1728389
Balat-an	id=g:1728390
Balatan	id=g:1728391
Balatalupa	id=g:1728392
Balatagon	id=g:1728393
Balatacan Point	id=g:1728394
Balatocan	id=g:1728395
Balat	id=g:1728396
Balaston	id=g:1728397
Balas Shoal	id=g:1728398
Balasiw	id=g:1728399
Balasinon River	id=g:1728400
Balasing	id=g:1728401
Balasig Creek	id=g:1728402
Balasig	id=g:1728403
Balasic	id=g:1728404
Balasian River	id=g:1728405
Balasbas	id=g:1728406
Balasbas	id=g:1728407
Balasbas	id=g:1728408
Balasbalas	id=g:1728409
Balasan River	id=g:1728410
Balasan	id=g:1728411
Balasan	id=g:1728412
Balas	id=g:1728413
Balas	id=g:1728414
Balas	id=g:1728415
Balas	id=g:1728416
Balaring Point	id=g:1728417
Balaring	id=g:1728418
Balaring	id=g:1728419
Balaring	id=g:1728420
Balaring	id=g:1728421
Balaring	id=g:1728422
Balaray	id=g:1728423
Balara	id=g:1728424
Matandang Balara	id=g:1728425
Balaguibac	id=g:1728426
Balaquilong	id=g:1728427
Balaguid	id=g:1728428
Balaoan Point	id=g:1728429
Balaong Rock	id=g:1728430
Balaong	id=g:1728431
Balaoi	id=g:1728432
Balaogan	id=g:1728433
Balaoc	id=g:1728434
Balaobalite	id=g:1728435
Balaoang	id=g:1728436
Balaoang	id=g:1728437
Balaoang	id=g:1728438
Balaoan	id=g:1728439
Balaoan	id=g:1728440
Balaoa	id=g:1728441
Mount Balao	id=g:1728442
Balao	id=g:1728443
Balao	id=g:1728444
Balao	id=g:1728445
Balao	id=g:1728446
Balao	id=g:1728447
Balantoy	id=g:1728448
Balantugan	id=g:1728449
Balantoc Point	id=g:1728450
Mount Balantoc	id=g:1728451
Balanting Point	id=g:1728452
Balantian River	id=g:1728453
Balantian Creek	id=g:1728454
Balanti-an	id=g:1728455
Balantian	id=g:1728456
Balantian	id=g:1728457
Balante	id=g:1728458
Balante	id=g:1728459
Balantay River	id=g:1728460
Balantay	id=g:1728461
Balantay	id=g:1728462
Balantang	id=g:1728463
Balantacan Creek	id=g:1728464
Balansungain Peak	id=g:1728465
Balansay	id=g:1728466
Balansan	id=g:1728467
Balanoy	id=g:1728468
Balanoy	id=g:1728469
Balanoc	id=g:1728470
Balanoajan	id=g:1728471
Bolano	id=g:1728472
Balanni	id=g:1728473
Balaniug	id=g:1728474
Balanin Point	id=g:1728475
Balanikuar Creek	id=g:1728476
Balani	id=g:1728477
Balanguingui Island	id=g:1728478
Balangingi Island	id=g:1728479
Balangubang	id=g:1728480
Balangona Point	id=g:1728481
Balangonan River	id=g:1728482
Balangonan Cove	id=g:1728483
Bangonan	id=g:1728484
Balangonan	id=g:1728485
Balangonan	id=g:1728486
Balañgon	id=g:1728487
Balangobong River	id=g:1728488
Balangobong	id=g:1728489
Balangobong	id=g:1728490
Balangobong	id=g:1728491
Balango-an	id=g:1728492
Balangkayan	id=g:1728493
Balangkayan	id=g:1728494
Balangkas	id=g:1728495
Balongis	id=g:1728496
Balangigay	id=g:1728497
Balangiga River	id=g:1728498
Balañgigan	id=g:1728499
Balangiga	id=g:1728500
Balangiga	id=g:1728501
Balang Bay	id=g:1728502
Balangbangan Creek	id=g:1728503
Balangbalang	id=g:1728504
Balang Baco	id=g:1728505
Balangay	id=g:1728506
Balangasan River	id=g:1728507
Balangasan	id=g:1728508
Bonongan River	id=g:1728509
Balanga River	id=g:1728510
Balanga Point	id=g:1728511
Balangao River	id=g:1728512
Balangao River	id=g:1728513
Balangao	id=g:1728514
Balañgao	id=g:1728515
Balangan River	id=g:1728516
Balangan Bay	id=g:1728517
Balangan	id=g:1728518
Balanga Hill	id=g:1728519
Balangabang Small	id=g:1728520
Balangabang	id=g:1728521
Rio Balanga	id=g:1728522
Balanga	id=g:1728523
Balañga	id=g:1728524
Balanga	id=g:1728525
Balanga	id=g:1728526
Balanga	id=g:1728527
Balandra River	id=g:1728528
Balanban Point	id=g:1728529
Balanban Creek	id=g:1728530
Lake Balanan	id=g:1728531
Balanan	id=g:1728532
Bolonakan	id=g:1728533
Balanahoc Creek	id=g:1728534
Balanac River	id=g:1728535
Balanacan River	id=g:1728536
Port Balanacan	id=g:1728537
Balanacan	id=g:1728538
Balanacan	id=g:1728539
Balanacan	id=g:1728540
Balanac	id=g:1728541
Balanac	id=g:1728542
Balamban Point	id=g:1728543
Balanbantat River	id=g:1728544
Balamban Bay	id=g:1728545
Balamban	id=g:1728546
Balamban	id=g:1728547
Balanlinao	id=g:1728548
Balaleng	id=g:1728549
Balalator	id=g:1728550
Balala River	id=g:1728551
Balalan	id=g:1728552
Balalaki Point	id=g:1728553
Balalag Creek	id=g:1728554
Balala	id=g:1728555
Balala	id=g:1728556
Balaktasan River	id=g:1728557
Balakson	id=g:1728558
Balakit	id=g:1728559
Balakinunu	id=g:1728560
Mount Balakibok	id=g:1728561
Balakias Bay	id=g:1728562
Balakayuan	id=g:1728563
Balacanas	id=g:1728564
Mount Balait	id=g:1728565
Ballais	id=g:1728566
Balahigan	id=g:1728567
Balahe	id=g:1728568
Balahapayan Creek	id=g:1728569
Balahaan	id=g:1728570
Balagunan River	id=g:1728571
Balagunan	id=g:1728572
Balagunan	id=g:1728573
Balaguing Malaki River	id=g:1728574
Balangiao	id=g:1728575
Balagui	id=g:1728576
Balaguen	id=g:1728577
Balagubag	id=g:1728578
Balagtas	id=g:1728579
Balagting	id=g:1728580
Balagtas River	id=g:1728581
Balagtasin	id=g:1728582
Balagtasin	id=g:1728583
Balagtas	id=g:1728584
Balagtas	id=g:1728585
Balaglas	id=g:1728586
Balagtas	id=g:1728587
Balagon	id=g:1728588
Balagon	id=g:1728589
Balagon	id=g:1728590
Balago Stream	id=g:1728591
Balago Creek	id=g:1728592
Balogo	id=g:1728593
Balaquilong	id=g:1728594
Balagnan	id=g:1728595
Balagnam River	id=g:1728596
Balagnam	id=g:1728597
Balagbag Mahabang Kahoy	id=g:1728598
Balagbag Island	id=g:1728599
Balagbag Island	id=g:1728600
Balagbagan	id=g:1728601
Balagbag	id=g:1728602
