Bosanga	id=g:218111
Dikusu	id=g:1099071
Malasua	id=g:1099072
Kapanda	id=g:1099210
Kala	id=g:1099211
Betaleo	id=g:1099212
Kamiba	id=g:1099213
Kimbilimbili	id=g:1099214
Kitundu	id=g:1099215
Dikusu	id=g:1099216
Nibua	id=g:1099217
Kalepa	id=g:1099218
Tshangola	id=g:1099219
Kapenga	id=g:1099220
Katato	id=g:1099221
Kalebuta	id=g:1099222
Kisenia	id=g:1099223
Milangwe	id=g:1099224
Goya	id=g:1099225
Katobole	id=g:1099226
Troine	id=g:1099227
Lukama	id=g:1099228
Sepele	id=g:1099229
Dominique	id=g:1099230
Dakata	id=g:1099231
Luafu	id=g:1099232
Lufira	id=g:1099233
Kansalabwe	id=g:1099234
Kishibamiangwe	id=g:1099235
Mwabi	id=g:1099236
Kabombo	id=g:1099401
Kamango	id=g:1099402
Tambo	id=g:1099403
Kalenga	id=g:1099404
Kabelela	id=g:1099405
Kitumba	id=g:1099406
Luambo	id=g:1099407
Kampemba	id=g:1099408
Kamusebo	id=g:1099409
Kisanga	id=g:1099410
Luanga	id=g:1099411
Lukotola	id=g:1099548
Kitana	id=g:1099549
Kabulwe	id=g:1099550
Kapuru	id=g:1099551
Shyamwange	id=g:1099552
Malembeke	id=g:1099553
Kapongo	id=g:1099554
Dilomba	id=g:1099555
Mutumbula	id=g:1099556
Kafugwila	id=g:1099557
Kashyeta	id=g:1099558
Kiamulimba	id=g:1099559
Mwenga	id=g:1099560
Muvemba	id=g:1099561
Malembeka	id=g:1099562
Mulemba	id=g:1099563
Lupashia	id=g:1099564
Horo	id=g:1099565
Monts Dipompa	id=g:1099566
Welgelegen	id=g:1102757
Musoshi	id=g:1102832
Chitipa	id=g:1102833
Magasin	id=g:1105445
Koury	id=g:1105446
Cipolat	id=g:1105447
Samukinda	id=g:1105448
Kamimbi	id=g:1105449
Kingamyambo	id=g:1105450
Kamoto	id=g:1105451
Marino	id=g:1105452
Ditwaye	id=g:1105453
Manga	id=g:1105454
Mulanda	id=g:1105455
Dikumbi	id=g:1105456
Mutash	id=g:1105457
Mwangezi	id=g:1105458
Mangezi	id=g:1105459
Lumpundu	id=g:1105460
Lokofola-Mumba	id=g:1105461
Kibenzebanze	id=g:1105462
Kakulo	id=g:1105463
Bona	id=g:1105464
Lukonde	id=g:1105465
Kimbombo	id=g:1105466
Kii	id=g:1105467
Kanikao	id=g:1105468
Kiaviye	id=g:1105469
Kadimbwa	id=g:1105470
Kalasa	id=g:1105471
Kisote	id=g:1105472
Tshiwayi	id=g:1105473
Djori	id=g:1105474
Ilunga	id=g:1105475
Mangi	id=g:1105476
Musumpwe	id=g:1105477
Musonoi	id=g:1105478
Monwezi	id=g:1105479
Kampemba	id=g:1105480
Kazembe	id=g:1105481
Mutaka	id=g:1105482
Tenge	id=g:1105483
Mwepo	id=g:1105484
Kisentu	id=g:1105485
Mukambo	id=g:1105486
Kalulu	id=g:1105487
Mukaraji	id=g:1105488
Mwangezi	id=g:1105489
Panda	id=g:1105490
Luankanko	id=g:1105491
Kibamba	id=g:1105492
Kando	id=g:1105493
Muindi	id=g:1105494
Kinsanfu	id=g:1105495
Kasolo	id=g:1105496
Kisangeshi	id=g:1105497
Kultete	id=g:1105498
Chutes de Livingstone	id=g:2310750
Zwanga	id=g:2310751
Île Zouambimba	id=g:2310752
Zungu-Kia-Kambula	id=g:2310753
Zungami	id=g:2310754
Zundu	id=g:2310755
Zundu	id=g:2310756
Zulubu	id=g:2310757
Zulubanga	id=g:2310758
Zu	id=g:2310759
Zonzo	id=g:2310760
Zonza-Tampa	id=g:2310761
Ville de Zongo	id=g:2310762
Zongo	id=g:2310763
Zombwisa	id=g:2310764
Zombo	id=g:2310765
Zombo	id=g:2310766
Zofu-Kipolo	id=g:2310767
Nzobe	id=g:2310768
Zoba	id=g:2310769
Ziwulu	id=g:2310770
Ziuka	id=g:2310771
Zimba	id=g:2310772
Zimba	id=g:2310773
Zimango	id=g:2310774
Zikalaba	id=g:2310775
Crique Zenze	id=g:2310776
Zengita	id=g:2310777
Zengamatari	id=g:2310778
Zembe	id=g:2310779
Zemba-Munene	id=g:2310780
Zemba-Kakese	id=g:2310781
Zemba	id=g:2310782
Zemba	id=g:2310783
Zawa	id=g:2310784
Zashi-Moheto	id=g:2310785
Zanza	id=g:2310786
Zankwi	id=g:2310787
Zanga	id=g:2310788
Zanga	id=g:2310789
Zandu-Kapumbu	id=g:2310790
Zambo	id=g:2310791
Zambi-Bakwa	id=g:2310792
Zambi	id=g:2310793
Zambi	id=g:2310794
Zambi	id=g:2310795
Zambala	id=g:2310796
Zamba	id=g:2310797
Zamba	id=g:2310798
Zamba	id=g:2310799
Zamba	id=g:2310800
Zalala	id=g:2310801
Zalala	id=g:2310802
Zalala	id=g:2310803
Zala	id=g:2310804
Zaba	id=g:2310805
Zaba	id=g:2310806
Yuyu	id=g:2310807
Yutsu	id=g:2310808
Yuo	id=g:2310809
Yuno	id=g:2310810
Yungululu	id=g:2310811
Yungu-Kimpangu	id=g:2310812
Yungu	id=g:2310813
Yunga	id=g:2310814
Yunga	id=g:2310815
Yumbu-Yumbu	id=g:2310816
Yumbu	id=g:2310817
Yumbi	id=g:2310818
Yumbi	id=g:2310819
Yumbi	id=g:2310820
Yuma	id=g:2310821
Yuku	id=g:2310822
Yuki Reynwit	id=g:2310823
Yuki Kengundu	id=g:2310824
Yuki Etat	id=g:2310825
Yu II	id=g:2310826
Yu I	id=g:2310827
Yu	id=g:2310828
Yoso	id=g:2310829
Yosilu	id=g:2310830
Yoshi	id=g:2310831
Yosenge	id=g:2310832
Yonzi	id=g:2310833
Yongo I	id=g:2310834
Yongo	id=g:2310835
Yongo	id=g:2310836
Yongo	id=g:2310837
Yongo	id=g:2310838
Yombo	id=g:2310839
Yombe-Kwilu	id=g:2310840
Yombe	id=g:2310841
Yomba	id=g:2310842
Yokolo	id=g:2310843
Yokolo	id=g:2310844
Yokolo	id=g:2310845
Yokole	id=g:2310846
Yoko	id=g:2310847
Yimbi-Fioti	id=g:2310848
Yia	id=g:2310849
Yeye	id=g:2310850
Yeye	id=g:2310851
Yengi	id=g:2310852
Yenge	id=g:2310853
Yenga-Lusundji	id=g:2310854
Yenga	id=g:2310855
Yendu	id=g:2310856
Yembongo	id=g:2310857
Yembe-Munene	id=g:2310858
Yembe-Moke	id=g:2310859
Yembe	id=g:2310860
Yembe	id=g:2310861
Yembe	id=g:2310862
Yema-di-Kalungu	id=g:2310863
Yema	id=g:2310864
Yelenge-Kimbata	id=g:2310865
Yele	id=g:2310866
Yeke-Bosua	id=g:2310867
Yaye	id=g:2310868
Yasa-Miwunu	id=g:2310869
Yasa-Lokwa	id=g:2310870
Yasa-Bembele	id=g:2310871
Yasa	id=g:2310872
Yasa	id=g:2310873
Yasa	id=g:2310874
Yanzi	id=g:2310875
Yankete	id=g:2310876
Yangu	id=g:2310877
Yanga-Pompe	id=g:2310878
Yanga	id=g:2310879
Yanga	id=g:2310880
Yanga	id=g:2310881
Yanga	id=g:2310882
Yanga	id=g:2310883
Yanga	id=g:2310884
Yanga	id=g:2310885
Yanga	id=g:2310886
Yandja	id=g:2310887
Yandinga	id=g:2310888
Yanda	id=g:2310889
Yamuya	id=g:2310890
Yamfu-Ilunga	id=g:2310891
Yambo	id=g:2310892
Yambili II	id=g:2310893
Yambili I	id=g:2310894
Yambi	id=g:2310895
Yambeshi	id=g:2310896
Yambe	id=g:2310897
Yambau	id=g:2310898
Yambanza	id=g:2310899
Yamba	id=g:2310900
Yamba	id=g:2310901
Yamangu	id=g:2310902
Yalibi	id=g:2310903
Yalamu	id=g:2310904
Rapides de Yalala	id=g:2310905
Yalala	id=g:2310906
Yalala	id=g:2310907
Yala	id=g:2310908
Yala	id=g:2310909
Yakwa	id=g:2310910
Yakwa	id=g:2310911
Yakodu	id=g:2310912
Yako	id=g:2310913
Yako	id=g:2310914
Yakili	id=g:2310915
Yakamba	id=g:2310916
Yagba	id=g:2310917
Wuye	id=g:2310918
Wutu	id=g:2310919
Mont Wundjambo	id=g:2310920
Wuluwu II	id=g:2310921
Wuluwu I	id=g:2310922
Wuga	id=g:2310923
Wuba-Rive	id=g:2310924
Wuba	id=g:2310925
Wotu	id=g:2310926
Wotu	id=g:2310927
Worobe	id=g:2310928
Womu	id=g:2310929
Wombo	id=g:2310930
Wombali	id=g:2310931
Wolongo	id=g:2310932
Woka	id=g:2310933
Woi	id=g:2310934
Colline de Woduko	id=g:2310935
Wodaw	id=g:2310936
Wissmann Pool	id=g:2310937
Winangomo	id=g:2310938
Wetsimbola	id=g:2310939
Wetsi	id=g:2310940
Weti	id=g:2310941
Wese	id=g:2310942
Wenge	id=g:2310943
Wenga	id=g:2310944
Wenga	id=g:2310945
Wenga	id=g:2310946
Wene	id=g:2310947
Wendji	id=g:2310948
Wemba	id=g:2310949
Wele-Bombomba	id=g:2310950
Wele-Bolenge	id=g:2310951
Wele	id=g:2310952
Weka	id=g:2310953
Weka	id=g:2310954
Wazuka	id=g:2310955
Waya	id=g:2310956
Waya	id=g:2310957
Wawabuta	id=g:2310958
Wasuwa	id=g:2310959
Wasongo	id=g:2310960
Waso	id=g:2310961
Washimbi	id=g:2310962
Wasa	id=g:2310963
Wasa	id=g:2310964
Wapele	id=g:2310965
Wango	id=g:2310966
Wango	id=g:2310967
Wango	id=g:2310968
Wangi	id=g:2310969
Wangeri	id=g:2310970
Wange	id=g:2310971
Wangata-Watsiko	id=g:2310972
Wangata	id=g:2310973
Wangata	id=g:2310974
Wangara	id=g:2310975
Wangara	id=g:2310976
Wangaka	id=g:2310977
Wanga	id=g:2310978
Wanga	id=g:2310979
Wambili	id=g:2310980
Wamba-Luadi	id=g:2310981
Wambala	id=g:2310982
Uamba	id=g:2310983
Wamba	id=g:2310984
Walasi	id=g:2310985
Wala	id=g:2310986
Marais Wakalango	id=g:2310987
Wafe	id=g:2310988
Vwe	id=g:2310989
Vwabika-Fuka	id=g:2310990
Vuye	id=g:2310991
Vunzi-Zulu	id=g:2310992
Vungu	id=g:2310993
Vunda	id=g:2310994
Vunda	id=g:2310995
Vunda	id=g:2310996
Vunda	id=g:2310997
Vunda	id=g:2310998
Vunda	id=g:2310999
Vumbo-Kota	id=g:2311000
Vumbo-Kete	id=g:2311001
Vumbo	id=g:2311002
Vulaboko	id=g:2311003
Vula-Banku	id=g:2311004
Vuizi	id=g:2311005
Vufu	id=g:2311006
Vuenzi	id=g:2311007
Vuele	id=g:2311008
Vuekpogele	id=g:2311009
Vudi	id=g:2311010
Vuanga	id=g:2311011
Vuanga	id=g:2311012
Vuadu	id=g:2311013
Vongba II	id=g:2311014
Vongba I	id=g:2311015
Voko	id=g:2311016
Vindevoghel	id=g:2311017
Vimbu	id=g:2311018
Viaza	id=g:2311019
Viaza	id=g:2311020
Vere	id=g:2311021
Vemadja	id=g:2311022
Vele-Vele	id=g:2311023
Vanga	id=g:2311024
Vanga	id=g:2311025
Vanga	id=g:2311026
Van	id=g:2311027
Vala	id=g:2311028
Vaku Nzebo	id=g:2311029
Vaku Ndamvu	id=g:2311030
Vaku Luzi	id=g:2311031
Vaku	id=g:2311032
Vaka	id=g:2311033
Utshimba	id=g:2311034
Utshiko	id=g:2311035
Utangila	id=g:2311036
Utadi	id=g:2311037
Pointe Underhill	id=g:2311038
Chenal Ukaturaka	id=g:2311039
Ubimwei	id=g:2311040
Sous-Région de l’ Ubangi	id=g:2311041
Oubangui	id=g:2311042
Tweya	id=g:2311043
Tweria	id=g:2311044
Twelo	id=g:2311045
Twana	id=g:2311046
Tuzundu	id=g:2311047
Tutanga	id=g:2311048
Turu	id=g:2311049
Tungwa	id=g:2311050
Utunguila	id=g:2311051
Tungila	id=g:2311052
Île Tunga	id=g:2311053
Tenduala	id=g:2311054
Tuna	id=g:2311055
Tumbi	id=g:2311056
Tumbe II	id=g:2311057
Tumbe I	id=g:2311058
Tumbamani	id=g:2311059
Tumbalungu	id=g:2311060
Lac Tumba	id=g:2311061
Tumba	id=g:2311062
Tumba	id=g:2311063
Tumba	id=g:2311064
Tumba	id=g:2311065
Tumba	id=g:2311066
Tumba	id=g:2311067
Tulu	id=g:2311068
Tuli	id=g:2311069
Tukwa	id=g:2311070
Tubute	id=g:2311071
Tuana	id=g:2311072
Tua	id=g:2311073
Tsutsu	id=g:2311074
Tsunza	id=g:2311075
Tsuku-Tadi	id=g:2311076
Tsiamba	id=g:2311077
Tshumbiri	id=g:2311078
Tshopi	id=g:2311079
Tshongopiopio	id=g:2311080
Tshongo-Dungu	id=g:2311081
Tshongetsha	id=g:2311082
Tshondji	id=g:2311083
Tshoa	id=g:2311084
Tshiwaka	id=g:2311085
Tshivumbu	id=g:2311086
Tshitshi	id=g:2311087
Tshitsheri	id=g:2311088
Tshitindi	id=g:2311089
Tshitambi	id=g:2311090
Tshisuku	id=g:2311091
Tshisondo	id=g:2311092
Tshinzunda	id=g:2311093
Tshingombo	id=g:2311094
Tshindamba	id=g:2311095
Tshina-Kwilu	id=g:2311096
Tshimpondo	id=g:2311097
Tshimpanga-Fuati	id=g:2311098
Tshimbete	id=g:2311099
Tshimbayeka	id=g:2311100
Tshimbane	id=g:2311101
Tshilomoke	id=g:2311102
Cundungulo	id=g:2311103
Tshikwamba	id=g:2311104
Tshikuku	id=g:2311105
Tshikozi	id=g:2311106
Tshikondo	id=g:2311107
Tshikindji	id=g:2311108
Tshikalaba	id=g:2311109
Tshikai	id=g:2311110
Tshikaba	id=g:2311111
Tshihamba	id=g:2311112
Tshifwameso	id=g:2311113
Tshifwako	id=g:2311114
Tshifungishi	id=g:2311115
Tshifulu	id=g:2311116
Tshiele	id=g:2311117
Tshidiwe	id=g:2311118
Tshibweji	id=g:2311119
Tshibalamba	id=g:2311120
Tshengeshi	id=g:2311121
Tshene-Galile I	id=g:2311122
Tshene	id=g:2311123
Tshemanfuna	id=g:2311124
Zone de Tshela	id=g:2311125
Tshela	id=g:2311126
Tshela	id=g:2311127
Tshangunu	id=g:2311128
Tshangunu	id=g:2311129
Tshangu	id=g:2311130
Tshangata	id=g:2311131
Tshampere	id=g:2311132
Tshampare	id=g:2311133
Tshama	id=g:2311134
Tshala	id=g:2311135
Tshakala	id=g:2311136
Tshakala	id=g:2311137
Tsekesa	id=g:2311138
Tseke-Katu	id=g:2311139
Tsebedjin	id=g:2311140
Tsanga Nord	id=g:2311141
Tsanga Ndelo	id=g:2311142
Tsamvi	id=g:2311143
Tsako-Tshokoshi	id=g:2311144
Tsako-Ndemba	id=g:2311145
Tsako-Meya	id=g:2311146
Tsako-Kakabantu	id=g:2311147
Tsako	id=g:2311148
Tsaka-Zuma	id=g:2311149
Tsakala-Panzi	id=g:2311150
Tsakala-Nzari	id=g:2311151
Tsakala-Momvidia	id=g:2311152
Tsakala-Mbwa	id=g:2311153
Tsakala-Makuma	id=g:2311154
Tsakala-Kabemba	id=g:2311155
Tsakala	id=g:2311156
Tsakala	id=g:2311157
Tsakala	id=g:2311158
Tsaka-Kabalo	id=g:2311159
Tsaka	id=g:2311160
Towe	id=g:2311162
Totshi	id=g:2311163
Totshi	id=g:2311164
Toruma	id=g:2311165
Archipel des Tortues	id=g:2311166
Topo	id=g:2311167
Tono	id=g:2311168
Toni	id=g:2311169
Tondo	id=g:2311170
Tomokoko	id=g:2311171
Tomenkuye	id=g:2311172
Tome-Lombo	id=g:2311173
Tombo-Muembe	id=g:2311174
Tombo	id=g:2311176
Tombo	id=g:2311177
Tombo	id=g:2311178
Tombe	id=g:2311179
Tombe	id=g:2311180
Tombagadio	id=g:2311181
Tomba	id=g:2311182
Tolo	id=g:2311183
Tolenkubi	id=g:2311184
Tokoli	id=g:2311185
Togbo-Pienu	id=g:2311186
Togbonguya	id=g:2311187
Togbo-Ngonsia	id=g:2311188
Togbomalaka	id=g:2311189
Togbo-Damashua	id=g:2311190
Togbo	id=g:2311191
Tobe	id=g:2311192
Tobe	id=g:2311193
Tito	id=g:2311194
Tipo-Moke	id=g:2311195
Tipo	id=g:2311196
Timansi	id=g:2311197
Tikubemba	id=g:2311198
Tikolemba	id=g:2311199
Tikoemba	id=g:2311200
Tiki	id=g:2311201
Tibu	id=g:2311202
Teye	id=g:2311203
Teva	id=g:2311204
Tete	id=g:2311205
Île des Termites	id=g:2311206
Tenta	id=g:2311207
Tengeleki	id=g:2311208
Tenenele	id=g:2311209
Tendese	id=g:2311210
Tende	id=g:2311211
Tenda	id=g:2311212
Temvo	id=g:2311213
Temvo	id=g:2311214
Tempe	id=g:2311215
Quedas Guilherme	id=g:2311216
Tembo	id=g:2311217
Tembo	id=g:2311218
Tembisa	id=g:2311219
Tema	id=g:2311220
Tebe-Tebe	id=g:2311221
Tau	id=g:2311222
Tau	id=g:2311223
Tata-Mbembe	id=g:2311224
Tarabanga	id=g:2311225
Tango-Zandu	id=g:2311226
Tangombe	id=g:2311227
Tangombe	id=g:2311228
Tango-Mango	id=g:2311229
Tango-Idiofa	id=g:2311230
Tango-Gomena	id=g:2311231
Tango	id=g:2311232
Tangara	id=g:2311233
Tangango	id=g:2311234
Tanga	id=g:2311235
Tane	id=g:2311236
Tandu-Pete	id=g:2311237
Tanduli	id=g:2311238
Tanduli	id=g:2311239
Tandu-Anzadi	id=g:2311240
Tandu	id=g:2311241
Tandu	id=g:2311242
Tandengomo	id=g:2311243
Tandala	id=g:2311244
Chenal des Tanda	id=g:2311245
Tanda	id=g:2311246
Tanda	id=g:2311247
Tanda	id=g:2311248
Tanda	id=g:2311249
Tanda	id=g:2311250
Tananu	id=g:2311251
Tamundjumbe	id=g:2311252
Tampiete	id=g:2311253
Tampa	id=g:2311254
Tamombana	id=g:2311255
Tambo-Tseke	id=g:2311256
Tambo	id=g:2311257
Tambo	id=g:2311258
Tambi	id=g:2311259
Tamba-Kaka	id=g:2311260
Tamba	id=g:2311261
Takwe	id=g:2311262
Takundi	id=g:2311263
Taketa	id=g:2311264
Tadila	id=g:2311265
Tadi-Kumbi	id=g:2311266
Tadi-Kondi	id=g:2311267
Tadi-Kisona	id=g:2311268
Tabu-Ngongo	id=g:2311269
Taboka	id=g:2311270
Taba	id=g:2311271
Taba	id=g:2311272
Swa-Yenga	id=g:2311273
Swa-Yamfu-Kitiba	id=g:2311274
Swa-Yamfu	id=g:2311275
Swa-Tsaku	id=g:2311276
Swa-Tongi	id=g:2311277
Swa-Tenda	id=g:2311278
Swa-Ngulu	id=g:2311279
Swa-Ngoi	id=g:2311280
Swa-Mutombo	id=g:2311281
Swa-Mutete	id=g:2311282
Swa-Mutanda	id=g:2311283
Swa-Mujinga	id=g:2311284
Swa-Mazindu	id=g:2311285
Swa-Mani	id=g:2311286
Swa-Kibula	id=g:2311287
Swa-Kasongo	id=g:2311288
Swa-Kapende	id=g:2311289
Swa-Kalemba	id=g:2311290
Swa-Kahumba	id=g:2311291
Swa-Kabeya	id=g:2311292
Swa-Ikomba	id=g:2311293
Swa-Ikomba	id=g:2311294
Swa-Gumba	id=g:2311295
Swa-Dungu	id=g:2311296
Swa-Dumba	id=g:2311297
Swa-Buya	id=g:2311298
Swa-Bangu	id=g:2311299
Swa-Bagata	id=g:2311300
Suza	id=g:2311301
Sungu	id=g:2311302
Sungu	id=g:2311303
Sungu	id=g:2311304
Sundi-Tombo	id=g:2311305
Sundi-Mamba	id=g:2311306
Sundi-Mahwahwa	id=g:2311307
Sundi-Lutete	id=g:2311308
Sundi-Kinganga	id=g:2311309
Sundi-Kimbonga	id=g:2311310
Sundi	id=g:2311311
Sumbi	id=g:2311312
Sumba-Boma	id=g:2311313
Île Sumba	id=g:2311314
Sumba	id=g:2311315
Sumba	id=g:2311316
Suku-Mbuku	id=g:2311317
Sukuku	id=g:2311318
Suka	id=g:2311319
Suka	id=g:2311320
Suana	id=g:2311321
Stongo	id=g:2311322
Banc Stella	id=g:2311323
Sonso	id=g:2311324
Sonso	id=g:2311325
Zone de Songololo	id=g:2311326
Songololo	id=g:2311327
Songololo	id=g:2311328
Songololo	id=g:2311329
Songo	id=g:2311330
Songo	id=g:2311331
Songa	id=g:2311332
Sondji	id=g:2311333
Sona-Pangu	id=g:2311334
Sona-Lemba	id=g:2311335
Sona-Bata	id=g:2311336
Sona	id=g:2311337
Somo	id=g:2311338
Sombolola	id=g:2311339
Marais Sombo	id=g:2311340
Sombo	id=g:2311341
Gombo	id=g:2311342
Sombe	id=g:2311343
Sobanga	id=g:2311344
Situ-Kiaka	id=g:2311345
Situ	id=g:2311346
Sintu	id=g:2311347
Singu	id=g:2311348
Singo	id=g:2311349
Singa-Yaboi	id=g:2311350
Singa-Tombo	id=g:2311351
Singa-Piko	id=g:2311352
Singa-Nkondo	id=g:2311353
Singando	id=g:2311354
Singa-Kurudungu	id=g:2311355
Singa-Detsha	id=g:2311356
Singa-Betina	id=g:2311357
Singa	id=g:2311358
Singa	id=g:2311359
Simba	id=g:2311360
Sili	id=g:2311361
Sikoro	id=g:2311362
Sikingi	id=g:2311363
Sidi	id=g:2311364
Siasala	id=g:2311366
Shua	id=g:2311367
Shindula	id=g:2311368
Shimunakanga	id=g:2311369
Shimuna	id=g:2311370
Shimba	id=g:2311371
Shimata	id=g:2311372
Shie	id=g:2311373
Shia	id=g:2311374
Sha-Zulu	id=g:2311375
Shayingona	id=g:2311376
Shawawa	id=g:2311377
Shavuma	id=g:2311378
Shautale	id=g:2311379
Shauta	id=g:2311380
Shatshombo	id=g:2311381
Shatshombo	id=g:2311382
Shatshisongo	id=g:2311383
Shatshisenge	id=g:2311384
Shatshingi	id=g:2311385
Shatshiminia	id=g:2311386
Shatshikwekwe	id=g:2311387
Shatshikoka	id=g:2311388
Shatshikapa	id=g:2311389
Sha-Tshiemfu	id=g:2311390
Shatshieka	id=g:2311391
Shatshi	id=g:2311392
Shatambwe	id=g:2311393
Shaswana	id=g:2311394
Shasiwa	id=g:2311395
Shapuka	id=g:2311396
Shapoko	id=g:2311397
Shapelete	id=g:2311398
Shapande	id=g:2311399
Shapalanga	id=g:2311400
Shanguvu	id=g:2311401
Shangunza I	id=g:2311402
Shangunde	id=g:2311403
Shangulu	id=g:2311404
Shangulu	id=g:2311405
Shangongo	id=g:2311406
Shangimba	id=g:2311407
Shangende	id=g:2311408
Shangamba	id=g:2311409
Shanama	id=g:2311410
Shamwana	id=g:2311411
Shamwamfu	id=g:2311412
Shamwako	id=g:2311413
Shamwako	id=g:2311414
Sha-Mvula	id=g:2311415
Sha-Mvudi	id=g:2311416
Shamuzanga	id=g:2311417
Shamutuya	id=g:2311418
Shamutu	id=g:2311419
Sha-Muteba	id=g:2311420
Shamushindu	id=g:2311421
Shamushika	id=g:2311422
Shamushete	id=g:2311423
Shamusenge	id=g:2311424
Shamusemba	id=g:2311425
Shamupepe	id=g:2311426
Shamupepe	id=g:2311427
Shamupafu	id=g:2311428
Shamungwa	id=g:2311429
Shamunana	id=g:2311430
Shamunana	id=g:2311431
Shamulungunia	id=g:2311432
Shamulemba	id=g:2311433
Shamulela	id=g:2311434
Shamukondo	id=g:2311435
Shamukenge	id=g:2311436
Shamuhombo	id=g:2311437
Shamuhema	id=g:2311438
Shamuhamba	id=g:2311439
Sha-Mudiongo	id=g:2311440
Shamudimina	id=g:2311441
Sha-Mongamba	id=g:2311442
Shamilolo	id=g:2311443
Shambungu	id=g:2311444
Shambumba	id=g:2311445
Shambumba	id=g:2311446
Shambamvu	id=g:2311447
Shambamvu	id=g:2311448
Shambala	id=g:2311449
Shamaziamu	id=g:2311450
Shamatadi	id=g:2311451
Shamangwanga	id=g:2311452
Shamanganda	id=g:2311453
Shamandefu	id=g:2311454
Shamalenge	id=g:2311455
Shamalenge	id=g:2311456
Shamabanda	id=g:2311457
Shalutenda	id=g:2311458
Shalusoke	id=g:2311459
Shaluseke	id=g:2311460
Shalumona	id=g:2311461
Shalukunga	id=g:2311462
Shaluadi	id=g:2311463
Shalonza	id=g:2311464
Shakusu	id=g:2311465
Sha-Kuku	id=g:2311466
Shakuhinduka	id=g:2311467
Shakombe	id=g:2311468
Shakenge	id=g:2311469
Shakazeze	id=g:2311470
Shakawewa	id=g:2311471
Shakawa	id=g:2311472
Shakatunda	id=g:2311473
Shakatshize	id=g:2311474
Shakatanga	id=g:2311475
Sha-Kasandji	id=g:2311476
Shakambundji	id=g:2311477
Shakalongo	id=g:2311478
Shakalendende	id=g:2311479
Shakahamba	id=g:2311480
Shakadiata	id=g:2311481
Shakadiata	id=g:2311482
Shakabwakala	id=g:2311483
Shakabuma	id=g:2311484
Shakabuma	id=g:2311485
Shakabaka	id=g:2311486
Shahunga	id=g:2311487
Shahudimbo	id=g:2311488
Shafunda	id=g:2311489
Shafuli	id=g:2311490
Shafudi	id=g:2311491
Shabiba	id=g:2311492
Sha-Benge	id=g:2311493
Sha	id=g:2311494
Sezamo	id=g:2311495
Seye-Mokeni	id=g:2311496
Sevan	id=g:2311497
Setshwa	id=g:2311498
Setolo	id=g:2311499
Sese-Kilinda	id=g:2311500
Senku	id=g:2311501
Sengo	id=g:2311502
Sengi	id=g:2311503
Sendzo	id=g:2311504
Semuele	id=g:2311505
Sempila	id=g:2311506
Semoyu	id=g:2311507
Semotumobe	id=g:2311508
Semondane	id=g:2311509
Semolibi	id=g:2311510
Semokie	id=g:2311511
Semokfu	id=g:2311512
Semokaw	id=g:2311513
Semendua	id=g:2311514
Sembwan	id=g:2311515
Sembo-na-Mpata	id=g:2311516
Sembimi	id=g:2311517
Semanko	id=g:2311518
Semankfun	id=g:2311519
Semampoi	id=g:2311520
Semampia	id=g:2311521
Semakere	id=g:2311522
Semakere	id=g:2311523
Semabwa	id=g:2311524
Selo	id=g:2311525
Selo	id=g:2311526
Seletin	id=g:2311527
Selesan	id=g:2311528
Selenkoi	id=g:2311529
Selenkei	id=g:2311530
Selenkei	id=g:2311531
Selenge	id=g:2311532
Selembao	id=g:2311533
Selekoko	id=g:2311534
Selekfuni	id=g:2311535
Seledjon	id=g:2311536
Sekwe	id=g:2311537
Sekwa-Kiloka	id=g:2311538
Seko	id=g:2311539
Sekie	id=g:2311540
Sekia	id=g:2311541
Seketwa	id=g:2311542
Seketwa	id=g:2311543
Sekesiri	id=g:2311544
Sekempu	id=g:2311545
Sekele	id=g:2311546
Sekekwa	id=g:2311547
Sekeka	id=g:2311548
Zone de Seke-Banza	id=g:2311549
Seke-Banza	id=g:2311550
Seke-Banza	id=g:2311551
Sefuka	id=g:2311552
Sefu	id=g:2311553
Sefu	id=g:2311554
Sefu	id=g:2311555
Seduri	id=g:2311556
Sedjan	id=g:2311557
Sebopkuka	id=g:2311558
Sebie	id=g:2311559
Sebele	id=g:2311560
Sebe	id=g:2311561
Seavoro	id=g:2311562
Sawana	id=g:2311563
Sawana	id=g:2311564
Sawa	id=g:2311565
Sawa	id=g:2311566
Saw	id=g:2311567
Sava	id=g:2311568
Sasi	id=g:2311569
Sase	id=g:2311570
Saratumba	id=g:2311571
Sapi	id=g:2311572
Sanzulu	id=g:2311573
Sanzu	id=g:2311574
Sanzala	id=g:2311575
Sanzala	id=g:2311576
Santere	id=g:2311577
Sansikwa	id=g:2311578
Sansan	id=g:2311579
Sania	id=g:2311580
Sani	id=g:2311581
Sanguma	id=g:2311582
Sangoma	id=g:2311583
Sangokodo	id=g:2311584
Sango	id=g:2311585
Sangila	id=g:2311586
Sangi	id=g:2311587
Sangasi	id=g:2311588
Sangasi	id=g:2311589
Sangambao	id=g:2311590
Sangama	id=g:2311591
Sanga-Londe	id=g:2311592
Sanga-Bamba	id=g:2311593
Sanga	id=g:2311594
Sanga	id=g:2311595
Sanga	id=g:2311596
Sanga	id=g:2311597
Sanga	id=g:2311598
Sandza	id=g:2311599
Sandy-Beach	id=g:2311600
Sande	id=g:2311601
Sanda-Samuna	id=g:2311602
