Jabal Dilling	id=g:376449
Ed Dikka West	id=g:380152
Ed Dikka North	id=g:380153
Ad Dikeri	id=g:380154
Ad Dereis	id=g:380155
Ed Derangis	id=g:380156
Ad Delatia	id=g:380157
Ad Debeilu	id=g:380158
Ad Daym	id=g:380159
Ad Daym	id=g:380160
Ad Daym	id=g:380161
Ad Dawwab	id=g:380162
Ad Doma	id=g:380163
Ad Dawmah	id=g:380164
Hillat ed Dom	id=g:380165
Ad Dawḩah	id=g:380166
Aḑ Ḑaw’	id=g:380167
Ad Dasusa	id=g:380168
Ad Darabi	id=g:380169
Ad Daqqāqah	id=g:380170
Ad Danget	id=g:380171
Ad Danāqilah	id=g:380172
Ed Damer	id=g:380173
Ed Damazin	id=g:380174
Ad Dai	id=g:380175
Ad Dahlob	id=g:380176
Ad Daḩl	id=g:380177
Ad Dahhab	id=g:380178
Ad Dablayn	id=g:380179
Ad Dabkirah	id=g:380180
Ad Dabkir	id=g:380181
Ad Dabkir	id=g:380182
Ad Dabkir	id=g:380183
Ad Dabkir	id=g:380184
Ad Dabbūrah	id=g:380185
Ad Dabbah	id=g:380186
Ad Dabbah	id=g:380187
Ad Dabbah	id=g:380188
River Adda	id=g:380189
Adbur Island	id=g:380190
Jabal Adawīt	id=g:380191
Bi’r Adawit	id=g:380192
Jabal Adawareib	id=g:380193
Jibāl Adalawab	id=g:380194
Adaudo Nyerur	id=g:380195
Adat Matar	id=g:380196
Adassi	id=g:380197
Jabal Adashir	id=g:380198
Khor Adashia	id=g:380199
Khor Adāshyā	id=g:380200
Jabal Adashia	id=g:380201
Adashia	id=g:380202
Bir Adashabāb	id=g:380203
Adarwiyab	id=g:380204
Bir Adār Shīhiyēf	id=g:380205
Bi’r Adarotri	id=g:380206
Jibāl Adarōtribā	id=g:380207
Jabal Adarotreb	id=g:380208
Jebel Adarot Moi	id=g:380209
Jabal Adarotmoi	id=g:380210
Khor Adarōt	id=g:380211
Mahattat Adarōt	id=g:380212
Adaroreit	id=g:380213
Khawr Adarnakariai	id=g:380214
Khor Adarmō	id=g:380215
Jabal Adarmo	id=g:380216
Jabal Adarmo	id=g:380217
Adarmimash	id=g:380218
Bir Adār Kuwōk	id=g:380219
Khor Adarkuwak	id=g:380220
Khor Adārkwān	id=g:380221
Khor Ad’arīt	id=g:380222
Jabal Adaribba	id=g:380223
Jabal Adaribab	id=g:380224
Jibāl Adār Ribād	id=g:380225
Jebel Adariba	id=g:380226
Jabal Adar Rabāb	id=g:380227
Khawr Adari	id=g:380228
Adarhubub	id=g:380229
Adarhabub	id=g:380230
Adarhabub	id=g:380231
Jabal Adar Gwagwa	id=g:380232
Bi’r Adar Gwagwa	id=g:380233
Jibāl Adal Qanay	id=g:380234
Jabal Adarfu	id=g:380235
Khor Adarem	id=g:380236
Jibāl Adār Awēb	id=g:380237
Jibāl Adār Awēb	id=g:380238
Adarawei	id=g:380239
Khor Adār Awēb	id=g:380240
Jebel ‘Adar Aweb	id=g:380241
Jebel Adar Aweb	id=g:380242
Jabal Adar Aweb	id=g:380243
Jabal Adar Aweb	id=g:380244
Jabal Adar Aweb	id=g:380245
Khor Adarshē	id=g:380246
Jebel Adarara	id=g:380247
Adarama	id=g:380248
‘Adar al Gufr	id=g:380249
Adarakimi	id=g:380250
Khor Adarakamti	id=g:380251
Jebel ‘Adar Agdeib	id=g:380252
Bi’r Adarabit	id=g:380253
Adarabati	id=g:380254
Wadi el ‘Adara	id=g:380255
Wādī al ‘Adara	id=g:380256
Wādī ‘Adara	id=g:380257
Wādī ‘Adara	id=g:380258
Qurayn al ‘Adara	id=g:380259
Jabal al Hadara	id=g:380260
Adara	id=g:380261
‘Adara	id=g:380262
Adara	id=g:380263
Khawr Adar	id=g:380264
‘Adar	id=g:380265
Khor Adana	id=g:380266
Adam Yanga	id=g:380267
Ādam Bawsh	id=g:380268
Adama Umm Qurein	id=g:380269
Jebel Adalod	id=g:380270
Bir Adal Nakash	id=g:380271
Jebal Adal Moi	id=g:380272
Khor Adalibat	id=g:380273
Jabal Adalibat	id=g:380274
Khor Adalhuff	id=g:380275
Khor Adal Hat	id=g:380276
Adaldeib	id=g:380277
Jabal Adal Baliab	id=g:380278
Jabal Adalaweb	id=g:380279
Adal Aweb	id=g:380280
Jabal Adalaueb	id=g:380281
Jabal Adār Awēb	id=g:380282
Adalata	id=g:380283
Adalamat	id=g:380284
Adala	id=g:380285
‘Adal	id=g:380286
Adal	id=g:380287
Jabal Adaji	id=g:380288
Khor Adaio	id=g:380289
Khor Adaga	id=g:380290
Wadi el Ada el Hamra	id=g:380291
Jabal Adadi	id=g:380292
Khor Bādamīn	id=g:380293
‘Adad al Gauwala	id=g:380294
Jibāl Adār Bōkīt	id=g:380295
Achwil	id=g:380296
Achung	id=g:380297
Acholi Mountains	id=g:380298
Achol	id=g:380300
Achol	id=g:380301
Achok	id=g:380302
Achigor	id=g:380303
Achel	id=g:380304
Acha Kwel	id=g:380305
Achag	id=g:380306
Abyor	id=g:380307
Abyei	id=g:380308
Abyad ez Zabut	id=g:380309
El Wadi el Labyad	id=g:380310
Nuseib el Abyad	id=g:380311
Khawr Abyaḑ	id=g:380312
Jebel el Abyad	id=g:380313
Jabal Abyaḑ	id=g:380314
Jabal Abyaḑ	id=g:380315
‘Idd al Abyaḑ	id=g:380316
Ḩajar al Abyaḑ	id=g:380317
Buḩayrat Abyaḑ	id=g:380318
White Nile	id=g:380319
Abyaḑ	id=g:380320
Abyaḑ	id=g:380321
Abyaḑ	id=g:380322
Abyaḑ	id=g:380323
Abwong	id=g:380324
Abwong	id=g:380325
Abū Zurayqah	id=g:380326
Wādī Abū Zuraydah	id=g:380327
Abū Zūr	id=g:380328
Abū Zumaym	id=g:380329
Abū Zullayq	id=g:380330
Abū Zazur	id=g:380331
Makhāḑat Abū Zayd	id=g:380332
Khor Abu Zed	id=g:380333
Jabal Abū Zayd	id=g:380334
Maya’at Zāyid	id=g:380335
Abū Zayd	id=g:380336
Ab Zūr	id=g:380337
Jabal Abū Zarīfah	id=g:380338
Abū Zarībah	id=g:380339
Abū Zarawi	id=g:380340
Jabal Abū Zarāfah	id=g:380341
Abū Zarad	id=g:380342
Jabal Abū Za‘īmah	id=g:380343
Abū Za‘īmah	id=g:380344
Abu Zaghūli	id=g:380346
Abū Zagal	id=g:380347
Abū Zabad	id=g:380348
Khor Abu Za‘af	id=g:380349
Ras Abu Yabis	id=g:380350
Jabal Abu Wiledat	id=g:380351
Jabal Abū Wulayd	id=g:380352
Jabal Abū Wulayd	id=g:380353
Jabal Abu Wileidat	id=g:380354
Jabal Abū Wiqāyah	id=g:380355
Wādī Abū ‘Ushūsh	id=g:380356
Kurayb Abū ‘Ushūsh	id=g:380357
Khor Abu Ushush	id=g:380358
Jabal Abū ‘Ushūsh	id=g:380359
Bi’r Abū ‘Ushūsh	id=g:380360
Abū ‘Ushūsh	id=g:380361
Wādī Abū ‘Ushar	id=g:380362
Wādī Abū ‘Ushar	id=g:380363
Khor Abu ‘Ushar	id=g:380364
Karabat Abū ‘Ushar	id=g:380365
Karabat Abū ‘Ushar	id=g:380366
Karabat Abū ‘Ushar	id=g:380367
Jabal Abū ‘Ushar	id=g:380368
Abū ‘Ushar	id=g:380369
Abū ‘Ushar	id=g:380370
Abū ‘Uşfūr	id=g:380371
Abū ‘Urwah	id=g:380372
Khawr Abū ‘Urūq	id=g:380373
Jebel Abu ‘Uruq	id=g:380374
Jabal Abū ‘Urūq	id=g:380375
Abu ‘Uruq Wells	id=g:380376
Abū ‘Urūq	id=g:380377
Abū ‘Urūq	id=g:380378
Wadi Abu ‘Urug	id=g:380379
Jebel Abu ‘Uruf	id=g:380380
Abū ‘Urf	id=g:380381
Wādī Abū ‘Uqūl	id=g:380382
Jebel Abu Umra	id=g:380384
Abu Umm Durab	id=g:380385
Abū Umm Dirāk	id=g:380386
Abū Umm Dannān	id=g:380387
Abū Umm Bashīr	id=g:380388
Jabal Abū ‘Umayrah	id=g:380389
Jabal Abū ‘Umayrah	id=g:380390
Jabal Abū ‘Umayrah	id=g:380391
Jabal Abū ‘Umayrah	id=g:380392
Jabal Abū ‘Ulayk	id=g:380393
Jabal Abū ‘Ukan	id=g:380394
Abū ‘Ūd	id=g:380395
Abū ‘Ūd	id=g:380396
Wadi Abu Tuweiqiya	id=g:380397
Jebel Abu Tuweiqiya	id=g:380398
Mersa Abu Tuu‘eina	id=g:380399
Abū Turay‘ah	id=g:380400
Abū Tunbāk	id=g:380401
Abū Ţunayţin	id=g:380402
Jabal Abū Tulu	id=g:380403
Wadi Abu Tileh	id=g:380404
Abu Tuleih	id=g:380405
Khor Abu Ţaliḩ	id=g:380406
Jabal Abū Ţulayḩ	id=g:380407
Abū Ţulayḩ	id=g:380408
Abū Ţulayḩ	id=g:380409
Abū Ţulayḩ	id=g:380410
Abū Ţulayḩ	id=g:380411
Abū Toboja	id=g:380412
Abu Tin	id=g:380413
Mashra‘ Abū Timeisit	id=g:380414
Khor Abutikr	id=g:380415
Jebel Abutikr	id=g:380416
Abu Tikir	id=g:380417
Abu Tīqa	id=g:380418
Abū Thalāthīn	id=g:380419
Abū Ţayyib	id=g:380420
Abū Tawala	id=g:380421
Jabal Abū Ţāqīyah	id=g:380422
Jabal Abū Tantarra	id=g:380423
Khawr Abū Tanḑub	id=g:380424
Tamma	id=g:380425
Wādī Ab Talih	id=g:380426
Abū Tagara	id=g:380428
Khor Abu Tabub	id=g:380429
Abū Ţabarī	id=g:380430
Jabal Abū Ţabar	id=g:380431
Abu Tabaqend	id=g:380432
Mashra‘ Abū Ţabaq	id=g:380433
Abū Ţabaq	id=g:380434
Abū Tabanu	id=g:380435
Abut	id=g:380436
Jabal Abū Surūq	id=g:380437
Wādī Abū Surūj	id=g:380438
Abu Surug	id=g:380439
Wādī Abū Şurayşir	id=g:380440
Jabal Abū Surayj	id=g:380441
Jebel Abu Suqur	id=g:380442
Abu Suqra	id=g:380443
Abū Suneina	id=g:380444
Wadi Figheigh	id=g:380445
Wādī Abū Sunayţ	id=g:380446
Abū Sunayţāt	id=g:380447
Abu Suneit	id=g:380448
Marsá Abū Sūmah	id=g:380449
Jabal Abū Sulaym	id=g:380450
Wādī Abū Sufyān	id=g:380451
‘Idd Abū Sufyān	id=g:380452
Abū Sufyān	id=g:380453
Wadi Abu Suf	id=g:380454
Khor Abu Sueid	id=g:380455
Wādī Abū Sudayr	id=g:380456
Wādī Abū Sudayr	id=g:380457
Wādī Abū Sudayr	id=g:380458
Khawr Abū Sudayr	id=g:380459
Khawr Abū Sudayr	id=g:380460
Karabat Abū Sudayr	id=g:380461
Karabat Abū Sudayr	id=g:380462
Jabal Abū Sudayr	id=g:380463
Jabal Abu Sreifa	id=g:380464
Jabal Abū Sinun	id=g:380465
Abū Sinun	id=g:380466
Abū Sinun	id=g:380467
Wādī Abū Sineigit	id=g:380468
Abū Sikkīn	id=g:380469
Jebel Abu Siha	id=g:380470
Jebel Abu Siha	id=g:380471
Abar Abu Siho	id=g:380472
Wādī Abū Sidr	id=g:380473
Wadi Ab Sidir	id=g:380474
Bir Abu Sidr	id=g:380475
Khor Abu Sidir	id=g:380476
Wādī Abū Sibā‘	id=g:380477
Jabal Abū Shuţūr	id=g:380478
Abū Shuţayr	id=g:380479
Khor Abu Shosh	id=g:380480
Jabal Abū Shūsh	id=g:380481
‘Idd Abū Shuraymah	id=g:380482
Abū Shunaynah	id=g:380483
Abu Shineb	id=g:380484
Abū Shugrur	id=g:380485
Abū Shugeira	id=g:380486
Khor Abu Sheita	id=g:380487
Jebel Abu Sheifa	id=g:380488
Abū Shawk	id=g:380489
Jabal Abū Shawārib	id=g:380490
Abū Shawākil	id=g:380491
Abū Shawag	id=g:380492
Abū Shaţţah	id=g:380493
Abū Shatat	id=g:380494
Abū Sharī‘ah	id=g:380495
Abū Shārah	id=g:380496
Khor Abū Sha’ar	id=g:380497
Abū Sha‘r	id=g:380498
Abū Shandī	id=g:380499
Buḩayrat Abū Shanab	id=g:380500
Abū Shanab	id=g:380501
Abū Shanab	id=g:380502
Abū Shanab	id=g:380503
Jebel Abu Shemli	id=g:380504
Jebel Abu Shemli	id=g:380505
Jebel Abu Shamli	id=g:380506
Jebel Abu Shemli	id=g:380507
Jebel Abu Shamla	id=g:380508
Abū Shāmah	id=g:380509
Abū Shām	id=g:380510
Abu Shalaya	id=g:380511
Abū Shakkah	id=g:380512
Abū Shajarah Peninsula	id=g:380513
Ras Abū Shagrāb	id=g:380514
Jabal Abū Shajarah	id=g:380515
Abū Shajar	id=g:380516
Jebel Abu Shai el Azraq	id=g:380517
Jebel Abu Shai el Abraq	id=g:380518
Jabal Abū Sha‘afah	id=g:380519
Jabal Abū Sha‘afah	id=g:380520
Khor Abu Selim	id=g:380521
Khor Abu Seida	id=g:380522
Abū Se‘id	id=g:380523
Khor Abu Habl	id=g:380524
Wādī Abū Sayyāl	id=g:380525
Wādī Abū Sayyāl	id=g:380526
Khawr Abū Sayyāl	id=g:380527
Jabal Abū Sayyāl	id=g:380528
Jabal Abū Sayyāl	id=g:380529
Jabal Abū Sayyāl	id=g:380530
‘Idd Abū Sayyāl	id=g:380531
Abū Sayyāl	id=g:380532
Abū Sayyāl	id=g:380533
Abuser	id=g:380534
Abū Satta Hills	id=g:380535
Jebel Abu Sari	id=g:380536
Abu Sari	id=g:380537
Wādī Abū Sarhab	id=g:380538
Jabal Abū Santiha	id=g:380539
Wādī Abū Sanţ	id=g:380540
Khawr Abū Sanţ	id=g:380541
Khawr Abū Sanţ	id=g:380542
Jabal Abū Sanţ	id=g:380543
Jebel Abu Sanasin	id=g:380544
Wādī Abū Sana	id=g:380545
Khor Abu Samar	id=g:380546
Wādī Abū Şamagh	id=g:380547
Wādī Abū Şamagh	id=g:380548
Abū Salom	id=g:380549
Wādī Abū Sallām	id=g:380550
Wadi Abu Silem	id=g:380551
Jabal Abū Salīm	id=g:380552
Abu Silem	id=g:380553
Wādī Abū Salam	id=g:380554
Wādī Abū Salam	id=g:380555
Khawr Abū Salam	id=g:380556
Khor Abū Salam	id=g:380557
Khawr Abū Salam	id=g:380558
Jebel Abu Salam	id=g:380559
Abū Salālah	id=g:380560
Abū Sal‘a	id=g:380561
Qal‘at Abu Sakhal	id=g:380562
Jabal Abū Sakab	id=g:380563
Karabat Abu Saiyal	id=g:380564
Jebel Abu Saiyal	id=g:380565
Abū Sa‘īdah	id=g:380566
Abū Sa‘īd	id=g:380567
Abū Sa‘īd	id=g:380568
Abu Saffar	id=g:380569
Abū Sa‘d	id=g:380570
Jabal Ab Sabīka	id=g:380571
Abū Sabīb	id=g:380572
Abus	id=g:380573
Abu Rus	id=g:380574
Abū Ruqaybah	id=g:380575
Wādī Abū Runi	id=g:380576
Abū Rumaylah	id=g:380577
Abū Rumaylah	id=g:380578
Abū Rumaylah	id=g:380579
Abū Rumayl	id=g:380580
Abū Rukhayy	id=g:380581
Abū Rukhayş	id=g:380582
Abu Rukba	id=g:380583
Bi’r Abū Rugum	id=g:380584
Wādī Abū Rughaywah	id=g:380585
Sānī Abū Rughaywah	id=g:380586
Abū Ruf	id=g:380587
Daḩl al Aburu	id=g:380588
Wadi Abu Roab	id=g:380589
Jebel Abu Reif	id=g:380590
Bi’r Abū Rayy	id=g:380591
Wadi Ab Rehan	id=g:380592
Khawr Abū Rayḩān	id=g:380593
Abū Raydah	id=g:380594
Jabal Abu Rawāgh	id=g:380595
Jebel Abu Raurau	id=g:380596
Jebel Abu Rasein	id=g:380597
Jabal Abū Raşāş	id=g:380599
Abū Ra’s	id=g:380600
Abu Ra’s	id=g:380601
Abu Rannat Island	id=g:380602
Abū Ranga	id=g:380603
Jabal Abū Randī	id=g:380604
Ābu Ramla	id=g:380605
Abū Rameinak	id=g:380606
Qawz Abū Ramād	id=g:380607
Mashra‘ Abū Ramād	id=g:380608
Abū Ramād	id=g:380609
Ab Ramād	id=g:380610
Abū Rakhia	id=g:380611
Abū Raḩmah	id=g:380612
Abū Radikh	id=g:380613
Abū Rabha	id=g:380614
Abū Qūţah	id=g:380615
Abū Qussī	id=g:380616
Abū Quşşah	id=g:380617
Abū Quşşah	id=g:380618
Abū Qurūn	id=g:380619
Abu Qurun	id=g:380620
Abū Qurūn	id=g:380621
Abū Qurūn	id=g:380622
Jibāl Abū Qurūd	id=g:380623
Jebel Abu Qurein	id=g:380624
Abu Qurein	id=g:380625
Abu Jires	id=g:380626
Jabal Abū Qurayn	id=g:380627
Abū Qurayn	id=g:380628
Khawr Abū Qur‘ah	id=g:380629
Jebel Abu Qumri	id=g:380630
Abū Qumrī	id=g:380631
Abū Qulūt	id=g:380632
Wādī Abū Qulūd	id=g:380633
Jabal Abū Qulūd	id=g:380634
Abū Qulūd	id=g:380635
Abū Qulayḩah	id=g:380636
Abu Qudd	id=g:380637
Abū Qudāf	id=g:380638
Wādī Abū Qīr	id=g:380639
Jabal Abū Qidr	id=g:380640
Wādī Abū Qidād	id=g:380641
Abū Qawī	id=g:380642
Abu Qasaba Depression	id=g:380643
Jabal Abū Qarn	id=g:380644
Wadi Abu Qaraqir	id=g:380645
Abū Qantura	id=g:380646
Abū Qandūl	id=g:380647
Wādī Abū Qanāfidh	id=g:380648
Wādī Abū Qamarī	id=g:380649
Abū Qalb	id=g:380650
Wadi Ab Qedom	id=g:380651
Abū Qadeina	id=g:380652
Abū Qa‘b	id=g:380653
Abuoy	id=g:380654
Abuoy	id=g:380655
Abū Ohgah	id=g:380656
Abū Odham	id=g:380657
Abū Nyanya	id=g:380658
Abu Nuwwāra	id=g:380659
Abū Nuwwār	id=g:380660
Jabal Abū Nuhūd	id=g:380661
Abū Nuani	id=g:380662
Abun Qawia	id=g:380663
Abungoro	id=g:380664
Abungo	id=g:380665
Būtat Abū Nduluk	id=g:380666
Abū Naqr	id=g:380667
Abū Naml	id=g:380668
Jabal Abū Naḩl	id=g:380669
Jebel Abu Nagila	id=g:380670
Bi’r Abu Nagara	id=g:380671
Abu Ni‘āma	id=g:380672
Khor Abu Na‘amāb	id=g:380673
Marsá Abū Na‘ām	id=g:380674
Jabal Abun	id=g:380675
Abū Muruwa	id=g:380676
Wādī Abū Muraykh	id=g:380677
Wādī Abū Mukhkhayt	id=g:380678
Khor Al Muḩḩār	id=g:380679
Wādī Abu Mihereb	id=g:380680
Jebel Abu Muheiriq	id=g:380681
Abu Mina	id=g:380682
Wadi Abu Meikah	id=g:380683
Wādī Abū Meiga	id=g:380684
Abū Maugud	id=g:380685
Wādī Abū Maţāriq	id=g:380686
Abū Maţāriq	id=g:380687
Jabal Abū Markh	id=g:380688
Abū Marīnah	id=g:380689
Abū Mareiqa al Haggar	id=g:380690
Jebel Abu Marawi	id=g:380691
Jebel Abu Mara	id=g:380692
Abū Manāqīsh	id=g:380693
Khor Abū Māy	id=g:380694
Bi’r Abū Mā’	id=g:380695
Jebel Abu Luk	id=g:380696
Abu Luk	id=g:380697
Abū Ludayn	id=g:380698
Khor Abulu	id=g:380699
Abulu	id=g:380700
Abū Likri	id=g:380701
Jabal Abuldugu	id=g:380702
Abū Laylāyah	id=g:380703
Abū Laylá	id=g:380704
Zalaţ Abū La‘ot	id=g:380705
Wādī Abū La‘ot	id=g:380706
Wādī Abū La‘ot	id=g:380707
Wādī Abū La‘ot	id=g:380708
Wādī Abū La‘ot	id=g:380709
Abū Lamis	id=g:380710
Fayḑ Abū Labadah	id=g:380711
Abū Kutni	id=g:380712
Jabal Abū Kutab	id=g:380713
Khor Abu Kurum	id=g:380714
Abū Kuroia	id=g:380715
Wādī Abū Kurmut	id=g:380716
Abū Kunaysh	id=g:380717
Abu Kuleiwat	id=g:380718
Abu Kuleiwat	id=g:380719
Wādī Abū Kulaywāt	id=g:380720
Abū Kulaywāt	id=g:380721
Abū Kulaywāt	id=g:380722
Abu Kūk	id=g:380723
Jabal Abū Kuchu	id=g:380724
Abū Kū‘	id=g:380725
Abu Koto	id=g:380726
Abū Kot	id=g:380727
Wadi Abkitir	id=g:380728
Jabal Abū Kitmān	id=g:380729
Wādī Abū Kitābāb	id=g:380730
Abū Kirsh	id=g:380731
Abu Khoreis	id=g:380732
Abū Khudūd	id=g:380733
Abū Khudeira	id=g:380734
Wad Abu Hasos	id=g:380735
Abū Khorit	id=g:380736
Khor Abu Khirwa’	id=g:380737
Wādī Abū Khinzīr	id=g:380738
Jabal Abū Khazm	id=g:380739
Wādī Abū Khayrān	id=g:380740
Abū Khamsīn	id=g:380741
Abū Khamīrah	id=g:380742
Abu Khalk	id=g:380743
Khor Abu Khadra	id=g:380744
Abu Khadīja	id=g:380745
Abū Kershola	id=g:380746
Abu Kebeida & El Kheiran	id=g:380747
Khawr Abū Kaydah	id=g:380748
Abu Kortod	id=g:380749
Abū Karish	id=g:380750
Abū Karinka	id=g:380751
Abū Kabisa	id=g:380752
Khawr Abū Juthūm	id=g:380753
Abū Jumayy	id=g:380754
Abu Gum‘a	id=g:380755
Abū Judaylāt	id=g:380756
Abu Jibeha	id=g:380757
Abujop	id=g:380758
Abu Jop	id=g:380759
Wādī Abū Jīyah	id=g:380760
Jebel Abu Gefani	id=g:380761
Jabal Abū Jifān	id=g:380762
Wādī Abū Jidyān	id=g:380763
Abū Jazīrah	id=g:380764
Abū Jaylī	id=g:380765
Abū Jaww	id=g:380766
Wādī Abū Jarād	id=g:380767
Khawr Abū Jarād	id=g:380768
Jabal Abū Jarād	id=g:380769
Ḩajar Abū Jarād	id=g:380770
Abū Jarād	id=g:380771
Jabal Abū Jamīlah	id=g:380772
Abū Jallābīyah	id=g:380773
Ab Jalfa	id=g:380774
Abū Jabrah	id=g:380775
Abu ‘Isa	id=g:380776
Wadi Abu Inderab	id=g:380777
Wadi Abu Inderab	id=g:380778
Jabal Abū Inderab	id=g:380779
Jabal Abū Inderab	id=g:380780
‘Idd Abū Inderab	id=g:380781
Marsá Abū ‘Imāmah	id=g:380782
Jabal Abū ‘Imāmah	id=g:380783
Abuilingakine	id=g:380784
Abui	id=g:380785
Wādī Abū Ḩūt	id=g:380786
Jabal Abū Ḩumayrah	id=g:380787
Abū Ḩumayrah	id=g:380788
Abū Ḩumayrah	id=g:380789
Khor Abu Hilefi	id=g:380790
Jabal Abū Ḩulayfī	id=g:380791
Abū Ḩujayrāt	id=g:380792
Um Ḩijer	id=g:380793
Abū Ḩujaylījah	id=g:380794
Abū Hugar	id=g:380795
Jabal Abū Ḩudayd	id=g:380796
Bi’r Abū Ḩudayd	id=g:380797
Abū Horira	id=g:380798
Jabal Abū Ḩizām	id=g:380799
Jebel Abu Hireiq	id=g:380800
Abū Ḩirāb	id=g:380801
Abu Hindi	id=g:380802
Abu Ḩujār	id=g:380803
Bi’r Abū Higl	id=g:380804
Abū Ḩibera	id=g:380805
Abū Heimra	id=g:380806
Abu Ḩawwa	id=g:380807
Wadi Abu Hawaya	id=g:380808
Wādī Abū Hat	id=g:380809
Khor Abu Hat	id=g:380810
Jabal Abū Hat	id=g:380811
Wādī Abū Hashim	id=g:380812
Wādī Abū Hashim	id=g:380813
Wādī Abū Hashim	id=g:380814
Wadi Abu Hashim	id=g:380815
Khor Abu Hashim	id=g:380816
Khor Abu Hashim	id=g:380817
Karabat Abū Hāshim	id=g:380818
Jebel Abu Hashim	id=g:380819
Jebel Abu Hashim	id=g:380820
Abū Hashim	id=g:380821
Abū Hashim	id=g:380822
Abū Hashim	id=g:380823
Abū Hashīm	id=g:380824
Abū Hashim	id=g:380825
Um Hashīma	id=g:380826
Abu Harot	id=g:380827
Abu Hariq	id=g:380828
Wadi Abu Harik	id=g:380829
Jabal Abū Ḩarf	id=g:380830
Jabal Abū Ḩarāzī	id=g:380831
Wādī Abū Ḩarāz	id=g:380832
Wādī Abū Ḩarāz	id=g:380833
Khor Abu Haraz	id=g:380834
Khor Abu Haraz	id=g:380835
Khawr Abū Ḩarāz	id=g:380836
Jabal Abū Ḩarāz	id=g:380837
Jabal Abū Ḩarāz	id=g:380838
Bi’r Abū Ḩarāz	id=g:380839
Abū Ḩarāz	id=g:380840
Abū Ḩarāz	id=g:380841
Abū Ḩarāz	id=g:380842
Abū Ḩarāz	id=g:380843
Khor Abu Haram	id=g:380844
Khawr Abū Ḩarajah	id=g:380845
Abū Haraf	id=g:380846
Abū Har	id=g:380847
Khawr Abū Ḩanz̧al	id=g:380848
Wādī Abū Ḩamrā’	id=g:380849
Abū Ḩamrā’	id=g:380850
Abū Ḩamrā’	id=g:380851
Abū Ḩamrā’	id=g:380852
Al Ḩamra Al Qoz	id=g:380853
Abū Ḩamīrah	id=g:380854
Khawr Abū Ḩamīr	id=g:380855
Wādī Abū Ḩāmid	id=g:380856
Bi’r Abū Ḩāmid	id=g:380857
Abū Ḩamad	id=g:380858
Abu Halima	id=g:380859
Wādī Abū Ḩalfā’	id=g:380860
Abū Ḩalfā’	id=g:380861
Abū Ḩalāqīm	id=g:380862
Wādī Abū Ḩajlīj	id=g:380863
Wadi Abu Hijele	id=g:380864
Qarn Abū Ḩajlīj	id=g:380865
Mashra‘ Abū Ḩajar	id=g:380866
Khawr Abū Ḩajar	id=g:380867
Abū Ḩajar	id=g:380868
Abū Ḩajar	id=g:380869
Abū Haiura	id=g:380870
Abū Haiura	id=g:380871
Abu Hagar	id=g:380872
Abū Ḩadīd as Subhani	id=g:380873
Jabal Abū Ḩadīd	id=g:380874
Wādī Abū Ḩadd	id=g:380875
Jabal Abū Ḩadd	id=g:380876
Khor Abu Habīl	id=g:380877
Oued Abou Habima	id=g:380878
Wādī Abū Ḩabīb	id=g:380879
Khawr Abū Gwolada	id=g:380880
Abu Guya	id=g:380881
Abū Gushad	id=g:380882
Wādī Abū Gumur	id=g:380883
Abu Gudul	id=g:380884
Abu Gotoda	id=g:380885
Abu Gosha	id=g:380886
Qoz Abu Gongara	id=g:380887
Abū Gogi	id=g:380888
Abū Girun	id=g:380889
Khor Abu Giref	id=g:380890
Abū Giri	id=g:380891
Abū Gir	id=g:380892
Abū Gimru	id=g:380893
Ab Qumri	id=g:380894
Abū Gi‘eirin	id=g:380895
Wadi Ab Gadad	id=g:380896
Khor Abu Gidad	id=g:380897
Abū Ghunaywah	id=g:380898
Khor Abu Ghirban	id=g:380899
Jabal Abū Ghirbān	id=g:380900
Abū Ghirbān	id=g:380901
Abū Gheid	id=g:380902
Abu Gharra	id=g:380903
Abu Ghanīm	id=g:380904
Abughani	id=g:380905
Abugga	id=g:380906
Jabal Abū Gerrama	id=g:380907
Jabal Abū Gerger	id=g:380908
Abū Gelba	id=g:380909
Jebel Abu Geba	id=g:380910
Abugé	id=g:380911
Bisa	id=g:380912
Bir Abu Garad	id=g:380913
Khor Abu Garaba	id=g:380914
Jabal Abū Ganuk	id=g:380915
Jabal Abū Gambul	id=g:380916
Wadi Abu Gambit	id=g:380917
Wādī Abū Gambil	id=g:380918
Abu Gambil	id=g:380919
Jibāl Abu Qamal	id=g:380920
Abū Gamal	id=g:380921
Abū Funduq	id=g:380922
Mersa Abu Fissi	id=g:380923
May‘at Abū Firut	id=g:380924
Shi‘b Abū Findīrah	id=g:380925
Abū Fawaghi	id=g:380926
Ra’s Abū Fāţimah	id=g:380927
Abū Fāţimah	id=g:380928
Jabal Abū Fa’s al Mufattiḩ	id=g:380929
Jabal Abū Fa’s al A‘má	id=g:380930
Jebel Abu Fas	id=g:380931
Khawr Abū Farghah	id=g:380932
Marsá Abū Fanādīr	id=g:380933
Jebel Abu Famr	id=g:380934
Jebel Abu el Ferud	id=g:380935
Abū Duwaymah	id=g:380936
Khawr Abū Duwaym	id=g:380937
Khawr Abū Duwaym	id=g:380938
Jabal Abū Duwaym	id=g:380939
Abū Durays	id=g:380940
Jabal Abū Dumu	id=g:380941
Qoz Abu Dulu	id=g:380942
Qoz Abu Dolo‘	id=g:380943
