Pooles Grove Baptist Church	id=g:7231028
New Second Baptist Church	id=g:7231709
New Zion Pentecostal Church	id=g:7231710
Newborn Pentecostal Church of God	id=g:7231711
Northeastern Presbyterian Church	id=g:7231712
Northwest Church Family Network	id=g:7231713
Church of the Healing Christ	id=g:7231714
Peace Baptist Church	id=g:7231715
Pentecostal Church of God	id=g:7231716
Pilgrim African Methodist Episcopal Outreach Church	id=g:7231717
Pleasant Grove Baptist Church	id=g:7231718
Resurrection Church of God in Christ	id=g:7231719
Revelation Knowledge Christian Church	id=g:7231720
Revival Temple Church	id=g:7231721
Rhema Christian Center Church	id=g:7231722
Rising Sun Baptist Church	id=g:7231723
Rome Baptist Church	id=g:7231724
Saint John's Church of God	id=g:7231725
Saint Mary Orthodox Church	id=g:7231726
Sheriff Road Seventh Day Adventist Church	id=g:7231727
Saint Paul Baptist Church	id=g:7231728
Star of Bethlehem Church of God in Christ	id=g:7231729
Holy Mountain of God Church	id=g:7231730
The House of God Church Keith Dominion	id=g:7231731
The New Life Baptist Church	id=g:7231732
The Old Pentecost Church	id=g:7231733
Third Baptist Church	id=g:7231734
Third Street Church of God	id=g:7231735
Trinidad Baptist Church	id=g:7231736
Trinity Religious Temple Church	id=g:7231737
Varick Memorial African Methodist Episcopal Zion Church	id=g:7231738
Victory Christian Baptist Church	id=g:7231739
Victory Church of Jesus Christ	id=g:7231740
Washington Seventh Day Baptist Church	id=g:7231741
Way of Truth and Life Church of God in Christ	id=g:7231742
Woodbridge Church of Our Lord	id=g:7231743
Young's Memorial Church of Christ Holiness	id=g:7231744
Mosque of the American Fazl	id=g:7231745
Muhammed Mosque	id=g:7231746
Sixth and I Synagogue	id=g:7231747
Sunrise at Thomas Circle Nursing Home	id=g:7231748
Grand Oaks Assisted Living Facility	id=g:7231749
Allen Memorial Baptist Church	id=g:7231750
Candor Congregational Church	id=g:7231751
Kingdom Hall of Jehovah's Witnesses	id=g:7231752
Seventh Day Adventist Church	id=g:7231753
Saint Marks Episcopal Church	id=g:7231754
Candor Free Library	id=g:7231755
First Baptist Church	id=g:7231756
First Congregational Church of Christ	id=g:7231757
Richford Congregational Church	id=g:7231758
Barton United Methodist Church	id=g:7231759
Tioga Center Baptist Church	id=g:7231760
Nichols United Methodist Church	id=g:7231761
First Presbyterian Church	id=g:7231762
Asbury Church Cemetery	id=g:7231763
Tioga Center Cemetery	id=g:7231764
Settle Cemetery	id=g:7231765
West Newark Cemetery	id=g:7231766
Ketchumville Cemetery	id=g:7231767
Briggs Hollow Cemetery	id=g:7231768
Old Riverside Cemetery	id=g:7231769
Old Lounsberry Cemetery	id=g:7231770
Saint Joseph's Cemetery	id=g:7231771
Emory Chapel Cemetery	id=g:7231772
Germany Hill Cemetery	id=g:7231773
Wood Cemetery	id=g:7231774
Barton Methodist Church Cemetery	id=g:7231775
Halsey Valley Cemetery	id=g:7231776
Newark Valley Senior High School	id=g:7231777
Apalachin Elementary School	id=g:7231778
Spencer-Van Etten Middle School	id=g:7231779
Spencer-Van Etten High School	id=g:7231780
Nichols Elementary School	id=g:7231781
Chemung Elementary School	id=g:7231782
Spencer-Van Etten Elementary School	id=g:7231783
Bible Baptist Church	id=g:7231784
North Spencer Christian Academy	id=g:7231785
Faith Bible Chapel	id=g:7231786
Spencer Federated Church	id=g:7231787
Saint Paul's Lutheran Church	id=g:7231788
Spencer Library	id=g:7231789
Evergreen Cemetery	id=g:7231790
Old Cemetery	id=g:7231791
North Spencer Cemetery	id=g:7231792
Ferris Cemetery	id=g:7231793
Squaw Ridge	id=g:7231794
Camp Cemetery	id=g:7231795
Campville Cemetery	id=g:7231796
Hollenbeck Cemetery	id=g:7231797
Upper Fairfield Cemetery	id=g:7231798
Chapel Hill Cemetery	id=g:7231799
West Candor Cemetery	id=g:7231800
Schumacher Road Cemetery	id=g:7231801
North Candor Cemetery	id=g:7231802
Weltonville Cemetery	id=g:7231803
Smith Valley Cemetery	id=g:7231804
Woodbridge Cemetery	id=g:7231805
East Berkshire Cemetery	id=g:7231806
Railroad Avenue Cemetery	id=g:7231807
Highland Cemetery	id=g:7231808
Holcombville Church Cemetery	id=g:7231809
Apalachin Christian And Missionary Alliance Church	id=g:7231810
Apalachin United Methodist Church	id=g:7231811
Faith Christian Academy Church	id=g:7231812
South Apalachin Baptist Church	id=g:7231813
Hamar Estates	id=g:7231814
Hillview Terrace Mobile Home Park	id=g:7231815
Mountain View Mobile Home Park	id=g:7231816
Owego Heights	id=g:7231817
Valley Mobile Home Park	id=g:7231818
Howland Mobile Home Park	id=g:7231819
Maple Lane Mobile Home Park	id=g:7231820
Pebble Hill Mobile Home Park	id=g:7231821
Cedar Park Terrace	id=g:7231822
Jewell Mobile Home Park	id=g:7231823
Airways Mobile Home Park	id=g:7231824
Crimson Mobile Home Court	id=g:7231825
Maple Shade Trailer Park	id=g:7231826
Park Terrace	id=g:7231827
Pine Tree Mobile Home Park	id=g:7231828
Van Housen Mobile Home Park	id=g:7231829
Newark Valley Depot Museum	id=g:7231830
Newark Valley Village Green	id=g:7231831
Trout Ponds Park	id=g:7231832
Hyde Park	id=g:7231833
Livingston Park	id=g:7231834
Tioga County Court House	id=g:7231835
Draper Park	id=g:7231836
Hiawatha Island Wildlife Refuge	id=g:7231837
Campville Commons	id=g:7231838
Muth Park	id=g:7231839
Post Trailer Park	id=g:7231840
Stephens Trailer Park	id=g:7231841
Candor Health Center	id=g:7231842
Lane Collyer Field	id=g:7231843
Guthrie Medical Center	id=g:7231844
Nichols Pond	id=g:7231845
Nichols Park	id=g:7231846
Owego Family Practice Health Center	id=g:7231847
Northern Tioga Family Health Center	id=g:7231848
Boland Park	id=g:7231849
Apalachin Marsh Bird Sanctuary	id=g:7231850
Court Theater (historical)	id=g:7231851
Congress Theatre (historical)	id=g:7231852
Commodore Theater (historical)	id=g:7231853
Comet Theater (historical)	id=g:7231854
Colony Theater (historical)	id=g:7231855
Cobble Hill Cinemas	id=g:7231856
Camp Watson Cemetery	id=g:7231857
Mary Waterman Grave	id=g:7231858
Calvary Baptist Church	id=g:7231859
Hightower Cemetery	id=g:7231860
Fishing Creek Salem United Methodist Church	id=g:7231861
Hope Church	id=g:7231862
Wesselman Creek	id=g:7231863
Clinton Theatre (historical)	id=g:7231864
Fiesta de los Ninos Day Care Center	id=g:7231865
Claridge Theater (historical)	id=g:7231866
Cinart Theatre (historical)	id=g:7231867
Chopin Theatre (historical)	id=g:7231868
Long Cove Cemetery	id=g:7231869
Long Cove Schoolhouse (historical)	id=g:7231870
Long Cove Baptist Church (historical)	id=g:7231871
Rodeo Intermediate Field (historical)	id=g:7231872
Moler Mobile Home Park	id=g:7231873
Eastland Mobile Home Park	id=g:7231874
Brown County Mobile Home Park	id=g:7231875
Hammond Mobile Home Park	id=g:7231876
J D Smith Mobile Home Park	id=g:7231877
Clems Shady Nook Park	id=g:7231878
Port Chardon Mobile Home Park	id=g:7231879
Warren Smith Trailer Park	id=g:7231880
Century's College Theater (historical)	id=g:7231881
Century Theatre (historical)	id=g:7231882
Center Theater (historical)	id=g:7231883
Casino Theatre (historical)	id=g:7231884
Carlton Theater (historical)	id=g:7231885
Capitol Theatre (historical)	id=g:7231886
Canarsie Theater (historical)	id=g:7231887
Living Word Community Church	id=g:7231888
Clear Lake Baptist Church	id=g:7231889
Country Villa Estates	id=g:7231890
Royal Palms Mobile Estates	id=g:7231891
Royal Oak Manufactured Home Community	id=g:7231892
Westwind Estates	id=g:7231893
Casa Mobile Home Park	id=g:7231894
El Rancho Mobile Park	id=g:7231895
Rancho Yolo Mobile Home Park	id=g:7231896
Winters Mobile Home Park	id=g:7231897
Leisureville Mobile Home Park	id=g:7231898
Bryte Mobile Home Park	id=g:7231899
Idle Wheel Mobile Estates	id=g:7231900
Capitol City Recreational Vehicle and Mobile Home Park	id=g:7231901
Capri Mobile Home Park	id=g:7231902
Davis Mobile Estates	id=g:7231903
Dunnigan Mobile Home Park	id=g:7231904
Garden Acres Mobile Home Park	id=g:7231905
Riverside Mobile Home Park	id=g:7231906
Skylark Mobile Home Park	id=g:7231907
Trails End Mobile Home Park	id=g:7231908
Walnut Trailer Villa	id=g:7231909
West Sacramento Trailer Park	id=g:7231910
Woodlands Mobile Home Park	id=g:7231911
Villa Seville Mobile Home Park	id=g:7231912
Castlewood Mobile Home Park	id=g:7231913
Peach Mobile Estates	id=g:7231914
Pinewood Mobile Home Park	id=g:7231915
Yuba Mobile Home Park	id=g:7231916
Country Side Mobile Home Park	id=g:7231917
Aero Pines Mobile Home Park	id=g:7231918
Alpine Village Mobile Home Estates	id=g:7231919
Casa Mia Mobile Home Park	id=g:7231920
The Garden Mobile Home Park	id=g:7231921
Thunderbird Mobile Home Park	id=g:7231922
Vinboy Trailer Park	id=g:7231923
Bretschger Hall	id=g:7231924
Gleasner Hall	id=g:7231925
Kittinger Hall	id=g:7231926
Spring Student Center	id=g:7231927
Mary Lou Rath Child Care Center	id=g:7231928
Ernest Nolar Administration Building	id=g:7231929
Henrietta G Lewis Library	id=g:7231930
South Hall	id=g:7231931
Cradle of Aviation Museum	id=g:7231932
Bradley Hall	id=g:7231933
A Holly Patterson Library	id=g:7231934
Calvary Mennonite Church	id=g:7231935
Butteville Community Church	id=g:7231936
Saint Andrew Lutheran Church	id=g:7231937
Church of Jesus Christ of Latter Day Saints	id=g:7231938
Westside Church of Christ	id=g:7231939
Tualatin Valley Community Church	id=g:7231940
Church of Jesus Christ of Latter Day Saints	id=g:7231941
Church of Jesus Christ of Latter Day Saints	id=g:7231942
Seventh Day Adventist Church	id=g:7231943
Immanuel Community Church	id=g:7231944
Beaverton Church Of The Nazarene	id=g:7231945
Cascade Chapel Assembly Of God	id=g:7231946
Clatskanie United Methodist Church	id=g:7231947
Clatskanie Presbyterian Church	id=g:7231948
Keuka Lake State Park	id=g:7231949
Rasmussen College - Aurora Campus	id=g:7231950
Rasmussen College - Fargo Campus	id=g:7231951
Rasmussen College - Fort Myers Campus	id=g:7231952
Rasmussen College - Lake Elmo/Woodbury Campus	id=g:7231953
Como Cemetery	id=g:7231954
Captains Cove	id=g:7231955
Cornerstone Assembly of God	id=g:7231956
Piney Woods	id=g:7231957
Congregation B'nai Israel	id=g:7231958
Fleischmanns United Methodist Church	id=g:7231959
Fleischmann Athletic Park	id=g:7231960
Whipples Theatre	id=g:7231961
Skene Memorial Library	id=g:7231962
Fleischmanns Village Hall	id=g:7231963
Fleischmanns High School (historical)	id=g:7231964
First Presbyterian Church	id=g:7231965
Saint John's Church	id=g:7231966
Saint Peter's Church	id=g:7231967
United Ministry of Delhi	id=g:7231968
Meredith Baptist Church	id=g:7231969
Delhi Community Park	id=g:7231970
Meredith Square Cemetery	id=g:7231971
East Meredith Cemetery	id=g:7231972
East Delhi Christian Church	id=g:7231973
East Delhi Christian Church Cemetery	id=g:7231974
West Delhi Presbyterian Church	id=g:7231975
West Delhi Presbyterian Church Cemetery	id=g:7231976
Mertins Cemetery	id=g:7231977
State University of New York at Delhi	id=g:7231978
Thurston Hall	id=g:7231979
South Hall	id=g:7231980
Bush Hall	id=g:7231981
Evenden Tower	id=g:7231982
Sanford Hall Computer Technology Center	id=g:7231983
Smith Hall	id=g:7231984
Farnsworth Hall	id=g:7231985
DuBois Hall	id=g:7231986
North Hall	id=g:7231987
Murphy Hall	id=g:7231988
MacDonald Hall	id=g:7231989
O'Connor Hall	id=g:7231990
Russell Hall	id=g:7231991
Gerry Hall	id=g:7231992
Alumni Hall	id=g:7231993
Kunsela Hall	id=g:7231994
Farrell Hall	id=g:7231995
Gateway Worship Center	id=g:7231996
Corbett Community Church	id=g:7231997
Sacred Heart Catholic Church	id=g:7231998
Hood River Alliance Church	id=g:7231999
Immanuel Lutheran Church	id=g:7232000
Tucker Road Baptist Church	id=g:7232001
Hubbard United Church	id=g:7232002
Zion Mennonite Church	id=g:7232003
Maupin Community Evangelical Church	id=g:7232004
Parkdale Church of the Nazarene	id=g:7232005
Parkdale Baptist Church	id=g:7232006
First Baptist Church	id=g:7232007
Pine Grove-Odell United Methodist Church	id=g:7232008
Rainier United Methodist Church	id=g:7232009
Rainier Church of God	id=g:7232010
Church of Jesus Christ of Latter Day Saints	id=g:7232011
First Lutheran Church	id=g:7232012
Sunset Park Community Church	id=g:7232013
Warren Baptist Church	id=g:7232014
Canaan Community Church	id=g:7232015
Saint Wenceslaus Catholic Church	id=g:7232016
Grace Lutheran Church	id=g:7232017
Church of Jesus Christ of Latter Day Saints	id=g:7232018
Dalles Evangelical Church	id=g:7232019
Zion Lutheran Evangelical Church	id=g:7232020
Chinese Christian Church of Corvallis	id=g:7232021
Suburban Christian Church	id=g:7232022
First Christian Church	id=g:7232023
Peace Lutheran Church	id=g:7232024
Monroe Church of Christ	id=g:7232025
North Albany Community Church	id=g:7232026
Alsea United Methodist Church	id=g:7232027
Corvallis Foursquare Church	id=g:7232028
United Methodist Church	id=g:7232029
First Church of the Nazarene	id=g:7232030
First Church Of Christ Scientist	id=g:7232031
Our Saviours Lutheran Church	id=g:7232032
Faith Lutheran Church	id=g:7232033
Grace Episcopal Church	id=g:7232034
Saint Frances De Sales	id=g:7232035
Philadelphia Church	id=g:7232036
Church of Jesus Christ of Latter Day Saints	id=g:7232037
Warrenton United Methodist Church	id=g:7232038
Calvary Assembly of God	id=g:7232039
Vernonia Foursquare Church	id=g:7232040
Coos Bay Foursquare Church	id=g:7232041
Coquille Foursquare Church	id=g:7232042
Emmanuel Baptist Church of Coquille Oregon	id=g:7232043
Saint James Lutheran Church	id=g:7232044
Church of God of North Bend Oregon	id=g:7232045
Bay Area Church of the Nazarene	id=g:7232046
Church of Jesus Christ of Latter Day Saints	id=g:7232047
Bandon Christian Fellowship	id=g:7232048
Saint Monicas Catholic Church	id=g:7232049
Arago Community Church	id=g:7232050
Church of Jesus Christ of Latter Day Saints	id=g:7232051
Saint Timothys Episcopal Church	id=g:7232052
Saint Charles Catholic Church	id=g:7232053
Zion Lutheran Church	id=g:7232054
First Community Church of Port Orford	id=g:7232055
Beautiful Savior Lutheran Church	id=g:7232056
Highlands Baptist Church	id=g:7232057
Vine Street Baptist Church	id=g:7232058
New Beginnings Christian Assembly	id=g:7232059
Sutherlin Family Church	id=g:7232060
Seventh Day Adventist Church	id=g:7232061
Drain Church of the Nazarene	id=g:7232062
First Baptist Church of Drain	id=g:7232063
Elkton Christian Church	id=g:7232064
Olivet Presbyterian Church	id=g:7232065
Glendale Baptist Church	id=g:7232066
Seventh-Day Adventist Church	id=g:7232067
Church of the Nazarene	id=g:7232068
Seventh Day Adventist Church	id=g:7232069
Oakland Church of Christ	id=g:7232070
Riddle First Church of God	id=g:7232071
