Aiyede	id=g:2351598
Adumaina Otolo Creek	id=g:6826481
Singingilingili Creek	id=g:6826482
Ndi Biki Begema Creek	id=g:6826483
Shellkiri	id=g:6826484
Oluasiri River	id=g:6826485
Sefu-Sote	id=g:6826486
Ijere-Agelette	id=g:6826487
Afojupa River	id=g:6826488
Folu	id=g:6826489
Owode-Ise	id=g:6826490
Etebu	id=g:6826491
Elem-Agbalama	id=g:6826492
Abidagba	id=g:6826493
Imuwen	id=g:6826494
Ariwo	id=g:6826495
Dariama	id=g:6826497
Chibiyayi	id=g:6829167
Komadugu Gana	id=g:6831780
Komadugu Yobe	id=g:6831781
Mirgel	id=g:6832741
Araromi	id=g:6832742
Owofewa	id=g:6832743
Agbara	id=g:6832744
Jimgbe	id=g:6832745
Agunbiade	id=g:6832746
Owena-Egbeda	id=g:6832747
Ago-Titun	id=g:6832748
Omi-Alaja	id=g:6832749
Sanusi	id=g:6832750
Tejugbola	id=g:6832751
Ajegunle-Iwonja	id=g:6832752
Oke-Alafia	id=g:6832753
Ago-Gabriel	id=g:6832754
Awaiye	id=g:6832755
Omiliyan River	id=g:6832756
Bajulaiye	id=g:6832757
Oniyewu	id=g:6832758
Mobolorunduro	id=g:6832759
Bogoubo	id=g:6832760
Ago-Lagbawo	id=g:6832761
Igbelowowa	id=g:6832762
Igbo-Epo-Owomofewa	id=g:6832763
Ugbolan	id=g:6832764
Ago-Gabriel	id=g:6832765
Ajegunle Arun	id=g:6832766
Igbo-Epo	id=g:6832767
Iwanja-Moferere	id=g:6832768
Ajebamibo	id=g:6832769
Ago-Bolorunduro	id=g:6832770
Oke-Olasan	id=g:6832771
Igbo-Epo-Aiyemofewa	id=g:6832772
Abusoro	id=g:6832773
River Lyisin	id=g:6832774
Ajagbale	id=g:6832775
Ipinlerere	id=g:6832776
Labuwa-Odole	id=g:6832777
Apokin-Idanre	id=g:6832778
Bolorunduro	id=g:6832779
Omilifon	id=g:6832780
Ile-Romaba	id=g:6832781
Aruwajoye	id=g:6832782
Isewe	id=g:6832783
Igbo-Olokun	id=g:6832784
Lisagha	id=g:6832785
Odo-Isa	id=g:6832786
Ofosun	id=g:6832787
Ala-Ogbo	id=g:6832788
Owomofewa	id=g:6832789
Onipepeiye	id=g:6832790
Ago-Aladura	id=g:6832791
Oke-Alafia	id=g:6832792
Arun River	id=g:6832793
Ala-Isa	id=g:6832794
Asorogun	id=g:6832795
Ajegunle	id=g:6832796
Ago-Goke	id=g:6832797
Itaja	id=g:6832798
Owomofewa	id=g:6832799
Ojugbere	id=g:6832800
Apefon	id=g:6832801
Opa-Arapa	id=g:6832802
Ilemo	id=g:6832803
Aiyefemi	id=g:6832804
Oloruntedo	id=g:6832805
Opa-Idanre	id=g:6832806
Apafa-Aiyede	id=g:6832807
Ago-Owo	id=g:6832808
Ajipowo	id=g:6832809
Ogbodun	id=g:6832810
Omi Olosun	id=g:6832811
Alufa	id=g:6832812
Igorin Itaja	id=g:6832813
Odole	id=g:6832814
Ajebandele	id=g:6832815
Abababubu	id=g:6832816
Awodeyi	id=g:6832817
Ago-Dada	id=g:6832818
Ajipowo	id=g:6832819
Kajola	id=g:6832820
Obamotula	id=g:6832821
Ododin Odewu	id=g:6832822
Obatedo	id=g:6832823
Akere	id=g:6832824
Odoko	id=g:6832825
Araromi	id=g:6832826
Odoji	id=g:6832827
Ago-Onigbagbo	id=g:6832828
Egbeda	id=g:6832829
Gbeta	id=g:6832830
Oludemi	id=g:6832831
Agogboro	id=g:6832832
Ododin-Adaja	id=g:6832833
Oke-Igbaro	id=g:6832834
Ologere	id=g:6832835
Olokuta	id=g:6832836
Ago-Ireti	id=g:6832837
Omokehin	id=g:6832838
Ago-Odode	id=g:6832839
Ipele Junction	id=g:6832840
Orisaye	id=g:6832841
Obasoto	id=g:6832842
Eripose	id=g:6832843
Ijama-Odo	id=g:6832844
Olobi	id=g:6832845
Ago-Olugede	id=g:6832846
Alesha-Ashamo	id=g:6832847
Egure-Ayadi	id=g:6832848
Alesaluwala	id=g:6832849
Okundara	id=g:6832850
Ago-Okeluse	id=g:6832851
Adawanran	id=g:6832852
Onipanu	id=g:6832853
Ilesha	id=g:6832854
Gbalegi	id=g:6832855
Orugbe	id=g:6832856
Babasale	id=g:6832857
Igbodi-Aragbaiye	id=g:6832858
Aiyede	id=g:6832859
Ijojo	id=g:6832860
Ajegunle	id=g:6832861
Olefah	id=g:6832862
Bambomo	id=g:6832863
Olomo	id=g:6832864
Isagba	id=g:6832865
Alasha	id=g:6832866
Awode-Aborakan	id=g:6832867
Ileyo	id=g:6832868
Imolumo	id=g:6832869
Iloro	id=g:6832870
Oke-Apedu	id=g:6832871
Ago-Teju	id=g:6832872
Asaba-Odo	id=g:6832873
Ologede	id=g:6832874
Abusoro	id=g:6832875
River Iwori	id=g:6832876
Ago-Sangotus	id=g:6832877
Ajegunle	id=g:6832878
Josiah	id=g:6832879
Ita-Olorun	id=g:6832880
Gberiwojo	id=g:6832881
Owalaye	id=g:6832882
Oluka	id=g:6832883
Kajola	id=g:6832884
Idita	id=g:6832885
Ajebamidele	id=g:6832886
Elejoka	id=g:6832887
Agbokodo	id=g:6832888
Emiloro-Oda	id=g:6832889
Arere	id=g:6832890
Adejubu	id=g:6832891
Ipoba-Sama	id=g:6832892
Ipelu River	id=g:6832893
Aponmu-Idanre	id=g:6832894
Owode	id=g:6832895
Ubale	id=g:6832896
Aiyelaboro	id=g:6832897
Okemeji	id=g:6832898
Badejo	id=g:6832899
Rufus	id=g:6832900
Apurere	id=g:6832901
Ipoba	id=g:6832902
Owolanke	id=g:6832903
Ago-Bale	id=g:6832904
Lalupon	id=g:6832905
Ago-Nirin	id=g:6832906
Araromi	id=g:6832907
Ehinala	id=g:6832908
Alajo	id=g:6832909
River Imojo	id=g:6832910
Araromi-Adofure	id=g:6832911
Ajegunle	id=g:6832912
Efufu	id=g:6832913
Olofintogun	id=g:6832914
Bale	id=g:6832915
Adofure	id=g:6832916
Agunla	id=g:6832917
Ado	id=g:6832918
Ilado	id=g:6832919
Italepo-Oda	id=g:6832920
Igunsin	id=g:6832921
Onigbeyero	id=g:6832922
Elemirin	id=g:6832923
Ipinlerere	id=g:6832924
Kajola	id=g:6832925
Imafon	id=g:6832926
Lafiaji	id=g:6832927
Sabere Odo	id=g:6832928
Ajegunle	id=g:6832929
Iwoye	id=g:6832930
Ajifuwan	id=g:6832931
Adekunle	id=g:6832932
Alaso-Adura	id=g:6832933
Ago-Onireke	id=g:6832934
Alabidon	id=g:6832935
Egun-Egbedigbon	id=g:6832936
Ode	id=g:6832937
Moreya	id=g:6832938
Omomeji	id=g:6832939
Boluwaduro	id=g:6832940
Osurowo	id=g:6832941
Ipele Idoani Forest Reserve	id=g:6832942
Adeoye	id=g:6832943
Ero	id=g:6832944
Ajegunle	id=g:6832945
Ajegunle-Opa	id=g:6832946
Oloruntedo	id=g:6832947
Abadaki	id=g:6832948
Sajiyan	id=g:6832949
Sajiyan	id=g:6832950
Ago Bello	id=g:6832951
Olokuta	id=g:6832952
Elemile	id=g:6832953
Aponmu	id=g:6832954
Ologboyo	id=g:6832955
Kajola	id=g:6832956
Araromi	id=g:6832957
Emure	id=g:6832958
Kajola	id=g:6832959
Alodifi	id=g:6832960
Oloruntedo	id=g:6832961
Ojo	id=g:6832962
Ayalodi	id=g:6832963
Igele	id=g:6832964
Sasere	id=g:6832965
Emure-Ile	id=g:6832966
Okele	id=g:6832967
Obado	id=g:6832968
Orita	id=g:6832969
Saribi	id=g:6832970
Ijaja	id=g:6832971
Ipeme	id=g:6832972
Alayere	id=g:6832973
Obaseki	id=g:6832974
Egbeda	id=g:6832975
Ita Lisa	id=g:6832976
Owomomilowo	id=g:6832977
Alademehin	id=g:6832978
Ogbesse	id=g:6832979
Bolorunduro	id=g:6832980
Ladokun	id=g:6832981
Okeodo	id=g:6832982
Oke Agbe	id=g:6832983
Ago-Abo	id=g:6832984
Igbatayo	id=g:6832985
Agbe Oyinrin	id=g:6832986
Agogbe	id=g:6832987
Ago Cyprian	id=g:6832988
Elepo	id=g:6832989
Ago-Panu	id=g:6832990
Ago-Alagbara	id=g:6832991
Eleyowo	id=g:6832992
Ago-Panu	id=g:6832993
Araromi	id=g:6832994
Ekigwe Camp	id=g:6832995
Adun	id=g:6832996
Olutedo	id=g:6832997
Ago-Julia	id=g:6832998
Ipaso River	id=g:6832999
Ago-Stephen	id=g:6833000
Otayo-Onaiye	id=g:6833001
Ita Oniyan	id=g:6833002
Shashere	id=g:6833003
Ago-Nathaniel	id=g:6833004
Ago-Binuyo	id=g:6833005
Ajegunwa	id=g:6833006
Obasheki	id=g:6833007
Araromi	id=g:6833008
Igbodo	id=g:6833009
Baga	id=g:6833010
Araromi-Oloba	id=g:6833011
Odogun	id=g:6833012
Ajebamidele	id=g:6833013
Asolo	id=g:6833014
Otayo-Onaiye	id=g:6833015
Ago-Olaleye	id=g:6833016
Ago-Yesufu Alli	id=g:6833017
Odofin	id=g:6833018
Gbadegur	id=g:6833019
Oyinno Forest Reserve	id=g:6833020
Ago-Igbira	id=g:6833021
Gaga	id=g:6833022
Bolorunduro	id=g:6833023
Ilado	id=g:6833024
Ilere	id=g:6833025
Eporo Forest Reserve	id=g:6833026
Obadamisoro	id=g:6833027
Arowojaiye	id=g:6833028
Eporo	id=g:6833029
Ago-Oka	id=g:6833030
Ago-Bello	id=g:6833031
Ago-Ibo	id=g:6833032
Ago-Sasere	id=g:6833033
Odofin	id=g:6833034
Ago-Olowo	id=g:6833035
Ago-Adewale	id=g:6833036
Aye	id=g:6833037
Ago-Panu	id=g:6833038
Aiyeteju	id=g:6833039
Aiyegunle	id=g:6833040
Ago-Doctor	id=g:6833041
Ago-Samuel Ojilo	id=g:6833042
Owo-Reservoir	id=g:6833043
Akeye	id=g:6833044
Akoti	id=g:6833045
Adeyemo	id=g:6833046
Iromi	id=g:6833047
Timber Camp	id=g:6833048
Ago-Oloyi	id=g:6833049
Ago-Owa	id=g:6833050
Ago-Sokite	id=g:6833051
Atoba	id=g:6833052
Ifira-Isale	id=g:6833053
Moriwo	id=g:6833054
Owosi	id=g:6833055
Owena	id=g:6833056
Isarun	id=g:6833057
Ale-Owena	id=g:6833058
Idofin-Oka	id=g:6833059
Okuesi-Oka	id=g:6833060
Etioro	id=g:6833061
Ishua	id=g:6833062
Oka	id=g:6833063
Okia-Oka	id=g:6833064
Oko-Oka	id=g:6833065
Anyara	id=g:6833066
Ibuji	id=g:6833067
Ogbesse-Ise	id=g:6833068
Afolu-Modi	id=g:6833069
Afodide	id=g:6833070
Oko-Aso	id=g:6833071
Oko-Oisa	id=g:6833072
Ugbe	id=g:6833073
Oshun River	id=g:6833074
Sawo	id=g:6833075
River Auga	id=g:6833076
Ayo Ajegunle	id=g:6833077
Boropa	id=g:6833078
Ogotun Forest Reserve	id=g:6833079
Esimu	id=g:6833080
Uro-Elemo	id=g:6833081
Adugboku	id=g:6833082
Igirigiri	id=g:6833083
Lasigidi	id=g:6833084
Idemo-Oko	id=g:6833085
Ilupeju	id=g:6833086
Odo-Asa	id=g:6833087
Igbo-Aso	id=g:6833088
Kajola	id=g:6833089
Panu	id=g:6833090
Omi-Eku	id=g:6833091
Ago-Igbira	id=g:6833092
Omi-Oloko	id=g:6833093
Ireje	id=g:6833094
Igbodogi	id=g:6833095
Ase	id=g:6833096
Ita-Eku	id=g:6833097
Aduloju	id=g:6833098
Erifun	id=g:6833099
Erifun	id=g:6833100
Ireje	id=g:6833101
Erifun	id=g:6833102
Ago-Igbira	id=g:6833103
Odo	id=g:6833104
Orunro	id=g:6833105
Elemi River	id=g:6833106
Ago-Orokunja	id=g:6833107
Ago-Isobo	id=g:6833108
Ago-Igbira	id=g:6833109
Ago-Araromi	id=g:6833110
Ikeram	id=g:6833111
Emirin	id=g:6833112
Akunnu	id=g:6833113
Isesi River	id=g:6833114
Ora Ojora	id=g:6833115
Ago-Igbira	id=g:6833116
Ago-Igbira	id=g:6833117
Ago-Igbira	id=g:6833118
Airi River	id=g:6833119
Alamoji River	id=g:6833120
Ofin	id=g:6833121
Ago-Ijaiye	id=g:6833122
Iso	id=g:6833123
Aye	id=g:6833124
Ajaiye	id=g:6833125
Ilokun	id=g:6833126
Ilemiya	id=g:6833127
Egbedi	id=g:6833128
Adun River	id=g:6833129
Erio	id=g:6833130
Igbolaere	id=g:6833131
Aboro	id=g:6833132
Esure	id=g:6833133
Obiba River	id=g:6833134
Ara-Ijero	id=g:6833135
Araomi	id=g:6833136
Awo River	id=g:6833137
Oke-Atan	id=g:6833138
Olugere	id=g:6833139
Olumere Camp	id=g:6833140
Ora	id=g:6833141
Idao-Ekiti	id=g:6833142
Ele River	id=g:6833143
Omo River	id=g:6833144
Iroko	id=g:6833145
Alu	id=g:6833146
Isia	id=g:6833147
Aiyewa River	id=g:6833148
Imojo	id=g:6833149
Ilokuno	id=g:6833150
Bolorunduro	id=g:6833151
Omu-Ekiti	id=g:6833152
Ijurin	id=g:6833153
Omu-Titun	id=g:6833154
Ayo River	id=g:6833155
Oyi-Alabari	id=g:6833156
Oyi-Kaka	id=g:6833157
Ilafon-Isan	id=g:6833158
Oko-Esinkin	id=g:6833159
Agba	id=g:6833160
Aiyegbaju	id=g:6833161
Ode Oke	id=g:6833162
Omolewa	id=g:6833163
Suru Lere	id=g:6833164
Oladimeji	id=g:6833165
Oke-Igi	id=g:6833166
Alare	id=g:6833167
Okunrun River	id=g:6833168
Eda-Oniyo	id=g:6833169
Ofale	id=g:6833170
Ijesha-Iye	id=g:6833171
Epe	id=g:6833172
Oye River	id=g:6833173
Ikosu	id=g:6833174
Iro	id=g:6833175
Ajegunel	id=g:6833176
Oto River	id=g:6833177
Bornu Railway Extension	id=g:6833195
Kolomi	id=g:6833196
Hoiyo	id=g:6833197
Adukuia	id=g:6834149
Ugbona	id=g:6834150
Iyaba	id=g:6834151
Okpemi	id=g:6834152
Ayiado	id=g:6834153
Usua	id=g:6834154
Bunele	id=g:6834155
Ibie Nale	id=g:6834156
Iyaju	id=g:6834157
Otwa Sebe	id=g:6834158
Elneye	id=g:6834159
Ugbe	id=g:6834160
Isokka	id=g:6834161
Nosee	id=g:6834162
Otuga	id=g:6834163
Ikpe	id=g:6834164
Ohame	id=g:6834165
Ikabigdo	id=g:6834166
Alashio	id=g:6834167
Yelwa	id=g:6834168
Irelli	id=g:6834169
Awa	id=g:6834170
Iviotha	id=g:6834171
Ago-Isame	id=g:6834172
Udochi	id=g:6834173
Wnioke	id=g:6834174
Ekressi River	id=g:6834175
Ake	id=g:6834176
Iyemu	id=g:6834177
Sobo Ogbe	id=g:6834178
Ayetoro	id=g:6834179
Gbagere	id=g:6834180
Sasaro	id=g:6834181
Isokwe	id=g:6834182
Igbigele	id=g:6834183
Afukpilla	id=g:6834184
Okpoto	id=g:6834185
Onyami River	id=g:6834186
Oskju	id=g:6834187
Megori	id=g:6834188
Ogoddo	id=g:6834189
Arugaga	id=g:6834190
Adana	id=g:6834191
Emikudamisi	id=g:6834192
Nashe	id=g:6834193
Amdi	id=g:6834194
Gbokoluba	id=g:6834195
Obuhira	id=g:6834196
Okengwe	id=g:6834197
Ahanechi	id=g:6834198
Okene Catchment Area Forest Reserve	id=g:6834199
Ogaminana	id=g:6834200
Okene Waterworks Forest Reserve	id=g:6834201
Ogbono	id=g:6834202
Eyika	id=g:6834203
Obangune	id=g:6834204
Agbobo	id=g:6834205
Otete Forest Reserve	id=g:6834206
Arima	id=g:6834207
Kakun	id=g:6834208
Ego	id=g:6834209
Okedayo	id=g:6834210
Kakun	id=g:6834211
Ogidi Kabba	id=g:6834212
Ogidi	id=g:6834213
Aiyatoro Babunde	id=g:6834214
Fro River	id=g:6834215
Igia	id=g:6834216
Aiyegunle Bunu	id=g:6834217
Adanouy	id=g:6834218
Okomoba	id=g:6834219
Oko	id=g:6834220
Bunu Forest Reserve	id=g:6834221
Mimi River	id=g:6834222
Onye Forest Reserve	id=g:6834223
Gbedde	id=g:6834224
Aiyegunle	id=g:6834225
Dass	id=g:6835016
Alla Forest Reserve	id=g:6835095
Acharane Forest Reserve	id=g:6835096
West Okura Forest Reserve	id=g:6835097
Charfa	id=g:6836845
Mada	id=g:6836846
Asenya	id=g:6836847
Tangam	id=g:6836848
Hota Range	id=g:6836849
Sumbula	id=g:6836850
Domte	id=g:6836851
Gondong	id=g:6836852
Shimningo	id=g:6836853
Talela Range	id=g:6836854
Gondong Lala	id=g:6836855
Yakanta	id=g:6836856
Mayo Hinda	id=g:6836857
Mayo Mada	id=g:6836858
Badijara	id=g:6836859
Lotor	id=g:6836860
Mayel Seli	id=g:6836861
Keushi	id=g:6836862
Zange	id=g:6836863
Mayo Mbanga	id=g:6836864
Kabarata	id=g:6836865
Humla	id=g:6836866
Katinda	id=g:6836867
Kuntu	id=g:6836868
Parapatu	id=g:6836869
Bingi	id=g:6836870
Langno Lakes	id=g:6836871
Mayel Laba	id=g:6836872
Korshibta	id=g:6836873
Korokom	id=g:6836874
Hulsa’a	id=g:6836875
Sarkin Kasuwa	id=g:6836876
Wonbulala	id=g:6836877
Banmanma	id=g:6836878
Germa	id=g:6836879
Bungal	id=g:6836880
Mayarma	id=g:6836881
Tikisi	id=g:6836882
Jebti	id=g:6836883
Kankweyeni	id=g:6836884
Wuro Momo Yaro	id=g:6836885
Jumbul Range	id=g:6836886
Fufera Arna	id=g:6836887
Bindi	id=g:6836888
Sangala	id=g:6836889
Mayel Yang	id=g:6836890
Mayo Pulapula	id=g:6836891
Kobta	id=g:6836892
Shinyi	id=g:6836893
Mayel Katamtalita	id=g:6836894
Farijeri	id=g:6836895
Kahansata	id=g:6836896
Garubani Karemi	id=g:6836897
Horma	id=g:6836898
Wein	id=g:6836899
Kpeshituwa	id=g:6836900
Chawa	id=g:6836901
Poara	id=g:6836902
Sola	id=g:6836903
Tapta	id=g:6836904
Wondekwuna	id=g:6836905
Pufunga	id=g:6836906
Hanfarta	id=g:6836907
Ngongolong Range	id=g:6836908
Mayo Mbula	id=g:6836909
Tumbu Lakes	id=g:6836910
Ghohta	id=g:6836911
Kawantawata	id=g:6836912
Nassarawo	id=g:6836913
Kunboon	id=g:6836914
Kanchinda	id=g:6836915
Kinafe Marsh	id=g:6836916
Peratemsa	id=g:6836917
Piri	id=g:6836918
Wankwanda	id=g:6836919
Kolpo	id=g:6836920
Keme	id=g:6836921
Mayel Hwashirta	id=g:6836922
Dongwalanta	id=g:6836923
Chapta	id=g:6836924
Mayo Chanchan	id=g:6836925
Wundita	id=g:6836926
Kanyansi	id=g:6836927
Mayel Kafadi	id=g:6836928
Mayel Pele	id=g:6836929
Huruwukta	id=g:6836930
Meyo	id=g:6836931
Lake Kitikiti	id=g:6836932
Tangasa	id=g:6836933
Goshawa	id=g:6836934
Chima	id=g:6836935
Pamta	id=g:6836936
Hosere Sheno	id=g:6836937
Moyo Leki	id=g:6836938
Mayo Gilagila	id=g:6836939
Mayo Kwatacha	id=g:6836940
Kora	id=g:6836941
Mayel Shimbo	id=g:6836942
Susura	id=g:6836944
Meyeme	id=g:6836945
Bugum	id=g:6836946
Yang Karemi	id=g:6836947
Yang Karemi	id=g:6836948
Wara Mayel	id=g:6836949
Pishahar	id=g:6836950
Dumda	id=g:6836951
Wulma	id=g:6836952
Tadaki	id=g:6836953
Kulachanchan	id=g:6836954
Bele	id=g:6836955
Moroko	id=g:6836956
Lekuwa	id=g:6836957
Tabra	id=g:6836958
Wantera	id=g:6836959
Pim	id=g:6836960
Waro	id=g:6836961
Hurkwene	id=g:6836962
Ganjin	id=g:6836963
Pim	id=g:6836964
Wanfurta	id=g:6836965
Pundala	id=g:6836966
Mayel Sheno	id=g:6836967
Wuro Bokki	id=g:6836968
Kankwera	id=g:6836969
Mayo Durwa	id=g:6836970
Wushi	id=g:6836971
Mayo Ga’anda	id=g:6836972
Mayel Yema	id=g:6836973
Wondekwena	id=g:6836974
Mayo Farficha	id=g:6836975
Hurumurata	id=g:6836976
Tingirinda	id=g:6836977
Mayo Lebiki	id=g:6836978
Sabongari	id=g:6836979
Bulu	id=g:6836980
Burom	id=g:6836981
Golum	id=g:6836982
Mayel Kalagar	id=g:6836983
Mayo Bulu	id=g:6836984
Horokumbuta	id=g:6836985
Amkwaha	id=g:6836986
Pilahangjikila	id=g:6836987
Bonta	id=g:6836988
Duka	id=g:6836989
Mayel Kashim	id=g:6836990
Kwanta	id=g:6836991
Tafta	id=g:6836992
Mayo Garga	id=g:6836993
Binowo	id=g:6836994
Peligurba Lakes	id=g:6836995
Jere	id=g:6836996
Gwalasho	id=g:6836997
Mayel Yimnganga	id=g:6836998
Kantiwulti	id=g:6836999
Mayo Kopla	id=g:6837000
Kuichalata	id=g:6837001
Moleke	id=g:6837002
Jilim	id=g:6837003
Gwajina	id=g:6837004
Jange	id=g:6837005
Bangnda	id=g:6837006
Mayel Yimshika	id=g:6837007
Yamhora	id=g:6837008
Kantindla	id=g:6837009
Lake Bogonge	id=g:6837010
Mayo Gerewa	id=g:6837011
Katamna	id=g:6837012
Peterberem	id=g:6837013
Mayel Sokla	id=g:6837014
Kulaya	id=g:6837015
Kobukutu	id=g:6837016
Mayel Pudulum	id=g:6837017
Mayo Kaichare	id=g:6837018
Kawanchikeba	id=g:6837019
Turkwata	id=g:6837020
Barni	id=g:6837021
Kurkasi	id=g:6837022
Kanshete	id=g:6837023
Mate	id=g:6837024
Tinshing	id=g:6837025
Dalhat Fulani	id=g:6837026
Kopari	id=g:6837027
Lawulum	id=g:6837028
Gwadubi	id=g:6837029
Mayo Guadubi	id=g:6837030
Degevi	id=g:6837031
Dumeti	id=g:6837032
Tilisha	id=g:6837033
Nafada	id=g:6837034
Mayel Hangkwon	id=g:6837035
Mayo Koti	id=g:6837036
Mayo Ngurungelam	id=g:6837037
Mayel Ndumnda	id=g:6837038
Fikwanda	id=g:6837039
Kondonsum	id=g:6837040
Tabati	id=g:6837041
Shaka-Shora	id=g:6837042
Bajaga	id=g:6837043
Mayo Worowo	id=g:6837044
Mayel Hunyare	id=g:6837045
Mayel Gijagaron	id=g:6837046
Mayo Kawandru Nkota	id=g:6837047
Fartuena	id=g:6837048
Gahri Hamman	id=g:6837049
Lafia	id=g:6837050
Jimadawa	id=g:6837051
Jamjam	id=g:6837052
Mayel Jukta	id=g:6837053
Ndungul	id=g:6837054
Mayo Kufiwantra	id=g:6837055
Mayo Gahri	id=g:6837056
Mayel Shumalele	id=g:6837057
Mayo Pappa	id=g:6837058
Mberen	id=g:6837059
Warma Range	id=g:6837060
Gahri Lakes	id=g:6837061
Kantabata	id=g:6837062
Dugula	id=g:6837063
Mayo Dunkwi	id=g:6837064
Mayel Jongolon	id=g:6837065
Ngolfije	id=g:6837066
Jilikewe	id=g:6837067
Mayel Kuiwufute	id=g:6837068
Lagingin	id=g:6837069
Mayel Binda	id=g:6837070
Mayo Roba	id=g:6837071
Ruwa-Kuskupda	id=g:6837072
Binda	id=g:6837073
Garbantandi Peaks	id=g:6837074
Shiri Hill	id=g:6837075
Banijal	id=g:6837076
Kidamanza	id=g:6837077
Gangar	id=g:6837078
Yelwa	id=g:6837079
Zarayaro	id=g:6837080
Lifehun	id=g:6837081
Mayel Gugulu	id=g:6837082
Mayo Dunkwi	id=g:6837083
Mayo Leningol	id=g:6837084
Mayel Haberka	id=g:6837085
Wonjan	id=g:6837086
Leda	id=g:6837087
Mayel Kwanjang	id=g:6837088
Dunburu	id=g:6837089
Jengulon	id=g:6837090
Jintaba	id=g:6837091
Bikuka	id=g:6837092
Mayo Baji	id=g:6837093
Gongon	id=g:6837094
Mayel Shofa	id=g:6837095
Mayo Hunbura	id=g:6837096
River Ngulaba	id=g:6837097
Wurti	id=g:6837098
Gongon Fulani	id=g:6837099
Busuku	id=g:6837100
Gwoskara	id=g:6837101
Jange	id=g:6837102
Sata	id=g:6837103
Purthilda	id=g:6837104
River Kuna	id=g:6837105
Umuara	id=g:6837106
Mayel Wawunda	id=g:6837107
Mayo Yamtar	id=g:6837108
Guroma	id=g:6837109
Zona	id=g:6837110
Jeban	id=g:6837111
Jangta	id=g:6837112
Gadu	id=g:6837113
Kelen	id=g:6837114
Jangi	id=g:6837115
Darpi	id=g:6837116
Lagana	id=g:6837117
Tashon	id=g:6837118
River Tawana	id=g:6837119
Hamiya	id=g:6837120
Labigi	id=g:6837121
Dega	id=g:6837122
Kwana Jauro Borono	id=g:6837123
River Mizandi	id=g:6837124
River Tubaku	id=g:6837125
Lakorun	id=g:6837126
Kwana	id=g:6837127
Lagani	id=g:6837128
Sangwa Bulama Ali	id=g:6837129
Shilfafa	id=g:6837130
Mur	id=g:6837131
Sangwa Bulama Asuku	id=g:6837132
River Hena	id=g:6837133
River Miranda	id=g:6837134
Hamiya	id=g:6837135
Yantira	id=g:6837136
Sangwa Bulama Heldugu	id=g:6837137
Bilanpija	id=g:6837138
Pachala	id=g:6837139
Bedan	id=g:6837140
Gilamshemu	id=g:6837141
Demet	id=g:6837142
Golam	id=g:6837143
Ngudana	id=g:6837144
River Kuchi	id=g:6837145
Kudan	id=g:6837146
Sagra	id=g:6837147
Jabura	id=g:6837148
Luma	id=g:6837149
Chokutaku	id=g:6837150
Marta	id=g:6837151
Mimithlu	id=g:6837152
River Gartuvidi	id=g:6837153
Parwa Hill	id=g:6837154
River Kuhu	id=g:6837155
Mera	id=g:6837156
Bila Azi	id=g:6837157
Taktagi	id=g:6837158
River Ngurungulum	id=g:6837159
River Chimabulu	id=g:6837160
Shugduku	id=g:6837161
Gaya Peak	id=g:6837162
Bara	id=g:6837163
Vidau	id=g:6837164
Samtam	id=g:6837165
River Shawala	id=g:6837166
River Gortama	id=g:6837167
River Gomjar	id=g:6837168
Kunguru	id=g:6837169
Bilahazi	id=g:6837170
River Bashura	id=g:6837171
River Rafin Gwangula Puba	id=g:6837172
River Javela	id=g:6837173
River Dangidan	id=g:6837174
River Tagza	id=g:6837175
Bilatum	id=g:6837176
Targisi	id=g:6837177
Mindikutaki	id=g:6837178
Kirbila	id=g:6837179
Biradawa	id=g:6837180
Lema	id=g:6837181
River Kuzimdi	id=g:6837182
Dim	id=g:6837183
River Kumara	id=g:6837184
River Ndianga	id=g:6837185
River Pori	id=g:6837186
Telasa	id=g:6837187
Zhiranga	id=g:6837188
Paramapu	id=g:6837189
Bola	id=g:6837190
Gar’iringom	id=g:6837191
Piti	id=g:6837192
Huitayankwar	id=g:6837193
Wogdan	id=g:6837194
Wokada	id=g:6837195
Zimeta	id=g:6837196
Bila	id=g:6837197
Shafa	id=g:6837198
RIver Dirangudigi	id=g:6837199
River Pidim	id=g:6837200
Mariya	id=g:6837201
Bumta	id=g:6837202
Zaku	id=g:6837203
River Tabuwa	id=g:6837204
River Ziya	id=g:6837205
Lesiga	id=g:6837206
River Yabzhe	id=g:6837207
Dauzhi	id=g:6837208
Marama	id=g:6837209
Pelemabu	id=g:6837210
Maidugu	id=g:6837211
Guburdi	id=g:6837212
River Doka	id=g:6837213
River Chichio	id=g:6837214
Bila	id=g:6837215
River Gwarta	id=g:6837216
Pirda	id=g:6837217
River Poktira	id=g:6837218
Jiba Abori	id=g:6837219
Pupa	id=g:6837220
Mbuma Hamtamnya	id=g:6837221
Mbuma Kogu	id=g:6837222
Bantari	id=g:6837223
Rafin Kirbutu	id=g:6837224
Pubachandum	id=g:6837225
Ndurum	id=g:6837226
Duragu	id=g:6837227
Balbiya	id=g:6837228
Gwaski Hill	id=g:6837229
Mindiwa	id=g:6837230
Thali	id=g:6837231
River Kiridon	id=g:6837232
Sugwa	id=g:6837233
Wabara	id=g:6837234
Gaidam	id=g:6837235
Kilakir	id=g:6837236
Paglama	id=g:6837237
Lamdi	id=g:6837238
Tawasu	id=g:6837239
Tawosu	id=g:6837240
