’Mba Tingkrang Ga	id=g:1309901
Loikaw Pum	id=g:1313467
Loi-kawng	id=g:1313468
Loikawng	id=g:1313469
Loikawng	id=g:1313470
Loi-kaw	id=g:1313471
Loi-kaw	id=g:1313472
Loi-kaw	id=g:1313473
Loi-kaw	id=g:1313474
Loi-kaw	id=g:1313475
Loi-kaw	id=g:1313476
Loi-kaw	id=g:1313477
Loi-kaw	id=g:1313478
Loikaw	id=g:1313479
Loi-kau	id=g:1313480
Loi-kap	id=g:1313481
Loi-kang	id=g:1313482
Loi-kang	id=g:1313483
Loi-kang	id=g:1313484
Loi-kang	id=g:1313485
Loi-kang	id=g:1313486
Loi-kang	id=g:1313487
Loi-kang	id=g:1313488
Loi-kang	id=g:1313489
Loi-kang	id=g:1313490
Loi-kang	id=g:1313491
Loi-kang	id=g:1313492
Loikang	id=g:1313493
Loikan	id=g:1313494
Loi-kam	id=g:1313495
Loikalom	id=g:1313496
Loije Pum	id=g:1313497
Loi-hy	id=g:1313498
Loi-hun	id=g:1313499
Loihun	id=g:1313500
Loi-htun	id=g:1313501
Loihtun	id=g:1313502
Loihtoi	id=g:1313503
Loi-hti	id=g:1313504
Loihso	id=g:1313505
Loi-hseng	id=g:1313506
Loi-hseng	id=g:1313507
Loi-hseng	id=g:1313508
Loi-hseng	id=g:1313509
Loi-hseng	id=g:1313510
Loi-hseng	id=g:1313511
Loihseng	id=g:1313512
Loi-hseng	id=g:1313513
Loihseng	id=g:1313514
Loihsawchaung	id=g:1313515
Loi-hsau	id=g:1313516
Loi-hsau	id=g:1313517
Loi-hsau	id=g:1313518
Loi-hsau	id=g:1313519
Loi-hsau	id=g:1313520
Loi-hsāt	id=g:1313521
Loi-hsao	id=g:1313522
Loi-hsang	id=g:1313523
Loi-hsang	id=g:1313524
Loi-hsang	id=g:1313525
Loi-hsang	id=g:1313526
Loi-hsamngam	id=g:1313527
Loi-hsamhsip	id=g:1313528
Loihsamhsip	id=g:1313529
Loi-hsamantau	id=g:1313530
Loi-hsam	id=g:1313531
Loi-hsai	id=g:1313532
Loi-hsahtè	id=g:1313533
Nam Loihsa	id=g:1313534
Kawng Loi-hsa	id=g:1313535
Loi-hsa	id=g:1313536
Loi-hsa	id=g:1313537
Loi-hsa	id=g:1313538
Loi-hsa	id=g:1313539
Loi-hsa	id=g:1313540
Loihsa	id=g:1313541
Loi-hsa	id=g:1313542
Loi-hsa	id=g:1313543
Loi-hpye	id=g:1313544
Loi-hpwoi	id=g:1313545
Loi-hpwi	id=g:1313546
Loihpwe	id=g:1313547
Loihpung	id=g:1313548
Loihpaung	id=g:1313549
Loi-hpaung	id=g:1313550
Loi-hpang	id=g:1313551
Loi-hpang	id=g:1313552
Loi-hpan	id=g:1313553
Loihpa Bum	id=g:1313554
Loi-hosang	id=g:1313555
Loi-ho-nguk	id=g:1313556
Loi-hoi	id=g:1313557
Loi-hkwe	id=g:1313558
Loi-hkwan	id=g:1313559
Loi-hkun	id=g:1313560
Loihku	id=g:1313561
Loi-hku	id=g:1313562
Loi-hku	id=g:1313563
Loi-hkonhkam	id=g:1313564
Loihkok	id=g:1313565
Loihkin	id=g:1313566
Loihke	id=g:1313567
Loi-hke	id=g:1313568
Loi-hke	id=g:1313569
Loi-hkawng	id=g:1313570
Loihkawn	id=g:1313571
Loi-hkaw-ingyaung	id=g:1313572
Loi-hkaw	id=g:1313573
Loi-hkaw	id=g:1313574
Loi-hkaw	id=g:1313575
Loi-hkaw	id=g:1313576
Loi-hkaw	id=g:1313577
Loi-hkaw	id=g:1313578
Loi-hkaw	id=g:1313579
Loi-hkaw	id=g:1313580
Loi-hkan	id=g:1313581
Loi-hkan	id=g:1313582
Loihkamhaung	id=g:1313583
Loi-hkam	id=g:1313584
Loi-hkam	id=g:1313585
Loi-hkam	id=g:1313586
Loi-hkam	id=g:1313587
Loi-hkam	id=g:1313588
Loi-hkam	id=g:1313589
Loi-hkam	id=g:1313590
Loi-hkam	id=g:1313591
Loihkám	id=g:1313592
Loi-hkam	id=g:1313593
Loi-hkam	id=g:1313594
Loi-hep	id=g:1313595
Loihan	id=g:1313596
Loi-ham	id=g:1313597
Loi-hak	id=g:1313598
Loi-chin	id=g:1313599
Loiche	id=g:1313600
Loi-boun Taung	id=g:1313601
Loi-ang	id=g:1313602
Loi-ang	id=g:1313603
Loi-ang	id=g:1313604
Loi-an	id=g:1313605
Loi-a-ling	id=g:1313606
Loi-ai	id=g:1313607
Loi-ai	id=g:1313608
Lohtu	id=g:1313609
Lohpong	id=g:1313610
Lohpa Hka	id=g:1313611
Lohpa Bum	id=g:1313612
Lo-hko	id=g:1313613
Loglai Hka	id=g:1313614
Loepedo	id=g:1313615
Lo-e-khi	id=g:1313616
Lobahku	id=g:1313617
Nam Lo	id=g:1313618
Hwè Lo	id=g:1313619
Lloyds Island	id=g:1313620
Liyo	id=g:1313621
Liyang	id=g:1313622
Livock Bay	id=g:1313623
Lītu Ra	id=g:1313624
Little Torres Islands	id=g:1313625
Little Tenasserim River	id=g:1313626
Little Russell Island	id=g:1313627
Little Coco Island	id=g:1313628
Lishaw	id=g:1313629
Lipyekhi	id=g:1313630
Lipok Chaung	id=g:1313631
Lion Rock	id=g:1313632
Lion Island	id=g:1313633
Linzwe	id=g:1313634
Linzwe	id=g:1313635
Linzin Chaung	id=g:1313636
Linzin	id=g:1313637
Linzagyet	id=g:1313638
Linywa	id=g:1313639
Linyin	id=g:1313640
Linyawgin	id=g:1313641
Linwun	id=g:1313642
Linwe	id=g:1313643
Linti Shwedaung	id=g:1313644
Linti	id=g:1313645
Lintha	id=g:1313646
Lin-ten	id=g:1313647
Linpök Tèk	id=g:1313648
Linpöklong	id=g:1313649
Linphone Kyaungna	id=g:1313650
Linphon	id=g:1313651
Linpha	id=g:1313652
Linno-taung	id=g:1313653
Linnesan	id=g:1313654
Loi Linmun	id=g:1313655
Linmun	id=g:1313656
Linmudaung	id=g:1313657
Linmu	id=g:1313658
Linmaywe	id=g:1313659
Linmaw	id=g:1313660
Linmalokyun	id=g:1313661
Linlut	id=g:1313662
Linlun	id=g:1313663
Linlum	id=g:1313664
Linlu	id=g:1313665
Linlôk Kyun	id=g:1313666
Linlēng	id=g:1313667
Linleng	id=g:1313668
Lin Len	id=g:1313669
Linle-in	id=g:1313670
Linle	id=g:1313671
Linle	id=g:1313672
Linlè	id=g:1313673
Linlam	id=g:1313674
Linkyawng	id=g:1313675
Linke	id=g:1313676
Linkan	id=g:1313677
Linhu	id=g:1313678
Linhsong	id=g:1313679
Linhpun	id=g:1313680
Lin Hpong-long	id=g:1313681
Linhpa	id=g:1313682
Linhka	id=g:1313683
Lin-hawng	id=g:1313684
Lingyaw	id=g:1313685
Lingyaung	id=g:1313686
Lingweywa	id=g:1313687
Lingwa	id=g:1313688
Lingtui	id=g:1313689
Lingthum Sakan	id=g:1313690
Lingtao	id=g:1313691
Lingpwa	id=g:1313692
Lingnuk Nok	id=g:1313693
Linglom	id=g:1313694
Lingleng	id=g:1313695
Lingleng	id=g:1313696
Lingleng	id=g:1313697
Lingkei-chai	id=g:1313698
Lingin	id=g:1313699
Linghkyi	id=g:1313700
Lingado	id=g:1313701
Lingadipa	id=g:1313702
Lingadaw Chaung	id=g:1313703
Lingadaw	id=g:1313704
Lingadaw	id=g:1313705
Linga Chaung	id=g:1313706
Nam Ling	id=g:1313707
Nam Ling	id=g:1313708
Loi Ling	id=g:1313709
Lindi	id=g:1313710
Linde	id=g:1313711
Lindaung	id=g:1313712
Lindat Chaung	id=g:1313713
Linda Taung	id=g:1313714
Lindalu Taung	id=g:1313715
Lindalu	id=g:1313716
Lindalu	id=g:1313717
Lindagya	id=g:1313718
Lindagaing	id=g:1313719
Linda-an	id=g:1313720
Linbyun Chaung	id=g:1313721
Linbyu	id=g:1313722
Linbonye	id=g:1313723
Linbinsu	id=g:1313724
Linban Taung	id=g:1313725
Linbangya Chaung	id=g:1313726
Linban Chaung	id=g:1313727
Linban	id=g:1313728
Nam Lin	id=g:1313729
Nam Lin	id=g:1313730
Limpu	id=g:1313731
Limpöklong	id=g:1313732
Limokhi	id=g:1313733
Limkhai	id=g:1313734
Limi	id=g:1313735
Limbo Vum	id=g:1313736
Li-maw	id=g:1313737
Nam Lim	id=g:1313738
Loi Lim	id=g:1313739
Loi Lim	id=g:1313740
Li-lu	id=g:1313741
Hwè Li-lo	id=g:1313742
Li-lo	id=g:1313743
Likwi	id=g:1313744
Likwi	id=g:1313745
Likku-in	id=g:1313746
Likhokhaw Taung	id=g:1313747
Loi Lik	id=g:1313748
Li-hsaw	id=g:1313749
Lihsaw	id=g:1313750
Lihsaw	id=g:1313751
Li-hsā	id=g:1313752
Li Hka	id=g:1313753
Ligaung	id=g:1313754
Li-fangniu-chang	id=g:1313755
Lichune Island	id=g:1313756
Liche	id=g:1313757
Liburlap	id=g:1313758
Lia Va	id=g:1313759
Lianrih	id=g:1313760
Lianhna	id=g:1313761
Liang Shan	id=g:1313762
Hwè Liang	id=g:1313763
Lezwe	id=g:1313764
Lezu	id=g:1313765
Lèzu	id=g:1313766
Lèzin	id=g:1313767
Lezin	id=g:1313768
Lezegon	id=g:1313769
Lezawchaunggyi	id=g:1313770
Lezan Taung	id=g:1313771
Lezanga	id=g:1313772
Lezamyaung	id=g:1313773
Lezadon	id=g:1313774
Lezadaw	id=g:1313775
Leywazon	id=g:1313776
Leywazon	id=g:1313777
Leywa	id=g:1313778
Leywa	id=g:1313779
Leywa	id=g:1313780
Leywa	id=g:1313781
Leywa	id=g:1313782
Leyinde	id=g:1313783
Leye	id=g:1313784
Leyazu	id=g:1313785
Leyat	id=g:1313786
Leya Chaung	id=g:1313787
Leya	id=g:1313788
Leya	id=g:1313789
Leya	id=g:1313790
Leya	id=g:1313791
Lewingon	id=g:1313792
Lewe Chaung	id=g:1313793
Lewe	id=g:1313794
Lewe	id=g:1313795
Lèwainggyi	id=g:1313796
Lewaing	id=g:1313797
Lewado	id=g:1313798
Lēwa Chaung	id=g:1313799
Lēwa Chaung	id=g:1313800
Lewa	id=g:1313801
Lèwa	id=g:1313802
Lè-u-zu	id=g:1313803
Le-uzu	id=g:1313804
Le-uzu	id=g:1313805
Le-uzu	id=g:1313806
Le-uzu	id=g:1313807
Le-u Yo	id=g:1313808
Le-u-gale	id=g:1313809
Le-u	id=g:1313810
Le-u	id=g:1313811
Le-u	id=g:1313812
Le-u	id=g:1313813
Leu	id=g:1313814
Le-u	id=g:1313815
Le-u	id=g:1313816
Le-u	id=g:1313817
Letyetywa	id=g:1313818
Letyetma	id=g:1313819
Letyetma	id=g:1313820
Letyetkon	id=g:1313821
Letyagyin	id=g:1313822
Letyagyaung	id=g:1313823
Let-ya	id=g:1313824
Letwut Chaung	id=g:1313825
Letwesadain	id=g:1313826
Letwedet	id=g:1313827
Letwedet	id=g:1313828
Letwe	id=g:1313829
Letwaga Kyaw	id=g:1313830
Letwa	id=g:1313831
Letu	id=g:1313832
Let-tu-pa-la Chaung	id=g:1313833
Lettoktaw	id=g:1313834
Lettok	id=g:1313835
Letti	id=g:1313836
Letthit	id=g:1313837
Letthegyo	id=g:1313838
Letthegyin	id=g:1313839
Letthama Kyun	id=g:1313840
Letthamagu	id=g:1313841
Letthamagan	id=g:1313842
Letthama	id=g:1313843
Lettet	id=g:1313844
Lettauk In	id=g:1313845
Letswe Chaung	id=g:1313846
Letswechaung	id=g:1313847
Letswe	id=g:1313848
Letsutkya	id=g:1313849
Letsôk-aw Kyun	id=g:1313850
Letsin Chaung	id=g:1313851
Letsegan	id=g:1313852
Letsegan	id=g:1313853
Letsegan	id=g:1313854
Letse	id=g:1313855
Letsa Va	id=g:1313856
Letsaungyu	id=g:1313857
Letsaunggan	id=g:1313858
Letsaunggan	id=g:1313859
Letpyit Chaung	id=g:1313860
Letpyin	id=g:1313861
Letpwezaing	id=g:1313862
Letpatkon	id=g:1313863
Letpanzu	id=g:1313864
Letpanzu	id=g:1313865
Letpanzin	id=g:1313866
Letpanzin	id=g:1313867
Letpanzin	id=g:1313868
Letpanzeik	id=g:1313869
Letpanzeik	id=g:1313870
Letpanzeik	id=g:1313871
Letpanzauk	id=g:1313872
Letpanzan	id=g:1313873
Letpanywa	id=g:1313874
Letpanyegyaw	id=g:1313875
Letpan Yaw	id=g:1313876
Letpanwe	id=g:1313877
Letpanu	id=g:1313878
Letpanto	id=g:1313879
Letpan-thongwa	id=g:1313880
Letpanthonbin	id=g:1313881
Letpanthaung	id=g:1313882
Letpantha	id=g:1313883
Letpantha	id=g:1313884
Letpantha	id=g:1313885
Letpantha	id=g:1313886
Letpantaga	id=g:1313887
Letpanshe	id=g:1313888
Letpan Saw	id=g:1313889
Letpan Reserved Forest	id=g:1313890
Letpanpwe Chaung	id=g:1313891
Letpanpin	id=g:1313892
Letpanngu	id=g:1313893
Letpannginaung	id=g:1313894
Letpankwin	id=g:1313895
Let-pan-kon	id=g:1313896
Letpankashe	id=g:1313897
Letpanhla	id=g:1313898
Letpanhla	id=g:1313899
Letpanhla	id=g:1313900
Letpanhkon	id=g:1313901
Letpanhkahla Taung	id=g:1313902
Letpanhkahla Myauk	id=g:1313903
Letpanhkahla Ale	id=g:1313904
Letpanhkahla	id=g:1313905
Letpangyun	id=g:1313906
Letpangyun	id=g:1313907
Letpangyun	id=g:1313908
Letpangyun	id=g:1313909
Letpangyitaw	id=g:1313910
Letpangyin South	id=g:1313911
Letpangyin North	id=g:1313912
Letpangyin	id=g:1313913
Letpangyin	id=g:1313914
Letpangyin	id=g:1313915
Letpangyin	id=g:1313916
Letpangyin	id=g:1313917
Letpangyin	id=g:1313918
Letpangyi	id=g:1313919
Letpangyaung	id=g:1313920
Letpangya	id=g:1313921
Letpangwin	id=g:1313922
Letpangwin	id=g:1313923
Letpangwin	id=g:1313924
Letpangwe	id=g:1313925
Letpangwe	id=g:1313926
Letpangon	id=g:1313927
Letpangon	id=g:1313928
Letpangon	id=g:1313929
Letpangon	id=g:1313930
Letpangon	id=g:1313931
Letpangon	id=g:1313932
Letpangon	id=g:1313933
Letpangon	id=g:1313934
Letpangon	id=g:1313935
Letpangon	id=g:1313936
Letpangôn	id=g:1313937
Letpangon	id=g:1313938
Letpangon	id=g:1313939
Letpangon	id=g:1313940
Letpangon	id=g:1313941
Letpangon	id=g:1313942
Letpangon	id=g:1313943
Letpangon	id=g:1313944
Letpangon	id=g:1313945
Letpangon	id=g:1313946
Letpangin	id=g:1313947
Letpandon	id=g:1313948
Letpandon	id=g:1313949
Letpandon	id=g:1313950
Letpande	id=g:1313951
Letpande	id=g:1313952
Letpandaw	id=g:1313953
Letpandaw	id=g:1313954
Letpandaw	id=g:1313955
Letpandaw	id=g:1313956
Letpandaung	id=g:1313957
Letpandan In	id=g:1313958
Letpandan	id=g:1313959
Letpandan	id=g:1313960
Letpandan	id=g:1313961
Letpandan	id=g:1313962
Letpandan	id=g:1313963
Letpandaing	id=g:1313964
Letpandaga	id=g:1313965
Letpanda	id=g:1313966
Letpanda	id=g:1313967
Letpanchibaw	id=g:1313968
Letpan Chaung	id=g:1313969
Letpan Chaung	id=g:1313970
Letpanchaing	id=g:1313971
Letpanbyin	id=g:1313972
Letpanbya	id=g:1313973
Letpanbu Ashe	id=g:1313974
Letpanbu Anauk	id=g:1313975
Letpanbu Ale	id=g:1313976
Letpanbu	id=g:1313977
Letpanbu	id=g:1313978
Letpanbu	id=g:1313979
Letpanbin Chaung	id=g:1313980
Letpanbin	id=g:1313981
Letpanbin	id=g:1313982
Letpanbin	id=g:1313983
Letpanbin	id=g:1313984
Letpanbin	id=g:1313985
Letpanbin	id=g:1313986
Letpanbin	id=g:1313987
Letpanbin	id=g:1313988
Letpanbin	id=g:1313989
Letpanbin	id=g:1313990
Letpanbin	id=g:1313991
Letpanbin	id=g:1313992
Letpan Atet	id=g:1313993
Letpanaing	id=g:1313994
Letpana Chaung	id=g:1313995
Letpan	id=g:1313996
Letpan	id=g:1313997
Letpan	id=g:1313998
Letpan	id=g:1313999
Letpan	id=g:1314000
Letpan	id=g:1314001
Letpan	id=g:1314002
Letpan	id=g:1314003
Letpan	id=g:1314004
Letpan	id=g:1314005
Letpan	id=g:1314006
Letpan	id=g:1314007
Letpan	id=g:1314008
Letpan	id=g:1314009
Letpan	id=g:1314010
Letpan	id=g:1314011
Letpan	id=g:1314012
Letpan	id=g:1314013
Letpan	id=g:1314014
Letpan	id=g:1314015
Letpan	id=g:1314016
Letpan	id=g:1314017
Letpan	id=g:1314018
Letpan	id=g:1314019
Letpakon	id=g:1314020
Letpahla	id=g:1314021
Letpagwè	id=g:1314022
Letpagan	id=g:1314023
Letpagan	id=g:1314024
Letpagan	id=g:1314025
Letpagan	id=g:1314026
Letpado	id=g:1314027
Letpado	id=g:1314028
Letpado	id=g:1314029
Letpadaw Ashe	id=g:1314030
Letpadaw Anauk	id=g:1314031
Letpadaw	id=g:1314032
Letpadaw	id=g:1314033
Letpadaw	id=g:1314034
Letpadaw	id=g:1314035
Letpadaw	id=g:1314036
Letpadaw	id=g:1314037
Letpadaw	id=g:1314038
Letpadaung Taung	id=g:1314039
Letpadansu	id=g:1314040
Letpadan Chaung	id=g:1314041
Letpandan	id=g:1314042
Letpadan	id=g:1314043
Letpabya	id=g:1314044
Letpa	id=g:1314045
Letnge Chaung	id=g:1314046
Letmyaung	id=g:1314047
Letme	id=g:1314048
Letme	id=g:1314049
Letmaya	id=g:1314050
Letmaunggwe	id=g:1314051
Letmaunggwe	id=g:1314052
Letmauk	id=g:1314053
Letmabyin	id=g:1314054
Letma	id=g:1314055
Letma	id=g:1314056
Letma	id=g:1314057
Letlegon	id=g:1314058
Letkyi	id=g:1314059
Letkyat In	id=g:1314060
Letkya	id=g:1314061
Letkwette	id=g:1314062
Letkwadwa	id=g:1314063
Letku	id=g:1314064
Letkokpinyin	id=g:1314065
Letkokpin	id=g:1314066
Letkokpin	id=g:1314067
Letkokpin	id=g:1314068
Letkokpin	id=g:1314069
Letkokpin	id=g:1314070
Letkokpin	id=g:1314071
Letkokpin	id=g:1314072
Letkokpin	id=g:1314073
Letkokpin	id=g:1314074
Letkokpin	id=g:1314075
Letkokpin	id=g:1314076
Letkokkwin	id=g:1314077
Letkokkon	id=g:1314078
Letkokkon	id=g:1314079
Letkok	id=g:1314080
Letkok	id=g:1314081
Letkhokpin	id=g:1314082
Letkhok	id=g:1314083
Letkaunggyi	id=g:1314084
Letkaukwa	id=g:1314085
Letkaukkya	id=g:1314086
Letkattaung	id=g:1314087
Letkat Taung	id=g:1314088
Letkat Taung	id=g:1314089
Letkat	id=g:1314090
Letkapin	id=g:1314091
Letkandaung	id=g:1314092
Letkana	id=g:1314093
Letkan	id=g:1314094
Letkabya	id=g:1314095
Letka	id=g:1314096
Lethunkan	id=g:1314097
Lethlok	id=g:1314098
Lethittaw	id=g:1314099
Le-thit Chaung	id=g:1314100
Le-thit	id=g:1314101
Le-thit	id=g:1314102
Lèthit	id=g:1314103
Le-thit	id=g:1314104
Le-thein	id=g:1314105
Lethawko	id=g:1314106
Lethawa	id=g:1314107
Lethaung	id=g:1314108
Letha Taung	id=g:1314109
Letha Taung	id=g:1314110
Letha Taung	id=g:1314111
Letha Taung	id=g:1314112
Letha Taung	id=g:1314113
Lethagon	id=g:1314114
Lethagôn	id=g:1314115
Lethagon	id=g:1314116
Lethagon	id=g:1314117
Lethagôn	id=g:1314118
Lethadaung	id=g:1314119
Lethadaung	id=g:1314120
Letha Chaung	id=g:1314121
Lethābauk-maw	id=g:1314122
Letha	id=g:1314123
Letha	id=g:1314124
Lètha	id=g:1314125
Letha	id=g:1314126
Letha	id=g:1314127
Letha	id=g:1314128
Letgyi	id=g:1314129
Letbyaw Taung	id=g:1314130
Letawkhi	id=g:1314131
Letaunggyi	id=g:1314132
Letahe	id=g:1314133
Letagawng	id=g:1314134
Nam Let	id=g:1314135
Lessaw	id=g:1314136
Leshi	id=g:1314137
Leshe	id=g:1314138
Leshaung	id=g:1314139
Lesha Chaung	id=g:1314140
Lerwado Kyo	id=g:1314141
Lerkwardi Kerser	id=g:1314142
Lerka-kyaw Lu	id=g:1314143
Lerger	id=g:1314144
Lepon	id=g:1314145
Lepokaw	id=g:1314146
Lepodo	id=g:1314147
Lepo	id=g:1314148
Lephtawng	id=g:1314149
Lephado Kercher	id=g:1314150
Lepekho Taung	id=g:1314151
Lepalaw Taung	id=g:1314152
Le-o-chaung-te	id=g:1314153
Le-o	id=g:1314154
Lenyintha	id=g:1314155
Lenyindaung	id=g:1314156
Lenya River	id=g:1314157
Lenya	id=g:1314158
Lenti	id=g:1314159
Lenteng	id=g:1314160
Lente	id=g:1314161
Len Mun	id=g:1314162
Lenlin	id=g:1314163
Lenleng	id=g:1314164
Lenlam	id=g:1314165
Lenko Taung	id=g:1314166
Lenikot	id=g:1314167
Lenhpu	id=g:1314168
Lenhai	id=g:1314169
Leng-un	id=g:1314170
Leng Tang	id=g:1314171
Lenglawng	id=g:1314172
Le-nge	id=g:1314173
Len-gaung Chaung	id=g:1314174
Lèngauk	id=g:1314175
Leng Aka	id=g:1314176
Nam Leng	id=g:1314177
Nam Leng	id=g:1314178
Nam Leng	id=g:1314179
Nam Lēng	id=g:1314180
Nam Leng	id=g:1314181
Nam Leng	id=g:1314182
Loi Leng	id=g:1314183
Loi Leng	id=g:1314184
Hwè Leng	id=g:1314185
Lenbwa	id=g:1314186
Lēnaw	id=g:1314187
Lenang	id=g:1314188
Loi Len	id=g:1314189
Lemyethna	id=g:1314190
Le-myethna	id=g:1314191
Lemyethna	id=g:1314192
Lemye	id=g:1314193
Lemyaung	id=g:1314194
Lèmun	id=g:1314195
Le-mun	id=g:1314196
Lemro River	id=g:1314197
Hawng Lem Mun	id=g:1314198
Lemigale	id=g:1314199
Lemi	id=g:1314200
Lèmi	id=g:1314201
Lemhpa Pum	id=g:1314202
Loi Lemhka-han	id=g:1314203
Lemepoli	id=g:1314204
Lēmayo	id=g:1314205
Lemawhta	id=g:1314206
Lē-ma Taung	id=g:1314207
Lemakhan	id=g:1314208
Lemaing Chaung	id=g:1314209
Le-ma Chaung	id=g:1314210
Lema Chaung	id=g:1314211
Lema	id=g:1314212
Lema	id=g:1314213
Lema	id=g:1314214
Lema	id=g:1314215
Lema	id=g:1314216
Lema	id=g:1314217
Lema	id=g:1314218
Lema	id=g:1314219
Lema	id=g:1314220
Lema	id=g:1314221
Loi Lem	id=g:1314222
Loi Lem	id=g:1314223
Loi Lem	id=g:1314224
Loi Lem	id=g:1314225
Loi Lem	id=g:1314226
Loi Lem	id=g:1314227
Loi Lem	id=g:1314228
Loi Lem	id=g:1314229
Loi Lem	id=g:1314230
Loi Lem	id=g:1314231
Loi Lem	id=g:1314232
Loi Lem	id=g:1314233
Loi Lem	id=g:1314234
Loi Lem	id=g:1314235
Leluso	id=g:1314236
Lelusan	id=g:1314237
Leluaing	id=g:1314238
Lelu	id=g:1314239
Lelu	id=g:1314240
Lēlu	id=g:1314241
Lelon	id=g:1314242
Lelode	id=g:1314243
Lelaw Klo	id=g:1314244
Lelawde	id=g:1314245
Le Laung	id=g:1314246
Lelapyaw	id=g:1314247
Lelanbin	id=g:1314248
Lelan	id=g:1314249
Le-lai	id=g:1314250
Le-lai	id=g:1314251
Lēladaung	id=g:1314252
Lekoloklo Kyaw	id=g:1314253
Leko Doka	id=g:1314254
Leko Doka	id=g:1314255
Leklede	id=g:1314256
Lekhi	id=g:1314257
Lekhi	id=g:1314258
Lekhaw	id=g:1314259
Leke	id=g:1314260
Leke	id=g:1314261
Lekawdo	id=g:1314262
Lekaw	id=g:1314263
Leka Taung	id=g:1314264
Leizang	id=g:1314265
Leiwapu	id=g:1314266
Leiwado	id=g:1314267
Leising	id=g:1314268
Leipi	id=g:1314269
Lein-ya-aw Chaung	id=g:1314270
Leinmawgyin	id=g:1314271
Leinmawgyan	id=g:1314272
Leinmawgôn	id=g:1314273
Leinmawchan	id=g:1314274
Leinmaw	id=g:1314275
Leinli	id=g:1314276
Leinke Taung	id=g:1314277
Leinhla	id=g:1314278
Leingyun	id=g:1314279
Leingyaw	id=g:1314280
Leingwin	id=g:1314281
Leing Pung	id=g:1314282
Leingon	id=g:1314283
Leingon	id=g:1314284
Leingon	id=g:1314285
Leingon	id=g:1314286
Leingon	id=g:1314287
Leingon	id=g:1314288
Leingon	id=g:1314289
Leingôn	id=g:1314290
Leingnang	id=g:1314291
Leingkhine	id=g:1314292
Leingdaung	id=g:1314293
Leingbon	id=g:1314294
Leindon Chaung	id=g:1314295
Leindon	id=g:1314296
Leindon	id=g:1314297
Leindaw	id=g:1314298
Leinbinwe	id=g:1314299
Leinbingwin	id=g:1314300
Leinbin	id=g:1314301
Leinbin	id=g:1314302
Leinbin	id=g:1314303
Leinbin	id=g:1314304
Leinado	id=g:1314305
Le In	id=g:1314306
Leilom	id=g:1314307
Leilet	id=g:1314308
Leilaw	id=g:1314309
Leik-u-thaung Aw	id=g:1314310
Leik-u Kyun	id=g:1314311
Leik-u Kyun	id=g:1314312
Leik-u-gon	id=g:1314313
Leiktu	id=g:1314314
Leiktu	id=g:1314315
Leiktho Kyaunggon	id=g:1314316
Leiktho	id=g:1314317
Lèikthè	id=g:1314318
Leikthaung	id=g:1314319
Leiktaung	id=g:1314320
Leiktaung	id=g:1314321
Leiktaik	id=g:1314322
Leikswe	id=g:1314323
Leiksindaung	id=g:1314324
Leiksin Chaung	id=g:1314325
Leiksinbyin	id=g:1314326
Leiksin	id=g:1314327
Leiksaw	id=g:1314328
Leiksangun	id=g:1314329
Leiksa	id=g:1314330
Leikpyin Kyun	id=g:1314331
Leikpyagyi	id=g:1314332
Leikpyagale	id=g:1314333
Leikpok	id=g:1314334
Leikpok	id=g:1314335
Leikpôk	id=g:1314336
Leikpaw	id=g:1314337
Leikme	id=g:1314338
Leikma	id=g:1314339
Leikkyi	id=g:1314340
Leikkye	id=g:1314341
Leikkya	id=g:1314342
Leikkwe	id=g:1314343
Leikkonzu	id=g:1314344
Leikkon	id=g:1314345
Leikkon	id=g:1314346
Leikkon	id=g:1314347
Leikkamaw	id=g:1314348
Leikkala	id=g:1314349
Leikkaik	id=g:1314350
Leik-kaba	id=g:1314351
Leikkaba	id=g:1314352
Leikkaba	id=g:1314353
Leikhlut	id=g:1314354
Leikchin	id=g:1314355
Leikchaung	id=g:1314356
Leikchan	id=g:1314357
Leikawdo	id=g:1314358
Leikang	id=g:1314359
Leikan	id=g:1314360
Leichang Zung	id=g:1314361
Leibawmi	id=g:1314362
Leibawkyo	id=g:1314363
Leibawkhi Sakan	id=g:1314364
Lehta	id=g:1314365
Le-hso	id=g:1314366
Lehpohta	id=g:1314367
Lehpo	id=g:1314368
Lehpahto	id=g:1314369
Le-hpa-anhku	id=g:1314370
Lèhme Chaung	id=g:1314371
Lehlagon	id=g:1314372
Lehla	id=g:1314373
Lehla	id=g:1314374
Lehla	id=g:1314375
Lehkawhte	id=g:1314376
Lehinchin Mual	id=g:1314377
Legyo	id=g:1314378
Legyinyo	id=g:1314379
Legyin	id=g:1314380
Legyin	id=g:1314381
Legyidaw	id=g:1314382
Legyidaung	id=g:1314383
Legyi-aing Chaung	id=g:1314384
Le-gyi	id=g:1314385
Legyi	id=g:1314386
Legyi	id=g:1314387
Legyi	id=g:1314388
Legyi	id=g:1314389
Legyi	id=g:1314390
Legyi	id=g:1314391
Legyi	id=g:1314392
Legyawdin	id=g:1314393
Legyaungdaik	id=g:1314394
Legyaing	id=g:1314395
Le-gya	id=g:1314396
Legwetkyi	id=g:1314397
Legwa	id=g:1314398
Legwa	id=g:1314399
Legu	id=g:1314400
Lēgôngyi	id=g:1314401
Lēgôn	id=g:1314402
Legaw Kho	id=g:1314403
Legaung	id=g:1314404
Legaung	id=g:1314405
