Aïne et Tilri	id=g:2582596
Oued el Melah	id=g:2583521
Oued el Mesdour	id=g:2583522
Henchir el Bania	id=g:2583523
Henchir Sbiba	id=g:2583524
El Bliada	id=g:2583525
Oued er Rekaba	id=g:2583526
Sidi Bou Hali	id=g:2583527
Agbet es Slougui	id=g:2583528
Oued Sidi Bou Hali	id=g:2583529
Oued et Tella	id=g:2583530
Tazerga	id=g:2583531
Oued el Alimar	id=g:2583532
Koudiat el Kerkoud	id=g:2583533
Faïd el Imam	id=g:2583534
Oued Najia	id=g:2583535
Aïn Jenane ed Dar	id=g:2583536
Aïn el Mourra	id=g:2583537
Jebel el Gassa	id=g:2583538
Aïn el Mettouia	id=g:2583539
Oued et Tella	id=g:2583540
Oued el Guettar	id=g:2583541
Es Salaa	id=g:2583542
Ed Douamis	id=g:2583543
Oued en Nechaf	id=g:2583544
Oued el Mgasbaïa	id=g:2583545
Sidi Bou Drouaïa	id=g:2583546
Zaazaa	id=g:2583547
Griane	id=g:2583548
Aïn el Berouag	id=g:2583549
El Gourine	id=g:2583550
Aïn el Morra	id=g:2583551
Aïn el Ahmila	id=g:2583552
Aïn ed Dachra	id=g:2583553
Koudiat Ain el Jiouch	id=g:2583554
Faïd el Adama	id=g:2583555
Oued el Bagrat	id=g:2583556
El Arous	id=g:2583557
Koudiat ed Diss	id=g:2583558
Oued el Haria	id=g:2583559
El Hamri	id=g:2583560
Oued es Safsaf	id=g:2583561
Argoub Rmel el Jediz	id=g:2583562
Aïn ez Zana	id=g:2583563
Aïn et Techa	id=g:2583564
Jebel es Solah	id=g:2583565
Aïn Frouha	id=g:2583566
Mzaret Sidi Bou Aden	id=g:2583567
Aïn el Anjassa	id=g:2583568
Sidi Ali Ben es Sghir	id=g:2583569
Aïn el Jenane	id=g:2583570
Chabet el Jenna	id=g:2583571
Henchir el Aouiti	id=g:2583572
Aïn Beida	id=g:2583573
Sidi Bou Dina	id=g:2583574
Ech Chihia	id=g:2583575
Aïn Bet Tahar	id=g:2583576
Ragoubet es Sid	id=g:2583577
Ragoubet el Hamri	id=g:2583578
Aïn el Assel	id=g:2583579
Aïn el Hanech	id=g:2583580
Aïn ed Deflaïa	id=g:2583581
Aïn el Ouhaïbia	id=g:2583582
Bir Ouejem	id=g:2583583
Aïn el Yhoudia	id=g:2583584
Es Semaïtia	id=g:2583585
Et Telaïl	id=g:2583586
Aïn el Aleg	id=g:2583587
Aïn el Abania	id=g:2583588
Aïn el Kerma	id=g:2583589
Aïn er Rouiss	id=g:2583590
Ech Chekarbinia	id=g:2583591
El Jehaf	id=g:2583592
Douar Ouled Avad	id=g:2583593
Ragoubet Ben Aïad	id=g:2583594
Oulad Maalla	id=g:2583595
Ech Chaïba	id=g:2583596
Douar Jendouba	id=g:2583597
Meganine	id=g:2583598
Aïn ez Zebda	id=g:2583599
Jebel Rebia	id=g:2583600
Koudiat el Beïda	id=g:2583601
Aïn ez Zerariss	id=g:2583602
Aïn Babouch	id=g:2583603
El Hammam	id=g:2583604
Er Rechad el Mrahel	id=g:2583605
Aïn et Tolba	id=g:2583606
Henchir Hadda	id=g:2583607
Station de Muthul	id=g:2583608
Bled Rajata	id=g:2583609
Oued el Bezouich	id=g:2583610
Oued en Ngueur	id=g:2583611
Douar Kabyle	id=g:2583612
Oued Mahabout	id=g:2583613
Abd el Anine	id=g:2583614
Sidi Bader	id=g:2583615
Oued el Ougof	id=g:2583616
Aïn Chlem	id=g:2583617
Mzaret Sidi Amor	id=g:2583618
Douar Sidi Amor	id=g:2583619
Oued Ben Salah	id=g:2583620
Sidi Amor	id=g:2583621
Oued Kseur	id=g:2583622
Aïn Guetta	id=g:2583623
Mzaret Sidi Bou Nasri	id=g:2583624
Chabet Esserak	id=g:2583625
Koudiat Aïne Ghourna	id=g:2583626
Kef Dzira	id=g:2583627
Kef Zira	id=g:2583628
Oued el Halleg	id=g:2583629
Ghreira	id=g:2583630
Es Sid	id=g:2583631
Argoub Janaraza	id=g:2583632
Argoub Ali Bou Rezem	id=g:2583633
Kef el Kebir	id=g:2583634
Argoub Ben Saïd	id=g:2583635
Ghoumd el Kebir	id=g:2583636
Sottart Bou Lares	id=g:2583637
Oued Beida	id=g:2583638
Oued Mouzned Loueze	id=g:2583639
Saïdi	id=g:2583640
Argoub Sidi Mousba	id=g:2583641
Argoub Goumsaa	id=g:2583642
Aïn Hebia	id=g:2583643
Chaba Hasselou	id=g:2583644
Aïn Cherchera	id=g:2583645
Chabet el Melah	id=g:2583646
Aïn Jenane	id=g:2583647
Aïn Redir	id=g:2583648
Kef Lasselab	id=g:2583649
Kef Sarsouf	id=g:2583650
Signal Atatfa	id=g:2583651
Fej Foukani	id=g:2583652
Aïn Rossa	id=g:2583653
Debabsa	id=g:2583654
Fernant el Harreg	id=g:2583655
Oued Haufret el Oussif	id=g:2583656
Majen Remel	id=g:2583657
Ksour Zoubia Messaoud	id=g:2583658
Majen el Mi	id=g:2583659
Chaba Frina	id=g:2583660
Argoub el Gaf	id=g:2583661
Eddire el Kerma	id=g:2583662
Mzaret Jebel Sellah	id=g:2583663
Chabet el Ghantra	id=g:2583664
Oued ez Zan	id=g:2583665
El Redir	id=g:2583666
Chabet Eghfilfilat	id=g:2583667
Chabet el Mada	id=g:2583668
Argoub Kebira	id=g:2583669
Douar Oulad Moumen	id=g:2583670
Douar Bou Maa	id=g:2583671
Mzaret Sidi Abd Allah	id=g:2583672
Douar Atouama	id=g:2583673
Kef el Berka	id=g:2583674
Argoub el Mazila	id=g:2583675
Mzaret Sidi Amar	id=g:2583676
Kef el Laham	id=g:2583677
Kef Dar Embarka	id=g:2583678
Kef ed Drabi	id=g:2583679
Chabet Berka	id=g:2583680
Oued el Lil	id=g:2583681
Chabet et Touinet	id=g:2583682
Sidi Merzoug	id=g:2583683
Argoub Amara	id=g:2583684
Oued Ben Rezig	id=g:2583685
Koudiat el Areg	id=g:2583686
Bir el Jenane	id=g:2583687
Aïn Smara	id=g:2583688
Aïn el Amadi	id=g:2583689
Koudiat el Houd	id=g:2583690
Koudiat et Tatir	id=g:2583691
Aïn Sidi Ramdane	id=g:2583692
Oued Saboun	id=g:2583693
Koudiat Ben Kamel	id=g:2583694
Bir Ben Chagroun	id=g:2583695
Oued Chede	id=g:2583696
Bir Ben Jebbi	id=g:2583697
Oued el Biar	id=g:2583698
Bir Naura	id=g:2583699
Bled Amara	id=g:2583700
Bir Oueld Cherbi	id=g:2583701
Bir Magra	id=g:2583702
Oum Zine es Sahha	id=g:2583703
Koudiat Sidi Bou Racouba	id=g:2583704
Koudiat es Sejera ed Dhalla	id=g:2583705
Sidi Saïd	id=g:2583706
Koudiat Agh el Amara	id=g:2583707
Bled ech Chems	id=g:2583708
Sidi Emmbarek	id=g:2583709
Koudiat Tellet Chagra	id=g:2583710
Oued Aïn Moussa	id=g:2583711
Bir Cherket es Saboune	id=g:2583712
Aïn el Beïda	id=g:2583713
Aïn ez Zebda	id=g:2583714
Sidi Ali Ben Brahim	id=g:2583715
Sidi Mohammed Lakdar	id=g:2583716
Bled ed Dogra	id=g:2583717
Oued ed Dogra	id=g:2583718
Aïn Choua	id=g:2583719
Bir et Tahar el Kafif	id=g:2583720
Bir el Melah	id=g:2583721
Bir Cheria	id=g:2583722
Aïn ech Cheriâ	id=g:2583723
Henchir ed Dries	id=g:2583724
Bled Zafrane	id=g:2583725
Koudiat Laktass	id=g:2583726
Oued et Trab	id=g:2583727
Henchir Maïala	id=g:2583728
Koudiat Mergueb Bou Aguib	id=g:2583729
Aïn Aliga	id=g:2583730
Oued Aïn Aliga	id=g:2583731
Henchir Haouach	id=g:2583732
Koudiat el Joua	id=g:2583733
Aïn Ghorab	id=g:2583734
Bir Ben el Baji	id=g:2583735
Koudiat Lengou	id=g:2583736
Koudiat el Barla	id=g:2583737
Sidi Bou Cheddada	id=g:2583738
Aïn Cherma	id=g:2583739
Oued Lahmar	id=g:2583740
Oued Deba	id=g:2583741
Oued Zafrane	id=g:2583742
Koudiat ez Zarrouba	id=g:2583743
Labbes	id=g:2583744
Sidi Mzaret Kaddour	id=g:2583745
Oued el Haras	id=g:2583746
Aïn Bou Aïcha	id=g:2583747
Koudiat et Tella	id=g:2583748
Koudiat Baghela	id=g:2583749
Aïn ed Dogra	id=g:2583750
Aïn er Racherid	id=g:2583751
Koudiat et Touila	id=g:2583752
Aïn es Safsafa	id=g:2583753
Koudiat Fet Salem	id=g:2583754
Koudiat Abaoub	id=g:2583755
Aïn Merzoug	id=g:2583756
Oued Merzoug	id=g:2583757
Koudiat Charbia	id=g:2583758
Sidi Amor	id=g:2583759
Aïn Ben Ameur	id=g:2583760
Aïn Jaraïa	id=g:2583761
Aïn Abd er Rahmane	id=g:2583762
Oued Hallouf	id=g:2583763
Oued Medbouh	id=g:2583764
Oued Remba	id=g:2583765
Oued Sfaïa	id=g:2583766
Oued Melah	id=g:2583767
Koudiat el Mzira	id=g:2583768
Oued el Karouba	id=g:2583769
Koudiat ech Cherchara	id=g:2583770
Aïn Cherchara	id=g:2583771
Oued el Melah	id=g:2583772
Aïn Kapouk	id=g:2583773
Oued el Morra	id=g:2583774
Bir Bel Kassem Chadli	id=g:2583775
Fej el Berda	id=g:2583776
Jebel Ouled el Mouelli	id=g:2583777
Bir Mahjoub	id=g:2583778
Sidi Bou Diba	id=g:2583779
Douar Ali Ben Msika	id=g:2583780
Aïn el Hamra	id=g:2583781
Oued el Yhoudi	id=g:2583782
Oued el Msid	id=g:2583783
Oued el Hamra	id=g:2583784
Aïn el Borj	id=g:2583785
Koudiat el Guenaoua	id=g:2583786
Sidi Msid	id=g:2583787
Koudiat el Kechrid	id=g:2583788
Jebel Msid	id=g:2583789
Jebel Argoub er Ras	id=g:2583790
Sidi Ahmed Ben Chai	id=g:2583791
Koudiat Hamich	id=g:2583792
Sidi Amara	id=g:2583793
Oued Ahmar	id=g:2583794
Oued el Morra	id=g:2583795
Les Zouarines	id=g:2583796
Es Souani	id=g:2583797
Magroun	id=g:2583798
Jeddara	id=g:2583799
Zouarid	id=g:2583800
Oued Sefra	id=g:2583801
Aïn ez Zoris	id=g:2583802
Sidi Ahmed Ben Hafid	id=g:2583803
Koudiat Sefra	id=g:2583804
Koudiat Sfaïa	id=g:2583805
Aïn el Kbira	id=g:2583806
Koudiat Msadir	id=g:2583807
Koudiat el Betouma	id=g:2583808
Kef el Broum	id=g:2583809
Koudiat Sfaïa	id=g:2583810
Koudiat el Houireb	id=g:2583811
Koudiat en Nouesser	id=g:2583812
Aïn ech Chabia	id=g:2583813
En Nouesser	id=g:2583814
Koudiat Tabet Serdouk	id=g:2583815
Aïn el Melah	id=g:2583816
Aïn ez Zoubia	id=g:2583817
Aïn el Fej	id=g:2583818
Koudiat Seffah	id=g:2583819
Koudiat Guessaat	id=g:2583820
Kef Rgueb	id=g:2583821
Aïn es Sghira	id=g:2583822
Koudiat el Guessa	id=g:2583823
Ragoubet Bel Kassem Ben Ali	id=g:2583824
Kef Sghir	id=g:2583825
El Mehafir	id=g:2583826
Kef Kebir	id=g:2583827
Argoub ez Zebbouz	id=g:2583828
Ragoubet Safra	id=g:2583829
Jebel Bou Grine	id=g:2583830
Koudiat Mellaha	id=g:2583831
Koudiat el Mohajjer	id=g:2583832
Sidi Hamouda	id=g:2583833
Koudiat el Haj	id=g:2583834
Sidi Gnaoui	id=g:2583835
Oued ed Darnouss	id=g:2583836
Sidi Houimel	id=g:2583837
Oued el Morra	id=g:2583838
Sidi Abd el Kader	id=g:2583839
Koudiat es Sakata	id=g:2583840
Ragoubet es Saīd	id=g:2583841
Koudiat el Koufat	id=g:2583842
Sidi Mannsour	id=g:2583843
Koudiat et Tella	id=g:2583844
Sidi Nasseur	id=g:2583845
Chabet Melleg	id=g:2583846
Sidi Zrig	id=g:2583847
Argoub Salah	id=g:2583848
Oued er Rouijal	id=g:2583849
Aïn el Beïda	id=g:2583850
Faïd el Younes	id=g:2583851
Oued el Hassiat	id=g:2583852
Faïd el Malem	id=g:2583853
Ragoubet es Sefsaf	id=g:2583854
Henchir Bou Lebda	id=g:2583855
Sidi el Mghamid	id=g:2583856
El Aouleje	id=g:2583857
Henchir Ben Kachine	id=g:2583858
Douar ech Charafia	id=g:2583859
Seba Argoud	id=g:2583860
Koudiat el Louatia	id=g:2583861
Koudiat Sidi Bou Hajaja	id=g:2583862
Sidi el Berrak	id=g:2583863
Ragoubet el Choucha	id=g:2583864
Khanguet Afres	id=g:2583865
Henchir Bou Nader	id=g:2583866
Oued el Hajra es Safra	id=g:2583867
Aïn Griou	id=g:2583868
Argoub et Tarfaïa	id=g:2583869
Bled el Bateun	id=g:2583870
Ragoubet el Akhab	id=g:2583871
Oulad et Touaba	id=g:2583872
Jebel Fej er Rih	id=g:2583873
Koudiat el Hariga	id=g:2583874
Jebel el Ouiba	id=g:2583875
Koudiat Snouber	id=g:2583876
Sidi Ahmed er Gherib	id=g:2583877
Bled el Bania	id=g:2583878
Bled Bazina	id=g:2583879
Douar el Kafia	id=g:2583880
Douar Bou Mahres	id=g:2583881
Douar Oulad Khiar	id=g:2583882
Bled Bou Chaïra	id=g:2583883
Koudiat ez Zelzla	id=g:2583884
Henchir el Belda	id=g:2583885
Bled Jouine	id=g:2583886
Bled Bou Slia	id=g:2583887
Koudiat el Magroun	id=g:2583888
Koudiat el Faouara	id=g:2583889
Koudiat en Nasser	id=g:2583890
Oued el Melah	id=g:2583891
Koudiat Souda	id=g:2583892
Koudiat Bou Slia	id=g:2583893
Koudiat Sidi Melliti	id=g:2583894
Oued el Mellaha	id=g:2583895
Oued el Mgasabaïa	id=g:2583896
Oued el Guemer	id=g:2583897
Er Rosfa	id=g:2583898
Oued Kebrita	id=g:2583899
Oued el Mottaliket	id=g:2583900
Mekna	id=g:2583901
Oued Sghir	id=g:2583902
Jebel Bou Dmagh	id=g:2583903
Oued Bou Dmagh	id=g:2583904
Oued ed Dorbane	id=g:2583905
Signal de Boudinah	id=g:2583906
Sfaïet el Assa	id=g:2583907
Demnet el Jemel	id=g:2583908
Oued Aïn Ali Ben Laïa	id=g:2583909
Ragoubet es Souda	id=g:2583910
Aïn Ghellab	id=g:2583911
Aïn el Mra	id=g:2583912
Ragoubet el Diab	id=g:2583913
Kef er Raï	id=g:2583914
Ragoubet Ghoumd Asoud	id=g:2583915
Oued Ghoumd el Jmaat	id=g:2583916
Argoub Kechrid el Hallouf	id=g:2583917
Chabet Bou Dighem	id=g:2583918
Oued Dar el Kaghl	id=g:2583919
Aïn Mgassch	id=g:2583920
Ragoubet es Srasif	id=g:2583921
Ragoubet Rchadet Aïcha	id=g:2583922
Argoub es Snoubraï	id=g:2583923
Aïn Hammam	id=g:2583924
Oued el Guelb	id=g:2583925
Ragoubet el Guelb	id=g:2583926
Oued ech Chechura	id=g:2583927
Oued el Beira	id=g:2583928
Ragoubet el Bania	id=g:2583929
Oued er Ramda	id=g:2583930
Kef Salah Ben Souissi	id=g:2583931
Chabet Soltana	id=g:2583932
Ragoubet Faïd el Ajoul	id=g:2583933
El Aroug	id=g:2583934
Aïn ed Deflaïa	id=g:2583935
Ragoubet Hamra	id=g:2583936
Aïn Chaba Sghira	id=g:2583937
Ragoubet en Nouale	id=g:2583938
Kef es Souane	id=g:2583939
Sidi el Bechir	id=g:2583940
El Ghazalia	id=g:2583941
Douar el Haj Dhahbi	id=g:2583942
Borj Hemessi	id=g:2583943
Koudiat Ali el Ahmer	id=g:2583944
Jebel Soufel Aha	id=g:2583945
Jebel el Azire	id=g:2583946
Oued el Belloute	id=g:2583947
Ras Barkallah	id=g:2583949
Bir Amor Bachir Khalifa	id=g:2583950
Bir Mahjoub	id=g:2583951
Henchir Mahjoub	id=g:2583952
Henchir Mourij	id=g:2583953
Bir Amor Ben Abdullah	id=g:2583954
Bir ech Chaffar	id=g:2583955
Jouf Lassoued	id=g:2583956
Oued Khemila	id=g:2583957
Bir Haj el Mekki	id=g:2583958
Soualah	id=g:2583959
Sidi Gueblaoui	id=g:2583960
Bir et Tachcha	id=g:2583961
Oued Msedda	id=g:2583962
Oued Messaouda	id=g:2583963
Chaffar	id=g:2583964
Oued Mourij	id=g:2583965
Sidi Bou Freia	id=g:2583966
El Guetifa	id=g:2583967
Garet Mghaïet	id=g:2583968
El Batah	id=g:2583969
Bourmada	id=g:2583970
Dar el Beil	id=g:2583971
Jebel el Hammala	id=g:2583972
Sidi Ahmed el Aouach	id=g:2583973
Argoub Debdaba	id=g:2583974
Oued el Terich	id=g:2583975
Aïn Atta	id=g:2583976
Oued el Gourni	id=g:2583977
Tell el Beil	id=g:2583978
Argoub el Gouaïd	id=g:2583979
Sidi Atia	id=g:2583980
Argoub el Glim	id=g:2583981
Koudiat el Mecheroub	id=g:2583982
Oued Aïn el Aleb	id=g:2583983
Henchir el Hajera el Hamra	id=g:2583984
Henchir Dobb	id=g:2583985
Koudiat es Sefra	id=g:2583986
Koudiat es Senoubria	id=g:2583987
Ragoubet el Ajili	id=g:2583988
Henchir Brarbit	id=g:2583989
Henchir Damous ed Deboua	id=g:2583990
Jebel Tebaga	id=g:2583991
Ech el Agab	id=g:2583992
Oued el Bagra	id=g:2583993
Jebel Saddok Bou Anane	id=g:2583994
Ragoubet Guern el Ghezel	id=g:2583995
Kef el Mennsta	id=g:2583996
Jebel el Menassir	id=g:2583997
Kef es Soukra	id=g:2583998
Ragoubet el Ketef	id=g:2583999
Aïn es Sfisifa	id=g:2584000
Jebel Demnat ed Derias	id=g:2584001
Henchir Jebel el Gsir	id=g:2584002
Jebel el Gsir	id=g:2584003
Henchir ez Zoubia	id=g:2584004
Henchir Tabbet el Ksir	id=g:2584005
Jebel Bellout	id=g:2584006
Jebel Melez	id=g:2584007
Oued es Sid	id=g:2584008
El Mazoula	id=g:2584009
El Fleïssiah	id=g:2584010
Oued el Melah	id=g:2584011
El Hememda	id=g:2584012
Guelib ez Zine	id=g:2584013
Draa er Rahet	id=g:2584014
Oued er Ghara	id=g:2584015
Bir Sidi Ali	id=g:2584016
Maarouf	id=g:2584017
Henchir Karachoum	id=g:2584018
Oued el Hallouf	id=g:2584019
Henchir el Bahira	id=g:2584020
Sidi Bou Richa	id=g:2584021
Ech Cheurfa	id=g:2584022
Mazoula	id=g:2584023
Ragouba Douib	id=g:2584024
Lalla Haniah	id=g:2584025
Foum es Gouafel	id=g:2584026
Koudiat el Mechroub	id=g:2584027
Faïd ech Cheik	id=g:2584028
Sidi Bou Hassene	id=g:2584029
Aïn el Melah	id=g:2584030
Henchir el Hammam	id=g:2584031
Jebel el Hamama	id=g:2584032
Oued en Nouaïl	id=g:2584033
Kalaat Bel Ghaoui	id=g:2584034
Draa Chercheria	id=g:2584035
Jebel Goléa	id=g:2584036
Sidi Abd el Kader	id=g:2584037
Aïn el Melah	id=g:2584038
Oued es Sougueta	id=g:2584039
Aïne el Jebbar	id=g:2584040
Sra Fide Hassine	id=g:2584041
Barrage Nebhana	id=g:2584042
Argoub el Jbibine	id=g:2584043
Dir el Jaja	id=g:2584044
Henchir Oum Hafsa	id=g:2584045
Oued Abd el Moumene	id=g:2584046
Faïd Aïffa	id=g:2584047
Oued el Hassah	id=g:2584048
Guelib el Ali	id=g:2584049
Kef el Jemmar	id=g:2584050
Oued el Jou	id=g:2584051
Aïne el Jou	id=g:2584052
Kef er Rekham	id=g:2584053
Aïne el Jaida	id=g:2584054
Oued Kef el Jebabria	id=g:2584055
Aïn es Smara	id=g:2584056
Oued Cheddad	id=g:2584057
Oued er Roun	id=g:2584058
Ragoubet es Souida	id=g:2584059
Oued Khalfallah	id=g:2584060
Oued Jenane	id=g:2584061
Henchir Khouchiat ech Chbel	id=g:2584062
Henchir el Faïd el Bennt	id=g:2584063
Oued Regaïah	id=g:2584064
Jebel el Halaouiat	id=g:2584065
Jebel Nassir	id=g:2584066
Oued Khadzkhadza	id=g:2584067
Oued Douilia	id=g:2584068
Oued Néghéhifa	id=g:2584069
Jebel Fartout	id=g:2584070
Henchir Saadine	id=g:2584071
Kef el Khouma	id=g:2584072
Aïn el Merja	id=g:2584073
Oued Aïn Snouber	id=g:2584074
Aïn Snouber	id=g:2584075
Oued el Khourij	id=g:2584076
Jebel ed Diour	id=g:2584077
Ragoubet en Nehal	id=g:2584078
Aïn el Medina	id=g:2584079
Oued el Guerbij	id=g:2584080
Oued et Tricha	id=g:2584081
Draa el Maamir	id=g:2584082
Sidi Chaïb	id=g:2584083
Oued el Amnache	id=g:2584084
Oued Faïd el Guemah	id=g:2584085
Henchir Oum el Aboual	id=g:2584086
Oued et Tlil	id=g:2584087
Oued el Hadra	id=g:2584088
Draa et Tlil	id=g:2584089
Aïn Oued el Mzach	id=g:2584090
Oued el Mzach	id=g:2584091
Kef er Gherab	id=g:2584092
Ragoubet el Mora	id=g:2584093
Aïn el Mora	id=g:2584094
Oued en Nehal	id=g:2584095
Aïn el Fouar	id=g:2584096
Ragoubet el Biad	id=g:2584097
Conduite du Bargou	id=g:2584098
Henchir el Houal	id=g:2584099
Haouita Sidi Ali Mera	id=g:2584100
Oued el Meteki	id=g:2584101
Ragoubet Edmane Ferej	id=g:2584102
Ragoubet Dar Oum Hani	id=g:2584103
Oued el Aïchir	id=g:2584104
Oued el Marmia	id=g:2584105
Réservoir de l’ Oued Kébir	id=g:2584106
Henchir Abida	id=g:2584107
Oued Demane ech Chaïb	id=g:2584108
Oued el Maïz	id=g:2584109
Oued Mohammed Ben Haj	id=g:2584110
Oued es Seïd	id=g:2584111
Kef Mrik	id=g:2584112
Sidi Ahmed	id=g:2584113
Oued el Guetar	id=g:2584114
Dar el Ouahichi	id=g:2584115
Henchir ed Deba	id=g:2584116
Aïn el Hajla	id=g:2584117
Bir el Guetari	id=g:2584118
Aïn Abd el Jelloul	id=g:2584119
Henchir el Flours	id=g:2584120
Bir Kassern	id=g:2584121
Kef el Azreg	id=g:2584122
Aïn el Fouar	id=g:2584123
Dar Cheïkh Ali	id=g:2584124
Dar er Rebia	id=g:2584125
Sidi Abd el Kerim	id=g:2584126
Dar Mohammed Jébrine	id=g:2584127
Draa ech Chouachine	id=g:2584128
Hamadet el Kouni	id=g:2584129
Oued Sidi Ahmed	id=g:2584130
Dar Ben el Ouaar	id=g:2584131
Dar Ben Mbarek	id=g:2584132
Dar Ben Nehar	id=g:2584133
Hamadet es Saadni	id=g:2584134
Sidi el Branis	id=g:2584135
Sidi es Saadni	id=g:2584136
Sidi Meftah	id=g:2584137
Jebel Ediour	id=g:2584138
Henchir Ragba	id=g:2584139
Bir Oulad Fodda	id=g:2584140
Sidi Bou Beker	id=g:2584141
Oued ed Dehel	id=g:2584142
El Kemkine	id=g:2584143
Sidi Yahia	id=g:2584144
Sidi Bou Chiha	id=g:2584145
Jebel ez Zbidine	id=g:2584146
Kef el Agab	id=g:2584147
Henchir Beghanech	id=g:2584148
Sidi Ali Bou Berlila	id=g:2584149
Oued Mzach	id=g:2584150
Oued el Henchir	id=g:2584151
Oued el Mtallit	id=g:2584152
Oued et Tififila	id=g:2584153
Jebel Zaress	id=g:2584154
Oued el Alaliga	id=g:2584155
Oued en Nfidet Ben Naoui	id=g:2584156
Henchir Zaress	id=g:2584157
Bled el Mahrouka	id=g:2584158
Sidi Banour	id=g:2584159
Sidi Ali Ben Salah	id=g:2584160
Jebel Sidi Saïd	id=g:2584161
Jebel ech Chenannfa	id=g:2584162
Oued Nezi	id=g:2584163
Oued el Borj	id=g:2584164
Oued Saad Allah	id=g:2584165
Aïn Bou Ali	id=g:2584166
Bled Demane et Torba	id=g:2584167
Jebel Dar Ahmar	id=g:2584168
Jebel Sidi Bou Bekr	id=g:2584169
Kef el Assakria	id=g:2584170
Jebel Fouza	id=g:2584171
Chabet el Guennara	id=g:2584172
Oued Safsaf	id=g:2584173
Oued Abbeya	id=g:2584174
Oued el Haouaria	id=g:2584175
Kef el Azreg	id=g:2584176
Henchir el Geunnara	id=g:2584177
Oued Nagat es Sedra	id=g:2584178
Jebanna Sidi Abd Allah	id=g:2584179
Bir el Kelb	id=g:2584180
Hamadet el Malla	id=g:2584181
Hamadet el Feurn	id=g:2584182
Oued en Naja	id=g:2584183
Oued el Atatcha	id=g:2584184
Lalla Selima	id=g:2584185
Draa Lekouane	id=g:2584186
Henchir Remels	id=g:2584187
Oued Beghanech	id=g:2584188
Oued el Ahmar	id=g:2584189
Henchir el Abiod	id=g:2584190
Bir el Ahmar	id=g:2584191
Henchir et Teyare	id=g:2584192
Henchir Amara	id=g:2584193
Henchir el Kerrai	id=g:2584194
Henchir ech Cherfi	id=g:2584195
Henchir Miladi	id=g:2584196
Henchir Gremda	id=g:2584197
Sidi el Mesmondi	id=g:2584198
Oued el Menncha	id=g:2584199
Draa Ben Saïdane	id=g:2584200
Jougar	id=g:2584201
Oued Aïn Nechma	id=g:2584202
Jebel Aïn es Saïd	id=g:2584203
Hamadet el Attaline	id=g:2584204
Kef el Mahireg	id=g:2584205
Koudia Ksour Dhomda	id=g:2584206
Bled Ben Saïdane	id=g:2584207
Koudia Oum el Akiab	id=g:2584208
Draa el Frine	id=g:2584209
Oued el Manjara	id=g:2584210
Oued el Gouissate	id=g:2584211
Chabet el Mehalla	id=g:2584212
Oued Sakia	id=g:2584213
Bir el Ababsa	id=g:2584214
Dar el Haj Ahmed	id=g:2584215
Oued el Assed	id=g:2584216
Oued ech Chiffa	id=g:2584217
Koudiat es Settara	id=g:2584218
Oued el Faduar	id=g:2584219
Oued Sidi Nasseur	id=g:2584220
Oued el Hallouf	id=g:2584221
Koudiat el Faaïa	id=g:2584222
Henchir Sidi Slimane	id=g:2584223
Henchir Bent el Bey	id=g:2584224
Henchir Rouah	id=g:2584225
Koudiat ed Dib	id=g:2584226
Henchir Sidi Saïd	id=g:2584227
Oued el Hafi	id=g:2584228
Oued Brechnia	id=g:2584229
Henchir el Kherba	id=g:2584230
Araguib Oued el Khadra	id=g:2584231
Haouita Sidi Aïch	id=g:2584232
Koudiat Mismech ed Diab	id=g:2584233
Bir Sidi ech Cherif	id=g:2584234
Haouita Sidi ech Cherif	id=g:2584235
Aïn Feguira Salah	id=g:2584236
Zaouia Feguira Salah	id=g:2584237
Henchir Ben Messaoud	id=g:2584238
Koudiat ed Debba	id=g:2584239
Sidi Messaoud Ben el Hani	id=g:2584240
Aïn el Hajar	id=g:2584241
Koudiat el Mergueb	id=g:2584242
Koudiat el Haraf	id=g:2584243
Oued el Mahoun	id=g:2584244
Aïn el Jaja	id=g:2584245
Aïn es Serdouk	id=g:2584246
Oued ez Zitoun	id=g:2584247
Oued el Ahmar	id=g:2584248
Oued el Aïn	id=g:2584249
Oued el Hallouf	id=g:2584250
Koudiat el Magra	id=g:2584251
Oued el Jarabiah	id=g:2584252
Aïn Hamida	id=g:2584253
Koudiat es Safour	id=g:2584254
Koudiat el Hallouf	id=g:2584255
Sidi el Haj Mbarek	id=g:2584256
Jebel Ben Klab	id=g:2584257
Oued Sidi el Mahdi	id=g:2584258
Sidi Bou Zitouna	id=g:2584259
Bir Oulj el Hallalif	id=g:2584260
Jebel Maggra	id=g:2584261
Bir el Jeraf	id=g:2584262
Bir Haj Ali Ben Nsib	id=g:2584263
Sidi Ali el Adara	id=g:2584264
Oued Oussi Slougui	id=g:2584265
Bir el Mour	id=g:2584266
Sidi Salan Bel Feguira	id=g:2584267
Zaouia Mohammed Salah	id=g:2584268
Sidi el Kakiche	id=g:2584269
Dar Ali Ben Baziz	id=g:2584270
Es Soualem	id=g:2584271
Haouita el Kakiche	id=g:2584272
Sidi Ali el Allough	id=g:2584273
Sidi Ali Ben Rebah	id=g:2584274
Jebel el Mabrouk	id=g:2584275
Sidi el Haj	id=g:2584276
Oued en Nhal	id=g:2584277
Henchir Messa	id=g:2584278
Sidi Ali ech Chaïb	id=g:2584279
