Kal Gāh	id=g:129197
Ḩowz-e Haft Farsakh	id=g:132429
Hafteh	id=g:132430
Haft Dasht-e Pā’īn	id=g:132431
Haft Dasht	id=g:132432
Hafdār	id=g:132433
Kūh-e Haft Cheshmeh	id=g:132434
Kūh-e Haft Cheshmeh	id=g:132435
Haft Cheshmeh	id=g:132436
Haft Cheshmeh	id=g:132437
Haft Cheshmeh	id=g:132438
Haft Cheshmeh	id=g:132439
Haft Cheshmeh	id=g:132440
Haft Cheshmeh	id=g:132441
Haft Cheshmeh	id=g:132442
Haft Cheshmeh	id=g:132443
Kūh-e Haft Chang	id=g:132444
Kūh-e Haft Chāh	id=g:132445
Haft Chāh	id=g:132446
Haft Barm-e Kūdīān	id=g:132447
Haft Āsīāb	id=g:132448
Haft Āshīān	id=g:132449
Haftān-e Pā’īn	id=g:132450
Haftān-e Bālā	id=g:132451
Haftādar	id=g:132452
Sāgūrch-e Haftād Mīsh	id=g:132453
Kūh-e Haftā Dar	id=g:132454
Kūh-e Haft Admīn	id=g:132455
Haftād	id=g:132456
Ḩowz-e Haft	id=g:132457
Hafshejān	id=g:132458
Ḩaffār-e Sharqī	id=g:132459
Ḩaffār-e Gharbī	id=g:132460
Ḩaffār Channel	id=g:132461
Ḩāfez̧	id=g:132462
Ḩāfez̧īyeh	id=g:132463
Ḩāfez̧ābād	id=g:132464
Ḩowẕ-e Ḩāfez̧	id=g:132465
Dabestān-e Ḩāfez̧	id=g:132466
Haft Darān	id=g:132467
Kūh-e Hafcheh	id=g:132468
Gardaneh-ye Ḩāf	id=g:132469
Hādīshāh	id=g:132470
Hādī Kīāshar	id=g:132471
Hādī Gavāber	id=g:132472
Ḩedeyd	id=g:132473
Hādīābād	id=g:132474
Hādīābād	id=g:132475
Hādīābād	id=g:132476
Hādīābād	id=g:132477
Hādīābād	id=g:132478
Hādīābād	id=g:132479
Kūh-e Hādī	id=g:132480
Bāsīrī Hādī	id=g:132481
Haddam Ravine	id=g:132482
Hadāmeh-ye Vosţá	id=g:132483
Ḩaddām	id=g:132484
Ḩaddādan	id=g:132485
Ḩaddābād	id=g:132486
Ḩadbeh	id=g:132487
Hādar Bāgh	id=g:132488
Hādān	id=g:132489
Hadakān	id=g:132490
Hāchehsū	id=g:132491
Rūdkhāneh-ye Ḩableh Rūd	id=g:132492
Ḩabībvand	id=g:132493
Ḩabībvand-e ‘Olyā	id=g:132494
Ḩabībollāh	id=g:132495
Ḩabībān	id=g:132496
Ḩabībābād	id=g:132497
Ḩabībābād	id=g:132498
Ḩabībābād	id=g:132499
Mazra‘eh-ye Ḩabīb	id=g:132500
Ḩabībābād	id=g:132501
Ḩabash-e Soflá	id=g:132503
Ḩabash-e ‘Olyā	id=g:132504
Ḩabashī	id=g:132505
Ḩabashī	id=g:132506
Ḩabash	id=g:132507
Ḩabābeh-ye Vostá	id=g:132508
Gūzīl	id=g:132509
Kūh-e Gūzeylar	id=g:132510
Gūznān	id=g:132511
Gūy Tappeh	id=g:132512
Gūyom	id=g:132513
Kūh-e Gūr-e Kharī	id=g:132514
Gūreh Daraq	id=g:132515
Gūy Dāgh	id=g:132516
Kūhyān	id=g:132517
Gūgān	id=g:132518
Gūsīan	id=g:132519
Kūh-e Gūshtūn	id=g:132520
Gūshtīn	id=g:132521
Gūshtī	id=g:132522
Gūsht Pazān	id=g:132523
Tang-e Gūsh Moreh	id=g:132524
Shekasteh-ye Gūshmīr	id=g:132525
Gūshī Lavandān (5)	id=g:132527
Gūshalān	id=g:132528
Kūshkī-ye Soflá	id=g:132529
Kūshkī-ye ‘Olyā	id=g:132530
Qal‘eh-ye Gūshkī	id=g:132531
Gūshkhānī	id=g:132532
Kūh-e Gūshk	id=g:132533
Gūshīn	id=g:132534
Gūshīk	id=g:132535
Kūh-e Gūsht Khvorā	id=g:132536
Gūsheh	id=g:132537
Gūsheh-ye Badī‘ ol Zamān	id=g:132538
Sa‘d-e Vaqāş	id=g:132539
Gūsheh-ye Soflá	id=g:132540
Kūsheh-ye Pā’īn	id=g:132541
Gūsheh-ye Moḩsen Ebn-e ‘Alī	id=g:132542
Gūsheh-ye Moḩammad Mālek	id=g:132543
Gūsheh-ye Kāpleh	id=g:132544
Gūsheh-ye Chahār Chenār	id=g:132545
Gūsheh-ye ‘Olyā	id=g:132546
Kūsheh-ye Bālā	id=g:132547
Gūsheh Shāhzādeh Qāsem	id=g:132548
Gūsheh	id=g:132549
Gūsheh-ye Pol	id=g:132550
Gūsheh	id=g:132551
Gūsheh Vazaq	id=g:132552
Gūsheh-ye Chāl Bozorg	id=g:132553
Nīm Īstgāh-e Gūsheh	id=g:132554
Gūsheh	id=g:132555
Gūsheh	id=g:132556
Gūsheh	id=g:132557
Gūsheh	id=g:132558
Gūsheh	id=g:132559
Gūsheh	id=g:132560
Gūsheh	id=g:132561
Gūsheh	id=g:132562
Gūsheh	id=g:132563
Gūsheh	id=g:132564
Chāh Gūsh-e Bālā	id=g:132565
Kūh-e Gūshdān	id=g:132566
Rūdkhāneh-ye Gūshāl	id=g:132567
Gūshkī	id=g:132568
Kūh-e Gūsh	id=g:132569
Gūsh	id=g:132570
Gūsengān	id=g:132571
Gūrzang	id=g:132572
Kūh-e Gūr Yal	id=g:132573
Gūrrok	id=g:132574
Qūrī Gol	id=g:132575
Gūrū Fīnū	id=g:132576
Kūh-e Gūrū	id=g:132577
Gūrū	id=g:132578
Gūrū	id=g:132579
Gūrū	id=g:132580
Gūrtom (1)	id=g:132581
Godār-e Gūr Sefīd	id=g:132582
Gūr Sefīd	id=g:132583
Gūrpān	id=g:132584
Gūrnasb	id=g:132585
Gūrī	id=g:132586
Gūr Kūh	id=g:132588
Gūr Kūh	id=g:132589
Āb-e Gūrkesh	id=g:132590
Kūh-e Gūrkharī	id=g:132591
Kūh-e Gūr Kānī	id=g:132592
Gūrkānī	id=g:132593
Gūrjū	id=g:132594
Gūrjaq	id=g:132595
Kūh-e Gūrjā	id=g:132596
Gūrīyeh	id=g:132597
Gūryat	id=g:132598
Darreh-ye Gūrī Ḩājjī	id=g:132599
Gūrīd-e Sar Bīsheh	id=g:132600
Gūrīd-e Bālā	id=g:132601
Godār-e Gūrī Chāh	id=g:132603
Kūh-e Gūrī	id=g:132604
Gūrī	id=g:132605
Gūrī	id=g:132606
Gowrī	id=g:132607
Gūr Khalaj	id=g:132608
Gurgū	id=g:132609
Gūr Gaz	id=g:132610
Gūrgīr	id=g:132611
Godār-e Gūrgar	id=g:132612
Gūr Sārū’īyeh	id=g:132613
Gūr-e Kord	id=g:132614
Tappeh-ye Gūr-e Khosrow	id=g:132615
Gūr-e Khār	id=g:132616
Gūr-e Kharī	id=g:132617
Gūreh Zā	id=g:132618
Gūrchī	id=g:132619
Gūr-e Ḩāsan‘alī	id=g:132620
Gowd-e Ganjū	id=g:132621
Gūr-e Espīd	id=g:132622
Gūrdak	id=g:132623
Gūr-e Bīzhan	id=g:132624
Rūd-e Gūrdī	id=g:132625
Gūrchū’īyeh	id=g:132626
Gūrchān	id=g:132627
Gūrchak	id=g:132628
Gūrband	id=g:132629
Gūr Bacheh	id=g:132630
Gowrāvān	id=g:132631
Gūrvāk	id=g:132632
Gorāfān	id=g:132633
Gūrānī	id=g:132634
Gūrān Dasht	id=g:132635
Kūh-e Gūrān	id=g:132636
Gūrān	id=g:132637
Gūrān	id=g:132638
Gūrān	id=g:132639
Gūrān	id=g:132640
Ghavr-e ‘Alīkhān	id=g:132641
Kūh-e Gūr ‘Alī	id=g:132642
Gūrak	id=g:132643
Gaverrak	id=g:132644
Gūrak Sādāt	id=g:132645
Gūrādīl	id=g:132646
Gūrāb Zarmīkh (1)	id=g:132647
Gūrāb Sar	id=g:132648
Gūrāb Pas (4)	id=g:132649
Gūr Ābjīr	id=g:132650
Gūrāb	id=g:132651
Gūrāb	id=g:132652
Gūrāb	id=g:132653
Gūrāb	id=g:132654
Gūrāb	id=g:132655
Gūr Āb	id=g:132656
Gūrāb	id=g:132657
Gūrāb	id=g:132658
Robāţ-e Gūr	id=g:132659
Rūdkhāneh-ye Gūpāl	id=g:132660
Rūdkhāneh-ye Gūnrānd	id=g:132661
Goneylī	id=g:132662
Gūnīān	id=g:132663
Kūh-e Bāsh Gūney	id=g:132664
Kūh-e Gūney	id=g:132665
Gūndūghdī	id=g:132666
Kūh-e Gūnī	id=g:132667
Gūnāy	id=g:132668
Gūnāb	id=g:132669
Golvandeh	id=g:132670
Chāh-e Khalaj	id=g:132671
Kūh-e Posht Gūlū Bādāmī	id=g:132672
Kūh-e Galū Fahraj	id=g:132673
Gowlag	id=g:132674
Gūlāb-e Pā’īn	id=g:132675
Gūlāb-e Vasaţ	id=g:132676
Gūk Tappeh	id=g:132677
Kūksar	id=g:132678
Gūkcheh Dāgh	id=g:132679
Gūkjeh	id=g:132680
Gūkcheh	id=g:132681
Gūkān	id=g:132682
Ganjīneh-ye Ẕarūnī	id=g:132683
Gūjkī-ye Bālā	id=g:132684
Gūjalgū	id=g:132685
Kūjār	id=g:132686
Gūjān	id=g:132687
Gūjak	id=g:132688
Gū'īn	id=g:132689
Gū’īn	id=g:132690
Gūgelī	id=g:132691
Gūgī	id=g:132692
Gūghar	id=g:132693
Gūggol	id=g:132694
Ma‘dan-e Delāzīān	id=g:132695
Kūh-e Gūgerd	id=g:132696
Gūgad	id=g:132697
Gorg Daraq	id=g:132698
Gūgchīn	id=g:132699
Gū Gāvī	id=g:132700
Gūgarchīnak	id=g:132701
Gūpol	id=g:132702
Konad Bar Delān	id=g:132703
Gardaneh-ye Gūchkas	id=g:132704
Gūchīn	id=g:132705
Gardaneh-ye Gūchar	id=g:132706
Gūbgān	id=g:132707
Rūdkhāneh-ye Govāsh	id=g:132708
Gavālem Gorgī	id=g:132709
Gozlū Dāgh	id=g:132710
Gazībān	id=g:132711
Goz Dagan	id=g:132712
Goz̄ar Kajīn	id=g:132713
Gezerdar	id=g:132714
Gazdār	id=g:132715
Gozalqāyeh	id=g:132716
Gūzal Ābdāl	id=g:132717
Kūh-e Gūzī	id=g:132718
Gozaldarreh-ye Soflá	id=g:132719
Gūyjeh-ye Solţān	id=g:132720
Gowsh Kūk	id=g:132721
Gosgarnow	id=g:132722
Gūrāb-e Pā’īn	id=g:132723
Gowrī-ye Shomālī	id=g:132724
Gūreh Daraq	id=g:132725
Gowrānd	id=g:132726
Kūh-e Gūr	id=g:132727
Kūh-e Gowr	id=g:132728
Gownjūk-e Soflá	id=g:132729
Kūh-e Gowmeyeh	id=g:132730
Gowmelān	id=g:132731
Gowkcheh	id=g:132732
Āb-e Gūkān	id=g:132733
Gowk	id=g:132734
Gowk	id=g:132735
Gowjeh Qomlāq	id=g:132736
Gowjeh Kand	id=g:132737
Gowjeh	id=g:132738
Gowhert	id=g:132739
Gowhar-e Malekī	id=g:132740
Gowhardān	id=g:132741
Gowhar Chaqā	id=g:132742
Gowharān	id=g:132743
Cheshmeh-ye Gowhar	id=g:132744
Gowhar	id=g:132745
Gāvmīrī	id=g:132746
Gūk Tappeh	id=g:132747
Gowg Tappeh	id=g:132748
Gūk Tappeh	id=g:132749
Gūsūt	id=g:132750
Gowglī	id=g:132751
Gowjeh Qīā	id=g:132752
Gūyjeh Qayah	id=g:132753
Gūgjeh	id=g:132754
Gogarchīn	id=g:132755
Chūgān	id=g:132756
Gowdū	id=g:132758
Gowdū	id=g:132759
Gowdū	id=g:132760
Gowd Nargesī	id=g:132761
Kūh-e Gowd Mīsh	id=g:132762
Godār-e Moghak	id=g:132763
Gowdīz	id=g:132764
Gowdī Sar	id=g:132765
Kūh-e Gūdīn	id=g:132766
Gowdīn	id=g:132767
Gowdhā	id=g:132769
Gowd Gīr	id=g:132770
Gowd Gaz	id=g:132771
Gowd Garī	id=g:132772
Kūh-e Gowdgāh	id=g:132773
Gowdzereshk-e Rāmjerd	id=g:132774
Gowd Espīd	id=g:132775
Gowd-e Sorkh	id=g:132777
Gowd-e Sorkh	id=g:132778
Gowd Sorkh	id=g:132779
Kotī Shūr	id=g:132780
Kūh-e Gowder Chāh	id=g:132781
Gūdarzī	id=g:132782
Gowd-e Neh	id=g:132783
Konārdān	id=g:132784
Gowd-e Jegārak	id=g:132785
Gowd-e Ḩowẕ	id=g:132786
Gowdgāh	id=g:132787
Kūh-e Gowd Chāh	id=g:132788
Gowd-e Hasht Tekkeh	id=g:132789
Rūdkhāneh-ye Gowder	id=g:132790
Gowden	id=g:132791
Gowd-e Gol	id=g:132792
Gowd-e Dehak	id=g:132793
Gowd Bīd	id=g:132794
Kūh-e Gowd-e Bīād	id=g:132795
Gowd-e Bajag	id=g:132796
Gowd-e Anār	id=g:132797
Gowd Aḩmar-e Soflá	id=g:132798
Gowd Balūţ	id=g:132799
Gūdar	id=g:132800
Gowrāngān	id=g:132801
Kūh-e Gūdāneh Jār	id=g:132802
Gowdāl-e Govah Solţān	id=g:132803
Gowdāl-e Pā’īn	id=g:132804
Gowdāl-e Bālā	id=g:132805
Gowdak	id=g:132806
Kūh-e Kamar Gowd	id=g:132807
Gowd	id=g:132808
Kūh-e Gāvchāl	id=g:132809
Gobeh Teshal	id=g:132810
Gūr	id=g:132811
Gūyjeh	id=g:132812
Govīch	id=g:132813
Āb-e Chīkā	id=g:132814
Govāver	id=g:132815
Govos	id=g:132816
Kūh-e Govārū	id=g:132817
Kūh-e Govāreh	id=g:132818
Gūrdān	id=g:132819
Gowvārdān	id=g:132820
Gūrchīn Qal‘eh	id=g:132821
Govarchīn	id=g:132822
Gavandar	id=g:132823
Govājak	id=g:132824
Govājgowdī	id=g:132825
Gavāhīn Dar Chāl	id=g:132826
Gavāhīn	id=g:132827
Govābīn	id=g:132828
Rūdkhāneh-ye Gotāv	id=g:132829
Gotāb	id=g:132830
Kūh-e Got	id=g:132831
Gostū’īyeh	id=g:132832
Gostak	id=g:132833
Rūdkhāneh-ye Gask-e Chowghān	id=g:132834
Tang-e Goshnekān	id=g:132835
Goshnehkān	id=g:132836
Kūh-e Goshneh Kān	id=g:132837
Goshāyesh	id=g:132838
Goshahrū	id=g:132839
Gorz Gol	id=g:132840
Gerzeh	id=g:132841
Gorz	id=g:132842
Goryān	id=g:132843
Gorveh	id=g:132844
Gorveh	id=g:132845
Gorveh	id=g:132846
Gorvān	id=g:132847
Gorūh	id=g:132848
Gorūh	id=g:132849
Gūreh	id=g:132850
Āb-e Gorpah	id=g:132851
Kūh-e Dasht-e Gorūm	id=g:132852
Bāghestān	id=g:132853
Gormūnow	id=g:132854
Kūh-e Gorm	id=g:132855
Gork	id=g:132856
Gorjī Maḩalleh	id=g:132857
Gorjī Bayān	id=g:132858
Gorjī	id=g:132859
Gorjī	id=g:132860
Gowjī	id=g:132861
Gorjī	id=g:132862
Gojestān	id=g:132863
Garjā’ī	id=g:132864
Gorjūyeh	id=g:132865
Gerīkān	id=g:132866
Shohadā	id=g:132867
Kūh-e Gorgūnak	id=g:132868
Gargīrī-ye Pā’īn	id=g:132869
Gargīrī-ye Bālā	id=g:132870
Gorgū’īyeh	id=g:132871
Chāh-e Gorg Kosh	id=g:132872
Gorgīn Dar	id=g:132873
Gorgīnābād	id=g:132874
Gorgīnābād	id=g:132875
Gorgīnābād	id=g:132876
Kargal	id=g:132877
Gorgeh'ī	id=g:132878
Gorgīrān	id=g:132879
Gorg-e Ḩeydarābād	id=g:132880
Gol Ḩeydar	id=g:132881
Gorgeh Bīsheh-ye ‘Olyā	id=g:132882
Gol Darreh	id=g:132883
Gorganā	id=g:132884
Gorg Bāghī	id=g:132885
Gorgāneh	id=g:132886
Tall-e Gorgān	id=g:132887
Khalīj-e Gorgān	id=g:132889
Dahaneh-ye Gorgān	id=g:132890
Gorgān	id=g:132891
Gorgān	id=g:132892
Rūdkhāneh-ye Gorgak	id=g:132893
Rūdkhāneh-ye Gorg	id=g:132894
Kūh-e Gorg	id=g:132895
Kūh-e Gorg	id=g:132896
Kūh-e Gorg	id=g:132897
Chāh-e Gorg	id=g:132898
Āb-e Gārak	id=g:132899
Garak	id=g:132900
Gorg	id=g:132901
Kūh-e Gorang	id=g:132902
Qolleh-ye Gordī	id=g:132903
Kūh-e Gerdeh Sal	id=g:132904
Gord Farāmarz	id=g:132905
Kūh-e Gordāl	id=g:132906
Kūh-e Gorbeh’ī	id=g:132907
Gorbeh’ī	id=g:132908
Gorbah Dān	id=g:132909
Gorāzān	id=g:132910
Rūdkhāneh-ye Gorāzī	id=g:132911
Gozrādūn	id=g:132912
Gorāzān	id=g:132913
Gorang	id=g:132914
Gorākhk	id=g:132915
Gorā Keleh	id=g:132916
Gūnū’īyeh	id=g:132917
Gāshkūh	id=g:132918
Gonjān	id=g:132919
Gongān	id=g:132921
Gongak	id=g:132922
Kondūz	id=g:132923
Gond-e Gorbeh	id=g:132924
Kūh-e Gondeshlū	id=g:132925
Goldasht-e ‘Olyā	id=g:132926
Gonba1/4	id=g:132927
Gombatū’īyeh	id=g:132928
Gonbarf	id=g:132929
Jazīreh-ye Gonbān	id=g:132930
Gonbaleh	id=g:132931
Gonbaleh	id=g:132932
Gonbak	id=g:132933
Chāh-e Gonbad Talkh	id=g:132934
Gonbad-e Sorkh	id=g:132935
Gonbad Jeq	id=g:132936
Gonbad-e Sīāh	id=g:132937
Gonbad-e Qābūs	id=g:132938
Gonbad-e Pīr Moḩammad	id=g:132939
Zīāratgāh-e Gonbad-e Lāleh	id=g:132940
Gonbad Kabūd	id=g:132941
Gonbad-e Ḩājjī	id=g:132942
Gonbad Derāz	id=g:132943
Gonbad Chāy	id=g:132944
Rūdkhāneh-ye Gonbadak	id=g:132945
Gonbadak	id=g:132946
Gonbad Rūd	id=g:132947
Chāh-e Gonbad	id=g:132949
Chāh-e Gonbad	id=g:132950
Gonbad	id=g:132951
Gonbad	id=g:132952
Gonbad	id=g:132953
Gonbad	id=g:132954
Gonbad-e ‘Alavī	id=g:132955
Rūdkhāneh-ye Kare’ī	id=g:132956
Gonārī	id=g:132957
Gonahrān	id=g:132958
Gonah Dār-e Mangūr	id=g:132959
Gonābād	id=g:132960
Gonābād	id=g:132961
Komesh Bolāgh	id=g:132962
Gomol	id=g:132963
Kūh-e Gomlok	id=g:132964
Gomīz	id=g:132965
Gomīsh Tappeh	id=g:132966
Jam Qal‘eh	id=g:132968
Gomīk	id=g:132969
Gomīgāsheh	id=g:132970
Kūh-e Gomzard	id=g:132971
Darreh-ye Gomzard	id=g:132972
Gomeshābād	id=g:132974
Gomerān	id=g:132975
Kūh-e Gomenāb	id=g:132976
Gomeh Darreh	id=g:132977
Gambū‘eh-ye Kūchek	id=g:132978
Gomeh	id=g:132979
Gombakī	id=g:132980
Gomorkān	id=g:132981
Gomār-e Kūchek	id=g:132982
Gomār Lang	id=g:132983
Gomār-e Sheykhān	id=g:132984
Gomārān	id=g:132985
Āb-e Gomār	id=g:132986
Gomār	id=g:132987
Gomānj-e Pāʼīn	id=g:132988
Gomānj-e Bālā	id=g:132989
Gomānj Chāy	id=g:132990
Gol Zardeh	id=g:132992
Gol-e Zard	id=g:132993
Gol-e Zard	id=g:132994
Gol-e Zard	id=g:132995
Gol-e Zard	id=g:132996
Gol-e Zard	id=g:132997
Gol-e Zard	id=g:132998
Gol Zard	id=g:132999
Gol Zār	id=g:133000
Golzār	id=g:133001
Golzār	id=g:133002
Qolīārān	id=g:133003
Golīān	id=g:133004
Golīān	id=g:133005
Golūnak	id=g:133006
Kolūnd	id=g:133007
Golūnābād	id=g:133008
Galūmak	id=g:133009
Golūm	id=g:133010
Golūlān-e Soflá	id=g:133011
Galkan	id=g:133012
Kūh-e Mīl Gūrū	id=g:133013
Kūh-e Gol Tappeh	id=g:133014
Gol Tappeh	id=g:133015
Gol Tappeh	id=g:133016
Gol Tappeh	id=g:133017
Gol Tappeh	id=g:133018
Gol Tappeh	id=g:133019
Gol Tappeh-ye Kavīr	id=g:133020
Gol Tappeh	id=g:133021
Gol Tappeh	id=g:133022
Gol Tappeh	id=g:133023
Golshekanān	id=g:133024
Nīm Īstgāh-e Golshanābād	id=g:133025
Golshanābād-e Pā’īn	id=g:133026
Golshanābād	id=g:133027
Golshan	id=g:133028
Golshan	id=g:133029
Golshan	id=g:133030
Golsarā	id=g:133031
Kachal Dāsh	id=g:133032
Golrū’īyeh	id=g:133033
Cheshmeh-ye Golrīz	id=g:133034
Gelerg	id=g:133035
Gol Qabāgh	id=g:133036
Golpāyegān	id=g:133037
Gol Bābākān	id=g:133038
Gīleh Pordesar	id=g:133039
Golparābād	id=g:133040
Kolbor	id=g:133041
Golnām	id=g:133042
Golmūrtī	id=g:133043
Gol ow Mol	id=g:133044
Gol Moḩammad	id=g:133045
Gol Mīm	id=g:133046
Kālmījān	id=g:133047
Bandar-e Golmānkhāneh	id=g:133048
Golmān	id=g:133049
Rūdkhāneh-ye Golmakān	id=g:133050
Golmakān	id=g:133051
Gol Makān	id=g:133052
Gol Makān-e ‘Olyā	id=g:133053
Īstgāh-e Gol Moḩak	id=g:133054
Golm	id=g:133055
Goljeh	id=g:133056
Golūjeh	id=g:133057
Golūjeh	id=g:133058
Gollījeh	id=g:133059
Gollījeh	id=g:133060
Goljeh	id=g:133061
Kal Khongak-e ‘Olyā	id=g:133063
Kal Khongak-e Soflá	id=g:133064
Golkhandān-e Qadīm	id=g:133065
Golkhandān-e Jadīd	id=g:133066
Gol Khandān	id=g:133067
Golkhāābād	id=g:133068
Kūh-e Golkesh	id=g:133069
Dūl Kandī	id=g:133070
Gel Kan	id=g:133071
Kolāh Jūb	id=g:133072
Golchīn	id=g:133073
Goljīk	id=g:133074
Golojeh	id=g:133075
Gollejeh	id=g:133076
Gol-e Zard	id=g:133077
Galīrān	id=g:133078
Golī Nū’īyeh	id=g:133079
Golī Namak	id=g:133080
Galīn	id=g:133081
Golīn	id=g:133082
Gelījerd	id=g:133083
Golījeh	id=g:133084
Golījān	id=g:133085
Kūh-e Goldāgh	id=g:133086
Golīchās	id=g:133087
Gelīān	id=g:133089
Golīān	id=g:133090
Golīān	id=g:133091
Chāh-e Golī	id=g:133092
Gollī	id=g:133093
Golhū	id=g:133094
Gol Hamīn	id=g:133095
Golgūshū’īyeh	id=g:133096
Kūh-e Golgūn	id=g:133097
Golgūn	id=g:133098
Gol Gol-e Vasaţī	id=g:133099
Gol Gol	id=g:133100
Gol Gol-e ‘Olyā	id=g:133101
Kūh-e Golgoleh	id=g:133102
Golgoleh	id=g:133103
‘Abbāsābād	id=g:133104
Golgolāb	id=g:133105
Āb-e Gol Gol	id=g:133106
Āb-e Gol Gol	id=g:133107
Gol Gol	id=g:133108
Gol Gol	id=g:133109
Gol Gol-e ‘Olyā	id=g:133110
Gol Gol	id=g:133111
Rūdkhāneh-ye Golgīr	id=g:133112
Golgīr	id=g:133113
Gol Gīn	id=g:133114
Gūr Gachar	id=g:133115
Gol Kashkū’īyeh	id=g:133116
Māhūr-e Galleh	id=g:133117
Gol Gāh	id=g:133118
Gol Faraj	id=g:133119
Gol-e Zard-e Veysī	id=g:133120
Gol Zard-e Soflá	id=g:133121
Gol Zard-e ‘Olyā	id=g:133122
Gol-e Zard	id=g:133123
Gol Zard	id=g:133124
Gol Zard	id=g:133125
Gol-e Zard	id=g:133126
Gol-e Tūt	id=g:133127
Golestān-e Pā’īn	id=g:133128
Golestāneh	id=g:133129
Golestāneh	id=g:133130
Ḩātamābād-e Golestāneh	id=g:133131
Golestān-e Bālā	id=g:133132
Golestānak	id=g:133133
Golestānak	id=g:133134
Golestānak	id=g:133135
Golestānābād	id=g:133136
Kāl-e Talkhāb	id=g:133137
Kūh-e Golestān	id=g:133138
Kūh-e Golestān	id=g:133139
Āb-e Golestān	id=g:133140
Golestān	id=g:133141
Golestān	id=g:133142
Golestān	id=g:133143
Kūy-e Golestānak	id=g:133144
Golestān	id=g:133145
Golestānak	id=g:133146
Golestān	id=g:133147
Golestān	id=g:133148
Golestān	id=g:133149
Golestān	id=g:133150
Golestān	id=g:133151
Golestān	id=g:133152
Golestān	id=g:133153
Golestān	id=g:133154
Golestān	id=g:133155
Gardaneh-ye Gol-e Sorkh	id=g:133156
Gol-e Sorkh	id=g:133157
Gūshvār	id=g:133158
Gel Sefīd	id=g:133159
Gol-e Ney	id=g:133160
Chāh-e Gol-e Khār	id=g:133161
Galleh Cheshmeh	id=g:133162
Goleh	id=g:133163
Gol Gaz	id=g:133164
Goldānū	id=g:133165
Gol Dasteh	id=g:133166
Goldasteh	id=g:133167
Ḩowz-e Goldashtū	id=g:133168
Goldasht	id=g:133169
Goldasteh	id=g:133170
Gol Darreh-ye Anūch	id=g:133171
Kūh-e Gol Darrehsī	id=g:133172
Gol Darreh	id=g:133173
Gol Darreh	id=g:133174
Goldāmcheh	id=g:133176
Kūh-e Golchīn	id=g:133177
Cham-e Gol-e Cheydar	id=g:133178
Gol-e Cheydar	id=g:133179
Golchī	id=g:133180
Gol Cheshmeh	id=g:133181
Golcheshmeh	id=g:133182
Golchehrān	id=g:133183
Galbūs	id=g:133184
Golbū-ye Bālā	id=g:133185
Gol Bolāgh-e Soflá	id=g:133186
Gol Bolāgh-e ‘Olyā	id=g:133187
Gol Bedāq	id=g:133188
Golbodāgh	id=g:133189
Golbīn	id=g:133190
Golbākhī	id=g:133191
Golbahār-e Moḩammad Bāqerī	id=g:133192
Golbahār-e Atābakī	id=g:133193
Gol Ezqand	id=g:133194
Goleshvār	id=g:133195
Galāshgerd	id=g:133196
Golāshgerd	id=g:133197
Kolangūn	id=g:133198
Golongū	id=g:133199
Golāneh	id=g:133200
Gelāneh	id=g:133201
Golandām	id=g:133202
Gol Anbareh	id=g:133203
Galān	id=g:133204
Golān	id=g:133205
Golameh	id=g:133206
Golakī	id=g:133207
Golākhvor	id=g:133209
Gol Ākhvor	id=g:133210
Kūh-e Golak	id=g:133211
Gol Afzān	id=g:133212
Golābī	id=g:133213
Golābeh	id=g:133214
Golābdān	id=g:133215
Gūlābād	id=g:133216
Rūdkhāneh-ye Golābād	id=g:133217
Golābād	id=g:133218
Golābād	id=g:133219
Golābād	id=g:133220
Golābād	id=g:133221
Golanābād	id=g:133222
Golābād	id=g:133223
Golābād	id=g:133224
Golābād	id=g:133225
Gelāb	id=g:133226
Dasht-e Gol	id=g:133227
Gol	id=g:133228
Kūh-e Gok Jamāl	id=g:133229
Kūh-e Gok	id=g:133230
Gūjī Marq-e Bālā	id=g:133231
Gajkīn	id=g:133232
Gohūr	id=g:133233
Gohreh Gazeh	id=g:133234
Gahraj-e Bālā	id=g:133235
Gohreh	id=g:133236
Gohort	id=g:133237
Kūh-e Gohgar	id=g:133238
Kūh-e Gowhert	id=g:133239
Gohar Bārān	id=g:133241
Rūdkhāneh-ye Goharak	id=g:133242
Kahak	id=g:133243
Kūh-e Godār Rīgī	id=g:133244
Kūh-e Godār Rīgī	id=g:133245
Godār Pahn	id=g:133246
Godār Narān	id=g:133247
Gowdpadeh	id=g:133248
Chāh-e Godārī	id=g:133249
Godār-e Zārū	id=g:133250
Godār	id=g:133251
Cheshmeh-e Godār-e Sorkh	id=g:133252
Kūh-e Godār-e Sīāh	id=g:133253
Cheshmeh-ye Godārshūr	id=g:133254
Kūh-e Godār Shāhzādeh	id=g:133255
Kūh-e Godār-e Seykhowrī	id=g:133256
Godār-e Rīg	id=g:133257
Godār Narkūn	id=g:133258
Kūh-e Godār-e Moghak	id=g:133259
Godār-e Maḩmūd	id=g:133260
Godār-e Landar	id=g:133261
Godār-e Kabk	id=g:133262
Kūh-e Godār-e Hīzom	id=g:133263
Godār-e Bard-e Qamchī	id=g:133264
Tall-e Godār-e Bāgh	id=g:133265
Godār Anjīr	id=g:133266
Godār-e Anārān	id=g:133267
Godār	id=g:133268
Godar	id=g:133269
Gowdār Sallāḩ	id=g:133270
Kūh-e Godāhī	id=g:133271
