Al Qusum	id=g:173315
Mbabane	id=g:934985
Mbabala Kop	id=g:934986
Mavukulu Kop	id=g:934987
Matshemade Kop	id=g:934988
Matsapha	id=g:934989
Matimatima	id=g:934990
Mashobeni	id=g:934991
Masele	id=g:934992
Manziwayo	id=g:934993
Manzini District	id=g:934994
Manzini	id=g:934995
Mantasa Hlovana	id=g:934996
Mantambe River	id=g:934997
Mankayane	id=g:934998
Manhangane	id=g:934999
Mandisi Kop	id=g:935000
Mancongco	id=g:935001
Maloma	id=g:935002
Malolotsha River	id=g:935003
Malobo Kop	id=g:935004
Malkerns	id=g:935005
Malinda Kop	id=g:935006
Maliaduma Hills	id=g:935007
Malegate	id=g:935008
Malanti	id=g:935009
Malandela Hills	id=g:935010
Makhwane	id=g:935011
Makungutsha Kop	id=g:935012
Makumula Kop	id=g:935013
Mahlanya	id=g:935014
Mahlangatsha Hills	id=g:935015
Mahamba Mountains	id=g:935016
Mahamba	id=g:935017
Magomba	id=g:935018
Madulini Kop	id=g:935019
Maduba Kop	id=g:935020
Madlangampisi	id=g:935021
Madhlolo Kop	id=g:935022
Macnab	id=g:935023
Machliwana	id=g:935024
Maboko River	id=g:935025
Mabogwana	id=g:935026
Mabata River	id=g:935027
Mabandebande Nek	id=g:935028
Mabanda	id=g:935029
Luzinyane Kop	id=g:935030
Luyengo	id=g:935031
Lutotsha	id=g:935032
Lutala River	id=g:935033
Lupohlo Kop	id=g:935034
Lukonde Kop	id=g:935035
Lugula River	id=g:935036
Lugolweni Hills	id=g:935037
Lugolweni	id=g:935038
Lubuli Hill	id=g:935039
Lubuli	id=g:935040
Lubugu River	id=g:935041
Lubombo District	id=g:935042
Lubilweni River	id=g:935043
Lomati	id=g:935044
Lomahasha	id=g:935045
Lokolwane Kop	id=g:935046
Lobati	id=g:935047
Lobamba	id=g:935048
Lismore	id=g:935049
Libetse Mountains	id=g:935050
Lavumisa	id=g:935051
Lapande Kop	id=g:935052
Landwado Kop	id=g:935053
Kwaluseni	id=g:935054
Kubuta	id=g:935055
Krogh	id=g:935056
Kopola	id=g:935057
Kon I	id=g:935058
Kobolondo Peak	id=g:935059
Kobolondo Heights	id=g:935060
Kinkel Koppies	id=g:935061
Kanjane Kop	id=g:935062
Kalweni Hill	id=g:935063
Ka Dake Station	id=g:935064
Josane Kop	id=g:935065
Isateki	id=g:935066
Inyetane	id=g:935067
Inyetane	id=g:935068
Inkonjane Kop	id=g:935069
Inkambeni	id=g:935070
Inhlonama Kop	id=g:935071
Indundu Hill	id=g:935072
Incuba Kop	id=g:935073
Horo	id=g:935074
Holobela	id=g:935075
Hluti	id=g:935076
Hluti	id=g:935077
Hlushwane	id=g:935078
Hlokohla	id=g:935079
Hlobane	id=g:935080
Hlatikulu	id=g:935081
Hlati	id=g:935082
Hlambanyati River	id=g:935083
Hlabeni Kop	id=g:935084
Hhohho District	id=g:935085
Herefords	id=g:935086
Hawane	id=g:935087
Havelock Mine	id=g:935088
Havelock	id=g:935089
Granvalley	id=g:935090
Gege	id=g:935091
Gagu River	id=g:935092
Forbes Reef	id=g:935093
Fahlaza	id=g:935094
Ezulwini	id=g:935095
Ezulwini	id=g:935096
Etjanine	id=g:935097
Esthede Kop	id=g:935098
Endingeni	id=g:935099
End	id=g:935100
Mlembe	id=g:935101
Dwaleni Kop	id=g:935102
Dwaleni	id=g:935103
Dubekeni River	id=g:935104
Dome	id=g:935105
Darkton	id=g:935106
Croydon	id=g:935107
Commissie Nek	id=g:935108
Bulunga Mountains	id=g:935109
Bulowane	id=g:935110
Bulembu	id=g:935111
Black Umbuluzi River	id=g:935112
Big Bend	id=g:935113
Bhunya	id=g:935114
Bethany	id=g:935115
Bennets	id=g:935116
Bambinyoni	id=g:935117
Balegane	id=g:935118
Amanzilukahla River	id=g:935119
Abercorn	id=g:935120
Manzini / Matsapa Airport	id=g:6296968
Mountain Inn	id=g:6501213
Hotel Hasenstrick	id=g:6519474
Matolotja Nature Reserve	id=g:6942091
Mbanbane	id=g:6942124
Yankee Town	id=g:3576902
Windward Going Through	id=g:3576903
White Cay	id=g:3576904
Whitby	id=g:3576905
Wheeland Cut	id=g:3576906
Whale Breaker	id=g:3576907
West Sand Spit	id=g:3576908
West Road	id=g:3576909
West Reef	id=g:3576910
West Caicos Island	id=g:3576911
Watering Point	id=g:3576912
Water Cay	id=g:3576913
Turks Islands	id=g:3576914
Turks Island Passage	id=g:3576915
Turks and Caicos Islands	id=g:3576916
Tucker Rock	id=g:3576917
Town Salinas	id=g:3576918
Town Pond	id=g:3576919
Toney Rock	id=g:3576920
Three Mary Cays	id=g:3576921
The Bight Settlements	id=g:3576922
Swimmer Rock	id=g:3576923
Sugar Cane Mill	id=g:3576924
Stubbs Cay	id=g:3576925
Stake Bank	id=g:3576926
Southwest Reefs	id=g:3576927
Southwest Point	id=g:3576928
South Rock	id=g:3576929
Southern Bush Bay	id=g:3576930
South Caicos Island	id=g:3576931
South Bluff	id=g:3576932
Six Hill Cays	id=g:3576933
Silver Bank Passage	id=g:3576934
Shot Cay	id=g:3576935
Seller’s Cut	id=g:3576936
Seal Cays	id=g:3576937
Sandy Point	id=g:3576938
Salt Cay	id=g:3576939
Sail Rock Island	id=g:3576940
Reef Harbour	id=g:3576941
Red Salina	id=g:3576942
Pumpkin Bluff Pond	id=g:3576943
Providenciales Island	id=g:3576944
Proggin Bay	id=g:3576945
Plandon Cay	id=g:3576946
Pine Cay	id=g:3576947
Philips Reef	id=g:3576948
Penniston Cay	id=g:3576949
Pear Cay	id=g:3576950
Pear Cay	id=g:3576951
Parrot Cay	id=g:3576952
Over Back The Damp	id=g:3576953
Ocean Hole	id=g:3576954
Northeast Reef	id=g:3576955
North Creek	id=g:3576956
North Caicos Island	id=g:3576957
Nigger Cay	id=g:3576958
Mouchoir Passage	id=g:3576959
Monkey Hill	id=g:3576960
Molasses Reef	id=g:3576961
Middleton Cay	id=g:3576962
Middle Creek Cay	id=g:3576963
Middle Caicos	id=g:3576964
Mangrove Cay	id=g:3576965
Malcolm Road	id=g:3576966
Major Hill Cay	id=g:3576967
Lorimers	id=g:3576968
Lorimer Creek	id=g:3576969
Long Cay	id=g:3576970
Long Cay	id=g:3576971
Long Bay	id=g:3576972
Long Bay	id=g:3576973
Long Bay	id=g:3576974
Long Bay	id=g:3576975
Little Water Cay	id=g:3576976
Little Ambergris Cay	id=g:3576977
Leeward-Going-Through-Cut	id=g:3576978
Kew	id=g:3576979
Juniper Hole	id=g:3576980
Joe Grants Cay	id=g:3576981
Jacksonville Cut	id=g:3576982
The Island	id=g:3576983
Iguana Cay	id=g:3576984
Hog Cay	id=g:3576985
High Rock	id=g:3576986
Highas Cay	id=g:3576987
Hawks Nest Anchorage	id=g:3576988
Haulover Point	id=g:3576989
Gun Hill	id=g:3576990
Greenwich	id=g:3576991
Grassy Creek	id=g:3576992
Grand Turk Island	id=g:3576993
Grand Turk	id=g:3576994
Grace Bight	id=g:3576995
Goods Hill	id=g:3576996
Gibb’s Cay	id=g:3576997
Fort George	id=g:3576998
French Cay	id=g:3576999
Fort George Cay	id=g:3577000
Fort George	id=g:3577001
Flamingo Pond	id=g:3577002
Flamingo Hill	id=g:3577003
Five Cays Settlement	id=g:3577004
Five Cays	id=g:3577005
Fish Cays	id=g:3577006
Ferguson Cut	id=g:3577007
Farm Creek Pond	id=g:3577008
Endymion Rock	id=g:3577009
East Side Bay	id=g:3577010
East Cay	id=g:3577011
East Caicos Island	id=g:3577012
East Bay	id=g:3577013
East Bay	id=g:3577014
Drum Point	id=g:3577015
Donna Cut	id=g:3577016
Donna Cay	id=g:3577017
Dikish Cay	id=g:3577018
Dellis Cay	id=g:3577019
The Creeks	id=g:3577020
Cotton Cay	id=g:3577021
Corry Hill	id=g:3577022
Conch Cay	id=g:3577023
Conch Bar Caves	id=g:3577024
Conch Bar	id=g:3577025
Company Point	id=g:3577026
Cockburn Harbour	id=g:3577027
Cockburn Harbour	id=g:3577028
Clearsand Road	id=g:3577029
Clarke’s Cut	id=g:3577030
Chalk Sound	id=g:3577031
Lake Catherine	id=g:3577032
Caicos Islands	id=g:3577034
Caicos Creek	id=g:3577035
Caicos Bank	id=g:3577036
Bush Cay	id=g:3577037
Breezy Point	id=g:3577038
Bottle Creek Settlements	id=g:3577039
Bottle Creek Mouth	id=g:3577040
Bottle Creek	id=g:3577041
Booby Island	id=g:3577042
Blue Hills Settlements	id=g:3577043
Big Sand Cay	id=g:3577044
Big Pond	id=g:3577045
The Bight	id=g:3577046
Big Cut	id=g:3577047
Big Cameron Cay	id=g:3577048
Big Ambergris Cay	id=g:3577049
Bellefield Landing	id=g:3577050
Bellefield Channel	id=g:3577051
Bay Cay	id=g:3577052
Bambarra	id=g:3577053
Balfour Town	id=g:3577054
Back Salina	id=g:3577055
Armstrong Pond	id=g:3577056
Ambergris Cays	id=g:3577057
Grassy Creek	id=g:3740265
Providenciales	id=g:6299791
The Tuscany On Grace Bay Beach	id=g:6491780
Amanyara	id=g:6493700
The Salt Raker Inn	id=g:6505050
Turks Head Hotel	id=g:6505078
Miramar Resort	id=g:6517332
Sibonne Beach Hotel Grace Bay	id=g:6520285
Turks And Caicos Club	id=g:6520908
Le Vele	id=g:6526562
Turtle Cove Inn	id=g:6527162
Hollywood Beach Suites	id=g:6528974
Ouadi Zéringa	id=g:241463
Zoumbat	id=g:241464
Zouma Tamsigin	id=g:241465
Zouma Asab Momo	id=g:241466
Bir Zouma	id=g:241467
Zona	id=g:241468
Ouadi Zogolo	id=g:241469
Zogolo	id=g:241470
Ziziep	id=g:241471
Zéli	id=g:241472
Zanapté	id=g:241473
Zama	id=g:241474
Hadjer Zakara	id=g:241475
Ouadi Zagzé	id=g:241476
Zagaoua	id=g:241477
Zafai	id=g:241478
Yrouso Danienga	id=g:241479
Youtou	id=g:241480
Bir Youbélo	id=g:241481
Yomadjamal	id=g:241482
Yokou	id=g:241483
Hadjer Yoka	id=g:241484
Lac Yoa	id=g:241485
Gara Yèskia	id=g:241486
Yégé Oganga	id=g:241487
Ouadi Yédinga	id=g:241488
Yawada	id=g:241489
Yawada	id=g:241490
Yarré	id=g:241491
Yara	id=g:241492
Yar	id=g:241493
Yanga	id=g:241494
Hadjer Yalabo	id=g:241495
Yakata	id=g:241496
Wourkolok	id=g:241497
Wouni-Wouni	id=g:241498
Worlo	id=g:241499
Wok	id=g:241500
Wihili	id=g:241501
Wéwèrta	id=g:241502
Ouadi Waya Waya	id=g:241503
Waya Waya	id=g:241504
Waya	id=g:241505
Ouadi Wasi	id=g:241506
Hadjer Wasi	id=g:241507
Warkey	id=g:241508
Ouadi Wari	id=g:241509
Wari	id=g:241510
Warga	id=g:241511
Ouadi War	id=g:241512
Wabéné	id=g:241513
Ouadi Tunisi	id=g:241514
Troli	id=g:241515
Troka	id=g:241516
Troatoua	id=g:241517
Troan	id=g:241518
Troa Kitilé	id=g:241519
Troa Kébir	id=g:241520
Tréhe Sérir	id=g:241521
Tréhé Kébir	id=g:241522
Hadjer Traoré	id=g:241523
Tozkey	id=g:241524
Hadjer Touyour	id=g:241525
Toutournan	id=g:241526
Toutoula	id=g:241527
Toutoubo	id=g:241528
Toutouba	id=g:241529
Toustousou	id=g:241530
Ouadi Tousa	id=g:241531
Ouadi Tousa	id=g:241532
Ouadi Touroun	id=g:241533
Hadjer Tourou	id=g:241534
Touroko	id=g:241535
Tourmounon	id=g:241536
Tourmoundi	id=g:241537
Ouadi Tourkou	id=g:241538
Tourkou	id=g:241539
Tourkou	id=g:241540
Tourka	id=g:241541
Tourgési	id=g:241542
Tourègn	id=g:241543
Ouadi Touré	id=g:241544
Ouadi Touré	id=g:241545
Touré	id=g:241546
Ouadi Tourdabri	id=g:241547
Ouadi Tourbatono	id=g:241548
Touran	id=g:241549
Toura	id=g:241550
Ouadi Tounyoung	id=g:241551
Hadjer Tounjourba	id=g:241552
Touniougour	id=g:241553
Toundousa	id=g:241554
Toundousa	id=g:241555
Toundourné	id=g:241556
Touna	id=g:241557
Toumtouma	id=g:241558
Touminil	id=g:241559
Rahat Toumé	id=g:241560
Hadjer Toukoul Toukouli	id=g:241561
Toukoul Toukouli	id=g:241562
Toukoulombay	id=g:241563
Toukoui	id=g:241564
Touil	id=g:241565
Touhanga	id=g:241566
Tougouni	id=g:241567
Tougoula	id=g:241568
Hadjer Tougoul	id=g:241569
Ouadi Touékiligo	id=g:241570
Ouadi Toué	id=g:241571
Hadjer Toubouk	id=g:241572
Ouadi Toubougo	id=g:241573
Toubo	id=g:241574
Touar	id=g:241575
Hadjer Touan	id=g:241576
Bir Toual	id=g:241577
Touahah	id=g:241578
Ouadi Totor	id=g:241579
Totogoz	id=g:241580
Torou	id=g:241581
Torohi	id=g:241582
Torobo	id=g:241583
Tordou Emi	id=g:241584
Tordona	id=g:241585
Ouadi Tordobéli	id=g:241586
Oued Tordobé	id=g:241587
Hadjer Tordan	id=g:241588
Torbosoulé	id=g:241589
Torbok	id=g:241590
Torbikin	id=g:241591
Ouadi Torba	id=g:241592
Ouadi Torba	id=g:241593
Tongoz Tat	id=g:241594
Tongori	id=g:241595
Hadjer Tongoré	id=g:241596
Tongo	id=g:241597
Tondou	id=g:241598
Tondong Kado	id=g:241599
Tondong	id=g:241600
Tondjon	id=g:241601
Hadjer Tonbola	id=g:241602
Tonbola	id=g:241603
Tomboulou	id=g:241604
Ouadi Tomboula	id=g:241605
Hadjer Tomboula	id=g:241606
Hadjer Tomat	id=g:241607
Ouadi Tologon	id=g:241608
Tologon	id=g:241609
Hadjer Tollo	id=g:241610
Ouadi Tolito	id=g:241611
Ouadi Toli	id=g:241612
Tolbok	id=g:241613
Tolando	id=g:241614
Tokoy	id=g:241615
Hadjer Tokourkop	id=g:241616
Tokou	id=g:241617
Tokou	id=g:241618
Tokon	id=g:241619
Tokolon	id=g:241620
Tohin	id=g:241621
Bini Tohim	id=g:241622
Togrobé	id=g:241623
Hadjer Togoulé	id=g:241624
Togoulé	id=g:241625
Togoulé	id=g:241626
Togoso	id=g:241627
Togologon	id=g:241628
Togoli	id=g:241629
Tognogol II	id=g:241630
Ouadi Togloba	id=g:241631
Ouadi Togé	id=g:241632
Todou	id=g:241633
Hadjer Toboui Abougoudi	id=g:241634
Tobokou	id=g:241635
Tobodo	id=g:241636
Ouadi Tobi	id=g:241637
Titirga	id=g:241638
Ouadi Titir	id=g:241639
Titir	id=g:241640
Tisbarra	id=g:241641
Tirtili	id=g:241642
Tirti	id=g:241643
Tirlanga	id=g:241644
Hadjer Tiringa	id=g:241645
Tirguil	id=g:241646
Ouadi Tireno	id=g:241647
Tirene	id=g:241648
Tiré	id=g:241649
Echéou- Tiouyoumain	id=g:241650
Tiouere	id=g:241651
Tiouay	id=g:241652
Tiongoré	id=g:241653
Ouadi Tio	id=g:241654
Bili Tinga	id=g:241655
Tiney Am Chalakh	id=g:241656
Tiney	id=g:241657
Hadjer Tinémanda	id=g:241658
Wādī Tini	id=g:241659
Hadjer Tiné	id=g:241660
Tini Wells	id=g:241661
Tiné	id=g:241662
Tiné	id=g:241663
Ouadi Tin Bilim	id=g:241664
Tin	id=g:241665
Ouadi Timidinga	id=g:241666
Timet	id=g:241667
Hadjer Timbidja	id=g:241668
Timbidja	id=g:241669
Tilka	id=g:241670
Tiling	id=g:241671
Tilina	id=g:241672
Tiléba	id=g:241673
Tila	id=g:241674
Tiktiké	id=g:241675
Tikira	id=g:241676
Tigil	id=g:241677
Tiengérisié	id=g:241678
Tiédogin	id=g:241679
Tidé Berdégi	id=g:241680
Tibiné	id=g:241681
Hadjer Tianga	id=g:241682
Tiagala Yangaléa	id=g:241683
Téwel	id=g:241684
Teswel	id=g:241685
Ouadi Téssou	id=g:241686
Tésou Kébir	id=g:241687
Hadjer Ternel	id=g:241688
Terkezi	id=g:241689
Ouadi Teriterio	id=g:241690
Tériba	id=g:241691
Hadjer Téri	id=g:241692
Hadjer Teri	id=g:241693
Hadjer Terfi	id=g:241694
Térédina	id=g:241695
Térédé Saab	id=g:241696
Bir Téré	id=g:241697
Ain Terbou	id=g:241698
Terbelli	id=g:241699
Terbeli	id=g:241700
Téouangé	id=g:241701
Ténibé	id=g:241702
Tengarissé	id=g:241703
Ténériginèz	id=g:241704
Ténéri	id=g:241705
Téné	id=g:241706
Tendelti	id=g:241707
Ténan	id=g:241708
Hadjer Ten	id=g:241709
Temere	id=g:241710
Tembéli	id=g:241711
Télissour	id=g:241712
Hadjer Téliom	id=g:241713
Télimoroi	id=g:241714
Ouadi Télikobou	id=g:241715
Hadjer Télikobou	id=g:241716
Hadjer Télikobou	id=g:241717
Ouadi Téligoui	id=g:241718
Hadjer Télibé	id=g:241719
Télibé	id=g:241720
Ouadi Téliba	id=g:241721
Télésa	id=g:241722
Gara Téléhat	id=g:241723
Tékro	id=g:241724
Tekro	id=g:241725
Hadjer Tejli	id=g:241726
Téi Trama	id=g:241727
Teï Agoza	id=g:241728
Hadjer Téhimé	id=g:241729
Echéou Tehi	id=g:241730
Ouadi Tégroba	id=g:241731
Hadjer Tégroba	id=g:241732
Tégéré Derta	id=g:241733
Tédji	id=g:241734
Tebinara	id=g:241735
Tébi	id=g:241736
Tébésa	id=g:241737
Tebendo	id=g:241738
Bir Tchouktchouk	id=g:241739
Hadjer Tchoukoutoum	id=g:241740
Tchoukouma	id=g:241741
Tchoukara	id=g:241742
Tchokio	id=g:241743
Bili Tchitihilunga	id=g:241744
Tchigchika	id=g:241745
Ouadi Tchatchoul	id=g:241746
Tcharo	id=g:241747
Tchalak	id=g:241748
Tchakavak	id=g:241749
Tchakatour	id=g:241750
Hadjer Tchakala	id=g:241751
Tazéré	id=g:241752
Taymanga	id=g:241753
Tawilé	id=g:241754
Tawéign	id=g:241755
Tawéign	id=g:241756
Taweign	id=g:241757
Hadjer Tawater	id=g:241758
Tatiné	id=g:241759
Tatabak	id=g:241760
Tarré	id=g:241761
Ouadi Taro	id=g:241762
Taro	id=g:241763
Tarimara	id=g:241764
Taridjan	id=g:241765
Taridjan	id=g:241766
Ouadi Taria	id=g:241767
Bir Taria	id=g:241768
Taria	id=g:241769
Taria	id=g:241770
Tarhacha	id=g:241771
Tarhacha	id=g:241772
Tarfana	id=g:241773
Ouadi Tardjodj	id=g:241774
Tardjam Hidjer	id=g:241775
Hadjer Tardé	id=g:241776
Ouadi Tarchia	id=g:241777
Tarchana	id=g:241778
Hadjer el Tarboul	id=g:241779
Taraoné	id=g:241780
Tara Noronniora	id=g:241781
Ouadi Tarama	id=g:241782
Tarakouné	id=g:241783
Ouadi Taraïman	id=g:241784
Tara Habilé	id=g:241785
Tara Ganmbir	id=g:241786
Taradona	id=g:241787
Ouadi Taraba	id=g:241788
Tara	id=g:241789
Ouadi Tap Top	id=g:241790
Taoli Kokoli	id=g:241791
Ouadi Tanièrta	id=g:241792
Hadjer Tanièrfa	id=g:241793
Taniam	id=g:241794
Tani	id=g:241795
Tangéné	id=g:241796
Tandjarna	id=g:241797
Tandi	id=g:241798
Ouadi Tandakouna	id=g:241799
Hadjer Tanabili	id=g:241800
Tamos	id=g:241801
Tamloga	id=g:241802
Tamloga	id=g:241803
Tamja	id=g:241804
Hadjer Tamiala	id=g:241805
Tami	id=g:241806
Ouadi Tame Toungous	id=g:241807
Ouadi Tambourouba	id=g:241808
Ouadi Tamasé	id=g:241809
Tamargo	id=g:241810
Tamam	id=g:241811
Tamadjour	id=g:241812
Tamadjour	id=g:241813
Tamadal Houmélan	id=g:241814
Ouadi Tamada	id=g:241815
Tama Adjéziré	id=g:241816
Tama	id=g:241817
Talha	id=g:241818
Gara Talehat	id=g:241819
Talbéten	id=g:241820
Talama	id=g:241821
Ouadi Talaf	id=g:241822
Talaé	id=g:241823
Tala Amossri	id=g:241824
Hadjer Takoa	id=g:241825
Taki	id=g:241826
Ouadi Takéram	id=g:241827
Hadjer Takéram	id=g:241828
Takanoun	id=g:241829
Takahou	id=g:241830
Takahin	id=g:241831
Ouadi Takabalé	id=g:241832
Hadjer Tahana	id=g:241833
Hadjer Tagouni	id=g:241834
Tagoulicha	id=g:241835
Tagmono	id=g:241836
Tagjo	id=g:241837
Hadjer Tagakawa	id=g:241838
Tafok Bara	id=g:241839
Tafok	id=g:241840
Ouadi Tafinié	id=g:241841
Hadjer Tafé	id=g:241842
Tafé	id=g:241843
Taéhon	id=g:241844
Tadorna	id=g:241845
Tabinaka	id=g:241846
Tabéri	id=g:241847
Tabari	id=g:241848
Tabadja	id=g:241849
Tababia	id=g:241850
Taama	id=g:241851
Taalbé	id=g:241852
Swarouaga	id=g:241853
Ruines du Palais du Sulten Ouaddai	id=g:241854
Sudan	id=g:241855
Hadjer Sozoko	id=g:241856
Soyo	id=g:241857
Soyo	id=g:241858
Hadjer Souyli	id=g:241859
Hadjer Sousouka	id=g:241860
Souroukouloudinga	id=g:241861
Sourna	id=g:241862
Oued Souri	id=g:241863
Ouadi Souri	id=g:241864
Hadjer Sourgin	id=g:241865
Hadjer Sourbaral	id=g:241866
Ouadi Sounta	id=g:241867
Sounta	id=g:241868
Sounta	id=g:241869
Ouadi Sounout	id=g:241870
Souniouk	id=g:241871
Sounar	id=g:241872
Soumsoum	id=g:241873
Ouadi Soumourbé	id=g:241874
Hadjer Soumourbé	id=g:241875
Ouadi Soumayo	id=g:241876
Soumagoum	id=g:241877
Hadjer Souloun	id=g:241878
Ouadi Soulkey	id=g:241879
Hadjer Souligin	id=g:241880
Souleymani	id=g:241881
Soulak	id=g:241882
Bir Sougour	id=g:241883
Sougin	id=g:241884
Soubé	id=g:241885
Souamara	id=g:241886
Ouadi Souákadié	id=g:241887
Rahat Sosé	id=g:241888
Ouadi Sosé	id=g:241889
Hadjer Soro	id=g:241890
Sormon	id=g:241891
Sorbo	id=g:241892
Hadjer Sora	id=g:241893
Sonia	id=g:241894
Ehi Soneu	id=g:241895
Sonboli	id=g:241896
Hadjer Somou Tibéha	id=g:241897
Somoukdour	id=g:241898
Somanga	id=g:241899
Solahi	id=g:241900
Ouadi Sokoya	id=g:241901
Bir Sokara	id=g:241902
Ouadi Sokapa	id=g:241903
Ouadi Sok	id=g:241904
Soheainka	id=g:241905
Hadjer Sogourbé	id=g:241906
Bir Sogoni	id=g:241907
Sogoni	id=g:241908
Ouadi Sogodoumanga	id=g:241909
Ouadi Soforou	id=g:241910
Ouadi Sofaya	id=g:241911
Soéka	id=g:241912
Ouadi Sodour	id=g:241913
Ouadi Sobou	id=g:241914
Bir Sobou	id=g:241915
Sobi	id=g:241916
Ouadi Soba	id=g:241917
Hadjer Soba	id=g:241918
Soba	id=g:241919
Soarouaga	id=g:241920
Soala-Domane	id=g:241921
Sisi	id=g:241922
Sisi	id=g:241923
Sisi	id=g:241924
Sirtou	id=g:241925
Hadjer Sirmé	id=g:241926
Siref	id=g:241927
Siref	id=g:241928
Siref	id=g:241929
Siref	id=g:241930
Siré	id=g:241931
Sira	id=g:241932
Goz Siptiri	id=g:241933
Ouadi Sioba	id=g:241934
Rahat Sio	id=g:241935
Ouadi Sio	id=g:241936
Ouadi Sini	id=g:241937
Hadjer Sini	id=g:241938
Singuila	id=g:241939
Singuiling	id=g:241940
Bir Sinémou	id=g:241941
Siné	id=g:241942
Sinangoun	id=g:241943
Hadjer Sina	id=g:241944
Ouadi Simbi	id=g:241945
Silmara	id=g:241946
Ouadi Silho	id=g:241947
Sileha	id=g:241948
Sila Toukougnan	id=g:241949
Hadjer Sila	id=g:241950
Ouadi Sil	id=g:241951
Ouadi Sifaïr	id=g:241952
Ouadi Sifair	id=g:241953
Sifaïr	id=g:241954
Sifair	id=g:241955
Siébé	id=g:241956
Siébat	id=g:241957
Ouadi Sidir	id=g:241958
Hadjer Sidir	id=g:241959
Sidada	id=g:241960
Hadjer Seyta Rokouaré	id=g:241961
Sésabané	id=g:241962
Ouadi Sérné	id=g:241963
Sérir	id=g:241964
Hadjer Sérinaout	id=g:241965
Ouadi Sergilong	id=g:241966
Ouadi Sergéri	id=g:241967
Ouadi Sérérié	id=g:241968
Ouadi Sérer al Marout	id=g:241969
Sérdélouk	id=g:241970
Serdé China	id=g:241971
Ouadi Serdébé	id=g:241972
Ouadi Serdaba	id=g:241973
Serdaba	id=g:241974
Sénét	id=g:241975
Sénéré	id=g:241976
Sendi	id=g:241977
Ouadi Séméskoul	id=g:241978
Sémeskoul	id=g:241979
Ouadi Sélouba	id=g:241980
Ouadi Sélino	id=g:241981
Hadjer Sélimé	id=g:241982
Hadjer Sélikorou	id=g:241983
Ouadi Sélibégi	id=g:241984
Sélibé	id=g:241985
Sélényou	id=g:241986
Séléba	id=g:241987
Sélé	id=g:241988
Ouadi Selahi	id=g:241989
Sèkèr Targo	id=g:241990
Ouadi Séïfou	id=g:241991
Séïfou	id=g:241992
Séhep	id=g:241993
Seheba	id=g:241994
Séguèrdéï	id=g:241995
Ségré	id=g:241996
Ségourbé Djoudjou	id=g:241997
Ségétougo	id=g:241998
Séger	id=g:241999
Séféïé	id=g:242000
Ouadi Sé	id=g:242001
Rahat Sayal Ankoula	id=g:242002
Ouadi Sayal	id=g:242003
Ouadi Sayal	id=g:242004
Ouadi Sayal	id=g:242005
Saya	id=g:242006
Ouadi Sarnin	id=g:242007
Hadjer Sarné	id=g:242008
Sarné	id=g:242009
Sarkalia	id=g:242010
Sarfalgadi	id=g:242011
Hadjer Sarar	id=g:242012
Ouadi Sarap	id=g:242013
Saraf Katangan	id=g:242014
Bir Sarafa Djidat	id=g:242015
Ouadi Saraf Abilé	id=g:242016
Saraf	id=g:242017
Sara	id=g:242018
Saounya	id=g:242019
Rahat Saoue	id=g:242020
Ouadi Chao	id=g:242021
Sao Sao	id=g:242022
Ouadi Saokala	id=g:242023
Ouadi Sao	id=g:242024
Hadjer Sao	id=g:242025
Sanyoung	id=g:242026
Bir Sanyé	id=g:242027
Ouadi Saniouma	id=g:242028
Ouadi Sangoua	id=g:242029
Sangarfout	id=g:242030
Sangarfourt	id=g:242031
Sangara	id=g:242032
Sangafout	id=g:242033
Ouadi Sané	id=g:242034
Samporo	id=g:242035
Sambouka	id=g:242036
Samata II	id=g:242037
Samata I	id=g:242038
Samata	id=g:242039
Samar	id=g:242040
Samandaka	id=g:242041
Salta	id=g:242042
Salongo	id=g:242043
Salma	id=g:242044
Ouadi Salemkey	id=g:242045
Salemkey	id=g:242046
Wādī Şāliḩ	id=g:242047
Région du Salamat	id=g:242048
Salamalek	id=g:242049
Oued Sala	id=g:242050
Ouadi Sala	id=g:242051
Hadjer Sakaté	id=g:242052
Sakalmoudjou	id=g:242053
Sakalkaré	id=g:242054
Ouadi Sakalatoubay	id=g:242055
Ouadi Sakala Bili	id=g:242056
Sakala	id=g:242057
Sakal	id=g:242058
Saigon	id=g:242059
Ouadi Saharam	id=g:242060
Sahalé	id=g:242061
Ouadi Sagoursi	id=g:242062
Hadjer Sagoursi	id=g:242063
Hadjer Sagourous	id=g:242064
Sagéré	id=g:242065
Hadjer Sagadjiapak	id=g:242066
Saftraka Diguéda	id=g:242067
Ouadi Saféli	id=g:242068
Safay	id=g:242069
Safaé	id=g:242070
Ouadi Saéalay	id=g:242071
Sadié Naga	id=g:242072
Hadjer Sabon	id=g:242073
Ouadi Sabok	id=g:242074
Sabi Terga	id=g:242075
Alenga	id=g:242076
Sabara	id=g:242077
Ouadi Saap	id=g:242078
Saada	id=g:242079
Saaba	id=g:242080
Royo	id=g:242081
Ouadi Rout Rout	id=g:242082
Rout Rout	id=g:242083
Roura	id=g:242084
Ouadi Roul	id=g:242085
Roukout	id=g:242086
Roukoumen	id=g:242087
Roukoudjou	id=g:242088
Ouadi Rouf Rouf	id=g:242089
Roudjial Afé	id=g:242090
Ouadi Rouaba	id=g:242091
Bir Rouaba	id=g:242092
Rouaba	id=g:242093
Rouaba	id=g:242094
