Jabal Maydān	id=g:395175
Jabal Samrā’ al Khafāq	id=g:395871
Jabal Kiḩlah	id=g:395872
Al Wubayrīyah	id=g:395873
Mazāri‘ al Jarrārīyah	id=g:395874
Sha‘īb al Mu‘ayqilāt	id=g:395875
Al Marmūthah al Janūbīyah	id=g:395876
Jibāl ‘Arfā’ Āl Ghāzī	id=g:395877
Dulay‘ Rashīd	id=g:395878
Al Mubaydi‘	id=g:395879
Al Mabda‘	id=g:395880
Bi’r al Jubb	id=g:395881
Şaḩayy	id=g:395882
Samrā’ Miḩraqah	id=g:395883
Al Huwaydī	id=g:395888
Jibāl as Samrā’	id=g:395889
Sha‘īb al ‘Uqaylah	id=g:395890
Wādī al ‘Uqlah	id=g:395892
Sha‘īb al Maqnāh	id=g:395893
Jabal al Qufayl	id=g:395894
Al ‘Uqlah	id=g:395895
Ḩuwayyān	id=g:395896
Bi’r al Mubaydi‘	id=g:395897
‘Ayn al Ghabar	id=g:395898
Jabal al Khubay	id=g:395899
‘Ayn Waţfá	id=g:395900
‘Ayn al Jaym	id=g:395901
Jabal al ‘Alyā’	id=g:395902
Jabal Khinnāş	id=g:395903
Jibāl Rakk	id=g:395904
Jabal Kilāwī	id=g:395905
Jabal ar Rāḩah	id=g:395906
Jabal ‘Illah	id=g:395907
Jabal al Ḩafyā’	id=g:395908
Ḩarrat aş Şā‘	id=g:395909
Jibāl al Ḩaḑan	id=g:395910
Jabal Suwayqah	id=g:395911
Mazāri‘ al Fayḑah	id=g:395912
Jabal Thi‘alabah	id=g:395913
Samrā’ Khayţān	id=g:395914
Jibāl al ‘Unaybāt	id=g:395915
Sumayrā’ ath Thighayb	id=g:395916
Jabal Z̧alm al ‘Udhayrā’	id=g:395917
Bi’r al ‘Umrānī	id=g:395918
Thiral	id=g:395919
Al Mukhtalif	id=g:395920
Al Judayyidah	id=g:395921
Jabal Rāmān	id=g:395922
Huḑaybat Umm Ghuwayrāt	id=g:395923
Huḑaybat ash Shu‘aylā’	id=g:395924
Huḑaybat Umm Madhāliq	id=g:395925
Bi’r Jadyah	id=g:395926
Ḩazm Furhūd	id=g:395927
Jibāl Miḩayyiwah	id=g:395928
Huḑaybāt az Zihayrīyah	id=g:395929
Az Zihayrīyah	id=g:395930
Bi’r Baţḩawayn	id=g:395931
Ḑil‘ Ḩayzān	id=g:395932
Ar Ruway‘	id=g:395933
Jibāl Şāyid	id=g:395934
Bi’r Şufayyān	id=g:395935
Mazāri‘ ‘Aţā	id=g:395936
Nufūd al Maysarīyah	id=g:395937
Al Maḩīr	id=g:395938
Bi’r ‘Awwād	id=g:395939
Jabal Jadyat al Ḩamrā’	id=g:395940
Jufayfā’	id=g:395941
Jabal an Nafs	id=g:395942
Al Juḩfah	id=g:395943
Hiḑāb Du‘ayjā’	id=g:395944
Jibāl al Maţţāyāt	id=g:395945
‘Ayn Şidayy	id=g:395946
Huḑaybat Fardah	id=g:395947
Qā‘ al Juḩfah	id=g:395948
Sha‘īb al Mukhtalif	id=g:395949
Qā‘ al Hitaymah	id=g:395950
Mafīḑ ar Raddah	id=g:395951
Qī‘ān al ‘Uwayqir	id=g:395952
Sha‘īb Jad‘ā’	id=g:395953
Bayḑā’ Nathīl	id=g:395954
Bi’r ash Shān	id=g:395955
Jibāl aş Şunaynā	id=g:395956
Aş Şunaynā	id=g:395957
Jabal as Sumaynah	id=g:395958
Rafā’i‘ al Ḩumaymah	id=g:395959
Jabal al Ḩumaymah	id=g:395960
Jabal al ‘Arfā’	id=g:395961
Al Mindassah ash Sharqīyah	id=g:395962
Rī‘ Umm ‘Ādhir	id=g:395963
Hiḑāb al Bayḑatayn	id=g:395964
Ad Dāth	id=g:395965
Jabal al Milaysā’	id=g:395966
Qārat as Sāddah	id=g:395967
Rijlat aḑ Ḑab‘ah	id=g:395969
Aş Şulaybī	id=g:395970
Huḑaybat ash Shuhaybā’	id=g:395971
Mahdūmah	id=g:395972
Aş Şiwaytīyah	id=g:395973
Al Asāmir	id=g:395974
Mazāri‘ ar Rafī‘ah	id=g:395975
Sha‘īb Umm ‘Ādhir	id=g:395976
Al Qayşūmah	id=g:395977
Jabal Ghurūr	id=g:395978
Wādī al Khayţ	id=g:395979
Ābār al Kuḑaymah	id=g:395980
Sha‘īb al Mukaymil	id=g:395981
Sha‘īb Fitq	id=g:395982
Sha‘īb al Mihjah	id=g:395983
Wādī as Silayyil	id=g:395984
Jabal Ḩilaysah	id=g:395985
Jibāl al Ukhayrishāt	id=g:395986
Sha‘īb Ḩawḑā’	id=g:395987
Mazāri‘ ar Rafā’i‘	id=g:395988
Mazāri‘ ar Kīr	id=g:395989
Jabal Umm Dhirayrah	id=g:395990
Jabal Uraynibah	id=g:395991
Jabal al Madmūmah	id=g:395992
Jabal Umm Sunūn	id=g:395993
Jabal ash Shāhid	id=g:395994
Mazāri‘ Şayyādah	id=g:395995
Sha‘īb al ‘Arjā’	id=g:395997
Sha‘īb Miḑaybī‘ah	id=g:395998
Sha‘īb aş Şufāt	id=g:395999
Mazāri‘ ash Shafā’	id=g:396000
Al Ḩamādah	id=g:396001
Mazāri‘ Mughīb	id=g:396002
Rawḑat ash Shafallaḩīyah	id=g:396003
Sha‘īb al Kalbī	id=g:396004
Jidhīb al Khuţaym	id=g:396005
Sunāf aş Şunaynā	id=g:396006
Jidhīb as Sanfā’	id=g:396008
Qurayy as Summar	id=g:396009
Di‘b al Baham	id=g:396010
Di‘b Dhir‘ān al Khaymah	id=g:396011
Sha‘īb an Niz̧īm	id=g:396012
Sahlat aş Şunynā	id=g:396013
Sha‘īb ‘Uwayjān	id=g:396014
Sha‘īb al Aşwaf	id=g:396015
Jabal Abraq Ḩarb	id=g:396016
Jabal Wutidah	id=g:396017
Riyāḑ Bādī	id=g:396018
Fayḑat al Arţāwī	id=g:396019
Mazāri‘ ‘Ishayrah	id=g:396020
Al Wusayţā’	id=g:396021
Nafjah	id=g:396022
Khashm al Arţāwī	id=g:396023
Ḑulayyi‘ al Mitafakkirāt	id=g:396024
Huḑaybat Bādī	id=g:396025
Huḑaybat ar Risays	id=g:396026
Qūr Ţayyārāt	id=g:396027
Huḑaybat Ribayḑān	id=g:396028
Mazāri‘ ar Risays	id=g:396029
Ţirāq Ţayyārāt	id=g:396030
Mazāri‘ al ‘Ardā’	id=g:396031
Sha‘īb al Khishaybī	id=g:396032
Sha‘īb al Biţāḩ	id=g:396033
Sha‘īb al Minayşī	id=g:396034
Ruḑaymat al ‘Unaybāt	id=g:396035
Fayḑat Umm Ḩujūl	id=g:396036
Fayḑat al Muşţaḩbah	id=g:396037
Ḩafar al ‘Atk	id=g:396038
Sha‘īb al Qufayl	id=g:396039
Sha‘īb Abā al Mişrān	id=g:396040
Aş Şahwah	id=g:396041
Al Marmá	id=g:396042
Al ‘Iḑidī	id=g:396043
Jibāl Quranayn	id=g:396044
Zibārat ar Ruwaybiḑah	id=g:396045
Bi’r al Mutakhāriq	id=g:396046
Jabal ash Shaqrāwī	id=g:396047
Zibārat ar Ruwaykib	id=g:396048
Abā al Ḩīrān	id=g:396049
Jurumah	id=g:396050
Bi’r Muwājih	id=g:396051
Sha‘īb as Sāḩil al Awsaţ	id=g:396052
Zibārat al Ḩişānah	id=g:396053
Jabal Şufayrā’ al Amsāk	id=g:396054
Zibārat Munīfah	id=g:396055
Sha‘īb az Zaqdī	id=g:396056
Sha‘īb al Mutafaqqir	id=g:396057
Zibārat ash Shifallaḩīyah	id=g:396058
Jibāl aş Şahaw	id=g:396059
Sha‘īb as Sāqiyah	id=g:396060
Sha‘īb al Marmá	id=g:396061
Ḑulay‘ Tumayr	id=g:396062
Jabal ‘Irnah	id=g:396063
Sha‘īb al Ghuwayl	id=g:396064
Ḑulay‘ Sibā‘	id=g:396065
Mazra‘at ash Shuraymīyah	id=g:396066
Jabal Rumayḑ	id=g:396068
Ash Shuqayq	id=g:396069
Al Mulayḩ	id=g:396070
Mazra‘at Fāliḩah	id=g:396071
Sha‘īb as Sāḩil al Janūbī	id=g:396072
Sha‘īb al Ubaytir	id=g:396073
Wādī al Muşayqir	id=g:396074
Sha‘īb Mash‘ān	id=g:396075
Mazra‘at al Khufaysah	id=g:396076
Mazra‘at Muhayyiḑah	id=g:396077
Ābār al Quwayḑī	id=g:396078
Qī‘ān Mijdal	id=g:396079
Mishāsh ‘Alī	id=g:396080
Ḑil‘ān Umm Barqā	id=g:396081
Sha‘īb al ‘Arād	id=g:396082
Rawḑat al ‘Ayn	id=g:396083
Jidhībat Dhawqān	id=g:396084
Dhawqān	id=g:396085
Ad Damthī	id=g:396086
Al Jubayhah	id=g:396087
Ţurqān ash Shawkī	id=g:396088
Wādī al Khāşirah	id=g:396089
Wādī al Maḩalānī	id=g:396090
Mushrif	id=g:396091
Wādī Jufayfā’	id=g:396092
Sha‘īb az Zarqā’	id=g:396093
Fayḑat al Buwaytāt	id=g:396094
Ḑil‘ān al ‘Atk	id=g:396095
Fiyāḑ al Qarā’in	id=g:396096
Qurayy Nāşir	id=g:396097
Khabrā’ Shammar	id=g:396098
Dulayhān	id=g:396099
Fiyāḑ ar Rudayyifāt	id=g:396100
Fayḑat Umm al Jimāl	id=g:396101
Ābār Jar‘ al Arnab	id=g:396102
Fiyāḑ aş Şafyā	id=g:396103
Fiyāḑ al ‘Iyāf	id=g:396104
Abū Ḩamādah	id=g:396105
Jibāl al Ḩanādir	id=g:396106
Khabrā’ Fāris	id=g:396107
Sha‘īb Silimāt al ‘Afrā’	id=g:396108
Qā‘ al Ḩanāniyah	id=g:396109
Jabal aţ Ţurqī	id=g:396110
Jabal Umm al Jimāl	id=g:396111
Fiyāḑ al Mas‘ūd	id=g:396112
Qā‘ as Samḩ	id=g:396113
Sha‘īb al Hushayyim	id=g:396114
Sināf Ḑirīyah	id=g:396115
Sha‘īb al Wudayy	id=g:396116
Al Farḩānīyah	id=g:396117
Qā‘ al Kihafah	id=g:396118
Sha‘īb Umm al Ḩajā	id=g:396119
Jibāl aḑ Ḑumaykhāt	id=g:396120
Jabal Ḑab‘	id=g:396121
Ḩafīrat ash Shuqayq	id=g:396122
Fayḑat al Jamal	id=g:396123
Jidhāyib Marrān	id=g:396124
Jibāl al Mugharah	id=g:396125
Mazra‘at al Mafīd	id=g:396126
Ţuwaylāt Marrān	id=g:396127
Wādī ash Shawkī	id=g:396128
Ḑulay‘ Hallah	id=g:396129
Ḩamādat al Wādī	id=g:396130
Wādī al Milḩ	id=g:396131
Sha‘īb Furaythān	id=g:396132
Ābār ath Thubātah	id=g:396133
Qā‘ Ţalḩā’	id=g:396134
Ābār Kasr Buwā‘ah	id=g:396135
Sha‘īb Ḑāḩik	id=g:396136
Fayḑat Ghazwá	id=g:396137
Dhir‘ān al Khaymah	id=g:396138
Ţuwāl al Khaymah	id=g:396139
Ḑulay‘āt Āgharr	id=g:396140
Jabal Şufayrā’ al Amsāk	id=g:396141
Sumr Wulayghāt	id=g:396142
Di‘b Khulayf	id=g:396143
Samrā’ Fārān	id=g:396144
Diḩlat al Ḩaşāt	id=g:396145
Darb Ḑāḩik	id=g:396146
Jibāl Shubqān	id=g:396147
Al Buwaytāt	id=g:396148
Ad Dashshah	id=g:396149
Ḩaşāt al Khaymah	id=g:396150
Qā‘ al Khaymah	id=g:396151
Sha‘īb al Bakrah	id=g:396152
Ash Shi‘b	id=g:396153
Qarāt Ḩubayjah	id=g:396154
‘Iblat Qiţan	id=g:396155
Jabal al Bakrah	id=g:396156
Al Bakrah	id=g:396157
Jabal al Mirqāb	id=g:396158
Aḑ Ḑuraysāt	id=g:396159
Mazāri‘ Abū ‘Awshaz	id=g:396160
Jabal al Malsā’	id=g:396161
Mazāri‘ Abraq al Khayl	id=g:396162
Qiţan al Qadīmah	id=g:396163
Mazra‘at Wasmīyah	id=g:396164
Maḩwá ash Shi‘b	id=g:396165
Barqā’ Rawḑat as Su‘ayyid	id=g:396166
Al Burqah	id=g:396167
Dārat ‘Aţā	id=g:396168
Adh Dhuray‘āt	id=g:396169
Bi’r al Jubū	id=g:396170
Al Khullah	id=g:396171
Rawḑat Ţalā’ib	id=g:396172
Haḑabat Umm Ḩaşāh	id=g:396173
Takhāyīl	id=g:396174
Sumayrā’ Qiţan	id=g:396175
Jabal al Maḩabbah	id=g:396176
Jabal Buwā‘ah	id=g:396177
Sha‘īb ad Damthī	id=g:396178
Sha‘īb al Qaltah	id=g:396179
Jabal Ḩaz̧z̧ Jūz	id=g:396180
Sha‘īb Mibārī	id=g:396181
Ḑulay‘ Nāşil	id=g:396182
Wādī ‘Aţā	id=g:396183
Ābār al Muşaylīb	id=g:396184
Bi’r Abā Mughayr	id=g:396185
Jibāl Umm ‘Idlayn	id=g:396186
Jabal Şa‘anab	id=g:396187
Jabal Sānnah	id=g:396188
Jabal Umm al Hīşān	id=g:396189
Wādī al Azwar	id=g:396190
Jibāl Dhurāf	id=g:396191
Qalīb al Aţram	id=g:396192
Ābār Ţafḩān	id=g:396193
Jabal Tisi‘‘ar	id=g:396194
Thimāyil Niqdhah	id=g:396195
Qā‘ as Samḩah	id=g:396196
Wādī Abā al Ḩīrān	id=g:396197
Abraq Dāghir	id=g:396198
Samrā’ an Nuwayţah	id=g:396199
Thimāyil al Fatḩah	id=g:396200
Jibāl al ‘Ubayl	id=g:396201
Umm Şufā’	id=g:396202
Ţalḩā’	id=g:396203
Fayḑat Ibn Suwaylim	id=g:396204
Jibāl aḑ Ḑil‘ah	id=g:396205
Fayḑat ar Rijūm	id=g:396206
Sahrat al Ash‘al	id=g:396207
Jabal al Jithim	id=g:396208
Huḑaybāt ar Rijūm	id=g:396209
Al Badā’i‘	id=g:396210
Al Hirrānīyāt	id=g:396211
Al Biyāḑah	id=g:396212
Samrā’ al Gharāmīl	id=g:396213
Jabal Uqay‘is	id=g:396214
Mazāri‘ al Khishibī	id=g:396215
Al ‘Irq	id=g:396216
Ukhayḑirāt al ‘Irq	id=g:396217
Thimāyil al Khishibī	id=g:396218
Jibāl al Juthum	id=g:396219
Aţ Ţulayḩah	id=g:396220
Al Ghamyā’	id=g:396221
Jibāl al Mu‘allaq	id=g:396222
‘Irq al Ghamyā’	id=g:396223
Jabal Aşdā’	id=g:396224
Sahlat al Athālī	id=g:396225
Jabal Ḑulay‘ah	id=g:396226
Jabal al ‘Ināb	id=g:396227
Ukhayḑirāt al ‘Ubaysah	id=g:396228
Burq al ‘Ubaysah	id=g:396229
Thimāyil al ‘Ādhirīyah	id=g:396230
‘Ayn Jufayf	id=g:396231
Bi’r Bassām	id=g:396232
Al Khabbah	id=g:396233
‘Irq Ḑulay‘ah	id=g:396234
Sahlat al Khabbah	id=g:396235
Su‘aydān	id=g:396236
Ash Shallālah	id=g:396237
Qārat al Madārah	id=g:396238
Sha‘fā’ as Suwayq	id=g:396239
Quwayrat aḑ Ḑabb	id=g:396240
Al Mīrakah	id=g:396241
Sha‘īb aţ Ţawqī	id=g:396242
Sināf ‘Aţā	id=g:396243
‘Iblat ‘Aţā	id=g:396244
Ash Shuhaybā’	id=g:396245
Niqrat al ‘Arfaj	id=g:396246
Sha‘īb ‘Uţayy	id=g:396247
Qūr ash Shurbiththah	id=g:396248
Jibāl as Samrā’	id=g:396249
Dārat al Jibū	id=g:396250
‘Iblat ‘Uţayy	id=g:396251
Al Jibū	id=g:396252
Ashqar an Nūmānīyāt	id=g:396253
Niqrat Ţayḩah	id=g:396254
Niqrat Umm Shān	id=g:396255
Mazāri‘ al Jurayyir	id=g:396256
Sūwād Rijlat al Jamal	id=g:396257
Wādī al Jurayyir	id=g:396258
Shāmat Mughaylith	id=g:396259
Rijlat Ghazzāy	id=g:396260
Sha‘īb ad Dasmāt	id=g:396261
Shāmat Zurūd	id=g:396262
Wādī Abū Shuwayḩāt	id=g:396263
Sha‘īb Ţulḩibah	id=g:396264
Ar Ruwayḑah	id=g:396265
Mazra‘at Munīfah	id=g:396266
Wādī al Abtar	id=g:396267
Sharī	id=g:396268
Sha‘īb Z̧almā	id=g:396269
Mazāri‘ Umm Ghazālah	id=g:396270
Sha‘īb Abū Wahaţ	id=g:396271
Mazāri‘ Thuwaydij	id=g:396272
‘Uţayy	id=g:396273
Sha‘īb al Khuḑayrī	id=g:396274
Sha‘īb Jad‘ā’	id=g:396275
Sha‘īb Mukhayyiţ	id=g:396276
Mazāri‘ az Zibdīyāt	id=g:396277
Khabrā’ at Turmus	id=g:396278
Mazāri‘ al ‘Uwayḑāt	id=g:396279
Sha‘īb al Manjūr	id=g:396280
Jabal Umm Duwaysayn	id=g:396281
Mazāri‘ Umm ash Sharī	id=g:396282
Mazāri‘ Muḩaqqibah	id=g:396283
Mazāri‘ Khafs Dāmūk	id=g:396284
Qā‘ al Milḩ	id=g:396285
‘Uyūn ash Shīḩān	id=g:396286
Jildīyah	id=g:396287
Al ‘Ajjābāt	id=g:396288
Huḑaybat Mifrith	id=g:396289
Fiyāḑ Ḩaţţābah	id=g:396290
Jabal Umm Burayqi‘	id=g:396291
Jabal al ‘Uḑalī	id=g:396292
Qārat al Madhrūb	id=g:396293
Jibāl Z̧almā	id=g:396294
Qārat al Majdilīyah	id=g:396295
Mazāri‘ ash Shihabā’	id=g:396296
Mazra‘at Farḩān	id=g:396297
Sha‘īb Muţribah	id=g:396298
Sha‘īb Ḑafnān	id=g:396299
Mazra‘at Maghaţīyah	id=g:396300
Mazāri‘ Jad‘ā’	id=g:396301
Jabal az Zāwiyah	id=g:396302
Umm Sulaym	id=g:396303
Jabal as Samrā’	id=g:396304
Ar Rafī‘ah	id=g:396305
Jabal al Milaysā’	id=g:396306
Righlah	id=g:396307
Sha‘īb Abū Dhurayyah	id=g:396308
Thādij	id=g:396309
Sha‘īb al Khīs	id=g:396310
Jibāl Şufr ath Thumāmīyah	id=g:396311
Arţāwī ar Raqqāş	id=g:396312
Rawḑat Qirādān	id=g:396313
Mushrifah	id=g:396314
Rijlat al Hamal	id=g:396315
Di‘b al Khayl	id=g:396316
Sha‘īb Umm ‘Ajram	id=g:396317
Zibā’ir al Qarā’in	id=g:396318
Mazāri‘ al Quşayfah	id=g:396319
Zibā’ir Umm al Ḩaz̧ā’ir	id=g:396320
Jabal aţ Ţawqā	id=g:396321
Zibā’ir Umm Şamadī	id=g:396322
Jibāl al Waq‘ayn	id=g:396323
Jabal al Manjūrī	id=g:396324
Jibāl Umm Sinūn	id=g:396325
Zibā’ir al Hilālah	id=g:396326
Huḑaybat as Sibā‘	id=g:396327
Zibā’ir Ummahāt Ḩaz̧ā’ir	id=g:396328
Al Batrā’	id=g:396329
Sha‘īb al ‘Amār	id=g:396330
Al ‘Amār	id=g:396331
Ḑulay‘āt al Ḩumr	id=g:396332
Huḑaybat aş Şaqrah	id=g:396333
Rawḑat Ibn Ḩumaydān	id=g:396334
Mazāri‘ al Aşāfir	id=g:396335
Mazāri‘ al Wuḑaym	id=g:396336
Jabal al Maşlūkhah	id=g:396337
Sha‘īb al Miţlā‘	id=g:396338
Abraq al Arānib	id=g:396339
Abraq Wuḑayḩā’	id=g:396340
Sha‘īb as Saḩaq al Janūbī	id=g:396341
Ar Rishāwīyah	id=g:396342
Sha‘īb al Mishqar	id=g:396343
Mazra‘at al Qurayyah	id=g:396344
Huḑaybat al Jibū	id=g:396345
Abraq al Khāşirah	id=g:396346
Al Muraqqāh	id=g:396347
Huḑaybat as Sufaylá	id=g:396348
Wushayy	id=g:396349
Qārat aş Şaqqār	id=g:396350
Abraq aţ Ţawīlah	id=g:396351
Ash Sha‘lānīyah	id=g:396352
Mazāri‘ az̧ Z̧almā’	id=g:396353
Umm aş Şuqūr	id=g:396354
Sha‘īb al Fuwayliq	id=g:396355
Sha‘īb Bawḑā’	id=g:396356
Bawḑā’	id=g:396357
Qūr ath Thanāyā	id=g:396358
Sha‘īb Abū Ḩaşāh	id=g:396359
Al Qaltah	id=g:396360
Sabkhat al Kīḩ	id=g:396367
Burq as Sālimī	id=g:396368
Muţayridah	id=g:396369
Bi’r as Sālimī	id=g:396370
Sumr as Sālimī	id=g:396371
Abraq Ruqayyah	id=g:396372
Bi’r al Huţaylah	id=g:396373
Jabal Sablah	id=g:396374
Al Bid‘	id=g:396375
Sha‘īb Ghunayjān	id=g:396376
Burq al Bid‘	id=g:396377
Ash Shu‘aybah	id=g:396378
‘Urayq al Bid‘	id=g:396379
Jabal Umm al Arsān	id=g:396380
Jabal Ḩumayşīş	id=g:396381
Jabal al Mushayyish	id=g:396382
Abraq ar Rumādah	id=g:396383
Ar Rumādah	id=g:396384
Sumr al Bid‘	id=g:396385
Ābār Ghunayjān	id=g:396386
Ābār ar Rumādah	id=g:396387
Bi’r Nuway‘īr	id=g:396388
Sha‘īb al Qilīb	id=g:396389
‘Irq Qārih	id=g:396390
Sha‘īb Abū Rimth	id=g:396391
Ḑulū‘ al Ukhayḑirāt	id=g:396392
Ḑil‘ Umm ‘Idlayn	id=g:396393
Sha‘īb Disās	id=g:396394
Fayḑat al ‘Aqrabī	id=g:396395
Abraq al ‘Arīḑ	id=g:396396
Al Jithyāthah	id=g:396397
Ḑil‘ Rukhām	id=g:396398
Mazāri‘ al Matnah	id=g:396399
Al Luwaybidah	id=g:396400
Ţuwayyah	id=g:396401
Jabal Ḑubay‘āt	id=g:396402
Samrā’ Ţuwayyah	id=g:396403
Nāziyat Umm Adāmah	id=g:396404
Abraq ar Radīfah	id=g:396405
Bi’r al Būbahīyah	id=g:396406
‘Irq Ḩumayşīş	id=g:396407
Mazāri‘ ar Radīfah	id=g:396408
Sumayyā al Bid‘	id=g:396409
Huḑaybat al ‘Ufayn	id=g:396410
Bi’r Ḩamadān	id=g:396411
Sha‘īb al Mityāhah	id=g:396412
Huḑaybat Şufayyah	id=g:396413
Jibāl Ḩibrān	id=g:396414
Sha‘īb Abū ‘Ishar	id=g:396415
Mazra‘at al ‘Uqaylah	id=g:396416
Ţi‘s Sibhān	id=g:396417
Umm Ḩazm	id=g:396418
Nufūd as Sayf	id=g:396419
Sha‘īb Nubayhā	id=g:396420
Sha‘īb Raghwah	id=g:396421
Qūr al Qura‘	id=g:396422
Ābār Umm Ḩazm al Qadīmah	id=g:396423
Bi’r al Bi‘ajah	id=g:396424
Khabb ‘Arāf	id=g:396425
Khabb as Saţīḩah	id=g:396426
Zibārat Mishrifah	id=g:396427
Bi’r as Saţīḩah	id=g:396428
Ḩuzūm Umm Rijāmah	id=g:396429
Qā‘ ar Righlīyah	id=g:396430
Jabal Umm Silmān	id=g:396431
Jubbah	id=g:396432
Jabal Rukhaymah	id=g:396433
Sumār al Ḩaşāh	id=g:396434
Khall ar Rumādīyah	id=g:396435
Jabal Nukhaylāh	id=g:396436
‘Amāyir an Nijādī	id=g:396437
Qūr Umm Gharāmīl	id=g:396438
Huḑaybat al ‘Urayfā’	id=g:396439
Al Wabrīyāt	id=g:396440
Şufr ath Thumayd	id=g:396441
Hiḑāb al Wabrīyāt	id=g:396442
Huḑaybat al ‘Amār	id=g:396443
Huḑaybat Quwayy	id=g:396444
Mazāri‘ ash Shinānah	id=g:396445
Mazāri‘ Qurayţah	id=g:396446
Hiḑāb al ‘Ilaymah	id=g:396447
Nubayhā	id=g:396448
As Sayḩ	id=g:396449
Quwayrat ‘Assāf	id=g:396450
Nakhl ath Thumayd	id=g:396451
Sha‘īb ath Thuwayr	id=g:396452
Mubāyiḑ	id=g:396453
Sha‘fat aş Şidir	id=g:396454
Burqān Abū Ḩadrīyah	id=g:396455
Abraq Ibn Mubrad	id=g:396456
Fayḑat Umm ash Shuqūq	id=g:396457
Ābār Mulayḩ	id=g:396458
Hiḑāb ar Rumaymīnāt	id=g:396459
Khishaybī al Ḩaḑar	id=g:396460
Qārat al Aslāf	id=g:396461
Al Qaw‘ī	id=g:396462
Jabal al ‘Irqūbah	id=g:396463
Ash Shiqīq	id=g:396464
Mazāri‘ aḑ Ḑu‘awī	id=g:396465
Mazāri‘ al ‘Ulūwāt	id=g:396466
Zibā’ir Umm Shidād	id=g:396467
Aş Şundūq	id=g:396468
Zibā’ir al Qarā’in	id=g:396469
Bi‘r Umm al Arshiyah	id=g:396470
Ḩazm al ‘Arād	id=g:396471
Sha‘īb al Bilidī	id=g:396472
Qaşr al Ballājī	id=g:396473
Qaşr al Baţţāḩ	id=g:396474
Sha‘īb Abū Rukbah	id=g:396475
Zibārat Umm Ḩumayyiţ	id=g:396476
Sha‘īb al Qaw‘ī	id=g:396477
Qulbān Abū Rukbah	id=g:396478
Sha‘īb Abū Marwah	id=g:396479
Zibārat aş Şughayyirah	id=g:396480
As Sumayrā’	id=g:396481
Ar Ruḑaymah	id=g:396482
Mazāri‘ al Muţayyāt	id=g:396483
Sha‘īb ar Razzah	id=g:396484
Mazāri‘ Abū Marwah	id=g:396485
Fayḑat al Quray‘ā’	id=g:396486
Şufayrā’ Ibn ‘Awshaz	id=g:396487
Sha‘īb az̧ Z̧ifīrīyah	id=g:396488
Sha‘īb al Miqţar	id=g:396489
Mazra‘at ‘Usaylah	id=g:396490
Zibārat Ţayfūrah	id=g:396491
Wādī al Ḩanīyah	id=g:396492
Zibārat Shabbābah	id=g:396493
Zibārat Mu‘īḑah	id=g:396494
Mazra‘at al Māni‘īyah	id=g:396495
Zibārat al Munbaţḩah	id=g:396496
Mazāri‘ al Juraydah	id=g:396497
Fayḑat Umm Ḩumayḑ	id=g:396498
Sha‘īb aş Şafyā	id=g:396499
Wādī Abū Nakhlah	id=g:396500
Bi’r Umm Salamah	id=g:396501
Sha‘īb as Sāḩil ash Shamālī	id=g:396502
Sha‘īb al Ghudayfāwī	id=g:396503
Sha‘īb Abū Raml	id=g:396504
Al Qurayn	id=g:396505
Ḩilayyāt Jaddū‘	id=g:396506
Sha‘īb Umm Ḩumayḑ	id=g:396507
Mazāri‘ al Janabah	id=g:396508
Ghadīr al Ghudayfāwī	id=g:396509
Mazra‘at al Burakīyah	id=g:396510
Mazra‘at an Nuqayr	id=g:396511
Sha‘īb al Mizayrīrah	id=g:396512
Jabal al Firīdah	id=g:396513
Mazāri‘ al ‘Ulūwāt	id=g:396514
Mazāri‘ al Qurayn	id=g:396515
Sha‘īb al Ḩarīm	id=g:396516
Sha‘īb Abū Kahaf	id=g:396517
Rijlat aḑ Ḑab‘ah	id=g:396518
Sināf aţ Ţunayb	id=g:396519
Sināf Matnat Mash‘ān	id=g:396520
Jibāl al Khutūm	id=g:396521
Qūr Ţayyārāt	id=g:396522
Ḑulay‘ al Qulayb	id=g:396523
Matnat Mash‘ān	id=g:396524
Sha‘īb Waghāwigh	id=g:396525
Al Biḩarah	id=g:396526
Ābār Umm ‘Isharah	id=g:396527
Duwayr	id=g:396528
Qūr al Mizayrīrah	id=g:396529
Rawḑat Nūrah	id=g:396530
Yāţib	id=g:396531
Al Bithītah	id=g:396532
Fayḑat Şaqrah	id=g:396533
Rawḑat al Barakāt	id=g:396534
Hiḑāb al Milīḩīyāt	id=g:396535
Jibāl al Milīḩīyah	id=g:396536
Ţuwāl Abū Sidr	id=g:396537
Sha‘īb Şubayḩ	id=g:396538
Hiḑāb al Mukaymil	id=g:396539
Badā’i‘ ‘Ilqih	id=g:396540
Saḩaq Abū Sidr	id=g:396541
Hiḑāb Quşaymīl	id=g:396542
Wādī Tumayr	id=g:396543
‘Urayjā’	id=g:396544
Aş Şafyā	id=g:396545
Jibāl aş Şafyā	id=g:396546
Al Khālidīyah	id=g:396547
Al ‘Azīzīyah	id=g:396548
Sha‘īb al Milīḩīyah	id=g:396549
Tumayr	id=g:396550
Wādī al Biḩarah	id=g:396551
Sha‘īb al Mibārī	id=g:396552
Wādī al ‘Uqaylah	id=g:396553
Wādī al Fuwayliq	id=g:396554
Mazra‘at al Ghurayzīyah	id=g:396555
Wādī al Wasī‘ah	id=g:396556
Zibārat az Zaml	id=g:396557
