Rugar	id=g:6998460
Maiyali	id=g:7012576
Takakunmi	id=g:7012577
Kuminya	id=g:7012578
Dantudu	id=g:7012579
Falalia	id=g:7012580
Katsira	id=g:7012581
Keta	id=g:7012582
Takure	id=g:7012583
Duban-Fulani	id=g:7012584
Zango Bogaje	id=g:7012585
Kencinkecin	id=g:7012586
Zugum	id=g:7012587
Rumbukawa	id=g:7012588
Mahurde	id=g:7012589
Gidan Shibkau	id=g:7012590
Arawa	id=g:7012591
Rumbukawa	id=g:7012592
Mahalba	id=g:7012593
Kure	id=g:7012594
Ku	id=g:7012595
Gabare	id=g:7012597
Gidan-Marafa	id=g:7012598
Mairakuma	id=g:7012599
Tungan Jakai	id=g:7012600
Tungayama	id=g:7012602
Bamana	id=g:7012609
Gulumbawa	id=g:7012610
Sabongari	id=g:7012611
Mamande	id=g:7012612
Jema	id=g:7012613
Dabwasa	id=g:7012614
Karayi	id=g:7012615
Tunga-Tudu	id=g:7012616
Tungan-Dulu	id=g:7012617
Lafchedi	id=g:7012618
Sakamaru	id=g:7012619
Gidan Runa	id=g:7012620
Gidan Mana	id=g:7012621
Koren Gesu Gesu	id=g:7012622
Tugan Numan	id=g:7012623
Gamaru	id=g:7012624
Raka Dootee	id=g:7012625
Nadindu	id=g:7012654
Hasan	id=g:7012655
Goru	id=g:7012656
Tabsiya	id=g:7012657
Ajini	id=g:7012658
Madarari	id=g:7012659
Burdi	id=g:7012660
Manlela	id=g:7012661
Gusau	id=g:7012662
Balah	id=g:7012663
Gidan Mekatura	id=g:7012664
Dambala	id=g:7012665
Walibasa	id=g:7012666
Walibasa	id=g:7012668
Guamela	id=g:7012669
Koren Gesu	id=g:7012670
Sangu	id=g:7012671
Ere	id=g:7012672
Lukpo	id=g:7012673
Wadai	id=g:7012674
Tajayi	id=g:7012675
Alela	id=g:7012676
Bingga	id=g:7012688
Ilela	id=g:7012689
Bakanta	id=g:7012690
Dangaba	id=g:7012691
Bakingida	id=g:7012693
Dawakawa	id=g:7012695
Bombom	id=g:7012697
Dawakawa	id=g:7012698
Sabon Gari Dole	id=g:7012699
Kagara	id=g:7012701
Kawadata	id=g:7012702
Doliyal	id=g:7012703
Tudu	id=g:7012704
Ilela	id=g:7012705
Huda	id=g:7012706
Bago Hill	id=g:7012707
Maibinji	id=g:7012708
Gari	id=g:7012709
Zangon Bogoje	id=g:7012712
Benge	id=g:7012713
Takaro	id=g:7012714
Takaro	id=g:7012715
Kaikazaka	id=g:7012716
Kumazo	id=g:7012717
Gidan Gaya	id=g:7012718
Danjiro	id=g:7012719
Sabon Birni Dole	id=g:7012720
Gidan Magajiya	id=g:7012721
Dansulba	id=g:7012722
Dimbisu	id=g:7012723
Duwa	id=g:7012724
Rama	id=g:7012725
Sabon Gari	id=g:7012726
Wuchi	id=g:7012727
Tamba Garka	id=g:7012728
Tunga-Rini	id=g:7012729
Tunga Madugu	id=g:7012730
Tunga Bako	id=g:7012731
Ranganda	id=g:7012732
Gidan-Alamu	id=g:7012733
Ihi	id=g:7012734
Chobal	id=g:7012735
Mulela	id=g:7012736
Kangiye	id=g:7012737
Wuro Eli	id=g:7012738
Katalan Kaura	id=g:7012739
Kwarka	id=g:7012740
Kwarka	id=g:7012741
Bakerma	id=g:7012742
Saraku	id=g:7012743
Gidan Mayawaki	id=g:7012744
Asarawa	id=g:7012745
Maburgami	id=g:7012746
Gidan Yalu	id=g:7012747
Tsamiya	id=g:7012748
Habewu	id=g:7012749
Habewu	id=g:7012750
Habewa	id=g:7012751
Tunga Ibru	id=g:7012752
Babuche	id=g:7012753
Gidan Fulani	id=g:7012754
Tungan Halilu	id=g:7012755
Tungan Mahaman	id=g:7012756
Gidan Galadima	id=g:7012757
Gidan Mekware	id=g:7012758
Jingini	id=g:7012759
Bela	id=g:7012760
Doba	id=g:7012761
Yargada	id=g:7012762
Oruga	id=g:7012763
Gidan Kaya	id=g:7012764
Busalega	id=g:7012765
Ilela Damihasi	id=g:7012766
Sayawa	id=g:7012767
Yawurno	id=g:7012768
Takalmawa	id=g:7012769
Dabage	id=g:7012770
Gidan Modi	id=g:7012771
Lugu	id=g:7012772
Arba	id=g:7012773
Koliyal	id=g:7012774
Baranzaki	id=g:7012775
Awakala	id=g:7012776
Gawo Arna	id=g:7012777
Doliyel	id=g:7012778
Gawo	id=g:7012779
Munki	id=g:7012780
Masama	id=g:7012781
Ololi	id=g:7012782
Tambagarka	id=g:7012783
Masama	id=g:7012784
Marafaro	id=g:7012785
Rujin Tsamia	id=g:7012786
Kawanawa	id=g:7012787
Kunawa	id=g:7012788
Gidan Alfa	id=g:7012789
Kubuta	id=g:7012790
Sabon Gari	id=g:7012791
Rikaka	id=g:7012792
Rikaka Magaji	id=g:7012793
Tumbula	id=g:7012794
Umaru	id=g:7012798
Sabon-Gari	id=g:7012799
Dabagi Bum	id=g:7012800
Tunga	id=g:7012801
Wamachi	id=g:7012802
Kwasare	id=g:7012803
Saketa	id=g:7012804
Bornawa	id=g:7012805
Gidan Magadji	id=g:7012806
Lahodu	id=g:7012807
Gidan Pako	id=g:7012808
Kililawa	id=g:7012809
Sabore	id=g:7012810
Kulukulu	id=g:7012811
Marabawa	id=g:7012812
Salkawa	id=g:7012813
Chimawa	id=g:7012814
Kolalawa	id=g:7012815
Rinji Kori	id=g:7012816
Gidan Makera	id=g:7012817
Gidan Zabarmawa	id=g:7012818
Kuakuara	id=g:7012819
Ganajayi	id=g:7012820
Dangida	id=g:7012821
Kuachaw	id=g:7012822
Ginju	id=g:7012973
Gidan Agulu	id=g:7012974
Sankoba	id=g:7012975
Daraye Birni	id=g:7012976
Daraye Kaura	id=g:7012977
Zabarmawa	id=g:7012978
Ungwa Ruwa	id=g:7012979
Runjin Gazo	id=g:7012980
Alibawa	id=g:7012981
Yauwarawa	id=g:7012982
Danbaranga	id=g:7012983
Kaura Fulani	id=g:7012984
Gidan Sala	id=g:7012985
Kumnawa	id=g:7012986
Gidan Alkali	id=g:7012987
Ginega	id=g:7012988
Gidan Sirge	id=g:7012989
Gandu	id=g:7012990
Gidan Ali	id=g:7012991
Dantale	id=g:7012992
Gidan Akwarna	id=g:7012993
Gandu	id=g:7012994
Gidan Enda	id=g:7012995
Amahali	id=g:7012996
Sisawa	id=g:7012997
Adarawa	id=g:7012998
Acida	id=g:7012999
Sabun Birnin	id=g:7013000
Kogogo	id=g:7013001
Gidan Sarkin Adar	id=g:7013002
Sabaru	id=g:7013003
Burwanga	id=g:7013004
Chakaltu	id=g:7013005
Tunga	id=g:7013006
Anganba	id=g:7013007
Kudukudu	id=g:7013008
Marinawa	id=g:7013009
Gidan Mirabu	id=g:7013010
Tofa	id=g:7013011
Gidan Bakabe	id=g:7013012
Gidan Gari	id=g:7013013
Malamawa	id=g:7013014
Gidan Magajia	id=g:7013015
Gidan Amada	id=g:7013016
Gidan Kaura	id=g:7013017
Burmawa Yusufu	id=g:7013018
Gelgel	id=g:7013019
Yankabawa	id=g:7013020
Aderawa	id=g:7013021
Kiasa	id=g:7013022
Dabage	id=g:7013023
Gidan Kobi	id=g:7013024
Kaura	id=g:7013025
Rugaliman	id=g:7013026
Bendigawa	id=g:7013027
Gidan Gajeri	id=g:7013028
Marumaru	id=g:7013029
Safarawa	id=g:7013030
Sabori	id=g:7013031
Budano Ila	id=g:7013032
Budano	id=g:7013033
Gedawa	id=g:7013034
Gidan-Alkali	id=g:7013035
Ligeri	id=g:7013036
Kombola	id=g:7013037
Bola	id=g:7013038
Gidan Gari	id=g:7013039
Jiariaje	id=g:7013040
Dengkel	id=g:7013041
Huchi	id=g:7013042
Daraye	id=g:7013043
Bowen	id=g:7013044
Gidan Badanfari	id=g:7013045
Gansari	id=g:7013046
Ilela	id=g:7013047
Gagi	id=g:7013048
Gidan Gero	id=g:7013049
Toronka	id=g:7013050
Gidan Soho	id=g:7013051
Gidan Gebbe	id=g:7013052
Tudun Danserima	id=g:7013053
Chakaltu	id=g:7013054
Rakwamni	id=g:7013055
Kalhu	id=g:7013056
Worofacca	id=g:7013057
Kursa	id=g:7013058
Rututuwa	id=g:7013059
Kaiwa	id=g:7013060
Maradi	id=g:7013061
Kaiwa	id=g:7013062
Kuriya	id=g:7013063
Birnin Zomo	id=g:7013064
Kundus	id=g:7013065
Butu	id=g:7013066
Kabonga	id=g:7013067
Saki	id=g:7013068
Mana	id=g:7013069
Zabaru	id=g:7013070
Mabera	id=g:7013071
Rumbukawa	id=g:7013072
Arguila	id=g:7013073
Yaaba	id=g:7013074
Kamata	id=g:7013075
Fanari Birni	id=g:7013076
Kaura Abdua	id=g:7013077
Boya	id=g:7013078
Tozai Hill	id=g:7014516
Pond Malgam	id=g:7014517
River Kwarare	id=g:7014518
Yantawu Hill	id=g:7014519
River Yarcadi	id=g:7014520
River Maica	id=g:7014521
Kaana Hill	id=g:7014522
Kai	id=g:7014523
River Kai	id=g:7014524
Rasachi Hill	id=g:7014525
River Koano	id=g:7014526
River Jeona	id=g:7014527
River Bosona	id=g:7014528
River Kpan	id=g:7014529
Tugan Damona	id=g:7014530
Mael	id=g:7014531
River Korofa	id=g:7014532
River Sina	id=g:7014533
River Alijeina	id=g:7014534
River Fene	id=g:7014535
Tugan Arawa	id=g:7014536
Tugan Lafia	id=g:7014537
Tugan-Sayo	id=g:7014538
Tungan Makeri	id=g:7014539
Puissa Hill	id=g:7014540
Abeokuta	id=g:7014541
Baturegbe Hill	id=g:7014542
River Esu	id=g:7014543
Ferin-Kaya	id=g:7014544
Tungan Tudu	id=g:7014545
Tungan Mekidi	id=g:7014546
Tungan Kako	id=g:7014547
Gidan Mallam Garba	id=g:7014548
Aota	id=g:7014549
Tungan Noma Utula	id=g:7014550
Gidan Bawa	id=g:7014551
Ungwan Akara	id=g:7014552
Tungan Alayafi	id=g:7014553
Tungan Alalaci	id=g:7014554
Tungan Katanga	id=g:7014555
Tungan Alkali	id=g:7014556
Tungan Dogo Bakomi	id=g:7014557
Gidan Dawraji	id=g:7014558
Tungan Dogo Bakomi	id=g:7014559
Kandam	id=g:7014560
Auta	id=g:7014561
Ungwan Doreyi	id=g:7014562
Mogo Ndaji	id=g:7014563
Mogo Ndaji	id=g:7014564
Gulu	id=g:7014565
Gulu	id=g:7014566
Gulu	id=g:7014567
Ugwan Shakidi	id=g:7014568
Kayowa	id=g:7014569
Papiri Gajere	id=g:7014570
Tugan Medugu	id=g:7014571
Gidan Medugu	id=g:7014572
Tugan Gadikar	id=g:7014573
Mejinga	id=g:7014574
Gidan Kasuga	id=g:7014575
Mewayo	id=g:7014576
Mebindiga	id=g:7014577
Keila	id=g:7014578
Okuba Range	id=g:7014579
Sabon Gandiga	id=g:7014580
Auta	id=g:7014581
Mekidi	id=g:7014582
River Kada	id=g:7014583
River Makarula	id=g:7014584
Ulakami	id=g:7014585
Kporokoso	id=g:7014586
River Jamua	id=g:7014587
Bakashi-Kpan	id=g:7014588
Marokoshi	id=g:7014589
Baagu	id=g:7014590
Ketere-Kpan	id=g:7014591
Tugan Noma	id=g:7014592
Egede Kpan	id=g:7014593
Godo	id=g:7014594
Azamalu	id=g:7014595
Gbafu	id=g:7014596
Ketere Utula	id=g:7014597
Hinanbiro	id=g:7014598
Baha	id=g:7014599
Gangu Sarkin	id=g:7014600
Rikobolo	id=g:7014601
Uhum	id=g:7014602
Rafia Island	id=g:7014603
Ikum Island	id=g:7014604
Tunga Ajiya	id=g:7014605
Kokando Hill	id=g:7014606
Tungan Sahi	id=g:7014607
Tungan Buru	id=g:7014608
RIver Kashapa	id=g:7014609
River Wuleama	id=g:7014610
River Matia	id=g:7014611
Yakumosin	id=g:7014612
Buka	id=g:7014613
River Matarito	id=g:7014614
River Banga	id=g:7014615
River Yakabala	id=g:7014616
River Shadaguibi	id=g:7014617
River Jinjima	id=g:7014618
Gidan Gona	id=g:7014619
Nasko	id=g:7014620
Karandadi	id=g:7014621
Tungan Sara	id=g:7014622
Gwagwede	id=g:7014623
Fari Ruwa	id=g:7014624
Kyau	id=g:7014625
Kasuwa-Ndaji	id=g:7014626
Makurdi	id=g:7014627
Alunguci	id=g:7014628
Makuci	id=g:7014629
Kinke	id=g:7014630
Mamba	id=g:7014631
Kaila	id=g:7014632
Alunguci	id=g:7014633
Tunkuzu	id=g:7014634
Tungan Samu	id=g:7014635
Sabon Gari	id=g:7014636
Mahonge	id=g:7014637
Chimpamini	id=g:7014638
Gungu Masu	id=g:7014639
Tungan-Gona	id=g:7014640
Gashi	id=g:7014641
Bak-n-Ruwa	id=g:7014642
Annua	id=g:7014643
Foge	id=g:7014644
Ushaba	id=g:7014645
Yerimawa	id=g:7014646
Utonu	id=g:7014647
Ukolo	id=g:7014648
Ukolo	id=g:7014649
Makarnla	id=g:7014650
River Makwara	id=g:7014651
River Wawu	id=g:7014652
River Kada	id=g:7014653
River Shadawanka	id=g:7014654
Uruha	id=g:7014655
Tungan Bakere	id=g:7014656
Ketere-Kpan	id=g:7014657
Ketere-Kpan	id=g:7014658
Mogoruwa Egbede	id=g:7014659
Kiafi	id=g:7014660
Arabulafia	id=g:7014661
Koshimalam	id=g:7014662
Mogoruwa	id=g:7014663
Damala	id=g:7014664
Mogaji	id=g:7014665
Azamakoshi	id=g:7014666
Baagu	id=g:7014667
Makoshi	id=g:7014668
Mekidi	id=g:7014669
Wakili	id=g:7014670
Meginga	id=g:7014671
River Zugu	id=g:7014672
River Bogonii	id=g:7014673
River Megudu	id=g:7014674
River Swashi	id=g:7014675
Tungan Jato	id=g:7014676
Tungan Jato	id=g:7014677
Old Dugga	id=g:7014678
New Dugga	id=g:7014679
River Ukpan	id=g:7014680
Foge Island	id=g:7014681
River Pamigbe	id=g:7014682
River Mogi	id=g:7014683
River Kufinna	id=g:7014684
River Simisuamona	id=g:7014685
River Minni	id=g:7014686
River Yakumosin	id=g:7014687
River Puwan	id=g:7014688
River Ubawa	id=g:7014689
River Ajia	id=g:7014690
River Shangwabiu	id=g:7014691
River Panni	id=g:7014692
Ichan	id=g:7014693
Tsofori-Bussa	id=g:7014694
River Giwa	id=g:7014695
Minni	id=g:7014696
Minni	id=g:7014697
Bussa	id=g:7014698
Garayi	id=g:7014699
Dogon Hills	id=g:7014700
Warra	id=g:7014701
Kagogi	id=g:7014702
Kpanga	id=g:7014703
Sangwa	id=g:7014704
River Maraha	id=g:7014705
River Raka	id=g:7014706
River Madele	id=g:7014707
River Wawu	id=g:7014708
Maraha	id=g:7014709
Sadawanka	id=g:7014710
Tungan Makeri	id=g:7014711
Lopa	id=g:7014712
Old-Malale	id=g:7014713
Cotton Depot	id=g:7014714
Tugan Dan Teku	id=g:7014715
River Mael	id=g:7014716
River Ferinkaya	id=g:7014717
River Keiwa	id=g:7014718
Auta	id=g:7014719
Kacura	id=g:7014720
River Takasabar	id=g:7014721
River Samadobi	id=g:7014722
Komala	id=g:7014723
Hilakila	id=g:7014724
Rumu	id=g:7014725
Kasabu	id=g:7014726
River Majiya	id=g:7014727
Chikeke	id=g:7014728
Dakin Gari	id=g:7014729
Takalafiya	id=g:7014730
Kasabu	id=g:7014731
Tungan Makeri	id=g:7014732
Tungan Yami	id=g:7014733
Agwata	id=g:7014734
Zamare	id=g:7014735
Sofia	id=g:7014736
Numakaku	id=g:7014737
Akangala	id=g:7014738
Pissa	id=g:7014739
Kiliya	id=g:7014740
Magurji	id=g:7014741
Fene	id=g:7014742
Gweze	id=g:7014743
River Papiri	id=g:7014744
River Damu	id=g:7014745
River Kpan	id=g:7014746
River Iten	id=g:7014747
River Blaba	id=g:7014748
River Zona	id=g:7014749
River Swate	id=g:7014750
River Sanna	id=g:7014751
River Zokunbra	id=g:7014752
River Kashuwa	id=g:7014753
River Wata	id=g:7014754
River Timu	id=g:7014755
River Kontagora	id=g:7014756
Shafaci	id=g:7014757
Gonswagbe Hill	id=g:7014758
Wuregashi	id=g:7014759
Azapbole	id=g:7014760
Bakinkpan	id=g:7014761
Kangon Agwara	id=g:7014762
Tungan Bauche	id=g:7014763
Goya	id=g:7014764
Tungan Maishagali	id=g:7014765
Tungan Bariki	id=g:7014766
Konia	id=g:7014767
Gumbi	id=g:7014768
Tungan Bori	id=g:7014769
Kuka	id=g:7014770
Tungan Rigia	id=g:7014771
Tungan Musa	id=g:7014772
Tungan Makeri	id=g:7014773
Okulegbe Hills	id=g:7014774
Kubli Range	id=g:7014775
Tungan-Dangaje	id=g:7014776
Yunmu	id=g:7014777
Lapar	id=g:7014778
Tungan-Garubi	id=g:7014779
Machinka Hills	id=g:7014780
Jantsaoni Hill	id=g:7014781
Gagan-Tagwaye	id=g:7014782
Borgu Reserve	id=g:7014783
Doro River Forest Reserve	id=g:7014784
Janyau	id=g:7014785
River Korofa	id=g:7014786
River Gulu	id=g:7014787
River Adehe	id=g:7014788
River Kantoro	id=g:7014789
River Kundu	id=g:7014790
R. Rofia	id=g:7014791
River Guzuri	id=g:7014792
River Papin	id=g:7014793
Pon	id=g:7014794
Jinjima	id=g:7014795
Gidan Kariya	id=g:7014796
Pamigbe Hill	id=g:7014797
Tungan Mataci	id=g:7014798
Lopo	id=g:7014799
River Utula	id=g:7014800
New Ulakami	id=g:7014801
Macekaraderi	id=g:7014802
River Mogo	id=g:7014803
Hilala	id=g:7014804
Busuru	id=g:7014805
River Zamache	id=g:7014806
River Bamana	id=g:7014807
River Dankado	id=g:7014808
River Majja	id=g:7014809
River Tanfaga	id=g:7014810
River Sinkafatu	id=g:7014811
River Alfa	id=g:7014812
River Danogaba	id=g:7014813
Kwarka Hill	id=g:7015099
Mayawaki Hill	id=g:7015100
Sidi Hills	id=g:7015101
Kalenjeni Hill	id=g:7015102
Gidima Hill	id=g:7015103
Agulu Hill	id=g:7015104
Kogogo Hill	id=g:7015105
Riri Hill	id=g:7015106
Dansajori Hill	id=g:7015107
Boya Hill	id=g:7015109
Kwaktotu Hill	id=g:7015110
River Dibo	id=g:7015113
River Fadama	id=g:7015114
River Maniawa	id=g:7015115
River Shela	id=g:7015116
Tudun Gudali	id=g:7015638
Lafani-Tudu	id=g:7015639
Gidan Dansiwake	id=g:7015640
Tudun Aya	id=g:7015641
Chlgoa Hill	id=g:7015642
Dango	id=g:7015644
Dango Hill	id=g:7015658
Zunguru Hill	id=g:7015659
Gidan Gidi	id=g:7015660
Chanchawa	id=g:7015661
Sabongari Masawa	id=g:7015662
Masawa	id=g:7015663
Gidan Fulani	id=g:7015664
Lake Baile	id=g:7015665
Bakachira	id=g:7015666
Rumji Sabongari	id=g:7015669
Pond Dogo Marke	id=g:7015670
Here	id=g:7015671
Haragawa	id=g:7015672
Garu Hill	id=g:7015673
Garu Baba	id=g:7015674
Buwa Diawa	id=g:7015675
Gidan Sandaga	id=g:7015676
Kwandamo	id=g:7015677
Masasa	id=g:7015678
Labida	id=g:7015679
Sarkin Mata Hill	id=g:7015680
Mulela	id=g:7015681
Hura	id=g:7015682
Makina	id=g:7015683
Sansani Valley	id=g:7015684
Ruga	id=g:7015685
Sangalandam	id=g:7015686
Tungan Zango	id=g:7015687
Takajabi Pond	id=g:7015688
Gidan Hamma	id=g:7015689
Pond Tabaro	id=g:7015690
Makina Fadama	id=g:7015691
Lake Tarike	id=g:7015692
Dambaana	id=g:7015693
Isiyako	id=g:7015694
Mamansuka Tudu	id=g:7015695
Gidan Almuwa	id=g:7015696
Gidan Almuwa Karembi	id=g:7015697
Maimasu Valley	id=g:7015698
Waiyaka	id=g:7015699
Tungan Jigo	id=g:7015700
Marake	id=g:7015701
Marake	id=g:7015702
Dabage	id=g:7015703
Tankari	id=g:7015704
Gidan Aihasan	id=g:7015705
Kalaba	id=g:7015706
Zango	id=g:7015707
Sabongari	id=g:7015708
Zugana	id=g:7015709
Damakeni	id=g:7015934
Ilaga	id=g:7015953
Jatalawa	id=g:7015954
Tamajira	id=g:7015955
Dantudu	id=g:7015956
Sabon Gari	id=g:7015957
Maigoshi	id=g:7015958
Lehida	id=g:7015959
Gidan Zango	id=g:7015960
Sakarawa	id=g:7015961
Zuldatu	id=g:7015962
Dankaro	id=g:7015963
Salamawa	id=g:7015964
Manai	id=g:7015965
Mieliaku	id=g:7015966
Gidan Mallami	id=g:7015967
Zamache	id=g:7015968
Kaddi Tudu	id=g:7015969
Badarawa	id=g:7015970
Gidan Dagi	id=g:7015971
Geyu Mallami	id=g:7015973
Bulumbukut	id=g:7015974
Chingali	id=g:7015975
Dagindi	id=g:7015976
Gidan-Maihako	id=g:7015977
Kaimi	id=g:7015978
Gidan Kwabra	id=g:7015980
Gidan-Dankyamashi	id=g:7015981
Dangaruko	id=g:7015982
Gidan Jergaba	id=g:7015983
Kuso	id=g:7015984
Gidan Busel	id=g:7015986
Tungan Haruna	id=g:7015987
Rangadawa	id=g:7015988
Kilya	id=g:7015989
Roga-Fulani	id=g:7015990
Sabongari	id=g:7015991
Guberu	id=g:7015992
Tunga Besa	id=g:7015993
Tungan Zaki	id=g:7015994
Tunga Bebe	id=g:7015996
Mache	id=g:7015997
Rambuji	id=g:7015998
Gidan-Zaki	id=g:7015999
Gidan Kura	id=g:7016000
Jian Ruwaku	id=g:7016001
Aduwa Masa	id=g:7016002
Gidan Kako	id=g:7016003
Tunga Madugu	id=g:7016004
Gidan Ardo	id=g:7016005
Bilingawa	id=g:7016006
Atukuwani	id=g:7016007
Dambala	id=g:7016011
Dambala	id=g:7016012
Bagoruwa	id=g:7016013
Gidan-Masa	id=g:7016014
Chancha	id=g:7016015
Gidan Jihadi	id=g:7016016
Tungan Dandunu	id=g:7016017
Gidan Chica	id=g:7016018
Gidan Same	id=g:7016019
Tunga-Majakai	id=g:7016020
Tungan-Nachini	id=g:7016021
Tungan Yusufu	id=g:7016022
Mara-Mawa	id=g:7016023
Gidan-Bango	id=g:7016024
Gidan-Pamba	id=g:7016025
Sabon Gari	id=g:7016026
Yawurno	id=g:7016027
Kenkeies	id=g:7016028
Gidan-Boba	id=g:7016029
Malamawa	id=g:7016030
Lukwa	id=g:7016031
Lukwatudu	id=g:7016032
Gidan-Fulani	id=g:7016033
Adarawa	id=g:7016034
Suroru	id=g:7016035
Tungan Ama	id=g:7016036
Tungan Makigani	id=g:7016037
Malikawa	id=g:7016038
Danfanga	id=g:7016039
Galaduchi	id=g:7016040
Kaura Dodu	id=g:7016041
Dan Gwaga	id=g:7016042
Sidingu	id=g:7016043
Dabagin Rama	id=g:7016044
Busau	id=g:7016045
Sir Badu	id=g:7016046
Karande	id=g:7016047
Bulama	id=g:7016048
Gidan Arizu	id=g:7016049
Gidan Tudu	id=g:7016050
Gidan Hayaki	id=g:7016051
Sirai	id=g:7016052
Maidawa	id=g:7016053
Hagelawa	id=g:7016054
Gidan-Tambare	id=g:7016055
Kulatawa	id=g:7016056
Kawa	id=g:7016057
Gwagware	id=g:7016058
Gidan Kane	id=g:7016059
Maidaji	id=g:7016060
Bamgi Hill	id=g:7016061
Bakin Hill	id=g:7016062
Samama	id=g:7016063
Erjabe	id=g:7016064
Gidan Bortal	id=g:7016065
Runjin Sarkin Noma	id=g:7016066
Yerkanta	id=g:7016067
Danjawa	id=g:7016068
Sakin Doke	id=g:7016069
Kantawa	id=g:7016070
Gidan Danidi	id=g:7016071
Gidan Gohe	id=g:7016072
Sabon Gari	id=g:7016073
Gidan Makera	id=g:7016074
Hausawa	id=g:7016075
Gidan Aikaw	id=g:7016076
Gidan Rere	id=g:7016077
Gidan Alhaji	id=g:7016078
Dabage	id=g:7016079
Gawo	id=g:7016080
Hausawa	id=g:7016081
Malamawa	id=g:7016082
Irlabe	id=g:7016083
Kutawa	id=g:7016084
Gidan Segaya	id=g:7016085
Kandem	id=g:7016086
Longo	id=g:7016087
Gidan Magaji	id=g:7016088
Raba	id=g:7016089
Siri Jalo	id=g:7017505
Umaruma	id=g:7017506
Lemi	id=g:7017507
Gidan Matomi	id=g:7017508
Gidan Aiki	id=g:7017509
Gidan Makera	id=g:7017510
Gidan Kolodo	id=g:7017511
Mlela	id=g:7017618
Roga Giwa	id=g:7017619
Dorayu	id=g:7017620
Gidan Roga	id=g:7017621
Kadaro	id=g:7017622
Morai	id=g:7017623
Morai	id=g:7017624
Gidan Megoyo	id=g:7017625
Gwangfa Dangara	id=g:7017626
Dandaye	id=g:7017627
Bakin Gulbe	id=g:7017628
Majema	id=g:7017629
Ergata Dutse	id=g:7017630
Lingo	id=g:7017631
Gidan Bubo	id=g:7017632
Gidan-Isa	id=g:7017633
Kabawa	id=g:7017634
Mesiji	id=g:7017635
Gidan	id=g:7017636
Belo	id=g:7017637
Rumgee	id=g:7017638
Bakin Kusu	id=g:7017639
Runjin Sambo	id=g:7017640
Sabon Gari	id=g:7017641
Gidan Megoru	id=g:7017642
Abattoir	id=g:7017643
Gandu	id=g:7017644
Tunga	id=g:7017645
Gebawa	id=g:7017646
Gwiwa	id=g:7017647
Nasarawa	id=g:7017648
Tunga Woru	id=g:7017649
Kaura	id=g:7017650
Arguila	id=g:7017651
Arguila Hill	id=g:7017652
Roga Kuka	id=g:7017653
Roga Diko	id=g:7017654
Hukuhuko Hill	id=g:7017655
Baga	id=g:7017656
Barkeji	id=g:7017657
Gidan Ali	id=g:7017658
Gumbi	id=g:7017659
Adarawa	id=g:7017660
Jiaoji	id=g:7017661
Guruguru Hill	id=g:7017662
Ronjin Beau	id=g:7017663
Kamata Hill	id=g:7017664
Tunga Baso	id=g:7017665
Gidan Egu	id=g:7017666
Tunga Manomi	id=g:7017667
Kaura Abdua	id=g:7017668
Siri Kaduna	id=g:7017669
River Gagere	id=g:7017670
River Bunsuru	id=g:7017671
Moru	id=g:7017672
Ehawa	id=g:7017753
Lango	id=g:7017844
Maiinchi	id=g:7017955
Kuka	id=g:7018248
Ban Zara Hill	id=g:7018249
Guidan Wando	id=g:7018253
Guidan Liman	id=g:7018254
Na Korau	id=g:7018255
Darbabiya	id=g:7018260
Nnage	id=g:7018261
Gidan Tudu	id=g:7018262
Marima	id=g:7018263
Arawa	id=g:7018264
Gidan Tanko	id=g:7018265
Marafaro	id=g:7018266
Kunawa	id=g:7018267
Tabanni	id=g:7018268
Gurgawo	id=g:7018269
Tsage	id=g:7018270
Ajurawa	id=g:7018271
Kursa	id=g:7018272
River Gadabo	id=g:7018427
Gurbi	id=g:7018900
Nassarawa	id=g:7018901
Koka	id=g:7018902
Danwari	id=g:7018903
Talata	id=g:7018904
Dansabo	id=g:7018905
Dan Barde	id=g:7018906
Dauda	id=g:7018907
Makeri	id=g:7018908
Malmo	id=g:7018909
Makera	id=g:7018910
Ungwan Mallam	id=g:7018911
Zango	id=g:7018914
Dutsin Pauwa	id=g:7018915
Tudun Mani Forest Reserve	id=g:7018916
Dan Kwido	id=g:7018917
Maifarare	id=g:7018918
Sarkin Noma	id=g:7018919
Dan Birgima	id=g:7018920
Baure	id=g:7018921
Marake	id=g:7018922
Matsiga	id=g:7018923
Panu	id=g:7018924
Mai-Gaterie	id=g:7018925
Kada Boki	id=g:7018926
Tsamer	id=g:7018927
Bagoma	id=g:7018928
Tudun Wada	id=g:7018929
Sabaru	id=g:7018930
Kalmo	id=g:7018931
Soda	id=g:7018932
Panteka Forest Reserve	id=g:7018933
Ungwan Maijimina	id=g:7018934
Ungwan Maizurma	id=g:7018935
Ungwan Bugau	id=g:7018936
Gero Forest Reserve	id=g:7018937
Ungwan Biso	id=g:7018938
Zuri	id=g:7018939
Gando	id=g:7018940
Arewawa	id=g:7018941
Ungwan Makera	id=g:7018942
Jamboriji	id=g:7018943
Kafin Magaji	id=g:7018944
Ungwan Danwana	id=g:7018945
Sabon Gwarzo	id=g:7018946
Kasa Riji	id=g:7018947
Zangarmawa	id=g:7018948
Katata Forest Reserve	id=g:7018949
Ungwan Dankyandi	id=g:7018950
Gangara Forest Reserve	id=g:7018951
Dayi Gora Forest Reserve	id=g:7018952
