Eparchía Kydonías	id=g:445436
Piramís Kitsévou	id=g:734631
Pyramída	id=g:734632
Piperítsa	id=g:734633
Piperiaí	id=g:734634
Pínovon	id=g:734635
Ákra Pínnes	id=g:734636
Piloroí	id=g:734637
Pilórion	id=g:734638
Pílima	id=g:734639
Ereípia Pýlis	id=g:734640
Pýli	id=g:734641
Pilaía	id=g:734642
Pylaía	id=g:734643
Piláf Tepé	id=g:734644
Pikrolímni	id=g:734645
Pikrolímni	id=g:734646
Pigádhia	id=g:734647
Pigádhia	id=g:734648
Nomós Pierías	id=g:734649
Piéria Óri	id=g:734650
Pýdna	id=g:734651
Philippi	id=g:734652
Pezoúla	id=g:734653
Pefkotón	id=g:734654
Péfkos	id=g:734655
Pevkólofos	id=g:734656
Pévkoi	id=g:734657
Pefkófyton	id=g:734658
Pefkodásos	id=g:734659
Pévka	id=g:734660
Péva Mahalé	id=g:734661
Petsádha	id=g:734662
Petsovska Reka	id=g:734663
Petroússa	id=g:734664
Petrótopos	id=g:734665
Petrotón	id=g:734666
Petrotá	id=g:734667
Petrotá	id=g:734668
Petropoulákion	id=g:734669
Petropiyí	id=g:734670
Límni Petrón	id=g:734671
Petrokhórion	id=g:734672
Petrokérasa	id=g:734673
Petriótikos Potamós	id=g:734674
Pétrinon	id=g:734675
Petraná	id=g:734676
Petrálona	id=g:734677
Petraía	id=g:734678
Pétrai	id=g:734679
Pétra Gkioúrou	id=g:734680
Petrádhes	id=g:734681
Petrádes	id=g:734682
Petinós	id=g:734683
Pethelinós	id=g:734684
Erípia Pessánis	id=g:734685
Pérni	id=g:734686
Sidhirodhromikós Stathmós Perivolakíou	id=g:734687
Perivolákion	id=g:734688
Perívlepton	id=g:734689
Perithórion	id=g:734690
Peristeróna	id=g:734691
Peristérion	id=g:734692
Peristéria	id=g:734693
Peristereón	id=g:734694
Peristerá	id=g:734695
Peristerá	id=g:734696
Peristéra	id=g:734697
Perístasis	id=g:734698
Périnthos	id=g:734699
Perikopís Réma	id=g:734700
Erípia Perikopís	id=g:734701
Períkleia	id=g:734702
Perikhóra	id=g:734703
Perifereiakí Dióryx	id=g:734704
Perdhíkkas	id=g:734705
Perdhíki Réma	id=g:734706
Perdhikiá	id=g:734707
Pérasma	id=g:734708
Pérasma	id=g:734709
Pérama	id=g:734710
Peraía	id=g:734711
Peraía	id=g:734712
Peponiá	id=g:734713
Peponiá	id=g:734714
Péplos	id=g:734715
Pénde Vrísai	id=g:734716
Pendávrisos	id=g:734717
Pendávrison	id=g:734718
Pendápolis	id=g:734719
Pentaplátanon	id=g:734720
Pendálofos	id=g:734721
Pentálofos	id=g:734722
Pendálofos	id=g:734723
Pentálofon	id=g:734724
Nomós Péllis	id=g:734725
Pélla	id=g:734726
Pelekití	id=g:734727
Pelekános	id=g:734728
Pelayía	id=g:734729
Pelargós	id=g:734730
Pedinón	id=g:734731
Pedhinón	id=g:734732
Patrís	id=g:734733
Patríkion	id=g:734734
Patríka	id=g:734735
Pátima	id=g:734736
Pátermos Réma	id=g:734737
Patermá	id=g:734738
Patelidhás	id=g:734739
Erípia Patáron	id=g:734740
Patagí	id=g:734741
Pássos	id=g:734742
Pasás	id=g:734743
Paskhaliá	id=g:734744
Parthenón	id=g:734745
Parthénion	id=g:734746
Parthénion	id=g:734747
Parórion	id=g:734748
Parókthion	id=g:734749
Parókthion	id=g:734750
Erípia Parkhári	id=g:734751
Parapótamos	id=g:734752
Paranéstion	id=g:734753
Parámeron	id=g:734754
Paralímnion	id=g:734755
Paralía Avdhíron	id=g:734756
Paralía	id=g:734757
Parádhisos	id=g:734758
Parádhisos	id=g:734759
Paradhimí	id=g:734760
Pappayiánnis	id=g:734761
Pappádhes	id=g:734762
Papínas Lákkos	id=g:734763
Paptsiáris	id=g:734764
Papadhiás Réma	id=g:734765
Ákra Papadhiá	id=g:734766
Papadhiá	id=g:734767
Papadiá	id=g:734768
Papá Alóni Réma	id=g:734769
Panórama	id=g:734770
Panórama	id=g:734771
Panórama	id=g:734772
Pangaraslí	id=g:734773
Pangaíon Óros	id=g:734774
Panérion	id=g:734775
Pándrosos	id=g:734776
Moní Pandokrátoros	id=g:734777
Panayítsa	id=g:734778
Órmos Panagiás	id=g:734779
Nisís Panayía	id=g:734780
Panayía	id=g:734781
Moní Panagías	id=g:734782
Panaríti	id=g:734783
Panaḯr Réma	id=g:734784
Pámforon	id=g:734785
Pálli	id=g:734786
Palládhion	id=g:734787
Paliouriónes	id=g:734788
Palioúrion	id=g:734789
Palioúrion	id=g:734790
PalaiónTsiflíkion	id=g:734791
Palióremma	id=g:734792
Paliómilon Réma	id=g:734793
Palióka	id=g:734794
Paliámbela	id=g:734795
Paliámpela	id=g:734796
Paliálona	id=g:734797
Palayía	id=g:734798
Palatítsia	id=g:734799
Palaístra	id=g:734800
Erípia Palaioú Peristerónas	id=g:734801
Palaiós Zigós	id=g:734802
Palaiostáni	id=g:734803
Palaiós Mylótopos	id=g:734804
Palaioséllion	id=g:734805
Palaiós Dhorískos	id=g:734806
Palaió Réma	id=g:734807
Palaiópolis	id=g:734808
Palaiópyrgos	id=g:734809
Palaión Zervochórion	id=g:734810
Palaión Gynaikókastron	id=g:734811
Palaión Skyllítsion	id=g:734812
Palaión Ólvion	id=g:734813
Palaión Khimónion	id=g:734814
Palaión Keramídion	id=g:734815
Palaión Katrámion	id=g:734816
Palaión Eleftherochórion	id=g:734817
Palaión Agionérion	id=g:734818
Axós	id=g:734819
Palaiokómi	id=g:734820
Palaiokhórion	id=g:734821
Palaiochórion	id=g:734822
Palaiokhórion	id=g:734823
Palaiokhórion	id=g:734824
Palaiokhórion	id=g:734825
Palaiochóra	id=g:734826
Palaiokhóra	id=g:734827
Palaiókastron	id=g:734828
Palaiókastron	id=g:734829
Palaiókastron	id=g:734830
Palaiográtsanon	id=g:734831
Palaífyton	id=g:734832
Palaiá Zíkhni	id=g:734833
Ereípia Palaiás Vrontoús	id=g:734834
Erípia Palaiás Kariás	id=g:734835
Palaiá Sayíni	id=g:734836
Palaiá Oinóï	id=g:734837
Palaiá Morsíni	id=g:734838
Palaiá Lykógianni	id=g:734839
Palaiá Kavála	id=g:734840
Palaiá Karyótissa	id=g:734841
Páklara	id=g:734842
Pákhni	id=g:734843
Ákra Pachýs	id=g:734844
Páïkon Óros	id=g:734845
Pagoúria	id=g:734846
Pagonérion	id=g:734847
Pagokhórion	id=g:734848
Pádes	id=g:734849
Oxiá	id=g:734850
Oxiá	id=g:734851
Oxiá	id=g:734852
Oxyá	id=g:734853
Ouranópolis	id=g:734854
Óssoyio	id=g:734855
Óssa	id=g:734856
Ósovo Réma	id=g:734857
Osmán Béï Réma	id=g:734858
Osmanákos	id=g:734859
Moní Osíou Grigoríou	id=g:734860
Órova Réma	id=g:734862
Oropédhion	id=g:734863
Oropédhion	id=g:734864
Órmos Prínou	id=g:734865
Órmos Methónis	id=g:734866
Órmos	id=g:734867
Ormília	id=g:734868
Orménion	id=g:734869
Ormán Réma	id=g:734870
Órma	id=g:734871
Órlovo	id=g:734872
Orinó	id=g:734873
Oriní	id=g:734874
Orgáni	id=g:734875
Kólpos Orfanoú	id=g:734876
Orfanón	id=g:734877
Orfánion	id=g:734878
Orestiní	id=g:734879
Orestiás	id=g:734880
Oréskia	id=g:734881
Oraíon	id=g:734882
Oraiókastron	id=g:734883
Ópagia	id=g:734884
Omorfokklisiá	id=g:734885
Omalón	id=g:734886
Omalí	id=g:734887
Ólvion	id=g:734888
Olúk Réma	id=g:734889
Mount Olympus	id=g:734890
Olimbiás	id=g:734891
Olimbiás	id=g:734892
Okhirón	id=g:734893
Oinoússa	id=g:734894
Oinóï	id=g:734895
Oinói	id=g:734896
Oiákion	id=g:734897
Ofrínion	id=g:734898
Odigítria	id=g:734899
Nerótopos	id=g:734900
Yugoiztochni Rodopi	id=g:734901
Nótia	id=g:734902
Nóstimon	id=g:734903
Nidže	id=g:734904
Nisíon	id=g:734905
Nisíon	id=g:734906
Niséllion	id=g:734907
Nípsa	id=g:734908
Nimfópetra	id=g:734909
Nimfaíon	id=g:734910
Nimfaía	id=g:734911
Nikotsáras	id=g:734912
Nikópolis	id=g:734913
Nikomidhinón	id=g:734914
Nikóklia	id=g:734915
Nikítas	id=g:734916
Nikitaí	id=g:734917
Nikitaí	id=g:734918
Nikísiani	id=g:734919
Nikifóros	id=g:734920
Níki	id=g:734921
Níki	id=g:734922
Nikánor	id=g:734923
Nigríta	id=g:734924
Névra	id=g:734925
Mesta	id=g:734926
Nestórion	id=g:734927
Erípia Nestokhoríou	id=g:734928
Nerómilos	id=g:734929
Nerómyloi	id=g:734930
Nerofráktis	id=g:734931
Erípia Neráïdhas	id=g:734932
Neráïdha	id=g:734933
Néos Zigós	id=g:734934
Néos Skopós	id=g:734935
Néos Pródromos	id=g:734936
Néos Pírgos	id=g:734937
Néos Mylótopos	id=g:734938
Néos Marmarás	id=g:734939
Néos Kávkasos	id=g:734940
Néos Dhorískos	id=g:734941
Néon Gynaikókastron	id=g:734942
Néon Soúlion	id=g:734943
Kalochórion	id=g:734944
Néon Sirákion	id=g:734945
Néon Rýsion	id=g:734946
Néon Petrítsion	id=g:734947
Néon Myriófyton	id=g:734948
Néon Lilíon	id=g:734949
Néon Kostíon	id=g:734950
Néon Kostarázion	id=g:734951
Néon Kordelión	id=g:734952
Néon Khimónion	id=g:734953
Néon Keramídion	id=g:734954
Néon Kavaklíon	id=g:734955
Néon Katrámion	id=g:734956
Néon Agionérion	id=g:734957
Neochoroúda	id=g:734958
Neochorópoulon	id=g:734959
Neokhórion	id=g:734960
Neokhórion	id=g:734961
Neokhórion	id=g:734962
Neokhórion	id=g:734963
Neochórion	id=g:734964
Neochórion	id=g:734965
Kypséli	id=g:734966
Neokhórion	id=g:734967
Neokhórion	id=g:734968
Neokhorákion	id=g:734969
Neókastron	id=g:734970
Neokaisáreia	id=g:734971
Néoi Psathádhes	id=g:734972
Néoi Epivátai	id=g:734973
Negovánis Réma	id=g:734974
Nédha	id=g:734975
Néa Zoí	id=g:734976
Néa Zíchni	id=g:734977
Néa Víssa	id=g:734978
Néa Tríglia	id=g:734979
Néa Tirolóï	id=g:734980
Néa Ténedhos	id=g:734981
Erípia Néas Spártis	id=g:734982
Néa Siyí	id=g:734983
Néa Sílata	id=g:734984
Néa Sevástia	id=g:734985
Néa Sánda	id=g:734986
Néa Sánta	id=g:734987
Néa Ródha	id=g:734988
Néa Raidhestós	id=g:734989
Néa Potídhaia	id=g:734990
Neápolis	id=g:734991
Néa Pláyia	id=g:734992
Néa Pétra	id=g:734993
Néa Péramos	id=g:734994
Néa Pélla	id=g:734995
Néa Ólinthos	id=g:734996
Néa Nikópolis	id=g:734997
Néa Nikomídeia	id=g:734998
Néa Moudhaniá	id=g:734999
Néa Morsíni	id=g:735000
Néa Michanióna	id=g:735001
Néa Mesimvría	id=g:735002
Néa Málgara	id=g:735003
Néa Magnisía	id=g:735004
Néa Mádhitos	id=g:735005
Néa Lykógianni	id=g:735006
Néa Krómi	id=g:735007
Néa Kómi	id=g:735008
Néa Khilí	id=g:735009
Néa Kesáni	id=g:735010
Néa Kerdhília	id=g:735011
Néa Keraséa	id=g:735012
Néa Kavála	id=g:735013
Néa Karváli	id=g:735014
Néa Karyá	id=g:735015
Néa Kallikrátia	id=g:735016
Néa Irakleítsa	id=g:735017
Néa Iráklia	id=g:735018
Néa Iráklia	id=g:735019
Néa Goniá	id=g:735020
Néa Fókaia	id=g:735021
Néa Filí	id=g:735022
Néa Éfesos	id=g:735023
Néa Báfra	id=g:735024
Néa Apollonía	id=g:735025
Neá Amissós	id=g:735026
Néa Amisós	id=g:735027
Néa Agathoúpolis	id=g:735028
Sidirodromikós Stathmós Naoúsis	id=g:735029
Náousa	id=g:735030
Námata	id=g:735031
Erípia Musajalí	id=g:735032
Murajík Réma	id=g:735033
Mousthéni	id=g:735034
Moúsgali Potamós	id=g:735035
Sidirodromikós Stathmós Mourión	id=g:735036
Mouríki Réma	id=g:735037
Mouriaí	id=g:735038
Moúka	id=g:735039
Moschopótamos	id=g:735040
Ereípia Moschochoríou	id=g:735041
Ereípia Moschochórion	id=g:735042
Mosaïkón	id=g:735043
Mórsa	id=g:735044
Óros Moríki	id=g:735045
Mórfi	id=g:735046
Monoxilítai	id=g:735047
Monóvrisi	id=g:735048
Monóspita	id=g:735049
Ereípia Monópylon	id=g:735050
Monopígadhon	id=g:735051
Monólofon	id=g:735052
Monokklisiá	id=g:735053
Mondópoulos	id=g:735054
Monastírtse Réma	id=g:735055
Monastiríou Réma	id=g:735056
Monastírion	id=g:735057
Monastirákion	id=g:735058
Monastirákion	id=g:735059
Monastirákion	id=g:735060
Monastirákion	id=g:735061
Monastirákion	id=g:735062
Mólos	id=g:735063
Molókha	id=g:735064
Molyvdosképastos	id=g:735065
Mólista	id=g:735066
Mokrótis Réma	id=g:735067
Moglenítsas Potamós	id=g:735068
Módhion	id=g:735069
Límni Mitrikoú	id=g:735070
Mitrikón	id=g:735071
Mítikas	id=g:735072
Místakas	id=g:735073
Mískhos	id=g:735074
Mirtófiton	id=g:735075
Mirtíski	id=g:735076
Mirtiá	id=g:735077
Mirsiniá	id=g:735078
Mirsinerón	id=g:735079
Mirsína	id=g:735080
Sidhirodhromikós Stathmós Mirrínis	id=g:735081
Mirríni	id=g:735082
Mirovlítis	id=g:735083
Ereípia Myrovlíti	id=g:735084
Mirodháton	id=g:735085
Mírkinos	id=g:735086
Myriófyton	id=g:735087
Miriófiton	id=g:735088
Miríkhos Potamós	id=g:735089
Mírana	id=g:735090
Milórrevma	id=g:735091
Mylórrema	id=g:735092
Milopótamos	id=g:735093
Erípia Milopétras	id=g:735094
Réma Mílon	id=g:735095
Mylochórion	id=g:735096
Milokhórion	id=g:735097
Milítsa	id=g:735098
Miliádha	id=g:735099
Mileón	id=g:735100
Miléa	id=g:735101
Miléa	id=g:735102
Miléa	id=g:735103
Miléa	id=g:735104
Miléa	id=g:735105
Mikróvrysi	id=g:735106
Mikró Vardári	id=g:735107
Mikróvalton	id=g:735108
Mikrós Vávdhos	id=g:735109
Mikrós Prínos	id=g:735110
Mikrópolis	id=g:735111
Mikrón Soúlion	id=g:735112
Mikrón Playiárion	id=g:735113
Mikrón Pistón	id=g:735114
Mikrón Monastírion	id=g:735115
Mikrón Kranovoúnion	id=g:735116
Ákra Mikró Émvolo	id=g:735117
Mikrón Doukáton	id=g:735118
Mikrón Déreion	id=g:735119
Mikrón Dásos	id=g:735120
Mikromiléa	id=g:735121
Mikrólofos	id=g:735122
Mikrolivádhion	id=g:735123
Mikrolímni	id=g:735124
Mikrokómi	id=g:735125
Mikroklisoúra	id=g:735126
Mikroklisoúra	id=g:735127
Erípia Mikrokhoríou	id=g:735128
Mikrokhórion	id=g:735129
Mikrokhórion	id=g:735130
Mikrokhórion	id=g:735131
Mikrokhórion	id=g:735132
Mikrókastron	id=g:735133
Mikrókambos	id=g:735134
Mikrókampos	id=g:735135
Mikrá Sánta	id=g:735136
Mikrí Miléa	id=g:735137
Mikrí Kípsa	id=g:735138
Mikrá Vólvi	id=g:735139
Prespa e Vogël	id=g:735140
Mikrálona	id=g:735141
Mikrákion	id=g:735142
Mikrá Kavisós	id=g:735143
Mikrá Dhoxipára	id=g:735144
Mikrá Áda	id=g:735145
Míki	id=g:735146
Michalítsion	id=g:735147
Moní Meyístis Lávras	id=g:735148
Metókhion Zográfou	id=g:735149
Metókhion Patriotikón	id=g:735150
Metókhion Koutloumousíou	id=g:735151
Metókhion Koumítsas	id=g:735152
Metókhion Konstamonítou	id=g:735153
Metókhion Ayíou Grigoríou	id=g:735154
Metókhion Ayías Kiriakís	id=g:735155
Metókhion Agapíou	id=g:735156
Methóni	id=g:735157
Metaxochórion	id=g:735158
Metaxás	id=g:735159
Metangítsion	id=g:735160
Metamórfosis	id=g:735161
Metamórfosis	id=g:735162
Metamórfosis	id=g:735163
Metamórfosis	id=g:735164
Métallon	id=g:735165
Metallikón	id=g:735166
Métalla	id=g:735167
Mésti	id=g:735168
Messoúni	id=g:735169
Mesóvrachon	id=g:735170
Mesóvounon	id=g:735171
Mesovoúni	id=g:735172
Mesótopos	id=g:735173
Mesorrákhi	id=g:735174
Mesorópi	id=g:735175
Mesopótamon	id=g:735176
Mesopótamo	id=g:735177
Mesopotamiá	id=g:735178
Mesonísion	id=g:735179
Mesonísion	id=g:735180
Mesoloúrion	id=g:735181
Mesólofos	id=g:735182
Mesólakkos	id=g:735183
Mesolakkiá	id=g:735184
Mesokórifon	id=g:735185
Mesókomon	id=g:735186
Mesokómi	id=g:735187
Mesokhórion	id=g:735188
Mesokhórion	id=g:735189
Mesokhórion	id=g:735190
Mesókambos	id=g:735191
Mésoi Apóstoloi	id=g:735192
Mesimvría	id=g:735193
Mesimérion	id=g:735194
Mesimérion	id=g:735195
Mesimérion	id=g:735196
Mesianón	id=g:735197
Mesianón	id=g:735198
Mesianí	id=g:735199
Mesiá	id=g:735200
Mesiá	id=g:735201
Mési	id=g:735202
Mési	id=g:735203
Mésai Thérmai	id=g:735204
Mesaíon	id=g:735205
Mesaía Koufália	id=g:735206
Mesaía	id=g:735207
Mesádha	id=g:735208
Mersinoúdha	id=g:735209
Merópi Óros	id=g:735210
Merópi	id=g:735211
Ereípia Merianás	id=g:735212
Ménsko Réma	id=g:735213
Menoíkion Óros	id=g:735214
Meneméni	id=g:735215
Momkova Planina	id=g:735216
Meméïtsi Réma	id=g:735217
Melívoia	id=g:735218
Melítonas	id=g:735219
Melíti	id=g:735220
Melítaina	id=g:735221
Melissóvounon Réma	id=g:735222
Melissouryíon	id=g:735223
Melissourgós	id=g:735224
Melissótopos	id=g:735225
Melissópetra	id=g:735226
Melissónas	id=g:735227
Melissómandra	id=g:735228
Melissokomíon	id=g:735229
Melissokhórion	id=g:735230
Melissochórion	id=g:735231
Melíssia	id=g:735232
Mélissa	id=g:735233
Mélissa	id=g:735234
Melíki	id=g:735235
Melidhónion	id=g:735236
Meliádion	id=g:735237
Melía	id=g:735238
Meléti	id=g:735239
Melenikítsion	id=g:735240
Meláthion	id=g:735241
Melás	id=g:735242
Melánthion	id=g:735243
Méga Tímbanon	id=g:735244
Méga Sirínion	id=g:735245
Mégaron	id=g:735246
Megaplátanos	id=g:735247
Méga Pistón	id=g:735248
Megálo Vounó	id=g:735249
Megálo Vardári	id=g:735250
Megálos Prínos	id=g:735251
Kotzá Réma	id=g:735252
Megálo Réma	id=g:735253
Megálo Réma	id=g:735254
Megálo Potámi	id=g:735255
Megálo Potámi	id=g:735256
Megalokhórion	id=g:735257
Ákra Megálo Émvolo	id=g:735258
Megalókambos	id=g:735259
Megáli Vrýsi	id=g:735260
Megáli Vólvi	id=g:735261
Megáli Vígla	id=g:735262
Megáli Stérna	id=g:735263
Megáli Panayía	id=g:735264
Megáli Dhoxipára	id=g:735265
Megáli Áda	id=g:735266
Livádia	id=g:735267
Méga Kranovoúnion	id=g:735268
Méga Évmoiron	id=g:735269
Méga Doukáton	id=g:735270
Méga Dhérion	id=g:735271
Médhousa	id=g:735272
Mázni	id=g:735273
Mázion	id=g:735274
Mayikón	id=g:735275
Mávro Vounó	id=g:735276
Mavrovoúnion	id=g:735277
Mavrovoúni	id=g:735278
Límni Mavróvou	id=g:735279
Mavróvatos	id=g:735280
Mavrótopos	id=g:735281
Mavrothálassa	id=g:735282
Mavropiyí	id=g:735283
Mavrópetra	id=g:735284
Mavronóros	id=g:735285
Mavronéri Potamós	id=g:735286
Mavronérion	id=g:735287
Mavronéri Réma	id=g:735288
Mávron Déndron	id=g:735289
Mávron	id=g:735290
Mavrommátion	id=g:735291
Mavrólongos Réma	id=g:735292
Mavrólofos	id=g:735293
Mavrolíthion	id=g:735294
Mavrolévki	id=g:735295
Mavrokordhátos	id=g:735296
Mavrokklísion	id=g:735297
Mavrokhórion	id=g:735298
Mavrokhórion	id=g:735299
Mavrókambos	id=g:735300
Mavrókampos	id=g:735301
Mavrodhéndrion	id=g:735302
Mavri Petra	id=g:735303
Mavranaíoi	id=g:735304
Matítsa Réma	id=g:735305
Maroúdha	id=g:735306
Ákra Maronías	id=g:735307
Marónia	id=g:735308
Marmariá	id=g:735309
Ákra Marmári	id=g:735310
Marmarás	id=g:735311
Marmarás	id=g:735312
Potamós Marmará	id=g:735313
Marliá	id=g:735314
Lákkos Marión	id=g:735316
Marína	id=g:735317
Marína	id=g:735318
Marianá	id=g:735319
Mariaí	id=g:735320
Margarítion	id=g:735321
Margaríta	id=g:735322
Mardhítsa Réma	id=g:735323
Marathoússa	id=g:735324
Marásia	id=g:735325
Mánou Rákhi	id=g:735326
Maniákoi	id=g:735327
Maniákion	id=g:735328
Máni	id=g:735329
Mangazí Réma	id=g:735330
Mángana	id=g:735331
Mandrínia Réma	id=g:735332
Mandrákion	id=g:735333
Mándrai	id=g:735334
Mándra	id=g:735335
Mándra	id=g:735336
Mandhílion	id=g:735337
Mándalon	id=g:735338
Mándaina	id=g:735339
Máltska Réma	id=g:735340
Ákra Malathriá	id=g:735341
Díon	id=g:735342
Mála Réka	id=g:735343
Mála Réka	id=g:735344
Makrokhoríou Réma	id=g:735345
Makrokhórion	id=g:735346
Makrochórion	id=g:735347
Makrýgialos	id=g:735348
Ákra Mákris	id=g:735349
Makripláyion	id=g:735350
Makriótissa	id=g:735351
Makrinítsa	id=g:735352
Makrikhórion	id=g:735353
Mákri	id=g:735354
Makedonía	id=g:735355
Makárion	id=g:735356
Maḯstros	id=g:735357
Magnísia	id=g:735358
Máli Mádhi	id=g:735359
Loúvri	id=g:735361
Loútza Potamós	id=g:735362
Sidirodromikós Stathmós Loutrós Véroia	id=g:735363
Loutrós	id=g:735364
Loutrós	id=g:735365
Loutrochórion	id=g:735366
Loutrá Vólvis	id=g:735367
Loutrá Sidhirokástrou	id=g:735368
Loútra Kavásilon	id=g:735369
Loutrá Elevtherón	id=g:735370
Loustrítis	id=g:735371
Loulakáki Vrýsi	id=g:735372
Loudías Potamós	id=g:735373
Loudías	id=g:735374
Lófos	id=g:735375
Lófos	id=g:735376
Lófoi	id=g:735377
Lofískos	id=g:735378
Lofárion	id=g:735379
Liyerí	id=g:735380
Liverá	id=g:735381
Lívas	id=g:735382
Ereípia Livadotópou	id=g:735383
Livadhopótamos	id=g:735384
Livadhokhórion	id=g:735385
Livadítsa	id=g:735386
Livadhítis	id=g:735387
Livádhion	id=g:735388
Livádion	id=g:735389
Livádion	id=g:735390
Livadhiá	id=g:735391
Livadherón	id=g:735392
Livadherón	id=g:735393
Livadhákion	id=g:735394
Livadákion	id=g:735395
Lítza Réma	id=g:735396
Lítsite Réma	id=g:735397
Sidirodromikós Stathmós Litochórou	id=g:735398
Litóchoron	id=g:735399
Lití	id=g:735400
Lithótopos	id=g:735401
Ereípia Lithotoú	id=g:735402
Lithokhórion	id=g:735403
Lithiá	id=g:735404
Lithária	id=g:735405
Líra	id=g:735406
Leipsýdrion	id=g:735407
Liparón	id=g:735408
Lioumitéïm Réma	id=g:735409
Linós	id=g:735410
Limón	id=g:735411
Limnokhórion	id=g:735412
Limnokhórion	id=g:735413
Limníski	id=g:735414
Limniá	id=g:735415
Límni	id=g:735416
Órmos Limenária	id=g:735417
Limenária	id=g:735418
Liliákos	id=g:735419
Likovoúnion	id=g:735420
Likóstomon	id=g:735421
Likóstomon	id=g:735422
Lykórrachi	id=g:735423
Likómoron	id=g:735424
Líkoi	id=g:735425
Likófos	id=g:735426
Likodhrómion	id=g:735427
Likodhiásellon	id=g:735428
Liknádhes	id=g:735429
Líkion	id=g:735430
Likiá	id=g:735431
Ligariá	id=g:735432
Liatovoúni	id=g:735433
Leianovérgion	id=g:735434
Levkóyia	id=g:735435
Levkóvrisi	id=g:735436
Levkoúdha	id=g:735437
Levkótopos	id=g:735438
Levkothéa	id=g:735439
Pélekas Potamós	id=g:735440
Levkopiyí	id=g:735441
Levkópetra	id=g:735442
Lefkópetra	id=g:735443
Levkón	id=g:735444
Levkón	id=g:735445
Levkokhórion	id=g:735446
Levkímmi	id=g:735447
Lévki	id=g:735448
Lévki	id=g:735449
Lévki	id=g:735450
Lévkara	id=g:735451
Levkádhion	id=g:735452
Levkádhion	id=g:735453
Lefkádia	id=g:735454
Leventochórion	id=g:735455
Lésnitsa Réma	id=g:735456
Lesíli	id=g:735457
Lerínska Réma	id=g:735458
Sidirodromikós Stathmós Leptokaryás	id=g:735459
Erípia Leptokariás	id=g:735460
Leptokariaí	id=g:735461
Leptokariá	id=g:735462
Leptokaryá	id=g:735463
Ereípia Leptokaryás	id=g:735464
Lepti	id=g:735465
Óri Lekánis	id=g:735466
Lekáni	id=g:735467
Lazochórion	id=g:735468
Réma Gríva	id=g:735469
Lazarádhes	id=g:735470
Layiná	id=g:735471
Lagyná	id=g:735472
Lávdhas	id=g:735473
Lávara	id=g:735474
Láva	id=g:735475
Latomeíon	id=g:735476
Límni Lántzas	id=g:735477
Langádhion	id=g:735478
Lagkadikia	id=g:735479
Lagkadiá	id=g:735480
Lagkadás	id=g:735481
Langadhákia	id=g:735482
Lagkáda	id=g:735483
Lákga	id=g:735484
Lánari	id=g:735485
Lambrón	id=g:735486
Lambrinón	id=g:735487
Lakkoúdha	id=g:735488
Lákkoma	id=g:735489
Lákkoma	id=g:735490
Lakkiá	id=g:735491
Lakkiá	id=g:735492
Lákka	id=g:735493
Lakhanókipoi	id=g:735494
Lakhanás	id=g:735495
Laimós	id=g:735496
Lagós	id=g:735497
Lágos	id=g:735498
Límni Lafroúdha	id=g:735499
Límni Láfra	id=g:735500
Ladhokopána	id=g:735501
Ládhi	id=g:735502
Ladharió	id=g:735503
Kuvatsóvitsa	id=g:735504
Kushlardag	id=g:735505
Kurú Réma	id=g:735506
Kurú Réma	id=g:735507
Kurú Potamós	id=g:735508
