Anjiabitira Rivière	id=g:1073626
Andratombe	id=g:1074560
Andratomanitra	id=g:1074561
Andratomana	id=g:1074562
Farihy Andratoloharano	id=g:1074563
Andratina	id=g:1074564
Andratenina	id=g:1074565
Andratany	id=g:1074566
Andratanomby	id=g:1074567
Andratambe	id=g:1074568
Andratambe	id=g:1074569
Andratambe	id=g:1074570
Andratambe	id=g:1074571
Andratambazaha	id=g:1074572
Andratamarina	id=g:1074573
Andratamarina	id=g:1074574
Andratamare	id=g:1074575
Andratafika	id=g:1074576
Andrasy	id=g:1074577
Andrasirisa	id=g:1074578
Andrasemba	id=g:1074579
Andraseky	id=g:1074580
Andrasatakely	id=g:1074581
Andrasarasara	id=g:1074582
Andrasakomby	id=g:1074583
Andrasahabe	id=g:1074584
Andrasaha	id=g:1074585
Andrarona	id=g:1074586
Andraroba	id=g:1074587
Andrarezo	id=g:1074588
Andrareza	id=g:1074589
Andraratranina	id=g:1074590
Andraratranina	id=g:1074591
Andrarary	id=g:1074592
Andraraompy	id=g:1074593
Andrarambiny	id=g:1074594
Andraraly	id=g:1074595
Andrapopo	id=g:1074596
Farihy Andrapongy	id=g:1074597
Andrapidrapika	id=g:1074598
Andrapengy	id=g:1074599
Andrapandrakotra	id=g:1074600
Andrapakabe	id=g:1074601
Andraokomby	id=g:1074602
Andraofana	id=g:1074603
Andrany Rivière	id=g:1074604
Andrantina Rivière	id=g:1074605
Andrantamarina	id=g:1074606
Andrantabe	id=g:1074607
Andranozaza	id=g:1074608
Andranozaha	id=g:1074609
Andranoyorikolo	id=g:1074610
Andranovovo	id=g:1074611
Andranovory-Majeravelo	id=g:1074612
Andranovory	id=g:1074613
Andranovory	id=g:1074614
Andranovory	id=g:1074615
Andranovory	id=g:1074616
Andranovory	id=g:1074617
Andranovory	id=g:1074618
Andranovory	id=g:1074619
Andranovory	id=g:1074620
Andranovory	id=g:1074621
Andranovory	id=g:1074622
Andranovory	id=g:1074623
Andranovory	id=g:1074624
Andranovory	id=g:1074625
Andranovory	id=g:1074626
Andranovory	id=g:1074627
Andranovory	id=g:1074628
Andranovory	id=g:1074629
Andranovory	id=g:1074630
Andranovory	id=g:1074631
Andranovory	id=g:1074632
Andranovory	id=g:1074633
Andranovory	id=g:1074634
Andranovory	id=g:1074635
Andranovory	id=g:1074636
Andrano Vorofaly	id=g:1074637
Andranovormena	id=g:1074638
Andranovo Rivière	id=g:1074639
Andranovorivato	id=g:1074640
Andranovorivato	id=g:1074641
Andranovorivalo	id=g:1074642
Andranovorivaky	id=g:1074643
Andranovoritelo	id=g:1074644
Andranovoritelo	id=g:1074645
Andranovoritay	id=g:1074646
Andranovoritakabaka	id=g:1074647
Andranovorisosotra	id=g:1074648
Lac Andranovorinlsoantsy	id=g:1074649
Andranovoriningeza	id=g:1074650
Lac Andranovorinikiboala	id=g:1074651
Andranovorindrezoky	id=g:1074652
Andranovorindratahotsy	id=g:1074653
Andranovorindrabary	id=g:1074654
Andranovorinasaky	id=g:1074655
Andranovorinampela	id=g:1074656
Andranovorinakanga	id=g:1074657
Andranovorimpanjava	id=g:1074658
Andranovorimirafy	id=g:1074659
Andranovorimena	id=g:1074660
Andranovorimbolo	id=g:1074661
Andranovorimamty	id=g:1074662
Lac Andranovorimakoa	id=g:1074663
Andranovorimahebo	id=g:1074664
Andranovorimahabira	id=g:1074665
Andranovorilava	id=g:1074666
Lac Andranovorikolo	id=g:1074667
Andranovorikolo	id=g:1074668
Andranovorikolo	id=g:1074669
Andranovorifaly	id=g:1074670
Andranovorifalu	id=g:1074671
Lac Andrano Voribe	id=g:1074672
Lac Andrano Voribe	id=g:1074673
Andranovoribe	id=g:1074674
Andranovoribe	id=g:1074675
Andranovoribe	id=g:1074676
Andranovoribe	id=g:1074677
Andranovoribe	id=g:1074678
Andranovoribe	id=g:1074679
Andranovoribe	id=g:1074680
Pointe Andranovondrony	id=g:1074681
Andranovondronina	id=g:1074682
Andranovoly	id=g:1074683
Andranovola	id=g:1074684
Andranovola	id=g:1074685
Andranovohitsy	id=g:1074686
Andranovody Rivière	id=g:1074687
Andranovo	id=g:1074688
Andranovo	id=g:1074689
Andranovendrana	id=g:1074690
Andranovelona Nord	id=g:1074691
Andranovelona	id=g:1074692
Andranovelona	id=g:1074693
Andranovelona	id=g:1074694
Andranovelona	id=g:1074695
Andranovelona	id=g:1074696
Andranovelona	id=g:1074697
Andranovelona	id=g:1074698
Andranovelona	id=g:1074699
Andranovelona	id=g:1074700
Andranovelona	id=g:1074701
Andranovelona	id=g:1074702
Andranovelona	id=g:1074703
Andranovelona	id=g:1074704
Andranovelona	id=g:1074705
Andranovelona	id=g:1074706
Andranovelona	id=g:1074707
Andranovelona	id=g:1074708
Andranovelona	id=g:1074709
Andranovelona	id=g:1074710
Andranovelona	id=g:1074711
Andranovelona	id=g:1074712
Andranovelona	id=g:1074713
Andranovelona	id=g:1074714
Andranovelona	id=g:1074715
Andranovelona	id=g:1074716
Andranovelona	id=g:1074717
Andranovelona	id=g:1074718
Andranovelo	id=g:1074719
Andranovelo	id=g:1074720
Andranovelo	id=g:1074721
Andranovato	id=g:1074722
Andranovato	id=g:1074723
Andranovato	id=g:1074724
Andranovato	id=g:1074725
Andranovato	id=g:1074726
Andranovao	id=g:1074727
Andranovao	id=g:1074728
Andranovankary Rivière	id=g:1074729
Andranovalo	id=g:1074730
Andranovaky	id=g:1074731
Andranovaky	id=g:1074732
Andranovaky	id=g:1074733
Andranovaky	id=g:1074734
Andranovaky	id=g:1074735
Andranovaky	id=g:1074736
Andranovaky	id=g:1074737
Andranovaky	id=g:1074738
Andranovakoana	id=g:1074739
Andranovakoa	id=g:1074740
Andranovaka	id=g:1074741
Andranovaka	id=g:1074742
Andranovaha	id=g:1074743
Andranotsoroitsy	id=g:1074744
Andranotsoriaka	id=g:1074745
Andranotsisiamalona	id=g:1074746
Andranotsiritra	id=g:1074747
Andranotsiritra	id=g:1074748
Andranotsiriry Avaratra	id=g:1074749
Andranotsiriry Atsimo	id=g:1074750
Andranotsipihina	id=g:1074751
Andranotsindrano	id=g:1074752
Andranotsimonina	id=g:1074753
Andranotsimizaka Rivière	id=g:1074754
Andranotsimaty	id=g:1074755
Andranotsimaty	id=g:1074756
Andranotsimanga	id=g:1074757
Andranotsikio	id=g:1074758
Farihy Andranotsara	id=g:1074759
Andranotsara	id=g:1074760
Andranotsara	id=g:1074761
Andranotsara	id=g:1074762
Andranotsara	id=g:1074763
Andranotsara	id=g:1074764
Andranotsara	id=g:1074765
Andranotsara	id=g:1074766
Andranotsara	id=g:1074767
Andranotsara	id=g:1074768
Lac Andranotoraha	id=g:1074769
Andranotomendry	id=g:1074770
Andranotolina	id=g:1074771
Andranotolihiny	id=g:1074772
Andranotoka	id=g:1074773
Andranotojy	id=g:1074774
Andranotohoka	id=g:1074775
Andranoteraky	id=g:1074776
Andranoteraka Avaratra	id=g:1074777
Andranoteraka Atsimo	id=g:1074778
Andranoteraka	id=g:1074779
Andranoteraka	id=g:1074780
Andranoteraka	id=g:1074781
Andranotenina	id=g:1074782
Andranotelo	id=g:1074783
Andranotelo	id=g:1074784
Andranotehy	id=g:1074785
Andranotava	id=g:1074786
Lac Andranotapaka	id=g:1074787
Andranotapaka	id=g:1074788
Andranotapaka	id=g:1074789
Andranotantely	id=g:1074790
Andranotalava	id=g:1074791
Andranotakofa	id=g:1074792
Andranotakatra Rivière	id=g:1074793
Andranotakatra Ambony	id=g:1074794
Andranotakatra Ambany	id=g:1074795
Andranotakatra	id=g:1074796
Andranotakatra	id=g:1074797
Andranotakatra	id=g:1074798
Andranotakatra	id=g:1074799
Andranotakatra	id=g:1074800
Andranotakatra	id=g:1074801
Andranotakatra	id=g:1074802
Andranotakabra Ruisseau	id=g:1074803
Andranosondry	id=g:1074804
Andranosoa	id=g:1074805
Andranosoa	id=g:1074806
Andranosoa	id=g:1074807
Andranosoa	id=g:1074808
Andranosoa	id=g:1074809
Andranosiritra	id=g:1074810
Andranosikaly	id=g:1074811
Andranosamonta	id=g:1074812
Andranosahalampona	id=g:1074813
Andranoroa	id=g:1074814
Andranoroa	id=g:1074815
Andranorefina	id=g:1074816
Andranorantsa	id=g:1074817
Andranorano	id=g:1074818
Andranoraikitra	id=g:1074819
Andranora	id=g:1074820
Andranopoza	id=g:1074821
Andranopositra	id=g:1074822
Andranopisadoha	id=g:1074823
Andranopatsa	id=g:1074824
Andranopato Rivière	id=g:1074825
Andranopasy	id=g:1074826
Andranonomby	id=g:1074827
Andranonomby	id=g:1074828
Andranonkazo	id=g:1074829
Vozontanin’ Andranonjanahary	id=g:1074830
Andranonjanahary	id=g:1074831
Andranoniazavavy	id=g:1074832
Andranongoaika	id=g:1074833
Andranongiaro	id=g:1074834
Andranondrahantsa	id=g:1074835
Andranondambo	id=g:1074836
Andranondambo	id=g:1074837
Andranonapaha	id=g:1074838
Andranonaondry	id=g:1074839
Andranonaomby	id=g:1074840
Andranonaomby	id=g:1074841
Andranonaomby	id=g:1074842
Andranonaomby	id=g:1074843
Andranonaomby	id=g:1074844
Andranonankoay	id=g:1074845
Andranonandriana	id=g:1074846
Andranonampela	id=g:1074847
Andranonampela	id=g:1074848
Andranonampanga	id=g:1074849
Andranonamalona	id=g:1074850
Andranonalika	id=g:1074851
Andranonalika	id=g:1074852
Andranonakoho	id=g:1074853
Andranonakoho	id=g:1074854
Andranonakoho	id=g:1074855
Andranonakoho	id=g:1074856
Lac Andrano Nakanga	id=g:1074857
Andranonakanga	id=g:1074858
Andranonakanga	id=g:1074859
Andranonakanga	id=g:1074860
Andranonahotra	id=g:1074861
Andranonahoatra	id=g:1074862
Andranonahoatra	id=g:1074863
Andranonahoatra	id=g:1074864
Andranonahoatra	id=g:1074865
Andranonahoatra	id=g:1074866
Andranonahantona	id=g:1074867
Andranonafindra	id=g:1074868
Andranonabidy	id=g:1074869
Andranona	id=g:1074870
Andranomtolaka	id=g:1074871
Andranompe	id=g:1074872
Andranompangaoky	id=g:1074873
Andranomonintsy	id=g:1074874
Andranomondevy	id=g:1074875
Cap Andranomody	id=g:1074876
Andranomody	id=g:1074877
Andranomody	id=g:1074878
Andranomjavdo	id=g:1074879
Andranomivalika	id=g:1074880
Andranomitsangana Rivière	id=g:1074881
Andranomitrohy	id=g:1074882
Andranomiteraka	id=g:1074883
Andranomiteka	id=g:1074884
Andranomita	id=g:1074885
Andranomiseho	id=g:1074886
Andranomirtra	id=g:1074887
Andranomirietsy	id=g:1074888
Andranomiova	id=g:1074889
Andranomiolaka	id=g:1074890
Andranomiolaka	id=g:1074891
Andrano Miolaka	id=g:1074892
Andranomilolo	id=g:1074893
Andranomilitsy	id=g:1074894
Andranomilitsy	id=g:1074895
Andranomilitsy	id=g:1074896
Andranomilitsy	id=g:1074897
Andranomilitsa	id=g:1074898
Andranomilevy	id=g:1074899
Andranomihanaka	id=g:1074900
Andranomihambo	id=g:1074901
Andranomifototra	id=g:1074902
Andranomifototra	id=g:1074903
Andranomiforitra	id=g:1074904
Andranomiforitra	id=g:1074905
Andranomifankatia	id=g:1074906
Andranomiety	id=g:1074907
Andranomiery	id=g:1074908
Andranomiely Rivière	id=g:1074909
Andranomiely Avaratra	id=g:1074910
Andranomiely Atsimo	id=g:1074911
Lac Andranomiely	id=g:1074912
Andranomiely	id=g:1074913
Andranomiely	id=g:1074914
Andranomiditra Rivière	id=g:1074915
Andranomiditra Rivière	id=g:1074916
Andranomiditra	id=g:1074917
Andranomiditra	id=g:1074918
Andranomiditra	id=g:1074919
Andranomiditra	id=g:1074920
Andranomiditra	id=g:1074921
Andranomiditra	id=g:1074922
Andranomiditra	id=g:1074923
Andranomiditra	id=g:1074924
Andranomiditra	id=g:1074925
Andranomiditra	id=g:1074926
Andranomiditra	id=g:1074927
Andranomiboaka	id=g:1074928
Andranomiboa	id=g:1074929
Andranomiantra	id=g:1074930
Andranomiantra	id=g:1074931
Andranomiantra	id=g:1074932
Andranomiantra	id=g:1074933
Andranomianjera	id=g:1074934
Andranomianaka	id=g:1074935
Andranomiady	id=g:1074936
Andranomiady	id=g:1074937
Andranomiady	id=g:1074938
Andranomiadivody Rivière	id=g:1074939
Andranomfana	id=g:1074940
Andranomeva	id=g:1074941
Andranomeniadro	id=g:1074942
Andranomenatsa	id=g:1074943
Andranomena Rivière	id=g:1074944
Andranomena Rivière	id=g:1074945
Andranomenanibeala	id=g:1074946
Andranomenakely	id=g:1074947
Andranomenabesabora	id=g:1074948
Andranomena Atsinanana	id=g:1074949
Lac Andranomena	id=g:1074950
Lac Andranomena	id=g:1074951
Lac Andranomena	id=g:1074952
Farihy Andranomena	id=g:1074953
Farihin’ Andranomena	id=g:1074954
Alan Andranomena	id=g:1074955
Andranomena	id=g:1074956
Andranomena	id=g:1074957
Andranomena	id=g:1074958
Andranomena	id=g:1074959
Andranomena	id=g:1074960
Andranomena	id=g:1074961
Andranomena	id=g:1074962
Andranomena	id=g:1074963
Andranomena	id=g:1074964
Andranomena	id=g:1074965
Andranomena	id=g:1074966
Andranomena	id=g:1074967
Andranomena	id=g:1074968
Andranomena	id=g:1074969
Andranomena	id=g:1074970
Andranomena	id=g:1074971
Andranomena	id=g:1074972
Andranomena	id=g:1074973
Andranomena	id=g:1074974
Andranomena	id=g:1074975
Andranomena	id=g:1074976
Andranomena	id=g:1074977
Andranomena	id=g:1074978
Andranomena	id=g:1074979
Andranomena	id=g:1074980
Andranomena	id=g:1074981
Andranomena	id=g:1074982
Andranomena	id=g:1074983
Andranomena	id=g:1074984
Andranomena	id=g:1074985
Andranomena	id=g:1074986
Andranomena	id=g:1074987
Andranomena	id=g:1074988
Andranomena	id=g:1074989
Andranomena	id=g:1074990
Andranomena	id=g:1074991
Andranomena	id=g:1074992
Andranomena	id=g:1074993
Andranomena	id=g:1074994
Andranomena	id=g:1074995
Andranomena	id=g:1074996
Andranomena	id=g:1074997
Andranomena	id=g:1074998
Andranomena	id=g:1074999
Andranomena	id=g:1075000
Andranomena	id=g:1075001
Andranomena	id=g:1075002
Andranomena	id=g:1075003
Andranomena	id=g:1075004
Andranomena	id=g:1075005
Andranomena	id=g:1075006
Andranomena	id=g:1075007
Andranomboara	id=g:1075008
Andranombiriky	id=g:1075009
Andranombilo-Antsirasira	id=g:1075010
Andranombilo	id=g:1075011
Andranombilo	id=g:1075012
Andranombilo	id=g:1075013
Andranombilahy	id=g:1075014
Andranombiavy	id=g:1075015
Andranombazaha	id=g:1075016
Andranombary	id=g:1075017
Andranombao	id=g:1075018
Nosy Andranombala	id=g:1075019
Andranombainga	id=g:1075020
Lac Andranomazava	id=g:1075021
Andranomazava	id=g:1075022
Lac Andranomay	id=g:1075023
Andranomay	id=g:1075024
Andranomavo Rivière	id=g:1075025
Andranomavo Rivière	id=g:1075026
Andranomavo Rivière	id=g:1075027
Andranomavokely	id=g:1075028
Andranomavokely	id=g:1075029
Andranomavokely	id=g:1075030
Andranomavokely	id=g:1075031
Andranomavokely	id=g:1075032
Andranomavokely	id=g:1075033
Farihy Andranomavoina	id=g:1075034
Andranomavobe	id=g:1075035
Andranomavo Avaratra	id=g:1075036
Andranomavo	id=g:1075037
Andranomavo	id=g:1075038
Andranomavo	id=g:1075039
Andranomavo	id=g:1075040
Andranomavo	id=g:1075041
Andranomavo	id=g:1075042
Andranomavo	id=g:1075043
Andranomavo	id=g:1075044
Andranomavo	id=g:1075045
Andranomavo	id=g:1075046
Andranomavo	id=g:1075047
Andranomavo	id=g:1075048
Andranomavo	id=g:1075049
Andranomavo	id=g:1075050
Andranomavo	id=g:1075051
Andranomavo	id=g:1075052
Andranomavo	id=g:1075053
Andranomavo	id=g:1075054
Andranomavo	id=g:1075055
Andranomavo	id=g:1075056
Andranomavo	id=g:1075057
Andranomavo	id=g:1075058
Andranomavo	id=g:1075059
Andranomavo	id=g:1075060
Andranomavo	id=g:1075061
Andranomavo	id=g:1075062
Andranomavo	id=g:1075063
Andranomavo	id=g:1075064
Andranomavo	id=g:1075065
Andranomavo	id=g:1075066
Andranomavo	id=g:1075067
Andranomavakety	id=g:1075068
Lac Andranomatsoraky	id=g:1075069
Andranomatraba	id=g:1075070
Andranomatavy	id=g:1075071
Andranomatavy	id=g:1075072
Andranomatavy	id=g:1075073
Andranomatavy	id=g:1075074
Andranomatavy	id=g:1075075
Andranomatana	id=g:1075076
Andranomat	id=g:1075077
Andranomasy	id=g:1075078
Andranomasy	id=g:1075079
Andranomasy	id=g:1075080
Andranomasina	id=g:1075081
Andranomasina	id=g:1075082
Andranomasina	id=g:1075083
Andranomasina	id=g:1075084
Andranomasina	id=g:1075085
Andranomasina	id=g:1075086
Andranomasina	id=g:1075087
Andranomasina	id=g:1075088
Andranomasina	id=g:1075089
Andranomaro	id=g:1075090
Andranomarina	id=g:1075091
Andranomaria Rivière	id=g:1075092
Andranomaria	id=g:1075093
Andranomaria	id=g:1075094
Andrano Maria	id=g:1075095
Andranomaria	id=g:1075096
Andranomarelia	id=g:1075097
Andranomare	id=g:1075098
Andranomantsy	id=g:1075099
Andranomantsy	id=g:1075100
Andranomanitsy	id=g:1075101
Andranomanitsy	id=g:1075102
Andranomanitsy	id=g:1075103
Andranomanitsy	id=g:1075104
Andranomanitsy	id=g:1075105
Andranomanitra Sud	id=g:1075106
Andranomanitra Nord	id=g:1075107
Andranomanintsy	id=g:1075108
Andranomanintsy	id=g:1075109
Andranomanintsy	id=g:1075110
Andranomanintsy	id=g:1075111
Andranomanintsy	id=g:1075112
Andranomanintsy	id=g:1075113
Andranomanintsy	id=g:1075114
Andranomanintsy	id=g:1075115
Andranomanintsy	id=g:1075116
Andranomanintsy	id=g:1075117
Andranomanintsy	id=g:1075118
Andranomanintsy	id=g:1075119
Andranomanintsy	id=g:1075120
Andranomanintsy	id=g:1075121
Andranomanintsa	id=g:1075122
Andranomanilika	id=g:1075123
Andranomanilia	id=g:1075124
Andranomangily	id=g:1075125
Andranomangatsiaka Rivière	id=g:1075126
Andranomangatsiaka	id=g:1075127
Andranomangatsiaka	id=g:1075128
Andranomangatsiaka	id=g:1075129
Andranomangatsiaka	id=g:1075130
Andranomangatsiaka	id=g:1075131
Andranomangatsiaka	id=g:1075132
Andranomangatsa Ruisseau	id=g:1075133
Andranomangatsa	id=g:1075134
Andranomangarika	id=g:1075135
Andranomanga	id=g:1075136
Andranomanga	id=g:1075137
Andranomanga	id=g:1075138
Andranomanga	id=g:1075139
Andranomanesika Sud	id=g:1075140
Andranomanesika Avaratra	id=g:1075141
Andranomanesika	id=g:1075142
Andranomanenty	id=g:1075143
Andranomanenty	id=g:1075144
Andranomanelatra	id=g:1075145
Andranomanelatra	id=g:1075146
Andranomandry	id=g:1075147
Andranomandevy	id=g:1075148
Andranomandevy	id=g:1075149
Andranomandevy	id=g:1075150
Andranomandevy	id=g:1075151
Andranomandevy	id=g:1075152
Andranomandeha	id=g:1075153
Andranomandeha	id=g:1075154
Andranomanara	id=g:1075155
Andranomanara	id=g:1075156
Andranomananika	id=g:1075157
Andranomanandray	id=g:1075158
Andranomamy	id=g:1075159
Andranomamy	id=g:1075160
Andranomamy	id=g:1075161
Andranomamy	id=g:1075162
Andranomamorery	id=g:1075163
Riamben’ Andranomamofona	id=g:1075164
Andranomamoa	id=g:1075165
Andranomamikely	id=g:1075166
Andranomamibolona	id=g:1075167
Andranomaloto	id=g:1075168
Andranomaloto	id=g:1075169
Andranomalivolo	id=g:1075170
Andranomalio	id=g:1075171
Andranomalio	id=g:1075172
Andranomalazo	id=g:1075173
Andranomalaza Atsimo	id=g:1075174
Andranomalaza	id=g:1075175
Andranomalaza	id=g:1075176
Andranomalaza	id=g:1075177
Andranomalaza	id=g:1075178
Andranomalaza	id=g:1075179
Andranomalaza	id=g:1075180
Andranomaitsokely	id=g:1075181
Andranomaitso	id=g:1075182
Andranomaitso	id=g:1075183
Andranomaitso	id=g:1075184
Andranomaitso	id=g:1075185
Andranomaitso	id=g:1075186
Andranomaitso	id=g:1075187
Andranomaitso	id=g:1075188
Andranomainty-Andoharano	id=g:1075189
Andranomainty	id=g:1075190
Andranomainty	id=g:1075191
Andranomainty	id=g:1075192
Andranomainty	id=g:1075193
Andranomainty	id=g:1075194
Andranomainty	id=g:1075195
Andranomainty	id=g:1075196
Andranomahitsy	id=g:1075197
Andranomahitsy	id=g:1075198
Andranomahitsy	id=g:1075199
Andranomahitsy	id=g:1075200
Andranomahery	id=g:1075201
Andranomahavelona	id=g:1075202
Andranomafana	id=g:1075203
Andranomafana	id=g:1075204
Andranomafana	id=g:1075205
Andranomafana	id=g:1075206
Andranomafana	id=g:1075207
Andranomafana	id=g:1075208
Andranomafana	id=g:1075209
Andranomafana	id=g:1075210
Andranomafana	id=g:1075211
Andranomafana	id=g:1075212
Andranomafana	id=g:1075213
Andranomafana	id=g:1075214
Andranomafana	id=g:1075215
Andrano Mafana	id=g:1075216
Andranomafaika	id=g:1075217
Andranomaeva Rivière	id=g:1075218
Andranomadiro	id=g:1075219
Andranomadio Rivière	id=g:1075220
Andranomadio	id=g:1075221
Andranomadio	id=g:1075222
Andranomadio	id=g:1075223
Andranomadio	id=g:1075224
Andranomadio	id=g:1075225
Andranomadio	id=g:1075226
Andranomadio	id=g:1075227
Andranomadio	id=g:1075228
Andranomadio	id=g:1075229
Andranomadio	id=g:1075230
Andranomadio	id=g:1075231
Andranomadio	id=g:1075232
Andranolojy	id=g:1075233
Andranolo	id=g:1075234
Andranolo	id=g:1075235
Andranolava Rivière	id=g:1075236
Andranolava Rivière	id=g:1075237
Andranolava Rivière	id=g:1075238
Andranolava Rivière	id=g:1075239
Andranolava Rivière	id=g:1075240
Andranolavakely	id=g:1075241
Andranolavabe	id=g:1075242
Lake Andranolava	id=g:1075243
Lake Andranolava	id=g:1075244
Farihy Andranolava	id=g:1075245
Ararano Andranolava	id=g:1075246
Andranolava	id=g:1075247
Andranolava	id=g:1075248
Andranolava	id=g:1075249
Andranolava	id=g:1075250
Andranolava	id=g:1075251
Andranolava	id=g:1075252
Andranolava	id=g:1075253
Andranolava	id=g:1075254
Andranolava	id=g:1075255
Andranolava	id=g:1075256
Andranolava	id=g:1075257
Andranolava	id=g:1075258
Andranolava	id=g:1075259
Andranolava	id=g:1075260
Andranolava	id=g:1075261
Andranolava	id=g:1075262
Andranolava	id=g:1075263
Andranolava	id=g:1075264
Andranolava	id=g:1075265
Andranolava	id=g:1075266
Andranolava	id=g:1075267
Andranolava	id=g:1075268
Andranolava	id=g:1075269
Andranolava	id=g:1075270
Andranolava	id=g:1075271
Andranolava	id=g:1075272
Andranolava	id=g:1075273
Andranolava	id=g:1075274
Andranolava	id=g:1075275
Andranolava	id=g:1075276
Andranolava	id=g:1075277
Andranolava	id=g:1075278
Andrano Lava	id=g:1075279
Andranolava	id=g:1075280
Andranolava	id=g:1075281
Andranolava	id=g:1075282
Andranolava	id=g:1075283
Andranolava	id=g:1075284
Andranolatsaka	id=g:1075285
Andranolalina	id=g:1075286
Andranolalika	id=g:1075287
Andranolaka	id=g:1075288
Andranolahy Rivière	id=g:1075289
Andranokozany	id=g:1075290
Andranokozany	id=g:1075291
Andranokova	id=g:1075292
Andranokototo	id=g:1075293
Andranokontona	id=g:1075294
Andranokomby Rivière	id=g:1075295
Andranokoditra	id=g:1075296
Andranokobaka	id=g:1075297
Andranokobaka	id=g:1075298
Andranokoaka	id=g:1075299
Lac Andranokira	id=g:1075300
Andranokely	id=g:1075301
Andranokely	id=g:1075302
Andranokely	id=g:1075303
Andranokely	id=g:1075304
Andranokelilalina	id=g:1075305
Andranokaolo Toby	id=g:1075306
Andranokaolo	id=g:1075307
Andranojongy	id=g:1075308
Andranojongy	id=g:1075309
Andranojongifotsy	id=g:1075310
Etang d’ Andranojoby	id=g:1075311
Andranojoby	id=g:1075312
Andranojirioky Rivière	id=g:1075313
Andranojirioky	id=g:1075314
Andranojirioka	id=g:1075315
Andranohorona	id=g:1075316
Andranohinaly	id=g:1075317
Andranohinaka Ruisseau	id=g:1075318
Andranohezo	id=g:1075319
Andranoherika	id=g:1075320
Andranohela Rivière	id=g:1075321
Andranohazokily	id=g:1075322
Andranohazokily	id=g:1075323
Andranohazobevava	id=g:1075324
Andranohazo	id=g:1075325
Andranohatsy Rivière	id=g:1075326
Andranohasina	id=g:1075327
Andranohambolany	id=g:1075328
Pointe Andranogoaika	id=g:1075329
Andranogoaika	id=g:1075330
Andranogoa	id=g:1075331
Andranogisy	id=g:1075332
Andranogiso	id=g:1075333
Andranogiso	id=g:1075334
Andranogiso	id=g:1075335
Andranogisa	id=g:1075336
Andranogidroboaka	id=g:1075337
Andranogidro	id=g:1075338
Andranogidro	id=g:1075339
Andranogidro	id=g:1075340
Andranofoty	id=g:1075341
Andranofoty	id=g:1075342
Lac Andranofotsy	id=g:1075343
Andranofotsy	id=g:1075344
Andranofotsy	id=g:1075345
Andranofotsy	id=g:1075346
Andranofotsy	id=g:1075347
Andranofotsy	id=g:1075348
Andranofotsy	id=g:1075349
Andranofotsy	id=g:1075350
Andranofotsy	id=g:1075351
Andranofotsy	id=g:1075352
Andranofotsy	id=g:1075353
Andranofotsy	id=g:1075354
Andranofotsy	id=g:1075355
Andranofotsy	id=g:1075356
Andranofotsy	id=g:1075357
Andranofotsy	id=g:1075358
